model,draw,band,layer,cov_trace,total_variance
pythia-1b,draw_3,control,4,699.4431326729781,696.33447265625
pythia-1b,draw_3,control,5,844.5587401748883,840.80517578125
pythia-1b,draw_3,control,6,928.6981460279603,924.570556640625
pythia-1b,draw_3,control,7,1297.6749439843145,1291.907470703125
pythia-1b,draw_3,control,8,1235.4787015432019,1229.9876708984375
pythia-1b,draw_3,control,9,1356.9250125938756,1350.894287109375
pythia-1b,draw_3,control,10,1694.1642926649247,1686.6346435546875
pythia-1b,draw_3,control,11,2435.3470175054613,2424.5234375
pythia-1b,draw_3,control,12,2570.9987223704115,2559.572265625
pythia-1b,draw_3,control,13,2940.511498070539,2927.442626953125
pythia-1b,draw_3,control,14,4921.650415678413,4899.7763671875
pythia-1b,draw_3,control,15,8229.960138290644,8193.3828125
pythia-1.4b,draw_1,low,0,522.7285989222531,520.4053955078125
pythia-1.4b,draw_1,low,1,612.5966340811578,609.8740234375
pythia-1.4b,draw_1,low,2,656.0231941137563,653.1075439453125
pythia-1.4b,draw_1,low,3,709.7762462663002,706.6217041015625
pythia-1.4b,draw_1,low,4,801.5368332421751,797.9744262695312
pythia-1.4b,draw_1,low,5,825.472368053259,821.8035888671875
pythia-1.4b,draw_1,low,6,860.7559673186972,856.9303588867188
pythia-1.4b,draw_1,low,7,965.7500735777332,961.4578857421875
pythia-1.4b,draw_1,low,8,975.8240388879135,971.487060546875
pythia-1.4b,draw_1,low,9,1017.9967791758265,1013.4723510742188
pythia-1.4b,draw_1,low,10,1622.1363832872498,1614.9267578125
pythia-1.4b,draw_1,low,11,1524.8841922871286,1518.10693359375
pythia-1.4b,draw_1,low,12,1545.8041311869126,1538.933837890625
pythia-1.4b,draw_1,low,13,1850.1633049055827,1841.9404296875
pythia-1.4b,draw_1,low,14,2145.3863269355056,2135.851318359375
pythia-1.4b,draw_1,low,15,2743.961174995105,2731.765869140625
pythia-1.4b,draw_1,low,16,3318.986866129353,3304.23583984375
pythia-1.4b,draw_1,low,17,3592.1884035883495,3576.22314453125
pythia-1.4b,draw_1,low,18,4039.903776087722,4021.948486328125
pythia-1.4b,draw_1,low,19,4384.291624302086,4364.8056640625
pythia-1.4b,draw_1,low,20,4530.029354895125,4509.8955078125
pythia-1.4b,draw_1,low,21,4851.325649119013,4829.76416015625
pythia-1.4b,draw_1,low,22,5837.390476395966,5811.4462890625
pythia-1.4b,draw_1,low,23,8596.249171238926,8558.04296875
pythia-1.4b,draw_1,medium,0,426.98265011727153,425.0849304199219
pythia-1.4b,draw_1,medium,1,533.4331012683476,531.0623168945312
pythia-1.4b,draw_1,medium,2,587.2619405304843,584.65185546875
pythia-1.4b,draw_1,medium,3,651.4931555426447,648.5975952148438
pythia-1.4b,draw_1,medium,4,755.572721615951,752.214599609375
pythia-1.4b,draw_1,medium,5,797.7119470736732,794.1665649414062
pythia-1.4b,draw_1,medium,6,849.0008282057521,845.2275390625
pythia-1.4b,draw_1,medium,7,963.891225790813,959.6072387695312
pythia-1.4b,draw_1,medium,8,987.7851041297126,983.3949584960938
pythia-1.4b,draw_1,medium,9,1028.643186486668,1024.0714111328125
pythia-1.4b,draw_1,medium,10,1629.4213531393698,1622.179443359375
pythia-1.4b,draw_1,medium,11,1546.1557171889094,1539.283935546875
pythia-1.4b,draw_1,medium,12,1629.5784309760656,1622.3359375
pythia-1.4b,draw_1,medium,13,1903.2654366166514,1894.8065185546875
pythia-1.4b,draw_1,medium,14,2197.347083123738,2187.5810546875
pythia-1.4b,draw_1,medium,15,2771.7553663449316,2759.4365234375
pythia-1.4b,draw_1,medium,16,3369.7181735542354,3354.74169921875
pythia-1.4b,draw_1,medium,17,3658.03664162574,3641.77880859375
pythia-1.4b,draw_1,medium,18,4141.201464766897,4122.7958984375
pythia-1.4b,draw_1,medium,19,4545.588987608574,4525.38623046875
pythia-1.4b,draw_1,medium,20,4680.472698621092,4659.6708984375
pythia-1.4b,draw_1,medium,21,4997.28426261374,4975.07421875
pythia-1.4b,draw_1,medium,22,5858.118223107233,5832.08203125
pythia-1.4b,draw_1,medium,23,8335.641013983886,8298.59375
pythia-1.4b,draw_1,high,0,336.80207490578084,335.30517578125
pythia-1.4b,draw_1,high,1,444.11294279180265,442.13909912109375
pythia-1.4b,draw_1,high,2,508.23459642920994,505.97576904296875
pythia-1.4b,draw_1,high,3,581.4464548027768,578.8622436523438
pythia-1.4b,draw_1,high,4,692.661666226805,689.5831298828125
pythia-1.4b,draw_1,high,5,746.9233041691999,743.6036376953125
pythia-1.4b,draw_1,high,6,807.0115164691365,803.4248046875
pythia-1.4b,draw_1,high,7,940.457051270626,936.2772216796875
pythia-1.4b,draw_1,high,8,981.7752634812925,977.411865234375
pythia-1.4b,draw_1,high,9,1024.807772448551,1020.2530517578125
pythia-1.4b,draw_1,high,10,1669.829325198194,1662.407958984375
pythia-1.4b,draw_1,high,11,1584.065406641657,1577.025146484375
pythia-1.4b,draw_1,high,12,1709.7227379351448,1702.1240234375
pythia-1.4b,draw_1,high,13,1957.5844160655815,1948.884033203125
pythia-1.4b,draw_1,high,14,2240.8485574442025,2230.88916015625
pythia-1.4b,draw_1,high,15,2755.806717603753,2743.558837890625
pythia-1.4b,draw_1,high,16,3370.736350888179,3355.755126953125
pythia-1.4b,draw_1,high,17,3641.697146289873,3625.51171875
pythia-1.4b,draw_1,high,18,4167.741458657926,4149.21826171875
pythia-1.4b,draw_1,high,19,4579.366779239744,4559.01416015625
pythia-1.4b,draw_1,high,20,4737.157063200272,4716.10302734375
pythia-1.4b,draw_1,high,21,5023.044474470552,5000.7197265625
pythia-1.4b,draw_1,high,22,5670.0389540391325,5644.8388671875
pythia-1.4b,draw_1,high,23,7876.617764213279,7841.6103515625
pythia-1.4b,draw_1,very_high,0,287.8035723292214,286.5244445800781
pythia-1.4b,draw_1,very_high,1,394.6398292726076,392.8858642578125
pythia-1.4b,draw_1,very_high,2,468.7947148708405,466.711181640625
pythia-1.4b,draw_1,very_high,3,551.0280309452246,548.5790405273438
pythia-1.4b,draw_1,very_high,4,700.0248604090955,696.9136352539062
pythia-1.4b,draw_1,very_high,5,775.5710100900978,772.1240234375
pythia-1.4b,draw_1,very_high,6,873.8772068081428,869.9932861328125
pythia-1.4b,draw_1,very_high,7,1016.621764919218,1012.1034545898438
pythia-1.4b,draw_1,very_high,8,1072.9992034637348,1068.230224609375
pythia-1.4b,draw_1,very_high,9,1120.4544554212089,1115.474609375
pythia-1.4b,draw_1,very_high,10,1752.0766123022024,1744.28955078125
pythia-1.4b,draw_1,very_high,11,1667.3338574205711,1659.9234619140625
pythia-1.4b,draw_1,very_high,12,1854.7319372808836,1846.488525390625
pythia-1.4b,draw_1,very_high,13,2087.528804525493,2078.2509765625
pythia-1.4b,draw_1,very_high,14,2348.2726480895426,2337.8359375
pythia-1.4b,draw_1,very_high,15,2744.2654488211474,2732.068603515625
pythia-1.4b,draw_1,very_high,16,3304.078216668577,3289.393310546875
pythia-1.4b,draw_1,very_high,17,3574.5584311387124,3558.67138671875
pythia-1.4b,draw_1,very_high,18,4056.966976148523,4038.93603515625
pythia-1.4b,draw_1,very_high,19,4482.427267138679,4462.5048828125
pythia-1.4b,draw_1,very_high,20,4668.206588996889,4647.458984375
pythia-1.4b,draw_1,very_high,21,4913.951065585976,4892.111328125
pythia-1.4b,draw_1,very_high,22,5381.817299407634,5357.89794921875
pythia-1.4b,draw_1,very_high,23,7306.873068637943,7274.3974609375
pythia-1.4b,draw_1,control,0,308.9516585450051,307.57855224609375
pythia-1.4b,draw_1,control,1,414.6711234636384,412.8281555175781
pythia-1.4b,draw_1,control,2,484.15701605871874,482.00518798828125
pythia-1.4b,draw_1,control,3,572.0008727668695,569.4586181640625
pythia-1.4b,draw_1,control,4,829.4666279890668,825.780029296875
pythia-1.4b,draw_1,control,5,928.7516950584837,924.6239013671875
pythia-1.4b,draw_1,control,6,1076.5699437452986,1071.78515625
pythia-1.4b,draw_1,control,7,1234.6148235937735,1229.127685546875
pythia-1.4b,draw_1,control,8,1303.949050831347,1298.1536865234375
pythia-1.4b,draw_1,control,9,1362.9075161295373,1356.85009765625
pythia-1.4b,draw_1,control,10,2021.3002555421963,2012.316650390625
pythia-1.4b,draw_1,control,11,1910.0508898525784,1901.5616455078125
pythia-1.4b,draw_1,control,12,2055.288385825778,2046.15380859375
pythia-1.4b,draw_1,control,13,2276.9690957055545,2266.84912109375
pythia-1.4b,draw_1,control,14,2559.5817552372964,2548.20556640625
pythia-1.4b,draw_1,control,15,3013.8499593196625,3000.455078125
pythia-1.4b,draw_1,control,16,3577.5133589795837,3561.613525390625
pythia-1.4b,draw_1,control,17,3825.987335697727,3808.98291015625
pythia-1.4b,draw_1,control,18,4299.261420698271,4280.1533203125
pythia-1.4b,draw_1,control,19,4703.696278335888,4682.791015625
pythia-1.4b,draw_1,control,20,4870.101226174161,4848.4560546875
pythia-1.4b,draw_1,control,21,5138.857448004643,5116.01806640625
pythia-1.4b,draw_1,control,22,5639.043623966788,5613.98095703125
pythia-1.4b,draw_1,control,23,7695.373664468176,7661.171875
pythia-1.4b,draw_2,low,0,511.8400831425874,509.56524658203125
pythia-1.4b,draw_2,low,1,602.5775816611972,599.8994750976562
pythia-1.4b,draw_2,low,2,645.5906846016662,642.7213745117188
pythia-1.4b,draw_2,low,3,698.3611268751458,695.25732421875
pythia-1.4b,draw_2,low,4,790.3260625269261,786.8134765625
pythia-1.4b,draw_2,low,5,814.550860135522,810.9306640625
pythia-1.4b,draw_2,low,6,855.7592428342418,851.9558715820312
pythia-1.4b,draw_2,low,7,962.5104188019862,958.2326049804688
pythia-1.4b,draw_2,low,8,978.1896008925155,973.8421020507812
pythia-1.4b,draw_2,low,9,1031.7938331828593,1027.2080078125
pythia-1.4b,draw_2,low,10,1641.2169645035137,1633.922607421875
pythia-1.4b,draw_2,low,11,1551.1742807906517,1544.2801513671875
pythia-1.4b,draw_2,low,12,1592.7349213705168,1585.65625
pythia-1.4b,draw_2,low,13,1906.1158625433795,1897.644287109375
pythia-1.4b,draw_2,low,14,2205.2172730130906,2195.416259765625
pythia-1.4b,draw_2,low,15,2829.3562705817535,2816.78125
pythia-1.4b,draw_2,low,16,3410.8810051254864,3395.7216796875
pythia-1.4b,draw_2,low,17,3701.0409129744926,3684.591796875
pythia-1.4b,draw_2,low,18,4165.44924836552,4146.93603515625
pythia-1.4b,draw_2,low,19,4522.00182846423,4501.904296875
pythia-1.4b,draw_2,low,20,4663.892313585333,4643.1640625
pythia-1.4b,draw_2,low,21,4988.020217015783,4965.8515625
pythia-1.4b,draw_2,low,22,6015.608569870757,5988.87255859375
pythia-1.4b,draw_2,low,23,8855.16442779206,8815.80859375
pythia-1.4b,draw_2,medium,0,429.19045632372604,427.282958984375
pythia-1.4b,draw_2,medium,1,535.5021219588517,533.1220703125
pythia-1.4b,draw_2,medium,2,588.2544051079021,585.6399536132812
pythia-1.4b,draw_2,medium,3,651.4427492129712,648.5474853515625
pythia-1.4b,draw_2,medium,4,747.144199126301,743.8236083984375
pythia-1.4b,draw_2,medium,5,782.1252406653464,778.649169921875
pythia-1.4b,draw_2,medium,6,831.4070113783107,827.7118530273438
pythia-1.4b,draw_2,medium,7,942.8613782343929,938.6708984375
pythia-1.4b,draw_2,medium,8,973.4041321233274,969.077880859375
pythia-1.4b,draw_2,medium,9,1014.0772483612988,1009.5701904296875
pythia-1.4b,draw_2,medium,10,1635.9579166102124,1628.68701171875
pythia-1.4b,draw_2,medium,11,1545.3809327551428,1538.5125732421875
pythia-1.4b,draw_2,medium,12,1624.9594266335039,1617.7373046875
pythia-1.4b,draw_2,medium,13,1913.011653758952,1904.5093994140625
pythia-1.4b,draw_2,medium,14,2195.973565510387,2186.2138671875
pythia-1.4b,draw_2,medium,15,2778.8023738849697,2766.4521484375
pythia-1.4b,draw_2,medium,16,3371.1147597045547,3356.1318359375
pythia-1.4b,draw_2,medium,17,3642.939872225324,3626.7490234375
pythia-1.4b,draw_2,medium,18,4123.124088239222,4104.798828125
pythia-1.4b,draw_2,medium,19,4507.484127128979,4487.45068359375
pythia-1.4b,draw_2,medium,20,4631.125995003579,4610.54296875
pythia-1.4b,draw_2,medium,21,4923.665891406166,4901.78271484375
pythia-1.4b,draw_2,medium,22,5764.500695643685,5738.880859375
pythia-1.4b,draw_2,medium,23,8358.954808572074,8321.8046875
pythia-1.4b,draw_2,high,0,328.56459358313384,327.10430908203125
pythia-1.4b,draw_2,high,1,435.2953614839661,433.3607177734375
pythia-1.4b,draw_2,high,2,498.022878763324,495.8094482421875
pythia-1.4b,draw_2,high,3,572.6344137350036,570.08935546875
pythia-1.4b,draw_2,high,4,722.617001731604,719.4053955078125
pythia-1.4b,draw_2,high,5,793.9348624207521,790.40625
pythia-1.4b,draw_2,high,6,883.6644096013687,879.7369995117188
pythia-1.4b,draw_2,high,7,1010.5289720603238,1006.0377197265625
pythia-1.4b,draw_2,high,8,1060.321450132117,1055.60888671875
pythia-1.4b,draw_2,high,9,1111.2120707335132,1106.2734375
pythia-1.4b,draw_2,high,10,1730.1858541281983,1722.49609375
pythia-1.4b,draw_2,high,11,1635.553204587658,1628.2841796875
pythia-1.4b,draw_2,high,12,1782.1313111304225,1774.210693359375
pythia-1.4b,draw_2,high,13,2037.9141496035802,2028.856689453125
pythia-1.4b,draw_2,high,14,2311.9605702641456,2301.68505859375
pythia-1.4b,draw_2,high,15,2825.584963830318,2813.02685546875
pythia-1.4b,draw_2,high,16,3436.02211221828,3420.7509765625
pythia-1.4b,draw_2,high,17,3713.4869338348044,3696.982421875
pythia-1.4b,draw_2,high,18,4237.96177436455,4219.1259765625
pythia-1.4b,draw_2,high,19,4664.305233596231,4643.57470703125
pythia-1.4b,draw_2,high,20,4820.203830630848,4798.7802734375
pythia-1.4b,draw_2,high,21,5109.30172919018,5086.59375
pythia-1.4b,draw_2,high,22,5783.056880980705,5757.3544921875
pythia-1.4b,draw_2,high,23,8051.767621051446,8015.9814453125
pythia-1.4b,draw_2,very_high,0,287.1350333938738,285.85888671875
pythia-1.4b,draw_2,very_high,1,393.44748023350576,391.6988525390625
pythia-1.4b,draw_2,very_high,2,467.2807558484361,465.2039489746094
pythia-1.4b,draw_2,very_high,3,546.9946792020667,544.5635986328125
pythia-1.4b,draw_2,very_high,4,657.4004626817584,654.4786987304688
pythia-1.4b,draw_2,very_high,5,719.1097036148467,715.9136352539062
pythia-1.4b,draw_2,very_high,6,782.2698303149202,778.7930908203125
pythia-1.4b,draw_2,very_high,7,922.9629235253243,918.86083984375
pythia-1.4b,draw_2,very_high,8,974.3269603382994,969.9966430664062
pythia-1.4b,draw_2,very_high,9,1022.9886590087283,1018.4420166015625
pythia-1.4b,draw_2,very_high,10,1673.2242830053028,1665.7877197265625
pythia-1.4b,draw_2,very_high,11,1603.495747683852,1596.369140625
pythia-1.4b,draw_2,very_high,12,1808.0473786037337,1800.0115966796875
pythia-1.4b,draw_2,very_high,13,2028.0441161943359,2019.0306396484375
pythia-1.4b,draw_2,very_high,14,2290.5115093541326,2280.331298828125
pythia-1.4b,draw_2,very_high,15,2710.434987680345,2698.388671875
pythia-1.4b,draw_2,very_high,16,3313.0003292011243,3298.27587890625
pythia-1.4b,draw_2,very_high,17,3577.199378628996,3561.30078125
pythia-1.4b,draw_2,very_high,18,4081.5052393435362,4063.365234375
pythia-1.4b,draw_2,very_high,19,4506.250458176608,4486.22265625
pythia-1.4b,draw_2,very_high,20,4710.751773413525,4689.81494140625
pythia-1.4b,draw_2,very_high,21,4980.055208664557,4957.921875
pythia-1.4b,draw_2,very_high,22,5470.734371618733,5446.419921875
pythia-1.4b,draw_2,very_high,23,7373.762546294113,7340.990234375
pythia-1.4b,draw_2,control,0,312.46018557841444,311.07147216796875
pythia-1.4b,draw_2,control,1,416.15141292498515,414.3018493652344
pythia-1.4b,draw_2,control,2,488.0706620507332,485.9014587402344
pythia-1.4b,draw_2,control,3,563.9488619823663,561.4423828125
pythia-1.4b,draw_2,control,4,681.3628374514143,678.3345947265625
pythia-1.4b,draw_2,control,5,744.4338578593885,741.125244140625
pythia-1.4b,draw_2,control,6,813.35911219369,809.744140625
pythia-1.4b,draw_2,control,7,958.6287791964182,954.3682250976562
pythia-1.4b,draw_2,control,8,999.4958392988223,995.0536499023438
pythia-1.4b,draw_2,control,9,1038.5244440788006,1033.90869140625
pythia-1.4b,draw_2,control,10,1702.8856696476125,1695.3172607421875
pythia-1.4b,draw_2,control,11,1619.6381114818719,1612.439697265625
pythia-1.4b,draw_2,control,12,1801.4125476642862,1793.4063720703125
pythia-1.4b,draw_2,control,13,2052.442312215187,2043.3203125
pythia-1.4b,draw_2,control,14,2350.190676580089,2339.745361328125
pythia-1.4b,draw_2,control,15,2805.943880667087,2793.47314453125
pythia-1.4b,draw_2,control,16,3409.3139217773632,3394.16162109375
pythia-1.4b,draw_2,control,17,3687.298581462515,3670.91064453125
pythia-1.4b,draw_2,control,18,4220.961292619746,4202.20166015625
pythia-1.4b,draw_2,control,19,4665.40012395731,4644.6650390625
pythia-1.4b,draw_2,control,20,4864.865957941125,4843.244140625
pythia-1.4b,draw_2,control,21,5151.743066278326,5128.84619140625
pythia-1.4b,draw_2,control,22,5720.956959285145,5695.5302734375
pythia-1.4b,draw_2,control,23,7895.556904162511,7860.4658203125
pythia-1.4b,draw_3,low,0,508.70310108112824,506.44219970703125
pythia-1.4b,draw_3,low,1,598.0341536777919,595.376220703125
pythia-1.4b,draw_3,low,2,640.8249283766281,637.976806640625
pythia-1.4b,draw_3,low,3,698.1299436148859,695.0271606445312
pythia-1.4b,draw_3,low,4,791.8677168115597,788.3482666015625
pythia-1.4b,draw_3,low,5,818.1000013824478,814.4639892578125
pythia-1.4b,draw_3,low,6,859.5436779334977,855.7235107421875
pythia-1.4b,draw_3,low,7,965.6489629322168,961.3572387695312
pythia-1.4b,draw_3,low,8,975.9502003676539,971.6126708984375
pythia-1.4b,draw_3,low,9,1014.5172726991613,1010.00830078125
pythia-1.4b,draw_3,low,10,1597.8082993030407,1590.7069091796875
pythia-1.4b,draw_3,low,11,1511.561990969516,1504.843994140625
pythia-1.4b,draw_3,low,12,1542.5600036945398,1535.7042236328125
pythia-1.4b,draw_3,low,13,1819.6945721107597,1811.60693359375
pythia-1.4b,draw_3,low,14,2108.1306475816955,2098.76123046875
pythia-1.4b,draw_3,low,15,2726.484352897478,2714.36669921875
pythia-1.4b,draw_3,low,16,3293.063799964337,3278.427734375
pythia-1.4b,draw_3,low,17,3579.0880412949155,3563.18115234375
pythia-1.4b,draw_3,low,18,4044.2871671636476,4026.3125
pythia-1.4b,draw_3,low,19,4399.167244625611,4379.615234375
pythia-1.4b,draw_3,low,20,4528.840860103228,4508.712890625
pythia-1.4b,draw_3,low,21,4845.726811790086,4824.1904296875
pythia-1.4b,draw_3,low,22,5829.013399880806,5803.1064453125
pythia-1.4b,draw_3,low,23,8534.902301973754,8496.96875
pythia-1.4b,draw_3,medium,0,423.8525806430907,421.9687805175781
pythia-1.4b,draw_3,medium,1,530.4749042037204,528.1171875
pythia-1.4b,draw_3,medium,2,582.8197273834694,580.2293701171875
pythia-1.4b,draw_3,medium,3,645.0727865616827,642.205810546875
pythia-1.4b,draw_3,medium,4,743.069192063821,739.7666625976562
pythia-1.4b,draw_3,medium,5,782.2983899149439,778.821533203125
pythia-1.4b,draw_3,medium,6,830.4668736318763,826.77587890625
pythia-1.4b,draw_3,medium,7,949.2700986064509,945.0511474609375
pythia-1.4b,draw_3,medium,8,978.0424950098673,973.6956787109375
pythia-1.4b,draw_3,medium,9,1016.710754453444,1012.1920166015625
pythia-1.4b,draw_3,medium,10,1635.8094950563825,1628.5391845703125
pythia-1.4b,draw_3,medium,11,1556.5603443608622,1549.6422119140625
pythia-1.4b,draw_3,medium,12,1650.8408225014473,1643.503662109375
pythia-1.4b,draw_3,medium,13,1932.6385093197282,1924.0489501953125
pythia-1.4b,draw_3,medium,14,2230.887421098021,2220.972412109375
pythia-1.4b,draw_3,medium,15,2837.318973588556,2824.70849609375
pythia-1.4b,draw_3,medium,16,3436.651580421102,3421.37744140625
pythia-1.4b,draw_3,medium,17,3702.876379353451,3686.4189453125
pythia-1.4b,draw_3,medium,18,4183.73961693389,4165.1455078125
pythia-1.4b,draw_3,medium,19,4570.145239532654,4549.83349609375
pythia-1.4b,draw_3,medium,20,4713.708503728934,4692.7587890625
pythia-1.4b,draw_3,medium,21,5025.983289671451,5003.6455078125
pythia-1.4b,draw_3,medium,22,5892.421036232863,5866.232421875
pythia-1.4b,draw_3,medium,23,8468.911992080346,8431.271484375
pythia-1.4b,draw_3,high,0,338.28881361329854,336.78533935546875
pythia-1.4b,draw_3,high,1,450.66695802221125,448.6639709472656
pythia-1.4b,draw_3,high,2,514.6650487237264,512.377685546875
pythia-1.4b,draw_3,high,3,586.1876705371249,583.5823974609375
pythia-1.4b,draw_3,high,4,693.2733219714762,690.192138671875
pythia-1.4b,draw_3,high,5,753.0494303300775,749.7025146484375
pythia-1.4b,draw_3,high,6,813.5446183681332,809.9288330078125
pythia-1.4b,draw_3,high,7,946.8409073973723,942.6326904296875
pythia-1.4b,draw_3,high,8,988.0039478312904,983.61279296875
pythia-1.4b,draw_3,high,9,1030.0312683769298,1025.453369140625
pythia-1.4b,draw_3,high,10,1663.8769316284315,1656.48193359375
pythia-1.4b,draw_3,high,11,1591.06029275609,1583.9888916015625
pythia-1.4b,draw_3,high,12,1740.2476179967741,1732.51318359375
pythia-1.4b,draw_3,high,13,2008.5836350254863,1999.6566162109375
pythia-1.4b,draw_3,high,14,2288.3271420309866,2278.15673828125
pythia-1.4b,draw_3,high,15,2808.4454883874923,2795.96337890625
pythia-1.4b,draw_3,high,16,3449.5420265074163,3434.21044921875
pythia-1.4b,draw_3,high,17,3736.0444870687097,3719.43994140625
pythia-1.4b,draw_3,high,18,4271.422086807712,4252.43798828125
pythia-1.4b,draw_3,high,19,4697.7770128963875,4676.8984375
pythia-1.4b,draw_3,high,20,4870.099676524104,4848.455078125
pythia-1.4b,draw_3,high,21,5172.9850453902845,5149.99365234375
pythia-1.4b,draw_3,high,22,5854.342761056084,5828.32373046875
pythia-1.4b,draw_3,high,23,8103.939758020204,8067.921875
pythia-1.4b,draw_3,very_high,0,285.85258419413844,284.5821533203125
pythia-1.4b,draw_3,very_high,1,388.38346905025674,386.6573486328125
pythia-1.4b,draw_3,very_high,2,459.51981408228784,457.47747802734375
pythia-1.4b,draw_3,very_high,3,537.6970808041231,535.3073120117188
pythia-1.4b,draw_3,very_high,4,656.5217369899385,653.6038818359375
pythia-1.4b,draw_3,very_high,5,722.5763897876253,719.3649291992188
pythia-1.4b,draw_3,very_high,6,795.9179374350421,792.3804931640625
pythia-1.4b,draw_3,very_high,7,950.2846466624675,946.0611572265625
pythia-1.4b,draw_3,very_high,8,1002.9083672647923,998.4510498046875
pythia-1.4b,draw_3,very_high,9,1048.441445383723,1043.78173828125
pythia-1.4b,draw_3,very_high,10,1691.156619362013,1683.640380859375
pythia-1.4b,draw_3,very_high,11,1614.5472079174174,1607.3714599609375
pythia-1.4b,draw_3,very_high,12,1778.0313477227157,1770.1290283203125
pythia-1.4b,draw_3,very_high,13,1984.772765510591,1975.9515380859375
pythia-1.4b,draw_3,very_high,14,2239.1636997741034,2229.2119140625
pythia-1.4b,draw_3,very_high,15,2669.85354723185,2657.987548828125
pythia-1.4b,draw_3,very_high,16,3247.3951139238166,3232.962158203125
pythia-1.4b,draw_3,very_high,17,3497.5869913072,3482.042236328125
pythia-1.4b,draw_3,very_high,18,3979.7291632814554,3962.04150390625
pythia-1.4b,draw_3,very_high,19,4380.568273687004,4361.09912109375
pythia-1.4b,draw_3,very_high,20,4583.081447028857,4562.7119140625
pythia-1.4b,draw_3,very_high,21,4846.708226564921,4825.1669921875
pythia-1.4b,draw_3,very_high,22,5330.4849437480025,5306.7939453125
pythia-1.4b,draw_3,very_high,23,7238.639964861935,7206.46826171875
pythia-1.4b,draw_3,control,0,309.9422757250418,308.56475830078125
pythia-1.4b,draw_3,control,1,412.0241451047773,410.19293212890625
pythia-1.4b,draw_3,control,2,479.5264872866215,477.395263671875
pythia-1.4b,draw_3,control,3,550.8733284445149,548.425048828125
pythia-1.4b,draw_3,control,4,665.4484964230085,662.490966796875
pythia-1.4b,draw_3,control,5,728.5270936377623,725.2891845703125
pythia-1.4b,draw_3,control,6,790.1768146519428,786.6649169921875
pythia-1.4b,draw_3,control,7,934.4543744107875,930.30126953125
pythia-1.4b,draw_3,control,8,977.7996209273563,973.453857421875
pythia-1.4b,draw_3,control,9,1025.0157332725075,1020.4600830078125
pythia-1.4b,draw_3,control,10,1696.5192488517432,1688.979248046875
pythia-1.4b,draw_3,control,11,1615.4851284360943,1608.30517578125
pythia-1.4b,draw_3,control,12,1795.7488100593587,1787.767822265625
pythia-1.4b,draw_3,control,13,2038.7417815209044,2029.6806640625
pythia-1.4b,draw_3,control,14,2336.16219418315,2325.779052734375
pythia-1.4b,draw_3,control,15,2806.1408737183738,2793.669189453125
pythia-1.4b,draw_3,control,16,3412.96585139078,3397.797119140625
pythia-1.4b,draw_3,control,17,3698.148935998482,3681.712646484375
pythia-1.4b,draw_3,control,18,4205.134545016952,4186.4453125
pythia-1.4b,draw_3,control,19,4638.789782206046,4618.1728515625
pythia-1.4b,draw_3,control,20,4833.919227160975,4812.43505859375
pythia-1.4b,draw_3,control,21,5116.556369068242,5093.81640625
pythia-1.4b,draw_3,control,22,5660.268812461256,5635.1123046875
pythia-1.4b,draw_3,control,23,7685.1367573307,7650.98095703125
