model,band,draw,layer,mean_norm,std_norm,participation_ratio,isotropy
pythia-410m,low,draw_1,7,23.024961471557617,1.0202677249908447,89.33881307618725,0.4454883933067322
pythia-410m,low,draw_1,8,24.354393005371094,1.0188636779785156,88.03120715875531,0.40350931882858276
pythia-410m,low,draw_1,9,24.80522918701172,1.1961489915847778,85.25096054003447,0.42084449529647827
pythia-410m,low,draw_1,10,24.978836059570312,1.2417290210723877,88.04429290602796,0.45112866163253784
pythia-410m,low,draw_1,11,27.989791870117188,1.4916123151779175,78.73511529062169,0.4370594024658203
pythia-410m,low,draw_1,12,27.69992446899414,1.659174919128418,77.90133388000524,0.3891822099685669
pythia-410m,low,draw_1,13,32.88616943359375,3.010963201522827,52.5786511332675,0.2950870394706726
pythia-410m,low,draw_1,14,28.186037063598633,1.8977875709533691,63.27060197948477,0.360811710357666
pythia-410m,low,draw_1,15,26.18148422241211,1.4915300607681274,66.61581214131166,0.43137967586517334
pythia-410m,low,draw_1,16,32.490989685058594,1.7220072746276855,67.01711739079938,0.330818772315979
pythia-410m,low,draw_1,17,35.349788665771484,2.5561888217926025,16.82955426734093,0.3977869153022766
pythia-410m,low,draw_1,18,44.178768157958984,3.7162673473358154,11.824390913781837,0.3759993314743042
pythia-410m,low,draw_1,19,58.68728256225586,4.6721625328063965,15.325106369728477,0.21354460716247559
pythia-410m,low,draw_1,20,63.67356872558594,6.989802837371826,5.069544136593866,0.25315237045288086
pythia-410m,low,draw_1,21,52.229164123535156,5.130753993988037,11.080137018769618,0.32960963249206543
pythia-410m,low,draw_1,22,52.842952728271484,3.207951068878174,32.9508732476073,0.3553692102432251
pythia-410m,low,draw_1,23,62.98472213745117,8.346487998962402,43.617466540344665,0.29292362928390503
pythia-410m,low,draw_2,0,16.476747512817383,1.0916715860366821,114.78765700008587,0.7023904323577881
pythia-410m,low,draw_2,1,20.222469329833984,1.3653959035873413,114.96638263640223,0.49925488233566284
pythia-410m,low,draw_2,2,23.252573013305664,1.474798560142517,111.75879721098197,0.4003884196281433
pythia-410m,low,draw_2,3,24.324947357177734,1.4662517309188843,111.1512818076726,0.37415051460266113
pythia-410m,low,draw_2,4,24.196672439575195,1.4340499639511108,105.42108170027691,0.3800385594367981
pythia-410m,low,draw_2,5,21.870851516723633,1.2526209354400635,97.67146690585945,0.46842867136001587
pythia-410m,low,draw_2,6,22.667552947998047,1.0127662420272827,94.28343214888069,0.4525068998336792
pythia-410m,low,draw_2,7,22.892898559570312,0.9734250903129578,87.53589756041518,0.4454162120819092
pythia-410m,low,draw_2,8,24.267414093017578,0.9550704956054688,84.37840824160176,0.4030364751815796
pythia-410m,low,draw_2,9,24.687286376953125,1.2611719369888306,81.12830009179793,0.4228774905204773
pythia-410m,low,draw_2,10,24.848976135253906,1.2854901552200317,83.78275457974303,0.45710355043411255
pythia-410m,low,draw_2,11,27.89649772644043,1.4306867122650146,77.03195810538854,0.4481690526008606
pythia-410m,low,draw_2,12,27.58361053466797,1.5700575113296509,77.03357340524128,0.39953088760375977
pythia-410m,low,draw_2,13,32.79576873779297,2.8946759700775146,55.934216488597784,0.2994469404220581
pythia-410m,low,draw_2,14,28.045167922973633,1.8836702108383179,64.35657202713247,0.36904436349868774
pythia-410m,low,draw_2,15,26.014644622802734,1.497033715248108,66.22991738252416,0.4437514543533325
pythia-410m,low,draw_2,16,32.201080322265625,1.7928870916366577,65.62070637201731,0.3420069217681885
pythia-410m,low,draw_2,17,35.43842697143555,2.4376981258392334,15.24198219675597,0.4165310263633728
pythia-410m,low,draw_2,18,44.47370529174805,4.03556489944458,10.819280831772874,0.38606125116348267
pythia-410m,low,draw_2,19,58.2624626159668,4.691350936889648,15.140575300225985,0.21850603818893433
pythia-410m,low,draw_2,20,63.28306579589844,6.875178813934326,5.340868404953874,0.24447178840637207
pythia-410m,low,draw_2,21,51.94156265258789,5.119136810302734,12.248479793843998,0.3239312767982483
pythia-410m,low,draw_2,22,53.096031188964844,3.222365140914917,30.366122886726167,0.3590567708015442
pythia-410m,low,draw_2,23,62.00754928588867,8.636423110961914,36.56055037201735,0.30878132581710815
pythia-410m,low,draw_3,0,16.358478546142578,1.1267306804656982,110.9982835487887,0.7111872732639313
pythia-410m,low,draw_3,1,20.09573745727539,1.3533434867858887,113.3696506542399,0.5059047341346741
pythia-410m,low,draw_3,2,23.106718063354492,1.541234016418457,107.46822376792946,0.4090994596481323
pythia-410m,low,draw_3,3,24.280256271362305,1.514646053314209,108.7314566393209,0.3818637728691101
pythia-410m,low,draw_3,4,24.20482635498047,1.4374748468399048,103.19887072093563,0.3843006491661072
pythia-410m,low,draw_3,5,21.960294723510742,1.279542326927185,96.65573515236906,0.4715702533721924
pythia-410m,low,draw_3,6,22.748329162597656,1.070973515510559,94.5239894028008,0.4571409821510315
pythia-410m,low,draw_3,7,22.942699432373047,1.0146795511245728,88.43416042586102,0.4517255425453186
pythia-410m,low,draw_3,8,24.38585090637207,1.011233925819397,85.78373509481122,0.40750551223754883
pythia-410m,low,draw_3,9,24.751432418823242,1.2514710426330566,83.44276223096588,0.42761868238449097
pythia-410m,low,draw_3,10,24.891965866088867,1.2683792114257812,87.25678550457847,0.4583228826522827
pythia-410m,low,draw_3,11,27.891380310058594,1.4338070154190063,78.3846380681922,0.4487931728363037
pythia-410m,low,draw_3,12,27.484148025512695,1.5871890783309937,78.57101094032967,0.3977047801017761
pythia-410m,low,draw_3,13,32.530025482177734,3.027374744415283,49.243202938052576,0.3042581081390381
pythia-410m,low,draw_3,14,27.90251350402832,1.8505719900131226,62.04626441334385,0.36774569749832153
pythia-410m,low,draw_3,15,26.066883087158203,1.3804553747177124,68.37470115507926,0.4317256212234497
pythia-410m,low,draw_3,16,32.477622985839844,1.7230236530303955,67.28171707196339,0.330386221408844
pythia-410m,low,draw_3,17,35.583045959472656,2.57057785987854,14.202722153764077,0.40224242210388184
pythia-410m,low,draw_3,18,44.686187744140625,4.115963935852051,9.933823926905871,0.38303983211517334
pythia-410m,low,draw_3,19,58.512367248535156,4.782723426818848,13.69091070776925,0.21895551681518555
pythia-410m,low,draw_3,20,63.463401794433594,6.9050397872924805,5.36538983130877,0.2505759000778198
pythia-410m,low,draw_3,21,52.94283676147461,5.151900768280029,10.555775891736042,0.3298388123512268
pythia-410m,low,draw_3,22,53.2714958190918,3.511857271194458,28.2824240656572,0.35543113946914673
pythia-410m,low,draw_3,23,63.255191802978516,8.524632453918457,40.84657900499867,0.2945449948310852
pythia-410m,medium,draw_1,0,15.38679027557373,0.9645400047302246,115.36681295697801,0.6989938616752625
pythia-410m,medium,draw_1,1,19.169057846069336,1.3630025386810303,118.43764671608785,0.49725866317749023
pythia-410m,medium,draw_1,2,22.196605682373047,1.509087085723877,113.07141039829934,0.3990616798400879
pythia-410m,medium,draw_1,3,23.238754272460938,1.5616837739944458,109.85116025763993,0.3823668956756592
pythia-410m,medium,draw_1,4,23.249792098999023,1.351016640663147,104.08205429519691,0.3872561454772949
pythia-410m,medium,draw_1,5,21.313411712646484,1.133608102798462,96.55561195052003,0.4841623902320862
pythia-410m,medium,draw_1,6,22.37021255493164,0.9934374094009399,94.92724067160547,0.46191322803497314
pythia-410m,medium,draw_1,7,22.790485382080078,0.9412336349487305,88.87784160417509,0.44682061672210693
pythia-410m,medium,draw_1,8,24.07969093322754,1.0776207447052002,86.57905675601545,0.4062943458557129
pythia-410m,medium,draw_1,9,24.342086791992188,1.2040656805038452,83.06913073118638,0.4297373294830322
pythia-410m,medium,draw_1,10,24.52814292907715,1.2463656663894653,85.71519704492358,0.4636520743370056
pythia-410m,medium,draw_1,11,27.354915618896484,1.5483330488204956,76.45069965808469,0.4652498960494995
pythia-410m,medium,draw_1,12,26.846223831176758,1.6723177433013916,76.46636695090851,0.4149942994117737
pythia-410m,medium,draw_1,13,31.957754135131836,3.2159829139709473,46.73425963103135,0.3145664930343628
pythia-410m,medium,draw_1,14,27.38166618347168,2.015679359436035,59.29854237626663,0.3817708492279053
pythia-410m,medium,draw_1,15,25.879640579223633,1.551281452178955,63.94898941104561,0.44464194774627686
pythia-410m,medium,draw_1,16,32.69377517700195,1.7206414937973022,64.44914131703528,0.33787262439727783
pythia-410m,medium,draw_1,17,35.384735107421875,2.0270044803619385,17.29309160219853,0.4146043658256531
pythia-410m,medium,draw_1,18,44.172874450683594,3.888680934906006,10.15535429376996,0.4086725115776062
pythia-410m,medium,draw_1,19,58.45964050292969,4.8816304206848145,11.578914839959571,0.23892897367477417
pythia-410m,medium,draw_1,20,64.40995025634766,7.128118991851807,4.65670743325282,0.28750425577163696
pythia-410m,medium,draw_1,21,54.543827056884766,5.984489917755127,8.334401812025442,0.35297584533691406
pythia-410m,medium,draw_1,22,54.12321090698242,4.059028148651123,20.751906381797728,0.36101627349853516
pythia-410m,medium,draw_1,23,67.02265167236328,9.08621597290039,39.60978646014841,0.24757903814315796
pythia-410m,medium,draw_2,0,15.30753231048584,1.0224740505218506,107.78204569609082,0.6995398104190826
pythia-410m,medium,draw_2,1,19.03049659729004,1.3497347831726074,112.26190085212453,0.49610668420791626
pythia-410m,medium,draw_2,2,22.087499618530273,1.439511775970459,107.71046643906253,0.40019941329956055
pythia-410m,medium,draw_2,3,23.179153442382812,1.4443275928497314,105.63990684268974,0.3843824863433838
pythia-410m,medium,draw_2,4,23.32314682006836,1.204828143119812,101.0044048543458,0.38620805740356445
pythia-410m,medium,draw_2,5,21.40616226196289,1.0642216205596924,96.48477586491306,0.4838970899581909
pythia-410m,medium,draw_2,6,22.336727142333984,0.9643529653549194,94.95561014786634,0.4676585793495178
pythia-410m,medium,draw_2,7,22.724458694458008,0.9391638040542603,88.31420263050987,0.4583226442337036
pythia-410m,medium,draw_2,8,23.997652053833008,1.0429911613464355,86.11537004841372,0.42041975259780884
pythia-410m,medium,draw_2,9,24.466623306274414,1.1380873918533325,83.29047659683947,0.4352720379829407
pythia-410m,medium,draw_2,10,24.71465301513672,1.2186750173568726,86.84292887039513,0.46814608573913574
pythia-410m,medium,draw_2,11,27.70720100402832,1.4390144348144531,78.16569446140231,0.46271461248397827
pythia-410m,medium,draw_2,12,27.17173957824707,1.451582670211792,78.2787716749283,0.4157768487930298
pythia-410m,medium,draw_2,13,32.3691291809082,2.854578971862793,52.33071191763185,0.31367582082748413
pythia-410m,medium,draw_2,14,27.72495460510254,1.6836903095245361,64.34346545400525,0.3824639320373535
pythia-410m,medium,draw_2,15,26.133237838745117,1.3732430934906006,68.43881935391195,0.44246721267700195
pythia-410m,medium,draw_2,16,32.79952621459961,1.6494842767715454,68.06517090450384,0.3321237564086914
pythia-410m,medium,draw_2,17,35.52001190185547,2.1850860118865967,16.13178734397775,0.40166085958480835
pythia-410m,medium,draw_2,18,44.31947326660156,3.640836000442505,10.418881498416264,0.3989909291267395
pythia-410m,medium,draw_2,19,58.55723190307617,4.833639621734619,13.176378280141625,0.22608739137649536
pythia-410m,medium,draw_2,20,64.1944808959961,7.084775447845459,5.099364255418776,0.2563743591308594
pythia-410m,medium,draw_2,21,54.6184196472168,5.3902082443237305,9.655337200342133,0.32666921615600586
pythia-410m,medium,draw_2,22,54.318302154541016,3.8274271488189697,22.85536087473409,0.34423089027404785
pythia-410m,medium,draw_2,23,67.01078796386719,9.060897827148438,39.16331521236447,0.24431419372558594
pythia-410m,medium,draw_3,0,15.367973327636719,0.9581705331802368,108.02693413338874,0.6897436678409576
pythia-410m,medium,draw_3,1,19.155946731567383,1.3553557395935059,110.60590229698616,0.4884333610534668
pythia-410m,medium,draw_3,2,22.273677825927734,1.4637528657913208,105.61157249981905,0.39345496892929077
pythia-410m,medium,draw_3,3,23.39518928527832,1.580572247505188,103.03963912267218,0.3774479627609253
pythia-410m,medium,draw_3,4,23.285316467285156,1.4431378841400146,98.96847729291346,0.38310521841049194
pythia-410m,medium,draw_3,5,21.368051528930664,1.1479284763336182,94.74287708091313,0.4748855233192444
pythia-410m,medium,draw_3,6,22.252817153930664,0.9909749031066895,93.3004780997007,0.4590071439743042
pythia-410m,medium,draw_3,7,22.603158950805664,0.9155706763267517,86.15555623794805,0.4502367377281189
pythia-410m,medium,draw_3,8,23.93842887878418,0.9575177431106567,83.981605018042,0.4114266037940979
pythia-410m,medium,draw_3,9,24.3095703125,1.1679084300994873,80.48847513096239,0.4312892556190491
pythia-410m,medium,draw_3,10,24.54079246520996,1.0922093391418457,83.5765188911659,0.4662783145904541
pythia-410m,medium,draw_3,11,27.356019973754883,1.3448855876922607,75.12775905516368,0.4618198871612549
pythia-410m,medium,draw_3,12,26.968595504760742,1.4801239967346191,74.72703140315605,0.4136269688606262
pythia-410m,medium,draw_3,13,31.957983016967773,2.8362627029418945,47.648419963393664,0.31748896837234497
pythia-410m,medium,draw_3,14,27.47535514831543,1.727158784866333,59.74758275932517,0.3822045922279358
pythia-410m,medium,draw_3,15,25.933061599731445,1.503412127494812,62.28887484246498,0.44237905740737915
pythia-410m,medium,draw_3,16,32.45600128173828,1.7324789762496948,63.5128075618655,0.33488017320632935
pythia-410m,medium,draw_3,17,35.318092346191406,2.5091264247894287,13.58132409189181,0.422508180141449
pythia-410m,medium,draw_3,18,43.95673751831055,4.061073303222656,9.452590349499642,0.4090512990951538
pythia-410m,medium,draw_3,19,58.23761749267578,4.922323226928711,11.712915538981182,0.23736119270324707
pythia-410m,medium,draw_3,20,63.945457458496094,7.278491020202637,4.623655236532665,0.27815383672714233
pythia-410m,medium,draw_3,21,54.14788818359375,5.461723804473877,8.910551258271237,0.3373296856880188
pythia-410m,medium,draw_3,22,54.080562591552734,3.4925193786621094,22.26953210331896,0.3523470163345337
pythia-410m,medium,draw_3,23,66.37203216552734,8.672201156616211,42.18267448070404,0.2513309121131897
pythia-410m,high,draw_1,0,14.371910095214844,0.7964015007019043,108.16585830049614,0.6373773813247681
pythia-410m,high,draw_1,1,17.915266036987305,1.2575751543045044,109.65794717634316,0.4775567054748535
pythia-410m,high,draw_1,2,20.986995697021484,1.3604402542114258,104.15206605534604,0.386116623878479
pythia-410m,high,draw_1,3,21.565750122070312,1.346686601638794,102.12642394799595,0.3919287919998169
pythia-410m,high,draw_1,4,21.57147979736328,1.1943987607955933,97.3836402491258,0.40787267684936523
pythia-410m,high,draw_1,5,20.242877960205078,0.9861621856689453,94.26171506119087,0.5087224245071411
pythia-410m,high,draw_1,6,21.554996490478516,0.7833927869796753,94.07223276964007,0.4808198809623718
pythia-410m,high,draw_1,7,22.11326026916504,0.8181131482124329,89.02061210155168,0.46244943141937256
pythia-410m,high,draw_1,8,23.583515167236328,0.9618157148361206,86.31799280751746,0.4221588373184204
pythia-410m,high,draw_1,9,23.645586013793945,1.190274953842163,82.41557213449845,0.45106321573257446
pythia-410m,high,draw_1,10,23.945344924926758,1.2870759963989258,86.53471564420057,0.48738110065460205
pythia-410m,high,draw_1,11,26.82505226135254,1.5042222738265991,76.25629812115976,0.4899597764015198
pythia-410m,high,draw_1,12,26.20615005493164,1.679565668106079,76.85745831526657,0.44471538066864014
pythia-410m,high,draw_1,13,31.2164363861084,3.0441818237304688,47.26295577882282,0.336763858795166
pythia-410m,high,draw_1,14,27.02641487121582,1.8856574296951294,62.00400387076265,0.40160226821899414
pythia-410m,high,draw_1,15,25.9034366607666,1.5706138610839844,66.45821657225315,0.4541137218475342
pythia-410m,high,draw_1,16,32.826175689697266,1.9028587341308594,67.47517392582783,0.34147512912750244
pythia-410m,high,draw_1,17,35.55862045288086,2.385746717453003,14.620428469380222,0.41428494453430176
pythia-410m,high,draw_1,18,43.18979263305664,3.6495845317840576,10.016461429929137,0.42014431953430176
pythia-410m,high,draw_1,19,57.544090270996094,5.353799343109131,10.452672274954269,0.25143319368362427
pythia-410m,high,draw_1,20,62.47124099731445,7.363246917724609,4.271499689661911,0.29766756296157837
pythia-410m,high,draw_1,21,54.853580474853516,5.911096096038818,7.654229455678829,0.3580934405326843
pythia-410m,high,draw_1,22,54.42607116699219,3.831332206726074,19.627777971515957,0.35256367921829224
pythia-410m,high,draw_1,23,70.34193420410156,8.947269439697266,43.33691629950196,0.21496230363845825
pythia-410m,high,draw_2,0,14.273580551147461,0.8362621665000916,107.9383910559098,0.626372367143631
pythia-410m,high,draw_2,1,17.960060119628906,1.4369703531265259,108.50239649268023,0.4615785479545593
pythia-410m,high,draw_2,2,21.18202781677246,1.584509015083313,103.13316728932105,0.37044578790664673
pythia-410m,high,draw_2,3,21.810226440429688,1.5073875188827515,100.55743419566899,0.3740207552909851
pythia-410m,high,draw_2,4,21.751615524291992,1.2459094524383545,95.44225696453962,0.3889807462692261
pythia-410m,high,draw_2,5,20.250001907348633,0.8861842155456543,91.76376896588093,0.4925800561904907
pythia-410m,high,draw_2,6,21.53817367553711,0.820369303226471,91.60837142848888,0.4644324779510498
pythia-410m,high,draw_2,7,22.06106185913086,0.7717270255088806,85.54193513903786,0.44633638858795166
pythia-410m,high,draw_2,8,23.616987228393555,0.8283692598342896,84.80878910069667,0.4037243723869324
pythia-410m,high,draw_2,9,23.7189884185791,1.0224477052688599,80.40359216215806,0.4319830536842346
pythia-410m,high,draw_2,10,24.012086868286133,1.185753345489502,83.72131283327805,0.4729549288749695
pythia-410m,high,draw_2,11,26.782716751098633,1.3554532527923584,77.11854724911089,0.47993743419647217
pythia-410m,high,draw_2,12,26.15347671508789,1.4351301193237305,78.85867168608608,0.42957645654678345
pythia-410m,high,draw_2,13,31.427013397216797,2.6635818481445312,56.55333132553945,0.3152528405189514
pythia-410m,high,draw_2,14,26.847688674926758,1.6309806108474731,66.74630484630042,0.38723379373550415
pythia-410m,high,draw_2,15,25.53713607788086,1.415959119796753,69.453464900218,0.4464191198348999
pythia-410m,high,draw_2,16,32.69102478027344,1.785391926765442,69.79314277205923,0.33018046617507935
pythia-410m,high,draw_2,17,34.94049835205078,2.213092088699341,21.98823038814884,0.3868113160133362
pythia-410m,high,draw_2,18,42.96760559082031,3.337895154953003,11.40086959731564,0.3865174651145935
pythia-410m,high,draw_2,19,57.8586311340332,4.726286888122559,13.475457717352738,0.21887952089309692
pythia-410m,high,draw_2,20,62.31366729736328,6.110641956329346,5.14670387408389,0.2762524485588074
pythia-410m,high,draw_2,21,54.890159606933594,5.373138427734375,8.945333505035363,0.337141752243042
pythia-410m,high,draw_2,22,54.872406005859375,3.8678226470947266,19.903662354961256,0.3307421803474426
pythia-410m,high,draw_2,23,70.69379425048828,9.527725219726562,38.33498081854284,0.206787109375
pythia-410m,high,draw_3,0,14.25932502746582,0.7842130661010742,103.91620015317257,0.6375128924846649
pythia-410m,high,draw_3,1,17.851652145385742,1.2035210132598877,108.23926815588295,0.47177809476852417
pythia-410m,high,draw_3,2,20.989110946655273,1.358069658279419,102.60392900277662,0.3831213712692261
pythia-410m,high,draw_3,3,21.62712860107422,1.3610272407531738,99.08449149141066,0.39015477895736694
pythia-410m,high,draw_3,4,21.696969985961914,1.2133761644363403,93.46437975127773,0.40373778343200684
pythia-410m,high,draw_3,5,20.253698348999023,0.9914268255233765,91.45724208754848,0.5046553909778595
pythia-410m,high,draw_3,6,21.536779403686523,0.8547438383102417,91.06631434088268,0.47405970096588135
pythia-410m,high,draw_3,7,22.254283905029297,0.8537973761558533,84.46925793614686,0.4547128677368164
pythia-410m,high,draw_3,8,23.674238204956055,1.0224157571792603,81.73898427199883,0.41402333974838257
pythia-410m,high,draw_3,9,23.72205352783203,1.2101796865463257,77.83413211056109,0.4443361759185791
pythia-410m,high,draw_3,10,23.979101181030273,1.2582242488861084,83.77389712771509,0.48113900423049927
pythia-410m,high,draw_3,11,26.781200408935547,1.4024296998977661,76.90614621333982,0.49142885208129883
pythia-410m,high,draw_3,12,26.213510513305664,1.46468186378479,78.37501020758066,0.4438367486000061
pythia-410m,high,draw_3,13,31.319683074951172,2.654236316680908,55.57442329652898,0.3327123522758484
pythia-410m,high,draw_3,14,26.94794273376465,1.54356050491333,66.73886018775939,0.4006093740463257
pythia-410m,high,draw_3,15,25.70993995666504,1.242233395576477,67.90538734385323,0.45728373527526855
pythia-410m,high,draw_3,16,32.93517303466797,1.6135121583938599,69.70261070621699,0.3359857201576233
pythia-410m,high,draw_3,17,35.4448356628418,2.279935836791992,17.398582846406345,0.41116583347320557
pythia-410m,high,draw_3,18,43.618412017822266,3.806612253189087,9.652318710820664,0.41393083333969116
pythia-410m,high,draw_3,19,57.93205642700195,4.840218544006348,12.572034348307952,0.23804014921188354
pythia-410m,high,draw_3,20,62.678749084472656,6.678101539611816,5.157872449706865,0.2820039987564087
pythia-410m,high,draw_3,21,55.11870574951172,5.447293758392334,9.92502281704251,0.3381121754646301
pythia-410m,high,draw_3,22,54.286190032958984,3.3258206844329834,24.401431851444688,0.3422790765762329
pythia-410m,high,draw_3,23,70.18123626708984,8.725786209106445,43.87757739174468,0.21310991048812866
pythia-410m,very_high,draw_1,0,13.565436363220215,0.6007320880889893,102.42077864022998,0.5897768437862396
pythia-410m,very_high,draw_1,1,16.69132423400879,1.0782710313796997,103.7720104635493,0.478396475315094
pythia-410m,very_high,draw_1,2,19.74250030517578,1.2620716094970703,98.10870441283203,0.3967084288597107
pythia-410m,very_high,draw_1,3,20.412109375,1.2474106550216675,96.17425514054199,0.41639941930770874
pythia-410m,very_high,draw_1,4,20.676097869873047,1.1201773881912231,92.42469678842654,0.4331110715866089
pythia-410m,very_high,draw_1,5,19.413776397705078,1.011405110359192,93.74265321237813,0.5382961928844452
pythia-410m,very_high,draw_1,6,20.774795532226562,0.8299635648727417,93.68467817555194,0.5072666108608246
pythia-410m,very_high,draw_1,7,21.65521240234375,0.7846248745918274,88.08013586007804,0.48037582635879517
pythia-410m,very_high,draw_1,8,23.256662368774414,0.9245187640190125,85.80206648293874,0.43147772550582886
pythia-410m,very_high,draw_1,9,23.19413185119629,1.0807043313980103,80.23575383458017,0.4647405743598938
pythia-410m,very_high,draw_1,10,23.486568450927734,1.1525533199310303,85.3138218172003,0.5077182650566101
pythia-410m,very_high,draw_1,11,26.370532989501953,1.332247257232666,79.49445850610695,0.5105549693107605
pythia-410m,very_high,draw_1,12,25.485912322998047,1.4126255512237549,80.13347829907572,0.46752023696899414
pythia-410m,very_high,draw_1,13,30.486366271972656,2.6968090534210205,56.72739577057445,0.3482549786567688
pythia-410m,very_high,draw_1,14,26.54278564453125,1.5931179523468018,66.91420314418899,0.41609835624694824
pythia-410m,very_high,draw_1,15,25.634902954101562,1.2650749683380127,69.83700444024812,0.4626835584640503
pythia-410m,very_high,draw_1,16,33.00295639038086,1.7975984811782837,71.11243717417192,0.33351725339889526
pythia-410m,very_high,draw_1,17,35.62037658691406,2.995323896408081,17.552175779018153,0.3810186982154846
pythia-410m,very_high,draw_1,18,42.66303634643555,4.057909965515137,9.188867286569804,0.3829330801963806
pythia-410m,very_high,draw_1,19,57.05607986450195,4.742334365844727,10.90222539965195,0.23481762409210205
pythia-410m,very_high,draw_1,20,60.74808883666992,5.967582702636719,4.425305514299767,0.2957690358161926
pythia-410m,very_high,draw_1,21,54.95550537109375,6.561415672302246,6.8680584708682195,0.3574873208999634
pythia-410m,very_high,draw_1,22,54.913230895996094,4.006253242492676,13.64277636480793,0.3382182717323303
pythia-410m,very_high,draw_1,23,73.03453826904297,8.295764923095703,42.832632574775936,0.17376327514648438
pythia-410m,very_high,draw_2,0,13.509437561035156,0.655031144618988,109.7871266026961,0.5961417257785797
pythia-410m,very_high,draw_2,1,16.571773529052734,1.0856306552886963,112.59517117045782,0.48644810914993286
pythia-410m,very_high,draw_2,2,19.77203941345215,1.2372349500656128,106.94403086385664,0.39862942695617676
pythia-410m,very_high,draw_2,3,20.300060272216797,1.1521981954574585,105.48439322434713,0.41691988706588745
pythia-410m,very_high,draw_2,4,20.58265495300293,0.979523241519928,101.15409408041751,0.4285122752189636
pythia-410m,very_high,draw_2,5,19.465476989746094,0.871536374092102,98.92104136410096,0.5274842083454132
pythia-410m,very_high,draw_2,6,20.816123962402344,0.7180175185203552,97.52206102348208,0.49816274642944336
pythia-410m,very_high,draw_2,7,21.59781265258789,0.7338991761207581,90.97543695926522,0.4762008786201477
pythia-410m,very_high,draw_2,8,23.121753692626953,0.9133034944534302,88.17601579957852,0.43287724256515503
pythia-410m,very_high,draw_2,9,23.297990798950195,1.0912050008773804,82.19678784637645,0.457983136177063
pythia-410m,very_high,draw_2,10,23.59501075744629,1.1768137216567993,86.16351066724128,0.4997744560241699
pythia-410m,very_high,draw_2,11,26.447429656982422,1.2896355390548706,76.47092862796639,0.4974215626716614
pythia-410m,very_high,draw_2,12,25.672903060913086,1.3806971311569214,78.07953187304233,0.4526352286338806
pythia-410m,very_high,draw_2,13,30.863615036010742,2.7407939434051514,50.56445711015522,0.33656251430511475
pythia-410m,very_high,draw_2,14,26.68645668029785,1.566055417060852,63.414584967767624,0.4011213183403015
pythia-410m,very_high,draw_2,15,25.66620635986328,1.3469908237457275,67.23932609506852,0.44925129413604736
pythia-410m,very_high,draw_2,16,33.20812225341797,1.9878138303756714,65.7091999255811,0.32720911502838135
pythia-410m,very_high,draw_2,17,35.888179779052734,2.374603271484375,18.900286326576367,0.37510764598846436
pythia-410m,very_high,draw_2,18,42.843563079833984,3.5523128509521484,8.9287220589349,0.38862335681915283
pythia-410m,very_high,draw_2,19,57.05546188354492,5.235445499420166,10.854196066988127,0.2348995804786682
pythia-410m,very_high,draw_2,20,60.687808990478516,5.5513081550598145,4.603127488562503,0.3011705279350281
pythia-410m,very_high,draw_2,21,55.27190017700195,6.043490409851074,6.3087450382567125,0.38353782892227173
pythia-410m,very_high,draw_2,22,54.85980224609375,4.102490425109863,12.866862633274485,0.3492463231086731
pythia-410m,very_high,draw_2,23,72.60952758789062,9.171658515930176,35.856702654559804,0.17994952201843262
pythia-410m,very_high,draw_3,0,13.577024459838867,0.6320096850395203,103.82097823573609,0.5874647200107574
pythia-410m,very_high,draw_3,1,16.689332962036133,1.1399191617965698,105.14891167004822,0.47896748781204224
pythia-410m,very_high,draw_3,2,19.818754196166992,1.288496732711792,100.29931715346889,0.39345264434814453
pythia-410m,very_high,draw_3,3,20.428279876708984,1.3460932970046997,98.26082942080744,0.4137101173400879
pythia-410m,very_high,draw_3,4,20.71471405029297,1.0878729820251465,94.97678557831789,0.4332452416419983
pythia-410m,very_high,draw_3,5,19.526023864746094,0.8628628849983215,96.86264715328667,0.538388729095459
pythia-410m,very_high,draw_3,6,20.82239532470703,0.7697995901107788,96.08981844038661,0.5122153460979462
pythia-410m,very_high,draw_3,7,21.67160987854004,0.8197870850563049,90.3650026841905,0.4895474910736084
pythia-410m,very_high,draw_3,8,23.28331184387207,0.925477147102356,87.92412033298385,0.4420817494392395
pythia-410m,very_high,draw_3,9,23.369443893432617,1.0479832887649536,84.55370956877543,0.4689521789550781
pythia-410m,very_high,draw_3,10,23.64806365966797,1.1795955896377563,88.49293956566822,0.51429283618927
pythia-410m,very_high,draw_3,11,26.63518714904785,1.3619986772537231,78.75645719444105,0.5051327049732208
pythia-410m,very_high,draw_3,12,25.735288619995117,1.3908990621566772,80.08757032531187,0.4631307125091553
pythia-410m,very_high,draw_3,13,30.666046142578125,2.6067047119140625,54.24924481563137,0.346854567527771
pythia-410m,very_high,draw_3,14,26.647655487060547,1.4818391799926758,66.79227907590526,0.4083555340766907
pythia-410m,very_high,draw_3,15,25.663257598876953,1.2813256978988647,68.92303369628029,0.4523351192474365
pythia-410m,very_high,draw_3,16,33.20335006713867,1.8413305282592773,69.01775445537822,0.3322715759277344
pythia-410m,very_high,draw_3,17,36.00586700439453,2.372911214828491,16.231381799652368,0.386630117893219
pythia-410m,very_high,draw_3,18,43.05418395996094,3.3883779048919678,8.897735335009038,0.3957552909851074
pythia-410m,very_high,draw_3,19,57.2476921081543,5.0547566413879395,12.06830920455533,0.23388934135437012
