model,draw,band,layer,mean_gini,std_gini,population_gini,mean_abs_activation
pythia-160m,draw_1,low,5,0.44166244696321794,0.009170004408614832,0.3314556511590381,0.7463279962539673
pythia-160m,draw_1,low,6,0.4290643320226726,0.006683852159817747,0.3227947996682139,0.738853931427002
pythia-160m,draw_1,low,7,0.4160068260910215,0.006520788225117814,0.3287892419061915,0.8292508721351624
pythia-160m,draw_1,low,8,0.40034471805553246,0.007262464900205761,0.32455705399525003,0.9420102834701538
pythia-160m,draw_1,low,9,0.3999432820423785,0.009737943796227286,0.30326720668765517,0.756895124912262
pythia-160m,draw_1,low,10,0.4128018426735483,0.009353257654161826,0.294179646234332,0.7055771350860596
pythia-160m,draw_1,low,11,0.42900975120406193,0.008410509038426444,0.32723856036900467,0.882358193397522
pythia-160m,draw_2,low,0,0.4193423673619156,0.005663894102117123,0.07380879667058937,0.2832896113395691
pythia-160m,draw_2,low,1,0.3403606750276605,0.015718571682307617,0.17853457657527816,1.340216875076294
pythia-160m,draw_2,low,2,0.4426226891521464,0.012916078052668208,0.2876104385027589,0.8478918075561523
pythia-160m,draw_2,low,3,0.44947447633870663,0.013391168395718647,0.30430704849069246,0.7832993268966675
pythia-160m,draw_2,low,4,0.4565012241824346,0.012445148171585414,0.34446195617902586,0.7447434067726135
pythia-160m,draw_2,low,5,0.44200265598154315,0.008071996468822822,0.33284026898812646,0.7488766312599182
pythia-160m,draw_2,low,6,0.42971417457859457,0.006793506310773144,0.324561621531378,0.7414101362228394
pythia-160m,draw_2,low,7,0.4158345055326086,0.007038254125158992,0.3286048113186937,0.8296129107475281
pythia-160m,draw_2,low,8,0.4000204399602252,0.00810715732995645,0.32482812907421965,0.9404786825180054
pythia-160m,draw_2,low,9,0.39968442538666016,0.01099129397308711,0.30366332466507373,0.7565782070159912
pythia-160m,draw_2,low,10,0.41342450524426666,0.009978197032549535,0.2941548149740685,0.7043139338493347
pythia-160m,draw_2,low,11,0.4299358566381726,0.009629934393898568,0.32696742933585643,0.8777121305465698
pythia-160m,draw_3,low,0,0.41850014596506613,0.0059005603667465255,0.07498118440473922,0.2859900891780853
pythia-160m,draw_3,low,1,0.34014369092585767,0.014707989861918729,0.18026932382841276,1.3490029573440552
pythia-160m,draw_3,low,2,0.44156164893507177,0.012522337985513261,0.2871563806273325,0.8454118967056274
pythia-160m,draw_3,low,3,0.44735082633754486,0.014216460078316137,0.3027801931527352,0.7869946360588074
pythia-160m,draw_3,low,4,0.4545344210367936,0.013643141996002606,0.3417759815014312,0.7444781064987183
pythia-160m,draw_3,low,5,0.44148518131895204,0.008615219521019152,0.3310039347503244,0.7477052211761475
pythia-160m,draw_3,low,6,0.42916393257439384,0.007091857110446316,0.32348301472790997,0.7421941757202148
pythia-160m,draw_3,low,7,0.416189273607896,0.006579515162617009,0.32731951665008263,0.8283555507659912
pythia-160m,draw_3,low,8,0.3999646826768602,0.007204793920519518,0.3226859640605122,0.9308158159255981
pythia-160m,draw_3,low,9,0.3989976770333816,0.010136392894514165,0.30042760943441493,0.7593569159507751
pythia-160m,draw_3,low,10,0.4112515898072139,0.010682676760059791,0.2918606108887334,0.7201023101806641
pythia-160m,draw_3,low,11,0.4290969941959035,0.009948839273700648,0.32701626658202176,0.8895150423049927
pythia-160m,draw_1,medium,0,0.41738472861823717,0.00692545358278747,0.07459629074730012,0.2885094881057739
pythia-160m,draw_1,medium,1,0.34865285060363427,0.014761538543301485,0.17972792713438146,1.301400065422058
pythia-160m,draw_1,medium,2,0.4450510607060854,0.01228717735944771,0.28681863370133986,0.8413798213005066
pythia-160m,draw_1,medium,3,0.44975863896274604,0.013939672291383497,0.3012946186598804,0.7896441221237183
pythia-160m,draw_1,medium,4,0.4540720081613777,0.014204019908876766,0.33797666352845934,0.7458146214485168
pythia-160m,draw_1,medium,5,0.44044857621113814,0.008648375999744913,0.32704095304925485,0.7456045746803284
pythia-160m,draw_1,medium,6,0.4288788004288804,0.007421937667740765,0.31716802735747174,0.7387664914131165
pythia-160m,draw_1,medium,7,0.4154375749774055,0.006598244943761219,0.3213453306419254,0.8237126469612122
pythia-160m,draw_1,medium,8,0.3990338556769062,0.007425207318003837,0.3155186459417658,0.9080736637115479
pythia-160m,draw_1,medium,9,0.39739310001775,0.010439296137398472,0.29240067778223544,0.7683924436569214
pythia-160m,draw_1,medium,10,0.40907616185907664,0.01033328455920999,0.28629422368106483,0.7240557670593262
pythia-160m,draw_1,medium,11,0.42643200281928867,0.009492843182035408,0.32535321838899245,0.8986881375312805
pythia-160m,draw_2,medium,0,0.416931645541812,0.007280171867332723,0.07514148989243075,0.2896868884563446
pythia-160m,draw_2,medium,1,0.3512489415141923,0.013881039405263177,0.18090027697782318,1.2874854803085327
pythia-160m,draw_2,medium,2,0.44450780775564164,0.012385421000863416,0.2864856087036558,0.8410718441009521
pythia-160m,draw_2,medium,3,0.4493723586678587,0.013557442060408351,0.3009887612835631,0.788845956325531
pythia-160m,draw_2,medium,4,0.45445305197243335,0.01325558132261965,0.33823438833609787,0.7451605796813965
pythia-160m,draw_2,medium,5,0.4413132463663074,0.008319125199334011,0.33067316351396747,0.7512704133987427
pythia-160m,draw_2,medium,6,0.4292142327661642,0.007022227508070717,0.3206985206551203,0.7422752976417542
pythia-160m,draw_2,medium,7,0.41589326100221286,0.006433540121790019,0.32460973671859894,0.8255565762519836
pythia-160m,draw_2,medium,8,0.3992012677303298,0.0071106575936005206,0.31760350186330233,0.9059934020042419
pythia-160m,draw_2,medium,9,0.39705996834765617,0.010644644876954924,0.29376669033431835,0.7736623883247375
pythia-160m,draw_2,medium,10,0.40927518007304214,0.009897162918997044,0.28770261393395535,0.7310294508934021
pythia-160m,draw_2,medium,11,0.42715278140682283,0.008942076241146624,0.32643629043824207,0.9009853601455688
pythia-160m,draw_3,medium,0,0.41724039611169633,0.006239677253920953,0.07492547734460109,0.288547545671463
pythia-160m,draw_3,medium,1,0.35024098222333955,0.014278382762606609,0.1833547697235609,1.284133791923523
pythia-160m,draw_3,medium,2,0.44549216083766346,0.011905770537917543,0.285849695079303,0.8321480751037598
pythia-160m,draw_3,medium,3,0.44944498271527383,0.01315467911276044,0.3007484778468701,0.7864834666252136
pythia-160m,draw_3,medium,4,0.45550946063638764,0.012660777293214834,0.3405215143731537,0.7426015138626099
pythia-160m,draw_3,medium,5,0.44092132377996957,0.009179910035917671,0.3294740458488947,0.7455220818519592
pythia-160m,draw_3,medium,6,0.4289413390447457,0.007344163602864689,0.3207205420168806,0.7404444813728333
pythia-160m,draw_3,medium,7,0.4157452433264815,0.006829221979079614,0.3243328228899247,0.8276007175445557
pythia-160m,draw_3,medium,8,0.3986130427066713,0.007507863947418629,0.3177700325250348,0.9155712127685547
pythia-160m,draw_3,medium,9,0.39749333914254736,0.01030479858829216,0.29508802630522823,0.770524263381958
pythia-160m,draw_3,medium,10,0.4096431545165799,0.011104416033469476,0.2885213178868544,0.7255310416221619
pythia-160m,draw_3,medium,11,0.4272887485283613,0.010486596044766585,0.3267318199314211,0.8998273015022278
pythia-160m,draw_1,high,0,0.4056272636745673,0.013560808883213309,0.09424276574689028,0.32911115884780884
pythia-160m,draw_1,high,1,0.35974363841345586,0.013204204734375875,0.1856720725147527,1.2389951944351196
pythia-160m,draw_1,high,2,0.44547342192570283,0.010720312441081408,0.2771324294215394,0.8441312313079834
pythia-160m,draw_1,high,3,0.4500410993672668,0.01235891648186669,0.28696634222300776,0.7911962866783142
pythia-160m,draw_1,high,4,0.4548523485923317,0.013231853411299774,0.32573689884206103,0.7354178428649902
pythia-160m,draw_1,high,5,0.44169117338941266,0.008936771972354072,0.3195998256116517,0.7356085181236267
pythia-160m,draw_1,high,6,0.4311838392949307,0.007105658664979134,0.3112676701361514,0.7324934005737305
pythia-160m,draw_1,high,7,0.4194355233312713,0.007364906898071607,0.31681129564499555,0.8077051639556885
pythia-160m,draw_1,high,8,0.39972340615054713,0.00776437367262754,0.3093531063861308,0.880419909954071
pythia-160m,draw_1,high,9,0.39798640487914577,0.010187865710886056,0.28608320320480063,0.784428060054779
pythia-160m,draw_1,high,10,0.4069157997928048,0.009222692743598776,0.283694507570347,0.7340017557144165
pythia-160m,draw_1,high,11,0.4253594745309234,0.008721146999099144,0.32666255036349323,0.9124738574028015
pythia-160m,draw_2,high,0,0.406341347278197,0.011152051001954376,0.09366089492966911,0.32828930020332336
pythia-160m,draw_2,high,1,0.3606025403375944,0.012514791981802553,0.1899615852445462,1.2256624698638916
pythia-160m,draw_2,high,2,0.4456578468371571,0.01059357938853376,0.2807580283883,0.8350460529327393
pythia-160m,draw_2,high,3,0.4518763926963969,0.01265395175657893,0.29094757740326216,0.7817347645759583
pythia-160m,draw_2,high,4,0.4564724757658511,0.012838658934937273,0.32906267275296885,0.7289822697639465
pythia-160m,draw_2,high,5,0.44225768295883844,0.008714715961736749,0.3216721170591563,0.734359622001648
pythia-160m,draw_2,high,6,0.43032987242070475,0.006641879111278787,0.3128246079725667,0.7362316250801086
pythia-160m,draw_2,high,7,0.4191363046753958,0.007682088516293494,0.31895231025247783,0.813278079032898
pythia-160m,draw_2,high,8,0.3998681709284094,0.007374621550121493,0.31010072002493194,0.8817870020866394
pythia-160m,draw_2,high,9,0.39766165161361544,0.011024376273045991,0.2855782133502911,0.791475772857666
pythia-160m,draw_2,high,10,0.4078459454996468,0.010550557861041249,0.28297391987789866,0.7287672758102417
pythia-160m,draw_2,high,11,0.4258351365282877,0.010267054304442705,0.32558998434037734,0.9089794754981995
pythia-160m,draw_3,high,0,0.4070388616083696,0.011472594883778294,0.09259653807198487,0.32599207758903503
pythia-160m,draw_3,high,1,0.3598594365208199,0.013451963125990434,0.18462417752029703,1.2408612966537476
pythia-160m,draw_3,high,2,0.44666609874448343,0.012313634012615756,0.27659080613620235,0.8408578634262085
pythia-160m,draw_3,high,3,0.4494316803982009,0.013840598255703726,0.2846867275150544,0.7899108529090881
pythia-160m,draw_3,high,4,0.45384820427095596,0.013457883795026075,0.323447936149895,0.7296703457832336
pythia-160m,draw_3,high,5,0.440690907960916,0.009658418311529577,0.3174800957357278,0.729961097240448
pythia-160m,draw_3,high,6,0.4291102645037865,0.007129857685125938,0.3102584550313163,0.7317137122154236
pythia-160m,draw_3,high,7,0.41941922899192113,0.006874315223933359,0.31705968161044207,0.8072868585586548
pythia-160m,draw_3,high,8,0.4005000165455005,0.00767437664438726,0.3092626207104412,0.8776035308837891
pythia-160m,draw_3,high,9,0.3968529440885847,0.01050683446193037,0.2842212884047828,0.7924234867095947
pythia-160m,draw_3,high,10,0.40668296958357125,0.010607064048726909,0.28180874252112886,0.735124945640564
pythia-160m,draw_3,high,11,0.42567955725184203,0.009762807436866076,0.32621762236477503,0.913508415222168
pythia-160m,draw_1,very_high,0,0.3845242057145499,0.016105784593592812,0.12577324998181716,0.3952666223049164
pythia-160m,draw_1,very_high,1,0.36219383199907534,0.013097361682545048,0.1884206118256775,1.22499680519104
pythia-160m,draw_1,very_high,2,0.44482227467820606,0.0108367489485768,0.2688052935007512,0.849073052406311
pythia-160m,draw_1,very_high,3,0.44773776022665746,0.011905615823252929,0.27005975377956215,0.7871809601783752
pythia-160m,draw_1,very_high,4,0.45407970584064555,0.01168933009827426,0.311115974305022,0.7189196944236755
pythia-160m,draw_1,very_high,5,0.4423937712609307,0.007648960972532554,0.30857267587982484,0.7110968232154846
pythia-160m,draw_1,very_high,6,0.43223856241756226,0.006605288877311681,0.3026242394103382,0.7144541144371033
pythia-160m,draw_1,very_high,7,0.4215064651786223,0.007754526279200776,0.31307998226094114,0.7975025177001953
pythia-160m,draw_1,very_high,8,0.4006097689464887,0.007499155097092466,0.3055781976969556,0.86630779504776
pythia-160m,draw_1,very_high,9,0.3992647409435395,0.009095579493747416,0.2840915808872364,0.8082259893417358
pythia-160m,draw_1,very_high,10,0.4051119358650521,0.009692332760224544,0.2830926698813465,0.734777569770813
pythia-160m,draw_1,very_high,11,0.4244379012461108,0.009323006978770627,0.33186337724134707,0.9328367114067078
pythia-160m,draw_2,very_high,0,0.3832774788690463,0.016827339366809635,0.12300588603476026,0.39510250091552734
pythia-160m,draw_2,very_high,1,0.365578418644405,0.012352639707034404,0.18933522730327068,1.2064626216888428
pythia-160m,draw_2,very_high,2,0.444391723019004,0.009927557151973986,0.2713541266047068,0.8393519520759583
pythia-160m,draw_2,very_high,3,0.44995424849167764,0.011632720354674282,0.28030120651868784,0.7828742861747742
pythia-160m,draw_2,very_high,4,0.4555492043354281,0.011750997293123304,0.3176277777222536,0.7146410346031189
pythia-160m,draw_2,very_high,5,0.4427296567364475,0.007280573712794088,0.3139084513128585,0.7125380039215088
pythia-160m,draw_2,very_high,6,0.43261760388111004,0.006118898887264512,0.30955144107926547,0.7184117436408997
pythia-160m,draw_2,very_high,7,0.4216105133903664,0.007677047675334755,0.31789993396556504,0.8002706170082092
pythia-160m,draw_2,very_high,8,0.39995313843625263,0.007929177319268971,0.3061616345313529,0.8637046217918396
pythia-160m,draw_2,very_high,9,0.39907229329049637,0.0105486827950242,0.2845045120126586,0.8124382495880127
pythia-160m,draw_2,very_high,10,0.40558183203270054,0.00941628318103172,0.28400942133882756,0.7386469841003418
pythia-160m,draw_2,very_high,11,0.4248366752258733,0.009439800129792855,0.3323729601823997,0.9358206987380981
pythia-160m,draw_3,very_high,0,0.3832108276445503,0.0162182435790007,0.12624480958139084,0.3980914056301117
pythia-160m,draw_3,very_high,1,0.3630183385545685,0.012589490602650223,0.18986325301380869,1.2148828506469727
pythia-160m,draw_3,very_high,2,0.4453605870692476,0.011152917433851562,0.26830363488073594,0.8466698527336121
pythia-160m,draw_3,very_high,3,0.44821996939394554,0.011917021136918978,0.27334138323229573,0.7896993160247803
pythia-160m,draw_3,very_high,4,0.45389501755138617,0.012079947090651412,0.31210310179991696,0.7176827788352966
pythia-160m,draw_3,very_high,5,0.4431213045458159,0.007929812124465266,0.31007064678022367,0.7125024199485779
pythia-160m,draw_3,very_high,6,0.4324229516746936,0.006352547654322739,0.304579712954929,0.7150432467460632
pythia-160m,draw_3,very_high,7,0.42247118668304434,0.008939777283825246,0.31405801163885294,0.7910780906677246
pythia-160m,draw_3,very_high,8,0.4005314911926004,0.008680504908081917,0.30498742876555607,0.8596672415733337
pythia-160m,draw_3,very_high,9,0.3983772866067066,0.010930508302133428,0.2828724690010216,0.8083760142326355
pythia-160m,draw_3,very_high,10,0.4047641689440689,0.0107191427637728,0.2821444542942093,0.7424579858779907
pythia-160m,draw_3,very_high,11,0.4239793985524764,0.009407232256419845,0.3314769594454061,0.9360232353210449
pythia-160m,draw_1,control,0,0.3890845271232931,0.019248959291646328,0.11657585370615808,0.37778612971305847
pythia-160m,draw_1,control,1,0.3617565019175925,0.013140815391660421,0.18888387460977385,1.2285034656524658
pythia-160m,draw_1,control,2,0.44502729200155056,0.011060787439061333,0.27255615963626467,0.842219889163971
pythia-160m,draw_1,control,3,0.4496544034755034,0.012185025956717619,0.27904349267771744,0.7868942618370056
pythia-160m,draw_1,control,4,0.45568058072626677,0.012902719224082239,0.3191742988144397,0.7223806381225586
pythia-160m,draw_1,control,5,0.44226835675098336,0.00813097699473063,0.3144564032271797,0.7196213603019714
pythia-160m,draw_1,control,6,0.4314604013586476,0.006977738140344063,0.3057796332682343,0.7189906239509583
pythia-160m,draw_1,control,7,0.42038775219684477,0.008453422635689614,0.31361428257433976,0.7965863943099976
pythia-160m,draw_1,control,8,0.3995225669170462,0.008486704024109592,0.3049037205241676,0.8684491515159607
pythia-160m,draw_1,control,9,0.39930929555900196,0.010461851842063894,0.28339218801910193,0.7983818054199219
pythia-160m,draw_1,control,10,0.4066792710733707,0.00943398315039975,0.2816163505495357,0.7296783924102783
pythia-160m,draw_1,control,11,0.4255977253835929,0.009177720057351919,0.3294910872309056,0.9193748831748962
pythia-160m,draw_2,control,0,0.38927265375212955,0.019583003978268988,0.11900043492476797,0.38109931349754333
pythia-160m,draw_2,control,1,0.3620943047402516,0.014525238235926073,0.18786650384839665,1.2354851961135864
pythia-160m,draw_2,control,2,0.44404386840657545,0.011006521385970717,0.2693120342795001,0.8456466794013977
pythia-160m,draw_2,control,3,0.4491375334362134,0.012388942128185506,0.27496550187923874,0.7899138331413269
pythia-160m,draw_2,control,4,0.45425506096671203,0.013132058668028905,0.31340639172189055,0.721621036529541
pythia-160m,draw_2,control,5,0.4418613175604089,0.008205843837010549,0.3099825171592283,0.7189914584159851
pythia-160m,draw_2,control,6,0.43196919636665976,0.007086000657687544,0.30283312671107,0.7153241038322449
pythia-160m,draw_2,control,7,0.4208691282451469,0.007386504430918362,0.3110370120147794,0.790947437286377
pythia-160m,draw_2,control,8,0.40040471903779296,0.0073491727918776045,0.30414535809629784,0.8691575527191162
pythia-160m,draw_2,control,9,0.39910019978174316,0.009798811704243243,0.28254112280136146,0.7981051206588745
pythia-160m,draw_2,control,10,0.406754640954262,0.010348759465824024,0.27989068625305036,0.7345394492149353
pythia-160m,draw_2,control,11,0.4256107776328044,0.00974596874337842,0.32701664330812985,0.9249588847160339
pythia-160m,draw_3,control,0,0.3886497896248434,0.020702850377932867,0.11848113538593763,0.3810124099254608
pythia-160m,draw_3,control,1,0.36091473224145276,0.013779698213416005,0.19068944038938307,1.2325888872146606
pythia-160m,draw_3,control,2,0.4436170057437602,0.010642889135411854,0.2703810707586145,0.8404388427734375
pythia-160m,draw_3,control,3,0.44774083371570733,0.011801218134056489,0.27429390779128227,0.7861147522926331
pythia-160m,draw_3,control,4,0.45413314751486306,0.0119012562839538,0.3145378130838956,0.7190276384353638
pythia-160m,draw_3,control,5,0.4420385391512787,0.007730837761577102,0.3112213799327408,0.7156199812889099
pythia-160m,draw_3,control,6,0.4314083801933206,0.006308708927449203,0.30492245682828334,0.718657374382019
