model,band,draw,layer,mean_contribution,std_contribution,median_contribution,method
pythia-410m,low,draw_1,19,25.355260848999023,3.4235737323760986,25.636369705200195,norm_proxy
pythia-410m,low,draw_1,20,16.35654067993164,6.822054386138916,13.878006935119629,norm_proxy
pythia-410m,low,draw_1,21,20.4831600189209,2.9295287132263184,20.329021453857422,norm_proxy
pythia-410m,low,draw_1,22,22.425142288208008,2.9900245666503906,22.185264587402344,norm_proxy
pythia-410m,low,draw_1,23,45.7233772277832,4.220909118652344,45.8542594909668,norm_proxy
pythia-410m,low,draw_2,0,13.735091209411621,1.306626796722412,13.778996467590332,norm_proxy
pythia-410m,low,draw_2,1,6.356607437133789,0.8367500901222229,6.25602912902832,norm_proxy
pythia-410m,low,draw_2,2,6.400332927703857,0.5062074661254883,6.368648052215576,norm_proxy
pythia-410m,low,draw_2,3,6.269486904144287,0.38662952184677124,6.271538257598877,norm_proxy
pythia-410m,low,draw_2,4,6.81333065032959,0.4858861267566681,6.828780174255371,norm_proxy
pythia-410m,low,draw_2,5,9.715744018554688,0.5499227046966553,9.667119026184082,norm_proxy
pythia-410m,low,draw_2,6,7.502185344696045,0.35940951108932495,7.530680179595947,norm_proxy
pythia-410m,low,draw_2,7,8.476263046264648,0.4512423872947693,8.499137878417969,norm_proxy
pythia-410m,low,draw_2,8,11.2470064163208,0.6990865468978882,11.28503131866455,norm_proxy
pythia-410m,low,draw_2,9,12.046647071838379,0.8712106347084045,12.001262664794922,norm_proxy
pythia-410m,low,draw_2,10,11.050464630126953,0.8223400115966797,11.018903732299805,norm_proxy
pythia-410m,low,draw_2,11,11.070425033569336,0.6780120134353638,11.093768119812012,norm_proxy
pythia-410m,low,draw_2,12,8.76369857788086,0.4848574697971344,8.778197288513184,norm_proxy
pythia-410m,low,draw_2,13,14.782018661499023,2.316504716873169,14.546828269958496,norm_proxy
pythia-410m,low,draw_2,14,11.237747192382812,1.1900968551635742,11.208635330200195,norm_proxy
pythia-410m,low,draw_2,15,11.36645221710205,1.2227908372879028,11.353806495666504,norm_proxy
pythia-410m,low,draw_2,16,13.350870132446289,0.9572868943214417,13.231188774108887,norm_proxy
pythia-410m,low,draw_2,17,16.3096923828125,6.2994818687438965,14.017138481140137,norm_proxy
pythia-410m,low,draw_2,18,15.950448989868164,4.374029159545898,15.221417427062988,norm_proxy
pythia-410m,low,draw_2,19,24.69618034362793,3.4682371616363525,24.78963279724121,norm_proxy
pythia-410m,low,draw_2,20,16.371591567993164,6.123631954193115,14.582174301147461,norm_proxy
pythia-410m,low,draw_2,21,20.413963317871094,3.0479800701141357,20.191648483276367,norm_proxy
pythia-410m,low,draw_2,22,22.666828155517578,3.3629727363586426,22.181217193603516,norm_proxy
pythia-410m,low,draw_2,23,45.85098648071289,4.689194679260254,45.6800651550293,norm_proxy
pythia-410m,low,draw_3,0,13.669607162475586,1.3830885887145996,13.657022476196289,norm_proxy
pythia-410m,low,draw_3,1,6.165692329406738,0.815502941608429,6.017151832580566,norm_proxy
pythia-410m,low,draw_3,2,6.443845272064209,0.5435694456100464,6.450155735015869,norm_proxy
pythia-410m,low,draw_3,3,6.328187942504883,0.44939684867858887,6.271585464477539,norm_proxy
pythia-410m,low,draw_3,4,6.8314995765686035,0.49128639698028564,6.820114612579346,norm_proxy
pythia-410m,low,draw_3,5,9.733170509338379,0.5853733420372009,9.70980453491211,norm_proxy
pythia-410m,low,draw_3,6,7.491518020629883,0.3411291837692261,7.499938011169434,norm_proxy
pythia-410m,low,draw_3,7,8.486671447753906,0.4973755478858948,8.447072982788086,norm_proxy
pythia-410m,low,draw_3,8,11.183348655700684,0.7292662262916565,11.163590431213379,norm_proxy
pythia-410m,low,draw_3,9,12.012404441833496,0.873214602470398,11.988763809204102,norm_proxy
pythia-410m,low,draw_3,10,10.985966682434082,0.7820427417755127,10.868882179260254,norm_proxy
pythia-410m,low,draw_3,11,11.052962303161621,0.7459514141082764,11.002674102783203,norm_proxy
pythia-410m,low,draw_3,12,8.755656242370605,0.5093296766281128,8.767350196838379,norm_proxy
pythia-410m,low,draw_3,13,14.607784271240234,2.5049221515655518,14.568879127502441,norm_proxy
pythia-410m,low,draw_3,14,11.048450469970703,1.2935258150100708,11.165628433227539,norm_proxy
pythia-410m,low,draw_3,15,11.07374382019043,1.1483021974563599,10.921797752380371,norm_proxy
pythia-410m,low,draw_3,16,13.436911582946777,0.9398938417434692,13.424140930175781,norm_proxy
pythia-410m,low,draw_3,17,16.350479125976562,6.348581790924072,14.203207969665527,norm_proxy
pythia-410m,low,draw_3,18,16.154216766357422,4.408329010009766,15.60272216796875,norm_proxy
pythia-410m,low,draw_3,19,24.83540153503418,3.5809006690979004,25.333412170410156,norm_proxy
pythia-410m,low,draw_3,20,16.21864128112793,6.699028015136719,14.067671775817871,norm_proxy
pythia-410m,low,draw_3,21,20.324493408203125,3.018720865249634,20.448354721069336,norm_proxy
pythia-410m,low,draw_3,22,22.20298957824707,3.088817834854126,21.718341827392578,norm_proxy
pythia-410m,low,draw_3,23,45.90989685058594,4.0959320068359375,45.569236755371094,norm_proxy
pythia-410m,medium,draw_1,0,12.596757888793945,1.1379340887069702,12.560795783996582,norm_proxy
pythia-410m,medium,draw_1,1,6.350414276123047,0.8624993562698364,6.224801540374756,norm_proxy
pythia-410m,medium,draw_1,2,6.489285945892334,0.4776231646537781,6.472548484802246,norm_proxy
pythia-410m,medium,draw_1,3,6.435522079467773,0.44048529863357544,6.4042792320251465,norm_proxy
pythia-410m,medium,draw_1,4,6.8409223556518555,0.5253018736839294,6.792724609375,norm_proxy
pythia-410m,medium,draw_1,5,9.411920547485352,0.47919079661369324,9.4026460647583,norm_proxy
pythia-410m,medium,draw_1,6,7.390974521636963,0.32893791794776917,7.382530212402344,norm_proxy
pythia-410m,medium,draw_1,7,8.442550659179688,0.4576874375343323,8.466976165771484,norm_proxy
pythia-410m,medium,draw_1,8,11.183680534362793,0.7312723398208618,11.11457347869873,norm_proxy
pythia-410m,medium,draw_1,9,11.901395797729492,0.8633198738098145,11.866264343261719,norm_proxy
pythia-410m,medium,draw_1,10,10.680922508239746,0.7227385640144348,10.732941627502441,norm_proxy
pythia-410m,medium,draw_1,11,10.848451614379883,0.7409940958023071,10.855705261230469,norm_proxy
pythia-410m,medium,draw_1,12,8.702109336853027,0.5292164087295532,8.70417308807373,norm_proxy
pythia-410m,medium,draw_1,13,14.371440887451172,2.566394329071045,14.39477252960205,norm_proxy
pythia-410m,medium,draw_1,14,10.972248077392578,1.2706102132797241,11.123878479003906,norm_proxy
pythia-410m,medium,draw_1,15,10.854325294494629,1.107439398765564,10.70602035522461,norm_proxy
pythia-410m,medium,draw_1,16,13.46611499786377,0.9849118590354919,13.46330738067627,norm_proxy
pythia-410m,medium,draw_1,17,15.367406845092773,5.654779434204102,12.872697830200195,norm_proxy
pythia-410m,medium,draw_1,18,15.56742000579834,4.145187854766846,14.410759925842285,norm_proxy
pythia-410m,medium,draw_1,19,25.380781173706055,3.5477373600006104,25.58767318725586,norm_proxy
pythia-410m,medium,draw_1,20,17.84539031982422,7.621411323547363,15.80374813079834,norm_proxy
pythia-410m,medium,draw_1,21,19.339611053466797,2.9078195095062256,19.242406845092773,norm_proxy
pythia-410m,medium,draw_1,22,21.71978759765625,2.6687936782836914,21.52558708190918,norm_proxy
pythia-410m,medium,draw_1,23,46.995426177978516,4.773378372192383,46.65279769897461,norm_proxy
pythia-410m,medium,draw_2,0,12.522538185119629,1.2000144720077515,12.448821067810059,norm_proxy
pythia-410m,medium,draw_2,1,6.3189921379089355,0.8718119859695435,6.222499847412109,norm_proxy
pythia-410m,medium,draw_2,2,6.496216297149658,0.48883217573165894,6.452907562255859,norm_proxy
pythia-410m,medium,draw_2,3,6.436697006225586,0.3999096155166626,6.421347618103027,norm_proxy
pythia-410m,medium,draw_2,4,6.779456615447998,0.5005523562431335,6.735828876495361,norm_proxy
pythia-410m,medium,draw_2,5,9.440603256225586,0.5298048257827759,9.441267967224121,norm_proxy
pythia-410m,medium,draw_2,6,7.430746555328369,0.34009310603141785,7.4486165046691895,norm_proxy
pythia-410m,medium,draw_2,7,8.442495346069336,0.490885853767395,8.465431213378906,norm_proxy
pythia-410m,medium,draw_2,8,11.038087844848633,0.7348756194114685,11.037096977233887,norm_proxy
pythia-410m,medium,draw_2,9,11.702655792236328,0.9253785014152527,11.769757270812988,norm_proxy
pythia-410m,medium,draw_2,10,10.703948974609375,0.8388820290565491,10.605396270751953,norm_proxy
pythia-410m,medium,draw_2,11,10.872636795043945,0.6730553507804871,10.819875717163086,norm_proxy
pythia-410m,medium,draw_2,12,8.753101348876953,0.5146996974945068,8.779187202453613,norm_proxy
pythia-410m,medium,draw_2,13,14.654668807983398,2.586271047592163,14.705490112304688,norm_proxy
pythia-410m,medium,draw_2,14,10.988350868225098,1.3080023527145386,10.97585391998291,norm_proxy
pythia-410m,medium,draw_2,15,10.87069320678711,1.1037472486495972,10.821656227111816,norm_proxy
pythia-410m,medium,draw_2,16,13.505803108215332,1.083788275718689,13.503231048583984,norm_proxy
pythia-410m,medium,draw_2,17,15.428658485412598,5.845012187957764,13.085977554321289,norm_proxy
pythia-410m,medium,draw_2,18,15.771245956420898,3.898785352706909,14.6091890335083,norm_proxy
pythia-410m,medium,draw_2,19,25.5122127532959,3.639418125152588,25.91333770751953,norm_proxy
pythia-410m,medium,draw_2,20,18.195756912231445,8.166109085083008,15.715014457702637,norm_proxy
pythia-410m,medium,draw_2,21,19.125478744506836,2.774087905883789,18.9945011138916,norm_proxy
pythia-410m,medium,draw_2,22,21.564638137817383,2.677816390991211,21.498958587646484,norm_proxy
pythia-410m,medium,draw_2,23,46.78535842895508,4.062585353851318,46.824031829833984,norm_proxy
pythia-410m,medium,draw_3,0,12.490872383117676,1.1333353519439697,12.392155647277832,norm_proxy
pythia-410m,medium,draw_3,1,6.3984456062316895,0.8544513583183289,6.266988277435303,norm_proxy
pythia-410m,medium,draw_3,2,6.53988790512085,0.5301915407180786,6.518436431884766,norm_proxy
pythia-410m,medium,draw_3,3,6.465887546539307,0.39143475890159607,6.4504289627075195,norm_proxy
pythia-410m,medium,draw_3,4,6.836584568023682,0.520973801612854,6.761425495147705,norm_proxy
pythia-410m,medium,draw_3,5,9.490767478942871,0.5490386486053467,9.458857536315918,norm_proxy
pythia-410m,medium,draw_3,6,7.460749626159668,0.2960006594657898,7.454226970672607,norm_proxy
pythia-410m,medium,draw_3,7,8.4791841506958,0.4538149833679199,8.496132850646973,norm_proxy
pythia-410m,medium,draw_3,8,11.178224563598633,0.7472690939903259,11.129827499389648,norm_proxy
pythia-410m,medium,draw_3,9,11.891347885131836,0.9753695130348206,11.849201202392578,norm_proxy
pythia-410m,medium,draw_3,10,10.763040542602539,0.8237709999084473,10.653650283813477,norm_proxy
pythia-410m,medium,draw_3,11,10.82463550567627,0.6945765018463135,10.805046081542969,norm_proxy
pythia-410m,medium,draw_3,12,8.659162521362305,0.5172222256660461,8.60130500793457,norm_proxy
pythia-410m,medium,draw_3,13,14.251605987548828,2.444727659225464,14.399369239807129,norm_proxy
pythia-410m,medium,draw_3,14,10.919947624206543,1.299184799194336,11.10957145690918,norm_proxy
pythia-410m,medium,draw_3,15,10.831061363220215,1.0579758882522583,10.69339370727539,norm_proxy
pythia-410m,medium,draw_3,16,13.469836235046387,1.0257093906402588,13.435929298400879,norm_proxy
pythia-410m,medium,draw_3,17,15.783242225646973,6.361446380615234,13.111668586730957,norm_proxy
pythia-410m,medium,draw_3,18,15.645562171936035,4.211824417114258,14.986041069030762,norm_proxy
pythia-410m,medium,draw_3,19,25.490177154541016,3.8987438678741455,25.92264175415039,norm_proxy
pythia-410m,medium,draw_3,20,17.764102935791016,7.510560512542725,15.7579984664917,norm_proxy
pythia-410m,medium,draw_3,21,19.265052795410156,2.9530863761901855,19.19403076171875,norm_proxy
pythia-410m,medium,draw_3,22,21.841053009033203,2.6710269451141357,21.667631149291992,norm_proxy
pythia-410m,medium,draw_3,23,46.5307731628418,4.3965535163879395,46.16582489013672,norm_proxy
pythia-410m,high,draw_1,0,11.307533264160156,0.9152470231056213,11.190921783447266,norm_proxy
pythia-410m,high,draw_1,1,6.19196891784668,0.770382821559906,6.109437465667725,norm_proxy
pythia-410m,high,draw_1,2,6.394436836242676,0.42854586243629456,6.389652729034424,norm_proxy
pythia-410m,high,draw_1,3,6.568396091461182,0.4330298900604248,6.539029121398926,norm_proxy
pythia-410m,high,draw_1,4,6.77409029006958,0.5402390956878662,6.693356990814209,norm_proxy
pythia-410m,high,draw_1,5,8.95936107635498,0.5355245471000671,8.916627883911133,norm_proxy
pythia-410m,high,draw_1,6,7.3365092277526855,0.33311527967453003,7.332467555999756,norm_proxy
pythia-410m,high,draw_1,7,8.360665321350098,0.4895177483558655,8.372910499572754,norm_proxy
pythia-410m,high,draw_1,8,11.112335205078125,0.7646793127059937,11.105843544006348,norm_proxy
pythia-410m,high,draw_1,9,11.680553436279297,0.980927050113678,11.59661865234375,norm_proxy
pythia-410m,high,draw_1,10,10.26095962524414,0.8086891174316406,10.274398803710938,norm_proxy
pythia-410m,high,draw_1,11,10.3676176071167,0.7328284978866577,10.361756324768066,norm_proxy
pythia-410m,high,draw_1,12,8.496548652648926,0.5484282970428467,8.447182655334473,norm_proxy
pythia-410m,high,draw_1,13,14.095973014831543,2.6287577152252197,13.894007682800293,norm_proxy
pythia-410m,high,draw_1,14,10.617423057556152,1.3182141780853271,10.710613250732422,norm_proxy
pythia-410m,high,draw_1,15,10.568114280700684,1.0729714632034302,10.430225372314453,norm_proxy
pythia-410m,high,draw_1,16,13.649353981018066,1.0623433589935303,13.625773429870605,norm_proxy
pythia-410m,high,draw_1,17,13.958650588989258,5.865405082702637,11.492541313171387,norm_proxy
pythia-410m,high,draw_1,18,14.512953758239746,3.570835828781128,13.665675163269043,norm_proxy
pythia-410m,high,draw_1,19,25.617734909057617,4.325327396392822,26.123504638671875,norm_proxy
pythia-410m,high,draw_1,20,17.68732452392578,7.577576160430908,14.611095428466797,norm_proxy
pythia-410m,high,draw_1,21,19.26001739501953,3.1445939540863037,19.260032653808594,norm_proxy
pythia-410m,high,draw_1,22,21.238346099853516,2.5217983722686768,21.196475982666016,norm_proxy
pythia-410m,high,draw_1,23,47.30621337890625,4.325784206390381,47.07935333251953,norm_proxy
pythia-410m,high,draw_2,0,11.208205223083496,0.8122907876968384,11.113835334777832,norm_proxy
pythia-410m,high,draw_2,1,6.250437259674072,0.9287099838256836,6.058865547180176,norm_proxy
pythia-410m,high,draw_2,2,6.492198467254639,0.4784572124481201,6.515349388122559,norm_proxy
pythia-410m,high,draw_2,3,6.5261735916137695,0.42805051803588867,6.515467643737793,norm_proxy
pythia-410m,high,draw_2,4,6.7813801765441895,0.4892122447490692,6.737237453460693,norm_proxy
pythia-410m,high,draw_2,5,9.065391540527344,0.5581907033920288,9.041382789611816,norm_proxy
pythia-410m,high,draw_2,6,7.353940010070801,0.3016544580459595,7.352745532989502,norm_proxy
pythia-410m,high,draw_2,7,8.32217788696289,0.44963520765304565,8.297439575195312,norm_proxy
pythia-410m,high,draw_2,8,11.110336303710938,0.6753460764884949,11.105195045471191,norm_proxy
pythia-410m,high,draw_2,9,11.80966567993164,0.8516408801078796,11.812572479248047,norm_proxy
pythia-410m,high,draw_2,10,10.458641052246094,0.8256478309631348,10.385845184326172,norm_proxy
pythia-410m,high,draw_2,11,10.497673988342285,0.697018563747406,10.463939666748047,norm_proxy
pythia-410m,high,draw_2,12,8.5487642288208,0.5323492884635925,8.553796768188477,norm_proxy
pythia-410m,high,draw_2,13,14.342676162719727,2.368917942047119,14.378673553466797,norm_proxy
pythia-410m,high,draw_2,14,10.907983779907227,1.2290116548538208,11.008929252624512,norm_proxy
pythia-410m,high,draw_2,15,10.725378036499023,1.0214287042617798,10.62948226928711,norm_proxy
pythia-410m,high,draw_2,16,13.760132789611816,1.0929433107376099,13.729508399963379,norm_proxy
pythia-410m,high,draw_2,17,13.412689208984375,4.604920864105225,11.549559593200684,norm_proxy
pythia-410m,high,draw_2,18,14.536499977111816,3.572213888168335,13.921720504760742,norm_proxy
pythia-410m,high,draw_2,19,26.0979061126709,3.7400777339935303,26.313810348510742,norm_proxy
pythia-410m,high,draw_2,20,17.893983840942383,7.762843608856201,16.468082427978516,norm_proxy
pythia-410m,high,draw_2,21,19.113784790039062,3.0216381549835205,18.911632537841797,norm_proxy
pythia-410m,high,draw_2,22,21.62598991394043,2.4574975967407227,21.412893295288086,norm_proxy
pythia-410m,high,draw_2,23,47.40595626831055,4.42898416519165,47.607810974121094,norm_proxy
pythia-410m,high,draw_3,0,11.275479316711426,0.9039624333381653,11.085334777832031,norm_proxy
pythia-410m,high,draw_3,1,6.213676452636719,0.8021714687347412,6.077188014984131,norm_proxy
pythia-410m,high,draw_3,2,6.441338062286377,0.47014346718788147,6.413127899169922,norm_proxy
pythia-410m,high,draw_3,3,6.596921443939209,0.47294020652770996,6.511040210723877,norm_proxy
pythia-410m,high,draw_3,4,6.840279579162598,0.5465438365936279,6.811130046844482,norm_proxy
pythia-410m,high,draw_3,5,9.027220726013184,0.5269851684570312,9.031962394714355,norm_proxy
pythia-410m,high,draw_3,6,7.377376079559326,0.32360345125198364,7.382449626922607,norm_proxy
pythia-410m,high,draw_3,7,8.354211807250977,0.4450805187225342,8.317032814025879,norm_proxy
pythia-410m,high,draw_3,8,11.248747825622559,0.7008591890335083,11.240448951721191,norm_proxy
pythia-410m,high,draw_3,9,11.709012985229492,1.0056161880493164,11.588569641113281,norm_proxy
pythia-410m,high,draw_3,10,10.301252365112305,0.8595743775367737,10.270977973937988,norm_proxy
pythia-410m,high,draw_3,11,10.459129333496094,0.7394651174545288,10.451175689697266,norm_proxy
pythia-410m,high,draw_3,12,8.510952949523926,0.5104511380195618,8.492830276489258,norm_proxy
pythia-410m,high,draw_3,13,14.19511890411377,2.3413524627685547,14.21669864654541,norm_proxy
pythia-410m,high,draw_3,14,10.749993324279785,1.228197455406189,10.783564567565918,norm_proxy
pythia-410m,high,draw_3,15,10.588859558105469,0.9673473238945007,10.504162788391113,norm_proxy
pythia-410m,high,draw_3,16,13.907922744750977,1.1100194454193115,13.874856948852539,norm_proxy
pythia-410m,high,draw_3,17,13.740023612976074,5.244657039642334,11.752666473388672,norm_proxy
pythia-410m,high,draw_3,18,14.569494247436523,3.367738962173462,14.060089111328125,norm_proxy
pythia-410m,high,draw_3,19,25.73606300354004,3.770026683807373,26.153196334838867,norm_proxy
pythia-410m,high,draw_3,20,17.743932723999023,7.656132221221924,15.628084182739258,norm_proxy
pythia-410m,high,draw_3,21,19.15660285949707,3.326242208480835,18.96501922607422,norm_proxy
pythia-410m,high,draw_3,22,21.4815673828125,2.260310173034668,21.29957389831543,norm_proxy
pythia-410m,high,draw_3,23,48.0576057434082,4.5808939933776855,47.971771240234375,norm_proxy
pythia-410m,very_high,draw_1,0,10.552590370178223,0.5743831992149353,10.498886108398438,norm_proxy
pythia-410m,very_high,draw_1,1,5.939321994781494,0.6381511092185974,5.858794212341309,norm_proxy
pythia-410m,very_high,draw_1,2,6.374510765075684,0.4975050985813141,6.3764214515686035,norm_proxy
pythia-410m,very_high,draw_1,3,6.68851900100708,0.49963265657424927,6.650824546813965,norm_proxy
pythia-410m,very_high,draw_1,4,6.864241123199463,0.5610915422439575,6.762451171875,norm_proxy
pythia-410m,very_high,draw_1,5,8.83666706085205,0.5244049429893494,8.807586669921875,norm_proxy
pythia-410m,very_high,draw_1,6,7.358271598815918,0.35844913125038147,7.348737716674805,norm_proxy
pythia-410m,very_high,draw_1,7,8.19637680053711,0.46038317680358887,8.143400192260742,norm_proxy
pythia-410m,very_high,draw_1,8,11.056217193603516,0.8026834726333618,11.04145622253418,norm_proxy
pythia-410m,very_high,draw_1,9,11.672249794006348,1.006534457206726,11.623136520385742,norm_proxy
pythia-410m,very_high,draw_1,10,10.084242820739746,0.8259288668632507,9.97920036315918,norm_proxy
pythia-410m,very_high,draw_1,11,10.10036849975586,0.6595689058303833,10.094489097595215,norm_proxy
pythia-410m,very_high,draw_1,12,8.308812141418457,0.5050911903381348,8.282862663269043,norm_proxy
pythia-410m,very_high,draw_1,13,13.733905792236328,2.4853034019470215,13.525379180908203,norm_proxy
pythia-410m,very_high,draw_1,14,10.522492408752441,1.227121114730835,10.601037979125977,norm_proxy
pythia-410m,very_high,draw_1,15,10.40234661102295,0.9712213277816772,10.339706420898438,norm_proxy
pythia-410m,very_high,draw_1,16,14.114337921142578,1.2107932567596436,14.107400894165039,norm_proxy
pythia-410m,very_high,draw_1,17,12.9173002243042,5.32604455947876,11.155725479125977,norm_proxy
pythia-410m,very_high,draw_1,18,14.09913444519043,2.9442033767700195,13.670401573181152,norm_proxy
pythia-410m,very_high,draw_1,19,25.487499237060547,3.7041895389556885,25.59885025024414,norm_proxy
pythia-410m,very_high,draw_1,20,16.90398597717285,7.823609352111816,14.112533569335938,norm_proxy
pythia-410m,very_high,draw_1,21,21.039766311645508,5.168798923492432,20.10009002685547,norm_proxy
pythia-410m,very_high,draw_1,22,21.17107582092285,2.214226245880127,21.161020278930664,norm_proxy
pythia-410m,very_high,draw_1,23,48.11811447143555,4.38411283493042,47.370391845703125,norm_proxy
pythia-410m,very_high,draw_2,0,10.460282325744629,0.608444333076477,10.3882417678833,norm_proxy
pythia-410m,very_high,draw_2,1,5.884324073791504,0.612254798412323,5.759275436401367,norm_proxy
pythia-410m,very_high,draw_2,2,6.4863739013671875,0.5123392939567566,6.425081253051758,norm_proxy
pythia-410m,very_high,draw_2,3,6.836532115936279,0.5022008419036865,6.778205394744873,norm_proxy
pythia-410m,very_high,draw_2,4,6.876596450805664,0.5385788083076477,6.859972953796387,norm_proxy
pythia-410m,very_high,draw_2,5,8.777233123779297,0.5353196263313293,8.713287353515625,norm_proxy
pythia-410m,very_high,draw_2,6,7.359378337860107,0.35310089588165283,7.342674732208252,norm_proxy
pythia-410m,very_high,draw_2,7,8.22434139251709,0.43157413601875305,8.212166786193848,norm_proxy
pythia-410m,very_high,draw_2,8,10.929296493530273,0.7184873223304749,10.874419212341309,norm_proxy
pythia-410m,very_high,draw_2,9,11.580477714538574,1.0081123113632202,11.503055572509766,norm_proxy
pythia-410m,very_high,draw_2,10,10.131744384765625,0.8870709538459778,10.09538745880127,norm_proxy
pythia-410m,very_high,draw_2,11,10.164355278015137,0.6824887990951538,10.112715721130371,norm_proxy
pythia-410m,very_high,draw_2,12,8.329133987426758,0.502048671245575,8.351668357849121,norm_proxy
pythia-410m,very_high,draw_2,13,14.181468963623047,2.6504368782043457,13.93369197845459,norm_proxy
pythia-410m,very_high,draw_2,14,10.659078598022461,1.262492299079895,10.650909423828125,norm_proxy
pythia-410m,very_high,draw_2,15,10.580512046813965,1.0316096544265747,10.564196586608887,norm_proxy
pythia-410m,very_high,draw_2,16,14.181232452392578,1.2995281219482422,14.150449752807617,norm_proxy
pythia-410m,very_high,draw_2,17,12.81997299194336,4.789101600646973,11.068061828613281,norm_proxy
pythia-410m,very_high,draw_2,18,14.1454439163208,3.1920106410980225,13.465967178344727,norm_proxy
pythia-410m,very_high,draw_2,19,25.56670379638672,4.547201633453369,26.074026107788086,norm_proxy
pythia-410m,very_high,draw_2,20,16.704299926757812,7.133552551269531,14.6655912399292,norm_proxy
pythia-410m,very_high,draw_2,21,21.144912719726562,4.916017055511475,20.3702335357666,norm_proxy
pythia-410m,very_high,draw_2,22,21.30109405517578,2.4316508769989014,21.520065307617188,norm_proxy
pythia-410m,very_high,draw_2,23,48.14496612548828,4.503911018371582,47.902366638183594,norm_proxy
pythia-410m,very_high,draw_3,0,10.548971176147461,0.6243126392364502,10.458346366882324,norm_proxy
pythia-410m,very_high,draw_3,1,5.923218250274658,0.6632344722747803,5.86128568649292,norm_proxy
pythia-410m,very_high,draw_3,2,6.429915904998779,0.5044949650764465,6.397374629974365,norm_proxy
pythia-410m,very_high,draw_3,3,6.708889961242676,0.5279451012611389,6.638156414031982,norm_proxy
pythia-410m,very_high,draw_3,4,6.826114177703857,0.545325756072998,6.784283638000488,norm_proxy
pythia-410m,very_high,draw_3,5,8.850035667419434,0.4799710214138031,8.813995361328125,norm_proxy
pythia-410m,very_high,draw_3,6,7.336389064788818,0.3415304124355316,7.332728385925293,norm_proxy
pythia-410m,very_high,draw_3,7,8.100177764892578,0.4293818473815918,8.048240661621094,norm_proxy
pythia-410m,very_high,draw_3,8,10.86807918548584,0.779554545879364,10.85672664642334,norm_proxy
pythia-410m,very_high,draw_3,9,11.62075424194336,0.9418023228645325,11.533843994140625,norm_proxy
pythia-410m,very_high,draw_3,10,10.263418197631836,0.8993049263954163,10.18360424041748,norm_proxy
pythia-410m,very_high,draw_3,11,10.237610816955566,0.6360735297203064,10.25256061553955,norm_proxy
pythia-410m,very_high,draw_3,12,8.371980667114258,0.5501085519790649,8.324922561645508,norm_proxy
pythia-410m,very_high,draw_3,13,13.879743576049805,2.5840890407562256,13.681669235229492,norm_proxy
pythia-410m,very_high,draw_3,14,10.521013259887695,1.2562488317489624,10.547506332397461,norm_proxy
pythia-410m,very_high,draw_3,15,10.523852348327637,1.0960675477981567,10.573592185974121,norm_proxy
pythia-410m,very_high,draw_3,16,14.207643508911133,1.366580843925476,14.257864952087402,norm_proxy
pythia-410m,very_high,draw_3,17,13.201972961425781,5.568399429321289,11.250326156616211,norm_proxy
pythia-410m,very_high,draw_3,18,13.988044738769531,2.9057157039642334,13.568120956420898,norm_proxy
pythia-410m,very_high,draw_3,19,25.600650787353516,3.9152119159698486,26.009639739990234,norm_proxy
pythia-410m,very_high,draw_3,20,16.77674674987793,7.912342548370361,14.14490795135498,norm_proxy
pythia-410m,very_high,draw_3,21,20.572643280029297,4.161353588104248,20.354455947875977,norm_proxy
pythia-410m,very_high,draw_3,22,21.134384155273438,2.2801661491394043,21.173311233520508,norm_proxy
pythia-410m,very_high,draw_3,23,48.258758544921875,5.025918483734131,47.93183135986328,norm_proxy
pythia-410m,control,draw_1,0,10.840904235839844,0.9442502856254578,10.646849632263184,norm_proxy
pythia-410m,control,draw_1,1,6.003335952758789,0.7037421464920044,5.884537220001221,norm_proxy
pythia-410m,control,draw_1,2,6.557297706604004,0.5098507404327393,6.471802711486816,norm_proxy
pythia-410m,control,draw_1,3,6.676718711853027,0.5070441961288452,6.605592250823975,norm_proxy
pythia-410m,control,draw_1,4,6.835903644561768,0.5264742374420166,6.792900562286377,norm_proxy
pythia-410m,control,draw_1,5,8.985495567321777,0.5588189959526062,8.930807113647461,norm_proxy
pythia-410m,control,draw_1,6,7.352438926696777,0.3572521209716797,7.3497138023376465,norm_proxy
pythia-410m,control,draw_1,7,8.162222862243652,0.47578164935112,8.173466682434082,norm_proxy
pythia-410m,control,draw_1,8,10.985824584960938,0.7986344695091248,10.953996658325195,norm_proxy
pythia-410m,control,draw_1,9,11.675735473632812,0.958673894405365,11.66673469543457,norm_proxy
pythia-410m,control,draw_1,10,10.226619720458984,0.8615102767944336,10.136174201965332,norm_proxy
pythia-410m,control,draw_1,11,10.323516845703125,0.6821663975715637,10.2674560546875,norm_proxy
pythia-410m,control,draw_1,12,8.431238174438477,0.5566738247871399,8.354413032531738,norm_proxy
pythia-410m,control,draw_1,13,14.032588005065918,2.7508769035339355,14.050625801086426,norm_proxy
pythia-410m,control,draw_1,14,10.577764511108398,1.3843384981155396,10.716934204101562,norm_proxy
pythia-410m,control,draw_1,15,10.646903038024902,1.1041045188903809,10.531909942626953,norm_proxy
pythia-410m,control,draw_1,16,13.933103561401367,1.2410271167755127,13.987188339233398,norm_proxy
pythia-410m,control,draw_1,17,13.163630485534668,4.6829986572265625,11.540926933288574,norm_proxy
pythia-410m,control,draw_1,18,14.373347282409668,3.207758903503418,13.809151649475098,norm_proxy
