model,band,draw,layer,mean_contribution,std_contribution,median_contribution,method
pythia-70m,very_high,draw_2,0,5.5148186683654785,0.4015502333641052,5.44817590713501,norm_proxy
pythia-70m,very_high,draw_2,1,4.857855319976807,0.971495509147644,4.624917984008789,norm_proxy
pythia-70m,very_high,draw_2,2,7.5594801902771,8.790522575378418,5.16928768157959,norm_proxy
pythia-70m,very_high,draw_2,3,8.414814949035645,1.0716476440429688,8.272374153137207,norm_proxy
pythia-70m,very_high,draw_2,4,13.705080032348633,6.053725719451904,12.366915702819824,norm_proxy
pythia-70m,very_high,draw_2,5,48.74904251098633,8.35543155670166,48.31594467163086,norm_proxy
pythia-70m,very_high,draw_3,0,5.577566146850586,0.38014769554138184,5.541674613952637,norm_proxy
pythia-70m,very_high,draw_3,1,4.7322235107421875,0.8829551935195923,4.611882209777832,norm_proxy
pythia-70m,very_high,draw_3,2,6.848848342895508,8.450261116027832,5.098616600036621,norm_proxy
pythia-70m,very_high,draw_3,3,8.394698143005371,0.9715020656585693,8.292244911193848,norm_proxy
pythia-70m,very_high,draw_3,4,13.406036376953125,5.706831455230713,12.371760368347168,norm_proxy
pythia-70m,very_high,draw_3,5,48.47785186767578,7.779605388641357,48.57108688354492,norm_proxy
pythia-70m,control,draw_1,0,5.698230266571045,0.4502909183502197,5.623293876647949,norm_proxy
pythia-70m,control,draw_1,1,4.730660915374756,0.8632044792175293,4.5725812911987305,norm_proxy
pythia-70m,control,draw_1,2,6.624174118041992,7.412964344024658,5.0834221839904785,norm_proxy
pythia-70m,control,draw_1,3,8.297113418579102,0.8715003132820129,8.175646781921387,norm_proxy
pythia-70m,control,draw_1,4,12.912951469421387,4.949422359466553,12.063000679016113,norm_proxy
pythia-70m,control,draw_1,5,48.180667877197266,7.7012434005737305,48.43074035644531,norm_proxy
pythia-70m,control,draw_2,0,5.666326999664307,0.522668182849884,5.57167911529541,norm_proxy
pythia-70m,control,draw_2,1,4.832776069641113,1.0915619134902954,4.631829261779785,norm_proxy
pythia-70m,control,draw_2,2,7.50786018371582,10.37024211883545,5.176036834716797,norm_proxy
pythia-70m,control,draw_2,3,8.405693054199219,1.0533933639526367,8.249896049499512,norm_proxy
pythia-70m,control,draw_2,4,13.467576026916504,6.739185333251953,12.01915454864502,norm_proxy
pythia-70m,control,draw_2,5,48.22418975830078,8.23930835723877,48.564456939697266,norm_proxy
pythia-70m,control,draw_3,0,5.7536211013793945,0.5437310934066772,5.691103458404541,norm_proxy
pythia-70m,control,draw_3,1,4.858935356140137,1.1265122890472412,4.591714859008789,norm_proxy
pythia-70m,control,draw_3,2,7.760772705078125,10.463532447814941,5.129611968994141,norm_proxy
pythia-70m,control,draw_3,3,8.519550323486328,1.1074692010879517,8.3193998336792,norm_proxy
pythia-70m,control,draw_3,4,13.786786079406738,6.879637718200684,12.279741287231445,norm_proxy
pythia-70m,control,draw_3,5,48.06718063354492,8.183981895446777,47.633636474609375,norm_proxy
pythia-160m,low,draw_1,0,9.9371919631958,0.7586443424224854,9.933947563171387,norm_proxy
pythia-160m,low,draw_1,1,5.511989116668701,0.740481436252594,5.504866600036621,norm_proxy
pythia-160m,low,draw_1,2,6.365787982940674,0.5121811628341675,6.364908218383789,norm_proxy
pythia-160m,low,draw_1,3,6.52361536026001,0.455470472574234,6.493625640869141,norm_proxy
pythia-160m,low,draw_1,4,6.879761695861816,0.3944703936576843,6.8567657470703125,norm_proxy
pythia-160m,low,draw_1,5,9.710309982299805,0.8289494514465332,9.627796173095703,norm_proxy
pythia-160m,low,draw_1,6,10.816819190979004,1.5186132192611694,10.671788215637207,norm_proxy
pythia-160m,low,draw_1,7,13.542520523071289,1.907373309135437,13.2582368850708,norm_proxy
pythia-160m,low,draw_1,8,24.77259063720703,5.830350875854492,24.930885314941406,norm_proxy
pythia-160m,low,draw_1,9,21.569400787353516,2.5989573001861572,21.72435188293457,norm_proxy
pythia-160m,low,draw_1,10,18.517669677734375,1.723258137702942,18.288652420043945,norm_proxy
pythia-160m,low,draw_1,11,89.6742172241211,11.913063049316406,89.22345733642578,norm_proxy
pythia-160m,low,draw_2,0,9.911301612854004,0.714693546295166,9.874176025390625,norm_proxy
pythia-160m,low,draw_2,1,5.4429097175598145,0.8152990937232971,5.486761569976807,norm_proxy
pythia-160m,low,draw_2,2,6.287543296813965,0.5656124949455261,6.3656439781188965,norm_proxy
pythia-160m,low,draw_2,3,6.607063293457031,0.5101815462112427,6.601602077484131,norm_proxy
pythia-160m,low,draw_2,4,6.956569194793701,0.40169060230255127,6.945204734802246,norm_proxy
pythia-160m,low,draw_2,5,9.720039367675781,0.7985556125640869,9.674118995666504,norm_proxy
pythia-160m,low,draw_2,6,10.764609336853027,1.6104387044906616,10.645984649658203,norm_proxy
pythia-160m,low,draw_2,7,13.545209884643555,1.966147780418396,13.263707160949707,norm_proxy
pythia-160m,low,draw_2,8,24.677480697631836,5.8341779708862305,24.47469139099121,norm_proxy
pythia-160m,low,draw_2,9,21.43901824951172,2.303255796432495,21.530536651611328,norm_proxy
pythia-160m,low,draw_2,10,18.46534538269043,1.5239684581756592,18.544803619384766,norm_proxy
pythia-160m,low,draw_2,11,88.4490737915039,10.593994140625,88.26705932617188,norm_proxy
pythia-160m,low,draw_3,0,9.799483299255371,0.7944004535675049,9.834925651550293,norm_proxy
pythia-160m,low,draw_3,1,5.437065124511719,0.7518517374992371,5.467105865478516,norm_proxy
pythia-160m,low,draw_3,2,6.380564212799072,0.5645705461502075,6.345823287963867,norm_proxy
pythia-160m,low,draw_3,3,6.569210529327393,0.4626851975917816,6.543369770050049,norm_proxy
pythia-160m,low,draw_3,4,6.913403511047363,0.40237849950790405,6.899683475494385,norm_proxy
pythia-160m,low,draw_3,5,9.70715045928955,0.8706305027008057,9.686761856079102,norm_proxy
pythia-160m,low,draw_3,6,10.644979476928711,1.5577521324157715,10.526239395141602,norm_proxy
pythia-160m,low,draw_3,7,13.286236763000488,1.8077003955841064,12.839034080505371,norm_proxy
pythia-160m,low,draw_3,8,24.055023193359375,5.982396602630615,24.247093200683594,norm_proxy
pythia-160m,low,draw_3,9,21.423309326171875,2.4891905784606934,21.73558807373047,norm_proxy
pythia-160m,low,draw_3,10,18.394935607910156,1.5526936054229736,18.19957733154297,norm_proxy
pythia-160m,low,draw_3,11,90.64655303955078,10.761296272277832,89.74223327636719,norm_proxy
pythia-160m,medium,draw_1,0,9.332768440246582,0.7209911346435547,9.358837127685547,norm_proxy
pythia-160m,medium,draw_1,1,5.3973846435546875,0.6965175867080688,5.369864463806152,norm_proxy
pythia-160m,medium,draw_1,2,6.360812187194824,0.5360692739486694,6.391265869140625,norm_proxy
pythia-160m,medium,draw_1,3,6.344109058380127,0.4054362177848816,6.364025115966797,norm_proxy
pythia-160m,medium,draw_1,4,6.823466777801514,0.4160909950733185,6.825667858123779,norm_proxy
pythia-160m,medium,draw_1,5,9.886876106262207,1.522316575050354,9.5906343460083,norm_proxy
pythia-160m,medium,draw_1,6,11.013461112976074,1.9384554624557495,10.851015090942383,norm_proxy
pythia-160m,medium,draw_1,7,13.945457458496094,2.185600757598877,13.737430572509766,norm_proxy
pythia-160m,medium,draw_1,8,23.740182876586914,6.781091213226318,24.175085067749023,norm_proxy
pythia-160m,medium,draw_1,9,21.264083862304688,3.112856864929199,21.67862892150879,norm_proxy
pythia-160m,medium,draw_1,10,19.11418342590332,1.8046393394470215,19.038311004638672,norm_proxy
pythia-160m,medium,draw_1,11,91.73944091796875,10.360238075256348,91.53369140625,norm_proxy
pythia-160m,medium,draw_2,0,9.278976440429688,0.6670430302619934,9.236091613769531,norm_proxy
pythia-160m,medium,draw_2,1,5.433319568634033,0.7764742970466614,5.396773338317871,norm_proxy
pythia-160m,medium,draw_2,2,6.327407360076904,0.5709985494613647,6.289004325866699,norm_proxy
pythia-160m,medium,draw_2,3,6.342520713806152,0.42530545592308044,6.369387626647949,norm_proxy
pythia-160m,medium,draw_2,4,6.805509090423584,0.3831943869590759,6.78671407699585,norm_proxy
pythia-160m,medium,draw_2,5,9.783759117126465,1.1871451139450073,9.64624309539795,norm_proxy
pythia-160m,medium,draw_2,6,10.847261428833008,1.8809494972229004,10.4292631149292,norm_proxy
pythia-160m,medium,draw_2,7,13.889750480651855,2.192054271697998,13.580517768859863,norm_proxy
pythia-160m,medium,draw_2,8,23.908594131469727,6.46295690536499,23.823665618896484,norm_proxy
pythia-160m,medium,draw_2,9,21.230487823486328,2.994795799255371,21.916109085083008,norm_proxy
pythia-160m,medium,draw_2,10,18.847488403320312,1.5775054693222046,18.827163696289062,norm_proxy
pythia-160m,medium,draw_2,11,93.05281829833984,10.659218788146973,92.34431457519531,norm_proxy
pythia-160m,medium,draw_3,0,9.278968811035156,0.6744753122329712,9.305867195129395,norm_proxy
pythia-160m,medium,draw_3,1,5.423722267150879,0.6869832873344421,5.3563456535339355,norm_proxy
pythia-160m,medium,draw_3,2,6.383190631866455,0.5334795713424683,6.387035369873047,norm_proxy
pythia-160m,medium,draw_3,3,6.39089822769165,0.43205931782722473,6.352146625518799,norm_proxy
pythia-160m,medium,draw_3,4,6.844689846038818,0.4032454490661621,6.812716484069824,norm_proxy
pythia-160m,medium,draw_3,5,9.975817680358887,1.19562828540802,9.772892951965332,norm_proxy
pythia-160m,medium,draw_3,6,11.122437477111816,1.7467100620269775,10.867280006408691,norm_proxy
pythia-160m,medium,draw_3,7,14.247218132019043,2.0422046184539795,14.122480392456055,norm_proxy
pythia-160m,medium,draw_3,8,24.37371253967285,6.070737361907959,24.648788452148438,norm_proxy
pythia-160m,medium,draw_3,9,21.604345321655273,2.760648250579834,21.972105026245117,norm_proxy
pythia-160m,medium,draw_3,10,19.01349449157715,1.6371887922286987,18.82563018798828,norm_proxy
pythia-160m,medium,draw_3,11,92.67340850830078,10.383834838867188,92.70664978027344,norm_proxy
pythia-160m,high,draw_1,0,8.636819839477539,0.6267079710960388,8.558517456054688,norm_proxy
pythia-160m,high,draw_1,1,5.287207126617432,0.5799248814582825,5.279212951660156,norm_proxy
pythia-160m,high,draw_1,2,6.282491207122803,0.5963329076766968,6.224367141723633,norm_proxy
pythia-160m,high,draw_1,3,6.184033393859863,0.4280650019645691,6.162224769592285,norm_proxy
pythia-160m,high,draw_1,4,6.809407711029053,0.42295360565185547,6.775329113006592,norm_proxy
pythia-160m,high,draw_1,5,10.291000366210938,2.3899612426757812,9.575730323791504,norm_proxy
pythia-160m,high,draw_1,6,10.97842025756836,2.2163312435150146,10.487957954406738,norm_proxy
pythia-160m,high,draw_1,7,14.955605506896973,2.6946403980255127,14.514567375183105,norm_proxy
pythia-160m,high,draw_1,8,22.83595848083496,6.02883768081665,22.0526065826416,norm_proxy
pythia-160m,high,draw_1,9,21.769899368286133,3.3325750827789307,21.973161697387695,norm_proxy
pythia-160m,high,draw_1,10,19.697269439697266,1.9592756032943726,19.648380279541016,norm_proxy
pythia-160m,high,draw_1,11,93.77330017089844,10.225845336914062,93.6153793334961,norm_proxy
pythia-160m,high,draw_2,0,8.56543254852295,0.5887777805328369,8.51415729522705,norm_proxy
pythia-160m,high,draw_2,1,5.298038005828857,0.6295453310012817,5.26683235168457,norm_proxy
pythia-160m,high,draw_2,2,6.295866966247559,0.6133931875228882,6.220306873321533,norm_proxy
pythia-160m,high,draw_2,3,6.20824670791626,0.47486042976379395,6.136791706085205,norm_proxy
pythia-160m,high,draw_2,4,6.792387008666992,0.41639968752861023,6.755285739898682,norm_proxy
pythia-160m,high,draw_2,5,9.991069793701172,1.54533052444458,9.694247245788574,norm_proxy
pythia-160m,high,draw_2,6,11.00245475769043,2.0717196464538574,10.784372329711914,norm_proxy
pythia-160m,high,draw_2,7,15.090956687927246,2.7901182174682617,14.833971977233887,norm_proxy
pythia-160m,high,draw_2,8,22.954193115234375,5.8728179931640625,22.907644271850586,norm_proxy
pythia-160m,high,draw_2,9,21.753036499023438,3.32729172706604,21.783554077148438,norm_proxy
pythia-160m,high,draw_2,10,19.66329574584961,1.7372936010360718,19.635730743408203,norm_proxy
pythia-160m,high,draw_2,11,94.16792297363281,9.85135269165039,93.56914520263672,norm_proxy
pythia-160m,high,draw_3,0,8.626758575439453,0.61077481508255,8.52293586730957,norm_proxy
pythia-160m,high,draw_3,1,5.305131435394287,0.6151091456413269,5.246870517730713,norm_proxy
pythia-160m,high,draw_3,2,6.349343299865723,0.6033291816711426,6.343660831451416,norm_proxy
pythia-160m,high,draw_3,3,6.177812576293945,0.4382787346839905,6.191271781921387,norm_proxy
pythia-160m,high,draw_3,4,6.840392589569092,0.43119969964027405,6.807980060577393,norm_proxy
pythia-160m,high,draw_3,5,10.235757827758789,1.974993109703064,9.757978439331055,norm_proxy
pythia-160m,high,draw_3,6,11.256958961486816,2.063755750656128,10.941498756408691,norm_proxy
pythia-160m,high,draw_3,7,15.134330749511719,2.6703059673309326,14.877386093139648,norm_proxy
pythia-160m,high,draw_3,8,23.103715896606445,5.98059606552124,23.55620765686035,norm_proxy
pythia-160m,high,draw_3,9,21.705425262451172,3.355768918991089,22.113252639770508,norm_proxy
pythia-160m,high,draw_3,10,19.7578067779541,1.8633861541748047,19.527164459228516,norm_proxy
pythia-160m,high,draw_3,11,93.83748626708984,10.436441421508789,92.77246856689453,norm_proxy
pythia-160m,very_high,draw_1,0,8.072009086608887,0.4352957308292389,8.059469223022461,norm_proxy
pythia-160m,very_high,draw_1,1,5.160537242889404,0.5641610026359558,5.166406154632568,norm_proxy
pythia-160m,very_high,draw_1,2,6.32001256942749,0.552342414855957,6.293141841888428,norm_proxy
pythia-160m,very_high,draw_1,3,6.145843982696533,0.47416436672210693,6.136542320251465,norm_proxy
pythia-160m,very_high,draw_1,4,6.767946720123291,0.44484755396842957,6.749760150909424,norm_proxy
pythia-160m,very_high,draw_1,5,10.278639793395996,2.3160364627838135,9.684629440307617,norm_proxy
pythia-160m,very_high,draw_1,6,11.107232093811035,2.1222500801086426,10.800724983215332,norm_proxy
pythia-160m,very_high,draw_1,7,15.582656860351562,2.8527023792266846,15.345250129699707,norm_proxy
pythia-160m,very_high,draw_1,8,21.941349029541016,5.290800094604492,22.0255126953125,norm_proxy
pythia-160m,very_high,draw_1,9,22.24844741821289,3.8523032665252686,22.267498016357422,norm_proxy
pythia-160m,very_high,draw_1,10,21.011913299560547,1.9568989276885986,20.9085750579834,norm_proxy
pythia-160m,very_high,draw_1,11,95.25706481933594,10.098910331726074,95.27294921875,norm_proxy
pythia-160m,very_high,draw_2,0,8.009228706359863,0.46276670694351196,7.950010299682617,norm_proxy
pythia-160m,very_high,draw_2,1,5.144075393676758,0.5741161704063416,5.101475238800049,norm_proxy
pythia-160m,very_high,draw_2,2,6.3379807472229,0.5439580082893372,6.316521167755127,norm_proxy
pythia-160m,very_high,draw_2,3,6.158272743225098,0.4584020674228668,6.096086025238037,norm_proxy
pythia-160m,very_high,draw_2,4,6.790445804595947,0.3977906107902527,6.746849060058594,norm_proxy
pythia-160m,very_high,draw_2,5,10.326171875,2.08099102973938,9.81496524810791,norm_proxy
pythia-160m,very_high,draw_2,6,11.373068809509277,2.1778085231781006,11.102231979370117,norm_proxy
pythia-160m,very_high,draw_2,7,15.857098579406738,2.9117186069488525,15.576388359069824,norm_proxy
pythia-160m,very_high,draw_2,8,21.77921485900879,4.945763111114502,21.558353424072266,norm_proxy
pythia-160m,very_high,draw_2,9,22.282529830932617,3.6730315685272217,22.53664207458496,norm_proxy
pythia-160m,very_high,draw_2,10,21.023828506469727,2.0227737426757812,20.91006088256836,norm_proxy
pythia-160m,very_high,draw_2,11,95.82850646972656,10.604691505432129,96.64336395263672,norm_proxy
pythia-160m,very_high,draw_3,0,8.06058406829834,0.42595142126083374,8.015030860900879,norm_proxy
pythia-160m,very_high,draw_3,1,5.144836902618408,0.6028746366500854,5.134337425231934,norm_proxy
pythia-160m,very_high,draw_3,2,6.319206714630127,0.5763373374938965,6.288451194763184,norm_proxy
pythia-160m,very_high,draw_3,3,6.107680320739746,0.4419809877872467,6.113645076751709,norm_proxy
pythia-160m,very_high,draw_3,4,6.771700382232666,0.425609827041626,6.7557196617126465,norm_proxy
pythia-160m,very_high,draw_3,5,10.08427906036377,1.5491254329681396,9.707270622253418,norm_proxy
pythia-160m,very_high,draw_3,6,10.981802940368652,1.985539197921753,10.880353927612305,norm_proxy
pythia-160m,very_high,draw_3,7,15.54743480682373,3.0606024265289307,15.260375022888184,norm_proxy
pythia-160m,very_high,draw_3,8,21.57039451599121,5.560069561004639,21.296382904052734,norm_proxy
pythia-160m,very_high,draw_3,9,21.721393585205078,3.917346715927124,21.92841911315918,norm_proxy
pythia-160m,very_high,draw_3,10,20.937074661254883,2.0002520084381104,20.9073429107666,norm_proxy
pythia-160m,very_high,draw_3,11,94.55305480957031,10.810575485229492,93.70567321777344,norm_proxy
pythia-160m,control,draw_1,0,8.26908016204834,0.5835053324699402,8.190611839294434,norm_proxy
pythia-160m,control,draw_1,1,5.16668176651001,0.5825133323669434,5.153360366821289,norm_proxy
pythia-160m,control,draw_1,2,6.320430755615234,0.5476760864257812,6.330318450927734,norm_proxy
pythia-160m,control,draw_1,3,6.1359710693359375,0.45239388942718506,6.080193042755127,norm_proxy
pythia-160m,control,draw_1,4,6.803248882293701,0.3909224271774292,6.774105072021484,norm_proxy
pythia-160m,control,draw_1,5,10.14823055267334,2.058803081512451,9.597640037536621,norm_proxy
pythia-160m,control,draw_1,6,11.019526481628418,2.124737024307251,10.572654724121094,norm_proxy
pythia-160m,control,draw_1,7,15.248892784118652,2.938802480697632,14.852128982543945,norm_proxy
pythia-160m,control,draw_1,8,21.73451805114746,5.328494548797607,21.089736938476562,norm_proxy
pythia-160m,control,draw_1,9,21.992286682128906,3.628262519836426,22.028993606567383,norm_proxy
pythia-160m,control,draw_1,10,20.526554107666016,2.1353065967559814,20.349443435668945,norm_proxy
pythia-160m,control,draw_1,11,94.4645767211914,10.1952543258667,94.31655883789062,norm_proxy
pythia-160m,control,draw_2,0,8.2374906539917,0.6677905321121216,8.082406997680664,norm_proxy
pythia-160m,control,draw_2,1,5.216371536254883,0.6343158483505249,5.203942775726318,norm_proxy
pythia-160m,control,draw_2,2,6.349940299987793,0.5735569000244141,6.298246383666992,norm_proxy
pythia-160m,control,draw_2,3,6.2001953125,0.4349505603313446,6.181701183319092,norm_proxy
pythia-160m,control,draw_2,4,6.783985614776611,0.40666669607162476,6.780450820922852,norm_proxy
pythia-160m,control,draw_2,5,10.293156623840332,2.3751180171966553,9.750776290893555,norm_proxy
pythia-160m,control,draw_2,6,10.842631340026855,2.1865811347961426,10.452388763427734,norm_proxy
pythia-160m,control,draw_2,7,15.031593322753906,2.777791738510132,14.675803184509277,norm_proxy
pythia-160m,control,draw_2,8,21.714824676513672,5.327683925628662,21.608078002929688,norm_proxy
pythia-160m,control,draw_2,9,22.05167579650879,3.8812472820281982,22.124948501586914,norm_proxy
pythia-160m,control,draw_2,10,20.774057388305664,2.116325855255127,20.51862907409668,norm_proxy
pythia-160m,control,draw_2,11,95.8099136352539,10.687098503112793,96.60728454589844,norm_proxy
pythia-160m,control,draw_3,0,8.258593559265137,0.695002555847168,8.107481956481934,norm_proxy
pythia-160m,control,draw_3,1,5.173890113830566,0.5868377685546875,5.201208591461182,norm_proxy
pythia-160m,control,draw_3,2,6.3228373527526855,0.5423049330711365,6.30443811416626,norm_proxy
pythia-160m,control,draw_3,3,6.147597789764404,0.4453427493572235,6.152651786804199,norm_proxy
pythia-160m,control,draw_3,4,6.796179294586182,0.38645100593566895,6.78622579574585,norm_proxy
pythia-160m,control,draw_3,5,10.006938934326172,1.6400229930877686,9.759119033813477,norm_proxy
pythia-160m,control,draw_3,6,11.188538551330566,2.050529956817627,10.867630004882812,norm_proxy
pythia-160m,control,draw_3,7,15.303260803222656,2.792710781097412,15.317359924316406,norm_proxy
pythia-160m,control,draw_3,8,22.111848831176758,5.746629238128662,21.490554809570312,norm_proxy
pythia-160m,control,draw_3,9,22.15916633605957,3.358445644378662,22.375001907348633,norm_proxy
pythia-160m,control,draw_3,10,20.542091369628906,2.0904510021209717,20.434730529785156,norm_proxy
pythia-160m,control,draw_3,11,96.63056182861328,10.076047897338867,96.19960021972656,norm_proxy
pythia-410m,low,draw_1,0,13.863417625427246,1.2721205949783325,13.84096622467041,norm_proxy
pythia-410m,low,draw_1,1,6.212213516235352,0.8362765908241272,6.049134731292725,norm_proxy
pythia-410m,low,draw_1,2,6.352479457855225,0.4971578121185303,6.3322834968566895,norm_proxy
pythia-410m,low,draw_1,3,6.2793965339660645,0.43850433826446533,6.191071510314941,norm_proxy
pythia-410m,low,draw_1,4,6.777769088745117,0.5226759910583496,6.774307727813721,norm_proxy
pythia-410m,low,draw_1,5,9.649531364440918,0.5789656043052673,9.658592224121094,norm_proxy
pythia-410m,low,draw_1,6,7.467938423156738,0.3547448217868805,7.476771354675293,norm_proxy
pythia-410m,low,draw_1,7,8.524163246154785,0.46340298652648926,8.498751640319824,norm_proxy
pythia-410m,low,draw_1,8,11.24108600616455,0.7830771803855896,11.208617210388184,norm_proxy
pythia-410m,low,draw_1,9,11.947607040405273,0.9653676152229309,11.949341773986816,norm_proxy
pythia-410m,low,draw_1,10,11.021591186523438,0.796349287033081,11.048809051513672,norm_proxy
pythia-410m,low,draw_1,11,11.053932189941406,0.7319418787956238,10.984604835510254,norm_proxy
pythia-410m,low,draw_1,12,8.825027465820312,0.5118280649185181,8.765205383300781,norm_proxy
pythia-410m,low,draw_1,13,14.764811515808105,2.426462173461914,14.957330703735352,norm_proxy
pythia-410m,low,draw_1,14,11.188706398010254,1.205207347869873,11.264253616333008,norm_proxy
pythia-410m,low,draw_1,15,11.32295036315918,1.186842918395996,11.249584197998047,norm_proxy
pythia-410m,low,draw_1,16,13.389835357666016,0.9760710000991821,13.318597793579102,norm_proxy
pythia-410m,low,draw_1,17,15.545639991760254,5.676723480224609,13.389324188232422,norm_proxy
pythia-410m,low,draw_1,18,15.712496757507324,4.212775230407715,15.128703117370605,norm_proxy
