model,threshold,n_edges,edge_frac,base_2way,circuit_2way,kl,ablated_2way,acdc_seconds,retention,selected
pythia-1.4b,0.01,63,0.0007817735090462363,0.9822222590446472,0.004,0.749,0.004,25054.0,0.004072398037375549,False
pythia-1.4b,0.0039810717055349,129,0.0016008736550799,0.9822222590446472,0.0666666701436042,0.4544500708580017,0.0044444445520639,25057.876624822617,0.0678733041627943,False
pythia-1.4b,0.0015848931924611,225,0.0027922214914185,0.9822222590446472,0.5111111402511597,0.3017381429672241,0.0044444445520639,25057.646853208546,0.5203620011099005,False
pythia-1.4b,0.0006309573444801,379,0.0047033419788783,0.9822222590446472,0.9466667175292968,0.1901779919862747,0.0044444445520639,25057.21569776535,0.9638009206287655,True
