model,threshold,n_edges,edge_frac,base_2way,circuit_2way,kl,ablated_2way,acdc_seconds,retention,selected
pythia-1.4b,0.0015848931924611134,225,0.0027922214914185726,0.9822222590446472,0.5111111402511597,0.3017381429672241,0.004444444552063942,25057.646853208542,0.5203620011099005,False
