model,draw,layer,mi_ksg,mi_probe,mi_fano,probe_accuracy
pythia-1.4b,draw_1,0,0.9956799563637833,0.867282031080159,0.49065888379084344,0.576
pythia-1.4b,draw_1,1,1.1026594983193168,0.9476347674275343,0.5463915061024367,0.5982222222222222
pythia-1.4b,draw_1,2,1.0675077316839698,0.978407578954561,0.5718499972921365,0.6079999999999999
pythia-1.4b,draw_1,3,1.047809234557742,0.9698822606709123,0.5625256670750165,0.6044444444444445
pythia-1.4b,draw_1,4,1.0139928705686427,0.9701800814036032,0.5532776202723237,0.6008888888888888
pythia-1.4b,draw_1,5,0.9145338832045499,0.978805708890268,0.5625256670750165,0.6044444444444445
pythia-1.4b,draw_1,6,0.9292350395317731,0.9066535772291868,0.5237455572175087,0.5893333333333333
pythia-1.4b,draw_1,7,0.7852505415861557,0.9398762333773942,0.5395480760233158,0.5955555555555556
pythia-1.4b,draw_1,8,0.8248284141471592,0.9981942273570406,0.6147602030261095,0.6239999999999999
pythia-1.4b,draw_1,9,0.7416836502613023,0.9567460373145611,0.597887250394538,0.6177777777777778
pythia-1.4b,draw_1,10,0.8524071151457913,0.9647123728461886,0.503767017177067,0.5813333333333334
pythia-1.4b,draw_1,11,0.9656006152373814,0.9911562393205084,0.5718499972921367,0.608
pythia-1.4b,draw_1,12,0.994961443273875,1.0361145109480063,0.5931099195702583,0.616
pythia-1.4b,draw_1,13,1.0138440654967944,1.0102758989888636,0.5671782818712814,0.6062222222222221
pythia-1.4b,draw_1,14,1.015735920107851,1.0515642553053521,0.6026838912273909,0.6195555555555555
pythia-1.4b,draw_1,15,1.0460428677326281,1.1159874414457147,0.6744278890830793,0.6453333333333333
pythia-1.4b,draw_1,16,1.0737334205154496,1.249282615882066,0.7996702297556166,0.6871111111111111
pythia-1.4b,draw_1,17,1.0754421800898202,1.227068211850027,0.7858034797271733,0.6826666666666668
pythia-1.4b,draw_1,18,1.0727261183808945,1.2834764728427708,0.8278024474228398,0.696
pythia-1.4b,draw_1,19,1.0880544026444607,1.3377868311090841,0.8622731337497493,0.7066666666666667
pythia-1.4b,draw_1,20,1.0814479444805087,1.3527519245452377,0.8916029808990065,0.7155555555555555
pythia-1.4b,draw_1,21,1.0950960307841926,1.3471562971651907,0.8916029808990065,0.7155555555555555
pythia-1.4b,draw_1,22,1.1228942855490804,1.351033721189635,0.9094690644915666,0.7208888888888889
pythia-1.4b,draw_1,23,1.0984440393270254,1.3315881814833963,0.9275391088798988,0.7262222222222222
pythia-1.4b,draw_2,0,0.9968355746137534,0.8654233696747033,0.427628598387938,0.5493333333333333
pythia-1.4b,draw_2,1,1.1501011254526234,0.9716844718173687,0.47771878274758217,0.5706666666666667
pythia-1.4b,draw_2,2,1.1609369235143085,0.9959545876308584,0.514819236391141,0.5857777777777777
pythia-1.4b,draw_2,3,1.1287067197395393,0.9614061502855029,0.47986382063603994,0.5715555555555556
pythia-1.4b,draw_2,4,1.0710645630650417,0.9904481880485527,0.5327472384616456,0.5928888888888888
pythia-1.4b,draw_2,5,0.9884925110936076,0.9565614915102336,0.48416786375401766,0.5733333333333334
pythia-1.4b,draw_2,6,0.9435105819956663,0.9895220916660972,0.5486821302094067,0.5991111111111111
pythia-1.4b,draw_2,7,0.8528054434561991,1.0036448065104782,0.5463915061024365,0.5982222222222221
pythia-1.4b,draw_2,8,0.877143224965987,0.9725359347874445,0.5125994083938079,0.5848888888888888
pythia-1.4b,draw_2,9,0.8328768532649412,0.9898127878411151,0.505968082599676,0.5822222222222223
pythia-1.4b,draw_2,10,0.8620620824778256,0.9865717295760565,0.5015706353150591,0.5804444444444444
pythia-1.4b,draw_2,11,1.0200012481269227,1.0287586146206271,0.5463915061024365,0.5982222222222221
pythia-1.4b,draw_2,12,1.0457153786914517,1.0390032277495198,0.597887250394538,0.6177777777777778
pythia-1.4b,draw_2,13,1.0165483144391154,1.03230895649038,0.5931099195702583,0.616
pythia-1.4b,draw_2,14,1.0263145609809168,1.127020178800013,0.6846494134590968,0.6488888888888888
pythia-1.4b,draw_2,15,1.0328042340833297,1.165580513394068,0.7184242167028141,0.6604444444444444
pythia-1.4b,draw_2,16,1.0694456686096236,1.1978746825322193,0.7343014911530927,0.6657777777777778
pythia-1.4b,draw_2,17,1.0604286431112224,1.219721697166608,0.7396348267662465,0.6675555555555556
pythia-1.4b,draw_2,18,1.0749577883597956,1.2625261534609413,0.7996702297556166,0.6871111111111111
pythia-1.4b,draw_2,19,1.1005935187954123,1.3335102160659744,0.8680947918630852,0.7084444444444445
pythia-1.4b,draw_2,20,1.1064988534271747,1.392216706998849,0.9245131684906893,0.7253333333333334
pythia-1.4b,draw_2,21,1.1239701118517973,1.3946437606705895,0.9245131684906889,0.7253333333333333
pythia-1.4b,draw_2,22,1.1414545853408553,1.3799293680076985,0.9305707825385141,0.727111111111111
pythia-1.4b,draw_2,23,1.121581445849575,1.3882787788101851,0.9581157949628456,0.735111111111111
pythia-1.4b,draw_3,0,0.9783713821323746,0.8254264286293382,0.4461002540601031,0.5573333333333335
pythia-1.4b,draw_3,1,1.112535385610387,0.9444405509205387,0.5350094573467001,0.5937777777777777
pythia-1.4b,draw_3,2,1.1091187079784366,1.031773738675805,0.583613052868293,0.6124444444444445
pythia-1.4b,draw_3,3,1.0541528860317206,1.0266703170303828,0.5883518648266879,0.6142222222222222
pythia-1.4b,draw_3,4,1.0140256160309797,1.0225800800918743,0.5718499972921367,0.608
pythia-1.4b,draw_3,5,0.9658161808405528,0.9864497849347178,0.555582493264811,0.6017777777777777
pythia-1.4b,draw_3,6,0.9387754684692741,1.00437074791444,0.5463915061024365,0.5982222222222221
pythia-1.4b,draw_3,7,0.8715758592423808,0.9517851006524041,0.5081738343822291,0.5831111111111111
pythia-1.4b,draw_3,8,0.8522914359890473,0.9584111721459871,0.5418244824188727,0.5964444444444444
pythia-1.4b,draw_3,9,0.7851923169341247,0.9537857817657307,0.5170437622852708,0.5866666666666667
pythia-1.4b,draw_3,10,0.8324336535551984,0.9299750329811936,0.4971919112439438,0.5786666666666667
pythia-1.4b,draw_3,11,0.988132731402647,1.0467415375444569,0.6269579780363441,0.6284444444444445
pythia-1.4b,draw_3,12,0.976674060876068,1.0422970291912428,0.6220642556776397,0.6266666666666667
pythia-1.4b,draw_3,13,0.9962198810260803,1.0204301873756672,0.6171900226695621,0.6248888888888888
pythia-1.4b,draw_3,14,1.0135322283257224,1.0404690517206545,0.6567317562789956,0.6391111111111112
pythia-1.4b,draw_3,15,1.013724608926194,1.1173369308663377,0.7503631912020101,0.671111111111111
pythia-1.4b,draw_3,16,1.0506659764752664,1.2037657664946815,0.8334932626970297,0.6977777777777778
pythia-1.4b,draw_3,17,1.0394428680987513,1.231503049406547,0.8478150546598939,0.7022222222222222
pythia-1.4b,draw_3,18,1.0504376641422275,1.3075881662663207,0.9034911584716889,0.7191111111111113
pythia-1.4b,draw_3,19,1.0571579805215507,1.3056551057661934,0.9154696318869797,0.7226666666666667
pythia-1.4b,draw_3,20,1.0611947857227373,1.3498008523317349,0.9829980794950626,0.7422222222222222
pythia-1.4b,draw_3,21,1.0758244207514578,1.3571728604042113,0.9861350369272417,0.7431111111111111
pythia-1.4b,draw_3,22,1.0775555771943768,1.366887196928416,0.9798670799288822,0.7413333333333332
pythia-1.4b,draw_3,23,1.034823779255225,1.3618005447193053,0.9955817916164125,0.7457777777777778
pythia-160m,draw_1,0,0.8520281723039772,0.8100554220181913,0.47557839742608876,0.5697777777777778
pythia-160m,draw_1,1,0.8701140217074878,0.8321346038512811,0.45862252970300377,0.5626666666666666
pythia-160m,draw_1,2,0.8232087465167854,0.8897249440681718,0.557892122983304,0.6026666666666666
pythia-160m,draw_1,3,0.8128055172984543,0.92631197572582,0.555582493264811,0.6017777777777777
pythia-160m,draw_1,4,0.8207207179363516,0.992067924756431,0.5812508527001228,0.6115555555555556
pythia-160m,draw_1,5,0.852576276342006,1.0203624913932727,0.6171900226695621,0.6248888888888888
pythia-160m,draw_1,6,0.9069508635451397,1.109997287802575,0.6949509913021563,0.6524444444444444
