model,draw,layer,mi_ksg,mi_probe,mi_fano,probe_accuracy
pythia-160m,draw_1,7,0.8953641612764079,1.1471012670609728,0.7263398917849633,0.663111111111111
pythia-160m,draw_1,8,0.720356153129779,1.1135058276915377,0.7001319179897094,0.6542222222222221
pythia-160m,draw_1,9,0.674625241966813,1.061099087871435,0.6074998766350845,0.6213333333333333
pythia-160m,draw_1,10,0.7511501808120834,0.9908678745406894,0.560206513037744,0.6035555555555556
pythia-160m,draw_1,11,0.7277970833194429,1.0376511353864477,0.6123352418285122,0.6231111111111111
pythia-160m,draw_2,0,0.8583340880206299,0.7671047692951316,0.3840436867418673,0.5297777777777777
pythia-160m,draw_2,1,0.8902140706544276,0.8282803231060303,0.4035797172294946,0.5386666666666666
pythia-160m,draw_2,2,0.8827148163319142,0.8272014138341555,0.38404368674186773,0.5297777777777778
pythia-160m,draw_2,3,0.7909548534733434,0.9024227394659936,0.48201351349336585,0.5724444444444444
pythia-160m,draw_2,4,0.8679887587008489,0.9634672555084727,0.5259889047405473,0.5902222222222222
pythia-160m,draw_2,5,0.862099466735807,0.9536548408173926,0.5486821302094065,0.599111111111111
pythia-160m,draw_2,6,0.9143517307182261,1.0549797356838502,0.6220642556776397,0.6266666666666667
pythia-160m,draw_2,7,0.9078608930782016,1.0649695757056081,0.6074998766350845,0.6213333333333333
pythia-160m,draw_2,8,0.7705963881383426,1.0190610287445767,0.5695117501102025,0.6071111111111112
pythia-160m,draw_2,9,0.7273174478116199,0.9484320715095258,0.5372764021058603,0.5946666666666667
pythia-160m,draw_2,10,0.7790037130862265,0.9575918796554475,0.5648495887791118,0.6053333333333334
pythia-160m,draw_2,11,0.7501774830304695,0.9980674437547319,0.6026838912273913,0.6195555555555556
pythia-160m,draw_3,0,0.8837672524749893,0.7445083470958558,0.4055585294219264,0.5395555555555556
pythia-160m,draw_3,1,0.86593474985131,0.8380760705527561,0.4481757376366502,0.5582222222222223
pythia-160m,draw_3,2,0.8291140516159218,0.8450299524923257,0.423574478756819,0.5475555555555556
pythia-160m,draw_3,3,0.8337455921155363,0.8984364534918992,0.4670633349055866,0.5662222222222222
pythia-160m,draw_3,4,0.8733248907839368,0.9526340293615347,0.5259889047405473,0.5902222222222222
pythia-160m,draw_3,5,0.8796100997883278,0.9944294342928301,0.6269579780363441,0.6284444444444445
pythia-160m,draw_3,6,0.9139391998795284,1.0346189002037918,0.6343351870990346,0.6311111111111112
pythia-160m,draw_3,7,0.8486719075175395,1.0615415155543797,0.6975389381689958,0.6533333333333333
pythia-160m,draw_3,8,0.7322549747803071,1.0932937931829931,0.6872172883447796,0.6497777777777778
pythia-160m,draw_3,9,0.6852435272337409,0.9722097164413697,0.5859800555557773,0.6133333333333334
pythia-160m,draw_3,10,0.7817890144745129,0.936086204497776,0.5532776202723237,0.6008888888888888
pythia-160m,draw_3,11,0.734788986327556,0.9880535642451909,0.6099151345325473,0.6222222222222222
pythia-1b,draw_1,0,1.1203560112455606,1.0042793526420764,0.597887250394538,0.6177777777777778
pythia-1b,draw_1,1,1.125527686200807,0.9384258745573888,0.5372764021058603,0.5946666666666667
pythia-1b,draw_1,2,1.0680806563849865,0.9580307035996976,0.5350094573467001,0.5937777777777777
pythia-1b,draw_1,3,1.0154259172742774,0.8711392038439021,0.4734426623021091,0.5688888888888889
pythia-1b,draw_1,4,0.9985711205282081,0.9118384611140535,0.4928318886638714,0.5768888888888889
pythia-1b,draw_1,5,1.0168133300940063,0.9829734588300376,0.5695117501102023,0.607111111111111
pythia-1b,draw_1,6,0.983519080470998,0.9861882055353417,0.5327472384616456,0.5928888888888888
pythia-1b,draw_1,7,0.9113403499516252,1.0241928169829864,0.5812508527001228,0.6115555555555556
pythia-1b,draw_1,8,0.8794492247375106,1.01645341762884,0.5395480760233158,0.5955555555555556
pythia-1b,draw_1,9,0.9151338964215296,1.0563754851123695,0.5555824932648112,0.6017777777777779
pythia-1b,draw_1,10,0.9613221295140122,0.9951151795093014,0.514819236391141,0.5857777777777777
pythia-1b,draw_1,11,1.0796636263380055,1.0892788648720666,0.6343351870990346,0.6311111111111112
pythia-1b,draw_1,12,1.121607485025194,1.1534413897309443,0.6975389381689958,0.6533333333333333
pythia-1b,draw_1,13,1.1509096385643247,1.2365895504806201,0.7913343381229796,0.6844444444444445
pythia-1b,draw_1,14,1.1515625822610067,1.238463093372502,0.7858034797271729,0.6826666666666666
pythia-1b,draw_1,15,1.0239297913381264,1.2691539247190267,0.8334932626970297,0.6977777777777778
pythia-1b,draw_2,0,1.1505468983091354,0.9446990708875802,0.47771878274758217,0.5706666666666667
pythia-1b,draw_2,1,1.168618830289527,0.9444368836854793,0.4993789342480264,0.5795555555555556
pythia-1b,draw_2,2,1.094634165275317,0.9437027958647171,0.4950095636042766,0.5777777777777777
pythia-1b,draw_2,3,1.070061242843522,0.9245349948729245,0.47344266230210885,0.5688888888888888
pythia-1b,draw_2,4,1.054322024363,0.9391156657261097,0.4820135134933661,0.5724444444444445
pythia-1b,draw_2,5,1.0016398384082008,0.9878741088073952,0.560206513037744,0.6035555555555556
pythia-1b,draw_2,6,0.9801181805548691,0.9665404438304046,0.5372764021058603,0.5946666666666667
pythia-1b,draw_2,7,0.947370142796143,0.991538254962991,0.5259889047405473,0.5902222222222222
pythia-1b,draw_2,8,0.9067848703453472,0.9717229387137045,0.48201351349336585,0.5724444444444444
pythia-1b,draw_2,9,0.9529968087885101,1.0074726073401783,0.5259889047405473,0.5902222222222222
pythia-1b,draw_2,10,0.9704313460042453,0.9352527690039822,0.4820135134933661,0.5724444444444445
pythia-1b,draw_2,11,1.095677137626816,1.0778828466511186,0.629412159525351,0.6293333333333333
pythia-1b,draw_2,12,1.1200308477550414,1.1660675294275693,0.7027299368466711,0.6551111111111111
pythia-1b,draw_2,13,1.1617618888847316,1.2813094285395317,0.7858034797271733,0.6826666666666668
pythia-1b,draw_2,14,1.1653004070724942,1.242615609304454,0.8024594537453398,0.688
pythia-1b,draw_2,15,1.0704822364597648,1.270451445942346,0.8164853966339378,0.6924444444444444
pythia-1b,draw_3,0,1.137856990921581,0.8859718031101855,0.4481757376366502,0.5582222222222223
pythia-1b,draw_3,1,1.1299644318554323,0.9201982160681879,0.48201351349336585,0.5724444444444444
pythia-1b,draw_3,2,1.0809854412971185,0.9476495696142488,0.5015706353150591,0.5804444444444444
pythia-1b,draw_3,3,1.0259155968638953,0.9124616621183699,0.5192729890458763,0.5875555555555556
pythia-1b,draw_3,4,1.055778531099417,0.9406913860706934,0.5170437622852708,0.5866666666666667
pythia-1b,draw_3,5,1.0911033825049579,0.9576742596602286,0.5372764021058603,0.5946666666666667
pythia-1b,draw_3,6,0.9810790510198959,0.9619166542103335,0.5463915061024367,0.5982222222222222
pythia-1b,draw_3,7,0.9555764385133731,0.9817959847114639,0.5509775004326936,0.6
pythia-1b,draw_3,8,0.9077964972883596,0.9691797733623584,0.5304897422019836,0.592
pythia-1b,draw_3,9,0.9426099470922173,1.0130096750456294,0.5327472384616458,0.5928888888888889
pythia-1b,draw_3,10,0.9753694178422467,0.9975413470971899,0.5883518648266879,0.6142222222222222
pythia-1b,draw_3,11,1.0874795922684557,1.0968075046009171,0.6846494134590968,0.6488888888888888
pythia-1b,draw_3,12,1.0939768864059447,1.1272953856079813,0.689790172348786,0.6506666666666666
pythia-1b,draw_3,13,1.112735481402982,1.211068473301589,0.7693369419050682,0.6773333333333332
pythia-1b,draw_3,14,1.1528272090856775,1.205010095114948,0.76388990296662,0.6755555555555557
pythia-1b,draw_3,15,1.0151877340216933,1.1914464585261944,0.7830459473921658,0.6817777777777777
pythia-410m,draw_1,0,0.868375788053639,0.7589136625628528,0.45025584351981873,0.5591111111111111
pythia-410m,draw_1,1,0.9611722476836083,0.796205553982483,0.4544299300601351,0.5608888888888888
pythia-410m,draw_1,2,0.9455076645379382,0.8075796790946268,0.4419631461602511,0.5555555555555556
pythia-410m,draw_1,3,0.9819025830274918,0.8645532429990168,0.48201351349336585,0.5724444444444444
pythia-410m,draw_1,4,0.8947111654354928,0.8406924088474628,0.4993789342480264,0.5795555555555556
pythia-410m,draw_1,5,0.8734501964810895,0.8250693633995936,0.49283188866387095,0.5768888888888888
pythia-410m,draw_1,6,0.8765252977927623,0.8313867152923109,0.4670633349055866,0.5662222222222222
pythia-410m,draw_1,7,0.8406694728532815,0.8385344433413442,0.45442993006013555,0.560888888888889
pythia-410m,draw_1,8,0.8037482949891706,0.842706931488022,0.45442993006013555,0.5608888888888889
pythia-410m,draw_1,9,0.7857067396202159,0.8245487316608959,0.42966256407980796,0.5502222222222223
pythia-410m,draw_1,10,0.8090226528484595,0.904529697003138,0.4993789342480264,0.5795555555555556
pythia-410m,draw_1,11,0.8558232426629427,0.9008338399933424,0.47557839742608854,0.5697777777777777
pythia-410m,draw_1,12,0.8248837080232015,0.9054254724490343,0.5259889047405477,0.5902222222222223
pythia-410m,draw_1,13,0.8089492951326341,0.9479916955886079,0.5125994083938079,0.5848888888888888
pythia-410m,draw_1,14,0.863037196400851,0.9159342570293987,0.4971919112439438,0.5786666666666667
pythia-410m,draw_1,15,0.8927979873114185,0.9158831348198033,0.48849054638647393,0.5751111111111111
pythia-410m,draw_1,16,0.9314981466948495,1.0109381776920525,0.5327472384616458,0.5928888888888889
pythia-410m,draw_1,17,0.8540096232433575,1.0327084184210327,0.5931099195702583,0.616
pythia-410m,draw_1,18,0.7793547133301619,1.1182285160623948,0.7001319179897099,0.6542222222222223
pythia-410m,draw_1,19,0.782215882176917,1.1616581167582727,0.7184242167028143,0.6604444444444445
pythia-410m,draw_1,20,0.7515831314158029,1.1920565555496887,0.7611741883850058,0.6746666666666666
pythia-410m,draw_1,21,0.7595218459052074,1.1964984305630049,0.7830459473921663,0.6817777777777778
pythia-410m,draw_1,22,0.8309142499230506,1.1955893968367475,0.7830459473921663,0.6817777777777778
pythia-410m,draw_1,23,0.9235047674016891,1.2057349350720794,0.7858034797271729,0.6826666666666666
pythia-410m,draw_2,0,0.8907300674082018,0.8074876448047832,0.3859766811530534,0.5306666666666666
pythia-410m,draw_2,1,0.9978624048857635,0.808624794800348,0.38985640153694834,0.5324444444444445
pythia-410m,draw_2,2,0.9700545836549019,0.830121433926752,0.4175278049095841,0.5448888888888889
pythia-410m,draw_2,3,1.0137005995716293,0.8445351272296029,0.4135196749562049,0.5431111111111112
pythia-410m,draw_2,4,0.9261554407130331,0.8229400409250471,0.39767079804983463,0.536
pythia-410m,draw_2,5,0.9282273151147373,0.8426609488339569,0.4055585294219264,0.5395555555555556
pythia-410m,draw_2,6,0.9179938998989879,0.8781934860442266,0.4135196749562047,0.5431111111111111
pythia-410m,draw_2,7,0.8741912207944945,0.8706811342865899,0.4135196749562049,0.5431111111111112
pythia-410m,draw_2,8,0.8710608117798873,0.8801151505311753,0.4440293908657289,0.5564444444444444
pythia-410m,draw_2,9,0.8808979122121102,0.878119770750168,0.4440293908657291,0.5564444444444445
pythia-410m,draw_2,10,0.8738253789964372,0.9141301228422931,0.4276285983879382,0.5493333333333335
pythia-410m,draw_2,11,0.8791374869126487,0.9192078963508863,0.45025584351981873,0.5591111111111111
pythia-410m,draw_2,12,0.8748802373810441,0.9484065407598092,0.5103842753578995,0.584
pythia-410m,draw_2,13,0.8695919216161605,0.9766500602154207,0.5304897422019836,0.592
pythia-410m,draw_2,14,0.9070763313536035,0.9763055723352934,0.5215069196770674,0.5884444444444445
pythia-410m,draw_2,15,0.9606660787284625,0.9603480385903065,0.5327472384616456,0.5928888888888888
pythia-410m,draw_2,16,0.9919332979982249,1.0380783803002056,0.6123352418285122,0.6231111111111111
pythia-410m,draw_2,17,0.884820649654431,1.0521672430730877,0.6220642556776397,0.6266666666666667
pythia-410m,draw_2,18,0.7948235347328085,1.1258070598481609,0.7131725260412265,0.6586666666666666
pythia-410m,draw_2,19,0.8170227744896635,1.1234884805218772,0.7105542892107339,0.6577777777777778
pythia-410m,draw_2,20,0.7837321593954302,1.160509843449839,0.7666108183283173,0.6764444444444445
pythia-410m,draw_2,21,0.7441441157067455,1.1648547378953982,0.7720682811908446,0.6782222222222222
pythia-410m,draw_2,22,0.8942457819321873,1.2043789906118523,0.8052539881310117,0.6888888888888889
pythia-410m,draw_2,23,1.0093662618028962,1.2216017508805002,0.8249651254866286,0.6951111111111111
pythia-410m,draw_3,0,0.8643203342379653,0.7732849872809509,0.4055585294219264,0.5395555555555556
pythia-410m,draw_3,1,0.9679842881737472,0.8227887553970401,0.42155432161618744,0.5466666666666666
pythia-410m,draw_3,2,0.945051939470297,0.8197504805153843,0.4357921045104427,0.5528888888888889
pythia-410m,draw_3,3,0.9673452978010697,0.811329442910816,0.4440293908657291,0.5564444444444445
pythia-410m,draw_3,4,0.923706476841845,0.8186414437287144,0.45862252970300377,0.5626666666666666
pythia-410m,draw_3,5,0.8839315406398356,0.8194522898404704,0.4628336589741271,0.5644444444444444
pythia-410m,draw_3,6,0.8715601633317501,0.8779579158657749,0.47986382063603994,0.5715555555555556
pythia-410m,draw_3,7,0.8583971013351112,0.8528360905145038,0.43784450479828774,0.5537777777777777
pythia-410m,draw_3,8,0.8662512465112426,0.8305428084970377,0.4255992371522528,0.5484444444444445
pythia-410m,draw_3,9,0.8375201530843387,0.8572160407193028,0.4357921045104427,0.5528888888888889
pythia-410m,draw_3,10,0.8842544045348362,0.8985021620061473,0.4691851333305961,0.5671111111111111
pythia-410m,draw_3,11,0.8343212135853141,0.8828120357634188,0.464946177522956,0.5653333333333334
pythia-410m,draw_3,12,0.8121044652617847,0.918015606197879,0.5081738343822289,0.583111111111111
pythia-410m,draw_3,13,0.828521392206118,0.9306408662051808,0.5463915061024367,0.5982222222222222
pythia-410m,draw_3,14,0.8735959197172657,0.8976389836802754,0.4971919112439438,0.5786666666666667
pythia-410m,draw_3,15,0.8901429007871754,0.9200704813276148,0.5441056246480929,0.5973333333333333
pythia-410m,draw_3,16,0.909131992628005,0.9749413130240392,0.6220642556776397,0.6266666666666667
pythia-410m,draw_3,17,0.8291342291518042,0.9680819675207541,0.6147602030261099,0.624
pythia-410m,draw_3,18,0.7594947394389984,1.0408440468061633,0.6846494134590968,0.6488888888888888
pythia-410m,draw_3,19,0.7757299255841534,1.1213420978652646,0.7913343381229794,0.6844444444444444
pythia-410m,draw_3,20,0.7180322576192818,1.1182453292950019,0.7830459473921663,0.6817777777777778
pythia-410m,draw_3,21,0.7478011644281646,1.132713246343576,0.7913343381229794,0.6844444444444444
pythia-410m,draw_3,22,0.8932109294869202,1.1568192341679397,0.7996702297556166,0.6871111111111111
pythia-410m,draw_3,23,0.9560582446372999,1.144488463170327,0.7802936691358451,0.6808888888888889
pythia-70m,draw_1,0,0.7587233504540193,0.780151149246519,0.4337443154486309,0.5519999999999999
pythia-70m,draw_1,1,0.5639947862009603,0.8336688166098649,0.4461002540601031,0.5573333333333335
pythia-70m,draw_1,2,0.5781844976919062,0.9260912092897806,0.5259889047405473,0.5902222222222222
pythia-70m,draw_1,3,0.5404564395705328,0.9674099614244831,0.5788934510259396,0.6106666666666667
pythia-70m,draw_1,4,0.6389767976664,0.9406435934326742,0.5602065130377438,0.6035555555555555
pythia-70m,draw_1,5,0.6717930566759502,0.8335458406538718,0.5015706353150591,0.5804444444444444
pythia-70m,draw_2,0,0.7286482597842364,0.754806418913097,0.32638678821862666,0.5022222222222222
pythia-70m,draw_2,1,0.6474657831164324,0.863826421373642,0.42966256407980796,0.5502222222222223
pythia-70m,draw_2,2,0.564034589715679,0.9353654682977333,0.503767017177067,0.5813333333333335
pythia-70m,draw_2,3,0.5292549305719405,0.8987171697662597,0.45862252970300377,0.5626666666666666
pythia-70m,draw_2,4,0.6201376798920485,0.8930190833419491,0.5015706353150591,0.5804444444444444
pythia-70m,draw_2,5,0.6262319294932264,0.8004600034467904,0.4035797172294946,0.5386666666666666
pythia-70m,draw_3,0,0.6879716270465801,0.7093996504112507,0.301785176902565,0.48977777777777776
pythia-70m,draw_3,1,0.5949467582806993,0.7932762049176789,0.3763574582789442,0.5262222222222223
pythia-70m,draw_3,2,0.5905792972704794,0.8962687525512347,0.47344266230210885,0.5688888888888888
pythia-70m,draw_3,3,0.5095399611648892,0.8996935519091549,0.49283188866387095,0.5768888888888888
pythia-70m,draw_3,4,0.6036137245503255,0.9077897167895763,0.521506919677067,0.5884444444444443
pythia-70m,draw_3,5,0.622091005563139,0.8189990421179236,0.4670633349055868,0.5662222222222223
