model,draw,layer,attn_mi,mlp_mi,mlp_advantage
pythia-410m,draw_3,14,0.8459984513220465,0.7006829391904823,-0.14531551213156424
pythia-410m,draw_3,15,0.9463118946807493,0.6025296653807589,-0.34378222929999036
pythia-410m,draw_3,16,0.8957895154590343,0.7458406316519867,-0.14994888380704763
pythia-410m,draw_3,17,1.0193715236340206,0.5242796302273974,-0.4950918934066232
pythia-410m,draw_3,18,0.841677842742727,0.4015814458176418,-0.4400963969250851
pythia-410m,draw_3,19,1.0462168799350946,0.2969844797074891,-0.7492324002276055
pythia-410m,draw_3,20,1.0368407225290868,0.3673408305022927,-0.669499892026794
pythia-410m,draw_3,21,0.7347604903592702,0.5358344894849439,-0.19892600087432621
pythia-410m,draw_3,22,0.7076344306949398,0.5327644401207315,-0.17486999057420827
pythia-410m,draw_3,23,0.9380108030376071,0.6872287309062878,-0.2507820721313193
pythia-1b,draw_1,0,1.4353319802036397,0.8706700682201982,-0.5646619119834415
pythia-1b,draw_1,1,1.1617865520107296,1.0069118112033038,-0.1548747408074258
pythia-1b,draw_1,2,1.2678214986654484,0.4764423657749655,-0.7913791328904829
pythia-1b,draw_1,3,0.7329778491687664,0.7384941624716628,0.0055163133028963696
pythia-1b,draw_1,4,0.8079681970664554,0.44436122654492644,-0.36360697052152896
pythia-1b,draw_1,5,1.0087842085434902,0.5913822338953271,-0.4174019746481631
pythia-1b,draw_1,6,0.8359832765781933,0.78281450444431,-0.05316877213388327
pythia-1b,draw_1,7,0.8002827355092679,0.6965987580447706,-0.10368397746449731
pythia-1b,draw_1,8,0.8147486924221755,0.6961800417215562,-0.11856865070061928
pythia-1b,draw_1,9,1.0122866803392832,0.6037895795380519,-0.40849710080123125
pythia-1b,draw_1,10,0.9350579107910293,0.6780643146453557,-0.25699359614567363
pythia-1b,draw_1,11,1.2414540706546202,0.7926156502547663,-0.4488384203998539
pythia-1b,draw_1,12,1.24643488195021,0.881221125039365,-0.365213756910845
pythia-1b,draw_1,13,1.2891804678367007,0.8667245334004341,-0.4224559344362666
pythia-1b,draw_1,14,1.206964455275388,0.8899451602665387,-0.3170192950088493
pythia-1b,draw_1,15,1.3892775173082106,0.8393797567956197,-0.5498977605125909
pythia-1b,draw_2,0,1.42159223118728,0.9006153430390776,-0.5209768881482023
pythia-1b,draw_2,1,1.15912057546676,1.0037767230584944,-0.15534385240826554
pythia-1b,draw_2,2,1.2585820783145107,0.5307965328934868,-0.7277855454210239
pythia-1b,draw_2,3,0.8034164017218143,0.7982106919358805,-0.005205709785933821
pythia-1b,draw_2,4,0.9161898316494574,0.46651940279969506,-0.4496704288497624
pythia-1b,draw_2,5,1.0238680739190023,0.583335488665696,-0.4405325852533063
pythia-1b,draw_2,6,0.8476768952672022,0.7068825908846098,-0.14079430438259244
pythia-1b,draw_2,7,0.8572020171243613,0.6552461057577696,-0.20195591136659163
pythia-1b,draw_2,8,0.7814588737007461,0.6847596673465278,-0.09669920635421825
pythia-1b,draw_2,9,1.0048304705472955,0.590547236114931,-0.4142832344323645
pythia-1b,draw_2,10,0.9553385527003565,0.6731395726412239,-0.2821989800591326
pythia-1b,draw_2,11,1.2528782753880408,0.8047416203365617,-0.44813665505147904
pythia-1b,draw_2,12,1.3199086171631598,0.838124260444498,-0.4817843567186618
pythia-1b,draw_2,13,1.3045934514816264,0.8757364171627345,-0.4288570343188919
pythia-1b,draw_2,14,1.1726263098009535,0.8914826093469195,-0.28114370045403403
pythia-1b,draw_2,15,1.4008457951395004,0.9033224617076459,-0.4975233334318545
pythia-1b,draw_3,0,1.4079660843699726,0.8694427851403025,-0.5385232992296701
pythia-1b,draw_3,1,1.1204045697775817,0.9770219097889546,-0.1433826599886271
pythia-1b,draw_3,2,1.257692887862721,0.5508511943861286,-0.7068416934765923
pythia-1b,draw_3,3,0.713119896030547,0.7644203636856389,0.051300467655091886
pythia-1b,draw_3,4,0.9160056549438159,0.4999248515181282,-0.4160808034256877
pythia-1b,draw_3,5,1.0119368793190584,0.6041716494329044,-0.40776522988615405
pythia-1b,draw_3,6,0.8507935525478209,0.732395419047849,-0.11839813349997186
pythia-1b,draw_3,7,0.8455681066272533,0.6789893657277238,-0.1665787408995295
pythia-1b,draw_3,8,0.8132775072457268,0.7349118325979049,-0.07836567464782185
pythia-1b,draw_3,9,0.9866795678093192,0.620843682942622,-0.36583588486669716
pythia-1b,draw_3,10,0.9251408636768966,0.6936764919597004,-0.23146437171719625
pythia-1b,draw_3,11,1.2540432878064496,0.8483133232440687,-0.40572996456238086
pythia-1b,draw_3,12,1.2218867152908228,0.8664025794946952,-0.3554841357961276
pythia-1b,draw_3,13,1.2767521859855593,0.9086161329230761,-0.3681360530624832
pythia-1b,draw_3,14,1.1672061895551893,0.9041935992133849,-0.26301259034180435
pythia-1b,draw_3,15,1.3854937995938827,0.8435659861300443,-0.5419278134638384
pythia-1.4b,draw_1,0,1.1484889618981036,0.8592059460715696,-0.28928301582653393
pythia-1.4b,draw_1,1,1.0468500541713104,0.846321342106315,-0.20052871206499534
pythia-1.4b,draw_1,2,1.1672537982684612,0.4627828279012324,-0.7044709703672288
pythia-1.4b,draw_1,3,1.13140827854317,0.8263694424988703,-0.3050388360442997
pythia-1.4b,draw_1,4,0.940156739149104,0.7661331752312004,-0.17402356391790363
pythia-1.4b,draw_1,5,0.8415781440687992,0.7827199650908644,-0.05885817897793477
pythia-1.4b,draw_1,6,0.8895012073988061,0.6829717795626011,-0.20652942783620498
pythia-1.4b,draw_1,7,0.7845235499792248,0.6301893744756072,-0.1543341755036176
pythia-1.4b,draw_1,8,0.8755860142801126,0.6970015999004836,-0.17858441437962902
pythia-1.4b,draw_1,9,0.7244303212081535,0.5942654776541584,-0.13016484355399516
pythia-1.4b,draw_1,10,0.6704725381269758,0.6234258168532839,-0.047046721273691916
pythia-1.4b,draw_1,11,0.9856579617988841,0.684702896281463,-0.3009550655174211
pythia-1.4b,draw_1,12,0.9771203125354484,0.8114082913229587,-0.16571202121248974
pythia-1.4b,draw_1,13,0.8944661447782093,0.8230085595188495,-0.07145758525935975
pythia-1.4b,draw_1,14,1.0450172358951408,0.7486726881719106,-0.29634454772323027
pythia-1.4b,draw_1,15,1.1436696007183433,0.8556071486250302,-0.28806245209331316
pythia-1.4b,draw_1,16,1.2499073075205662,0.750955861014537,-0.4989514465060292
pythia-1.4b,draw_1,17,1.1487670022299405,0.7682558741257721,-0.38051112810416843
pythia-1.4b,draw_1,18,1.1780623072589496,0.8225000962301461,-0.3555622110288035
pythia-1.4b,draw_1,19,1.3684401125632217,0.8028124143999846,-0.5656276981632371
pythia-1.4b,draw_1,20,1.2371028580238328,0.8987199407421709,-0.3383829172816619
pythia-1.4b,draw_1,21,1.3180446865737425,0.8593185152238757,-0.4587261713498668
pythia-1.4b,draw_1,22,1.0112580504012998,1.0054365574945276,-0.005821492906772141
pythia-1.4b,draw_1,23,1.1194560027014477,0.9563974140593712,-0.16305858864207656
pythia-1.4b,draw_2,0,1.1186798795025445,0.8798453354729799,-0.2388345440295646
pythia-1.4b,draw_2,1,1.0161692373589892,0.913083570007421,-0.10308566735156821
pythia-1.4b,draw_2,2,1.1488892731199314,0.43236622592423046,-0.7165230471957009
pythia-1.4b,draw_2,3,1.171864594184622,0.8362536958228004,-0.33561089836182156
pythia-1.4b,draw_2,4,0.9191112920382875,0.7284510520481905,-0.19066023999009696
pythia-1.4b,draw_2,5,0.8451034190448709,0.7772604817502511,-0.06784293729461977
pythia-1.4b,draw_2,6,0.8790012433024464,0.6323388970024343,-0.24666234630001216
pythia-1.4b,draw_2,7,0.8397629007126808,0.6161609169347427,-0.22360198377793805
pythia-1.4b,draw_2,8,0.8242989765313289,0.6580971643359522,-0.16620181219537666
pythia-1.4b,draw_2,9,0.7671291007498644,0.6491670397132587,-0.11796206103660567
pythia-1.4b,draw_2,10,0.6511483012613601,0.6012388439144569,-0.04990945734690322
pythia-1.4b,draw_2,11,1.059581552517167,0.7026928363203602,-0.35688871619680684
pythia-1.4b,draw_2,12,1.0565552124702025,0.8592119660556397,-0.1973432464145628
pythia-1.4b,draw_2,13,0.8348400710360038,0.8511060940534354,0.01626602301743163
pythia-1.4b,draw_2,14,1.0944990903657175,0.7807132310774888,-0.31378585928822866
pythia-1.4b,draw_2,15,1.1675742131215754,0.8778252289290489,-0.2897489841925265
pythia-1.4b,draw_2,16,1.2967254694050139,0.7514043594030716,-0.5453211100019423
pythia-1.4b,draw_2,17,1.1349051848939673,0.7811556178561672,-0.35374956703780014
pythia-1.4b,draw_2,18,1.227637123542682,0.7685960599295412,-0.4590410636131408
pythia-1.4b,draw_2,19,1.4196278852214994,0.7544076011600394,-0.66522028406146
pythia-1.4b,draw_2,20,1.2451171292026006,0.9293147552848556,-0.315802373917745
pythia-1.4b,draw_2,21,1.382340779962266,0.8725831612173135,-0.5097576187449525
pythia-1.4b,draw_2,22,1.0557576099657182,1.0375773133041186,-0.018180296661599593
pythia-1.4b,draw_2,23,1.1695870193173945,0.9424088538992914,-0.2271781654181031
pythia-1.4b,draw_3,0,1.0979877575807298,0.8587339272408757,-0.23925383033985403
pythia-1.4b,draw_3,1,1.0799363843143983,0.8645732997650089,-0.21536308454938946
pythia-1.4b,draw_3,2,1.2231049928006412,0.4632765773408459,-0.7598284154597954
pythia-1.4b,draw_3,3,1.153432768330407,0.8235680513348277,-0.3298647169955794
pythia-1.4b,draw_3,4,0.9482446193045091,0.7268807099693693,-0.22136390933513983
pythia-1.4b,draw_3,5,0.8457124436030046,0.7763633434912275,-0.06934910011177708
pythia-1.4b,draw_3,6,0.9273274482926596,0.661780500472173,-0.2655469478204866
pythia-1.4b,draw_3,7,0.8594532053554167,0.6240397134508041,-0.23541349190461258
pythia-1.4b,draw_3,8,0.8635361824533628,0.7047934235564745,-0.15874275889688838
pythia-1.4b,draw_3,9,0.755503678437787,0.6028419984312062,-0.15266168000658076
pythia-1.4b,draw_3,10,0.6540098614868046,0.6169817676989937,-0.03702809378781091
pythia-1.4b,draw_3,11,1.0377145475478409,0.7184798491829174,-0.31923469836492346
pythia-1.4b,draw_3,12,1.0129630523670892,0.8252298092740463,-0.18773324309304285
pythia-1.4b,draw_3,13,0.8716512596506114,0.7935452632159564,-0.07810599643465499
pythia-1.4b,draw_3,14,1.0198533277229265,0.757164684376642,-0.2626886433462845
pythia-1.4b,draw_3,15,1.1773666525727315,0.828893211433863,-0.3484734411388686
pythia-1.4b,draw_3,16,1.1897982670149045,0.7686889659111203,-0.4211093011037842
pythia-1.4b,draw_3,17,1.1347920464562737,0.7695746023576244,-0.3652174440986493
pythia-1.4b,draw_3,18,1.1966886091885869,0.7867335015273641,-0.4099551076612228
pythia-1.4b,draw_3,19,1.3948315154336535,0.7602821770436683,-0.6345493383899852
pythia-1.4b,draw_3,20,1.2437703798414053,0.8830651549646368,-0.3607052248767685
pythia-1.4b,draw_3,21,1.342623710384189,0.849830801777476,-0.4927929086067129
pythia-1.4b,draw_3,22,1.0352146733903342,0.9776497961063796,-0.05756487728395465
pythia-1.4b,draw_3,23,1.1381631791725844,0.9030181718180508,-0.2351450073545336
