model,draw,source_band,test_band,n_edges,accuracy,top5_accuracy,source_variant,test_variant
pythia-1.4b,draw_3,high,very_low,2121,0.7377777777777778,0.9333333333333332,matched,unmatched
pythia-1.4b,draw_3,high,low,2121,0.7155555555555555,0.9111111111111112,matched,matched
pythia-1.4b,draw_3,high,medium,2121,0.8311111111111111,0.9422222222222222,matched,matched
pythia-1.4b,draw_3,high,high,2121,0.8844444444444445,0.9866666666666668,matched,matched
pythia-1.4b,draw_3,high,very_high,2121,0.9555555555555556,0.9911111111111112,matched,matched
pythia-1.4b,draw_3,high,control,2121,0.92,0.9866666666666668,matched,matched
pythia-1.4b,draw_3,very_high,very_low,2108,0.5511111111111111,0.7911111111111111,matched,unmatched
pythia-1.4b,draw_3,very_high,low,2108,0.5333333333333333,0.8222222222222222,matched,matched
pythia-1.4b,draw_3,very_high,medium,2108,0.7555555555555555,0.9288888888888888,matched,matched
pythia-1.4b,draw_3,very_high,high,2108,0.88,0.9644444444444444,matched,matched
pythia-1.4b,draw_3,very_high,very_high,2108,0.9333333333333332,0.9822222222222222,matched,matched
pythia-1.4b,draw_3,very_high,control,2108,0.9155555555555556,0.9777777777777776,matched,matched
pythia-1.4b,draw_3,control,very_low,2006,0.7377777777777778,0.9111111111111112,matched,unmatched
pythia-1.4b,draw_3,control,low,2006,0.7377777777777778,0.9155555555555556,matched,matched
pythia-1.4b,draw_3,control,medium,2006,0.8666666666666667,0.9555555555555556,matched,matched
pythia-1.4b,draw_3,control,high,2006,0.8977777777777778,0.9688888888888888,matched,matched
pythia-1.4b,draw_3,control,very_high,2006,0.9466666666666668,0.9955555555555556,matched,matched
pythia-1.4b,draw_3,control,control,2006,0.9333333333333332,0.9822222222222222,matched,matched
