model,draw,source_band,test_band,n_edges,accuracy,top5_accuracy,source_variant,test_variant
pythia-410m,draw_1,very_low,very_low,3742,0.9466666666666668,0.9955555555555556,unmatched,unmatched
pythia-410m,draw_1,very_low,low,3742,0.9155555555555556,0.9733333333333334,unmatched,matched
pythia-410m,draw_1,very_low,medium,3742,0.9866666666666668,1.0,unmatched,matched
pythia-410m,draw_1,very_low,high,3742,0.96,0.9911111111111112,unmatched,matched
pythia-410m,draw_1,very_low,very_high,3742,0.9555555555555556,0.9777777777777776,unmatched,matched
pythia-410m,draw_1,very_low,control,3742,0.9555555555555556,0.9955555555555556,unmatched,matched
pythia-410m,draw_1,low,very_low,3957,0.9155555555555556,0.9777777777777776,matched,unmatched
pythia-410m,draw_1,low,low,3957,0.9377777777777778,0.9911111111111112,matched,matched
pythia-410m,draw_1,low,medium,3957,0.9866666666666668,1.0,matched,matched
pythia-410m,draw_1,low,high,3957,0.9733333333333334,0.9911111111111112,matched,matched
pythia-410m,draw_1,low,very_high,3957,0.9511111111111112,0.9866666666666668,matched,matched
pythia-410m,draw_1,low,control,3957,0.9644444444444444,0.9955555555555556,matched,matched
pythia-410m,draw_1,medium,very_low,3809,0.9333333333333332,0.9777777777777776,matched,unmatched
pythia-410m,draw_1,medium,low,3809,0.9155555555555556,0.9733333333333334,matched,matched
pythia-410m,draw_1,medium,medium,3809,0.9777777777777776,1.0,matched,matched
pythia-410m,draw_1,medium,high,3809,0.9733333333333334,0.9866666666666668,matched,matched
pythia-410m,draw_1,medium,very_high,3809,0.9555555555555556,0.9866666666666668,matched,matched
pythia-410m,draw_1,medium,control,3809,0.9555555555555556,0.9866666666666668,matched,matched
pythia-410m,draw_1,high,very_low,3480,0.8933333333333333,0.9733333333333334,matched,unmatched
pythia-410m,draw_1,high,low,3480,0.8977777777777778,0.9733333333333334,matched,matched
pythia-410m,draw_1,high,medium,3480,0.9688888888888888,1.0,matched,matched
pythia-410m,draw_1,high,high,3480,0.9688888888888888,0.9955555555555556,matched,matched
pythia-410m,draw_1,high,very_high,3480,0.9466666666666668,0.9911111111111112,matched,matched
pythia-410m,draw_1,high,control,3480,0.9511111111111112,0.9955555555555556,matched,matched
pythia-410m,draw_1,very_high,very_low,3131,0.7822222222222223,0.9511111111111112,matched,unmatched
pythia-410m,draw_1,very_high,low,3131,0.8622222222222222,0.9511111111111112,matched,matched
pythia-410m,draw_1,very_high,medium,3131,0.9688888888888888,0.9955555555555556,matched,matched
pythia-410m,draw_1,very_high,high,3131,0.96,0.9955555555555556,matched,matched
pythia-410m,draw_1,very_high,very_high,3131,0.9555555555555556,0.9866666666666668,matched,matched
pythia-410m,draw_1,very_high,control,3131,0.9466666666666668,0.9911111111111112,matched,matched
pythia-410m,draw_1,control,very_low,3425,0.8488888888888889,0.9644444444444444,matched,unmatched
pythia-410m,draw_1,control,low,3425,0.8711111111111111,0.96,matched,matched
pythia-410m,draw_1,control,medium,3425,0.9644444444444444,0.9955555555555556,matched,matched
pythia-410m,draw_1,control,high,3425,0.9688888888888888,0.9955555555555556,matched,matched
pythia-410m,draw_1,control,very_high,3425,0.9555555555555556,0.9822222222222222,matched,matched
pythia-410m,draw_1,control,control,3425,0.9644444444444444,0.9955555555555556,matched,matched
pythia-410m,draw_2,very_low,very_low,3819,0.92,0.9822222222222222,unmatched,unmatched
pythia-410m,draw_2,very_low,low,3819,0.92,0.9822222222222222,unmatched,matched
pythia-410m,draw_2,very_low,medium,3819,0.9555555555555556,0.9866666666666668,unmatched,matched
pythia-410m,draw_2,very_low,high,3819,0.9511111111111112,0.9955555555555556,unmatched,matched
pythia-410m,draw_2,very_low,very_high,3819,0.9022222222222224,0.96,unmatched,matched
pythia-410m,draw_2,very_low,control,3819,0.9022222222222224,0.9777777777777776,unmatched,matched
pythia-410m,draw_2,low,very_low,3848,0.9022222222222224,0.9733333333333334,matched,unmatched
pythia-410m,draw_2,low,low,3848,0.9422222222222222,0.9822222222222222,matched,matched
pythia-410m,draw_2,low,medium,3848,0.9733333333333334,0.9911111111111112,matched,matched
pythia-410m,draw_2,low,high,3848,0.9688888888888888,0.9911111111111112,matched,matched
pythia-410m,draw_2,low,very_high,3848,0.9377777777777778,0.9822222222222222,matched,matched
pythia-410m,draw_2,low,control,3848,0.9511111111111112,1.0,matched,matched
pythia-410m,draw_2,medium,very_low,3709,0.8844444444444445,0.9644444444444444,matched,unmatched
pythia-410m,draw_2,medium,low,3709,0.9288888888888888,0.9866666666666668,matched,matched
pythia-410m,draw_2,medium,medium,3709,0.9822222222222222,0.9955555555555556,matched,matched
pythia-410m,draw_2,medium,high,3709,0.9777777777777776,0.9911111111111112,matched,matched
pythia-410m,draw_2,medium,very_high,3709,0.9466666666666668,0.9911111111111112,matched,matched
pythia-410m,draw_2,medium,control,3709,0.9644444444444444,0.9911111111111112,matched,matched
pythia-410m,draw_2,high,very_low,3483,0.8622222222222222,0.9733333333333334,matched,unmatched
pythia-410m,draw_2,high,low,3483,0.9244444444444444,0.9866666666666668,matched,matched
pythia-410m,draw_2,high,medium,3483,0.9733333333333334,0.9955555555555556,matched,matched
pythia-410m,draw_2,high,high,3483,0.9555555555555556,0.9866666666666668,matched,matched
pythia-410m,draw_2,high,very_high,3483,0.9644444444444444,0.9911111111111112,matched,matched
pythia-410m,draw_2,high,control,3483,0.96,0.9955555555555556,matched,matched
pythia-410m,draw_2,very_high,very_low,3476,0.7911111111111111,0.9288888888888888,matched,unmatched
pythia-410m,draw_2,very_high,low,3476,0.8933333333333333,0.9688888888888888,matched,matched
pythia-410m,draw_2,very_high,medium,3476,0.9333333333333332,0.9911111111111112,matched,matched
pythia-410m,draw_2,very_high,high,3476,0.9644444444444444,0.9955555555555556,matched,matched
pythia-410m,draw_2,very_high,very_high,3476,0.9555555555555556,0.9866666666666668,matched,matched
pythia-410m,draw_2,very_high,control,3476,0.9644444444444444,0.9911111111111112,matched,matched
pythia-410m,draw_2,control,very_low,3317,0.8222222222222222,0.9555555555555556,matched,unmatched
pythia-410m,draw_2,control,low,3317,0.8977777777777778,0.9777777777777776,matched,matched
pythia-410m,draw_2,control,medium,3317,0.9511111111111112,0.9955555555555556,matched,matched
pythia-410m,draw_2,control,high,3317,0.9555555555555556,0.9866666666666668,matched,matched
pythia-410m,draw_2,control,very_high,3317,0.9466666666666668,0.9866666666666668,matched,matched
pythia-410m,draw_2,control,control,3317,0.9644444444444444,0.9955555555555556,matched,matched
pythia-410m,draw_3,very_low,very_low,3739,0.9422222222222222,0.9822222222222222,unmatched,unmatched
pythia-410m,draw_3,very_low,low,3739,0.9466666666666668,0.9911111111111112,unmatched,matched
pythia-410m,draw_3,very_low,medium,3739,0.9466666666666668,0.9866666666666668,unmatched,matched
pythia-410m,draw_3,very_low,high,3739,0.9555555555555556,0.9955555555555556,unmatched,matched
pythia-410m,draw_3,very_low,very_high,3739,0.9511111111111112,0.9822222222222222,unmatched,matched
pythia-410m,draw_3,very_low,control,3739,0.9644444444444444,0.9955555555555556,unmatched,matched
pythia-410m,draw_3,low,very_low,4122,0.9244444444444444,0.9777777777777776,matched,unmatched
pythia-410m,draw_3,low,low,4122,0.96,0.9955555555555556,matched,matched
pythia-410m,draw_3,low,medium,4122,0.9688888888888888,0.9955555555555556,matched,matched
pythia-410m,draw_3,low,high,4122,0.9911111111111112,1.0,matched,matched
pythia-410m,draw_3,low,very_high,4122,0.9644444444444444,0.9955555555555556,matched,matched
pythia-410m,draw_3,low,control,4122,0.9777777777777776,0.9955555555555556,matched,matched
pythia-410m,draw_3,medium,very_low,3920,0.9111111111111112,0.9644444444444444,matched,unmatched
pythia-410m,draw_3,medium,low,3920,0.9555555555555556,1.0,matched,matched
pythia-410m,draw_3,medium,medium,3920,0.9644444444444444,0.9955555555555556,matched,matched
pythia-410m,draw_3,medium,high,3920,0.9911111111111112,1.0,matched,matched
pythia-410m,draw_3,medium,very_high,3920,0.9466666666666668,0.9822222222222222,matched,matched
pythia-410m,draw_3,medium,control,3920,0.9555555555555556,0.9955555555555556,matched,matched
pythia-410m,draw_3,high,very_low,3379,0.8711111111111111,0.9644444444444444,matched,unmatched
pythia-410m,draw_3,high,low,3379,0.9111111111111112,0.9866666666666668,matched,matched
pythia-410m,draw_3,high,medium,3379,0.9555555555555556,0.9777777777777776,matched,matched
pythia-410m,draw_3,high,high,3379,0.9777777777777776,0.9955555555555556,matched,matched
pythia-410m,draw_3,high,very_high,3379,0.9466666666666668,0.9822222222222222,matched,matched
pythia-410m,draw_3,high,control,3379,0.9333333333333332,0.9955555555555556,matched,matched
pythia-410m,draw_3,very_high,very_low,3280,0.84,0.9288888888888888,matched,unmatched
pythia-410m,draw_3,very_high,low,3280,0.8355555555555556,0.9644444444444444,matched,matched
pythia-410m,draw_3,very_high,medium,3280,0.8844444444444445,0.9644444444444444,matched,matched
pythia-410m,draw_3,very_high,high,3280,0.9822222222222222,0.9955555555555556,matched,matched
pythia-410m,draw_3,very_high,very_high,3280,0.9777777777777776,0.9911111111111112,matched,matched
pythia-410m,draw_3,very_high,control,3280,0.9822222222222222,0.9955555555555556,matched,matched
pythia-410m,draw_3,control,very_low,3382,0.8488888888888889,0.96,matched,unmatched
pythia-410m,draw_3,control,low,3382,0.9244444444444444,0.9733333333333334,matched,matched
pythia-410m,draw_3,control,medium,3382,0.9377777777777778,0.9955555555555556,matched,matched
pythia-410m,draw_3,control,high,3382,0.9777777777777776,1.0,matched,matched
pythia-410m,draw_3,control,very_high,3382,0.9511111111111112,0.9955555555555556,matched,matched
pythia-410m,draw_3,control,control,3382,0.9777777777777776,0.9911111111111112,matched,matched
