model,draw,layer,neuron_idx,rank,f_stat,p_val,preferred_band,preferred_band_mean
pythia-1b,draw_1,5,7694,3,98.39976610417774,8.360258479663671e-72,low,-0.7607260346412659
pythia-1b,draw_1,5,1946,4,89.19487489024796,7.582221302042485e-66,low,0.24092072248458862
pythia-1b,draw_1,5,5808,5,86.16844678403217,7.418601537545748e-64,low,-0.20107537508010864
pythia-1b,draw_1,5,3546,6,85.15880251244086,3.4510604519102037e-63,very_high,-0.5429343581199646
pythia-1b,draw_1,5,1787,7,80.73205327942186,3.0658254316561544e-60,low,-0.5541169047355652
pythia-1b,draw_1,5,4098,8,80.1713700606931,7.286528078813491e-60,low,0.06588617712259293
pythia-1b,draw_1,5,1600,9,79.97091764479133,9.932867647149318e-60,low,-1.1157549619674683
pythia-1b,draw_1,5,1741,10,74.28612433919771,6.975924616212445e-56,very_high,-0.2602728605270386
pythia-1b,draw_1,5,4877,11,73.86549362476308,1.3507898497879446e-55,low,0.16036315262317657
pythia-1b,draw_1,5,5707,12,72.96746878707485,5.5512968065010674e-55,low,-0.35373929142951965
pythia-1b,draw_1,5,7616,13,71.55209697415096,5.1866148938396807e-54,very_high,-1.4787901639938354
pythia-1b,draw_1,5,5137,14,71.30067864391823,7.720952385199454e-54,low,0.15940700471401215
pythia-1b,draw_1,5,7341,15,70.93957041682249,1.3678895010668308e-53,low,0.7265075445175171
pythia-1b,draw_1,5,4080,16,65.53908866015506,7.591641413560347e-50,very_high,-1.4815168380737305
pythia-1b,draw_1,5,4035,17,64.84220601804729,2.3312864551814163e-49,low,0.6474763751029968
pythia-1b,draw_1,5,5473,18,61.64076419230895,4.1518121113521705e-47,low,-0.17731326818466187
pythia-1b,draw_1,5,8019,19,61.054135774720116,1.0785211038490655e-46,low,-1.9108376502990723
pythia-1b,draw_1,5,441,20,59.21647962175488,2.167620496583911e-45,low,-1.266555666923523
pythia-1b,draw_1,5,5745,21,57.859556034996785,2.0070288279545057e-44,low,1.0635584592819214
pythia-1b,draw_1,5,6619,22,57.57222699137399,3.218834064906885e-44,low,-0.2825615704059601
pythia-1b,draw_1,5,3608,23,57.492972813642076,3.6670181176405795e-44,very_high,-0.9258725047111511
pythia-1b,draw_1,5,7156,24,57.0238577110277,7.937424712802043e-44,low,-0.4013076722621918
pythia-1b,draw_1,5,4348,25,56.45712551818503,2.0203332125236303e-43,low,0.16992664337158203
pythia-1b,draw_1,5,2367,26,56.104693964998475,3.614663636876991e-43,very_high,0.17794600129127502
pythia-1b,draw_1,5,7171,27,51.83474694206213,4.355919401098865e-40,very_high,-1.5931341648101807
pythia-1b,draw_1,5,4108,28,51.721218536448156,5.266300150244734e-40,control,-1.0849248170852661
pythia-1b,draw_1,5,1332,29,51.709518947596855,5.370335797392235e-40,low,-0.656439483165741
pythia-1b,draw_1,5,2535,30,51.35082811427066,9.786035908715952e-40,low,-0.1633409559726715
pythia-1b,draw_1,5,1391,31,51.088533423400676,1.5182507028262533e-39,control,-1.1879627704620361
pythia-1b,draw_1,5,6240,32,50.86522620258894,2.207195178741513e-39,very_high,-1.5396491289138794
pythia-1b,draw_1,5,6781,33,50.56757888845899,3.635749365670461e-39,control,-0.7464660406112671
pythia-1b,draw_1,5,7327,34,50.40450401990755,4.779979844147034e-39,very_high,-0.07354512810707092
pythia-1b,draw_1,5,10,35,50.116956585275126,7.74630694949458e-39,very_high,-2.389549732208252
pythia-1b,draw_1,5,4299,36,50.055813445084624,8.584202832907532e-39,low,-0.9801490902900696
pythia-1b,draw_1,5,2504,37,49.28889566482682,3.1177415168032225e-38,low,-0.26960232853889465
pythia-1b,draw_1,5,1462,38,49.28782145962702,3.123385115201653e-38,low,0.16376926004886627
pythia-1b,draw_1,5,4977,39,49.147221870846856,3.957754293127468e-38,control,0.11473676562309265
pythia-1b,draw_1,5,2878,40,49.004888274167634,5.030161977820152e-38,low,-0.018852323293685913
pythia-1b,draw_1,5,716,41,48.819733950097614,6.872364604631108e-38,low,0.3159143030643463
pythia-1b,draw_1,5,5587,42,48.76244986823997,7.569197561833179e-38,low,0.5801572799682617
pythia-1b,draw_1,5,332,43,48.404243424733714,1.3851110589411964e-37,low,0.14885155856609344
pythia-1b,draw_1,5,7353,44,48.19670906451209,1.9663171900858637e-37,low,0.1454997956752777
pythia-1b,draw_1,5,133,45,48.16359961146787,2.0794020629318006e-37,low,0.43471699953079224
pythia-1b,draw_1,5,2746,46,48.12728541765817,2.2109380654235324e-37,very_high,-0.6404574513435364
pythia-1b,draw_1,5,7382,47,47.65731123658751,4.892957068346973e-37,very_high,-0.9609987139701843
pythia-1b,draw_1,5,6465,48,47.601201169868176,5.380107397250823e-37,low,-0.2322303056716919
pythia-1b,draw_1,5,7817,49,47.525166367304145,6.118684262290518e-37,very_high,-0.9539368748664856
pythia-1b,draw_1,6,3261,0,200.8946091332732,6.784339823670345e-130,very_high,0.3145280182361603
pythia-1b,draw_1,6,4724,1,125.5226711290668,1.4501506304270078e-88,very_high,-0.4899163246154785
pythia-1b,draw_1,6,853,2,121.00621872397015,7.48659527784703e-86,very_high,0.42703744769096375
pythia-1b,draw_1,6,4238,3,116.31861069540344,5.272580916817326e-83,low,-0.2115890234708786
pythia-1b,draw_1,6,4422,4,115.85059816136301,1.0189744733967701e-82,low,-0.4239560067653656
pythia-1b,draw_1,6,5486,5,100.97992173878175,1.8956808024963863e-73,very_high,-0.4267072081565857
pythia-1b,draw_1,6,2219,6,92.38284002235196,6.312371918003112e-68,low,0.2515745162963867
pythia-1b,draw_1,6,7086,7,90.40401711581312,1.2273777040198953e-66,low,-0.4217386841773987
pythia-1b,draw_1,6,3076,8,89.56982535654119,4.308204326203169e-66,very_high,-0.8441604375839233
pythia-1b,draw_1,6,1012,9,87.51750069793944,9.573116311141049e-65,low,-0.2299676388502121
pythia-1b,draw_1,6,512,10,83.86279114976534,2.4979688221952364e-62,very_high,0.13315561413764954
pythia-1b,draw_1,6,4526,11,82.73286445937043,1.4109012949488457e-61,low,-1.9457695484161377
pythia-1b,draw_1,6,2383,12,81.83690010405334,5.589063844541078e-61,low,0.4293961524963379
pythia-1b,draw_1,6,3024,13,78.57226501333552,8.668701647859825e-59,low,1.7248380184173584
pythia-1b,draw_1,6,5960,14,78.41864255994199,1.1003066422319942e-58,very_high,-0.19284389913082123
pythia-1b,draw_1,6,3288,15,76.1157686580993,3.972901622015497e-57,low,0.186187744140625
pythia-1b,draw_1,6,6389,16,75.22855463631699,1.5914778186586475e-56,very_high,-0.21925945580005646
pythia-1b,draw_1,6,823,17,74.90575965714844,2.6390048409625036e-56,low,-0.7260519862174988
pythia-1b,draw_1,6,2075,18,73.7876886980916,1.5265406193080592e-55,low,-0.13447831571102142
pythia-1b,draw_1,6,3754,19,73.33794658700923,3.097328299580894e-55,very_high,-0.9213718175888062
pythia-1b,draw_1,6,3591,20,72.89954341304296,6.178504706177169e-55,very_high,-1.2187156677246094
pythia-1b,draw_1,6,5868,21,70.69588104383793,2.0128283188855186e-53,very_high,-1.1294736862182617
pythia-1b,draw_1,6,7215,22,70.3898117227934,3.270877424612031e-53,low,0.30475401878356934
pythia-1b,draw_1,6,3389,23,69.81669610745553,8.127817647441377e-53,low,0.5509474873542786
pythia-1b,draw_1,6,3838,24,69.7505497926585,9.028985279667619e-53,control,-1.5632082223892212
pythia-1b,draw_1,6,4908,25,68.9953045117024,3.0034731556800593e-52,low,0.18632496893405914
pythia-1b,draw_1,6,6143,26,68.89907261184135,3.501162306249192e-52,low,0.7837302088737488
pythia-1b,draw_1,6,7553,27,67.72979443411879,2.2631886973789436e-51,low,0.07341810315847397
pythia-1b,draw_1,6,2969,28,67.67517479596829,2.46970783033647e-51,very_high,0.48995381593704224
pythia-1b,draw_1,6,1377,29,67.60652505992346,2.756260352471064e-51,low,-0.6822696924209595
pythia-1b,draw_1,6,4220,30,67.44621257387206,3.5619393619493595e-51,very_high,-0.3280951678752899
pythia-1b,draw_1,6,2919,31,67.35163024726229,4.1439490207033886e-51,low,0.4169943928718567
pythia-1b,draw_1,6,4757,32,66.48164151660968,1.6703303033023828e-50,low,0.3273767828941345
pythia-1b,draw_1,6,1913,33,66.2612400575173,2.379043134982778e-50,low,0.3048282861709595
pythia-1b,draw_1,6,4420,34,66.16193904398598,2.7902099181801847e-50,low,0.2358403205871582
pythia-1b,draw_1,6,360,35,66.0530481429119,3.32337716870318e-50,very_high,0.554326593875885
pythia-1b,draw_1,6,758,36,65.79987928408212,4.991528677787476e-50,low,-0.5840350389480591
pythia-1b,draw_1,6,6994,37,65.765408425555,5.275892659477102e-50,very_high,-0.876104474067688
pythia-1b,draw_1,6,471,38,63.642989067016714,1.615484639120162e-48,very_high,0.24845218658447266
pythia-1b,draw_1,6,2276,39,63.632585993021266,1.6428888029095833e-48,very_high,-1.0047492980957031
pythia-1b,draw_1,6,6541,40,63.27451191804748,2.932157324734802e-48,very_high,-0.04200633242726326
pythia-1b,draw_1,6,4770,41,63.272384558578366,2.942271059420554e-48,low,-0.37493714690208435
pythia-1b,draw_1,6,2576,42,63.040261736422885,4.2845479101012616e-48,very_high,-1.0135048627853394
pythia-1b,draw_1,6,2134,43,62.992400432029854,4.6299136543311164e-48,very_high,-0.5741289854049683
pythia-1b,draw_1,6,2337,44,62.64887944883378,8.07892752731826e-48,low,-0.17275302112102509
pythia-1b,draw_1,6,5345,45,61.83165132593601,3.0442315006649546e-47,very_high,-0.2058427631855011
pythia-1b,draw_1,6,5697,46,61.70309389023488,3.7516910942886013e-47,low,0.19051647186279297
pythia-1b,draw_1,6,1017,47,61.60498206504986,4.400547361832081e-47,control,0.24089738726615906
pythia-1b,draw_1,6,7941,48,61.4330307315087,5.820662650128364e-47,low,1.683618187904358
pythia-1b,draw_1,6,1971,49,61.095174407962034,1.0087953102931243e-46,very_high,-0.9866795539855957
pythia-1b,draw_1,7,219,0,137.13111636120922,2.105002002216937e-95,low,1.1638481616973877
pythia-1b,draw_1,7,7781,1,126.25960224735618,5.267405572308669e-89,low,-0.7468858361244202
pythia-1b,draw_1,7,3582,2,105.2270823814457,3.931078978095446e-76,very_high,-0.3761921226978302
pythia-1b,draw_1,7,8095,3,91.26270129721172,3.3798833958424374e-67,low,-0.6107364892959595
pythia-1b,draw_1,7,7144,4,91.029292813874,4.797521046088719e-67,low,-0.03465242683887482
pythia-1b,draw_1,7,2564,5,87.98512243014095,4.715742765947499e-65,low,0.7014318108558655
pythia-1b,draw_1,7,4275,6,84.37502300431488,1.1414881982729147e-62,very_high,-0.867169976234436
pythia-1b,draw_1,7,6150,7,81.93746887124665,4.7880829231064134e-61,low,-0.34257972240448
pythia-1b,draw_1,7,3237,8,80.47965501443936,4.5261182401782745e-60,low,0.7607971429824829
pythia-1b,draw_1,7,5909,9,79.39800548698102,2.4101539020779968e-59,low,0.30152201652526855
pythia-1b,draw_1,7,8108,10,76.644299268092,1.7408586594504573e-57,very_high,0.4401574730873108
pythia-1b,draw_1,7,6950,11,75.3679319800154,1.279451237493867e-56,very_high,-0.48509812355041504
pythia-1b,draw_1,7,4591,12,71.49809267633563,5.649217662052181e-54,low,0.4129398465156555
pythia-1b,draw_1,7,422,13,71.36818236850443,6.938527510144244e-54,very_high,-2.944777488708496
pythia-1b,draw_1,7,243,14,70.3820818813913,3.311248839598079e-53,low,0.7089349627494812
pythia-1b,draw_1,7,3150,15,68.26571928927507,9.61409635580669e-52,medium,0.5511371493339539
pythia-1b,draw_1,7,5159,16,67.92250265193651,1.663262412886641e-51,low,0.2216714471578598
pythia-1b,draw_1,7,3963,17,67.84151578737597,1.8930652283997294e-51,low,0.9665728211402893
pythia-1b,draw_1,7,5731,18,67.60891030679593,2.745766625113519e-51,low,1.5121662616729736
pythia-1b,draw_1,7,6345,19,67.29768912514253,4.517595026300818e-51,low,0.038830727338790894
pythia-1b,draw_1,7,4908,20,66.04312202694702,3.376785320118338e-50,low,-0.2035720944404602
pythia-1b,draw_1,7,2600,21,65.83139042793843,4.745032968375397e-50,low,0.405893474817276
pythia-1b,draw_1,7,2613,22,64.9102624760984,2.089146938759795e-49,very_high,-0.1589268296957016
pythia-1b,draw_1,7,6008,23,63.00314994456812,4.5499936276286287e-48,low,0.846539318561554
pythia-1b,draw_1,7,1148,24,62.81043234771434,6.217543687576786e-48,very_high,-1.898719310760498
pythia-1b,draw_1,7,209,25,62.78782497538947,6.449582113201194e-48,low,1.1208010911941528
pythia-1b,draw_1,7,5160,26,62.306037623505574,1.4089249544648115e-47,low,-0.48556044697761536
pythia-1b,draw_1,7,830,27,61.458689676028904,5.582687849545011e-47,low,0.2303895801305771
pythia-1b,draw_1,7,399,28,61.410017911566776,6.042727728406455e-47,medium,-1.0722155570983887
pythia-1b,draw_1,7,1048,29,61.211757228743856,8.343824196297254e-47,low,0.36005255579948425
pythia-1b,draw_1,7,4024,30,60.86326826251968,1.471865978749645e-46,very_high,-1.2992260456085205
pythia-1b,draw_1,7,4300,31,60.2700164845571,3.873091200319286e-46,low,0.6517394781112671
pythia-1b,draw_1,7,5626,32,58.941465240641314,3.4008326609692996e-45,control,-1.013555884361267
pythia-1b,draw_1,7,2357,33,58.412764339356414,8.091790401861061e-45,very_high,-1.6163455247879028
pythia-1b,draw_1,7,5758,34,57.98909949285581,1.622248459357962e-44,very_high,-0.7755477428436279
pythia-1b,draw_1,7,5917,35,57.66022099699006,2.7851955579243337e-44,low,1.539259672164917
pythia-1b,draw_1,7,3850,36,57.36223249957627,4.547092051139714e-44,very_high,-1.4600772857666016
pythia-1b,draw_1,7,5338,37,57.14452623759945,6.506873612816991e-44,low,0.05991344898939133
pythia-1b,draw_1,7,3446,38,56.8377475541941,1.0785765855761019e-43,very_high,-0.8534590601921082
pythia-1b,draw_1,7,3329,39,56.698512446619915,1.3568333069090812e-43,very_high,0.1978679597377777
pythia-1b,draw_1,7,5966,40,56.012862711139924,4.206679910235712e-43,very_high,-0.3802180588245392
pythia-1b,draw_1,7,139,41,55.64834955915516,7.683817192836865e-43,very_high,-1.514379858970642
pythia-1b,draw_1,7,7515,42,55.50610519606085,9.721853880703661e-43,low,0.7880101203918457
pythia-1b,draw_1,7,3068,43,55.46608232821823,1.0387339448201517e-42,low,0.46435990929603577
pythia-1b,draw_1,7,2606,44,55.46451752802721,1.0414265666940578e-42,low,-0.11701364815235138
pythia-1b,draw_1,7,4397,45,55.30533888742329,1.3552717490660912e-42,low,-2.7565425625653006e-05
pythia-1b,draw_1,7,3879,46,55.190805677811944,1.6382128809664922e-42,control,-0.41634657979011536
pythia-1b,draw_1,7,1793,47,53.30589772179277,3.7442168680045525e-41,low,-0.42014408111572266
pythia-1b,draw_1,7,4354,48,53.19348456666478,4.5147953222693035e-41,low,-0.3861525356769562
pythia-1b,draw_1,7,5079,49,52.91006931075297,7.238822355847331e-41,low,0.4664393365383148
pythia-1b,draw_1,8,1718,0,274.4337540489596,1.9816478824757224e-164,low,0.8391732573509216
pythia-1b,draw_1,8,7872,1,159.1840661508559,6.854737718544198e-108,low,0.7319920659065247
pythia-1b,draw_1,8,7932,2,122.57793098396648,8.449050864561488e-87,low,0.08470550179481506
pythia-1b,draw_1,8,3942,3,97.25784133691455,4.50334855957702e-71,low,-1.619506597518921
pythia-1b,draw_1,8,7671,4,89.05359305441003,9.383490872051675e-66,low,-0.2506559193134308
pythia-1b,draw_1,8,7046,5,85.45539116047654,2.1960681545264946e-63,very_high,0.752758264541626
pythia-1b,draw_1,8,7571,6,80.78546644723635,2.8233206140256323e-60,very_high,-0.7232547998428345
pythia-1b,draw_1,8,4330,7,79.31223579644235,2.7525125533889184e-59,low,-0.3072386682033539
pythia-1b,draw_1,8,6230,8,78.84588119191434,5.670366253248705e-59,very_high,-0.9856847524642944
pythia-1b,draw_1,8,6043,9,77.91662926261006,2.4001080821423074e-58,low,-0.9759377837181091
pythia-1b,draw_1,8,4499,10,74.15035650793354,8.633696368382002e-56,very_high,-1.4567234516143799
pythia-1b,draw_1,8,1928,11,73.66098750299255,1.8631018868419692e-55,low,0.11115631461143494
pythia-1b,draw_1,8,3061,12,73.536484920512,2.266170443173444e-55,low,-0.7552286386489868
pythia-1b,draw_1,8,619,13,71.381456217481,6.794282319083637e-54,very_high,-0.8696516752243042
pythia-1b,draw_1,8,7050,14,71.1611888164604,9.629119304880429e-54,low,0.4679583013057709
pythia-1b,draw_1,8,5834,15,69.65725127385724,1.047280425820426e-52,low,0.030204687267541885
pythia-1b,draw_1,8,3262,16,69.10313018432971,2.5294952690355034e-52,low,0.6142563223838806
pythia-1b,draw_1,8,3740,17,67.48240259436425,3.3615658752061165e-51,very_high,-0.08912308514118195
pythia-1b,draw_1,8,1692,18,66.1824490349966,2.699823401393408e-50,low,-0.6923103928565979
pythia-1b,draw_1,8,1698,19,65.05353911565517,1.6585626984820684e-49,control,-1.5850749015808105
pythia-1b,draw_1,8,7597,20,64.62200655373634,3.324722809190606e-49,very_high,-0.45460382103919983
pythia-1b,draw_1,8,6055,21,64.57990216971541,3.558304662629491e-49,low,-0.5565469264984131
pythia-1b,draw_1,8,8010,22,64.35375430899153,5.124886997969763e-49,low,0.013998383656144142
pythia-1b,draw_1,8,110,23,63.40408298476752,2.377513471981402e-48,very_high,-0.4189196825027466
pythia-1b,draw_1,8,6368,24,62.976422928205345,4.7513083825141215e-48,low,-0.5048879384994507
pythia-1b,draw_1,8,6826,25,61.470914989205696,5.472756480704243e-47,very_high,-1.0126218795776367
pythia-1b,draw_1,8,225,26,61.27239025960211,7.559638311471598e-47,very_high,0.0580422542989254
pythia-1b,draw_1,8,2038,27,60.292838447229464,3.731474016670808e-46,low,0.3520406186580658
pythia-1b,draw_1,8,5854,28,60.04984569507306,5.548537125361511e-46,low,0.01685328781604767
pythia-1b,draw_1,8,5565,29,59.66267174154685,1.0446078781169484e-45,control,-0.8568667769432068
pythia-1b,draw_1,8,1161,30,59.59672834009626,1.1635435363420522e-45,low,-0.19835801422595978
pythia-1b,draw_1,8,5264,31,59.234967583071146,2.1029998161681976e-45,control,-0.912372350692749
pythia-1b,draw_1,8,6879,32,59.103960867797916,2.6061124785903057e-45,very_high,-1.0717523097991943
pythia-1b,draw_1,8,1566,33,58.58310679241215,6.119161400253052e-45,low,0.1630999594926834
pythia-1b,draw_1,8,3815,34,58.52573080371304,6.722956944424354e-45,very_high,-0.42620307207107544
pythia-1b,draw_1,8,4044,35,58.34559777219153,9.034629615163634e-45,very_high,0.23781195282936096
pythia-1b,draw_1,8,5386,36,58.23764367381456,1.0786037563408281e-44,control,-1.1878979206085205
pythia-1b,draw_1,8,2423,37,57.337025043056826,4.739687676389991e-44,very_high,-0.3907664716243744
pythia-1b,draw_1,8,5994,38,56.32549428825209,2.5104704693765716e-43,very_high,-0.3798961043357849
pythia-1b,draw_1,8,1081,39,55.99072183952082,4.3633887864369346e-43,low,0.2395990937948227
pythia-1b,draw_1,8,7626,40,55.94503375219309,4.705490275917351e-43,very_high,-1.496002197265625
pythia-1b,draw_1,8,2050,41,55.18621161776644,1.6507214811488646e-42,very_high,-0.7899436354637146
pythia-1b,draw_1,8,508,42,54.7420397373796,3.445627184218408e-42,low,0.14278849959373474
pythia-1b,draw_1,8,3631,43,54.51081867718257,5.055884338258857e-42,low,1.4406852722167969
pythia-1b,draw_1,8,7675,44,54.20447968731476,8.406099024515223e-42,low,-1.8031035661697388
pythia-1b,draw_1,8,7001,45,53.98800896942787,1.2042966688138621e-41,low,-0.3096556067466736
pythia-1b,draw_1,8,6096,46,53.809605240785906,1.619894621983736e-41,low,0.4928182363510132
pythia-1b,draw_1,8,6254,47,53.30627952573241,3.741838052436055e-41,very_high,0.4420875310897827
pythia-1b,draw_1,8,3885,48,53.175684603354455,4.650612793409313e-41,low,1.7468582391738892
pythia-1b,draw_1,8,3428,49,53.13321882141255,4.991396842309113e-41,very_high,-1.774524450302124
pythia-1b,draw_1,9,7471,0,150.12354350159,7.754558618911544e-103,low,0.8177149891853333
pythia-1b,draw_1,9,4385,1,133.9582686998033,1.4907808621008917e-93,very_high,-0.10782506316900253
pythia-1b,draw_1,9,3177,2,119.56699767793552,5.560443239190668e-85,low,0.6427881121635437
pythia-1b,draw_1,9,7960,3,110.99218256086209,9.963494751904489e-80,very_high,0.9387615323066711
pythia-1b,draw_1,9,1993,4,103.79850007304695,3.1174431150259075e-75,very_high,-0.03378140181303024
pythia-1b,draw_1,9,7991,5,78.30371459784577,1.3152761514576708e-58,very_high,-0.3996520936489105
pythia-1b,draw_1,9,5033,6,77.75671954041565,3.077666249114032e-58,low,0.011149881407618523
pythia-1b,draw_1,9,1263,7,73.81964453368342,1.451742038020694e-55,very_high,-0.10951979458332062
pythia-1b,draw_1,9,318,8,70.89557535186229,1.466658118486899e-53,very_high,0.6630380749702454
pythia-1b,draw_1,9,4582,9,70.60751634619191,2.315606576721417e-53,very_high,0.03033355623483658
pythia-1b,draw_1,9,888,10,70.11318263877166,5.074494416254086e-53,low,-0.5260130763053894
pythia-1b,draw_1,9,5799,11,69.05416306038343,2.7346691828920583e-52,very_high,0.5084532499313354
pythia-1b,draw_1,9,3350,12,67.07190849720598,6.484875014356872e-51,low,-0.3334215581417084
pythia-1b,draw_1,9,5271,13,66.70417537890287,1.1689920602501738e-50,low,-0.4195426404476166
pythia-1b,draw_1,9,6684,14,62.52070237944485,9.945535391029662e-48,low,0.25338828563690186
pythia-1b,draw_1,9,1274,15,60.56240662793045,2.403675435802667e-46,very_high,2.9250683784484863
pythia-1b,draw_1,9,1185,16,59.43880735861404,1.5064841620727244e-45,low,-0.04353409260511398
pythia-1b,draw_1,9,3814,17,58.85682135175497,3.9067716408647396e-45,very_high,-0.8123977184295654
pythia-1b,draw_1,9,2091,18,57.82581796435883,2.1214513146772085e-44,very_high,-1.4536998271942139
pythia-1b,draw_1,9,4294,19,57.433473661072604,4.0441197304786615e-44,very_high,-0.5537030100822449
pythia-1b,draw_1,9,369,20,57.17145668401338,6.224644807047417e-44,low,-1.4339157342910767
pythia-1b,draw_1,9,3235,21,56.485587666054464,1.927660322835824e-43,very_high,-0.6248807311058044
pythia-1b,draw_1,9,4717,22,56.359524117611585,2.3733656410683298e-43,low,0.32837536931037903
pythia-1b,draw_1,9,5670,23,55.596672981043646,8.369332495755765e-43,very_high,-0.2508230209350586
pythia-1b,draw_1,9,2913,24,53.718408063060366,1.8850743298025298e-41,low,-1.2326122522354126
pythia-1b,draw_1,9,7322,25,53.142337794393654,4.916169013997879e-41,low,0.23293757438659668
pythia-1b,draw_1,9,7930,26,52.341408608525526,1.8687340954939685e-40,very_high,0.5495267510414124
pythia-1b,draw_1,9,7634,27,51.95243512402816,3.578177326724726e-40,very_high,-0.8121739625930786
pythia-1b,draw_1,9,5140,28,50.719422297018006,2.818353493861621e-39,very_high,-0.29170340299606323
pythia-1b,draw_1,9,4949,29,50.50719901750021,4.0233346314800233e-39,low,0.6824259161949158
pythia-1b,draw_1,9,2108,30,50.280882465751105,5.882274253708496e-39,low,0.1331501454114914
pythia-1b,draw_1,9,1741,31,49.43474890935239,2.439036578790444e-38,very_high,-1.712986707687378
pythia-1b,draw_1,9,2905,32,49.26225149872555,3.260786114298014e-38,low,0.6216227412223816
pythia-1b,draw_1,9,5487,33,48.85649816986217,6.459380398927515e-38,very_high,-0.9636613726615906
pythia-1b,draw_1,9,7550,34,48.52394117561713,1.1317751006424405e-37,very_high,-0.34323886036872864
pythia-1b,draw_1,9,7981,35,48.3116000066874,1.6195778476040724e-37,low,-0.3783997893333435
pythia-1b,draw_1,9,5517,36,48.01166686172039,2.687857804253264e-37,low,0.2383221536874771
pythia-1b,draw_1,9,1394,37,47.84666662685339,3.552349245677165e-37,low,-1.5557746887207031
pythia-1b,draw_1,9,815,38,46.68066590484042,2.558413988376468e-36,low,0.5580793023109436
pythia-1b,draw_1,9,999,39,46.00140586126605,8.105762081167381e-36,low,-0.029959851875901222
pythia-1b,draw_1,9,2141,40,45.95798234496554,8.726560544241927e-36,very_high,-0.7271683812141418
pythia-1b,draw_1,9,2869,41,45.82718165049625,1.0899485187087907e-35,very_high,0.01565236784517765
pythia-1b,draw_1,9,6390,42,45.724654986141246,1.2975399843049823e-35,low,0.18828311562538147
pythia-1b,draw_1,9,3538,43,45.08986037089866,3.822956380249297e-35,control,-0.3504768908023834
pythia-1b,draw_1,9,7164,44,44.668470275474235,7.84120554732857e-35,low,-0.00157801469322294
pythia-1b,draw_1,9,241,45,44.00387182615148,2.4388623807785826e-34,very_high,1.5587915182113647
pythia-1b,draw_1,9,7404,46,43.86888172038113,3.071827248491125e-34,very_high,0.602229118347168
pythia-1b,draw_1,9,1442,47,43.74123017653494,3.8211471468692383e-34,very_high,-0.7393870949745178
pythia-1b,draw_1,9,4392,48,43.45275468246325,6.2596279800058895e-34,low,-0.8462579250335693
pythia-1b,draw_1,9,4921,49,43.28600873143891,8.327808063743367e-34,low,0.36354947090148926
pythia-1b,draw_1,10,3055,0,259.37238322523547,9.608485597754933e-158,low,0.7296392321586609
pythia-1b,draw_1,10,5587,1,129.15104697922936,1.0080831661899072e-90,low,-0.5605144500732422
pythia-1b,draw_1,10,2106,2,112.87612785039481,6.8322561748622535e-81,control,2.0885963439941406
pythia-1b,draw_1,10,6307,3,104.3791055273681,1.3424981908702878e-75,very_high,0.10665752738714218
pythia-1b,draw_1,10,7665,4,101.13121631618048,1.519418923401348e-73,low,0.507740318775177
pythia-1b,draw_1,10,754,5,97.39578425359043,3.673486732159916e-71,medium,-0.32249975204467773
pythia-1b,draw_1,10,7432,6,93.00312161820746,2.4979787695201004e-68,very_high,-0.9260303378105164
pythia-1b,draw_1,10,5325,7,85.42746084284346,2.2915311629341876e-63,low,-0.5475194454193115
pythia-1b,draw_1,10,7436,8,83.35448383764874,5.439490599957257e-62,very_high,-1.1261799335479736
pythia-1b,draw_1,10,3431,9,80.7646831972402,2.915308508425538e-60,low,-3.0395936965942383
pythia-1b,draw_1,10,8144,10,78.57278100207611,8.661762894862459e-59,low,-1.4285314083099365
pythia-1b,draw_1,10,2942,11,76.51793642897087,2.1202681097546882e-57,very_high,-1.170896291732788
pythia-1b,draw_1,10,7637,12,75.4461349390237,1.1320389118595613e-56,very_high,-0.38510754704475403
pythia-1b,draw_1,10,4932,13,72.77232743424945,7.550484066224656e-55,low,-0.8061766028404236
pythia-1b,draw_1,10,73,14,72.55465172484968,1.0643021607911942e-54,very_high,-1.103510856628418
pythia-1b,draw_1,10,4672,15,71.82673149068162,3.359527482469993e-54,very_high,-0.5599229335784912
pythia-1b,draw_1,10,1576,16,69.38920682923833,1.6041463865254623e-52,low,0.2983838617801666
pythia-1b,draw_1,10,3782,17,69.35239164139362,1.700939283907787e-52,very_high,-0.010671848431229591
pythia-1b,draw_1,10,3612,18,68.68368456839089,4.93532781076532e-52,low,-0.3308184742927551
pythia-1b,draw_1,10,765,19,68.6340444114979,5.341857572987211e-52,low,-1.216551423072815
pythia-1b,draw_1,10,6291,20,68.369920537232,8.141042516121148e-52,very_high,-0.15909850597381592
pythia-1b,draw_1,10,6230,21,67.34317505737668,4.2004032750887117e-51,very_high,-0.8496198058128357
pythia-1b,draw_1,10,6888,22,65.4844159108037,8.289507484333692e-50,very_high,-0.37745288014411926
pythia-1b,draw_1,10,7949,23,64.96967405802305,1.898451395818251e-49,medium,-1.6517366170883179
pythia-1b,draw_1,10,194,24,64.67944245581816,3.0306511022030713e-49,very_high,-0.7028613090515137
pythia-1b,draw_1,10,2670,25,63.797694944819845,1.2580239998043968e-48,low,-0.2275831401348114
pythia-1b,draw_1,10,5737,26,61.99644715723003,2.3291373114190117e-47,control,1.8249022960662842
pythia-1b,draw_1,10,4022,27,61.34996767260089,6.662984040605987e-47,low,-1.0695604085922241
pythia-1b,draw_1,10,2860,28,61.21685527100263,8.274863471659236e-47,very_high,-0.98748779296875
