model,draw,band,layer,mean_norm,std_norm,median_norm
pythia-160m,draw_3,low,11,90.42516326904297,10.769501686096191,89.36274719238281
pythia-160m,draw_3,medium,0,9.278968811035156,0.6744753122329712,9.305867195129395
pythia-160m,draw_3,medium,1,5.446673393249512,0.6877599358558655,5.381704807281494
pythia-160m,draw_3,medium,2,6.407087802886963,0.5371755957603455,6.420032024383545
pythia-160m,draw_3,medium,3,6.392175674438477,0.447073370218277,6.356627464294434
pythia-160m,draw_3,medium,4,6.853622913360596,0.4094141721725464,6.829951286315918
pythia-160m,draw_3,medium,5,9.987176895141602,1.197847843170166,9.771126747131348
pythia-160m,draw_3,medium,6,11.100696563720703,1.760917067527771,10.89009952545166
pythia-160m,draw_3,medium,7,14.231180191040039,2.032627582550049,14.133727073669434
pythia-160m,draw_3,medium,8,24.348047256469727,6.039811611175537,24.162988662719727
pythia-160m,draw_3,medium,9,21.55065155029297,2.7222113609313965,21.89659309387207
pythia-160m,draw_3,medium,10,18.98052978515625,1.6584848165512085,18.91263198852539
pythia-160m,draw_3,medium,11,92.38331604003906,10.352677345275879,91.94441223144531
pythia-160m,draw_3,high,0,8.626758575439453,0.61077481508255,8.52293586730957
pythia-160m,draw_3,high,1,5.312294006347656,0.6113642454147339,5.256639003753662
pythia-160m,draw_3,high,2,6.353515148162842,0.6061986684799194,6.383886814117432
pythia-160m,draw_3,high,3,6.176865100860596,0.4431295692920685,6.147777557373047
pythia-160m,draw_3,high,4,6.829113483428955,0.42838647961616516,6.8040666580200195
pythia-160m,draw_3,high,5,10.18625259399414,1.8660094738006592,9.761889457702637
pythia-160m,draw_3,high,6,11.167202949523926,2.045197010040283,10.889920234680176
pythia-160m,draw_3,high,7,15.000699996948242,2.6553056240081787,14.758140563964844
pythia-160m,draw_3,high,8,22.889392852783203,5.895367622375488,22.98082733154297
pythia-160m,draw_3,high,9,21.624385833740234,3.3378965854644775,21.926837921142578
pythia-160m,draw_3,high,10,19.729887008666992,1.891953706741333,19.426801681518555
pythia-160m,draw_3,high,11,93.73703002929688,10.364182472229004,92.70889282226562
pythia-160m,draw_3,very_high,0,8.06058406829834,0.42595142126083374,8.015030860900879
pythia-160m,draw_3,very_high,1,5.221522808074951,0.6078205704689026,5.2234787940979
pythia-160m,draw_3,very_high,2,6.3513102531433105,0.5749041438102722,6.311319828033447
pythia-160m,draw_3,very_high,3,6.123331069946289,0.44329309463500977,6.119215965270996
pythia-160m,draw_3,very_high,4,6.778796672821045,0.43314850330352783,6.768768310546875
pythia-160m,draw_3,very_high,5,10.05794906616211,1.5568722486495972,9.676846504211426
pythia-160m,draw_3,very_high,6,10.871721267700195,2.022495985031128,10.646872520446777
pythia-160m,draw_3,very_high,7,15.360611915588379,3.1110239028930664,15.082653045654297
pythia-160m,draw_3,very_high,8,21.281749725341797,5.610302925109863,20.595626831054688
pythia-160m,draw_3,very_high,9,21.49293327331543,3.944791316986084,21.624719619750977
pythia-160m,draw_3,very_high,10,20.854467391967773,1.9925397634506226,20.791427612304688
pythia-160m,draw_3,very_high,11,95.06092834472656,11.070070266723633,94.87837219238281
pythia-160m,draw_3,control,0,8.258593559265137,0.695002555847168,8.107481956481934
pythia-160m,draw_3,control,1,5.233020782470703,0.6001141667366028,5.244081020355225
pythia-160m,draw_3,control,2,6.333644390106201,0.5411183834075928,6.320052146911621
pythia-160m,draw_3,control,3,6.145787715911865,0.4508381485939026,6.109180927276611
pythia-160m,draw_3,control,4,6.790103435516357,0.3872116208076477,6.777775287628174
pythia-160m,draw_3,control,5,9.925346374511719,1.690948247909546,9.60490608215332
pythia-160m,draw_3,control,6,11.036181449890137,2.058574676513672,10.771706581115723
pythia-160m,draw_3,control,7,15.149975776672363,2.7778570652008057,15.244003295898438
pythia-160m,draw_3,control,8,21.879838943481445,5.751086711883545,21.54458999633789
pythia-160m,draw_3,control,9,21.955093383789062,3.361307144165039,22.25110626220703
pythia-160m,draw_3,control,10,20.5140323638916,2.082521677017212,20.373828887939453
pythia-160m,draw_3,control,11,96.32925415039062,10.081100463867188,96.38838195800781
pythia-410m,draw_1,low,0,13.863417625427246,1.2721205949783325,13.84096622467041
pythia-410m,draw_1,low,1,6.214273452758789,0.8236766457557678,6.085597038269043
pythia-410m,draw_1,low,2,6.380897521972656,0.5004726052284241,6.36659574508667
pythia-410m,draw_1,low,3,6.285727024078369,0.4395599663257599,6.239680290222168
pythia-410m,draw_1,low,4,6.799577713012695,0.5424913167953491,6.812601566314697
pythia-410m,draw_1,low,5,9.668109893798828,0.5809319019317627,9.656364440917969
pythia-410m,draw_1,low,6,7.50213098526001,0.3683241009712219,7.520427703857422
pythia-410m,draw_1,low,7,8.440872192382812,0.46751508116722107,8.429161071777344
pythia-410m,draw_1,low,8,11.090310096740723,0.8122107982635498,11.074808120727539
pythia-410m,draw_1,low,9,11.87773609161377,0.9405190348625183,11.889365196228027
pythia-410m,draw_1,low,10,11.10986328125,0.7999416589736938,11.108377456665039
pythia-410m,draw_1,low,11,11.120037078857422,0.7338976860046387,11.111120223999023
pythia-410m,draw_1,low,12,8.823914527893066,0.5207995772361755,8.765210151672363
pythia-410m,draw_1,low,13,14.867961883544922,2.4102942943573,15.148326873779297
pythia-410m,draw_1,low,14,11.194342613220215,1.1849416494369507,11.267906188964844
pythia-410m,draw_1,low,15,11.260437965393066,1.2035226821899414,11.14354133605957
pythia-410m,draw_1,low,16,13.387822151184082,0.9736515879631042,13.311381340026855
pythia-410m,draw_1,low,17,15.465815544128418,5.611189842224121,13.196930885314941
pythia-410m,draw_1,low,18,15.700486183166504,4.193423271179199,15.053446769714355
pythia-410m,draw_1,low,19,25.472408294677734,3.3744072914123535,25.591861724853516
pythia-410m,draw_1,low,20,16.14040184020996,6.628098964691162,14.046085357666016
pythia-410m,draw_1,low,21,20.41620635986328,2.917024612426758,20.307865142822266
pythia-410m,draw_1,low,22,22.263423919677734,2.9309561252593994,21.931270599365234
pythia-410m,draw_1,low,23,45.918190002441406,4.087984561920166,45.93232345581055
pythia-410m,draw_1,medium,0,12.596757888793945,1.1379340887069702,12.560795783996582
pythia-410m,draw_1,medium,1,6.367888450622559,0.8521079421043396,6.229567527770996
pythia-410m,draw_1,medium,2,6.497617244720459,0.47925737500190735,6.458144664764404
pythia-410m,draw_1,medium,3,6.429622173309326,0.4363331198692322,6.390722274780273
pythia-410m,draw_1,medium,4,6.822258949279785,0.511121928691864,6.797154426574707
pythia-410m,draw_1,medium,5,9.433363914489746,0.4850395917892456,9.425283432006836
pythia-410m,draw_1,medium,6,7.418968200683594,0.3348739743232727,7.400777339935303
pythia-410m,draw_1,medium,7,8.407389640808105,0.45253437757492065,8.41125774383545
pythia-410m,draw_1,medium,8,10.99486255645752,0.7833354473114014,10.94775676727295
pythia-410m,draw_1,medium,9,11.79654598236084,0.9370126724243164,11.721720695495605
pythia-410m,draw_1,medium,10,10.73163890838623,0.7859678268432617,10.772659301757812
pythia-410m,draw_1,medium,11,10.8663969039917,0.7532292008399963,10.84006118774414
pythia-410m,draw_1,medium,12,8.723047256469727,0.5421599745750427,8.720446586608887
pythia-410m,draw_1,medium,13,14.518209457397461,2.578357219696045,14.633634567260742
pythia-410m,draw_1,medium,14,11.014288902282715,1.298614501953125,11.149101257324219
pythia-410m,draw_1,medium,15,10.893207550048828,1.1064698696136475,10.708067893981934
pythia-410m,draw_1,medium,16,13.477191925048828,1.0101255178451538,13.484116554260254
pythia-410m,draw_1,medium,17,15.340702056884766,5.582902908325195,12.866366386413574
pythia-410m,draw_1,medium,18,15.517170906066895,4.075798511505127,14.740693092346191
pythia-410m,draw_1,medium,19,25.48955726623535,3.6081180572509766,25.94612693786621
pythia-410m,draw_1,medium,20,17.546546936035156,7.242103099822998,15.794692993164062
pythia-410m,draw_1,medium,21,19.36098289489746,2.99780011177063,19.239791870117188
pythia-410m,draw_1,medium,22,21.836505889892578,2.754671812057495,21.464733123779297
pythia-410m,draw_1,medium,23,46.945186614990234,4.640089988708496,46.87685012817383
pythia-410m,draw_1,high,0,11.307533264160156,0.9152470231056213,11.190921783447266
pythia-410m,draw_1,high,1,6.185436248779297,0.742106556892395,6.149849891662598
pythia-410m,draw_1,high,2,6.455844879150391,0.44637006521224976,6.428828239440918
pythia-410m,draw_1,high,3,6.599756717681885,0.43639686703681946,6.5810546875
pythia-410m,draw_1,high,4,6.812992572784424,0.5617409944534302,6.7288031578063965
pythia-410m,draw_1,high,5,9.06372356414795,0.5610143542289734,8.99215030670166
pythia-410m,draw_1,high,6,7.358154296875,0.3407418131828308,7.314846992492676
pythia-410m,draw_1,high,7,8.294571876525879,0.5010296702384949,8.281898498535156
pythia-410m,draw_1,high,8,11.007431030273438,0.7867371439933777,10.957564353942871
pythia-410m,draw_1,high,9,11.652090072631836,1.0028318166732788,11.655333518981934
pythia-410m,draw_1,high,10,10.357624053955078,0.856456458568573,10.380395889282227
pythia-410m,draw_1,high,11,10.504507064819336,0.755156934261322,10.484970092773438
pythia-410m,draw_1,high,12,8.580486297607422,0.5424988865852356,8.556575775146484
pythia-410m,draw_1,high,13,14.201492309570312,2.5562684535980225,14.02967643737793
pythia-410m,draw_1,high,14,10.694090843200684,1.309991717338562,10.795620918273926
pythia-410m,draw_1,high,15,10.675323486328125,1.066767930984497,10.493497848510742
pythia-410m,draw_1,high,16,13.652594566345215,1.0428601503372192,13.651659965515137
pythia-410m,draw_1,high,17,14.032764434814453,6.052724361419678,11.487698554992676
pythia-410m,draw_1,high,18,14.549309730529785,3.438291311264038,13.762863159179688
pythia-410m,draw_1,high,19,25.600059509277344,4.1989312171936035,25.85776138305664
pythia-410m,draw_1,high,20,17.414783477783203,7.423411846160889,14.965869903564453
pythia-410m,draw_1,high,21,19.38058090209961,3.1951541900634766,19.522626876831055
pythia-410m,draw_1,high,22,21.214956283569336,2.5702285766601562,20.950166702270508
pythia-410m,draw_1,high,23,47.08952331542969,4.096824645996094,46.850032806396484
pythia-410m,draw_1,very_high,0,10.552590370178223,0.5743831992149353,10.498886108398438
pythia-410m,draw_1,very_high,1,6.019775390625,0.6434370279312134,5.934386253356934
pythia-410m,draw_1,very_high,2,6.415125846862793,0.4903639853000641,6.423011779785156
pythia-410m,draw_1,very_high,3,6.726452827453613,0.5099501013755798,6.695389270782471
pythia-410m,draw_1,very_high,4,6.869911193847656,0.5793095827102661,6.758205413818359
pythia-410m,draw_1,very_high,5,8.906208992004395,0.5413296222686768,8.851966857910156
pythia-410m,draw_1,very_high,6,7.356335639953613,0.35912325978279114,7.330282211303711
pythia-410m,draw_1,very_high,7,8.174010276794434,0.45913800597190857,8.135523796081543
pythia-410m,draw_1,very_high,8,10.848259925842285,0.8607966303825378,10.846444129943848
pythia-410m,draw_1,very_high,9,11.389107704162598,0.9385886192321777,11.382075309753418
pythia-410m,draw_1,very_high,10,10.022918701171875,0.8072236180305481,9.953962326049805
pythia-410m,draw_1,very_high,11,10.078044891357422,0.6607219576835632,10.098586082458496
pythia-410m,draw_1,very_high,12,8.297430992126465,0.5106515884399414,8.290242195129395
pythia-410m,draw_1,very_high,13,13.88368034362793,2.4649453163146973,13.745126724243164
pythia-410m,draw_1,very_high,14,10.522040367126465,1.2012985944747925,10.520612716674805
pythia-410m,draw_1,very_high,15,10.368298530578613,0.917665421962738,10.323173522949219
pythia-410m,draw_1,very_high,16,14.234396934509277,1.1941884756088257,14.177238464355469
pythia-410m,draw_1,very_high,17,13.068526268005371,5.750524044036865,11.23764419555664
pythia-410m,draw_1,very_high,18,13.984759330749512,2.8594272136688232,13.452400207519531
pythia-410m,draw_1,very_high,19,25.436717987060547,3.774317502975464,25.5255126953125
pythia-410m,draw_1,very_high,20,16.496877670288086,7.393644332885742,13.788445472717285
pythia-410m,draw_1,very_high,21,20.938892364501953,4.961638927459717,20.320629119873047
