model,draw,band,layer,mean_norm,std_norm,median_norm
pythia-160m,draw_1,low,9,21.57107162475586,2.548875570297241,21.732023239135742
pythia-160m,draw_1,low,10,18.566726684570312,1.7347654104232788,18.385026931762695
pythia-160m,draw_1,low,11,89.2313003540039,12.06106948852539,88.63787841796875
pythia-160m,draw_1,medium,0,9.332768440246582,0.7209911346435547,9.358837127685547
pythia-160m,draw_1,medium,1,5.419401168823242,0.7126959562301636,5.368374824523926
pythia-160m,draw_1,medium,2,6.353941917419434,0.5305289626121521,6.367633819580078
pythia-160m,draw_1,medium,3,6.347963333129883,0.41351956129074097,6.356307029724121
pythia-160m,draw_1,medium,4,6.817927360534668,0.41566112637519836,6.826477527618408
pythia-160m,draw_1,medium,5,9.9155912399292,1.4959434270858765,9.689386367797852
pythia-160m,draw_1,medium,6,11.091721534729004,1.9565550088882446,10.820959091186523
pythia-160m,draw_1,medium,7,14.01175594329834,2.193951368331909,13.846383094787598
pythia-160m,draw_1,medium,8,23.9206600189209,6.801022529602051,24.152555465698242
pythia-160m,draw_1,medium,9,21.351449966430664,3.088716506958008,21.768266677856445
pythia-160m,draw_1,medium,10,19.130664825439453,1.7958544492721558,18.97650909423828
pythia-160m,draw_1,medium,11,92.07766723632812,10.1641845703125,92.49248504638672
pythia-160m,draw_1,high,0,8.636819839477539,0.6267079710960388,8.558517456054688
pythia-160m,draw_1,high,1,5.305168151855469,0.5834514498710632,5.297843933105469
pythia-160m,draw_1,high,2,6.2996039390563965,0.5875045657157898,6.227557182312012
pythia-160m,draw_1,high,3,6.185600280761719,0.42967015504837036,6.168702602386475
pythia-160m,draw_1,high,4,6.801792144775391,0.4177170693874359,6.765496253967285
pythia-160m,draw_1,high,5,10.314059257507324,2.389049768447876,9.595087051391602
pythia-160m,draw_1,high,6,10.935551643371582,2.1834611892700195,10.456547737121582
pythia-160m,draw_1,high,7,14.872163772583008,2.659651279449463,14.647643089294434
pythia-160m,draw_1,high,8,22.700695037841797,6.023278713226318,22.059795379638672
pythia-160m,draw_1,high,9,21.72702407836914,3.3613436222076416,21.874399185180664
pythia-160m,draw_1,high,10,19.667285919189453,1.9709248542785645,19.518423080444336
pythia-160m,draw_1,high,11,93.88711547851562,10.33281135559082,93.97915649414062
pythia-160m,draw_1,very_high,0,8.072009086608887,0.4352957308292389,8.059469223022461
pythia-160m,draw_1,very_high,1,5.2608160972595215,0.5923675298690796,5.252087116241455
pythia-160m,draw_1,very_high,2,6.343163967132568,0.5566507577896118,6.329725742340088
pythia-160m,draw_1,very_high,3,6.144807815551758,0.4748179316520691,6.15505313873291
pythia-160m,draw_1,very_high,4,6.772745609283447,0.4426957070827484,6.767343521118164
pythia-160m,draw_1,very_high,5,10.35549545288086,2.507526397705078,9.70428466796875
pythia-160m,draw_1,very_high,6,11.087291717529297,2.20996356010437,10.727968215942383
pythia-160m,draw_1,very_high,7,15.522183418273926,3.035223960876465,15.179620742797852
pythia-160m,draw_1,very_high,8,21.68659782409668,5.465503215789795,20.9960880279541
pythia-160m,draw_1,very_high,9,21.87706184387207,3.9882876873016357,22.206270217895508
pythia-160m,draw_1,very_high,10,20.75015640258789,1.9562373161315918,20.533966064453125
pythia-160m,draw_1,very_high,11,95.54036712646484,10.422677040100098,94.76240539550781
pythia-160m,draw_1,control,0,8.26908016204834,0.5835053324699402,8.190611839294434
