model,draw,band,layer,mean_logit_contrib,std_logit_contrib,median_logit_contrib,method
pythia-160m,draw_1,low,5,0.08776180446147919,0.8154483437538147,0.11488594114780426,direct
pythia-160m,draw_1,low,6,1.3439677953720093,0.7820650935173035,1.4264299869537354,direct
pythia-160m,draw_1,low,7,-0.6741730570793152,0.952223002910614,-0.6635035276412964,direct
pythia-160m,draw_1,low,8,3.4909732341766357,1.9303406476974487,3.32480525970459,direct
pythia-160m,draw_1,low,9,2.4780654907226562,2.5000064373016357,2.105600357055664,direct
pythia-160m,draw_1,low,10,9.360101699829102,2.1506874561309814,9.224825859069824,direct
pythia-160m,draw_1,low,11,263.3819885253906,38.85803985595703,261.2893981933594,direct
pythia-160m,draw_1,medium,0,0.08272452652454376,1.0633646249771118,-0.009202301502227783,direct
pythia-160m,draw_1,medium,1,-0.5269514322280884,0.4336562156677246,-0.5240699648857117,direct
pythia-160m,draw_1,medium,2,-0.13143278658390045,0.6556383967399597,-0.15595924854278564,direct
pythia-160m,draw_1,medium,3,-0.6524484157562256,0.6118133068084717,-0.6505044102668762,direct
pythia-160m,draw_1,medium,4,0.10264444351196289,0.682196855545044,0.16244351863861084,direct
pythia-160m,draw_1,medium,5,0.40897026658058167,0.7929315567016602,0.3970246911048889,direct
pythia-160m,draw_1,medium,6,1.3872935771942139,0.870825469493866,1.459468960762024,direct
pythia-160m,draw_1,medium,7,-0.2877298891544342,0.9235852360725403,-0.2772447466850281,direct
pythia-160m,draw_1,medium,8,3.666490316390991,2.2463347911834717,3.5967748165130615,direct
