model,draw,band,layer,mlp_frac_mean,mlp_frac_std,attn_frac_mean,mlp_norm_mean,attn_norm_mean
pythia-1b,draw_1,control,7,0.4702722430229187,0.027134975418448448,0.5297276973724365,22.731098175048828,25.624814987182617
pythia-1b,draw_1,control,8,0.548105776309967,0.04614157974720001,0.45189425349235535,22.893299102783203,19.13775634765625
pythia-1b,draw_1,control,9,0.609069287776947,0.03662636876106262,0.3909306526184082,27.928720474243164,17.907907485961914
pythia-1b,draw_1,control,10,0.49566197395324707,0.048845671117305756,0.5043380856513977,20.26837158203125,20.94734764099121
pythia-1b,draw_1,control,11,0.5483946204185486,0.06365098804235458,0.45160534977912903,25.93202781677246,21.954700469970703
pythia-1b,draw_1,control,12,0.6157163381576538,0.06203949451446533,0.3842836618423462,23.844581604003906,15.182984352111816
pythia-1b,draw_1,control,13,0.5391941070556641,0.038537755608558655,0.46080589294433594,23.828136444091797,20.486331939697266
pythia-1b,draw_1,control,14,0.548820436000824,0.04010804370045662,0.45117953419685364,35.40397262573242,29.31207275390625
pythia-1b,draw_1,control,15,0.7749688625335693,0.02390746772289276,0.22503112256526947,98.81977081298828,28.365028381347656
pythia-1b,draw_2,low,0,0.6377909779548645,0.018985871225595474,0.3622089922428131,25.298233032226562,14.319814682006836
pythia-1b,draw_2,low,1,0.5330146551132202,0.027141761034727097,0.4669853448867798,14.618456840515137,12.748836517333984
pythia-1b,draw_2,low,2,0.5527970194816589,0.020902415737509727,0.4472029507160187,10.139012336730957,8.183830261230469
pythia-1b,draw_2,low,3,0.5713534951210022,0.018606089055538177,0.4286465346813202,13.371236801147461,10.035724639892578
pythia-1b,draw_2,low,4,0.4267805516719818,0.02630859985947609,0.5732194781303406,11.799444198608398,15.885063171386719
pythia-1b,draw_2,low,5,0.457823246717453,0.024099668487906456,0.5421767234802246,16.75382423400879,19.903419494628906
pythia-1b,draw_2,low,6,0.5766159296035767,0.025079606100916862,0.4233841001987457,23.29500389099121,17.060319900512695
pythia-1b,draw_2,low,7,0.48765021562576294,0.02296075038611889,0.5123497843742371,24.37625503540039,25.633365631103516
pythia-1b,draw_2,low,8,0.5644023418426514,0.04584258794784546,0.43559759855270386,23.35626983642578,18.292097091674805
pythia-1b,draw_2,low,9,0.6139334440231323,0.031692635267972946,0.3860665559768677,27.61832618713379,17.33247184753418
pythia-1b,draw_2,low,10,0.49122530221939087,0.046375468373298645,0.5087746977806091,19.412351608276367,20.442834854125977
pythia-1b,draw_2,low,11,0.510420560836792,0.047545772045850754,0.4895794689655304,25.886245727539062,25.235607147216797
pythia-1b,draw_2,low,12,0.6246073246002197,0.05403555557131767,0.3753926455974579,24.371562957763672,14.906295776367188
pythia-1b,draw_2,low,13,0.53536057472229,0.03333389386534691,0.46463942527770996,24.311359405517578,21.128419876098633
pythia-1b,draw_2,low,14,0.477053165435791,0.034290630370378494,0.522946834564209,35.05911636352539,38.557804107666016
pythia-1b,draw_2,low,15,0.7720427513122559,0.028663842007517815,0.22795720398426056,96.5981674194336,28.222036361694336
pythia-1b,draw_2,medium,0,0.6275467872619629,0.016797510907053947,0.3724532425403595,23.560651779174805,13.952953338623047
pythia-1b,draw_2,medium,1,0.5218069553375244,0.02552434615790844,0.478193074464798,13.69243335723877,12.496267318725586
pythia-1b,draw_2,medium,2,0.5453893542289734,0.02378719300031662,0.454610675573349,10.32873249053955,8.585640907287598
pythia-1b,draw_2,medium,3,0.5699660181999207,0.017589213326573372,0.43003398180007935,13.368063926696777,10.084630966186523
pythia-1b,draw_2,medium,4,0.43035054206848145,0.027122218161821365,0.5696494579315186,11.963691711425781,15.876684188842773
pythia-1b,draw_2,medium,5,0.4602161943912506,0.025171693414449692,0.539783775806427,16.86330795288086,19.832792282104492
pythia-1b,draw_2,medium,6,0.5742853283882141,0.024847930297255516,0.4257146120071411,23.29438018798828,17.23491668701172
pythia-1b,draw_2,medium,7,0.48312926292419434,0.02116546593606472,0.5168707370758057,24.04397201538086,25.715789794921875
pythia-1b,draw_2,medium,8,0.5583829879760742,0.042795296758413315,0.4416170120239258,23.258581161499023,18.621318817138672
pythia-1b,draw_2,medium,9,0.6119019985198975,0.03223774582147598,0.38809794187545776,27.503040313720703,17.43830108642578
pythia-1b,draw_2,medium,10,0.4880368411540985,0.04627016559243202,0.5119631886482239,19.736234664916992,21.04485511779785
pythia-1b,draw_2,medium,11,0.5189236998558044,0.04555702582001686,0.48107630014419556,26.312923431396484,24.744049072265625
pythia-1b,draw_2,medium,12,0.6167263388633728,0.054485395550727844,0.3832736313343048,24.250444412231445,15.343865394592285
pythia-1b,draw_2,medium,13,0.5364804267883301,0.03502054885029793,0.4635196328163147,23.93315887451172,20.752044677734375
pythia-1b,draw_2,medium,14,0.48622211813926697,0.029920212924480438,0.5137778520584106,34.62260055541992,36.6649169921875
pythia-1b,draw_2,medium,15,0.7815285921096802,0.0245994683355093,0.21847140789031982,99.15057373046875,27.42029571533203
pythia-1b,draw_2,high,0,0.6198256015777588,0.01457490399479866,0.3801744878292084,22.20001220703125,13.604032516479492
pythia-1b,draw_2,high,1,0.51162189245224,0.02428714744746685,0.4883780777454376,12.498150825500488,11.88436222076416
pythia-1b,draw_2,high,2,0.5436558127403259,0.02279932238161564,0.4563441872596741,10.229910850524902,8.565520286560059
pythia-1b,draw_2,high,3,0.5679475665092468,0.02367379702627659,0.43205246329307556,13.0676851272583,9.947235107421875
pythia-1b,draw_2,high,4,0.44481098651885986,0.026609893888235092,0.5551890134811401,11.958288192749023,14.957347869873047
pythia-1b,draw_2,high,5,0.4672069847583771,0.02484756149351597,0.5327929854393005,16.706222534179688,19.10796356201172
pythia-1b,draw_2,high,6,0.5756707191467285,0.02536771446466446,0.4243292808532715,22.90239143371582,16.841333389282227
pythia-1b,draw_2,high,7,0.47449570894241333,0.02311747707426548,0.5255042910575867,23.234119415283203,25.742881774902344
pythia-1b,draw_2,high,8,0.5579941272735596,0.049128178507089615,0.44200584292411804,22.969451904296875,18.49600601196289
pythia-1b,draw_2,high,9,0.6107417345046997,0.033069487661123276,0.3892582952976227,27.438323974609375,17.503507614135742
pythia-1b,draw_2,high,10,0.4874861240386963,0.05202079936861992,0.5125138759613037,19.95295524597168,21.361696243286133
pythia-1b,draw_2,high,11,0.5286002159118652,0.05641041323542595,0.47139981389045715,26.068544387817383,23.717601776123047
pythia-1b,draw_2,high,12,0.6115723848342896,0.056213825941085815,0.38842764496803284,24.18576431274414,15.636434555053711
pythia-1b,draw_2,high,13,0.5372039675712585,0.035545676946640015,0.46279603242874146,23.740209579467773,20.546918869018555
pythia-1b,draw_2,high,14,0.5177475810050964,0.032837215811014175,0.4822523891925812,34.74929428100586,32.507240295410156
pythia-1b,draw_2,high,15,0.7786722779273987,0.022470388561487198,0.22132772207260132,99.0152587890625,27.893489837646484
pythia-1b,draw_2,very_high,0,0.6177629232406616,0.01384703814983368,0.3822370767593384,21.505802154541016,13.301796913146973
pythia-1b,draw_2,very_high,1,0.4989922344684601,0.02331022173166275,0.5010077357292175,11.492408752441406,11.500869750976562
pythia-1b,draw_2,very_high,2,0.5438385009765625,0.02546069584786892,0.4561614990234375,10.165785789489746,8.511128425598145
pythia-1b,draw_2,very_high,3,0.566279947757721,0.022743621841073036,0.43372005224227905,12.83072280883789,9.822629928588867
pythia-1b,draw_2,very_high,4,0.4545474052429199,0.03301221877336502,0.5454525947570801,11.912508964538574,14.347365379333496
pythia-1b,draw_2,very_high,5,0.4761061668395996,0.028994761407375336,0.5238938331604004,16.411006927490234,18.14627456665039
pythia-1b,draw_2,very_high,6,0.5732136964797974,0.025005878880620003,0.42678630352020264,22.373178482055664,16.61806869506836
pythia-1b,draw_2,very_high,7,0.46855905652046204,0.027743583545088768,0.5314409732818604,22.430618286132812,25.433551788330078
pythia-1b,draw_2,very_high,8,0.5487208962440491,0.04306834936141968,0.4512791037559509,22.598770141601562,18.81705665588379
pythia-1b,draw_2,very_high,9,0.606869637966156,0.038451001048088074,0.3931303918361664,27.4363956451416,17.78213882446289
pythia-1b,draw_2,very_high,10,0.49213528633117676,0.05213739722967148,0.5078647136688232,20.127317428588867,21.204877853393555
pythia-1b,draw_2,very_high,11,0.551132082939148,0.061323489993810654,0.44886794686317444,25.865598678588867,21.59075927734375
pythia-1b,draw_2,very_high,12,0.6164873838424683,0.055300045758485794,0.3835127055644989,23.899036407470703,15.110846519470215
pythia-1b,draw_2,very_high,13,0.5426925420761108,0.03486631065607071,0.45730745792388916,23.748714447021484,20.132658004760742
pythia-1b,draw_2,very_high,14,0.5601938962936401,0.03622199594974518,0.43980610370635986,35.116146087646484,27.715518951416016
pythia-1b,draw_2,very_high,15,0.7741128206253052,0.02246899902820587,0.22588717937469482,97.38006591796875,28.116214752197266
pythia-1b,draw_2,control,0,0.6219428181648254,0.016728822141885757,0.37805718183517456,22.005022048950195,13.355955123901367
pythia-1b,draw_2,control,1,0.5010291337966919,0.027499312534928322,0.4989708662033081,11.654622077941895,11.554830551147461
pythia-1b,draw_2,control,2,0.5470516681671143,0.02563156560063362,0.45294836163520813,10.11130428314209,8.334396362304688
pythia-1b,draw_2,control,3,0.5646154284477234,0.021859148517251015,0.435384601354599,12.836742401123047,9.901180267333984
pythia-1b,draw_2,control,4,0.4516201317310333,0.03151223063468933,0.5483798384666443,11.948684692382812,14.581918716430664
pythia-1b,draw_2,control,5,0.47120288014411926,0.02840484119951725,0.5287971496582031,16.51258659362793,18.601957321166992
pythia-1b,draw_2,control,6,0.5791536569595337,0.02433972992002964,0.4208463132381439,22.957990646362305,16.64445686340332
pythia-1b,draw_2,control,7,0.4738580882549286,0.027191970497369766,0.5261419415473938,22.809534072875977,25.338842391967773
pythia-1b,draw_2,control,8,0.5560465455055237,0.04785388708114624,0.4439534544944763,22.800230026245117,18.44010353088379
pythia-1b,draw_2,control,9,0.6085554361343384,0.035762954503297806,0.3914445638656616,27.47581672668457,17.665454864501953
pythia-1b,draw_2,control,10,0.49870869517326355,0.05172700434923172,0.5012913942337036,20.28685760498047,20.78153419494629
pythia-1b,draw_2,control,11,0.5426596999168396,0.061467356979846954,0.4573403000831604,25.82280731201172,22.319393157958984
pythia-1b,draw_2,control,12,0.6184794902801514,0.06073145195841789,0.38152045011520386,24.08293914794922,15.153861999511719
pythia-1b,draw_2,control,13,0.5405884981155396,0.036298662424087524,0.45941147208213806,23.969755172729492,20.486583709716797
pythia-1b,draw_2,control,14,0.5479149222373962,0.043124254792928696,0.45208510756492615,35.34138870239258,29.43024444580078
pythia-1b,draw_2,control,15,0.7717012763023376,0.022326678037643433,0.22829867899417877,97.13861083984375,28.515674591064453
pythia-1b,draw_3,low,0,0.635854959487915,0.018463125452399254,0.36414507031440735,25.131044387817383,14.346796989440918
pythia-1b,draw_3,low,1,0.5343196392059326,0.028978392481803894,0.465680330991745,14.73769760131836,12.769885063171387
pythia-1b,draw_3,low,2,0.5536733269691467,0.02294567972421646,0.44632670283317566,10.186996459960938,8.193153381347656
pythia-1b,draw_3,low,3,0.5705051422119141,0.01731344498693943,0.42949482798576355,13.428786277770996,10.105111122131348
pythia-1b,draw_3,low,4,0.4251722991466522,0.024031778797507286,0.5748276710510254,11.735051155090332,15.89802074432373
pythia-1b,draw_3,low,5,0.45652467012405396,0.02451333776116371,0.543475329875946,16.7556095123291,20.017230987548828
pythia-1b,draw_3,low,6,0.5795605182647705,0.023022497072815895,0.4204394817352295,23.35251235961914,16.9132137298584
pythia-1b,draw_3,low,7,0.48876479268074036,0.024732181802392006,0.5112351775169373,24.4018611907959,25.556560516357422
pythia-1b,draw_3,low,8,0.569265604019165,0.048498786985874176,0.43073439598083496,23.283611297607422,17.875110626220703
pythia-1b,draw_3,low,9,0.6137045621871948,0.030818544328212738,0.3862954080104828,26.93655014038086,16.96019172668457
pythia-1b,draw_3,low,10,0.49301204085350037,0.047128770500421524,0.5069879293441772,19.11176300048828,20.0030517578125
pythia-1b,draw_3,low,11,0.5096985101699829,0.045898422598838806,0.4903015196323395,25.935001373291016,25.27951431274414
pythia-1b,draw_3,low,12,0.6115893721580505,0.05146757513284683,0.3884105682373047,24.12364959716797,15.512542724609375
pythia-1b,draw_3,low,13,0.5321890711784363,0.03533037751913071,0.46781089901924133,24.225927352905273,21.338634490966797
pythia-1b,draw_3,low,14,0.47564712166786194,0.028612829744815826,0.5243529081344604,34.91305923461914,38.55367660522461
pythia-1b,draw_3,low,15,0.7721990346908569,0.02766522206366062,0.2278008759021759,97.93309020996094,28.576536178588867
pythia-1b,draw_3,medium,0,0.628241240978241,0.0162313561886549,0.37175875902175903,23.56617546081543,13.918601989746094
pythia-1b,draw_3,medium,1,0.5213524699211121,0.0259614959359169,0.4786475598812103,13.584659576416016,12.41981315612793
pythia-1b,draw_3,medium,2,0.5485971570014954,0.02357095666229725,0.451402872800827,10.410600662231445,8.540180206298828
pythia-1b,draw_3,medium,3,0.5711730122566223,0.019581958651542664,0.4288269579410553,13.396011352539062,10.052652359008789
pythia-1b,draw_3,medium,4,0.4347027540206909,0.029850050806999207,0.5652971863746643,12.020060539245605,15.672897338867188
pythia-1b,draw_3,medium,5,0.461929053068161,0.02447972446680069,0.5380709767341614,16.96661376953125,19.814617156982422
pythia-1b,draw_3,medium,6,0.5754911303520203,0.026851100847125053,0.42450886964797974,23.158750534057617,17.060083389282227
pythia-1b,draw_3,medium,7,0.4805157780647278,0.02455064281821251,0.5194842219352722,23.79147720336914,25.740768432617188
pythia-1b,draw_3,medium,8,0.562313973903656,0.04534445330500603,0.437686026096344,23.10849380493164,18.216306686401367
pythia-1b,draw_3,medium,9,0.611052930355072,0.03127654641866684,0.388947069644928,27.314725875854492,17.388408660888672
pythia-1b,draw_3,medium,10,0.48519808053970337,0.043462902307510376,0.5148018598556519,19.612018585205078,21.12291145324707
pythia-1b,draw_3,medium,11,0.5203556418418884,0.0502801351249218,0.4796443581581116,26.203580856323242,24.56763458251953
pythia-1b,draw_3,medium,12,0.6220512390136719,0.057287320494651794,0.37794873118400574,24.18621063232422,14.96135425567627
pythia-1b,draw_3,medium,13,0.5407304763793945,0.038521088659763336,0.45926955342292786,24.266115188598633,20.67108154296875
pythia-1b,draw_3,medium,14,0.4857732355594635,0.03400023281574249,0.5142267346382141,34.74167251586914,36.86764907836914
pythia-1b,draw_3,medium,15,0.7791186571121216,0.02805308625102043,0.22088131308555603,100.31128692626953,28.12445068359375
pythia-1b,draw_3,high,0,0.6194708943367004,0.0167351383715868,0.38052910566329956,22.307188034057617,13.682229042053223
pythia-1b,draw_3,high,1,0.5120000839233398,0.026795558631420135,0.48799991607666016,12.526238441467285,11.88986587524414
pythia-1b,draw_3,high,2,0.5438229441642761,0.02310223877429962,0.4561770260334015,10.209939002990723,8.54515266418457
pythia-1b,draw_3,high,3,0.5692337155342102,0.02504521794617176,0.4307662546634674,13.117793083190918,9.934694290161133
pythia-1b,draw_3,high,4,0.44556573033332825,0.029432300478219986,0.5544342994689941,11.95906925201416,14.930503845214844
pythia-1b,draw_3,high,5,0.4672718048095703,0.02586938440799713,0.5327281951904297,16.784603118896484,19.196544647216797
pythia-1b,draw_3,high,6,0.5744433403015137,0.027074581012129784,0.42555662989616394,22.938915252685547,16.95161247253418
pythia-1b,draw_3,high,7,0.47957512736320496,0.024883313104510307,0.5204248428344727,23.331859588623047,25.3370361328125
pythia-1b,draw_3,high,8,0.5583952069282532,0.04340353235602379,0.4416048228740692,22.8671817779541,18.3162899017334
pythia-1b,draw_3,high,9,0.6133015751838684,0.03746364638209343,0.38669848442077637,27.282773971557617,17.239036560058594
pythia-1b,draw_3,high,10,0.4871440529823303,0.04530252143740654,0.5128558874130249,19.811094284057617,21.169231414794922
pythia-1b,draw_3,high,11,0.5342916250228882,0.05730629712343216,0.46570834517478943,26.080650329589844,23.242656707763672
pythia-1b,draw_3,high,12,0.6161763668060303,0.05740680173039436,0.3838236927986145,24.18568229675293,15.353071212768555
pythia-1b,draw_3,high,13,0.5426811575889587,0.03621695935726166,0.45731887221336365,23.9105167388916,20.23760223388672
pythia-1b,draw_3,high,14,0.5190114974975586,0.036800775676965714,0.480988472700119,34.77333068847656,32.420719146728516
pythia-1b,draw_3,high,15,0.7780018448829651,0.02130095288157463,0.2219981551170349,97.91508483886719,27.67000389099121
pythia-1b,draw_3,very_high,0,0.6198057532310486,0.014586602337658405,0.3801942467689514,21.619237899780273,13.257760047912598
pythia-1b,draw_3,very_high,1,0.5030851364135742,0.027925441041588783,0.4969148337841034,11.625486373901367,11.42677116394043
pythia-1b,draw_3,very_high,2,0.5445623397827148,0.024580826982855797,0.45543769001960754,10.035562515258789,8.372820854187012
pythia-1b,draw_3,very_high,3,0.5655199289321899,0.022618738934397697,0.43448007106781006,12.784441947937012,9.820242881774902
pythia-1b,draw_3,very_high,4,0.45705002546310425,0.03589469939470291,0.5429499745368958,11.927367210388184,14.253373146057129
pythia-1b,draw_3,very_high,5,0.4752114415168762,0.029473287984728813,0.5247885584831238,16.331010818481445,18.129302978515625
pythia-1b,draw_3,very_high,6,0.5746631622314453,0.02766571193933487,0.4253368377685547,22.45172691345215,16.586524963378906
pythia-1b,draw_3,very_high,7,0.4696410596370697,0.024433031678199768,0.5303589701652527,22.538137435913086,25.44957733154297
pythia-1b,draw_3,very_high,8,0.5465505719184875,0.04427703469991684,0.45344942808151245,22.729557037353516,19.10900115966797
pythia-1b,draw_3,very_high,9,0.6024343371391296,0.038013070821762085,0.397565633058548,27.878950119018555,18.391454696655273
pythia-1b,draw_3,very_high,10,0.4948495626449585,0.0518747940659523,0.5051504373550415,20.466690063476562,21.323083877563477
pythia-1b,draw_3,very_high,11,0.5580443739891052,0.061994824558496475,0.44195556640625,25.796398162841797,20.947690963745117
pythia-1b,draw_3,very_high,12,0.6219174265861511,0.05507459118962288,0.37808260321617126,23.980525970458984,14.83885669708252
pythia-1b,draw_3,very_high,13,0.540928304195404,0.03405429795384407,0.45907172560691833,23.93560791015625,20.414705276489258
pythia-1b,draw_3,very_high,14,0.5678917169570923,0.03901682049036026,0.4321082532405853,35.63909912109375,27.293657302856445
pythia-1b,draw_3,very_high,15,0.7741075158119202,0.021292030811309814,0.22589246928691864,97.64324951171875,28.22525978088379
pythia-1b,draw_3,control,0,0.6212780475616455,0.0142861632630229,0.37872186303138733,21.915512084960938,13.342487335205078
pythia-1b,draw_3,control,1,0.5036942362785339,0.02600124292075634,0.4963057339191437,11.764350891113281,11.545770645141602
pythia-1b,draw_3,control,2,0.5441921949386597,0.02319413796067238,0.4558078348636627,10.043431282043457,8.391059875488281
pythia-1b,draw_3,control,3,0.5638054609298706,0.021331289783120155,0.4361945390701294,12.773270606994629,9.882295608520508
pythia-1b,draw_3,control,4,0.44865313172340393,0.03148521110415459,0.5513468384742737,11.96654224395752,14.769583702087402
pythia-1b,draw_3,control,5,0.4773615896701813,0.02843725122511387,0.5226384401321411,16.61623191833496,18.27402114868164
pythia-1b,draw_3,control,6,0.572619616985321,0.026780178770422935,0.4273802936077118,22.62230682373047,16.841312408447266
pythia-1b,draw_3,control,7,0.4709780216217041,0.02544095553457737,0.5290219187736511,22.993654251098633,25.81812858581543
pythia-1b,draw_3,control,8,0.5469637513160706,0.046964116394519806,0.4530363082885742,22.753137588500977,19.09170913696289
pythia-1b,draw_3,control,9,0.6157203316688538,0.03645358979701996,0.38427969813346863,28.140073776245117,17.54567527770996
pythia-1b,draw_3,control,10,0.49366408586502075,0.04919232800602913,0.5063359141349792,20.237781524658203,21.10243034362793
pythia-1b,draw_3,control,11,0.5456021428108215,0.06397799402475357,0.45439785718917847,25.791114807128906,22.086406707763672
pythia-1b,draw_3,control,12,0.6210681200027466,0.056216299533843994,0.3789318799972534,23.971696853637695,14.911558151245117
pythia-1b,draw_3,control,13,0.5404415726661682,0.03589653968811035,0.4595583975315094,23.869813919067383,20.407657623291016
pythia-1b,draw_3,control,14,0.5490651726722717,0.03944244608283043,0.45093485713005066,35.343746185302734,29.216110229492188
pythia-1b,draw_3,control,15,0.7757971286773682,0.021514106541872025,0.22420284152030945,98.04220581054688,28.10356330871582
pythia-1.4b,draw_1,low,0,0.6392661929130554,0.018101423978805542,0.3607337772846222,24.143754959106445,13.586121559143066
pythia-1.4b,draw_1,low,1,0.4842565357685089,0.03474980965256691,0.5157434940338135,11.2277193069458,11.88199234008789
pythia-1.4b,draw_1,low,2,0.5041255950927734,0.024947041645646095,0.49587446451187134,10.305516242980957,10.148653030395508
pythia-1.4b,draw_1,low,3,0.5712255835533142,0.021664254367351532,0.4287744164466858,11.700535774230957,8.78536605834961
pythia-1.4b,draw_1,low,4,0.5195419788360596,0.03043932281434536,0.48045802116394043,13.501636505126953,12.563594818115234
pythia-1.4b,draw_1,low,5,0.49487826228141785,0.018768377602100372,0.5051217079162598,15.901902198791504,16.236778259277344
pythia-1.4b,draw_1,low,6,0.5816830396652222,0.023736318573355675,0.4183170199394226,19.035797119140625,13.708415031433105
pythia-1.4b,draw_1,low,7,0.501642107963562,0.020908433943986893,0.498357892036438,20.732830047607422,20.614887237548828
pythia-1.4b,draw_1,low,8,0.5120929479598999,0.02107429876923561,0.4879070222377777,22.079326629638672,21.06271743774414
pythia-1.4b,draw_1,low,9,0.5977880954742432,0.036975227296352386,0.40221184492111206,21.538578033447266,14.646384239196777
pythia-1.4b,draw_1,low,10,0.4300087094306946,0.02477084845304489,0.5699912905693054,22.16871452331543,29.436952590942383
pythia-1.4b,draw_1,low,11,0.5576295852661133,0.02790195122361183,0.4423704147338867,23.43910026550293,18.633651733398438
pythia-1.4b,draw_1,low,12,0.5278436541557312,0.03385871648788452,0.4721563756465912,18.422231674194336,16.558610916137695
pythia-1.4b,draw_1,low,13,0.5645450353622437,0.034634895622730255,0.43545499444007874,20.34854507446289,15.761812210083008
pythia-1.4b,draw_1,low,14,0.5909783840179443,0.03725285083055496,0.40902161598205566,21.424715042114258,14.924057960510254
pythia-1.4b,draw_1,low,15,0.5745984315872192,0.04079555720090866,0.42540156841278076,24.93307113647461,18.517969131469727
pythia-1.4b,draw_1,low,16,0.5143054723739624,0.04217448830604553,0.4856944978237152,22.248510360717773,21.177579879760742
pythia-1.4b,draw_1,low,17,0.6153491139411926,0.050775833427906036,0.3846508860588074,17.909765243530273,11.314902305603027
pythia-1.4b,draw_1,low,18,0.5875656604766846,0.03679759055376053,0.41243433952331543,19.19068717956543,13.56270694732666
pythia-1.4b,draw_1,low,19,0.4172615706920624,0.034055195748806,0.58273845911026,16.077707290649414,22.477664947509766
pythia-1.4b,draw_1,low,20,0.5954539179801941,0.03761468082666397,0.40454602241516113,15.614423751831055,10.642685890197754
pythia-1.4b,draw_1,low,21,0.6409430503845215,0.03631068021059036,0.3590569496154785,17.54774284362793,9.768548011779785
pythia-1.4b,draw_1,low,22,0.6682416200637817,0.022965263575315475,0.3317583501338959,27.08892822265625,13.461165428161621
pythia-1.4b,draw_1,low,23,0.8585160374641418,0.013133359141647816,0.14148399233818054,125.27400970458984,20.51162338256836
pythia-1.4b,draw_1,medium,0,0.6234269738197327,0.0198247991502285,0.3765730559825897,21.809101104736328,13.145276069641113
pythia-1.4b,draw_1,medium,1,0.48930731415748596,0.032148513942956924,0.5106926560401917,10.989042282104492,11.408934593200684
pythia-1.4b,draw_1,medium,2,0.5102880001068115,0.02336794324219227,0.4897119700908661,10.739514350891113,10.314291000366211
pythia-1.4b,draw_1,medium,3,0.5840035080909729,0.01826661080121994,0.4159964919090271,11.891677856445312,8.47021770477295
pythia-1.4b,draw_1,medium,4,0.5213658213615417,0.027962632477283478,0.47863417863845825,13.418524742126465,12.375622749328613
pythia-1.4b,draw_1,medium,5,0.492838054895401,0.018300605937838554,0.5071619749069214,15.616846084594727,16.072355270385742
pythia-1.4b,draw_1,medium,6,0.5799763202667236,0.024951037019491196,0.4200236201286316,18.729293823242188,13.568020820617676
pythia-1.4b,draw_1,medium,7,0.49731317162513733,0.020690269768238068,0.5026868581771851,20.172645568847656,20.401748657226562
pythia-1.4b,draw_1,medium,8,0.5093908905982971,0.02314257249236107,0.49060913920402527,21.5672607421875,20.805965423583984
pythia-1.4b,draw_1,medium,9,0.5870353579521179,0.03874201700091362,0.4129645824432373,21.02397346496582,14.948287010192871
pythia-1.4b,draw_1,medium,10,0.43758511543273926,0.02455497346818447,0.5624148845672607,22.330097198486328,28.784711837768555
pythia-1.4b,draw_1,medium,11,0.5500702261924744,0.028870059177279472,0.449929803609848,23.293996810913086,19.102283477783203
pythia-1.4b,draw_1,medium,12,0.52232426404953,0.032626163214445114,0.4776756763458252,19.00157928466797,17.449312210083008
pythia-1.4b,draw_1,medium,13,0.5844870209693909,0.04462871327996254,0.41551297903060913,20.79520034790039,14.920966148376465
pythia-1.4b,draw_1,medium,14,0.5987657904624939,0.041765015572309494,0.4012342095375061,21.422266006469727,14.5048828125
pythia-1.4b,draw_1,medium,15,0.5711014866828918,0.042212698608636856,0.42889857292175293,24.39555549621582,18.3669490814209
pythia-1.4b,draw_1,medium,16,0.5192492604255676,0.041414570063352585,0.48075070977211,22.701597213745117,21.166362762451172
pythia-1.4b,draw_1,medium,17,0.6361553072929382,0.04783637449145317,0.36384475231170654,18.153459548950195,10.458795547485352
pythia-1.4b,draw_1,medium,18,0.5924713611602783,0.0357949435710907,0.4075285792350769,19.714275360107422,13.650594711303711
pythia-1.4b,draw_1,medium,19,0.40834537148475647,0.033915575593709946,0.5916546583175659,16.09945297241211,23.32891082763672
pythia-1.4b,draw_1,medium,20,0.5943233370780945,0.03913930058479309,0.4056767225265503,15.401299476623535,10.554665565490723
pythia-1.4b,draw_1,medium,21,0.6331924200057983,0.040301527827978134,0.36680757999420166,17.122556686401367,9.845932960510254
pythia-1.4b,draw_1,medium,22,0.6830897331237793,0.027206266298890114,0.3169102370738983,26.920398712158203,12.50731086730957
pythia-1.4b,draw_1,medium,23,0.8659468293190002,0.013422796502709389,0.13405315577983856,131.9306640625,20.282630920410156
pythia-1.4b,draw_1,high,0,0.617067813873291,0.01980462297797203,0.382932186126709,20.286008834838867,12.570840835571289
pythia-1.4b,draw_1,high,1,0.48199814558029175,0.02815374732017517,0.5180018544197083,10.220881462097168,10.94540786743164
pythia-1.4b,draw_1,high,2,0.5083580613136292,0.019762787967920303,0.49164190888404846,10.732782363891602,10.386710166931152
pythia-1.4b,draw_1,high,3,0.5934463739395142,0.023080049082636833,0.40655362606048584,11.992871284484863,8.205595016479492
pythia-1.4b,draw_1,high,4,0.5281535983085632,0.027320154011249542,0.4718463718891144,13.17335319519043,11.824369430541992
pythia-1.4b,draw_1,high,5,0.49140313267707825,0.021401654928922653,0.5085968971252441,15.293617248535156,15.830626487731934
pythia-1.4b,draw_1,high,6,0.5769179463386536,0.029962720349431038,0.42308202385902405,18.346094131469727,13.460651397705078
pythia-1.4b,draw_1,high,7,0.4990839958190918,0.020694728940725327,0.5009160041809082,19.710939407348633,19.793798446655273
pythia-1.4b,draw_1,high,8,0.5079558491706848,0.021268725395202637,0.4920441210269928,20.958784103393555,20.323455810546875
pythia-1.4b,draw_1,high,9,0.589237630367279,0.035503435879945755,0.41076236963272095,20.32908058166504,14.288941383361816
pythia-1.4b,draw_1,high,10,0.437978595495224,0.027543434873223305,0.5620214343070984,22.268217086791992,28.682655334472656
pythia-1.4b,draw_1,high,11,0.5463595986366272,0.03441824018955231,0.4536404013633728,22.931528091430664,19.111976623535156
pythia-1.4b,draw_1,high,12,0.5262529850006104,0.034643758088350296,0.47374701499938965,19.31040382385254,17.41068458557129
pythia-1.4b,draw_1,high,13,0.6064540147781372,0.04757340997457504,0.3935460150241852,20.661745071411133,13.557740211486816
pythia-1.4b,draw_1,high,14,0.6130377650260925,0.04387076571583748,0.3869622051715851,21.251415252685547,13.56058120727539
