model,draw,band,layer,mean_gini,std_gini,population_gini,mean_frac_active,mean_abs_activation
pythia-70m,draw_2,low,1,0.4192663715987937,0.009514430068015684,0.2808838795644386,0.9340733506944444,0.8638008832931519
pythia-70m,draw_2,low,2,0.48515267563428716,0.017644189200730288,0.34310279599924876,0.5654058159722222,0.6276093125343323
pythia-70m,draw_2,low,3,0.4393310016679368,0.006394756145610622,0.31626011403730336,0.9548524305555556,0.6865445971488953
pythia-70m,draw_2,low,4,0.41455971177675677,0.019211019380018853,0.2599703619345455,0.9150954861111111,0.7343966960906982
pythia-70m,draw_2,low,5,0.4222307111890628,0.011156100742826794,0.2912826686916603,0.8671028645833333,0.8821545839309692
pythia-70m,draw_2,medium,0,0.4229450042098716,0.006292301043988179,0.10664421836409099,0.9598589409722222,0.3071810007095337
pythia-70m,draw_2,medium,1,0.418734024092671,0.008570626144883893,0.277647545735332,0.93330078125,0.8693135380744934
pythia-70m,draw_2,medium,2,0.48647528719683225,0.018776840584887832,0.3474307591104666,0.5619118923611112,0.630382776260376
pythia-70m,draw_2,medium,3,0.4402179660500375,0.006049436082813838,0.3181560500705012,0.9545985243055556,0.6914117932319641
pythia-70m,draw_2,medium,4,0.4163645611349707,0.017201600568410344,0.2640952897269655,0.9134288194444444,0.7371382713317871
pythia-70m,draw_2,medium,5,0.4227749796632664,0.00994760231730441,0.292042945159221,0.8677690972222222,0.8777669072151184
pythia-70m,draw_2,high,0,0.41866599043067804,0.008052039156759215,0.1189438709451609,0.9634505208333334,0.33369168639183044
pythia-70m,draw_2,high,1,0.41921650214805095,0.008599876936595205,0.27006826095470937,0.9285264756944445,0.8687050938606262
pythia-70m,draw_2,high,2,0.4920663903280971,0.019243509212817894,0.35269028114445566,0.5166558159722222,0.6443963646888733
pythia-70m,draw_2,high,3,0.44120069209862994,0.006077845152970569,0.3207040658990936,0.9527864583333333,0.7094964981079102
pythia-70m,draw_2,high,4,0.41731562216544854,0.017226879382419395,0.26749024227892626,0.9073198784722222,0.75275057554245
pythia-70m,draw_2,high,5,0.42467035759495075,0.00851335820186866,0.2941477059534303,0.8643728298611111,0.8860639333724976
pythia-70m,draw_2,very_high,0,0.4092362915349107,0.01101345333263087,0.14222573481829337,0.9685980902777778,0.3774680197238922
pythia-70m,draw_2,very_high,1,0.4178681951914138,0.007551345170109838,0.2643176651768071,0.9248697916666667,0.9013321995735168
pythia-70m,draw_2,very_high,2,0.4933450760068773,0.014956843989295362,0.34813053304634645,0.4861154513888889,0.6609340310096741
pythia-70m,draw_2,very_high,3,0.4423470471965564,0.006305939528855515,0.31828382236712094,0.9533680555555556,0.7131981253623962
pythia-70m,draw_2,very_high,4,0.42021166032744306,0.015152316908257317,0.26712027655481996,0.8987782118055555,0.7448238730430603
pythia-70m,draw_2,very_high,5,0.4276912956243938,0.008545197513112019,0.2926129142055387,0.8585503472222222,0.8925375938415527
pythia-70m,draw_2,control,0,0.41223090162700826,0.012112696925237856,0.1439681151786545,0.9671723090277777,0.3726171851158142
pythia-70m,draw_2,control,1,0.4168309765958438,0.009228999678610472,0.25868576139433186,0.9259722222222222,0.9207215309143066
pythia-70m,draw_2,control,2,0.4911311671124896,0.015920810574005472,0.33876389581473876,0.48772352430555554,0.6697837710380554
pythia-70m,draw_2,control,3,0.4418683026798396,0.005972869854586709,0.3116811728476432,0.9532769097222222,0.7157655954360962
pythia-70m,draw_2,control,4,0.42045578645711773,0.015802987418794552,0.26060069496882443,0.90099609375,0.7642881870269775
pythia-70m,draw_2,control,5,0.42603254274113517,0.009300536615544105,0.28275948777412196,0.8604817708333333,0.893799364566803
pythia-70m,draw_3,low,0,0.4243161051989918,0.0066822058718684916,0.10533173014904551,0.9575672743055555,0.30037471652030945
pythia-70m,draw_3,low,1,0.41892740133524614,0.009681764660316363,0.28132891257183523,0.9347916666666667,0.8705930709838867
pythia-70m,draw_3,low,2,0.48322236018602166,0.0184367134447578,0.33804249663964026,0.5728949652777777,0.6213741302490234
pythia-70m,draw_3,low,3,0.4397523443037739,0.006114743181921758,0.31379241589004536,0.9548654513888889,0.6678345203399658
pythia-70m,draw_3,low,4,0.4141326855642935,0.01889135101745253,0.25532054677745397,0.9225759548611111,0.7244953513145447
pythia-70m,draw_3,low,5,0.42270376185929254,0.011133565092456726,0.29110745862523224,0.8697721354166666,0.8809400796890259
pythia-70m,draw_3,medium,0,0.42361390585320263,0.006359109890233367,0.10500183458742796,0.9593967013888889,0.304442822933197
pythia-70m,draw_3,medium,1,0.41918916357435554,0.00908047569268187,0.274905397183443,0.9330013020833333,0.8698656558990479
pythia-70m,draw_3,medium,2,0.4867099638835963,0.0188183549712139,0.34141101674519825,0.5544509548611111,0.6222345232963562
pythia-70m,draw_3,medium,3,0.4402074742261829,0.006070132029867214,0.31410570902944146,0.9540451388888889,0.6674842238426208
pythia-70m,draw_3,medium,4,0.41666736862278614,0.01786758533644641,0.25578743508187274,0.9187000868055556,0.7119397521018982
pythia-70m,draw_3,medium,5,0.42444285057885595,0.010665920920900346,0.2907899455406382,0.8654947916666667,0.8728927969932556
pythia-70m,draw_3,high,0,0.41993970815278925,0.008849084568341447,0.11882248807118456,0.9629622395833334,0.33059456944465637
pythia-70m,draw_3,high,1,0.419416343424878,0.008472583831590734,0.2678846277398459,0.9276584201388889,0.8807817697525024
pythia-70m,draw_3,high,2,0.49035840800229924,0.01792174568948949,0.34496260972606874,0.5192078993055556,0.645594596862793
pythia-70m,draw_3,high,3,0.44059004016394965,0.00581455344029402,0.31553377446548025,0.9539366319444444,0.6996243596076965
pythia-70m,draw_3,high,4,0.4184452195940211,0.016706832051258964,0.2631694481810489,0.9056423611111111,0.7445669174194336
pythia-70m,draw_3,high,5,0.4254144434481073,0.009463303456076759,0.29046431386696936,0.86224609375,0.8831135630607605
pythia-70m,draw_3,very_high,0,0.41010463904820693,0.012407404337415136,0.14805748216866466,0.9680381944444445,0.38225680589675903
pythia-70m,draw_3,very_high,1,0.4163098605916146,0.009299344527828851,0.25691788381066294,0.9273459201388888,0.9087749719619751
pythia-70m,draw_3,very_high,2,0.4948133250365807,0.012885080499343629,0.34559705148876496,0.45937065972222224,0.6752861142158508
pythia-70m,draw_3,very_high,3,0.4421863965803088,0.005439507367152585,0.31427263836939257,0.9537348090277777,0.7260057330131531
pythia-70m,draw_3,very_high,4,0.4225671984956629,0.015612918623905911,0.2645653430849584,0.8936480034722222,0.7493191957473755
pythia-70m,draw_3,very_high,5,0.42796798110066336,0.008355424811732688,0.2871065309790237,0.8567144097222222,0.8993391394615173
pythia-70m,draw_3,control,0,0.41195356465688293,0.012040466328880377,0.14051055318502392,0.9671332465277778,0.3691720962524414
pythia-70m,draw_3,control,1,0.4173002027158201,0.008992436243119854,0.2603392842333838,0.9267230902777778,0.8996775150299072
pythia-70m,draw_3,control,2,0.4941672085161609,0.015069393861006265,0.34548119212499095,0.46612630208333333,0.6644495725631714
pythia-70m,draw_3,control,3,0.4415098498068384,0.006117364051184709,0.31446606843836755,0.9542621527777778,0.7197423577308655
pythia-70m,draw_3,control,4,0.4202913298074842,0.016969475694136947,0.26365230270845674,0.8988519965277778,0.7513032555580139
pythia-70m,draw_3,control,5,0.42731298304735865,0.010147558109963034,0.28807441273334744,0.8582335069444444,0.8801932334899902
pythia-160m,draw_1,low,0,0.4198796040209475,0.005427393134822425,0.07463537411376153,0.9602907986111112,0.28282061219215393
pythia-160m,draw_1,low,1,0.33892594519346375,0.015842860996588513,0.17948870152090657,0.9443489583333333,1.3558002710342407
pythia-160m,draw_1,low,2,0.4400729133019631,0.01212018248168434,0.2825536590396791,0.7982957175925925,0.8296346068382263
pythia-160m,draw_1,low,3,0.4475893901057351,0.012625457670699045,0.3018673367243405,0.7594024884259261,0.7826672196388245
pythia-160m,draw_1,low,4,0.45424081435524816,0.012796062882296576,0.34197108132381815,0.9590769675925925,0.7480190396308899
pythia-160m,draw_1,low,5,0.4413678513985359,0.009139909711274893,0.33025231329501303,0.9608015046296298,0.744327962398529
pythia-160m,draw_1,low,6,0.42905163885065956,0.006873699851880971,0.3219645969654812,0.9535749421296297,0.7386413216590881
pythia-160m,draw_1,low,7,0.4160767709741335,0.006503858599720072,0.328155983634284,0.9357957175925925,0.8280571699142456
pythia-160m,draw_1,low,8,0.40087542944334054,0.0072800875668939165,0.3243983706725846,0.9304947916666667,0.9430975317955017
pythia-160m,draw_1,low,9,0.40057047669650236,0.009537170507754648,0.30267149126147497,0.919837962962963,0.7540624737739563
pythia-160m,draw_1,low,10,0.4137145061933889,0.00927896173490013,0.29387004608968437,0.8763035300925927,0.7020435333251953
pythia-160m,draw_1,low,11,0.4295302647040006,0.008453240052301976,0.3267551969234981,0.8281307870370369,0.8799389600753784
pythia-160m,draw_1,medium,0,0.41738472861823717,0.00692545358278747,0.07459629074730012,0.9605613425925926,0.2885094881057739
pythia-160m,draw_1,medium,1,0.34878240897523444,0.01499114956385901,0.1804837736989473,0.9384649884259259,1.3001571893692017
pythia-160m,draw_1,medium,2,0.44427840069345936,0.012472560627030626,0.2850146708550225,0.7877893518518518,0.8357535600662231
pythia-160m,draw_1,medium,3,0.44983196218877824,0.013762474122423369,0.3001051180894547,0.7539887152777778,0.7856302261352539
pythia-160m,draw_1,medium,4,0.4543434671615392,0.013991113291126997,0.33809756668644897,0.9584013310185184,0.745287299156189
pythia-160m,draw_1,medium,5,0.44061282708450805,0.00858410849401337,0.32728296373004717,0.9619560185185186,0.7455306649208069
pythia-160m,draw_1,medium,6,0.4289655916435864,0.007312013611122358,0.31717710261410637,0.9525101273148148,0.7381201386451721
pythia-160m,draw_1,medium,7,0.4156145538573667,0.006609843628129957,0.32162058138132865,0.9386038773148148,0.8236644864082336
pythia-160m,draw_1,medium,8,0.3994946463817032,0.007285069565242316,0.31565092609823475,0.9346976273148148,0.9089673757553101
pythia-160m,draw_1,medium,9,0.39780567279704937,0.01033957434020874,0.29219842865438195,0.9215842013888889,0.7679446935653687
pythia-160m,draw_1,medium,10,0.40949675999360347,0.010399616330430185,0.28616847099128706,0.8812152777777778,0.721798837184906
pythia-160m,draw_1,medium,11,0.42671811814719984,0.009530435140018589,0.32515764979117123,0.8380063657407408,0.8978458046913147
pythia-160m,draw_1,high,0,0.4056272636745673,0.013560808883213309,0.09424276574689028,0.9656322337962964,0.32911115884780884
pythia-160m,draw_1,high,1,0.36032838410538426,0.013294809405680291,0.18518146993487727,0.9343098958333333,1.2388063669204712
pythia-160m,draw_1,high,2,0.44507677922703953,0.010829555033965354,0.27660301424492495,0.7886328125,0.8450571298599243
pythia-160m,draw_1,high,3,0.4501013038495358,0.012274217450923676,0.287300850838738,0.7570254629629629,0.7924341559410095
pythia-160m,draw_1,high,4,0.4549678156507759,0.013311988101580092,0.32586675308361035,0.9567491319444444,0.7351356744766235
pythia-160m,draw_1,high,5,0.44159379321956926,0.008936751833755712,0.3193756954041158,0.9609722222222222,0.7348945736885071
pythia-160m,draw_1,high,6,0.43116562382945595,0.007082736528742707,0.31075937230359085,0.9516898148148147,0.7313838601112366
pythia-160m,draw_1,high,7,0.41940681970387106,0.007332379171764722,0.31667973401464633,0.9367549189814816,0.8087962865829468
pythia-160m,draw_1,high,8,0.3998536358389014,0.007727597681104862,0.3088832040719609,0.9357161458333333,0.8801422119140625
pythia-160m,draw_1,high,9,0.3980352043870812,0.010068212874535635,0.2856178182735589,0.9215306712962964,0.785686194896698
pythia-160m,draw_1,high,10,0.40678107965169247,0.00919322465179287,0.2834919914409624,0.8833318865740741,0.7352489233016968
pythia-160m,draw_1,high,11,0.42512515579698984,0.008818730078859251,0.32662367679655757,0.8408506944444445,0.913627028465271
pythia-160m,draw_1,very_high,0,0.3845242057145499,0.016105784593592812,0.12577324998181716,0.9722019675925925,0.3952666223049164
pythia-160m,draw_1,very_high,1,0.3643619269904134,0.01365728382555112,0.1901635941495632,0.935,1.2255706787109375
pythia-160m,draw_1,very_high,2,0.44374092187504693,0.010683937060887314,0.2672340010627967,0.795435474537037,0.8527016639709473
pythia-160m,draw_1,very_high,3,0.4474561963616136,0.011621380730845845,0.2702607654206244,0.7685894097222222,0.7899227738380432
pythia-160m,draw_1,very_high,4,0.45411691692817474,0.011645190404713682,0.31068804516435033,0.9571730324074075,0.7207900285720825
pythia-160m,draw_1,very_high,5,0.44229772706763354,0.0078390243219564,0.30753660333470645,0.9596354166666666,0.7130398154258728
pythia-160m,draw_1,very_high,6,0.43239836270685994,0.006632563867727961,0.30144942180402934,0.9522511574074075,0.7152038812637329
pythia-160m,draw_1,very_high,7,0.4218524355905434,0.007829222456977114,0.3112163563635453,0.9330483217592592,0.7956354022026062
pythia-160m,draw_1,very_high,8,0.4010472288908864,0.00746462437233384,0.3036544956621081,0.9319835069444444,0.8636139035224915
pythia-160m,draw_1,very_high,9,0.3992290288959906,0.00916678168764424,0.28159227929090713,0.9244328703703703,0.807658314704895
pythia-160m,draw_1,very_high,10,0.4047701972394945,0.009707884249755437,0.2799547178827475,0.8847728587962964,0.7438597679138184
pythia-160m,draw_1,very_high,11,0.4245840970993801,0.0092952495727434,0.3294977729572641,0.845413773148148,0.9337314367294312
pythia-160m,draw_1,control,0,0.3890845271232931,0.019248959291646328,0.11657585370615808,0.9705005787037037,0.37778612971305847
pythia-160m,draw_1,control,1,0.36325089220923323,0.013339570461359656,0.1894170423582271,0.9352662037037036,1.226485013961792
pythia-160m,draw_1,control,2,0.44563093844454177,0.010728655438223513,0.27367112395819926,0.7890480324074075,0.8453254103660583
pythia-160m,draw_1,control,3,0.44963136651133107,0.0122543704987613,0.2797729253161303,0.7599696180555555,0.7876794934272766
pythia-160m,draw_1,control,4,0.455705074342881,0.013008355957209918,0.31859285770798573,0.956958912037037,0.7239203453063965
pythia-160m,draw_1,control,5,0.4425991561512645,0.008139862384133403,0.3138411568430246,0.9594748263888889,0.7222796082496643
pythia-160m,draw_1,control,6,0.4317489457398495,0.007000879625089902,0.30521820881476636,0.9526620370370371,0.7202655076980591
pythia-160m,draw_1,control,7,0.4206734968794179,0.008521263093716713,0.3121249421366714,0.9355656828703705,0.7970582842826843
pythia-160m,draw_1,control,8,0.399794407771014,0.00852145159211537,0.3031232846404628,0.936070601851852,0.8667866587638855
pythia-160m,draw_1,control,9,0.39932427932552983,0.010629363891247998,0.2814708510349009,0.9217563657407408,0.7989482879638672
pythia-160m,draw_1,control,10,0.4061112242086939,0.009710836817721091,0.27963273990324433,0.8841608796296297,0.7365765571594238
pythia-160m,draw_1,control,11,0.42522246679874887,0.009331479694861821,0.32784510207122164,0.8440494791666666,0.9218280911445618
pythia-160m,draw_2,low,0,0.4193423673619156,0.005663894102117123,0.07380879667058937,0.9593171296296297,0.2832896113395691
pythia-160m,draw_2,low,1,0.34033277659544414,0.016272446508641437,0.17940004101443496,0.9417057291666666,1.345046877861023
pythia-160m,draw_2,low,2,0.4410383821175267,0.013083212732426762,0.285216570399232,0.7906510416666667,0.8380987644195557
pythia-160m,draw_2,low,3,0.4501703815681405,0.01296587674835737,0.3043488671266903,0.7508362268518519,0.7800922393798828
pythia-160m,draw_2,low,4,0.456874116031368,0.012190777237959397,0.34407151665113367,0.9580555555555555,0.744925320148468
pythia-160m,draw_2,low,5,0.4422272126312916,0.008012338260869998,0.332805397033592,0.9609765625,0.7501122355461121
pythia-160m,draw_2,low,6,0.42964846728860023,0.006789521571227654,0.32338389792427713,0.9527719907407407,0.7419958710670471
pythia-160m,draw_2,low,7,0.4160656986929724,0.006985975133380237,0.3276317741457353,0.9358506944444445,0.8287970423698425
pythia-160m,draw_2,low,8,0.40047803791625347,0.00808414670750264,0.3242834487472528,0.9309751157407407,0.9398569464683533
pythia-160m,draw_2,low,9,0.40019475183282943,0.01077800751173857,0.30258578844971806,0.9213078703703703,0.7531512975692749
pythia-160m,draw_2,low,10,0.4136355376483525,0.009833017637947097,0.2928439789654329,0.877890625,0.7039116024971008
pythia-160m,draw_2,low,11,0.4302708178741423,0.009459206365784524,0.32622092330296026,0.8284201388888889,0.8758577704429626
pythia-160m,draw_2,medium,0,0.416931645541812,0.007280171867332723,0.07514148989243075,0.9602199074074074,0.2896868884563446
pythia-160m,draw_2,medium,1,0.3512073154310184,0.013983902757347474,0.18079684469896318,0.9381814236111111,1.2878812551498413
pythia-160m,draw_2,medium,2,0.44396380110309047,0.012386982890193913,0.28525233735400013,0.7910069444444444,0.8386785387992859
pythia-160m,draw_2,medium,3,0.4492976220635152,0.013555500405134225,0.2992018405197767,0.7562239583333333,0.7869583964347839
pythia-160m,draw_2,medium,4,0.454296745372021,0.013083298620052503,0.33723259589372234,0.9589583333333334,0.7447523474693298
pythia-160m,draw_2,medium,5,0.4411499721155489,0.008524766112818355,0.3297170821428239,0.9613483796296297,0.7496949434280396
pythia-160m,draw_2,medium,6,0.4290498360963728,0.007171098434141959,0.3196187475840955,0.9538353587962962,0.7422292232513428
pythia-160m,draw_2,medium,7,0.4159683727083711,0.006546862247216531,0.32372320881205696,0.9382638888888889,0.8243098855018616
pythia-160m,draw_2,medium,8,0.39963842053024795,0.007167780914016524,0.3169448230415315,0.9350665509259258,0.903796911239624
pythia-160m,draw_2,medium,9,0.39737971703377767,0.010470375810994222,0.29292435459677746,0.9217115162037037,0.7731561064720154
pythia-160m,draw_2,medium,10,0.4095950782876024,0.009744418856321912,0.2871559611326149,0.88359375,0.7288345694541931
pythia-160m,draw_2,medium,11,0.42731092265898524,0.008989940259504274,0.32593018635121473,0.8368373842592594,0.8991961479187012
pythia-160m,draw_2,high,0,0.406341347278197,0.011152051001954376,0.09366089492966911,0.9658564814814815,0.32828930020332336
pythia-160m,draw_2,high,1,0.36062252981198495,0.012514050105898048,0.18994120635300038,0.9338252314814814,1.2255463600158691
pythia-160m,draw_2,high,2,0.4456464195586851,0.010593700624788698,0.2807471750675157,0.7865118634259258,0.8350785970687866
pythia-160m,draw_2,high,3,0.45192548782623615,0.012634631522409215,0.2909875018688537,0.7563368055555556,0.7814224362373352
pythia-160m,draw_2,high,4,0.45656617525643306,0.012799294847402217,0.32922208926978236,0.9574001736111111,0.7290751934051514
pythia-160m,draw_2,high,5,0.44228069567685174,0.008792799528061251,0.3215750533341375,0.9610170717592592,0.7345202565193176
pythia-160m,draw_2,high,6,0.4303410373942308,0.006660279304415406,0.31233500179603024,0.9529875578703704,0.7362808585166931
pythia-160m,draw_2,high,7,0.4191700886746183,0.007646622580638491,0.31856241450760137,0.9364134837962963,0.8137705326080322
pythia-160m,draw_2,high,8,0.3999097213457791,0.007366197837921266,0.30976841694484847,0.9332667824074073,0.882617712020874
pythia-160m,draw_2,high,9,0.397708156782723,0.010955443561927979,0.2852915367865214,0.9215813078703703,0.7924352288246155
pythia-160m,draw_2,high,10,0.4078560476750811,0.010622558914401472,0.28283222130067576,0.8828327546296297,0.7289259433746338
pythia-160m,draw_2,high,11,0.4258807233958075,0.010165505867858114,0.32549876467334315,0.8394111689814815,0.9084464311599731
pythia-160m,draw_2,very_high,0,0.3832774788690463,0.016827339366809635,0.12300588603476026,0.9725231481481481,0.39510250091552734
pythia-160m,draw_2,very_high,1,0.36692649866534566,0.012289811899407407,0.18986561845761885,0.9298640046296297,1.2022039890289307
pythia-160m,draw_2,very_high,2,0.4451053677919361,0.009753853534168206,0.2728291921402759,0.7950101273148149,0.8426756858825684
pythia-160m,draw_2,very_high,3,0.44996744242370507,0.011644733370053558,0.281349793720467,0.7608232060185186,0.7838134765625
pythia-160m,draw_2,very_high,4,0.4556049952792049,0.011838723474705054,0.317438238134063,0.9557725694444444,0.7164156436920166
pythia-160m,draw_2,very_high,5,0.4428697167004727,0.007234488212207258,0.31392205406884255,0.9602329282407408,0.7153037786483765
pythia-160m,draw_2,very_high,6,0.4328935192674565,0.006186313690836316,0.3093602380492082,0.9509606481481481,0.7195097804069519
pythia-160m,draw_2,very_high,7,0.4216584389357732,0.007609304426095682,0.31668133982156865,0.934632523148148,0.799190104007721
pythia-160m,draw_2,very_high,8,0.3998839454720651,0.007863079214606886,0.30474958106202443,0.9330034722222222,0.8617504239082336
pythia-160m,draw_2,very_high,9,0.39874045985437245,0.010804265107139535,0.28356974750187325,0.925726273148148,0.8134578466415405
pythia-160m,draw_2,very_high,10,0.4049578447901375,0.009733014749843984,0.28287470901105616,0.8863541666666667,0.7467296123504639
pythia-160m,draw_2,very_high,11,0.42433299900356947,0.009593557005957827,0.33130267103088107,0.8466131365740741,0.9359493255615234
pythia-160m,draw_2,control,0,0.38927265375212955,0.019583003978268988,0.11900043492476797,0.9714279513888889,0.38109931349754333
pythia-160m,draw_2,control,1,0.36214431955348575,0.014525472791388685,0.18787644509706825,0.9321629050925926,1.2352585792541504
pythia-160m,draw_2,control,2,0.44381675619701405,0.01098752875023175,0.2696925067105389,0.7920601851851852,0.845337986946106
pythia-160m,draw_2,control,3,0.44924952964762455,0.012305492766640778,0.27595233039888245,0.759212962962963,0.7902101278305054
pythia-160m,draw_2,control,4,0.45439676112134664,0.013194292790341204,0.3135900410764394,0.9570471643518519,0.7227494120597839
pythia-160m,draw_2,control,5,0.4419853172553205,0.008230732336288186,0.30926067984313943,0.9593142361111111,0.7203900814056396
pythia-160m,draw_2,control,6,0.4322222380554839,0.0071978207198625825,0.3018128211291615,0.9523191550925925,0.7151612043380737
pythia-160m,draw_2,control,7,0.42120628608313077,0.00747890775077447,0.30956570869202715,0.9369719328703703,0.7916075587272644
pythia-160m,draw_2,control,8,0.40087963835754675,0.007415818288390993,0.3023747090488975,0.9348350694444445,0.8651546835899353
pythia-160m,draw_2,control,9,0.39920837447592145,0.00972696036490579,0.2809289184572974,0.9234939236111112,0.7976192831993103
pythia-160m,draw_2,control,10,0.40622134713972563,0.010383318207340328,0.2786162025395278,0.8854267939814815,0.7386243343353271
pythia-160m,draw_2,control,11,0.4252617327664368,0.00981431329754092,0.32599985490625505,0.8448003472222222,0.9239228963851929
pythia-160m,draw_3,low,0,0.41850014596506613,0.0059005603667465255,0.07498118440473922,0.9598553240740741,0.2859900891780853
pythia-160m,draw_3,low,1,0.3399993744005633,0.014753335734876319,0.1808679733166505,0.944285300925926,1.3487178087234497
pythia-160m,draw_3,low,2,0.44056282026712584,0.012499984717997336,0.2851631263750365,0.7962876157407408,0.8352299332618713
pythia-160m,draw_3,low,3,0.44815464058214965,0.013761134825888463,0.3033257318186502,0.7578428819444445,0.7822438478469849
pythia-160m,draw_3,low,4,0.45511544649455155,0.013400096559792312,0.34265726538941577,0.9587225115740741,0.7438507676124573
pythia-160m,draw_3,low,5,0.44167086475682626,0.00870857387201913,0.3312560872547863,0.9607740162037037,0.7471636533737183
pythia-160m,draw_3,low,6,0.4290288954418529,0.007124877605447067,0.3225967621393395,0.9542230902777777,0.7417038679122925
pythia-160m,draw_3,low,7,0.41631644691435793,0.006631809337512523,0.3267094968102493,0.9370500578703703,0.8271420001983643
pythia-160m,draw_3,low,8,0.4005070386863534,0.007164243532468397,0.32261996230075507,0.9328530092592593,0.9317359328269958
pythia-160m,draw_3,low,9,0.3995793221791397,0.010059283529944627,0.29999693505332914,0.9212543402777778,0.7562451362609863
pythia-160m,draw_3,low,10,0.4120269590475564,0.010638807178337156,0.2915556504737311,0.8815277777777778,0.7177737951278687
pythia-160m,draw_3,low,11,0.42981863400819537,0.009915009580609353,0.3266653911656199,0.8310980902777778,0.8867323994636536
pythia-160m,draw_3,medium,0,0.41724039611169633,0.006239677253920953,0.07492547734460109,0.9608940972222222,0.288547545671463
pythia-160m,draw_3,medium,1,0.3503200776694957,0.014649334201025804,0.18236253364899446,0.9393938078703703,1.2849186658859253
pythia-160m,draw_3,medium,2,0.4447462450917316,0.011865558726132005,0.2843033847920746,0.7841290509259261,0.8295556902885437
pythia-160m,draw_3,medium,3,0.4495434112707576,0.013144815834977255,0.29928179184909287,0.7523206018518519,0.7852151989936829
pythia-160m,draw_3,medium,4,0.45551880254356625,0.012590727996254951,0.33956035731391254,0.9585980902777778,0.7416247725486755
