model,draw,band,layer,mean_gini,std_gini,population_gini,mean_frac_active,mean_abs_activation
pythia-160m,draw_3,medium,5,0.44085476315101446,0.009220848059205153,0.3286297093022381,0.961796875,0.7444249987602234
pythia-160m,draw_3,medium,6,0.42884536944007956,0.007446421466653619,0.3195210956987038,0.9530859375,0.7394850254058838
pythia-160m,draw_3,medium,7,0.41574789322733874,0.006934037296151175,0.32336691479741186,0.9372670717592593,0.8264099359512329
pythia-160m,draw_3,medium,8,0.39897006831569476,0.007575076098721659,0.3167569476624643,0.9346947337962964,0.9148043990135193
pythia-160m,draw_3,medium,9,0.39784111722291576,0.010192153825218762,0.29398875862722607,0.9212109375,0.7695760130882263
pythia-160m,draw_3,medium,10,0.4098798554718236,0.011221888098107917,0.2873526380257623,0.8802372685185186,0.7252027988433838
pythia-160m,draw_3,medium,11,0.4275388667268881,0.010427894237999117,0.32604778615033236,0.8367679398148147,0.8991354703903198
pythia-160m,draw_3,high,0,0.4070388616083696,0.011472594883778294,0.09259653807198487,0.9654904513888889,0.32599207758903503
pythia-160m,draw_3,high,1,0.36001907703591957,0.013416751313958525,0.18459134303783942,0.9342259837962964,1.2399511337280273
pythia-160m,draw_3,high,2,0.4462854872135837,0.012203518341775289,0.27594424321686706,0.7845543981481482,0.8417866826057434
pythia-160m,draw_3,high,3,0.44928561420525587,0.01364814978728933,0.28451082757227675,0.759241898148148,0.7903141379356384
pythia-160m,draw_3,high,4,0.4536373069506814,0.013432331267960798,0.3227480323832388,0.9575824652777778,0.730231523513794
pythia-160m,draw_3,high,5,0.4405556114313561,0.009823784926055694,0.3168765707462271,0.961986400462963,0.7307015061378479
pythia-160m,draw_3,high,6,0.42912600389686123,0.0071242902506832495,0.3091630000263601,0.9538671875,0.7322810888290405
pythia-160m,draw_3,high,7,0.41941908450112214,0.006829257766570121,0.31595802561811626,0.9364901620370369,0.8080123066902161
pythia-160m,draw_3,high,8,0.40074498656952956,0.007674193975806344,0.3076999325385954,0.9343619791666666,0.8750274777412415
pythia-160m,draw_3,high,9,0.39694479637606533,0.010515427938401222,0.2828117476830392,0.9228804976851853,0.7942816615104675
pythia-160m,draw_3,high,10,0.4063841809604451,0.010625876173101814,0.2804681118640442,0.8824291087962962,0.7375820875167847
pythia-160m,draw_3,high,11,0.42561860199064466,0.009807839590169492,0.32563503085520074,0.8407740162037036,0.9144068360328674
pythia-160m,draw_3,very_high,0,0.3832108276445503,0.0162182435790007,0.12624480958139084,0.9725969328703703,0.3980914056301117
pythia-160m,draw_3,very_high,1,0.3644947851803448,0.012565769342001003,0.19076849761385417,0.9359620949074073,1.2112194299697876
pythia-160m,draw_3,very_high,2,0.44499428261913293,0.011139340374354994,0.2687437666814514,0.7906828703703703,0.8456650376319885
pythia-160m,draw_3,very_high,3,0.4486763497660493,0.011828211140769313,0.2751067609108173,0.7628197337962963,0.7904744744300842
pythia-160m,draw_3,very_high,4,0.45435891193291933,0.012191068076341155,0.3126896626641742,0.9573046875,0.7192335724830627
pythia-160m,draw_3,very_high,5,0.44342736313010517,0.008097359480284795,0.310408788684295,0.9598061342592592,0.7143709063529968
pythia-160m,draw_3,very_high,6,0.43249222756683664,0.006405358873156203,0.30371262173645985,0.9514438657407408,0.7144089341163635
pythia-160m,draw_3,very_high,7,0.42238827403699275,0.008966333080916315,0.3127915935253267,0.933347800925926,0.7901842594146729
pythia-160m,draw_3,very_high,8,0.4003731616817963,0.008551307546566014,0.30374535544980197,0.9341521990740742,0.857625424861908
pythia-160m,draw_3,very_high,9,0.3980183530630283,0.01076709891757128,0.28244992964973736,0.9259172453703702,0.8115008473396301
pythia-160m,draw_3,very_high,10,0.4041520026522383,0.01057936749479565,0.28165754387028064,0.8874001736111111,0.7497719526290894
pythia-160m,draw_3,very_high,11,0.4236302696181345,0.009504955871078625,0.33094796764397216,0.8500043402777778,0.9384174942970276
pythia-160m,draw_3,control,0,0.3886497896248434,0.020702850377932867,0.11848113538593763,0.9704673032407408,0.3810124099254608
pythia-160m,draw_3,control,1,0.36210179903831285,0.013911933895210806,0.19125272414563943,0.9344979745370371,1.2290583848953247
pythia-160m,draw_3,control,2,0.4443503424673407,0.010219560734263921,0.2717082263027959,0.7902719907407407,0.843559205532074
pythia-160m,draw_3,control,3,0.44792030742698485,0.011801504379463288,0.27524963115488066,0.764351851851852,0.787425696849823
pythia-160m,draw_3,control,4,0.45449744732586517,0.011924160606554138,0.3153288575589164,0.9565263310185185,0.7204620838165283
pythia-160m,draw_3,control,5,0.4422414482600564,0.007738533045892762,0.3115254642046674,0.9602387152777778,0.7170289754867554
pythia-160m,draw_3,control,6,0.4315827285423816,0.006420625551843854,0.3042883491746502,0.9515292245370369,0.7181069850921631
pythia-160m,draw_3,control,7,0.42140377754969965,0.007780033773684695,0.3142551584631543,0.935072337962963,0.7957955598831177
pythia-160m,draw_3,control,8,0.4003223338552664,0.00772387906779222,0.30523894573134935,0.9332465277777777,0.8679606318473816
pythia-160m,draw_3,control,9,0.3986222227506672,0.010078566208501985,0.2828298280441246,0.9232667824074074,0.8011264204978943
pythia-160m,draw_3,control,10,0.4054882026790137,0.010216567006508437,0.2813806305904447,0.8821614583333334,0.7431892156600952
pythia-160m,draw_3,control,11,0.4238278728246606,0.010112605939973636,0.3280105339281818,0.8456163194444445,0.9315493702888489
pythia-410m,draw_1,low,0,0.4171332855754859,0.006836947047794174,0.053478853769998835,0.9605881076388889,0.277682363986969
pythia-410m,draw_1,low,1,0.31497222258370206,0.01264944491453945,0.1671477975175879,0.9886338975694444,1.417291283607483
pythia-410m,draw_1,low,2,0.3289764347318683,0.010944008048338673,0.1372359659090825,0.986689453125,1.0984958410263062
pythia-410m,draw_1,low,3,0.37465335701416,0.009148295952307072,0.18227395929285928,0.9405978732638889,0.8825345039367676
pythia-410m,draw_1,low,4,0.38087467432558153,0.009012362402882739,0.1983520606010749,0.8655067274305556,0.8375746011734009
pythia-410m,draw_1,low,5,0.44556201071427215,0.008789297817290567,0.25577387135906426,0.8004166666666667,0.6180514097213745
pythia-410m,draw_1,low,6,0.4002547558023352,0.010297469189744468,0.2806878082438413,0.8775141059027778,0.9915505647659302
pythia-410m,draw_1,low,7,0.413222831509551,0.00770517205598648,0.29911355753340696,0.8988899739583334,0.8626261353492737
pythia-410m,draw_1,low,8,0.4187828268616906,0.0064736373984888166,0.31050350614033273,0.9617198350694445,0.8141469359397888
pythia-410m,draw_1,low,9,0.42021809127553233,0.0062897725596253555,0.3142989607023534,0.9654763454861112,0.7376641631126404
pythia-410m,draw_1,low,10,0.4145642772940151,0.0055755442897010175,0.2903084759500272,0.96279296875,0.6736469268798828
pythia-410m,draw_1,low,11,0.4170997324098251,0.0072863004086023975,0.28014994116297487,0.9625672743055556,0.633315920829773
pythia-410m,draw_1,low,12,0.4086790975188305,0.007732783144064219,0.27564722124345775,0.9671484375,0.6165720224380493
pythia-410m,draw_1,low,13,0.4075646947880495,0.005412116619282578,0.2943891889315271,0.9462727864583333,0.6557563543319702
pythia-410m,draw_1,low,14,0.39746666232695665,0.006048474696213154,0.29401032177025854,0.9077137586805556,0.639040470123291
pythia-410m,draw_1,low,15,0.3897295968242457,0.0050458506910368095,0.28281251191909806,0.973857421875,0.7086066603660583
pythia-410m,draw_1,low,16,0.3943012001342529,0.005487623790066977,0.28820600524408957,0.9644064670138889,0.7418099641799927
pythia-410m,draw_1,low,17,0.3777983019745791,0.0067919913149263236,0.25763885398373954,0.9611599392361111,0.7127950191497803
pythia-410m,draw_1,low,18,0.3497387179134811,0.009565275061796538,0.2311825722634273,0.9568413628472222,0.8334928154945374
pythia-410m,draw_1,low,19,0.3636031429006589,0.012998667704872987,0.23053350286142882,0.8720453559027778,0.75859135389328
pythia-410m,draw_1,low,20,0.35897504009754405,0.014625010218358233,0.218037718649972,0.8976117621527778,0.6202938556671143
pythia-410m,draw_1,low,21,0.3802627464941198,0.013979894993431965,0.23799958081826178,0.8206911892361111,0.6077011227607727
pythia-410m,draw_1,low,22,0.39502997752909247,0.01152451108007546,0.2537289607999369,0.9221245659722223,0.7276192307472229
pythia-410m,draw_1,low,23,0.42301772005227223,0.008791224758000335,0.2965233056817076,0.8322612847222223,0.781227171421051
pythia-410m,draw_1,medium,0,0.4095140154982117,0.013253978479363387,0.0524000215186784,0.9633984375,0.28412196040153503
pythia-410m,draw_1,medium,1,0.3265364507245814,0.014742906710889757,0.17637724631164042,0.9870941840277778,1.383034348487854
pythia-410m,draw_1,medium,2,0.33424685420164096,0.011281481539903968,0.13912098336194867,0.9859016927083334,1.0703058242797852
pythia-410m,draw_1,medium,3,0.38090342159306945,0.008215479123163538,0.18566757251557364,0.9376898871527778,0.851201057434082
pythia-410m,draw_1,medium,4,0.38271685353109675,0.008710780963952254,0.19649895632049708,0.8617252604166666,0.8280038833618164
pythia-410m,draw_1,medium,5,0.44801108359946434,0.008590019535234762,0.2573991392477164,0.7925889756944444,0.6164231896400452
pythia-410m,draw_1,medium,6,0.4027388947269272,0.010613304184402567,0.2793064134055818,0.8708626302083333,0.986407995223999
pythia-410m,draw_1,medium,7,0.4140861687191478,0.007382990369546744,0.29654256420652736,0.8963302951388888,0.8542968034744263
pythia-410m,draw_1,medium,8,0.41933740986610096,0.006197102229860536,0.3111603475939648,0.9619118923611111,0.8112355470657349
pythia-410m,draw_1,medium,9,0.421946216907327,0.006141644452101934,0.31561250713295763,0.9653092447916667,0.7370312213897705
pythia-410m,draw_1,medium,10,0.41645412673209226,0.005238269098634337,0.2904848594138101,0.9629752604166667,0.671828031539917
pythia-410m,draw_1,medium,11,0.41779055126990255,0.007278732287506681,0.27584039616862244,0.9627473958333334,0.6272761821746826
pythia-410m,draw_1,medium,12,0.40840996421256753,0.007762913685430157,0.27003604970330986,0.9672200520833333,0.6147835850715637
pythia-410m,draw_1,medium,13,0.4073710422589558,0.005816193093136946,0.28932300667747834,0.9476898871527778,0.6603578925132751
pythia-410m,draw_1,medium,14,0.3970847079817151,0.006578380552100994,0.28873747064928934,0.9081814236111111,0.6413818597793579
pythia-410m,draw_1,medium,15,0.38970517281753775,0.005580303261588878,0.27819631107337006,0.9741026475694444,0.7110785841941833
pythia-410m,draw_1,medium,16,0.3938286140335644,0.005093190625110965,0.28375821573600324,0.9629654947916667,0.7359278202056885
pythia-410m,draw_1,medium,17,0.377876606042757,0.006485231435488006,0.25323179427995424,0.9601974826388889,0.704115629196167
pythia-410m,draw_1,medium,18,0.34767413487277604,0.008932329174209089,0.22668283525129485,0.9577864583333333,0.8358498215675354
pythia-410m,draw_1,medium,19,0.36141937405858754,0.01294087522778462,0.22560715466342462,0.8777105034722222,0.7646743655204773
pythia-410m,draw_1,medium,20,0.35720334909687745,0.015331647465859912,0.21432612075341018,0.8915831163194444,0.6334968209266663
pythia-410m,draw_1,medium,21,0.37946648619319273,0.014953234873104581,0.23790874650008553,0.8228993055555556,0.6152933835983276
pythia-410m,draw_1,medium,22,0.3961867842937739,0.012205142189203757,0.2552773649525564,0.9104155815972222,0.7158921957015991
pythia-410m,draw_1,medium,23,0.42448612736347313,0.00919399491606588,0.30320160632836446,0.8380349392361112,0.7793932557106018
pythia-410m,draw_1,high,0,0.3799523169870824,0.02487831744949591,0.06656714276515507,0.9705501302083334,0.34154626727104187
pythia-410m,draw_1,high,1,0.32956928137253083,0.013139616233716055,0.18583563701513794,0.9868359375,1.3628193140029907
pythia-410m,draw_1,high,2,0.33806168707310524,0.009968257070324732,0.1427301964303176,0.9851302083333333,1.0498453378677368
pythia-410m,draw_1,high,3,0.387248478408574,0.006959875884742566,0.18876225660729373,0.939384765625,0.8296443819999695
pythia-410m,draw_1,high,4,0.3839920159154012,0.009475616251858134,0.18937744889326935,0.8650444878472222,0.837238073348999
pythia-410m,draw_1,high,5,0.44575538909974527,0.009610460310410011,0.24713761170264537,0.8067437065972223,0.6264179348945618
pythia-410m,draw_1,high,6,0.406185059850789,0.01030972042213195,0.2699665689264865,0.8642078993055555,0.9786415100097656
pythia-410m,draw_1,high,7,0.41568446270587,0.007214628833345364,0.2857400158478802,0.8932834201388888,0.8407115936279297
pythia-410m,draw_1,high,8,0.4223787129056661,0.005599121409453285,0.3050722484200836,0.9614008246527778,0.795527458190918
pythia-410m,draw_1,high,9,0.42343995457263367,0.005613181242861358,0.30778811985632193,0.96447265625,0.7240235209465027
pythia-410m,draw_1,high,10,0.4172018106532996,0.005571782956772925,0.28298287238349706,0.9631271701388889,0.6658282279968262
pythia-410m,draw_1,high,11,0.41850517950766136,0.006750507641878381,0.2664070332040227,0.9627332899305555,0.6215210556983948
pythia-410m,draw_1,high,12,0.40932195336989524,0.007400950924664204,0.2633809068156323,0.9671864149305556,0.6128218173980713
pythia-410m,draw_1,high,13,0.4084657819126143,0.005553284993091742,0.2830135264861837,0.9502159288194445,0.6623913049697876
pythia-410m,draw_1,high,14,0.3986594036984394,0.006778985625578474,0.2834614099522248,0.9084939236111111,0.6445542573928833
pythia-410m,draw_1,high,15,0.39180502078929774,0.005274140746945949,0.27252608832930636,0.9737901475694445,0.7068350315093994
pythia-410m,draw_1,high,16,0.39437964739133,0.005492975844150902,0.2776913921872979,0.9614811197916666,0.7269879579544067
pythia-410m,draw_1,high,17,0.379290456628398,0.006533546510589485,0.2480956823214009,0.9601844618055555,0.6971275210380554
pythia-410m,draw_1,high,18,0.34764345478635555,0.009106059276378685,0.2224869514383827,0.9622916666666667,0.8286846280097961
pythia-410m,draw_1,high,19,0.35988116179028123,0.012993627646855714,0.22163609189271005,0.8906163194444444,0.7770083546638489
pythia-410m,draw_1,high,20,0.3551689828650867,0.014505357422437254,0.21345637114768,0.9010405815972222,0.6548067927360535
pythia-410m,draw_1,high,21,0.37704666330287195,0.015290680969989213,0.2392386638192172,0.8272081163194445,0.6590343117713928
pythia-410m,draw_1,high,22,0.3962819847906028,0.011539443743410305,0.25947430299785723,0.9067404513888889,0.7388553619384766
pythia-410m,draw_1,high,23,0.4234196365525269,0.007698871948938715,0.3079069734676716,0.8377180989583334,0.8027728796005249
pythia-410m,draw_1,very_high,0,0.334498649621685,0.025380821218259075,0.08429127049951979,0.9806499565972222,0.4289708435535431
pythia-410m,draw_1,very_high,1,0.3300975609259926,0.013471931369672098,0.19964170915285262,0.9868891059027778,1.3689721822738647
pythia-410m,draw_1,very_high,2,0.3407398514825059,0.011099796761653345,0.1399706418207729,0.9846082899305556,1.0555051565170288
pythia-410m,draw_1,very_high,3,0.39017306855769424,0.006380552062231613,0.18887451927682886,0.9409874131944445,0.8407568335533142
pythia-410m,draw_1,very_high,4,0.38582382926204895,0.008657190700746026,0.184159176708929,0.8729481336805556,0.8545342087745667
pythia-410m,draw_1,very_high,5,0.44580157911321094,0.009149839390352766,0.24142719348584518,0.8056586371527777,0.6451258063316345
pythia-410m,draw_1,very_high,6,0.4100857357688653,0.01033773745435752,0.2600747738608178,0.8586545138888889,0.9733489751815796
pythia-410m,draw_1,very_high,7,0.4169171337660483,0.007378053388468158,0.2717573187146094,0.8895670572916666,0.8262781500816345
pythia-410m,draw_1,very_high,8,0.4234637364023123,0.006452095318876137,0.2937953221256029,0.9610590277777777,0.7809162139892578
pythia-410m,draw_1,very_high,9,0.42474778314405187,0.006057534275615683,0.2965423656747208,0.9642740885416666,0.7087714076042175
pythia-410m,draw_1,very_high,10,0.4168385275027058,0.0057886339364831285,0.2679035504239524,0.9636990017361111,0.6533139944076538
pythia-410m,draw_1,very_high,11,0.4182014408926207,0.007443798733004955,0.2512087330458339,0.9622677951388889,0.6123074889183044
pythia-410m,draw_1,very_high,12,0.40898200883088215,0.00778380002227279,0.24741881163347745,0.967216796875,0.6032698750495911
pythia-410m,draw_1,very_high,13,0.40859301025965516,0.00622931181058375,0.26913391851614143,0.9515190972222223,0.6538876295089722
pythia-410m,draw_1,very_high,14,0.3996784337463816,0.006877174369756189,0.27383111602634247,0.9058159722222222,0.6389570236206055
pythia-410m,draw_1,very_high,15,0.3930808736144431,0.0060939600761637965,0.2664609752368088,0.9732790798611111,0.7029958963394165
pythia-410m,draw_1,very_high,16,0.39567680515527837,0.005881160157570508,0.27275064962279494,0.9579958767361111,0.7200558185577393
pythia-410m,draw_1,very_high,17,0.38316926000143653,0.005897297236055025,0.24715549684908011,0.9569856770833334,0.6769134402275085
pythia-410m,draw_1,very_high,18,0.3495291430030548,0.008444244743062589,0.22467977867511535,0.9638845486111111,0.8192837834358215
pythia-410m,draw_1,very_high,19,0.35820844366168164,0.012910783431407518,0.2242107958839643,0.8963921440972222,0.7742611765861511
pythia-410m,draw_1,very_high,20,0.3530225166986872,0.013628746273580386,0.21878901494041147,0.9086187065972222,0.6592662334442139
pythia-410m,draw_1,very_high,21,0.3736932121322882,0.014464907274265325,0.2469284371768945,0.8313585069444445,0.6883306503295898
pythia-410m,draw_1,very_high,22,0.39354832213140906,0.012040246228717737,0.2691518880984016,0.9035286458333334,0.7593137621879578
pythia-410m,draw_1,very_high,23,0.4206503172246122,0.007614319556659632,0.3153182987541152,0.8391916232638889,0.8202574253082275
pythia-410m,draw_1,control,0,0.3444110284712123,0.03545553339161633,0.07882205082254101,0.978603515625,0.40930449962615967
pythia-410m,draw_1,control,1,0.32897023549257043,0.014263327095201825,0.19503788460759353,0.9869444444444444,1.3711048364639282
pythia-410m,draw_1,control,2,0.33977493834039013,0.010368279057678124,0.13952375089148217,0.9850075954861112,1.0516635179519653
pythia-410m,draw_1,control,3,0.3887225163666942,0.007623933728861094,0.18848066739855085,0.9403157552083333,0.8349232077598572
pythia-410m,draw_1,control,4,0.3859040671421293,0.009001187094910927,0.1864601698819517,0.8686078559027778,0.8430231213569641
pythia-410m,draw_1,control,5,0.44680735589932247,0.009127324089459802,0.24638992781521463,0.8030978732638889,0.6370145678520203
pythia-410m,draw_1,control,6,0.4088479252009579,0.010698595228860791,0.26543153329802127,0.8608344184027777,0.9728758931159973
pythia-410m,draw_1,control,7,0.41719176209898656,0.007158042738460664,0.2790458477344271,0.8913226996527778,0.8286547064781189
pythia-410m,draw_1,control,8,0.4238414404415832,0.006200475784606664,0.2985527928233713,0.9609103732638888,0.7819682359695435
pythia-410m,draw_1,control,9,0.4254118455815181,0.005536955212090594,0.30141709198701916,0.9638498263888889,0.7109510898590088
pythia-410m,draw_1,control,10,0.41841267496417284,0.005902324736016168,0.2754239309646511,0.9623166232638889,0.6558704972267151
pythia-410m,draw_1,control,11,0.4201984531099473,0.006447804401282607,0.25769537290001177,0.9616818576388889,0.6113250255584717
pythia-410m,draw_1,control,12,0.41007781389574904,0.006664509446245089,0.25570823005244536,0.9669184027777777,0.6041842103004456
pythia-410m,draw_1,control,13,0.40890575062041934,0.005732653612851764,0.27671445000394335,0.9504958767361111,0.655879557132721
pythia-410m,draw_1,control,14,0.40062227079123164,0.007446925978288679,0.2800197218407501,0.9071017795138889,0.6419393420219421
pythia-410m,draw_1,control,15,0.3923563608590471,0.005593168715030538,0.2702067587199446,0.9737109375,0.703505277633667
pythia-410m,draw_1,control,16,0.39552208533779676,0.005737989175259967,0.2759450269051893,0.959833984375,0.7198854684829712
pythia-410m,draw_1,control,17,0.3811416252000874,0.006385337259590632,0.2487454252647101,0.9584201388888889,0.6855438351631165
pythia-410m,draw_1,control,18,0.34836712536829245,0.008746792306839958,0.224028365078079,0.9640809461805555,0.8174118399620056
pythia-410m,draw_1,control,19,0.35897349244993165,0.01327568368122245,0.22370665273721224,0.8939605034722222,0.7668025493621826
pythia-410m,draw_1,control,20,0.35383100638958087,0.013401083202438888,0.21627715118863144,0.9060384114583333,0.653568685054779
pythia-410m,draw_1,control,21,0.3744451097991183,0.0149352344906639,0.24369163750648748,0.8314496527777778,0.678399920463562
pythia-410m,draw_1,control,22,0.39482319267561783,0.013121145157655214,0.2645554443355589,0.9050206163194444,0.750800371170044
pythia-410m,draw_1,control,23,0.4220902729130323,0.008023209972239183,0.3117308575603095,0.8369097222222223,0.8112319111824036
pythia-410m,draw_2,low,0,0.41494033069113173,0.009970592967748033,0.05291987069228399,0.9611013454861111,0.280245840549469
pythia-410m,draw_2,low,1,0.31665370048135144,0.01328057783016479,0.16639691557915248,0.9882996961805556,1.4091503620147705
pythia-410m,draw_2,low,2,0.3299386343010847,0.011129659779404378,0.13873014091997105,0.9863487413194445,1.0882858037948608
pythia-410m,draw_2,low,3,0.37545404304435237,0.009247930956631258,0.18536318639868288,0.9410340711805556,0.8740731477737427
pythia-410m,draw_2,low,4,0.38164698605422587,0.009204382536254994,0.20050318839603887,0.8659331597222222,0.8324206471443176
pythia-410m,draw_2,low,5,0.4467198097598017,0.008774886407352047,0.25829870767981644,0.7990863715277777,0.6144541501998901
pythia-410m,draw_2,low,6,0.40052490376678923,0.010543239566908945,0.2813112447654582,0.878837890625,0.9902731776237488
pythia-410m,draw_2,low,7,0.41367803497997824,0.0073332762645501905,0.29972978528983507,0.8979416232638889,0.8632528185844421
pythia-410m,draw_2,low,8,0.4196026067741743,0.005611075051455581,0.311672326024409,0.9623556857638889,0.8183456659317017
pythia-410m,draw_2,low,9,0.4210082355186497,0.00603927007501167,0.31500399329462403,0.9656000434027778,0.7394201755523682
pythia-410m,draw_2,low,10,0.41555215542380136,0.005406085807540605,0.2912508508874654,0.9627549913194444,0.6732192635536194
pythia-410m,draw_2,low,11,0.41784371143774013,0.007741519790091332,0.2802804763714255,0.9622515190972222,0.6333038806915283
pythia-410m,draw_2,low,12,0.4089900040465331,0.007492883089957955,0.27520373313793334,0.9677473958333334,0.6138535141944885
pythia-410m,draw_2,low,13,0.4084849193713608,0.005076263588566836,0.29426065158132,0.9464561631944445,0.654266357421875
pythia-410m,draw_2,low,14,0.3973377151606901,0.006190606048338957,0.29353820664325614,0.9085145399305555,0.6400816440582275
pythia-410m,draw_2,low,15,0.39033096519669774,0.005125053450365,0.2831369129682848,0.9737380642361111,0.7112767696380615
pythia-410m,draw_2,low,16,0.3951154898436107,0.004917912591838568,0.2890906957879207,0.9637814670138889,0.7427006959915161
pythia-410m,draw_2,low,17,0.37884545880913,0.006176922296784841,0.25752546107387064,0.9601519097222222,0.7121777534484863
pythia-410m,draw_2,low,18,0.3512373405557094,0.008692940078382992,0.23162392618361927,0.954560546875,0.8291496634483337
pythia-410m,draw_2,low,19,0.3648332549835918,0.011574843879888766,0.23064353101166146,0.8690766059027778,0.7485533356666565
pythia-410m,draw_2,low,20,0.36074676143893364,0.013174516295155422,0.2182014433309547,0.8946875,0.6172589063644409
pythia-410m,draw_2,low,21,0.3817446204807454,0.01300885866023555,0.23629703284979575,0.8199728732638889,0.6015378832817078
pythia-410m,draw_2,low,22,0.39761954727724313,0.010827154311413638,0.2532719201383191,0.9221440972222222,0.719362735748291
pythia-410m,draw_2,low,23,0.4243206503621888,0.008966128004335118,0.2948687865015778,0.8350889756944444,0.770926296710968
pythia-410m,draw_2,medium,0,0.408120590262913,0.013690884631480207,0.0548850490197057,0.963642578125,0.2872644364833832
pythia-410m,draw_2,medium,1,0.32546572408311375,0.01216824363283398,0.17270863637114586,0.9874674479166666,1.3789525032043457
pythia-410m,draw_2,medium,2,0.33513207260379224,0.010774266369882572,0.13896329561622278,0.9856890190972222,1.0604628324508667
pythia-410m,draw_2,medium,3,0.3812001808642454,0.007738600010591108,0.18738462627876817,0.9381553819444445,0.8466835618019104
pythia-410m,draw_2,medium,4,0.38349625026152734,0.009119578057435001,0.1975313404258754,0.8585579427083333,0.8245809674263
pythia-410m,draw_2,medium,5,0.447441951967623,0.008663844327312443,0.2567275332984833,0.8017274305555555,0.6134344339370728
pythia-410m,draw_2,medium,6,0.4026729114199649,0.01084196113557684,0.2807780928945458,0.8741059027777778,0.986401379108429
pythia-410m,draw_2,medium,7,0.41456208747159184,0.007671451324690281,0.29704020003269416,0.8963715277777777,0.8543952107429504
pythia-410m,draw_2,medium,8,0.4197957267015502,0.006202682289779724,0.31109740920643314,0.9611089409722222,0.8098633885383606
pythia-410m,draw_2,medium,9,0.4217018424033357,0.00572254668302373,0.3145079432362674,0.9650217013888889,0.7363932728767395
pythia-410m,draw_2,medium,10,0.4163673061572978,0.0056212695519101035,0.29125961611372486,0.9624251302083333,0.6725980043411255
pythia-410m,draw_2,medium,11,0.4187064778924981,0.006887456913673881,0.2763570441028107,0.9627105034722222,0.6265311241149902
pythia-410m,draw_2,medium,12,0.40975929115448956,0.00770669118794678,0.2718565228872347,0.9667176649305556,0.6142317652702332
pythia-410m,draw_2,medium,13,0.40841406194198726,0.005934158026698904,0.2901932672558527,0.948017578125,0.6593950986862183
pythia-410m,draw_2,medium,14,0.3979433507443654,0.006396839544029661,0.28965399226946453,0.9083582899305556,0.6425430774688721
pythia-410m,draw_2,medium,15,0.3907305917580695,0.0055454369626204425,0.2779052087564684,0.9738943142361111,0.7074753046035767
pythia-410m,draw_2,medium,16,0.3942207799019198,0.004991435880529518,0.28232705003769754,0.9629557291666667,0.7315801382064819
pythia-410m,draw_2,medium,17,0.3783668239158283,0.005891291011673581,0.2525266942346118,0.9609505208333333,0.7007569074630737
pythia-410m,draw_2,medium,18,0.3483793657983955,0.008214965367338253,0.22590200546276962,0.9573817274305556,0.8307415246963501
pythia-410m,draw_2,medium,19,0.36097019130550795,0.012201386970957667,0.2242746203548014,0.8788368055555555,0.7655237317085266
pythia-410m,draw_2,medium,20,0.3572904657267143,0.013820186928352173,0.21464141126554304,0.888798828125,0.6369087100028992
pythia-410m,draw_2,medium,21,0.379205133797912,0.013653818566093903,0.23763494554446107,0.8257313368055555,0.6214044690132141
pythia-410m,draw_2,medium,22,0.39665550928456295,0.011789015306788914,0.2556645559060102,0.9089529079861111,0.7184469699859619
pythia-410m,draw_2,medium,23,0.4236665357355166,0.008668883774468455,0.30233748561021545,0.8346169704861112,0.7815550565719604
pythia-410m,draw_2,high,0,0.3797688398303166,0.021212147352819975,0.06518741663564076,0.9706868489583333,0.34149202704429626
pythia-410m,draw_2,high,1,0.3292381887851774,0.013092154626164282,0.1861012372156441,0.9868348524305556,1.3519753217697144
pythia-410m,draw_2,high,2,0.33790434152681925,0.009847876508101736,0.1428670981067235,0.9850184461805556,1.0335808992385864
pythia-410m,draw_2,high,3,0.3865581226672391,0.006560531058648928,0.19097746295541462,0.9389409722222222,0.8199135065078735
pythia-410m,draw_2,high,4,0.3847621799142625,0.008901886919875852,0.19287151214121945,0.8666037326388889,0.8256511092185974
pythia-410m,draw_2,high,5,0.44745918497907206,0.009995779550787402,0.25158518435932953,0.8058387586805555,0.6202605366706848
pythia-410m,draw_2,high,6,0.4073973010004417,0.010546890645364617,0.2746553266279703,0.8638726128472223,0.9769992828369141
pythia-410m,draw_2,high,7,0.41588871407189393,0.007086178783418893,0.28841935903156757,0.895068359375,0.8372010588645935
pythia-410m,draw_2,high,8,0.42178988916385013,0.006020946902302833,0.30622327947799066,0.9611773003472223,0.7935963869094849
pythia-410m,draw_2,high,9,0.4241095328013633,0.005659562885210632,0.3101229358079822,0.9642393663194444,0.720846951007843
pythia-410m,draw_2,high,10,0.4180179431979796,0.00558634608586099,0.2858439004783011,0.9623958333333333,0.6635259389877319
pythia-410m,draw_2,high,11,0.41889549253352215,0.007535490630436151,0.2679296457472593,0.9627951388888889,0.6199876070022583
pythia-410m,draw_2,high,12,0.40972958210076915,0.007601035779139369,0.2636205943451806,0.9671961805555556,0.609671413898468
pythia-410m,draw_2,high,13,0.40939937109631247,0.005941401797585673,0.2849176914613276,0.9475282118055556,0.6596419811248779
pythia-410m,draw_2,high,14,0.39949711483166717,0.006815782571073218,0.2854667351354383,0.905302734375,0.6365343332290649
pythia-410m,draw_2,high,15,0.39217274781217853,0.005530279576157614,0.273569095699578,0.9737478298611111,0.7033894062042236
pythia-410m,draw_2,high,16,0.3946491035885165,0.005142215054666853,0.2782078714860543,0.9603200954861111,0.722901463508606
