model,layer,head,role,bos_fraction,self_fraction,prev_fraction,source_fraction,target_fraction,repeat_fraction,induction_score,distractor_fraction,entropy
pythia-410m,4,12,diffuse,0.13078945875167847,0.029874810948967934,0.024071693420410156,0.25866830348968506,0.04981983080506325,0.1268956959247589,0.06473660469055176,0.43382638692855835,4.334970474243164
pythia-410m,4,13,diffuse,0.21013981103897095,0.10034900903701782,0.06702183932065964,0.11094070971012115,0.025322027504444122,0.2975752055644989,0.028636155650019646,0.3560219407081604,4.096321105957031
pythia-410m,4,14,diffuse,0.004127558320760727,0.1365608274936676,0.19634851813316345,0.025179268792271614,0.007130603305995464,0.7109968662261963,0.004927041009068489,0.25256550312042236,3.4881558418273926
pythia-410m,4,15,bos_sink,0.4424196183681488,0.17624545097351074,0.06714455783367157,0.058694027364254,0.007907619699835777,0.3594855070114136,0.02675349824130535,0.13149330019950867,2.9719319343566895
pythia-410m,5,0,bos_sink,0.35160839557647705,0.09878892451524734,0.13605760037899017,0.04031652584671974,0.005559091921895742,0.4512428045272827,0.0051611727103590965,0.15127316117286682,3.2346584796905518
pythia-410m,5,1,diffuse,0.36122554540634155,0.11047153174877167,0.18265172839164734,0.03750584274530411,0.006087545771151781,0.45556944608688354,0.003352650674059987,0.13961149752140045,3.0898537635803223
pythia-410m,5,2,previous_token,0.00016924146621022373,0.04664302617311478,0.92558354139328,0.005167875438928604,1.208343860525929e-06,0.9914104342460632,5.220094134728015e-09,0.0032511816825717688,0.49301034212112427
pythia-410m,5,3,diffuse,0.19646483659744263,0.14164796471595764,0.14376439154148102,0.1268085241317749,0.01808129996061325,0.4255043566226959,0.015537776984274387,0.23314090073108673,3.8735408782958984
pythia-410m,5,4,bos_sink,0.35171976685523987,0.05510531738400459,0.1837887465953827,0.011314895935356617,0.0021489174105226994,0.5146739482879639,0.0013522988883778453,0.12014226615428925,2.9273874759674072
pythia-410m,5,5,previous_token,0.04331166297197342,0.4322150945663452,0.3098069429397583,0.00198873202316463,0.0002642874023877084,0.9156423807144165,0.00022868199448566884,0.03879288583993912,2.199446439743042
pythia-410m,5,6,diffuse,0.0009784874273464084,0.16747920215129852,0.15825161337852478,0.0215288233011961,0.0054973941296339035,0.6775295734405518,0.004369265865534544,0.2944656014442444,3.5378365516662598
pythia-410m,5,7,bos_sink,0.3041841983795166,0.06351909041404724,0.06030094251036644,0.056431107223033905,0.014736904762685299,0.3001381754875183,0.014160948805510998,0.3245098888874054,3.7657387256622314
pythia-410m,5,8,bos_sink,0.4256403148174286,0.30390751361846924,0.11984358727931976,0.023335741832852364,0.0019364674808457494,0.4846401810646057,0.002483850112184882,0.0644477903842926,2.3824665546417236
pythia-410m,5,9,previous_token,0.15215736627578735,0.12070289254188538,0.49169060587882996,0.007353730034083128,0.00038030828000046313,0.8168455362319946,0.00013050179404672235,0.023263461887836456,2.1466922760009766
pythia-410m,5,10,diffuse,0.18633140623569489,0.04522658511996269,0.039108145982027054,0.17138691246509552,0.03988586738705635,0.18082022666931152,0.04976782575249672,0.42157548666000366,4.249741554260254
pythia-410m,5,11,diffuse,0.030922414734959602,0.07350800186395645,0.19482636451721191,0.045692600309848785,0.007464893627911806,0.6451115608215332,0.00474662845954299,0.2708086371421814,3.649986505508423
pythia-410m,5,12,bos_sink,0.5067582726478577,0.14649976789951324,0.1531398445367813,0.012758615426719189,0.0014463717816397548,0.4202308654785156,0.0012427641777321696,0.05880618840456009,2.3698039054870605
pythia-410m,5,13,bos_sink,0.5322793126106262,0.04560722038149834,0.05897248163819313,0.060706689953804016,0.009603150188922882,0.20986491441726685,0.008786546066403389,0.18754532933235168,2.923823118209839
pythia-410m,5,14,bos_sink,0.3820110559463501,0.0773049145936966,0.10772721469402313,0.05136026814579964,0.008917519822716713,0.35987991094589233,0.008267443627119064,0.1978311538696289,3.3489432334899902
pythia-410m,5,15,bos_sink,0.4209336042404175,0.12536075711250305,0.1462845355272293,0.023941071704030037,0.005245222244411707,0.4261002242565155,0.0038204595912247896,0.12377998232841492,2.917999505996704
pythia-410m,6,0,induction,0.02583652175962925,0.0006027079652994871,7.262624421855435e-07,0.9716677069664001,0.000303379405522719,0.0006115992437116802,0.9703715443611145,0.0015797774540260434,0.22307664155960083
pythia-410m,6,1,diffuse,0.1615835577249527,0.04866546392440796,0.04615337401628494,0.12511901557445526,0.037114936858415604,0.2241491675376892,0.044025566428899765,0.45203346014022827,4.26631498336792
pythia-410m,6,2,diffuse,0.2728758454322815,0.059157803654670715,0.03989977017045021,0.11854896694421768,0.03929954394698143,0.21651853621006012,0.04658152163028717,0.35275715589523315,3.9910335540771484
pythia-410m,6,3,diffuse,0.07456701993942261,0.01468177791684866,0.011904014274477959,0.016408756375312805,0.7553554177284241,0.05993666499853134,0.0065602511167526245,0.09373176097869873,1.725282907485962
pythia-410m,6,4,bos_sink,0.6254143118858337,0.07945083826780319,0.10719819366931915,0.03194832801818848,0.004852520767599344,0.28640228509902954,0.0024407890159636736,0.051382310688495636,2.134608745574951
pythia-410m,6,5,bos_sink,0.4724445641040802,0.0938117504119873,0.12281190603971481,0.016375133767724037,0.0031204172410070896,0.4146152436733246,0.002668397268280387,0.09344460815191269,2.692636728286743
pythia-410m,6,6,diffuse,0.16175498068332672,0.03180074319243431,0.03192907199263573,0.1539633572101593,0.04106549546122551,0.2042798399925232,0.05545255169272423,0.4389360547065735,4.2460103034973145
pythia-410m,6,7,bos_sink,0.3181334137916565,0.036168571561574936,0.04216315969824791,0.1581171303987503,0.027813484892249107,0.18906180560588837,0.02793809585273266,0.30687400698661804,3.8845741748809814
pythia-410m,6,8,bos_sink,0.8513489961624146,0.04131857678294182,0.021485503762960434,0.028643997386097908,0.0026734457351267338,0.07990838587284088,0.004261202644556761,0.03742494806647301,1.1657884120941162
pythia-410m,6,9,bos_sink,0.6128847599029541,0.07282788306474686,0.0938398614525795,0.018579693511128426,0.0036915219388902187,0.2847256362438202,0.0028444677591323853,0.08011820167303085,2.271214008331299
pythia-410m,6,10,bos_sink,0.36209243535995483,0.18986865878105164,0.04752388969063759,0.09313730150461197,0.01508366409689188,0.3156803250312805,0.04239564388990402,0.21400611102581024,3.387382984161377
pythia-410m,6,11,diffuse,0.22928494215011597,0.10149453580379486,0.0775330439209938,0.08497576415538788,0.020810045301914215,0.33547961711883545,0.023553043603897095,0.3294494152069092,3.988849639892578
pythia-410m,6,12,diffuse,0.2349073886871338,0.15172719955444336,0.10736765712499619,0.08226430416107178,0.01457970216870308,0.45656681060791016,0.016754673793911934,0.21168170869350433,3.74194598197937
pythia-410m,6,13,previous_token,0.14773884415626526,0.18490853905677795,0.33848604559898376,0.0022423265036195517,0.0004923912929370999,0.7920852899551392,0.00025264822761528194,0.05744095891714096,2.6572694778442383
pythia-410m,6,14,bos_sink,0.5862167477607727,0.027561945840716362,0.03306253254413605,0.030013056471943855,0.008975697681307793,0.16378028690814972,0.007392950356006622,0.21101424098014832,2.685999631881714
pythia-410m,6,15,bos_sink,0.48176756501197815,0.05064527690410614,0.015185900963842869,0.18852545320987701,0.03331175446510315,0.11399850994348526,0.12830981612205505,0.18239659070968628,3.0570883750915527
pythia-410m,7,0,induction,0.0289648175239563,0.4860544204711914,0.013264331966638565,0.3941337466239929,0.006712394766509533,0.5300261974334717,0.3823513984680176,0.040162619203329086,1.9326965808868408
pythia-410m,7,1,diffuse,0.16856403648853302,0.0013360856100916862,0.0008940529078245163,0.005510419607162476,0.8114530444145203,0.005108226090669632,0.001157580642029643,0.009363350458443165,0.8742591738700867
pythia-410m,7,2,previous_token,0.34664157032966614,0.060624655336141586,0.36981791257858276,0.0011051567271351814,9.312554902862757e-05,0.6118289828300476,2.721437340369448e-05,0.0403311550617218,2.2282495498657227
pythia-410m,7,3,diffuse,0.3517657220363617,0.01992778107523918,0.0075869131833314896,0.26205679774284363,0.0261462964117527,0.09044937789440155,0.18255798518657684,0.26958155632019043,3.4577646255493164
pythia-410m,7,4,diffuse,0.27321144938468933,0.00955847930163145,0.03712674602866173,0.11252792924642563,0.02281653881072998,0.1896720975637436,0.006519431248307228,0.4017721712589264,3.94401478767395
pythia-410m,7,5,bos_sink,0.7121624946594238,0.04484894499182701,0.05791660398244858,0.022379936650395393,0.004187088459730148,0.19937348365783691,0.005363801959902048,0.06189747154712677,1.9057931900024414
pythia-410m,7,6,diffuse,0.12804706394672394,0.04803498834371567,0.017413044348359108,0.16297341883182526,0.055426351726055145,0.13756710290908813,0.10857498645782471,0.5159862637519836,4.170752048492432
pythia-410m,7,7,bos_sink,0.7116731405258179,0.032824717462062836,0.023395800963044167,0.004003223497420549,0.16929841041564941,0.09250567108392715,0.0006289601442404091,0.022519748657941818,1.5323232412338257
pythia-410m,7,8,induction,0.11247144639492035,0.005318554118275642,5.059533805251704e-07,0.8821448683738708,1.3781070265395101e-05,0.005321456119418144,0.8818475604057312,4.8576188419247046e-05,0.5597827434539795
pythia-410m,7,9,bos_sink,0.44600582122802734,0.043920114636421204,0.06922244280576706,0.05659281462430954,0.012063996866345406,0.28971242904663086,0.010453975759446621,0.19562485814094543,3.215775489807129
pythia-410m,7,10,bos_sink,0.3727536201477051,0.10459165275096893,0.21520023047924042,0.0033297014888375998,0.00042220644536428154,0.5595076084136963,0.0001538982760393992,0.06398686021566391,2.6411163806915283
pythia-410m,7,11,bos_sink,0.4380899965763092,0.028451459482312202,0.021205447614192963,0.13599753379821777,0.023754846304655075,0.11764534562826157,0.03432163968682289,0.2845121920108795,3.431673526763916
pythia-410m,7,12,diffuse,0.255405992269516,0.09595870226621628,0.07113782316446304,0.1010403037071228,0.04326973110437393,0.2950061857700348,0.04577947035431862,0.30527761578559875,3.9442265033721924
pythia-410m,7,13,bos_sink,0.6755797266960144,0.04727163910865784,0.05989820510149002,0.03283999115228653,0.0053156595677137375,0.19001922011375427,0.006211716216057539,0.09624526649713516,2.1683385372161865
pythia-410m,7,14,bos_sink,0.5088183879852295,0.040461692959070206,0.06087186187505722,0.038869649171829224,0.007880575954914093,0.2896324396133423,0.010131485760211945,0.1547991782426834,2.9045627117156982
pythia-410m,7,15,bos_sink,0.8307358026504517,0.01610592193901539,0.009576377458870411,0.03569629043340683,0.00895668100565672,0.05006235092878342,0.01138562522828579,0.07454891502857208,1.3912924528121948
pythia-410m,8,0,previous_token,0.15413975715637207,0.13057658076286316,0.22754409909248352,0.019503459334373474,0.007028603460639715,0.6551533937454224,0.0030413158237934113,0.16417503356933594,3.3409066200256348
pythia-410m,8,1,bos_sink,0.6313513517379761,0.020976552739739418,0.044011279940605164,0.027051139622926712,0.0029391522984951735,0.2768653929233551,0.0025709797628223896,0.06179283931851387,2.1823103427886963
pythia-410m,8,2,previous_token,0.2872575521469116,0.12915566563606262,0.31400927901268005,0.007354937959462404,0.0004405760846566409,0.6158130168914795,0.00012369554315228015,0.089133620262146,2.639586925506592
pythia-410m,8,3,diffuse,0.26419588923454285,0.04389891400933266,0.013190015219151974,0.1905336230993271,0.10608348995447159,0.10132616758346558,0.154004767537117,0.33786094188690186,3.6642868518829346
pythia-410m,8,4,diffuse,0.18086890876293182,0.04337134584784508,0.043558381497859955,0.06905999779701233,0.06532631814479828,0.2214660346508026,0.019347188994288445,0.4632788300514221,4.151865482330322
pythia-410m,8,5,bos_sink,0.42566734552383423,0.13564251363277435,0.09043585509061813,0.13112923502922058,0.01892905682325363,0.34983551502227783,0.042478177696466446,0.07443847507238388,3.0720887184143066
pythia-410m,8,6,diffuse,0.12053366750478745,0.0008094175136648118,0.0002198221773141995,0.006790386512875557,0.8684021830558777,0.0017381127690896392,0.0007828473462723196,0.0025357280392199755,0.6501916646957397
pythia-410m,8,7,diffuse,0.09577666223049164,0.008057857863605022,0.0057457126677036285,0.03431272134184837,0.7193783521652222,0.0382142998278141,0.01265896949917078,0.11231798678636551,1.8935505151748657
pythia-410m,8,8,bos_sink,0.4548547565937042,0.01100032590329647,0.018459944054484367,0.08984501659870148,0.01770365983247757,0.1341576874256134,0.016874510794878006,0.3034391403198242,3.3030898571014404
pythia-410m,8,9,diffuse,0.04156681150197983,0.013922651298344135,0.0057074869982898235,0.017196618020534515,0.8777503371238708,0.03317853435873985,0.0034130422864109278,0.03030751831829548,0.9673287868499756
pythia-410m,8,10,diffuse,0.020746992900967598,0.05437565594911575,0.04876190423965454,0.13257156312465668,0.05723479390144348,0.2896462082862854,0.05284547805786133,0.49980053305625916,4.3593292236328125
pythia-410m,8,11,bos_sink,0.3456721603870392,0.035427872091531754,0.05203457549214363,0.03404153883457184,0.009328419342637062,0.27528366446495056,0.006268616765737534,0.33567410707473755,3.560145378112793
pythia-410m,8,12,previous_token,0.26042112708091736,0.09512660652399063,0.20092938840389252,0.0018071838421747088,0.0012637267354875803,0.6894734501838684,0.00038297916762530804,0.04703488200902939,2.7077667713165283
pythia-410m,8,13,diffuse,0.10824184119701385,0.018203865736722946,0.02288047783076763,0.23822864890098572,0.09356854110956192,0.10298386216163635,0.034880030900239944,0.45697706937789917,4.309576511383057
pythia-410m,8,14,diffuse,0.037250738590955734,0.017117179930210114,0.023264417424798012,0.07835908979177475,0.04070882126688957,0.19061684608459473,0.021563217043876648,0.6530646681785583,4.186982154846191
pythia-410m,8,15,diffuse,0.13194763660430908,0.06105741485953331,0.06448198854923248,0.04432198777794838,0.017709439620375633,0.4680742919445038,0.013657234609127045,0.3379468023777008,3.9684054851531982
pythia-410m,9,0,bos_sink,0.7107945680618286,0.004737566690891981,0.002391509711742401,0.015321917831897736,0.23141013085842133,0.013606341555714607,0.005692560691386461,0.02886718325316906,1.3207054138183594
pythia-410m,9,1,diffuse,0.2087778002023697,0.044668421149253845,0.07679096609354019,0.01112633291631937,0.003971762955188751,0.631196141242981,0.0031647002324461937,0.14492803812026978,3.1860954761505127
pythia-410m,9,2,bos_sink,0.39353710412979126,0.009735404513776302,0.019245291128754616,0.10185499489307404,0.03349483758211136,0.10695043951272964,0.014408640563488007,0.3641625642776489,3.5872421264648438
pythia-410m,9,3,diffuse,0.15786020457744598,0.15169306099414825,0.07258501648902893,0.08569115400314331,0.046561527997255325,0.35179176926612854,0.047354210168123245,0.3580954372882843,4.068005561828613
pythia-410m,9,4,diffuse,0.03483998402953148,0.2952151298522949,0.1912938952445984,0.052704133093357086,0.03227357193827629,0.7139776349067688,0.017896784469485283,0.16620475053787231,3.4236598014831543
pythia-410m,9,5,previous_token,0.08618583530187607,0.08915693312883377,0.7436659336090088,0.00047093009925447404,3.516678134474205e-06,0.9054504632949829,2.2018410561486235e-07,0.007889162749052048,1.2954119443893433
pythia-410m,9,6,diffuse,0.027911152690649033,0.009543634951114655,0.007319677621126175,0.11854861676692963,0.15762455761432648,0.0356563925743103,0.06468561291694641,0.6602596640586853,3.665025234222412
pythia-410m,9,7,bos_sink,0.6665261387825012,0.08599945902824402,0.06309693306684494,0.03579552471637726,0.008207949809730053,0.23148277401924133,0.011744492687284946,0.057988107204437256,2.1054489612579346
pythia-410m,9,8,induction,0.15327483415603638,0.02794504538178444,0.0021644963417202234,0.7106190919876099,0.01189587451517582,0.041267603635787964,0.6788778901100159,0.08294254541397095,1.908501386642456
pythia-410m,9,9,induction,0.5426731705665588,0.1464579552412033,0.0011941950069740415,0.3018117845058441,0.0010343320900574327,0.14931482076644897,0.29846665263175964,0.005165889859199524,1.534898281097412
pythia-410m,9,10,bos_sink,0.6377187371253967,0.006849829573184252,0.008201017044484615,0.04066159576177597,0.0090206703171134,0.035194508731365204,0.00843738578259945,0.2774050831794739,2.3712425231933594
pythia-410m,9,11,bos_sink,0.9087002873420715,0.004280343186110258,0.004723218269646168,0.007958896458148956,0.002121896483004093,0.02263350784778595,0.001681737951003015,0.05858578532934189,0.8229393362998962
pythia-410m,9,12,bos_sink,0.5935167670249939,0.02728399448096752,0.05179218202829361,0.03623891621828079,0.014715333469212055,0.2591484785079956,0.01450082752853632,0.09638021141290665,2.518052339553833
pythia-410m,9,13,bos_sink,0.4903091788291931,0.04316488653421402,0.07376056909561157,0.008400382474064827,0.002235705265775323,0.3654119074344635,0.0016598488437011838,0.13364289700984955,2.7245848178863525
pythia-410m,9,14,bos_sink,0.7381465435028076,0.014221668243408203,0.011276462115347385,0.07135619223117828,0.018995705991983414,0.05750029534101486,0.03697684779763222,0.11400149762630463,1.9437570571899414
pythia-410m,9,15,bos_sink,0.3393436074256897,0.06840674579143524,0.05479659140110016,0.06334708631038666,0.03107449598610401,0.29472649097442627,0.03184814378619194,0.2715083658695221,3.660320520401001
pythia-410m,10,0,diffuse,0.11774000525474548,0.004438771866261959,0.0015807481249794364,0.06471192091703415,0.7582603096961975,0.010356204584240913,0.025236869230866432,0.048931509256362915,1.5057871341705322
pythia-410m,10,1,previous_token,0.20673051476478577,0.15495792031288147,0.24290986359119415,0.006227490957826376,0.0016221952391788363,0.6831270456314087,0.0008739616023376584,0.10229279100894928,3.0119481086730957
pythia-410m,10,2,bos_sink,0.5392683744430542,0.039303433150053024,0.02679879032075405,0.06784342229366302,0.028370585292577744,0.11713755130767822,0.023569248616695404,0.24738003313541412,2.969900131225586
pythia-410m,10,3,diffuse,0.288760781288147,0.11114586889743805,0.030494892969727516,0.12169981002807617,0.30587878823280334,0.15620708465576172,0.07351497560739517,0.12745337188243866,2.905978202819824
pythia-410m,10,4,diffuse,0.2568915784358978,0.0030707332771271467,0.0011643050238490105,0.12626497447490692,0.4226329028606415,0.00860634446144104,0.06408114731311798,0.18560455739498138,2.7444076538085938
pythia-410m,10,5,bos_sink,0.48580604791641235,0.05136574059724808,0.07833942770957947,0.015227115713059902,0.003938092850148678,0.3507331907749176,0.002978956326842308,0.14429542422294617,2.8252477645874023
pythia-410m,10,6,diffuse,0.18578112125396729,0.027208983898162842,0.023150086402893066,0.05612184852361679,0.047569725662469864,0.11643397808074951,0.021615631878376007,0.5940932631492615,4.048794269561768
pythia-410m,10,7,diffuse,0.26164382696151733,0.2116585224866867,0.01809772290289402,0.2146872580051422,0.022757668048143387,0.27571603655815125,0.17520327866077423,0.22519543766975403,3.413759231567383
pythia-410m,10,8,bos_sink,0.8902415633201599,0.010694277472794056,0.004257447086274624,0.017610710114240646,0.044182565063238144,0.019756995141506195,0.005332780070602894,0.028208356350660324,0.8733407258987427
pythia-410m,10,9,diffuse,0.0016475010197609663,4.763271499541588e-05,4.098597855772823e-06,0.04158460721373558,0.9501586556434631,9.226486145053059e-05,0.02691962756216526,0.006517559755593538,0.39694252610206604
pythia-410m,10,10,diffuse,0.26343709230422974,0.054661333560943604,0.055865801870822906,0.14442454278469086,0.03037760779261589,0.25701215863227844,0.02764447219669819,0.30474865436553955,4.018370151519775
pythia-410m,10,11,bos_sink,0.5904849767684937,0.024464111775159836,0.025244053453207016,0.022528016939759254,0.006748661398887634,0.11924774944782257,0.004557108506560326,0.260990172624588,2.5993731021881104
pythia-410m,10,12,diffuse,0.19568686187267303,0.008157670497894287,0.004346468485891819,0.06965780258178711,0.10506561398506165,0.03167976811528206,0.03656437620520592,0.5979100465774536,3.7507998943328857
pythia-410m,10,13,bos_sink,0.41688618063926697,0.06066235527396202,0.03903196379542351,0.07743076235055923,0.1380997747182846,0.183974951505661,0.03300058841705322,0.18360856175422668,3.213183879852295
pythia-410m,10,14,bos_sink,0.7237608432769775,0.03975091502070427,0.03084719181060791,0.03595459461212158,0.005531006958335638,0.12146517634391785,0.005665441509336233,0.11328833550214767,1.971341609954834
pythia-410m,10,15,bos_sink,0.5037253499031067,0.15084950625896454,0.03410812467336655,0.12661084532737732,0.014229310676455498,0.25645142793655396,0.09261427819728851,0.09898324310779572,2.7559444904327393
pythia-410m,11,0,bos_sink,0.70790696144104,0.0279255174100399,0.03621029108762741,0.033894333988428116,0.008751296438276768,0.13792257010936737,0.007876482792198658,0.11152483522891998,2.0841829776763916
pythia-410m,11,1,bos_sink,0.3250497281551361,0.04606499895453453,0.016420572996139526,0.10841478407382965,0.40120983123779297,0.08114444464445114,0.04973109811544418,0.08418096601963043,2.5991451740264893
pythia-410m,11,2,diffuse,0.0490574985742569,0.0015368141466751695,0.00041937280911952257,0.04831811785697937,0.8636743426322937,0.0041269403882324696,0.022539803758263588,0.03482351079583168,1.025628924369812
pythia-410m,11,3,bos_sink,0.637255072593689,0.056109391152858734,0.03401578590273857,0.043058108538389206,0.02209831029176712,0.1344655454158783,0.012208927422761917,0.1631222516298294,2.460681438446045
pythia-410m,11,4,bos_sink,0.5740596652030945,0.07539255172014236,0.044722627848386765,0.051061779260635376,0.08122725784778595,0.1890314519405365,0.01494528353214264,0.10461995005607605,2.6295602321624756
pythia-410m,11,5,bos_sink,0.8894517421722412,0.0030949104111641645,0.0010719411075115204,0.04821370169520378,0.019926292821764946,0.010151642374694347,0.027327027171850204,0.03225605562329292,0.9094951748847961
pythia-410m,11,6,diffuse,0.11320076137781143,0.005800427868962288,0.0018568811938166618,0.07980704307556152,0.257748544216156,0.009918900206685066,0.03664306923747063,0.5393248796463013,2.4592669010162354
pythia-410m,11,7,bos_sink,0.7389075756072998,0.024750731885433197,0.020713141188025475,0.0331781767308712,0.021313222125172615,0.09013060480356216,0.010019108653068542,0.11647095531225204,1.939668893814087
pythia-410m,11,8,bos_sink,0.5381819605827332,0.10972613841295242,0.09554789215326309,0.03748812526464462,0.010432296432554722,0.31509506702423096,0.007279970683157444,0.09880301356315613,2.6474621295928955
pythia-410m,11,9,bos_sink,0.576059103012085,0.0248419139534235,0.05578719079494476,0.03702196106314659,0.010040946304798126,0.21780571341514587,0.007202686741948128,0.1590723991394043,2.6883292198181152
pythia-410m,11,10,bos_sink,0.8804712295532227,0.005903265904635191,0.006734610069543123,0.021764293313026428,0.006250773090869188,0.03675682842731476,0.004537719301879406,0.0547562837600708,1.046338438987732
pythia-410m,11,11,bos_sink,0.9269382357597351,0.004977407865226269,0.004146383609622717,0.01599419116973877,0.004663203377276659,0.01874293014407158,0.005234014708548784,0.03366094082593918,0.695770800113678
pythia-410m,11,12,bos_sink,0.7530397772789001,0.009248271584510803,0.0066791414283216,0.05088859051465988,0.03985339030623436,0.02767893113195896,0.018662193790078163,0.1285395622253418,1.8025089502334595
pythia-410m,11,13,bos_sink,0.4841044247150421,0.032405126839876175,0.06580683588981628,0.028072679415345192,0.0066241128370165825,0.35180050134658813,0.005749052856117487,0.1293986439704895,2.872037887573242
pythia-410m,11,14,diffuse,0.005233847536146641,0.0014115668600425124,0.00024018340627662838,0.05059921368956566,0.9292446970939636,0.0022136245388537645,0.022808950394392014,0.012709171511232853,0.5910387635231018
pythia-410m,11,15,diffuse,0.21890884637832642,0.09263671189546585,0.03846895694732666,0.062344990670681,0.060626816004514694,0.18782904744148254,0.03004874661564827,0.47029006481170654,3.9435172080993652
pythia-410m,12,0,bos_sink,0.3441551923751831,0.0835520476102829,0.048809316009283066,0.021807558834552765,0.3121325373649597,0.1948244571685791,0.004926936700940132,0.12708017230033875,2.8693995475769043
pythia-410m,12,1,bos_sink,0.33594051003456116,0.0600285641849041,0.0663709044456482,0.07877511531114578,0.026488373056054115,0.2544281780719757,0.01470895204693079,0.30436763167381287,3.7435922622680664
pythia-410m,12,2,bos_sink,0.547961950302124,0.048180390149354935,0.0669410228729248,0.011461854912340641,0.003156379796564579,0.2975749373435974,0.0020231781527400017,0.1398448497056961,2.6150617599487305
pythia-410m,12,3,bos_sink,0.6909947991371155,0.011146368458867073,0.010156122036278248,0.06756854057312012,0.013342397287487984,0.055146269500255585,0.012795199640095234,0.17294812202453613,2.2394912242889404
pythia-410m,12,4,bos_sink,0.38706809282302856,0.05905235558748245,0.10786081850528717,0.05690015107393265,0.005616358481347561,0.46445250511169434,0.00399681506678462,0.08596301078796387,3.049273729324341
pythia-410m,12,5,diffuse,0.25287678837776184,0.0948188379406929,0.12850408256053925,0.019307071343064308,0.004929375369101763,0.46223506331443787,0.00318670435808599,0.26065167784690857,3.5095598697662354
pythia-410m,12,6,bos_sink,0.5971925854682922,0.07630237936973572,0.042276546359062195,0.05904248356819153,0.029436510056257248,0.1848759949207306,0.01512036845088005,0.12945231795310974,2.6200947761535645
pythia-410m,12,7,bos_sink,0.42989152669906616,0.05296362563967705,0.03806276619434357,0.08248067647218704,0.029288075864315033,0.2340344786643982,0.02152102254331112,0.22430548071861267,3.4141688346862793
pythia-410m,12,8,bos_sink,0.8294276595115662,0.010838453657925129,0.002785941120237112,0.05387150123715401,0.04365959390997887,0.017609691247344017,0.02614196389913559,0.05543108284473419,1.3010393381118774
pythia-410m,12,9,bos_sink,0.5337734222412109,0.056655339896678925,0.023507235571742058,0.10057835280895233,0.06811349838972092,0.12443049252033234,0.05936635285615921,0.17310446500778198,2.8953888416290283
pythia-410m,12,10,bos_sink,0.34666335582733154,0.16070879995822906,0.12850995361804962,0.05119391530752182,0.011934105306863785,0.49451136589050293,0.01002025417983532,0.09569735825061798,3.1488959789276123
pythia-410m,12,11,diffuse,0.21275734901428223,0.09168274700641632,0.037302810698747635,0.09036368876695633,0.22361654043197632,0.16893984377384186,0.04790663719177246,0.3043226897716522,3.5895907878875732
pythia-410m,12,12,bos_sink,0.3326345384120941,0.08490634709596634,0.038243189454078674,0.09731236100196838,0.08771365135908127,0.17859038710594177,0.03390803560614586,0.30374905467033386,3.694162130355835
pythia-410m,12,13,diffuse,0.16213606297969818,0.16087281703948975,0.12070221453905106,0.03523596003651619,0.01948169246315956,0.47716808319091797,0.011632229201495647,0.30597811937332153,3.850644826889038
pythia-410m,12,14,bos_sink,0.6565120816230774,0.03305689990520477,0.025014309212565422,0.06714625656604767,0.029037384316325188,0.10035986453294754,0.01966838911175728,0.1469441056251526,2.4085469245910645
pythia-410m,12,15,bos_sink,0.6343488693237305,0.0132222268730402,0.009447440505027771,0.06861837208271027,0.04305465519428253,0.05437976121902466,0.028764888644218445,0.19959810376167297,2.494960308074951
pythia-410m,13,0,previous_token,0.1889486461877823,0.17443789541721344,0.44204750657081604,0.0036371280439198017,0.0004923657397739589,0.7365658283233643,0.00018357088265474886,0.07035639137029648,2.333329439163208
pythia-410m,13,1,bos_sink,0.8752521276473999,0.011033199727535248,0.008955544792115688,0.022495213896036148,0.01657852716743946,0.03631401062011719,0.003983386792242527,0.049360401928424835,1.0734409093856812
pythia-410m,13,2,bos_sink,0.7590742111206055,0.02568953111767769,0.02564588002860546,0.02351124957203865,0.006413943134248257,0.11070814728736877,0.00423646392300725,0.10029231011867523,1.7896544933319092
pythia-410m,13,3,bos_sink,0.8515908718109131,0.009905632585287094,0.009813552722334862,0.026499461382627487,0.00694654043763876,0.039273701608181,0.005552396178245544,0.0756894126534462,1.251984715461731
pythia-410m,13,4,bos_sink,0.853713870048523,0.016647914424538612,0.011659395880997181,0.017452862113714218,0.006036942359060049,0.05407702922821045,0.00355939706787467,0.06871872395277023,1.2219678163528442
pythia-410m,13,5,bos_sink,0.7741145491600037,0.005071405321359634,0.005380666349083185,0.04646477475762367,0.02679181843996048,0.0350329726934433,0.007213103584945202,0.11759551614522934,1.7361369132995605
pythia-410m,13,6,bos_sink,0.8484004735946655,0.012492982670664787,0.010711551643908024,0.02509729564189911,0.010338615626096725,0.04887803643941879,0.007203423418104649,0.06728505343198776,1.2705261707305908
pythia-410m,13,7,bos_sink,0.8719849586486816,0.035214733332395554,0.009471355937421322,0.018158718943595886,0.015055151656270027,0.061952199786901474,0.00792001374065876,0.03284890204668045,1.0370906591415405
pythia-410m,13,8,bos_sink,0.6531516909599304,0.021555183455348015,0.019777223467826843,0.07054708898067474,0.02785622887313366,0.08697284758090973,0.01863071694970131,0.16147269308567047,2.4388985633850098
pythia-410m,13,9,bos_sink,0.567450225353241,0.03358546644449234,0.022892408072948456,0.031213529407978058,0.015303092077374458,0.10946407914161682,0.010618838481605053,0.27656906843185425,2.803351402282715
