model,layer,head,role,bos_fraction,self_fraction,prev_fraction,source_fraction,target_fraction,repeat_fraction,induction_score,distractor_fraction,entropy
pythia-70m,4,5,diffuse,0.2751465439796448,0.0050108954310417175,0.012688521295785904,0.16676709055900574,0.07154498994350433,0.0678955689072609,0.033315204083919525,0.41864559054374695,3.921576738357544
pythia-70m,4,6,bos_sink,0.5033325552940369,0.006618590094149113,0.0036205837968736887,0.12596586346626282,0.07319394499063492,0.034131500869989395,0.027205871418118477,0.2633759081363678,3.0133509635925293
pythia-70m,4,7,diffuse,0.02152368426322937,0.00198264978826046,0.0075887772254645824,0.09141111373901367,0.46749284863471985,0.04500435292720795,0.047692254185676575,0.37456783652305603,3.071444034576416
pythia-70m,5,0,bos_sink,0.41933465003967285,0.18057893216609955,0.13582183420658112,0.00012159044126747176,0.0001717217528494075,0.5155621767044067,7.277712575159967e-05,0.06480978429317474,2.5381078720092773
pythia-70m,5,1,previous_token,0.00039724400267004967,0.03890800103545189,0.27104005217552185,0.002543786307796836,0.0007059015333652496,0.7462342977523804,0.000345887296134606,0.25011831521987915,3.000938892364502
pythia-70m,5,2,diffuse,0.03447696194052696,0.7396445870399475,0.08712001889944077,7.92535411164863e-06,2.5119641577475704e-05,0.9109821915626526,1.5526278502875357e-06,0.0545080192387104,1.5723159313201904
pythia-70m,5,3,diffuse,0.07264460623264313,0.5858567953109741,0.1720166951417923,0.0003593097790144384,1.573692483833669e-13,0.8353996276855469,2.7346903152647428e-05,0.09159672260284424,2.021566867828369
pythia-70m,5,4,bos_sink,0.8726362586021423,0.010813642293214798,0.06274514645338058,1.4385478834810783e-06,1.2360380774456559e-10,0.12274591624736786,1.8633871334827745e-08,0.004617039579898119,0.8006815910339355
pythia-70m,5,5,bos_sink,0.8122482895851135,0.05691676214337349,0.035490188747644424,0.00048286738456226885,0.0008092433563433588,0.14222180843353271,0.00019919508486054838,0.0442388653755188,1.2751214504241943
pythia-70m,5,6,bos_sink,0.8279283046722412,0.004281656350940466,0.019176116213202477,0.001411742065101862,0.00011275090218987316,0.12435522675514221,0.0005281352205201983,0.046192411333322525,1.19357430934906
pythia-70m,5,7,previous_token,5.2401119887690584e-08,0.4481228291988373,0.405157208442688,3.978077802457847e-05,5.345729005057365e-05,0.971168041229248,4.146184892306337e-06,0.028738701716065407,1.720306158065796
pythia-160m,0,0,previous_token,0.3067626357078552,0.20312805473804474,0.24821476638317108,0.01836131140589714,0.0014747512759640813,0.6021828651428223,0.000522047106642276,0.0712183266878128,2.6960995197296143
pythia-160m,0,1,bos_sink,0.44861939549446106,0.042200203984975815,0.031870804727077484,0.10655121505260468,0.021793801337480545,0.1725943684577942,0.031067613512277603,0.2504409849643707,3.393428325653076
pythia-160m,0,2,diffuse,0.013660567812621593,0.19607190787792206,0.14514106512069702,0.09615905582904816,0.021681740880012512,0.55975341796875,0.02490067295730114,0.308745414018631,3.9538893699645996
pythia-160m,0,3,diffuse,0.015469713136553764,0.14051078259944916,0.11154215037822723,0.12575244903564453,0.028218060731887817,0.45788878202438354,0.030626187101006508,0.37267106771469116,4.201253414154053
pythia-160m,0,4,previous_token,0.0024089778307825327,0.10336001962423325,0.2567734718322754,0.028226956725120544,0.010406342335045338,0.6996297836303711,0.0027698834892362356,0.2593279778957367,3.4944491386413574
pythia-160m,0,5,bos_sink,0.6268300414085388,0.027484599500894547,0.019839737564325333,0.08234694600105286,0.015499118715524673,0.10210007429122925,0.02216152474284172,0.1732238382101059,2.58591628074646
pythia-160m,0,6,bos_sink,0.4293045103549957,0.07455392926931381,0.06751295924186707,0.09738914668560028,0.015652881935238838,0.25050216913223267,0.013683768920600414,0.20715130865573883,3.377065658569336
pythia-160m,0,7,induction,0.07126667350530624,0.06731799244880676,0.0001633518113521859,0.8542344570159912,0.0008956016972661018,0.06806885451078415,0.84904545545578,0.0055342684499919415,0.8612078428268433
pythia-160m,0,8,previous_token,0.009685851633548737,0.2913774251937866,0.28075388073921204,0.03501400724053383,0.0046984306536614895,0.8048889636993408,0.002583134453743696,0.14571286737918854,3.007077693939209
pythia-160m,0,9,diffuse,0.03861502185463905,0.1584940254688263,0.08622914552688599,0.14012373983860016,0.028330452740192413,0.44053301215171814,0.05178171768784523,0.35239773988723755,4.216544151306152
pythia-160m,0,10,diffuse,0.19084055721759796,0.09485507011413574,0.08931949734687805,0.09787333011627197,0.023122228682041168,0.37410545349121094,0.021197432652115822,0.3140583038330078,4.074671745300293
pythia-160m,0,11,bos_sink,0.9844698309898376,0.0006924666231498122,0.0006564368959516287,0.003820252139121294,0.0007323267636820674,0.003195610363036394,0.0008779957424849272,0.007782257627695799,0.18361066281795502
pythia-160m,1,0,previous_token,0.15376463532447815,0.2798402011394501,0.22081440687179565,0.06965237110853195,0.009536410681903362,0.6123830080032349,0.005963252391666174,0.15466341376304626,3.2836203575134277
pythia-160m,1,1,bos_sink,0.6628676056861877,0.057365383952856064,0.19982051849365234,0.01005993690341711,0.00023736167349852622,0.3037964403629303,9.086841600947082e-05,0.023038912564516068,1.5947341918945312
pythia-160m,1,2,previous_token,0.0024487904738634825,0.20634344220161438,0.5890428423881531,0.004353528376668692,9.589193359715864e-05,0.9675542116165161,2.7399930331739597e-05,0.025547636672854424,1.7308323383331299
pythia-160m,1,3,diffuse,0.10806404054164886,0.07075462490320206,0.03234948217868805,0.28026822209358215,0.04717868193984032,0.19965511560440063,0.11405905336141586,0.3648340702056885,4.322704792022705
pythia-160m,1,4,bos_sink,0.6565157771110535,0.00832569319754839,0.007375590968877077,0.09706781804561615,0.02051931992173195,0.03559050336480141,0.02266349270939827,0.19030602276325226,2.4059953689575195
pythia-160m,1,5,diffuse,0.12431133538484573,0.0673934668302536,0.0697585716843605,0.19808198511600494,0.03172428905963898,0.26863616704940796,0.029784932732582092,0.37724632024765015,4.334783554077148
pythia-160m,1,6,induction,0.3309103548526764,0.05289645865559578,0.00173806375823915,0.4907585382461548,0.0046864901669323444,0.0768042579293251,0.4745500683784485,0.09684012830257416,2.2346856594085693
pythia-160m,1,7,previous_token,0.007599924691021442,0.3406399190425873,0.22602687776088715,0.07655702531337738,0.007899709045886993,0.6475334763526917,0.0054166787303984165,0.2604098916053772,3.22790789604187
pythia-160m,1,8,bos_sink,0.5086600184440613,0.022853031754493713,0.01602357067167759,0.17005886137485504,0.016698429360985756,0.09233971685171127,0.03550422564148903,0.21224354207515717,3.1194658279418945
pythia-160m,1,9,bos_sink,0.41539672017097473,0.011297815479338169,0.026539580896496773,0.15125180780887604,0.02731904201209545,0.11569993197917938,0.010384797118604183,0.2903326451778412,3.5178921222686768
pythia-160m,1,10,induction,0.3852612376213074,0.006917781196534634,7.058815390337259e-05,0.5955115556716919,0.0022205926943570375,0.00728065799921751,0.5922546982765198,0.009725640527904034,1.1787325143814087
pythia-160m,1,11,diffuse,0.024625983089208603,0.1478395164012909,0.17733770608901978,0.039098888635635376,0.009082579985260963,0.6615502834320068,0.010016326792538166,0.2656422257423401,3.6472885608673096
pythia-160m,2,0,bos_sink,0.4057512581348419,0.09049218147993088,0.08156663924455643,0.030686767771840096,0.008018827065825462,0.3957221806049347,0.01382637768983841,0.1598207950592041,3.1449084281921387
pythia-160m,2,1,bos_sink,0.32518768310546875,0.2192481905221939,0.1873493194580078,0.015188431367278099,0.0029971404001116753,0.5623683929443359,0.0021747394930571318,0.09425815939903259,2.8413193225860596
pythia-160m,2,2,bos_sink,0.6208724975585938,0.07456468790769577,0.058600760996341705,0.04867587238550186,0.008117123506963253,0.19747096300125122,0.010628161951899529,0.12486350536346436,2.4486420154571533
pythia-160m,2,3,bos_sink,0.30981430411338806,0.1522163599729538,0.112094946205616,0.08604492992162704,0.016392037272453308,0.37970608472824097,0.020502591505646706,0.20804280042648315,3.563934803009033
pythia-160m,2,4,bos_sink,0.30751168727874756,0.045164406299591064,0.07819318026304245,0.10007965564727783,0.024494975805282593,0.26558375358581543,0.011192161589860916,0.3023301959037781,3.842109203338623
pythia-160m,2,5,bos_sink,0.7659823894500732,0.06157021224498749,0.048382122069597244,0.030794557183980942,0.0038930189330130816,0.14239633083343506,0.005095391534268856,0.0569336898624897,1.6285457611083984
pythia-160m,2,6,bos_sink,0.43917572498321533,0.19408737123012543,0.1732310950756073,0.028757018968462944,0.0025737464893609285,0.4453463554382324,0.001553505309857428,0.08414750546216965,2.5853521823883057
pythia-160m,2,7,diffuse,0.03524814173579216,0.06668749451637268,0.059348613023757935,0.21453657746315002,0.03659917786717415,0.26550543308258057,0.040833793580532074,0.44811075925827026,4.419994354248047
pythia-160m,2,8,previous_token,0.001290485030040145,0.15958169102668762,0.49805426597595215,0.0038764614146202803,0.0007687741308473051,0.9240105152130127,0.0002010694151977077,0.07005338370800018,2.1403894424438477
pythia-160m,2,9,bos_sink,0.6582643985748291,0.10123676806688309,0.10461098700761795,0.01999044232070446,0.0022963585797697306,0.25633910298347473,0.001409938675351441,0.06310950964689255,1.9660475254058838
pythia-160m,2,10,bos_sink,0.3795819580554962,0.09812861680984497,0.02354162000119686,0.18366970121860504,0.023061171174049377,0.18551942706108093,0.122859887778759,0.22816762328147888,3.444878101348877
pythia-160m,2,11,bos_sink,0.5718132853507996,0.22017154097557068,0.07546593248844147,0.015314691700041294,0.0018660301575437188,0.33781659603118896,0.0030235284939408302,0.07318969070911407,2.1133947372436523
pythia-160m,3,0,previous_token,0.026402460411190987,0.10573364049196243,0.8151936531066895,0.012000790797173977,6.500645213236567e-06,0.9499861598014832,8.558970421290724e-08,0.01160491444170475,1.044110894203186
pythia-160m,3,1,previous_token,0.03938290476799011,0.08318642526865005,0.6212394833564758,0.000690014217980206,3.256122363382019e-05,0.9414964914321899,4.019834705104586e-06,0.018398413434624672,1.6885335445404053
pythia-160m,3,2,previous_token,1.0590538295218721e-05,0.019565178081393242,0.9646482467651367,0.00012906533083878458,6.742921243585442e-08,0.9986361265182495,1.4245811474911108e-10,0.001224577077664435,0.2638137638568878
pythia-160m,3,3,induction,0.005400900729000568,0.5434524416923523,0.004364996217191219,0.4120349586009979,0.0013518868945538998,0.5610520243644714,0.4079834520816803,0.020160438492894173,1.4123533964157104
pythia-160m,3,4,previous_token,0.017746832221746445,0.067943274974823,0.319807767868042,0.007090569008141756,0.0008497161907143891,0.9384638667106628,0.00031809593201614916,0.035848986357450485,2.210509777069092
pythia-160m,3,5,bos_sink,0.5363252758979797,0.04863264039158821,0.06901689618825912,0.04417576640844345,0.01225336268544197,0.2656533718109131,0.01025834959000349,0.14159251749515533,2.819580078125
pythia-160m,3,6,bos_sink,0.32199445366859436,0.0624593161046505,0.08619339019060135,0.058271195739507675,0.017901912331581116,0.32822075486183167,0.011519256979227066,0.2736118733882904,3.681641101837158
pythia-160m,3,7,bos_sink,0.37855106592178345,0.08697640895843506,0.04533035680651665,0.152156263589859,0.023808926343917847,0.22594429552555084,0.06872332841157913,0.21953940391540527,3.571018934249878
pythia-160m,3,8,diffuse,0.21547511219978333,0.06722740083932877,0.09594125300645828,0.012998939491808414,0.003531370311975479,0.5720370411872864,0.003787341294810176,0.19595760107040405,3.370185375213623
pythia-160m,3,9,bos_sink,0.4011361300945282,0.2280089557170868,0.20102570950984955,0.010741200298070908,0.0008928300230763853,0.5356995463371277,0.0007094209431670606,0.05152996629476547,2.4094791412353516
pythia-160m,3,10,bos_sink,0.32088372111320496,0.10548573732376099,0.12046969681978226,0.07571792602539062,0.018972795456647873,0.3950147032737732,0.017137998715043068,0.18941077589988708,3.54893159866333
pythia-160m,3,11,bos_sink,0.36950254440307617,0.07230056822299957,0.06876195967197418,0.13593243062496185,0.019408918917179108,0.2374372035264969,0.017916740849614143,0.23771880567073822,3.627955436706543
pythia-160m,4,0,bos_sink,0.5729012489318848,0.09712348133325577,0.12171445041894913,0.012627799063920975,0.0029090754687786102,0.3435662090778351,0.0020348031539469957,0.06799521297216415,2.306215763092041
pythia-160m,4,1,bos_sink,0.48626041412353516,0.006399855017662048,0.023937344551086426,0.0955832228064537,0.03040335699915886,0.10992380976676941,0.0074257636442780495,0.2778290808200836,3.224532127380371
pythia-160m,4,2,bos_sink,0.6041721701622009,0.04917805269360542,0.08361880481243134,0.03372832015156746,0.0013271478237584233,0.31336474418640137,0.0018359269015491009,0.04740743339061737,2.2238028049468994
pythia-160m,4,3,diffuse,0.18979842960834503,0.056665532290935516,0.09813195466995239,0.14609061181545258,0.015023037791252136,0.3379473090171814,0.011493316851556301,0.31114065647125244,4.04413366317749
pythia-160m,4,4,bos_sink,0.4450429677963257,0.06991985440254211,0.13989794254302979,0.016984300687909126,0.002568003023043275,0.4116136431694031,0.0016848162049427629,0.12379105389118195,2.833341121673584
pythia-160m,4,5,previous_token,0.259868860244751,0.08588723093271255,0.2828941345214844,0.0036646490916609764,0.0004182437842246145,0.6661601662635803,0.00029885073308832943,0.06988807767629623,2.7268283367156982
pythia-160m,4,6,diffuse,0.010719181969761848,3.8939673686400056e-05,3.1290924198401626e-06,0.0005903737619519234,0.9884903430938721,5.206096830079332e-05,0.0003527820226736367,0.00014845358964521438,0.09699712693691254
pythia-160m,4,7,previous_token,0.1706022024154663,0.10595114529132843,0.20960839092731476,0.006929313763976097,0.002779827918857336,0.6641750931739807,0.001010541571304202,0.15551316738128662,3.241325616836548
pythia-160m,4,8,diffuse,0.08729054033756256,0.006376082077622414,0.004984117113053799,0.012006822042167187,0.8281993865966797,0.029375003650784492,0.005275116302073002,0.04312865063548088,1.1871851682662964
pythia-160m,4,9,bos_sink,0.3022375702857971,0.06093760207295418,0.08246269077062607,0.0805119052529335,0.08489076793193817,0.27917665243148804,0.0262120570987463,0.25318336486816406,3.764202356338501
pythia-160m,4,10,diffuse,0.07209797948598862,6.61207886878401e-05,2.516109361749841e-06,0.0024590434040874243,0.9248201847076416,8.226850331993774e-05,0.002247332828119397,0.0005412308964878321,0.4087185263633728
pythia-160m,4,11,diffuse,0.21532560884952545,0.0023463533725589514,0.0009224696550518274,0.013104146346449852,0.7463374733924866,0.0072559211403131485,0.004591095726937056,0.017976859584450722,1.130752682685852
pythia-160m,5,0,bos_sink,0.34404781460762024,0.0036426065489649773,0.0015184058574959636,0.017010636627674103,0.6108344793319702,0.009693721309304237,0.006756369955837727,0.018414311110973358,1.3484587669372559
pythia-160m,5,1,previous_token,0.12513254582881927,0.12434186786413193,0.345770925283432,0.002493486739695072,0.0006262486567720771,0.7988697290420532,0.000260033062659204,0.07287794351577759,2.766145944595337
pythia-160m,5,2,bos_sink,0.41467514634132385,0.02499694935977459,0.016526872292160988,0.059841789305210114,0.06506305932998657,0.1042301133275032,0.028937578201293945,0.3561900854110718,3.423227548599243
pythia-160m,5,3,bos_sink,0.5584220886230469,0.015335295349359512,0.01421150378882885,0.06416568905115128,0.034027326852083206,0.08117440342903137,0.025012604892253876,0.2622102200984955,2.881749391555786
pythia-160m,5,4,bos_sink,0.37421587109565735,0.015013921074569225,0.011626527644693851,0.1334742307662964,0.048355232924222946,0.07914454489946365,0.03525888919830322,0.36480996012687683,3.6447255611419678
pythia-160m,5,5,bos_sink,0.4749441146850586,0.06769954413175583,0.01441630907356739,0.2268281877040863,0.06961513310670853,0.10814324766397476,0.16501133143901825,0.12046942859888077,2.8607559204101562
pythia-160m,5,6,bos_sink,0.45250073075294495,0.009836741723120213,0.0035815653391182423,0.016901444643735886,0.46749067306518555,0.018314488232135773,0.014803815633058548,0.04479247331619263,1.6193841695785522
pythia-160m,5,7,bos_sink,0.4509984254837036,0.008965686894953251,0.0035966080613434315,0.044032976031303406,0.3935292065143585,0.027085620909929276,0.022383516654372215,0.08435384184122086,2.105829954147339
pythia-160m,5,8,bos_sink,0.43459352850914,0.1446750909090042,0.2225549966096878,0.01082039624452591,0.001221326063387096,0.5025999546051025,0.0007471622084267437,0.05076483264565468,2.4359450340270996
pythia-160m,5,9,bos_sink,0.9390782117843628,0.004250987432897091,0.0009970354149118066,0.01978268288075924,0.011527006514370441,0.008238250389695168,0.013691031374037266,0.021374046802520752,0.5631052255630493
pythia-160m,5,10,diffuse,0.05211987346410751,0.010041055269539356,0.006386579480022192,0.061684779822826385,0.22741149365901947,0.037409618496894836,0.03729504346847534,0.6213743090629578,3.0081403255462646
pythia-160m,5,11,bos_sink,0.30802565813064575,0.054811108857393265,0.10270071029663086,0.061655011028051376,0.018900811672210693,0.3534902036190033,0.008839990012347698,0.2579282224178314,3.6283602714538574
pythia-160m,6,0,bos_sink,0.3031269609928131,0.06950140744447708,0.12825950980186462,0.12669096887111664,0.02539311908185482,0.34709489345550537,0.020069962367415428,0.1976940631866455,3.7031447887420654
pythia-160m,6,1,bos_sink,0.3889918029308319,0.047850292176008224,0.051002148538827896,0.14321567118167877,0.022441627457737923,0.2310960441827774,0.023302752524614334,0.21425482630729675,3.592203378677368
pythia-160m,6,2,bos_sink,0.4883757531642914,0.1672816425561905,0.23765261471271515,0.001811774680390954,0.0011082247365266085,0.4824506640434265,0.0002618941944092512,0.02625305950641632,2.046391248703003
pythia-160m,6,3,previous_token,0.1433859020471573,0.23331686854362488,0.21182850003242493,0.0307014063000679,0.011182591319084167,0.6944124698638916,0.0073405541479587555,0.12031770497560501,3.2699031829833984
pythia-160m,6,4,bos_sink,0.6392053365707397,0.023993641138076782,0.03501523286104202,0.037823352962732315,0.008278541266918182,0.17727282643318176,0.0049835434183478355,0.1374194473028183,2.4117751121520996
pythia-160m,6,5,diffuse,0.31284382939338684,0.12711995840072632,0.1644403040409088,0.04645063355565071,0.011969799175858498,0.4857388138771057,0.005698926746845245,0.14299705624580383,3.294368267059326
pythia-160m,6,6,diffuse,0.15688776969909668,0.03740643337368965,0.033373311161994934,0.097569540143013,0.15491610765457153,0.1875832974910736,0.0390014573931694,0.403043270111084,4.102222442626953
pythia-160m,6,7,diffuse,0.146325021982193,0.08277521282434464,0.046065282076597214,0.07369382679462433,0.04937969520688057,0.271014541387558,0.02552166022360325,0.4595869481563568,4.210916519165039
pythia-160m,6,8,diffuse,0.2778075933456421,0.09566818922758102,0.10204684734344482,0.036186233162879944,0.015769045799970627,0.3883695602416992,0.006983177270740271,0.28186747431755066,3.681227684020996
pythia-160m,6,9,bos_sink,0.888204038143158,0.019611002877354622,0.011467032134532928,0.012970485724508762,0.002821635454893112,0.05936460196971893,0.002191936830058694,0.03664008155465126,0.9539605379104614
pythia-160m,6,10,induction,0.1602018028497696,0.08527565002441406,0.012447463348507881,0.22991891205310822,0.06724559515714645,0.16695092618465424,0.17312359809875488,0.37568292021751404,3.9865143299102783
pythia-160m,6,11,diffuse,0.03884338587522507,0.2441640943288803,0.13465064764022827,0.05558508634567261,0.07790309935808182,0.5357911586761475,0.02736477553844452,0.2918771505355835,3.7962241172790527
pythia-160m,7,0,diffuse,0.22950439155101776,0.011378733441233635,0.027280351147055626,0.1336449533700943,0.01961444318294525,0.22294053435325623,0.018706340342760086,0.39429569244384766,4.023065567016602
pythia-160m,7,1,bos_sink,0.7919930815696716,0.007923120632767677,0.021085672080516815,0.019087303429841995,0.006671515759080648,0.07992676645517349,0.003352944040670991,0.10232172906398773,1.583335518836975
pythia-160m,7,2,diffuse,0.22439776360988617,0.46506017446517944,0.17574092745780945,0.001172075979411602,0.01011521928012371,0.7529039978981018,0.0002834088518284261,0.011410939507186413,2.099914789199829
pythia-160m,7,3,previous_token,0.009410305880010128,0.2529842257499695,0.26605597138404846,0.02080428972840309,0.0127723952755332,0.8228288292884827,0.005895798560231924,0.1341841071844101,3.070201873779297
pythia-160m,7,4,previous_token,0.15639141201972961,0.19321896135807037,0.3292733430862427,0.004971843678504229,0.001357728149741888,0.8125138878822327,0.0005418455111794174,0.024765335023403168,2.541259288787842
pythia-160m,7,5,diffuse,0.12172149121761322,0.007022925186902285,0.005168603733181953,0.21083305776119232,0.1291249692440033,0.051703765988349915,0.13130761682987213,0.4866165518760681,4.011003494262695
pythia-160m,7,6,bos_sink,0.9062932729721069,0.04358600080013275,0.007174664177000523,0.0061436607502400875,0.0008534449152648449,0.07560251653194427,0.0028690784238278866,0.01110737957060337,0.7178769111633301
pythia-160m,7,7,previous_token,0.04423227533698082,0.09330854564905167,0.849689245223999,0.003218376077711582,1.4104821843829995e-07,0.9487932920455933,7.1559012049249304e-09,0.0037562097422778606,0.8249502182006836
pythia-160m,7,8,diffuse,0.18833588063716888,0.014231409877538681,0.011697275564074516,0.17006251215934753,0.10364644974470139,0.07998132705688477,0.04823938384652138,0.4579739272594452,4.115898609161377
