model,draw,band,layer,head,entropy_mean,entropy_std,entropy_median
pythia-70m,draw_1,high,1,5,3.2342746257781982,0.3373900353908539,3.27251935005188
pythia-70m,draw_1,high,1,6,3.4487972259521484,0.4604131281375885,3.5608484745025635
pythia-70m,draw_1,high,1,7,1.8262397050857544,0.5495527386665344,1.820034384727478
pythia-70m,draw_1,high,2,0,3.3087737560272217,0.34644702076911926,3.3492705821990967
pythia-70m,draw_1,high,2,1,0.7093795537948608,0.2885550260543823,0.6468369960784912
pythia-70m,draw_1,high,2,2,3.7145884037017822,0.20283856987953186,3.7547850608825684
pythia-70m,draw_1,high,2,3,3.3208789825439453,0.425375372171402,3.404505968093872
pythia-70m,draw_1,high,2,4,2.0026891231536865,0.6453129649162292,2.0616965293884277
pythia-70m,draw_1,high,2,5,3.8574864864349365,0.2240263670682907,3.902428150177002
pythia-70m,draw_1,high,2,6,1.6315969228744507,0.5993436574935913,1.644063115119934
pythia-70m,draw_1,high,2,7,2.662322521209717,0.18769419193267822,2.6666812896728516
pythia-70m,draw_1,high,3,0,1.9270734786987305,0.7153971195220947,2.0233137607574463
pythia-70m,draw_1,high,3,1,0.9532042145729065,0.662456214427948,0.9080032706260681
pythia-70m,draw_1,high,3,2,3.786269426345825,0.2197454422712326,3.808244466781616
pythia-70m,draw_1,high,3,3,2.6794967651367188,0.517631471157074,2.7079217433929443
pythia-70m,draw_1,high,3,4,3.1515228748321533,0.3847928047180176,3.18135666847229
pythia-70m,draw_1,high,3,5,0.7129780650138855,0.7538016438484192,0.4069750905036926
pythia-70m,draw_1,high,3,6,0.4479912519454956,0.617678701877594,0.08161529898643494
pythia-70m,draw_1,high,3,7,3.3666770458221436,0.5150589942932129,3.4975426197052
pythia-70m,draw_1,high,4,0,2.3364832401275635,1.0364065170288086,2.5765984058380127
pythia-70m,draw_1,high,4,1,0.49560391902923584,0.5766950845718384,0.28292134404182434
pythia-70m,draw_1,high,4,2,1.0038864612579346,0.7714499831199646,0.9163204431533813
pythia-70m,draw_1,high,4,3,0.09186572581529617,0.27354398369789124,0.000618922000285238
pythia-70m,draw_1,high,4,4,0.8377871513366699,0.7733005285263062,0.6577097773551941
pythia-70m,draw_1,high,4,5,1.2485578060150146,0.8566080927848816,1.1768977642059326
pythia-70m,draw_1,high,4,6,0.8018447756767273,0.6819347143173218,0.762118399143219
pythia-70m,draw_1,high,4,7,0.9954152703285217,0.8120630383491516,0.9145853519439697
pythia-70m,draw_1,high,5,0,0.6537950038909912,0.5910564661026001,0.5691340565681458
pythia-70m,draw_1,high,5,1,0.6722585558891296,0.6291536688804626,0.5223560333251953
pythia-70m,draw_1,high,5,2,0.29003024101257324,0.46019548177719116,0.019227277487516403
