layer,head,role,bos_fraction,self_fraction,prev_fraction,source_fraction,target_fraction,repeat_fraction,induction_score,distractor_fraction,entropy,model,head_idx,mean_universality,mean_n_bands,copy_score,is_universal,universality_class
5,5,bos_sink,0.8099855184555054,0.0558146424591541,0.0371474213898181,0.0006544116185978,0.0008584648021496,0.1439895778894424,0.0002586185291875,0.0445126444101333,1.2911930084228516,pythia-70m,5,0.6666666666666666,3.3333333333333335,0.015914024785161,False,non-universal
5,6,bos_sink,0.8349708914756775,0.0043696910142898,0.0187587793916463,0.0016517085023224,7.279471901711076e-05,0.118511214852333,0.0007639462710358,0.0447935909032821,1.1602435111999512,pythia-70m,6,0.0,0.0,0.0055148717947304,False,non-universal
5,7,previous_token,5.7078366921814456e-08,0.4458022713661194,0.4085915684700012,4.780645758728497e-05,7.245465531013906e-05,0.9712143540382384,6.285209565248806e-06,0.0286652259528636,1.7143325805664062,pythia-70m,7,1.0,5.0,0.0015632649883627,True,universal
0,0,previous_token,0.3067626357078552,0.2031280547380447,0.248214766383171,0.0183613114058971,0.001474751275964,0.6021828651428223,0.0005220471066422,0.0712183266878128,2.6960995197296143,pythia-160m,0,1.0,5.0,0.0036780287045985,True,universal
0,1,bos_sink,0.448619395494461,0.0422002039849758,0.0318708047270774,0.1065512150526046,0.0217938013374805,0.1725943684577942,0.0310676135122776,0.2504409849643707,3.393428325653076,pythia-160m,1,0.26666666666666666,1.3333333333333333,-0.0018569892272353,False,non-universal
0,2,diffuse,0.0136605678126215,0.196071907877922,0.145141065120697,0.0961590558290481,0.0216817408800125,0.55975341796875,0.0249006729573011,0.308745414018631,3.9538893699646,pythia-160m,2,1.0,5.0,0.0105833327397704,True,universal
0,3,diffuse,0.0154697131365537,0.1405107825994491,0.1115421503782272,0.1257524490356445,0.0282180607318878,0.4578887820243835,0.0306261871010065,0.3726710677146911,4.201253414154053,pythia-160m,3,1.0,5.0,-0.0032347429078072,True,universal
0,4,previous_token,0.0024089778307825,0.1033600196242332,0.2567734718322754,0.0282269567251205,0.0104063423350453,0.6996297836303711,0.0027698834892362,0.2593279778957367,3.4944491386413574,pythia-160m,4,1.0,5.0,-0.0021398277021944,True,universal
0,5,bos_sink,0.6268300414085388,0.0274845995008945,0.0198397375643253,0.0823469460010528,0.0154991187155246,0.1021000742912292,0.0221615247428417,0.1732238382101059,2.58591628074646,pythia-160m,5,0.3333333333333333,1.6666666666666667,-0.0091728707775473,False,non-universal
0,6,bos_sink,0.4293045103549957,0.0745539292693138,0.067512959241867,0.0973891466856002,0.0156528819352388,0.2505021691322326,0.0136837689206004,0.2071513086557388,3.377065658569336,pythia-160m,6,0.8000000000000002,4.0,0.0024006138555705,True,universal
0,7,induction,0.0712666735053062,0.0673179924488067,0.0001633518113521,0.8542344570159912,0.0008956016972661,0.0680688545107841,0.84904545545578,0.0055342684499919,0.8612078428268433,pythia-160m,7,1.0,5.0,-0.0030155649874359,True,universal
0,8,previous_token,0.0096858516335487,0.2913774251937866,0.280753880739212,0.0350140072405338,0.0046984306536614,0.8048889636993408,0.0025831344537436,0.1457128673791885,3.007077693939209,pythia-160m,8,1.0,5.0,-0.0033938453998416,True,universal
0,9,diffuse,0.038615021854639,0.1584940254688263,0.0862291455268859,0.1401237398386001,0.0283304527401924,0.4405330121517181,0.0517817176878452,0.3523977398872375,4.216544151306152,pythia-160m,9,0.39999999999999997,2.0,0.0017134255031123,False,non-universal
0,10,diffuse,0.1908405572175979,0.0948550701141357,0.089319497346878,0.0978733301162719,0.0231222286820411,0.3741054534912109,0.0211974326521158,0.3140583038330078,4.074671745300293,pythia-160m,10,0.4666666666666666,2.3333333333333335,-0.0011923618149012,False,non-universal
0,11,bos_sink,0.9844698309898376,0.0006924666231498,0.0006564368959516,0.0038202521391212,0.000732326763682,0.0031956103630363,0.0008779957424849,0.0077822576276957,0.183610662817955,pythia-160m,11,0.0,0.0,0.0007416933658532,False,non-universal
1,0,previous_token,0.1542921066284179,0.2792860567569732,0.2196888625621795,0.0700640603899955,0.0095828836783766,0.6105743646621704,0.0060382541269063,0.1554863601922989,3.2887942790985107,pythia-160m,0,0.3333333333333333,1.6666666666666667,-0.0104813873767852,False,non-universal
1,1,bos_sink,0.6618992686271667,0.0577351562678813,0.1996805071830749,0.0101123163476586,0.0002451642649248,0.304473727941513,9.23018524190411e-05,0.023269860073924,1.6001747846603394,pythia-160m,1,0.7999999999999999,4.0,-0.0047707855701446,False,non-universal
1,2,previous_token,0.0025702137500047,0.2068372666835785,0.5874268412590027,0.0045209787786006,0.000101288955193,0.966753363609314,2.9146953238523565e-05,0.026054561138153,1.739065170288086,pythia-160m,2,1.0,5.0,0.0015016355318948,True,universal
1,3,diffuse,0.1076714992523193,0.072263702750206,0.0325108468532562,0.2800273895263672,0.0469415634870529,0.2014597803354263,0.1150122359395027,0.3639000654220581,4.320511341094971,pythia-160m,3,0.39999999999999997,2.0,-0.0025252082850784,False,non-universal
1,4,bos_sink,0.6533961296081543,0.0085304798558354,0.0074756606481969,0.0977072566747665,0.0207648705691099,0.0364657416939735,0.0226859543472528,0.1916660219430923,2.423272132873535,pythia-160m,4,0.0,0.0,-0.0021434386726468,False,non-universal
1,5,diffuse,0.1232141628861427,0.0670632496476173,0.0694489330053329,0.1981792449951172,0.0317756794393062,0.2677940130233764,0.0296388790011405,0.3790369927883148,4.337178707122803,pythia-160m,5,0.3333333333333333,1.6666666666666667,-0.0005383875686675,False,non-universal
1,6,induction,0.3335365355014801,0.0523950010538101,0.0017250995151698,0.4893021583557129,0.0046669207513332,0.0761600285768508,0.4730920791625976,0.0963342487812042,2.2306272983551025,pythia-160m,6,0.9333333333333332,4.666666666666667,0.0031928485259413,True,universal
1,7,previous_token,0.0075776800513267,0.3409289717674255,0.2252431064844131,0.0765212476253509,0.0078907627612352,0.6471919417381287,0.0054138679988682,0.2608183920383453,3.2292277812957764,pythia-160m,7,0.7333333333333334,3.6666666666666665,0.006378776859492,False,non-universal
1,8,bos_sink,0.5069385170936584,0.02344935759902,0.0157414264976978,0.1708847731351852,0.0168959610164165,0.0923504531383514,0.0357043035328388,0.2129303812980651,3.126549243927002,pythia-160m,8,0.20000000000000004,1.0,0.0048350673168897,False,non-universal
1,9,bos_sink,0.4153622090816498,0.0113336713984608,0.0265942141413688,0.1510975062847137,0.0272053740918636,0.1161077544093132,0.0103867445141077,0.2902274131774902,3.518134355545044,pythia-160m,9,0.0,0.0,0.0026058673392981,False,non-universal
1,10,induction,0.38616943359375,0.0070436443202197,9.074702393263578e-05,0.5939080119132996,0.0022701250854879,0.0074679921381175,0.5906181931495667,0.0101839220151305,1.1856915950775146,pythia-160m,10,1.0,5.0,0.0043459106236696,True,universal
1,11,diffuse,0.0248910412192344,0.1480014771223068,0.1765336096286773,0.0392408221960067,0.0091390777379274,0.6602546572685242,0.0100344363600015,0.2664744257926941,3.650628566741944,pythia-160m,11,0.26666666666666666,1.3333333333333333,0.0037893604021519,False,non-universal
2,0,bos_sink,0.4049895703792572,0.0912874191999435,0.0814781114459037,0.0305464826524257,0.0081430459395051,0.3959296345710754,0.01387320458889,0.1603912711143493,3.1480860710144043,pythia-160m,0,0.26666666666666666,1.3333333333333333,-0.000412433873862,False,non-universal
2,1,bos_sink,0.3230912685394287,0.2215113192796707,0.1868424266576767,0.0152830863371491,0.0029868243727833,0.5640568137168884,0.0022241238038986,0.0945823043584823,2.844137191772461,pythia-160m,1,0.26666666666666666,1.3333333333333333,-0.0056933616288006,False,non-universal
2,2,bos_sink,0.6243449449539185,0.074692353606224,0.0582296960055828,0.0479970090091228,0.0079683559015393,0.1963761448860168,0.0103367185220122,0.1233137100934982,2.429849624633789,pythia-160m,2,0.0,0.0,-0.0010051160352304,False,non-universal
2,3,bos_sink,0.3116796910762787,0.1527675092220306,0.1118911951780319,0.0860048756003379,0.0163088403642177,0.3792992830276489,0.0204984471201896,0.2067073732614517,3.5559606552124023,pythia-160m,3,0.9333333333333332,4.666666666666667,0.0037429879885166,True,universal
2,4,bos_sink,0.3104547262191772,0.0447578653693199,0.0777717009186744,0.1002710685133934,0.0242822840809822,0.2634935081005096,0.0111710652709007,0.3014983832836151,3.833949565887451,pythia-160m,4,0.7999999999999999,4.0,-0.0040721013210713,False,non-universal
2,5,bos_sink,0.7668810486793518,0.0618277303874492,0.048722930252552,0.0301121473312377,0.0037924440111964,0.1429124474525451,0.0048688682727515,0.0563011541962623,1.6201918125152588,pythia-160m,5,0.06666666666666667,0.3333333333333333,-0.0010145622072741,False,non-universal
2,6,bos_sink,0.4364823400974273,0.1951292902231216,0.1741402298212051,0.0287006348371505,0.0025827961508184,0.447461187839508,0.0015669998247176,0.0847727879881858,2.591255187988281,pythia-160m,6,1.0,5.0,-0.0043876585550606,True,universal
2,7,diffuse,0.0362227670848369,0.0663410723209381,0.059403009712696,0.2133215367794037,0.0365507677197456,0.2647157311439514,0.0406836606562137,0.4491893649101257,4.420365810394287,pythia-160m,7,0.4666666666666666,2.3333333333333335,0.0011827669804915,False,non-universal
2,8,previous_token,0.001308212056756,0.1593877077102661,0.4979583323001861,0.0038768779486417,0.0007783799665048,0.9242717027664183,0.000201005328563,0.0697653591632843,2.138883590698242,pythia-160m,8,1.0,5.0,0.0081918453797698,True,universal
2,9,bos_sink,0.657370388507843,0.1015963405370712,0.1049483940005302,0.0200296472758054,0.0022853121627122,0.2571457624435425,0.0013629489112645,0.0631689205765724,1.968742847442627,pythia-160m,9,0.26666666666666666,1.3333333333333333,0.002222015755251,False,non-universal
2,10,bos_sink,0.3888697028160095,0.0975495725870132,0.0231960024684667,0.181913286447525,0.0225732121616601,0.1831644028425216,0.1224866956472396,0.2234795093536377,3.408289909362793,pythia-160m,10,0.7999999999999999,4.0,-0.0026012801099568,False,non-universal
2,11,bos_sink,0.5699396133422852,0.2224379181861877,0.0749843716621398,0.0153713226318359,0.0018519657896831,0.3391533195972442,0.003038985421881,0.0736841112375259,2.116260290145874,pythia-160m,11,1.0,5.0,-0.001200140104629,True,universal
3,0,previous_token,0.0263459738343954,0.1060057505965232,0.815012514591217,0.0119060957804322,6.35436754237162e-06,0.9501811265945436,8.23387011905652e-08,0.0115609494969248,1.0441268682479858,pythia-160m,0,1.0,5.0,0.0074202716350555,True,universal
3,1,previous_token,0.0398714020848274,0.0828554779291153,0.6206220984458923,0.0006869239150546,3.343422577017918e-05,0.9408150911331176,4.188935236015823e-06,0.0185933802276849,1.6922571659088137,pythia-160m,1,0.9333333333333332,4.666666666666667,0.0023466432467103,True,universal
3,2,previous_token,1.0408229172753636e-05,0.0196740087121725,0.9645854830741882,0.0001259330892935,6.378767380965655e-08,0.9986526370048524,1.3903950213389749e-10,0.0012099706800654,0.2640494108200073,pythia-160m,2,1.0,5.0,0.0048107532784342,True,universal
3,3,induction,0.0056172865442931,0.5419968366622925,0.0044477195478975,0.4131484925746918,0.0013950509019196,0.5597643256187439,0.4090992510318756,0.0200750790536403,1.415034532546997,pythia-160m,3,1.0,5.0,-0.0130353681743144,True,universal
3,4,previous_token,0.0177000034600496,0.0680407136678695,0.3197550177574157,0.0069933445192873,0.0008429011795669,0.9386560320854188,0.0003165694361086,0.0358080640435218,2.209646224975586,pythia-160m,4,1.0,5.0,-0.0110186785459518,True,universal
3,5,bos_sink,0.5342938899993896,0.0494605042040348,0.0700920298695564,0.0441372953355312,0.0122631127014756,0.2678239047527313,0.0102628590539097,0.1414820402860641,2.825897693634033,pythia-160m,5,0.20000000000000004,1.0,-0.0007359582232311,False,non-universal
3,6,bos_sink,0.3199154436588287,0.062725193798542,0.0864682123064994,0.058669339865446,0.0180437266826629,0.3286320567131042,0.0115918926894664,0.2747390866279602,3.689244270324707,pythia-160m,6,0.9333333333333332,4.666666666666667,0.0075215599499642,True,universal
3,7,bos_sink,0.3789161741733551,0.0872216969728469,0.0451326854526996,0.1523957848548889,0.0237489938735961,0.2256688624620437,0.0690473392605781,0.2192701697349548,3.568916320800781,pythia-160m,7,0.7333333333333334,3.6666666666666665,0.0085392957553267,False,non-universal
3,8,diffuse,0.2145065814256668,0.0672628432512283,0.096023291349411,0.0129685662686824,0.0035159303806722,0.5726731419563293,0.0037807296030223,0.1963355541229248,3.37134313583374,pythia-160m,8,1.0,5.0,-0.0060735186561942,True,universal
3,9,bos_sink,0.3982338309288025,0.2288574427366256,0.2020227611064911,0.0106895165517926,0.0009010109351947,0.5382820963859558,0.000697324401699,0.0518933273851871,2.415473699569702,pythia-160m,9,0.9333333333333332,4.666666666666667,-0.0011702209012582,True,universal
3,10,bos_sink,0.3241645395755768,0.1065390482544899,0.1208630204200744,0.0748621374368667,0.0185999143868684,0.3953379690647125,0.0168932639062404,0.1870355457067489,3.5337905883789062,pythia-160m,10,0.6666666666666666,3.3333333333333335,0.00813580583781,False,non-universal
3,11,bos_sink,0.3724012672901153,0.0727035999298095,0.0684247016906738,0.1346136927604675,0.0194312650710344,0.2373029887676239,0.01777951605618,0.2362508475780487,3.616804361343384,pythia-160m,11,0.06666666666666667,0.3333333333333333,-0.0066445958800613,False,non-universal
4,0,bos_sink,0.5682184100151062,0.0985599905252456,0.1230270490050315,0.0126291196793317,0.0029416067991405,0.3474789261817932,0.0020563965663313,0.0687317624688148,2.3223416805267334,pythia-160m,0,0.9333333333333332,4.666666666666667,-0.0105209583416581,True,universal
4,1,bos_sink,0.4851974844932556,0.0064452732913196,0.0239505358040332,0.0961205661296844,0.0304720122367143,0.1097432971000671,0.0075201774016022,0.2784666717052459,3.2292842864990234,pythia-160m,1,1.0,5.0,-0.0175681822001934,True,universal
4,2,bos_sink,0.601571798324585,0.0496134422719478,0.0840753316879272,0.0336814373731613,0.0013081840006634,0.3153683245182037,0.0019713526125997,0.048070278018713,2.2351856231689453,pythia-160m,2,1.0,5.0,0.0019326760666444,True,universal
4,3,diffuse,0.1929775029420852,0.0564001873135566,0.0978516563773155,0.1461195349693298,0.0150985345244407,0.3360468745231628,0.0114046651870012,0.3097575306892395,4.037190914154053,pythia-160m,3,0.26666666666666666,1.3333333333333333,0.0091991843655705,False,non-universal
4,4,bos_sink,0.4399663209915161,0.0708964690566062,0.1400315463542938,0.0170963089913129,0.0026939192321151,0.4142687022686004,0.0016916221939027,0.1259743571281433,2.852601766586304,pythia-160m,4,0.8666666666666667,4.333333333333333,0.0058304807171225,True,universal
4,5,previous_token,0.2561576664447784,0.0862420871853828,0.285041332244873,0.0035889185965061,0.0004181475087534,0.6693320274353027,0.0002978096308652,0.0705034956336021,2.730435371398926,pythia-160m,5,1.0,5.0,-0.0062212538905441,True,universal
4,6,diffuse,0.0107189659029245,5.6751614465611055e-05,4.00441649617278e-06,0.0006919177249073,0.988369345664978,7.103852840373293e-05,0.0004492761217989,0.0001490154245402,0.0984490811824798,pythia-160m,6,1.0,5.0,-0.0014127793256193,True,universal
4,7,previous_token,0.1680686920881271,0.1062945574522018,0.2107069194316864,0.0069297198206186,0.0027922911103814,0.6659948229789734,0.0010162329999729,0.1562142074108123,3.2435858249664307,pythia-160m,7,0.9333333333333332,4.666666666666667,-0.0023417226038873,True,universal
4,8,diffuse,0.0884571000933647,0.0065056700259447,0.005003104917705,0.0123097971081733,0.8264650106430054,0.0296169389039278,0.00543272215873,0.0431512705981731,1.1952015161514282,pythia-160m,8,1.0,5.0,-0.0003195804310962,True,universal
4,9,bos_sink,0.3054032623767853,0.0607284419238567,0.0821561515331268,0.0805567130446434,0.0843860805034637,0.2781929969787597,0.0260765049606561,0.2514609694480896,3.755007743835449,pythia-160m,9,0.9333333333333332,4.666666666666667,-0.0066573461517691,True,universal
4,10,diffuse,0.0767367407679557,7.652069325558841e-05,2.5892220492096385e-06,0.0025535335298627,0.9200724959373474,9.434279490960762e-05,0.0023306016810238,0.0005428320728242,0.4266033768653869,pythia-160m,10,1.0,5.0,-0.0002110338100465,True,universal
4,11,diffuse,0.2179615199565887,0.002375517738983,0.0009438882116228,0.0132690817117691,0.743187427520752,0.0074120974168181,0.0046637961640954,0.0181700754910707,1.139856219291687,pythia-160m,11,1.0,5.0,0.0127932773903012,True,universal
5,0,bos_sink,0.3422390818595886,0.0036910332273691,0.0015413920627906,0.0172733124345541,0.6120907664299011,0.0097980387508869,0.00692880153656,0.018599197268486,1.3512636423110962,pythia-160m,0,1.0,5.0,0.0095697557553648,True,universal
5,1,previous_token,0.1256551593542099,0.1249170452356338,0.3462420403957367,0.0024904971942305,0.0006331857293844,0.7982234358787537,0.0002639318699948,0.0729977861046791,2.765143394470215,pythia-160m,1,1.0,5.0,-0.0101773403584957,True,universal
