model,draw,band,layer,mean_prob_correct,std_prob_correct,median_prob_correct
pythia-410m,draw_1,medium,6,2.444020901748445e-05,6.396654498530552e-05,5.01513522976893e-06
pythia-410m,draw_1,medium,7,4.587082003126852e-05,0.00019413258996792138,7.87322915130062e-06
pythia-410m,draw_1,medium,8,7.403670315397903e-05,0.0004181143012829125,9.62937883741688e-06
pythia-410m,draw_1,medium,9,7.229795301100239e-05,0.0003712578327395022,1.259288728761021e-05
pythia-410m,draw_1,medium,10,0.0005128086195327342,0.002035630401223898,8.139232522808015e-05
pythia-410m,draw_1,medium,11,0.004397454205900431,0.011755161918699741,0.000985541963018477
pythia-410m,draw_1,medium,12,0.00287462561391294,0.007375724613666534,0.0007470360142178833
pythia-410m,draw_1,medium,13,0.0038735929410904646,0.015952283516526222,0.0008063591085374355
pythia-410m,draw_1,medium,14,0.0035200028214603662,0.009869969449937344,0.0008459349628537893
pythia-410m,draw_1,medium,15,0.010246449150145054,0.04666119068861008,0.0018192793941125274
pythia-410m,draw_1,medium,16,0.17634795606136322,0.2569519877433777,0.04425531625747681
pythia-410m,draw_1,medium,17,0.3346906900405884,0.3224380612373352,0.2184104174375534
pythia-410m,draw_1,medium,18,0.6410506367683411,0.30178406834602356,0.7268898487091064
pythia-410m,draw_1,medium,19,0.6478883028030396,0.3208967447280884,0.7381365895271301
pythia-410m,draw_1,medium,20,0.6635482907295227,0.3311804234981537,0.8124495148658752
pythia-410m,draw_1,medium,21,0.8047593832015991,0.2555995285511017,0.9238734245300293
pythia-410m,draw_1,medium,22,0.9462763071060181,0.11066122353076935,0.9892604351043701
pythia-410m,draw_1,medium,23,0.9792490601539612,0.06574096530675888,0.9977705478668213
pythia-410m,draw_1,high,0,2.2886411898070946e-05,2.531146128603723e-05,1.2516193237388507e-05
pythia-410m,draw_1,high,1,2.230575955763925e-05,3.4885219065472484e-05,1.0398203812655993e-05
pythia-410m,draw_1,high,2,2.141945697076153e-05,4.3597228795988485e-05,6.641660547757056e-06
pythia-410m,draw_1,high,3,2.256657899124548e-05,4.4936205085832626e-05,6.395394393621245e-06
pythia-410m,draw_1,high,4,2.8064365324098617e-05,7.363008626271039e-05,7.211287538666511e-06
pythia-410m,draw_1,high,5,3.183927037753165e-05,6.742405093973503e-05,1.0317106898583006e-05
pythia-410m,draw_1,high,6,3.804617517744191e-05,9.146374941337854e-05,1.0435660442453809e-05
pythia-410m,draw_1,high,7,4.4938558858120814e-05,0.00011775666644098237,1.335424622084247e-05
pythia-410m,draw_1,high,8,5.1636845455504954e-05,0.00013907914399169385,1.4354683116835076e-05
pythia-410m,draw_1,high,9,7.86450327723287e-05,0.00015523200272582471,2.1146794097148813e-05
pythia-410m,draw_1,high,10,0.001059155911207199,0.005850704852491617,0.00012134680582676083
pythia-410m,draw_1,high,11,0.008831494487822056,0.034180205315351486,0.0013268194161355495
pythia-410m,draw_1,high,12,0.004671501461416483,0.016615193337202072,0.0007310595829039812
pythia-410m,draw_1,high,13,0.005222680978477001,0.018119534477591515,0.0007789861992932856
pythia-410m,draw_1,high,14,0.005637035239487886,0.02585352212190628,0.0010966958943754435
pythia-410m,draw_1,high,15,0.014412418007850647,0.05175413191318512,0.0023995875380933285
pythia-410m,draw_1,high,16,0.24745751917362213,0.28177276253700256,0.12796318531036377
pythia-410m,draw_1,high,17,0.4303288459777832,0.34239357709884644,0.42425358295440674
pythia-410m,draw_1,high,18,0.6839998960494995,0.32236573100090027,0.8152269721031189
pythia-410m,draw_1,high,19,0.7758861184120178,0.27880942821502686,0.9071847796440125
pythia-410m,draw_1,high,20,0.8176873326301575,0.25884780287742615,0.943298876285553
pythia-410m,draw_1,high,21,0.8944253325462341,0.190108522772789,0.9749898314476013
pythia-410m,draw_1,high,22,0.9552856683731079,0.12378397583961487,0.9942597150802612
pythia-410m,draw_1,high,23,0.9813078045845032,0.08051446080207825,0.9982295632362366
pythia-410m,draw_1,very_high,0,3.615668538259342e-05,5.0795624702004716e-05,1.90122354979394e-05
pythia-410m,draw_1,very_high,1,3.5259210562799126e-05,7.050484418869019e-05,1.2359638276393525e-05
pythia-410m,draw_1,very_high,2,3.609648047131486e-05,9.214183955918998e-05,9.157936801784672e-06
pythia-410m,draw_1,very_high,3,4.5880096877226606e-05,0.0001442054781364277,1.0610408935463056e-05
pythia-410m,draw_1,very_high,4,5.940634582657367e-05,0.000328159483615309,1.0889891200349666e-05
pythia-410m,draw_1,very_high,5,0.00012617236643563956,0.0010442918865010142,2.0998788386350498e-05
pythia-410m,draw_1,very_high,6,0.00012169713590992615,0.0007389801321551204,2.230305108241737e-05
pythia-410m,draw_1,very_high,7,0.00010147831198992208,0.0003236635820940137,1.6021716874092817e-05
pythia-410m,draw_1,very_high,8,0.00010956178448395804,0.0005575757240876555,1.710403557808604e-05
pythia-410m,draw_1,very_high,9,0.00014698652375955135,0.0005542252329178154,2.5739183911355212e-05
pythia-410m,draw_1,very_high,10,0.00126146140974015,0.0038664157036691904,0.0002005548303714022
pythia-410m,draw_1,very_high,11,0.01457702461630106,0.05198283493518829,0.0023218595888465643
pythia-410m,draw_1,very_high,12,0.00540598388761282,0.014659491367638111,0.0008999157580547035
pythia-410m,draw_1,very_high,13,0.009784076362848282,0.030334265902638435,0.000909539230633527
pythia-410m,draw_1,very_high,14,0.0065817758440971375,0.01648939773440361,0.0012650700518861413
pythia-410m,draw_1,very_high,15,0.03672369197010994,0.09023953229188919,0.004800629802048206
pythia-410m,draw_1,very_high,16,0.39653703570365906,0.3313165009021759,0.3445756733417511
pythia-410m,draw_1,very_high,17,0.5681955218315125,0.3312179446220398,0.6334947943687439
pythia-410m,draw_1,very_high,18,0.7386390566825867,0.30310213565826416,0.8807540535926819
pythia-410m,draw_1,very_high,19,0.8607949018478394,0.21076352894306183,0.9617859125137329
pythia-410m,draw_1,very_high,20,0.901559054851532,0.18494126200675964,0.9844982028007507
pythia-410m,draw_1,very_high,21,0.9407457113265991,0.13127270340919495,0.9895884990692139
pythia-410m,draw_1,very_high,22,0.9719215035438538,0.08399040997028351,0.9961262345314026
pythia-410m,draw_1,very_high,23,0.9807934761047363,0.0562724843621254,0.9981849789619446
pythia-410m,draw_1,control,0,2.9093951525283046e-05,3.361189010320231e-05,1.6515314200660214e-05
pythia-410m,draw_1,control,1,3.052123429370113e-05,5.838410652359016e-05,1.1854033800773323e-05
pythia-410m,draw_1,control,2,3.3542339224368334e-05,9.792637138161808e-05,8.452080692222808e-06
pythia-410m,draw_1,control,3,4.808679295820184e-05,0.00025172188179567456,9.239590326615144e-06
pythia-410m,draw_1,control,4,5.489855902851559e-05,0.00028210951131768525,9.57414522417821e-06
pythia-410m,draw_1,control,5,0.00014147593174129725,0.0011839015642181039,1.5696330592618324e-05
pythia-410m,draw_1,control,6,0.00011917532538063824,0.0004793794360011816,1.8113090845872648e-05
pythia-410m,draw_1,control,7,0.00010141205711988732,0.0003130875120405108,1.7085569197661243e-05
pythia-410m,draw_1,control,8,0.00010456404561409727,0.0003549297107383609,1.6297617548843846e-05
pythia-410m,draw_1,control,9,0.00016274726658593863,0.0007347101345658302,2.5288230972364545e-05
pythia-410m,draw_1,control,10,0.0018487587803974748,0.008313404396176338,0.00020951074839103967
pythia-410m,draw_1,control,11,0.011221226304769516,0.04374786093831062,0.0021392186172306538
pythia-410m,draw_1,control,12,0.0059004793874919415,0.022293591871857643,0.0008237172733061016
pythia-410m,draw_1,control,13,0.005750887095928192,0.01641290821135044,0.0008993170922622085
pythia-410m,draw_1,control,14,0.005213541444391012,0.01094772294163704,0.001209069974720478
pythia-410m,draw_1,control,15,0.021335633471608162,0.051348354667425156,0.004326708149164915
pythia-410m,draw_1,control,16,0.33559349179267883,0.298809289932251,0.24919182062149048
pythia-410m,draw_1,control,17,0.5245063900947571,0.33802592754364014,0.5596647262573242
pythia-410m,draw_1,control,18,0.7469936609268188,0.29796573519706726,0.8940587639808655
pythia-410m,draw_1,control,19,0.8419823050498962,0.2442619800567627,0.9580777883529663
pythia-410m,draw_1,control,20,0.877947986125946,0.22290171682834625,0.9764311909675598
pythia-410m,draw_1,control,21,0.9176786541938782,0.18459287285804749,0.9860694408416748
pythia-410m,draw_1,control,22,0.9640246629714966,0.12248513847589493,0.9963400363922119
pythia-410m,draw_1,control,23,0.9774229526519775,0.09459535032510757,0.997748076915741
pythia-410m,draw_2,low,0,1.5388677638839e-05,2.9133307180018164e-05,7.96470521891024e-06
pythia-410m,draw_2,low,1,1.39336325446493e-05,2.991946712427307e-05,4.843823262490332e-06
pythia-410m,draw_2,low,2,1.2628961485461332e-05,2.775500252027996e-05,3.3977207749558147e-06
pythia-410m,draw_2,low,3,1.1588710549403913e-05,2.7603653506957926e-05,2.8304875741014257e-06
pythia-410m,draw_2,low,4,1.2031681762891822e-05,2.718373252719175e-05,2.9386642381723505e-06
pythia-410m,draw_2,low,5,1.0372803444624878e-05,2.918869176937733e-05,2.9032053134869784e-06
pythia-410m,draw_2,low,6,1.1835797522508074e-05,3.429600110393949e-05,3.077333531109616e-06
pythia-410m,draw_2,low,7,1.9336048353579827e-05,4.975244519300759e-05,3.5856085105478996e-06
pythia-410m,draw_2,low,8,4.708344204118475e-05,0.0003681669768411666,4.822395112569211e-06
pythia-410m,draw_2,low,9,7.701865979470313e-05,0.0007885158411227167,5.82591610509553e-06
pythia-410m,draw_2,low,10,0.0003480166778899729,0.002576232422143221,3.9653190469834954e-05
pythia-410m,draw_2,low,11,0.003941675648093224,0.01627057045698166,0.0007457475294359028
pythia-410m,draw_2,low,12,0.002883786102756858,0.009841922670602798,0.0006319020176306367
pythia-410m,draw_2,low,13,0.002880119252949953,0.008159410208463669,0.0007016016752459109
pythia-410m,draw_2,low,14,0.003404221497476101,0.009030433371663094,0.0009709310834296048
pythia-410m,draw_2,low,15,0.0058029028587043285,0.01556420885026455,0.001370020559988916
pythia-410m,draw_2,low,16,0.09971018135547638,0.17023184895515442,0.022971346974372864
pythia-410m,draw_2,low,17,0.2984710931777954,0.30783557891845703,0.1829894483089447
pythia-410m,draw_2,low,18,0.5651203989982605,0.3544524312019348,0.629959225654602
pythia-410m,draw_2,low,19,0.5312263369560242,0.36329972743988037,0.527980625629425
pythia-410m,draw_2,low,20,0.5363503694534302,0.35488250851631165,0.5466330051422119
pythia-410m,draw_2,low,21,0.6702894568443298,0.3288085460662842,0.8020923137664795
pythia-410m,draw_2,low,22,0.8819112181663513,0.21667858958244324,0.9753579497337341
pythia-410m,draw_2,low,23,0.9575545191764832,0.1282569319009781,0.9954113364219666
pythia-410m,draw_2,medium,0,1.980619526875671e-05,3.1725216103950515e-05,9.822028005146421e-06
pythia-410m,draw_2,medium,1,1.7251482859137468e-05,2.8390291845425963e-05,6.951120212761452e-06
pythia-410m,draw_2,medium,2,1.8487675333744846e-05,4.3019139411626384e-05,5.043671535531757e-06
pythia-410m,draw_2,medium,3,2.0594530724338256e-05,6.061230305931531e-05,4.009545591543429e-06
pythia-410m,draw_2,medium,4,1.7301092157140374e-05,4.997166251996532e-05,3.6025489862367976e-06
pythia-410m,draw_2,medium,5,2.182526259275619e-05,7.457542233169079e-05,4.339181032264605e-06
pythia-410m,draw_2,medium,6,2.5520495910313912e-05,9.230612340616062e-05,4.581717348628445e-06
pythia-410m,draw_2,medium,7,4.197032467345707e-05,0.00018799117242451757,6.327108621917432e-06
pythia-410m,draw_2,medium,8,4.041071952087805e-05,0.0001246197643922642,8.609911674284376e-06
pythia-410m,draw_2,medium,9,5.587643681792542e-05,0.00019117927877232432,1.120915749197593e-05
pythia-410m,draw_2,medium,10,0.0003667560813482851,0.0010976921766996384,7.17316652298905e-05
pythia-410m,draw_2,medium,11,0.004533646162599325,0.0111499959602952,0.0009492879034951329
pythia-410m,draw_2,medium,12,0.0027172828558832407,0.006185544189065695,0.0006020411965437233
pythia-410m,draw_2,medium,13,0.004786933306604624,0.016749411821365356,0.0005916836089454591
pythia-410m,draw_2,medium,14,0.0036168936640024185,0.010030237026512623,0.0009780187392607331
pythia-410m,draw_2,medium,15,0.010230496525764465,0.03522559627890587,0.0015234044985845685
pythia-410m,draw_2,medium,16,0.14915360510349274,0.22618485987186432,0.02957833930850029
pythia-410m,draw_2,medium,17,0.3009529411792755,0.3064139783382416,0.17637024819850922
pythia-410m,draw_2,medium,18,0.5896568894386292,0.3086969256401062,0.6322557330131531
pythia-410m,draw_2,medium,19,0.6124516725540161,0.32833316922187805,0.7107186317443848
pythia-410m,draw_2,medium,20,0.6558870673179626,0.3245593309402466,0.7709178924560547
pythia-410m,draw_2,medium,21,0.7854457497596741,0.25769883394241333,0.896353542804718
pythia-410m,draw_2,medium,22,0.9255322217941284,0.14885291457176208,0.9851882457733154
pythia-410m,draw_2,medium,23,0.9714688062667847,0.10207770764827728,0.996192216873169
pythia-410m,draw_2,high,0,3.416454273974523e-05,6.611205753870308e-05,1.5125036043173168e-05
pythia-410m,draw_2,high,1,3.368349280208349e-05,7.847478991607204e-05,1.0052393918158486e-05
pythia-410m,draw_2,high,2,3.475163975963369e-05,9.959337330656126e-05,7.681829629291315e-06
pythia-410m,draw_2,high,3,3.719819142133929e-05,0.0001180245672003366,8.02891645435011e-06
pythia-410m,draw_2,high,4,2.6858560886466876e-05,6.0183836467331275e-05,7.81358903623186e-06
pythia-410m,draw_2,high,5,4.566150528262369e-05,0.00012116222205804661,1.051236813509604e-05
pythia-410m,draw_2,high,6,4.54611363238655e-05,0.00010332277452107519,1.305953901464818e-05
pythia-410m,draw_2,high,7,4.8859019443625584e-05,0.00012018860434181988,1.3371952263696585e-05
pythia-410m,draw_2,high,8,6.384302832884714e-05,0.00016709801275283098,1.528283246443607e-05
pythia-410m,draw_2,high,9,0.00011870630987687036,0.0004878417239524424,1.9100954887107946e-05
pythia-410m,draw_2,high,10,0.0010508473496884108,0.007321557030081749,0.00011148412886541337
pythia-410m,draw_2,high,11,0.0072390371933579445,0.02156263403594494,0.0012758345110341907
pythia-410m,draw_2,high,12,0.003576094750314951,0.014505171217024326,0.0007261413848027587
pythia-410m,draw_2,high,13,0.005639670882374048,0.01861162856221199,0.0006454756367020309
pythia-410m,draw_2,high,14,0.006295287981629372,0.024623310193419456,0.0009656941401772201
pythia-410m,draw_2,high,15,0.014378467574715614,0.048322342336177826,0.0026516164653003216
pythia-410m,draw_2,high,16,0.2554078698158264,0.2878115773200989,0.12316237390041351
pythia-410m,draw_2,high,17,0.41232001781463623,0.33174294233322144,0.37860316038131714
pythia-410m,draw_2,high,18,0.6782121062278748,0.31540876626968384,0.806322455406189
pythia-410m,draw_2,high,19,0.7685994505882263,0.27721428871154785,0.8958701491355896
pythia-410m,draw_2,high,20,0.8261641263961792,0.24564675986766815,0.9369294047355652
pythia-410m,draw_2,high,21,0.8922631144523621,0.20062053203582764,0.9752739071846008
pythia-410m,draw_2,high,22,0.9511322975158691,0.1390041708946228,0.9957883954048157
pythia-410m,draw_2,high,23,0.9684401154518127,0.12307119369506836,0.9983131885528564
pythia-410m,draw_2,very_high,0,2.8711649065371603e-05,4.20197902712971e-05,1.87622554221889e-05
pythia-410m,draw_2,very_high,1,2.858367224689573e-05,5.1377319323364645e-05,1.2832024367526174e-05
pythia-410m,draw_2,very_high,2,2.6154071747441776e-05,5.5357162636937574e-05,1.0734110219345894e-05
pythia-410m,draw_2,very_high,3,4.340531813795678e-05,0.00020161885186098516,1.119749231293099e-05
pythia-410m,draw_2,very_high,4,3.946830111090094e-05,0.00011878149234689772,1.1515496225911193e-05
pythia-410m,draw_2,very_high,5,5.864295962965116e-05,0.00010456882591824979,1.8888407794293016e-05
pythia-410m,draw_2,very_high,6,8.839587098918855e-05,0.000180397808435373,2.227378536190372e-05
pythia-410m,draw_2,very_high,7,7.652039494132623e-05,0.00029922358226031065,1.9167955542798154e-05
pythia-410m,draw_2,very_high,8,0.0001205243170261383,0.0005508607719093561,1.753305332385935e-05
pythia-410m,draw_2,very_high,9,0.00011975951201748103,0.00038519519148394465,2.8847043722635135e-05
pythia-410m,draw_2,very_high,10,0.0015464863972738385,0.007797758560627699,0.00017377667245455086
pythia-410m,draw_2,very_high,11,0.013305231928825378,0.052245769649744034,0.002253672108054161
pythia-410m,draw_2,very_high,12,0.008070738054811954,0.05636553838849068,0.0008932572090998292
pythia-410m,draw_2,very_high,13,0.007471071556210518,0.045362964272499084,0.0007711327634751797
pythia-410m,draw_2,very_high,14,0.007127266842871904,0.03297821059823036,0.000945582112763077
pythia-410m,draw_2,very_high,15,0.03939717262983322,0.10980407893657684,0.0039638858288526535
pythia-410m,draw_2,very_high,16,0.39994779229164124,0.33514827489852905,0.3596647083759308
pythia-410m,draw_2,very_high,17,0.540201723575592,0.34931284189224243,0.6376069188117981
pythia-410m,draw_2,very_high,18,0.6926332116127014,0.3429230749607086,0.8677536249160767
pythia-410m,draw_2,very_high,19,0.8243113160133362,0.26995164155960083,0.9601473808288574
pythia-410m,draw_2,very_high,20,0.8861528038978577,0.22219720482826233,0.9783635139465332
pythia-410m,draw_2,very_high,21,0.9196873903274536,0.17664241790771484,0.9855958223342896
pythia-410m,draw_2,very_high,22,0.9565104842185974,0.12401576340198517,0.9965612292289734
pythia-410m,draw_2,very_high,23,0.9750543832778931,0.0754847377538681,0.9979773163795471
pythia-410m,draw_2,control,0,2.8861431928817183e-05,4.549375080387108e-05,1.6844156562001444e-05
pythia-410m,draw_2,control,1,3.0834849894745275e-05,5.169976793695241e-05,1.1126930075988639e-05
pythia-410m,draw_2,control,2,3.20204344461672e-05,6.721143290633336e-05,8.502800483256578e-06
pythia-410m,draw_2,control,3,3.4955930459545925e-05,8.415661432081833e-05,8.79415892995894e-06
pythia-410m,draw_2,control,4,4.3001298763556406e-05,0.0001236903917742893,8.903582056518644e-06
pythia-410m,draw_2,control,5,5.4537918913410977e-05,0.00013693838263861835,1.485351640440058e-05
pythia-410m,draw_2,control,6,7.9828649177216e-05,0.0003071172977797687,1.6684025467839092e-05
pythia-410m,draw_2,control,7,7.01264725648798e-05,0.0001614503562450409,1.5122316654014867e-05
pythia-410m,draw_2,control,8,8.520819392288104e-05,0.00021653797011822462,1.627511483093258e-05
pythia-410m,draw_2,control,9,0.00012144113861722872,0.0004395892028696835,2.2461825210484676e-05
pythia-410m,draw_2,control,10,0.0012324439594522119,0.0035833551082760096,0.00014171969087328762
pythia-410m,draw_2,control,11,0.013404043391346931,0.039365120232105255,0.0017421434167772532
pythia-410m,draw_2,control,12,0.005956408102065325,0.016013406217098236,0.0008892318583093584
pythia-410m,draw_2,control,13,0.006716217380017042,0.016794750466942787,0.0009593731956556439
pythia-410m,draw_2,control,14,0.009084445424377918,0.03459016978740692,0.0012513353722169995
pythia-410m,draw_2,control,15,0.024257363751530647,0.06609299033880234,0.0036232732236385345
pythia-410m,draw_2,control,16,0.38554275035858154,0.33300793170928955,0.314540833234787
pythia-410m,draw_2,control,17,0.5765992403030396,0.3426322937011719,0.6400452852249146
pythia-410m,draw_2,control,18,0.7135229110717773,0.3206453025341034,0.8442416787147522
pythia-410m,draw_2,control,19,0.823089063167572,0.2587970197200775,0.9423472881317139
pythia-410m,draw_2,control,20,0.8759943842887878,0.20619846880435944,0.9730129241943359
pythia-410m,draw_2,control,21,0.9195088744163513,0.16009369492530823,0.9822429418563843
pythia-410m,draw_2,control,22,0.9571914076805115,0.11835534870624542,0.9949091076850891
pythia-410m,draw_2,control,23,0.9779725670814514,0.06760594993829727,0.9974811673164368
pythia-410m,draw_3,low,0,1.3328774002729915e-05,1.9081224309047684e-05,6.842436050646938e-06
pythia-410m,draw_3,low,1,1.077847718988778e-05,1.807861372071784e-05,5.2770287766179536e-06
pythia-410m,draw_3,low,2,9.354502253700048e-06,2.007717193919234e-05,3.2329965051758336e-06
pythia-410m,draw_3,low,3,8.673497177369427e-06,1.9890041585313156e-05,2.210480715802987e-06
pythia-410m,draw_3,low,4,8.739729310036637e-06,2.021010914177168e-05,2.4626108370284783e-06
pythia-410m,draw_3,low,5,7.734340215392876e-06,1.5486784832319245e-05,2.1484813714778284e-06
pythia-410m,draw_3,low,6,8.915259058994707e-06,2.144061181752477e-05,2.3241370854520937e-06
pythia-410m,draw_3,low,7,1.4040680980542675e-05,2.9970737159601413e-05,3.5319753806106746e-06
pythia-410m,draw_3,low,8,2.3764076104271226e-05,8.125920430757105e-05,5.318615876603872e-06
pythia-410m,draw_3,low,9,2.7902018700842746e-05,0.00010932151781162247,5.987571057630703e-06
pythia-410m,draw_3,low,10,0.00017008943541441113,0.000538535590749234,4.47810125479009e-05
pythia-410m,draw_3,low,11,0.003999818116426468,0.02216281369328499,0.0006374846561811864
pythia-410m,draw_3,low,12,0.003445899812504649,0.01979842409491539,0.000477688095998019
pythia-410m,draw_3,low,13,0.006478970870375633,0.03514980897307396,0.0005789417191408575
pythia-410m,draw_3,low,14,0.004825353156775236,0.022223804146051407,0.000819775159470737
pythia-410m,draw_3,low,15,0.008850936777889729,0.041703902184963226,0.001314872526563704
pythia-410m,draw_3,low,16,0.09317728877067566,0.17823085188865662,0.017131758853793144
pythia-410m,draw_3,low,17,0.24863651394844055,0.2904289662837982,0.1034589484333992
pythia-410m,draw_3,low,18,0.5223240256309509,0.35236290097236633,0.5347861051559448
pythia-410m,draw_3,low,19,0.488546222448349,0.36066266894340515,0.4558383524417877
pythia-410m,draw_3,low,20,0.4985337257385254,0.3610856831073761,0.48214736580848694
pythia-410m,draw_3,low,21,0.6305493116378784,0.32846301794052124,0.7477301359176636
pythia-410m,draw_3,low,22,0.8792470693588257,0.19871658086776733,0.9721970558166504
pythia-410m,draw_3,low,23,0.9666619896888733,0.10402077436447144,0.9952097535133362
pythia-410m,draw_3,medium,0,2.084613333863672e-05,5.76967686356511e-05,1.084757695934968e-05
pythia-410m,draw_3,medium,1,1.8236074538435787e-05,6.337214290397242e-05,8.322904250235297e-06
pythia-410m,draw_3,medium,2,1.6241656339843757e-05,6.863442831672728e-05,6.037425464455737e-06
pythia-410m,draw_3,medium,3,1.4148822629067581e-05,5.644672273774631e-05,4.750513198814588e-06
pythia-410m,draw_3,medium,4,1.5436231478815898e-05,6.342670531012118e-05,5.064802280685399e-06
pythia-410m,draw_3,medium,5,1.2939525731781032e-05,2.166990452678874e-05,5.508677077159518e-06
pythia-410m,draw_3,medium,6,1.4904402632964775e-05,2.3337592210737057e-05,5.914281246077735e-06
pythia-410m,draw_3,medium,7,2.359018435527105e-05,4.859633190790191e-05,7.033204383333214e-06
pythia-410m,draw_3,medium,8,4.4009149860357866e-05,0.0002231910766568035,7.090454801073065e-06
pythia-410m,draw_3,medium,9,5.075157241662964e-05,0.0002219516463810578,8.640205123811029e-06
pythia-410m,draw_3,medium,10,0.0003419322893023491,0.0017032199539244175,6.755921640433371e-05
pythia-410m,draw_3,medium,11,0.004039853345602751,0.013166460208594799,0.0007017857860773802
pythia-410m,draw_3,medium,12,0.0026602325960993767,0.007955171167850494,0.000431242398917675
pythia-410m,draw_3,medium,13,0.0035854014568030834,0.011238611303269863,0.0003907305363100022
pythia-410m,draw_3,medium,14,0.0034683099947869778,0.01655169203877449,0.0006495803827419877
pythia-410m,draw_3,medium,15,0.00784288626164198,0.030810190364718437,0.0015098251169547439
pythia-410m,draw_3,medium,16,0.12574252486228943,0.20482678711414337,0.03346288204193115
pythia-410m,draw_3,medium,17,0.29745054244995117,0.30610907077789307,0.154183492064476
pythia-410m,draw_3,medium,18,0.5334876179695129,0.34580543637275696,0.55312180519104
pythia-410m,draw_3,medium,19,0.5890683531761169,0.33631932735443115,0.6476098299026489
pythia-410m,draw_3,medium,20,0.6249720454216003,0.34193018078804016,0.7417043447494507
pythia-410m,draw_3,medium,21,0.7505708932876587,0.2900881767272949,0.8786730170249939
pythia-410m,draw_3,medium,22,0.9215088486671448,0.15348045527935028,0.9812567830085754
pythia-410m,draw_3,medium,23,0.9693194627761841,0.08630477637052536,0.995652437210083
pythia-410m,draw_3,high,0,2.9103006454533897e-05,4.2920153646264225e-05,1.538025935587939e-05
pythia-410m,draw_3,high,1,2.9102286134730093e-05,6.444930477300659e-05,1.0287110853823833e-05
pythia-410m,draw_3,high,2,2.7750558729167096e-05,7.855218427721411e-05,7.050212389003718e-06
pythia-410m,draw_3,high,3,2.7816293368232436e-05,6.589082477148622e-05,6.835715339548187e-06
pythia-410m,draw_3,high,4,2.7918422347283922e-05,6.185359234223142e-05,7.093628028087551e-06
pythia-410m,draw_3,high,5,4.1268824134022e-05,0.00012089368101442233,1.0574374755378813e-05
pythia-410m,draw_3,high,6,5.005963976145722e-05,0.0001742378226481378,1.3202058653405402e-05
pythia-410m,draw_3,high,7,0.00016803271137177944,0.0017524845898151398,1.3000125363760162e-05
pythia-410m,draw_3,high,8,0.00016702963330317289,0.0013109311694279313,1.512084054411389e-05
pythia-410m,draw_3,high,9,0.00020107511954847723,0.0012841885909438133,2.046811096079182e-05
pythia-410m,draw_3,high,10,0.0010692664654925466,0.0072912066243588924,0.00013425741053652018
pythia-410m,draw_3,high,11,0.0066636730916798115,0.021646851673722267,0.0014974779915064573
pythia-410m,draw_3,high,12,0.003635802771896124,0.01509104110300541,0.0007589820306748152
pythia-410m,draw_3,high,13,0.004839655477553606,0.016452301293611526,0.0008991144713945687
pythia-410m,draw_3,high,14,0.004263238050043583,0.010286856442689896,0.001067340257577598
pythia-410m,draw_3,high,15,0.01825655810534954,0.059352923184633255,0.0027418681420385838
pythia-410m,draw_3,high,16,0.28414905071258545,0.29862967133522034,0.16792958974838257
pythia-410m,draw_3,high,17,0.4728679656982422,0.3423077166080475,0.4395581781864166
pythia-410m,draw_3,high,18,0.6900269985198975,0.31232699751853943,0.8121293783187866
pythia-410m,draw_3,high,19,0.7845418453216553,0.27054542303085327,0.9221534729003906
pythia-410m,draw_3,high,20,0.8370110392570496,0.2320195585489273,0.9512805938720703
pythia-410m,draw_3,high,21,0.9085450172424316,0.1692202091217041,0.9750505089759827
pythia-410m,draw_3,high,22,0.9599998593330383,0.12490124255418777,0.9945598244667053
pythia-410m,draw_3,high,23,0.9736208915710449,0.1100897267460823,0.9983269572257996
pythia-410m,draw_3,very_high,0,3.406745599932037e-05,4.4444175728131086e-05,1.7388229025527835e-05
pythia-410m,draw_3,very_high,1,3.56687160092406e-05,7.367319631157443e-05,1.4342400390887633e-05
pythia-410m,draw_3,very_high,2,3.636481778812595e-05,0.00010171741450903937,1.2110883290006313e-05
pythia-410m,draw_3,very_high,3,3.613697117543779e-05,8.088826871244237e-05,1.3274333468871191e-05
pythia-410m,draw_3,very_high,4,3.9125450712163e-05,8.63658933667466e-05,1.2787695595761761e-05
pythia-410m,draw_3,very_high,5,6.987281085457653e-05,0.00013629267050419003,2.4699735149624757e-05
pythia-410m,draw_3,very_high,6,9.686937119113281e-05,0.0001910951395984739,2.5961644496419467e-05
pythia-410m,draw_3,very_high,7,7.903552614152431e-05,0.0001809489040169865,2.1233412553556263e-05
pythia-410m,draw_3,very_high,8,8.403944229939952e-05,0.0002180130104534328,1.684380004007835e-05
pythia-410m,draw_3,very_high,9,0.00016387381765525788,0.000487491546664387,2.4252769435406663e-05
pythia-410m,draw_3,very_high,10,0.002057845937088132,0.006749542895704508,0.0001642002898734063
pythia-410m,draw_3,very_high,11,0.016329066827893257,0.04768282547593117,0.0015488207573071122
pythia-410m,draw_3,very_high,12,0.006253244820982218,0.022106150165200233,0.0006331460317596793
pythia-410m,draw_3,very_high,13,0.0078027984127402306,0.026375826448202133,0.0005548103363253176
pythia-410m,draw_3,very_high,14,0.007939958944916725,0.03600060194730759,0.0008093611686490476
pythia-410m,draw_3,very_high,15,0.027367345988750458,0.0751967504620552,0.003769675502553582
pythia-410m,draw_3,very_high,16,0.41991862654685974,0.3336241841316223,0.4210071563720703
pythia-410m,draw_3,very_high,17,0.5804284811019897,0.3422265946865082,0.6415279507637024
