model,threshold_k,test_band,mean_acc,std_acc,mean_top5,mean_n_edges,base_acc,full_circuit_acc,universal_acc,recovery,edge_fraction
pythia-160m,1,very_high,0.9777777777777779,0.015396007178390056,0.994074074074074,2330.6666666666665,0.9688888888888888,0.9511111111111112,0.7051851851851852,1.02803738317757,1.6570291022845764
pythia-160m,2,control,0.96,0.013333333333333391,0.994074074074074,1700.0,0.977777777777778,0.9362962962962964,0.6444444444444445,1.0253164556962024,1.2086453692293107
pythia-160m,2,high,0.9392592592592592,0.006789001029564209,0.994074074074074,1700.0,0.96,0.9229629629629628,0.668148148148148,1.0176565008025684,1.2086453692293107
pythia-160m,2,low,0.9155555555555556,0.013333333333333308,0.9866666666666667,1700.0,0.9288888888888888,0.8903703703703704,0.482962962962963,1.0282861896838602,1.2086453692293107
pythia-160m,2,medium,0.9466666666666667,0.015396007178389983,0.9925925925925926,1700.0,0.9570370370370372,0.9111111111111112,0.5911111111111111,1.0390243902439023,1.2086453692293107
pythia-160m,2,very_high,0.957037037037037,0.009251848886516121,0.9985185185185186,1700.0,0.9688888888888888,0.9511111111111112,0.7051851851851852,1.0062305295950154,1.2086453692293107
pythia-160m,3,control,0.9437037037037038,0.02715600411825682,0.9911111111111112,1292.3333333333333,0.977777777777778,0.9362962962962964,0.6444444444444445,1.0079113924050633,0.9188074699023603
pythia-160m,3,high,0.9318518518518518,0.016826395098667433,0.994074074074074,1292.3333333333333,0.96,0.9229629629629628,0.668148148148148,1.0096308186195828,0.9188074699023603
pythia-160m,3,low,0.8785185185185185,0.022807117508652785,0.9674074074074074,1292.3333333333333,0.9288888888888888,0.8903703703703704,0.482962962962963,0.9866888519134774,0.9188074699023603
pythia-160m,3,medium,0.9170370370370371,0.0067890010295642055,0.9881481481481481,1292.3333333333333,0.9570370370370372,0.9111111111111112,0.5911111111111111,1.0065040650406503,0.9188074699023603
pythia-160m,3,very_high,0.9422222222222222,0.004444444444444431,0.9955555555555556,1292.3333333333333,0.9688888888888888,0.9511111111111112,0.7051851851851852,0.9906542056074764,0.9188074699023603
pythia-160m,4,control,0.8814814814814814,0.012830005981991622,0.9703703703703703,996.3333333333334,0.977777777777778,0.9362962962962964,0.6444444444444445,0.9414556962025314,0.7083609820836098
pythia-160m,4,high,0.8740740740740741,0.0067890010295642055,0.9733333333333333,996.3333333333334,0.96,0.9229629629629628,0.668148148148148,0.9470304975922956,0.7083609820836098
pythia-160m,4,low,0.7748148148148148,0.037007395546064595,0.9362962962962963,996.3333333333334,0.9288888888888888,0.8903703703703704,0.482962962962963,0.870216306156406,0.7083609820836098
pythia-160m,4,medium,0.8355555555555556,0.022222222222222227,0.965925925925926,996.3333333333334,0.9570370370370372,0.9111111111111112,0.5911111111111111,0.9170731707317072,0.7083609820836098
pythia-160m,4,very_high,0.9022222222222221,0.011758894715842596,0.9792592592592593,996.3333333333334,0.9688888888888888,0.9511111111111112,0.7051851851851852,0.9485981308411213,0.7083609820836098
pythia-160m,5,control,0.6444444444444445,0.05568872927174077,0.8237037037037037,713.3333333333334,0.977777777777778,0.9362962962962964,0.6444444444444445,0.6882911392405063,0.5071570765001422
pythia-160m,5,high,0.668148148148148,0.08621916756711978,0.8414814814814814,713.3333333333334,0.96,0.9229629629629628,0.668148148148148,0.723916532905297,0.5071570765001422
pythia-160m,5,low,0.482962962962963,0.08667616282257821,0.7496296296296295,713.3333333333334,0.9288888888888888,0.8903703703703704,0.482962962962963,0.5424292845257904,0.5071570765001422
pythia-160m,5,medium,0.5911111111111111,0.08754540268263203,0.831111111111111,713.3333333333334,0.9570370370370372,0.9111111111111112,0.5911111111111111,0.6487804878048781,0.5071570765001422
