model,draw,test_band,k_sample,n_edges,accuracy,top5_accuracy,mean_correct_prob
pythia-410m,draw_2,medium,2,1301,0.0044444444444444444,0.0044444444444444444,0.0002967018010976277
pythia-410m,draw_2,high,2,1301,0.0,0.0,0.0005031088693825343
pythia-410m,draw_2,very_high,2,1301,0.0,0.02666666666666667,0.001511409076964709
pythia-410m,draw_2,control,2,1301,0.0044444444444444444,0.0044444444444444444,0.0008719496861724313
pythia-410m,draw_2,low,3,1301,0.0,0.0,8.14293250742695e-05
pythia-410m,draw_2,medium,3,1301,0.0044444444444444444,0.0044444444444444444,0.0002965454034774161
pythia-410m,draw_2,high,3,1301,0.0,0.0,0.0005031386570933845
pythia-410m,draw_2,very_high,3,1301,0.0,0.02666666666666667,0.0015114028020171747
pythia-410m,draw_2,control,3,1301,0.0044444444444444444,0.0044444444444444444,0.0008719485562909944
pythia-410m,draw_2,low,4,1301,0.0,0.0,8.14280289053689e-05
pythia-410m,draw_2,medium,4,1301,0.0044444444444444444,0.0044444444444444444,0.0002965516641492943
pythia-410m,draw_2,high,4,1301,0.0,0.0,0.0005031390162538526
pythia-410m,draw_2,very_high,4,1301,0.0,0.02666666666666667,0.0015114142320008896
pythia-410m,draw_2,control,4,1301,0.0044444444444444444,0.0044444444444444444,0.0008719546361913267
pythia-410m,draw_2,low,5,1301,0.0,0.0,8.142917247773261e-05
pythia-410m,draw_2,medium,5,1301,0.0044444444444444444,0.0044444444444444444,0.0002965456450186189
pythia-410m,draw_2,high,5,1301,0.0,0.0,0.0005031394331106437
pythia-410m,draw_2,very_high,5,1301,0.0,0.02666666666666667,0.0015114039573866952
pythia-410m,draw_2,control,5,1301,0.0044444444444444444,0.0044444444444444444,0.0008719488240977727
pythia-410m,draw_2,low,6,1301,0.0,0.0,8.138172108475474e-05
pythia-410m,draw_2,medium,6,1301,0.0044444444444444444,0.0044444444444444444,0.00029668195016051236
pythia-410m,draw_2,high,6,1301,0.0,0.0,0.0005036468136859185
pythia-410m,draw_2,very_high,6,1301,0.0,0.02666666666666667,0.0015116801535421272
pythia-410m,draw_2,control,6,1301,0.0044444444444444444,0.0044444444444444444,0.000871600186077962
pythia-410m,draw_2,low,7,1301,0.0,0.0,8.142913025949383e-05
pythia-410m,draw_2,medium,7,1301,0.0044444444444444444,0.0044444444444444444,0.0002965450068331658
pythia-410m,draw_2,high,7,1301,0.0,0.0,0.0005031396012853091
pythia-410m,draw_2,very_high,7,1301,0.0,0.02666666666666667,0.0015114056166324493
pythia-410m,draw_2,control,7,1301,0.0044444444444444444,0.0044444444444444444,0.000871947135624901
pythia-410m,draw_2,low,8,1301,0.0,0.0,8.142918799775442e-05
pythia-410m,draw_2,medium,8,1301,0.0044444444444444444,0.0044444444444444444,0.0002965457458386646
pythia-410m,draw_2,high,8,1301,0.0,0.0,0.0005031395054710528
pythia-410m,draw_2,very_high,8,1301,0.0,0.02666666666666667,0.001511404070366148
pythia-410m,draw_2,control,8,1301,0.0044444444444444444,0.0044444444444444444,0.0008719488304571617
pythia-410m,draw_2,low,9,1301,0.0,0.0,8.142895334205807e-05
pythia-410m,draw_2,medium,9,1301,0.0044444444444444444,0.0044444444444444444,0.0002965470320026182
pythia-410m,draw_2,high,9,1301,0.0,0.0,0.0005031407286454244
pythia-410m,draw_2,very_high,9,1301,0.0,0.02666666666666667,0.0015114137263986373
pythia-410m,draw_2,control,9,1301,0.0044444444444444444,0.0044444444444444444,0.0008719453140323216
pythia-410m,draw_2,low,10,1301,0.0,0.0,8.142935777767788e-05
pythia-410m,draw_2,medium,10,1301,0.0044444444444444444,0.0044444444444444444,0.00029654604254915286
pythia-410m,draw_2,high,10,1301,0.0,0.0,0.0005031047302691149
pythia-410m,draw_2,very_high,10,1301,0.0,0.02666666666666667,0.0015113838801213812
pythia-410m,draw_2,control,10,1301,0.0044444444444444444,0.0044444444444444444,0.0008719030710704424
pythia-410m,draw_3,low,1,1324,0.0,0.0,0.00010025275515264159
pythia-410m,draw_3,medium,1,1324,0.0,0.0,0.00017634675826103477
pythia-410m,draw_3,high,1,1324,0.0,0.0,0.0004929801833673587
pythia-410m,draw_3,very_high,1,1324,0.0,0.013333333333333334,0.0013068425453618855
pythia-410m,draw_3,control,1,1324,0.0,0.0,0.0008335411084117873
pythia-410m,draw_3,low,2,1324,0.0,0.0,0.00010025114112409028
pythia-410m,draw_3,medium,2,1324,0.0,0.0,0.00017635796417683498
pythia-410m,draw_3,high,2,1324,0.0,0.0,0.0004929749713968098
pythia-410m,draw_3,very_high,2,1324,0.0,0.013333333333333334,0.00130693246019089
pythia-410m,draw_3,control,2,1324,0.0,0.0,0.0008334735229275086
pythia-410m,draw_3,low,3,1324,0.0,0.0,0.00010025115004020159
pythia-410m,draw_3,medium,3,1324,0.0,0.0,0.0001763582296116005
pythia-410m,draw_3,high,3,1324,0.0,0.0,0.0004929739022979144
pythia-410m,draw_3,very_high,3,1324,0.0,0.013333333333333334,0.001306933027412419
pythia-410m,draw_3,control,3,1324,0.0,0.0,0.0008334731580117073
pythia-410m,draw_3,low,4,1324,0.0,0.0,0.00010025207558480057
pythia-410m,draw_3,medium,4,1324,0.0,0.0,0.00017636247308726321
pythia-410m,draw_3,high,4,1324,0.0,0.0,0.0004929733353795503
pythia-410m,draw_3,very_high,4,1324,0.0,0.013333333333333334,0.0013069397957143438
pythia-410m,draw_3,control,4,1324,0.0,0.0,0.0008334780047531846
pythia-410m,draw_3,low,5,1324,0.0,0.0,0.00010024985181704299
pythia-410m,draw_3,medium,5,1324,0.0,0.0,0.00017635522968728563
pythia-410m,draw_3,high,5,1324,0.0,0.0,0.0004929748321855085
pythia-410m,draw_3,very_high,5,1324,0.0,0.013333333333333334,0.0013069300733129948
pythia-410m,draw_3,control,5,1324,0.0,0.0,0.0008334728170103113
pythia-410m,draw_3,low,6,1324,0.0,0.0,0.00010025134727284366
pythia-410m,draw_3,medium,6,1324,0.0,0.0,0.00017635817872385613
pythia-410m,draw_3,high,6,1324,0.0,0.0,0.0004929746109660805
pythia-410m,draw_3,very_high,6,1324,0.0,0.013333333333333334,0.0013069293322526695
pythia-410m,draw_3,control,6,1324,0.0,0.0,0.0008334969216672208
pythia-410m,draw_3,low,7,1324,0.0,0.0,0.00010025110870104628
pythia-410m,draw_3,medium,7,1324,0.0,0.0,0.00017635679649300883
pythia-410m,draw_3,high,7,1324,0.0,0.0,0.0004929819212561091
pythia-410m,draw_3,very_high,7,1324,0.0,0.013333333333333334,0.0013069244659628667
pythia-410m,draw_3,control,7,1324,0.0,0.0,0.0008334694623967051
pythia-410m,draw_3,low,8,1324,0.0,0.0,0.00010025133963706721
pythia-410m,draw_3,medium,8,1324,0.0,0.0,0.00017635744563550463
pythia-410m,draw_3,high,8,1324,0.0,0.0,0.0004929742839441234
pythia-410m,draw_3,very_high,8,1324,0.0,0.013333333333333334,0.0013069317046392826
pythia-410m,draw_3,control,8,1324,0.0,0.0,0.0008334740549538664
pythia-410m,draw_3,low,9,1324,0.0,0.0,0.0001002511185028412
pythia-410m,draw_3,medium,9,1324,0.0,0.0,0.00017635798316784228
pythia-410m,draw_3,high,9,1324,0.0,0.0,0.0004929751292588157
pythia-410m,draw_3,very_high,9,1324,0.0,0.013333333333333334,0.001306932525076263
pythia-410m,draw_3,control,9,1324,0.0,0.0,0.0008334735960091974
pythia-410m,draw_3,low,10,1324,0.0,0.0,0.00010025102808760443
pythia-410m,draw_3,medium,10,1324,0.0,0.0,0.00017635660042565683
pythia-410m,draw_3,high,10,1324,0.0,0.0,0.0004929733853209149
pythia-410m,draw_3,very_high,10,1324,0.0,0.013333333333333334,0.0013069299354093447
pythia-410m,draw_3,control,10,1324,0.0,0.0,0.0008334726196342975
pythia-1b,draw_1,low,1,348,0.0,0.0,6.733400906796306e-05
pythia-1b,draw_1,medium,1,348,0.0,0.0,0.00013128083292839518
pythia-1b,draw_1,high,1,348,0.0,0.0,0.0004312559331990289
pythia-1b,draw_1,very_high,1,348,0.0,0.008888888888888889,0.0009757136952490933
pythia-1b,draw_1,control,1,348,0.0,0.0,0.0005213505020631398
pythia-1b,draw_1,low,2,348,0.0,0.0,6.733378181634306e-05
pythia-1b,draw_1,medium,2,348,0.0,0.0,0.0001312805573674167
pythia-1b,draw_1,high,2,348,0.0,0.0,0.000431252076985326
pythia-1b,draw_1,very_high,2,348,0.0,0.008888888888888889,0.0009757036899383011
pythia-1b,draw_1,control,2,348,0.0,0.0,0.0005213503496356174
pythia-1b,draw_1,low,3,348,0.0,0.0,6.731950382313951e-05
pythia-1b,draw_1,medium,3,348,0.0,0.0,0.00013128698730623808
pythia-1b,draw_1,high,3,348,0.0,0.0,0.0004312568885505799
pythia-1b,draw_1,very_high,3,348,0.0,0.008888888888888889,0.0009757968181212265
pythia-1b,draw_1,control,3,348,0.0,0.0,0.0005213246940115823
pythia-1b,draw_1,low,4,348,0.0,0.0,6.733400232601777e-05
pythia-1b,draw_1,medium,4,348,0.0,0.0,0.00013128083297488048
pythia-1b,draw_1,high,4,348,0.0,0.0,0.00043125590222669214
pythia-1b,draw_1,very_high,4,348,0.0,0.008888888888888889,0.0009757137790378086
pythia-1b,draw_1,control,4,348,0.0,0.0,0.0005213505061922458
pythia-1b,draw_1,low,5,348,0.0,0.0,6.733399336793708e-05
pythia-1b,draw_1,medium,5,348,0.0,0.0,0.00013128083286814116
pythia-1b,draw_1,high,5,348,0.0,0.0,0.0004312559149761657
pythia-1b,draw_1,very_high,5,348,0.0,0.008888888888888889,0.00097571380112034
pythia-1b,draw_1,control,5,348,0.0,0.0,0.000521350501716774
pythia-1b,draw_1,low,6,348,0.0,0.0,6.733399355005707e-05
pythia-1b,draw_1,medium,6,348,0.0,0.0,0.00013128084003470678
pythia-1b,draw_1,high,6,348,0.0,0.0,0.00043125588582446046
pythia-1b,draw_1,very_high,6,348,0.0,0.008888888888888889,0.0009757138750541749
pythia-1b,draw_1,control,6,348,0.0,0.0,0.0005213504461079941
pythia-1b,draw_1,low,7,348,0.0,0.0,6.733400002613306e-05
pythia-1b,draw_1,medium,7,348,0.0,0.0,0.00013128084874526597
pythia-1b,draw_1,high,7,348,0.0,0.0,0.00043125582674507416
pythia-1b,draw_1,very_high,7,348,0.0,0.008888888888888889,0.0009757139555606248
pythia-1b,draw_1,control,7,348,0.0,0.0,0.000521350462758821
pythia-1b,draw_1,low,8,348,0.0,0.0,6.733400011802991e-05
pythia-1b,draw_1,medium,8,348,0.0,0.0,0.00013128084082546189
pythia-1b,draw_1,high,8,348,0.0,0.0,0.0004312558240899812
pythia-1b,draw_1,very_high,8,348,0.0,0.008888888888888889,0.0009757137605124121
pythia-1b,draw_1,control,8,348,0.0,0.0,0.0005213505168052911
pythia-1b,draw_1,low,9,348,0.0,0.0,6.734925222414429e-05
pythia-1b,draw_1,medium,9,348,0.0,0.0,0.00013129165542914557
pythia-1b,draw_1,high,9,348,0.0,0.0,0.00043126736239843113
pythia-1b,draw_1,very_high,9,348,0.0,0.008888888888888889,0.0009757284478877814
pythia-1b,draw_1,control,9,348,0.0,0.0,0.0005212944366010359
pythia-1b,draw_1,low,10,348,0.0,0.0,6.733400896630807e-05
pythia-1b,draw_1,medium,10,348,0.0,0.0,0.00013128082886093277
pythia-1b,draw_1,high,10,348,0.0,0.0,0.0004312559292366637
pythia-1b,draw_1,very_high,10,348,0.0,0.008888888888888889,0.0009757136958998874
pythia-1b,draw_1,control,10,348,0.0,0.0,0.0005213505327537859
pythia-1b,draw_2,low,1,356,0.0,0.0,7.48484602773816e-05
pythia-1b,draw_2,medium,1,356,0.0,0.0,0.00014297877452990962
pythia-1b,draw_2,high,1,356,0.0,0.0,0.00041643933788186084
pythia-1b,draw_2,very_high,1,356,0.0044444444444444444,0.0044444444444444444,0.0009623788170008791
pythia-1b,draw_2,control,1,356,0.0,0.0,0.0005617558455651305
pythia-1b,draw_2,low,2,356,0.0,0.0,7.484847099122918e-05
pythia-1b,draw_2,medium,2,356,0.0,0.0,0.000142978787724404
pythia-1b,draw_2,high,2,356,0.0,0.0,0.0004164392149003662
pythia-1b,draw_2,very_high,2,356,0.0044444444444444444,0.0044444444444444444,0.0009623787664895645
pythia-1b,draw_2,control,2,356,0.0,0.0,0.0005617557150688097
pythia-1b,draw_2,low,3,356,0.0,0.0,7.484845961547156e-05
pythia-1b,draw_2,medium,3,356,0.0,0.0,0.00014297879749635613
pythia-1b,draw_2,high,3,356,0.0,0.0,0.0004164394252201949
pythia-1b,draw_2,very_high,3,356,0.0044444444444444444,0.0044444444444444444,0.0009623786462179851
pythia-1b,draw_2,control,3,356,0.0,0.0,0.0005617558878445076
pythia-1b,draw_2,low,4,356,0.0,0.0,7.484846345252865e-05
pythia-1b,draw_2,medium,4,356,0.0,0.0,0.00014297879329989074
pythia-1b,draw_2,high,4,356,0.0,0.0,0.0004164394802729829
pythia-1b,draw_2,very_high,4,356,0.0044444444444444444,0.0044444444444444444,0.0009623789364235967
pythia-1b,draw_2,control,4,356,0.0,0.0,0.0005617558860063177
pythia-1b,draw_2,low,5,356,0.0,0.0,7.485540920242783e-05
pythia-1b,draw_2,medium,5,356,0.0,0.0,0.0001429758466243748
pythia-1b,draw_2,high,5,356,0.0,0.0,0.0004164340365134775
pythia-1b,draw_2,very_high,5,356,0.0044444444444444444,0.0044444444444444444,0.0009625022845042016
pythia-1b,draw_2,control,5,356,0.0,0.0,0.0005617708517820574
pythia-1b,draw_2,low,6,356,0.0,0.0,7.484848874961851e-05
pythia-1b,draw_2,medium,6,356,0.0,0.0,0.0001429787796663441
pythia-1b,draw_2,high,6,356,0.0,0.0,0.0004164395068691344
pythia-1b,draw_2,very_high,6,356,0.0044444444444444444,0.0044444444444444444,0.0009623788724517605
pythia-1b,draw_2,control,6,356,0.0,0.0,0.000561755823090506
pythia-1b,draw_2,low,7,356,0.0,0.0,7.484933930350558e-05
pythia-1b,draw_2,medium,7,356,0.0,0.0,0.00014297986884855617
pythia-1b,draw_2,high,7,356,0.0,0.0,0.0004164495355697934
pythia-1b,draw_2,very_high,7,356,0.0044444444444444444,0.0044444444444444444,0.0009623378287667745
pythia-1b,draw_2,control,7,356,0.0,0.0,0.0005617590198997075
pythia-1b,draw_2,low,8,356,0.0,0.0,7.484843505507241e-05
pythia-1b,draw_2,medium,8,356,0.0,0.0,0.00014297890664383633
pythia-1b,draw_2,high,8,356,0.0,0.0,0.00041643913436682095
pythia-1b,draw_2,very_high,8,356,0.0044444444444444444,0.0044444444444444444,0.0009623791724071554
pythia-1b,draw_2,control,8,356,0.0,0.0,0.0005617555630043272
pythia-1b,draw_2,low,9,356,0.0,0.0,7.509607966994736e-05
pythia-1b,draw_2,medium,9,356,0.0,0.0,0.00014334389810155952
pythia-1b,draw_2,high,9,356,0.0,0.0,0.0004168731741462908
pythia-1b,draw_2,very_high,9,356,0.0044444444444444444,0.0044444444444444444,0.0009645070032921568
pythia-1b,draw_2,control,9,356,0.0,0.0,0.0005623441437536611
pythia-1b,draw_2,low,10,356,0.0,0.0,7.484500794463302e-05
pythia-1b,draw_2,medium,10,356,0.0,0.0,0.00014298098081670535
pythia-1b,draw_2,high,10,356,0.0,0.0,0.00041642392658818353
pythia-1b,draw_2,very_high,10,356,0.0044444444444444444,0.0044444444444444444,0.0009624085077990053
pythia-1b,draw_2,control,10,356,0.0,0.0,0.0005617520871267819
pythia-1b,draw_3,low,1,364,0.0,0.0,6.947307028945539e-05
pythia-1b,draw_3,medium,1,364,0.0,0.0,0.0001441605160607651
pythia-1b,draw_3,high,1,364,0.0,0.0,0.0003730923010395297
pythia-1b,draw_3,very_high,1,364,0.0,0.0,0.000885778827027429
pythia-1b,draw_3,control,1,364,0.0,0.0044444444444444444,0.0006862263808877994
pythia-1b,draw_3,low,2,364,0.0,0.0,6.94731887815831e-05
pythia-1b,draw_3,medium,2,364,0.0,0.0,0.00014416055885602773
pythia-1b,draw_3,high,2,364,0.0,0.0,0.00037309106418130495
pythia-1b,draw_3,very_high,2,364,0.0,0.0,0.0008857734187908288
pythia-1b,draw_3,control,2,364,0.0,0.0044444444444444444,0.0006862270415366664
pythia-1b,draw_3,low,3,364,0.0,0.0,6.947349044246999e-05
pythia-1b,draw_3,medium,3,364,0.0,0.0,0.00014416271417354033
pythia-1b,draw_3,high,3,364,0.0,0.0,0.00037309930067042134
pythia-1b,draw_3,very_high,3,364,0.0,0.0,0.000885765926686367
pythia-1b,draw_3,control,3,364,0.0,0.0044444444444444444,0.0006862371434812707
pythia-1b,draw_3,low,4,364,0.0,0.0,6.947311090085704e-05
pythia-1b,draw_3,medium,4,364,0.0,0.0,0.00014416058674416693
pythia-1b,draw_3,high,4,364,0.0,0.0,0.00037309133754004304
pythia-1b,draw_3,very_high,4,364,0.0,0.0,0.0008857728206745226
pythia-1b,draw_3,control,4,364,0.0,0.0044444444444444444,0.0006862266068206837
pythia-1b,draw_3,low,5,364,0.0,0.0,6.947252824545557e-05
pythia-1b,draw_3,medium,5,364,0.0,0.0,0.00014415915943421473
pythia-1b,draw_3,high,5,364,0.0,0.0,0.0003730947226065635
pythia-1b,draw_3,very_high,5,364,0.0,0.0,0.000885765797460307
pythia-1b,draw_3,control,5,364,0.0,0.0044444444444444444,0.0006862554939731227
pythia-1b,draw_3,low,6,364,0.0,0.0,6.947317851610377e-05
pythia-1b,draw_3,medium,6,364,0.0,0.0,0.000144160558882302
pythia-1b,draw_3,high,6,364,0.0,0.0,0.0003730910574763079
pythia-1b,draw_3,very_high,6,364,0.0,0.0,0.0008857733071574279
pythia-1b,draw_3,control,6,364,0.0,0.0044444444444444444,0.0006862271877553718
pythia-1b,draw_3,low,7,364,0.0,0.0,6.945530367033826e-05
pythia-1b,draw_3,medium,7,364,0.0,0.0,0.0001441468413425658
pythia-1b,draw_3,high,7,364,0.0,0.0,0.00037305800686428687
pythia-1b,draw_3,very_high,7,364,0.0,0.0,0.0008857207140271031
pythia-1b,draw_3,control,7,364,0.0,0.0044444444444444444,0.0006861083645437955
pythia-1b,draw_3,low,8,364,0.0,0.0,6.947316829742552e-05
pythia-1b,draw_3,medium,8,364,0.0,0.0,0.00014416057672254586
pythia-1b,draw_3,high,8,364,0.0,0.0,0.0003730910969544412
pythia-1b,draw_3,very_high,8,364,0.0,0.0,0.0008857732697552163
pythia-1b,draw_3,control,8,364,0.0,0.0044444444444444444,0.0006862270600522101
pythia-1b,draw_3,low,9,364,0.0,0.0,6.947321723821966e-05
pythia-1b,draw_3,medium,9,364,0.0,0.0,0.0001441606240976196
pythia-1b,draw_3,high,9,364,0.0,0.0,0.0003730913553358227
pythia-1b,draw_3,very_high,9,364,0.0,0.0,0.0008857729705976504
pythia-1b,draw_3,control,9,364,0.0,0.0044444444444444444,0.0006862276069717963
pythia-1b,draw_3,low,10,364,0.0,0.0,6.948777806314865e-05
pythia-1b,draw_3,medium,10,364,0.0,0.0,0.00014434310001787607
pythia-1b,draw_3,high,10,364,0.0,0.0,0.0003732673116479014
pythia-1b,draw_3,very_high,10,364,0.0,0.0,0.0008863071116455659
pythia-1b,draw_3,control,10,364,0.0,0.0044444444444444444,0.0006857948084042517
pythia-1.4b,draw_1,low,1,625,0.0,0.0044444444444444444,0.00012209485436869726
pythia-1.4b,draw_1,medium,1,625,0.0,0.0,0.00016280936768722713
pythia-1.4b,draw_1,high,1,625,0.0,0.0044444444444444444,0.0005192371252744326
pythia-1.4b,draw_1,very_high,1,625,0.0,0.0044444444444444444,0.0012960367898489898
pythia-1.4b,draw_1,control,1,625,0.0044444444444444444,0.008888888888888889,0.0007863285052063575
pythia-1.4b,draw_1,low,2,625,0.0,0.0044444444444444444,0.00012209493589858134
pythia-1.4b,draw_1,medium,2,625,0.0,0.0,0.000162809334745408
pythia-1.4b,draw_1,high,2,625,0.0,0.0044444444444444444,0.0005192368592795699
pythia-1.4b,draw_1,very_high,2,625,0.0,0.0044444444444444444,0.001296037051359033
pythia-1.4b,draw_1,control,2,625,0.0044444444444444444,0.008888888888888889,0.0007863285166008104
pythia-1.4b,draw_1,low,3,625,0.0,0.0044444444444444444,0.0001220948510955269
pythia-1.4b,draw_1,medium,3,625,0.0,0.0,0.0001628093160185884
pythia-1.4b,draw_1,high,3,625,0.0,0.0044444444444444444,0.0005192368754170375
pythia-1.4b,draw_1,very_high,3,625,0.0,0.0044444444444444444,0.0012960370059681735
pythia-1.4b,draw_1,control,3,625,0.0044444444444444444,0.008888888888888889,0.0007863287885013253
pythia-1.4b,draw_1,low,4,625,0.0,0.0044444444444444444,0.00012209497538555702
pythia-1.4b,draw_1,medium,4,625,0.0,0.0,0.00016280935015999711
pythia-1.4b,draw_1,high,4,625,0.0,0.0044444444444444444,0.0005192369046583028
pythia-1.4b,draw_1,very_high,4,625,0.0,0.0044444444444444444,0.0012960365897682399
pythia-1.4b,draw_1,control,4,625,0.0044444444444444444,0.008888888888888889,0.000786328567634074
pythia-1.4b,draw_1,low,5,625,0.0,0.0044444444444444444,0.00012209492319344563
pythia-1.4b,draw_1,medium,5,625,0.0,0.0,0.00016280929082006264
pythia-1.4b,draw_1,high,5,625,0.0,0.0044444444444444444,0.000519236865903723
pythia-1.4b,draw_1,very_high,5,625,0.0,0.0044444444444444444,0.0012960364903261102
pythia-1.4b,draw_1,control,5,625,0.0044444444444444444,0.008888888888888889,0.0007863280963945525
pythia-1.4b,draw_1,low,6,625,0.0,0.0044444444444444444,0.00012209490291979817
pythia-1.4b,draw_1,medium,6,625,0.0,0.0,0.00016280936486574879
pythia-1.4b,draw_1,high,6,625,0.0,0.0044444444444444444,0.000519237139179596
pythia-1.4b,draw_1,very_high,6,625,0.0,0.0044444444444444444,0.0012960369149429122
pythia-1.4b,draw_1,control,6,625,0.0044444444444444444,0.008888888888888889,0.0007863285697638073
pythia-1.4b,draw_1,low,7,625,0.0,0.0044444444444444444,0.00012209483935622404
pythia-1.4b,draw_1,medium,7,625,0.0,0.0,0.00016280935031401118
pythia-1.4b,draw_1,high,7,625,0.0,0.0044444444444444444,0.000519236972200411
pythia-1.4b,draw_1,very_high,7,625,0.0,0.0044444444444444444,0.0012960366173259293
pythia-1.4b,draw_1,control,7,625,0.0044444444444444444,0.008888888888888889,0.0007863286684727832
pythia-1.4b,draw_1,low,8,625,0.0,0.0044444444444444444,0.0001220948885942461
pythia-1.4b,draw_1,medium,8,625,0.0,0.0,0.00016280933350423983
pythia-1.4b,draw_1,high,8,625,0.0,0.0044444444444444444,0.0005192368966931504
pythia-1.4b,draw_1,very_high,8,625,0.0,0.0044444444444444444,0.0012960365345962702
pythia-1.4b,draw_1,control,8,625,0.0044444444444444444,0.008888888888888889,0.0007863287270179676
pythia-1.4b,draw_1,low,9,625,0.0,0.0044444444444444444,0.00012209491466920656
pythia-1.4b,draw_1,medium,9,625,0.0,0.0,0.00016280933118879818
pythia-1.4b,draw_1,high,9,625,0.0,0.0044444444444444444,0.0005192368967537833
pythia-1.4b,draw_1,very_high,9,625,0.0,0.0044444444444444444,0.0012960366283328363
pythia-1.4b,draw_1,control,9,625,0.0044444444444444444,0.008888888888888889,0.0007863285371109265
pythia-1.4b,draw_1,low,10,625,0.0,0.0044444444444444444,0.00012209493871574118
pythia-1.4b,draw_1,medium,10,625,0.0,0.0,0.00016280935111149674
pythia-1.4b,draw_1,high,10,625,0.0,0.0044444444444444444,0.0005192369035376032
pythia-1.4b,draw_1,very_high,10,625,0.0,0.0044444444444444444,0.0012960368158959075
pythia-1.4b,draw_1,control,10,625,0.0044444444444444444,0.008888888888888889,0.0007863285639142406
pythia-1.4b,draw_2,low,1,616,0.0,0.0,0.00012408615827098402
pythia-1.4b,draw_2,medium,1,616,0.0,0.0,0.00017142151235282832
pythia-1.4b,draw_2,high,1,616,0.0044444444444444444,0.0044444444444444444,0.0005552260738937144
pythia-1.4b,draw_2,very_high,1,616,0.0,0.013333333333333334,0.0013610014686168547
pythia-1.4b,draw_2,control,1,616,0.0,0.0044444444444444444,0.0007306166488595207
pythia-1.4b,draw_2,low,2,616,0.0,0.0,0.0001240860597029799
pythia-1.4b,draw_2,medium,2,616,0.0,0.0,0.00017142158243005825
pythia-1.4b,draw_2,high,2,616,0.0044444444444444444,0.0044444444444444444,0.0005552259083924583
pythia-1.4b,draw_2,very_high,2,616,0.0,0.013333333333333334,0.001361001660039215
pythia-1.4b,draw_2,control,2,616,0.0,0.0044444444444444444,0.000730616469568809
pythia-1.4b,draw_2,low,3,616,0.0,0.0,0.00012408613328009072
pythia-1.4b,draw_2,medium,3,616,0.0,0.0,0.00017142155133036062
pythia-1.4b,draw_2,high,3,616,0.0044444444444444444,0.0044444444444444444,0.0005552260649215492
pythia-1.4b,draw_2,very_high,3,616,0.0,0.013333333333333334,0.001361001379146829
pythia-1.4b,draw_2,control,3,616,0.0,0.0044444444444444444,0.0007306164575675211
pythia-1.4b,draw_2,low,4,616,0.0,0.0,0.00012408608379953673
pythia-1.4b,draw_2,medium,4,616,0.0,0.0,0.0001714215161702744
pythia-1.4b,draw_2,high,4,616,0.0044444444444444444,0.0044444444444444444,0.00055522579946632
pythia-1.4b,draw_2,very_high,4,616,0.0,0.013333333333333334,0.0013610017776671966
pythia-1.4b,draw_2,control,4,616,0.0,0.0044444444444444444,0.0007306163450155307
pythia-1.4b,draw_2,low,5,616,0.0,0.0,0.00012408606646658883
pythia-1.4b,draw_2,medium,5,616,0.0,0.0,0.00017142158121013533
pythia-1.4b,draw_2,high,5,616,0.0044444444444444444,0.0044444444444444444,0.0005552257833136941
pythia-1.4b,draw_2,very_high,5,616,0.0,0.013333333333333334,0.0013610018558796986
pythia-1.4b,draw_2,control,5,616,0.0,0.0044444444444444444,0.0007306165921980007
pythia-1.4b,draw_2,low,6,616,0.0,0.0,0.00012408611768225658
pythia-1.4b,draw_2,medium,6,616,0.0,0.0,0.00017142153399779165
pythia-1.4b,draw_2,high,6,616,0.0044444444444444444,0.0044444444444444444,0.0005552257831317951
pythia-1.4b,draw_2,very_high,6,616,0.0,0.013333333333333334,0.001361001592671932
pythia-1.4b,draw_2,control,6,616,0.0,0.0044444444444444444,0.0007306164483604031
pythia-1.4b,draw_2,low,7,616,0.0,0.0,0.0001240860619170942
pythia-1.4b,draw_2,medium,7,616,0.0,0.0,0.00017142148254556055
pythia-1.4b,draw_2,high,7,616,0.0044444444444444444,0.0044444444444444444,0.0005552259155314864
pythia-1.4b,draw_2,very_high,7,616,0.0,0.013333333333333334,0.0013610014245002983
pythia-1.4b,draw_2,control,7,616,0.0,0.0044444444444444444,0.0007306165674910719
pythia-1.4b,draw_2,low,8,616,0.0,0.0,0.00012408604015389654
pythia-1.4b,draw_2,medium,8,616,0.0,0.0,0.00017142156245420715
pythia-1.4b,draw_2,high,8,616,0.0044444444444444444,0.0044444444444444444,0.0005552259398215635
pythia-1.4b,draw_2,very_high,8,616,0.0,0.013333333333333334,0.0013610013631154693
pythia-1.4b,draw_2,control,8,616,0.0,0.0044444444444444444,0.0007306166164127919
pythia-1.4b,draw_2,low,9,616,0.0,0.0,0.00012407970452032815
pythia-1.4b,draw_2,medium,9,616,0.0,0.0,0.00017144141775825498
pythia-1.4b,draw_2,high,9,616,0.0044444444444444444,0.0044444444444444444,0.0005553347639160064
pythia-1.4b,draw_2,very_high,9,616,0.0,0.013333333333333334,0.0013611205863506054
pythia-1.4b,draw_2,control,9,616,0.0,0.0044444444444444444,0.0007308278479518372
pythia-1.4b,draw_2,low,10,616,0.0,0.0,0.00012408612831374437
pythia-1.4b,draw_2,medium,10,616,0.0,0.0,0.00017142147022437056
pythia-1.4b,draw_2,high,10,616,0.0044444444444444444,0.0044444444444444444,0.0005552259368207362
pythia-1.4b,draw_2,very_high,10,616,0.0,0.013333333333333334,0.0013610015263313673
pythia-1.4b,draw_2,control,10,616,0.0,0.0044444444444444444,0.0007306164084982608
