model,params,universal_fraction,n_universal,mean_full_edges,universal_retention,full_circuit_acc,universal_acc,base_acc,same_band_boost,cross_band_boost,transfer_efficiency,random_boost,critical_k_mean,k3_recovery,cross_draw_transfer,frac_draw_exclusive,jaccard_within,jaccard_between,jaccard_gap
pythia-70m,70000000.0,0.7370303911719259,301.6666666666667,409.26666666666665,0.7140986257933128,0.41659259259259257,0.29451851851851846,0.49362962962962964,0.12207407407407411,0.09940740740740742,0.8143203883495144,0.01404444444444444,2.8,0.9620398545213689,0.9869293253610177,0.16175561052570647,0.7949890848737298,0.7625797165426553,0.03240936833107444
pythia-160m,160000000.0,0.5072090131998236,713.3333333333334,1406.5333333333335,0.6689700932566651,0.9223703703703704,0.6183703703703703,0.9585185185185185,0.30399999999999994,0.28155555555555545,0.9261695906432746,0.027792592592592563,3.0,1.00027786671725,0.9983612888151455,0.3278908598331619,0.589079605873371,0.5568117737333164,0.032267832140054686
pythia-410m,410000000.0,0.3637385467293486,1302.6666666666667,3581.2000000000003,0.5326105603158307,0.9641481481481481,0.5140740740740741,0.9884444444444445,0.4497777777777777,0.4337777777777777,0.9644268774703557,0.02358518518518514,3.6,1.002384753887514,0.9989520489856563,0.46019064698041534,0.4462775557113465,0.4303861645751884,0.015891391136158062
pythia-1b,1000000000.0,0.389250706503633,356.0,914.8666666666667,0.44723311181215,0.9306666666666666,0.41748148148148145,0.9872592592592593,0.5131851851851852,0.48459259259259274,0.9442840646651273,0.02714074074074076,3.0,1.0277406645616574,1.0035406423364903,0.42131685122758816,0.4779286832295373,0.4651304720897454,0.012798211139791904
pythia-1.4b,1400000000.0,0.27231750098607876,620.0,2276.866666666667,0.13720614993459673,0.8791111111111111,0.12355555555555556,0.9792592592592593,,,,,3.0,1.046060320083841,1.0169157817225825,0.5144555184574438,0.3847783966005377,0.3660903288681005,0.018688067732437197
