model,band,draw,layer,cka_base_circuit,mean_delta_norm
pythia-1b,control,draw_1,3,0.9956214014360393,4.435762882232666
pythia-1b,control,draw_1,4,0.9920991620162991,5.374917507171631
pythia-1b,control,draw_1,5,0.9875491317817797,6.921825408935547
pythia-1b,control,draw_1,6,0.9802575984892258,8.381755828857422
pythia-1b,control,draw_1,7,0.9757301371866448,10.112822532653809
pythia-1b,control,draw_1,8,0.9704568873476519,10.362619400024414
pythia-1b,control,draw_1,9,0.9666594263764017,10.831900596618652
pythia-1b,control,draw_1,10,0.9719202650580471,11.861588478088379
pythia-1b,control,draw_1,11,0.9692545580301634,14.317641258239746
pythia-1b,control,draw_1,12,0.9641696004195194,15.73261833190918
pythia-1b,control,draw_1,13,0.9548893582069892,17.994306564331055
pythia-1b,control,draw_1,14,0.9539184001617148,23.569610595703125
pythia-1b,control,draw_1,15,0.8474186662369042,32.9211311340332
pythia-1b,control,draw_2,0,0.9979455851259144,2.2995495796203613
pythia-1b,control,draw_2,1,0.9958993070770149,3.270995616912842
pythia-1b,control,draw_2,2,0.9941926124663297,3.811728000640869
pythia-1b,control,draw_2,3,0.9929385227395707,4.904483318328857
pythia-1b,control,draw_2,4,0.989710537926176,5.8181281089782715
pythia-1b,control,draw_2,5,0.9837523506091657,7.771801948547363
pythia-1b,control,draw_2,6,0.9726182352926812,8.620498657226562
pythia-1b,control,draw_2,7,0.9748048834820497,10.090922355651855
pythia-1b,control,draw_2,8,0.971599766285505,10.164360046386719
pythia-1b,control,draw_2,9,0.9675321206913032,11.013622283935547
pythia-1b,control,draw_2,10,0.9739298432282885,12.588844299316406
pythia-1b,control,draw_2,11,0.9681730177370167,16.103248596191406
pythia-1b,control,draw_2,12,0.971198634736075,16.95578384399414
pythia-1b,control,draw_2,13,0.9606289787121899,19.213106155395508
pythia-1b,control,draw_2,14,0.9571218552001182,25.121461868286133
pythia-1b,control,draw_2,15,0.8671029420457461,33.86844253540039
pythia-1b,control,draw_3,0,0.9997052596965721,0.917427659034729
pythia-1b,control,draw_3,1,0.9980496395712382,2.718661308288574
pythia-1b,control,draw_3,2,0.9961773880707175,3.852975845336914
pythia-1b,control,draw_3,3,0.9933440697374327,5.8007073402404785
pythia-1b,control,draw_3,4,0.9879536047169519,7.210394859313965
pythia-1b,control,draw_3,5,0.9808105720640267,9.09481430053711
pythia-1b,control,draw_3,6,0.9678934578142173,10.182315826416016
pythia-1b,control,draw_3,7,0.9652278333103259,12.344282150268555
pythia-1b,control,draw_3,8,0.9584485720677549,12.473559379577637
pythia-1b,control,draw_3,9,0.9526690722521055,13.024930953979492
pythia-1b,control,draw_3,10,0.9599056310434699,14.529106140136719
pythia-1b,control,draw_3,11,0.9498370569950505,18.687833786010742
pythia-1b,control,draw_3,12,0.9466183791875286,20.596054077148438
pythia-1b,control,draw_3,13,0.9270478359550051,23.393627166748047
pythia-1b,control,draw_3,14,0.9252756635714919,30.466033935546875
pythia-1b,control,draw_3,15,0.7245816841490309,43.742130279541016
pythia-1.4b,low,draw_1,0,0.9989713224243629,2.392104387283325
pythia-1.4b,low,draw_1,1,0.9964657216763116,3.9676830768585205
pythia-1.4b,low,draw_1,2,0.9944066419157706,5.053937911987305
pythia-1.4b,low,draw_1,3,0.9944614309292542,6.084497928619385
pythia-1.4b,low,draw_1,4,0.9909538573245824,6.9718122482299805
pythia-1.4b,low,draw_1,5,0.9873601881952638,7.855364799499512
pythia-1.4b,low,draw_1,6,0.9839819852230003,8.528353691101074
pythia-1.4b,low,draw_1,7,0.9771452328359347,10.017901420593262
pythia-1.4b,low,draw_1,8,0.9753201139965384,10.299220085144043
pythia-1.4b,low,draw_1,9,0.9719973754990191,10.784029960632324
pythia-1.4b,low,draw_1,10,0.9758456400114965,12.170952796936035
pythia-1.4b,low,draw_1,11,0.9745415587958101,12.258094787597656
pythia-1.4b,low,draw_1,12,0.9661007212503312,13.074851989746094
pythia-1.4b,low,draw_1,13,0.9647625178833006,13.887958526611328
pythia-1.4b,low,draw_1,14,0.9603843062602634,15.04425048828125
pythia-1.4b,low,draw_1,15,0.9605456312177816,16.538726806640625
pythia-1.4b,low,draw_1,16,0.9563840540405085,18.242727279663086
pythia-1.4b,low,draw_1,17,0.9423151164405756,19.52047348022461
pythia-1.4b,low,draw_1,18,0.9264130601608133,21.266162872314453
pythia-1.4b,low,draw_1,19,0.91591555502915,22.386653900146484
pythia-1.4b,low,draw_1,20,0.9151044290316298,23.552989959716797
pythia-1.4b,low,draw_1,21,0.9144102281604075,24.728851318359375
pythia-1.4b,low,draw_1,22,0.922738025237736,26.71807861328125
pythia-1.4b,low,draw_1,23,0.9299691015799828,32.064640045166016
pythia-1.4b,low,draw_2,0,0.9996155739968907,1.347216248512268
pythia-1.4b,low,draw_2,1,0.998279163681588,3.057544469833374
pythia-1.4b,low,draw_2,2,0.9972278804999878,3.767160654067993
pythia-1.4b,low,draw_2,3,0.9963461601219273,5.19995641708374
pythia-1.4b,low,draw_2,4,0.9942344368902061,6.046738147735596
pythia-1.4b,low,draw_2,5,0.9906751496793303,6.763794422149658
pythia-1.4b,low,draw_2,6,0.9868815152190306,7.489832878112793
pythia-1.4b,low,draw_2,7,0.9822242262941652,8.681676864624023
pythia-1.4b,low,draw_2,8,0.9809695394437618,9.000138282775879
pythia-1.4b,low,draw_2,9,0.9782420614090332,9.339062690734863
pythia-1.4b,low,draw_2,10,0.9811395811404066,10.747431755065918
pythia-1.4b,low,draw_2,11,0.9806683870509557,10.937533378601074
pythia-1.4b,low,draw_2,12,0.9714413850959955,11.926011085510254
pythia-1.4b,low,draw_2,13,0.9702634798857291,12.701828956604004
pythia-1.4b,low,draw_2,14,0.9657336710643443,14.450109481811523
pythia-1.4b,low,draw_2,15,0.9649411130775724,16.35000228881836
pythia-1.4b,low,draw_2,16,0.959859163566096,18.185062408447266
pythia-1.4b,low,draw_2,17,0.9470968437457399,19.334745407104492
pythia-1.4b,low,draw_2,18,0.9337421652174395,20.94460678100586
pythia-1.4b,low,draw_2,19,0.9249957529426429,22.200166702270508
pythia-1.4b,low,draw_2,20,0.9241480166897372,23.409955978393555
pythia-1.4b,low,draw_2,21,0.9230668838240794,24.89275360107422
pythia-1.4b,low,draw_2,22,0.9308268704310291,27.1803035736084
pythia-1.4b,low,draw_2,23,0.9406779135846124,32.522830963134766
pythia-1.4b,low,draw_3,0,0.9996121204039574,1.3004990816116333
pythia-1.4b,low,draw_3,1,0.9988587526819999,2.5940604209899902
pythia-1.4b,low,draw_3,2,0.9975012440799292,3.843576431274414
pythia-1.4b,low,draw_3,3,0.996759584490144,4.9253644943237305
pythia-1.4b,low,draw_3,4,0.9936652147487887,6.179194927215576
pythia-1.4b,low,draw_3,5,0.9909617444537561,6.758770942687988
pythia-1.4b,low,draw_3,6,0.9876275689150571,7.387520790100098
pythia-1.4b,low,draw_3,7,0.9828935409018799,8.550796508789062
pythia-1.4b,low,draw_3,8,0.9821741257290998,9.087108612060547
pythia-1.4b,low,draw_3,9,0.9794955016142701,9.359553337097168
pythia-1.4b,low,draw_3,10,0.9820431079524012,10.755526542663574
pythia-1.4b,low,draw_3,11,0.9800837883972026,11.181981086730957
pythia-1.4b,low,draw_3,12,0.9707945567981394,11.77199649810791
pythia-1.4b,low,draw_3,13,0.9692482633971654,12.551558494567871
pythia-1.4b,low,draw_3,14,0.9637382829390624,13.564600944519043
pythia-1.4b,low,draw_3,15,0.9624639585535728,15.05848503112793
pythia-1.4b,low,draw_3,16,0.9576980679843171,16.624961853027344
pythia-1.4b,low,draw_3,17,0.9413139953690963,18.052383422851562
pythia-1.4b,low,draw_3,18,0.9217289413213612,19.6181640625
pythia-1.4b,low,draw_3,19,0.9099838921081531,20.815319061279297
pythia-1.4b,low,draw_3,20,0.9095020132903127,22.048067092895508
pythia-1.4b,low,draw_3,21,0.9097999240581885,23.304580688476562
pythia-1.4b,low,draw_3,22,0.9217185565555506,25.20638084411621
pythia-1.4b,low,draw_3,23,0.9389225470815129,29.992279052734375
pythia-1.4b,medium,draw_1,0,1.0000006643315602,0.011509910225868225
pythia-1.4b,medium,draw_1,1,1.0000005404572967,0.016241952776908875
pythia-1.4b,medium,draw_1,2,0.9994871622868418,1.873754620552063
pythia-1.4b,medium,draw_1,3,0.9983650126867107,3.6760804653167725
pythia-1.4b,medium,draw_1,4,0.9967601308473335,4.496488094329834
pythia-1.4b,medium,draw_1,5,0.9941770756603161,5.162615776062012
pythia-1.4b,medium,draw_1,6,0.9918706675638208,6.001434803009033
pythia-1.4b,medium,draw_1,7,0.9879297637625971,7.386319637298584
pythia-1.4b,medium,draw_1,8,0.9869163350869932,7.876068592071533
pythia-1.4b,medium,draw_1,9,0.984703251719174,8.408312797546387
pythia-1.4b,medium,draw_1,10,0.9853900470784425,9.772806167602539
pythia-1.4b,medium,draw_1,11,0.9841945564805671,10.159111976623535
pythia-1.4b,medium,draw_1,12,0.9721563249118871,11.00551986694336
pythia-1.4b,medium,draw_1,13,0.9676074009734231,11.703324317932129
pythia-1.4b,medium,draw_1,14,0.9607139338778595,12.779732704162598
pythia-1.4b,medium,draw_1,15,0.9621172657421617,14.060638427734375
pythia-1.4b,medium,draw_1,16,0.9578233429396718,15.535918235778809
pythia-1.4b,medium,draw_1,17,0.9446721053790603,16.631759643554688
pythia-1.4b,medium,draw_1,18,0.931541664899125,18.05708122253418
pythia-1.4b,medium,draw_1,19,0.9252752126077715,19.29190444946289
pythia-1.4b,medium,draw_1,20,0.924144867757391,20.489023208618164
pythia-1.4b,medium,draw_1,21,0.9238700132503218,21.76816749572754
pythia-1.4b,medium,draw_1,22,0.9286748868039036,23.40452766418457
pythia-1.4b,medium,draw_1,23,0.9457938560382978,28.058473587036133
pythia-1.4b,medium,draw_2,0,0.9985166625046885,2.433574676513672
pythia-1.4b,medium,draw_2,1,0.9957885329711555,3.789813280105591
pythia-1.4b,medium,draw_2,2,0.9933214641515593,4.635693550109863
pythia-1.4b,medium,draw_2,3,0.9935307253012806,5.974713325500488
pythia-1.4b,medium,draw_2,4,0.9909574394312648,6.9050726890563965
pythia-1.4b,medium,draw_2,5,0.9866892626277304,7.580157279968262
pythia-1.4b,medium,draw_2,6,0.9822943595279381,8.586967468261719
pythia-1.4b,medium,draw_2,7,0.9745375216970308,9.99096393585205
pythia-1.4b,medium,draw_2,8,0.9736938574083799,10.35227108001709
pythia-1.4b,medium,draw_2,9,0.9693386262284357,10.705648422241211
pythia-1.4b,medium,draw_2,10,0.9753157894340767,11.987893104553223
pythia-1.4b,medium,draw_2,11,0.974390607449186,12.145140647888184
pythia-1.4b,medium,draw_2,12,0.9612825814123105,12.898823738098145
pythia-1.4b,medium,draw_2,13,0.9581057703289073,13.65054702758789
pythia-1.4b,medium,draw_2,14,0.9500163802722327,15.075746536254883
pythia-1.4b,medium,draw_2,15,0.9507747692478798,16.678091049194336
pythia-1.4b,medium,draw_2,16,0.9443891497479999,18.585416793823242
pythia-1.4b,medium,draw_2,17,0.9243952746024533,19.9851016998291
pythia-1.4b,medium,draw_2,18,0.9035208418686592,21.61634635925293
pythia-1.4b,medium,draw_2,19,0.8927661723540316,22.950363159179688
pythia-1.4b,medium,draw_2,20,0.8914404937480486,24.17230987548828
pythia-1.4b,medium,draw_2,21,0.891436434393035,25.325130462646484
pythia-1.4b,medium,draw_2,22,0.8996582558475268,27.225130081176758
pythia-1.4b,medium,draw_2,23,0.9270199326047623,32.99909210205078
pythia-1.4b,medium,draw_3,0,0.9992978653386391,1.649707317352295
pythia-1.4b,medium,draw_3,1,0.9980724561556591,2.7374441623687744
pythia-1.4b,medium,draw_3,2,0.9967495060293173,3.5705485343933105
pythia-1.4b,medium,draw_3,3,0.9966081895035243,4.5824737548828125
pythia-1.4b,medium,draw_3,4,0.9944003197251522,5.440532207489014
pythia-1.4b,medium,draw_3,5,0.9910652863984873,6.387618064880371
pythia-1.4b,medium,draw_3,6,0.9880444647225842,6.955963611602783
pythia-1.4b,medium,draw_3,7,0.9821768575630214,8.221845626831055
pythia-1.4b,medium,draw_3,8,0.9821165599888753,8.64651107788086
pythia-1.4b,medium,draw_3,9,0.979124575001666,9.096122741699219
pythia-1.4b,medium,draw_3,10,0.9822320691199063,10.430859565734863
pythia-1.4b,medium,draw_3,11,0.981636958621119,10.690043449401855
pythia-1.4b,medium,draw_3,12,0.9721350842256689,11.42431640625
pythia-1.4b,medium,draw_3,13,0.9689458039062038,12.348773956298828
pythia-1.4b,medium,draw_3,14,0.9633359945348497,13.781575202941895
pythia-1.4b,medium,draw_3,15,0.9647830545468892,15.787665367126465
pythia-1.4b,medium,draw_3,16,0.960186237951305,18.152389526367188
pythia-1.4b,medium,draw_3,17,0.9477919412680594,19.36119842529297
pythia-1.4b,medium,draw_3,18,0.9355722123786456,20.91770362854004
pythia-1.4b,medium,draw_3,19,0.9277644118494353,22.35035514831543
pythia-1.4b,medium,draw_3,20,0.926657548894766,23.406253814697266
pythia-1.4b,medium,draw_3,21,0.9274624879548211,24.594385147094727
pythia-1.4b,medium,draw_3,22,0.9320159191499638,26.273746490478516
pythia-1.4b,medium,draw_3,23,0.9329374659595658,31.303176879882812
pythia-1.4b,high,draw_1,0,0.9986821616979512,2.119770050048828
pythia-1.4b,high,draw_1,1,0.9971920253051991,3.3691959381103516
pythia-1.4b,high,draw_1,2,0.9952807033337205,4.23659086227417
pythia-1.4b,high,draw_1,3,0.9885213485801947,5.405115127563477
pythia-1.4b,high,draw_1,4,0.9146483604586529,6.677517414093018
pythia-1.4b,high,draw_1,5,0.879750114681566,7.926050186157227
pythia-1.4b,high,draw_1,6,0.7819858284161284,9.153138160705566
pythia-1.4b,high,draw_1,7,0.821563079499222,11.103556632995605
pythia-1.4b,high,draw_1,8,0.8092099649451441,11.891742706298828
pythia-1.4b,high,draw_1,9,0.7998509853410394,12.596378326416016
pythia-1.4b,high,draw_1,10,0.9099659627002221,14.156929016113281
pythia-1.4b,high,draw_1,11,0.9027871179647838,14.315017700195312
pythia-1.4b,high,draw_1,12,0.8795950591136403,15.354660987854004
pythia-1.4b,high,draw_1,13,0.885953163893514,16.29178237915039
pythia-1.4b,high,draw_1,14,0.880446429603818,17.651607513427734
pythia-1.4b,high,draw_1,15,0.8971319554636072,19.133615493774414
pythia-1.4b,high,draw_1,16,0.8933556597687947,21.347074508666992
pythia-1.4b,high,draw_1,17,0.871783231715463,22.639352798461914
pythia-1.4b,high,draw_1,18,0.8478858916379101,24.47435188293457
pythia-1.4b,high,draw_1,19,0.8413296568444569,25.786327362060547
pythia-1.4b,high,draw_1,20,0.8405002144114522,26.929582595825195
pythia-1.4b,high,draw_1,21,0.8418960248030135,28.299991607666016
pythia-1.4b,high,draw_1,22,0.8529435553372601,30.126163482666016
pythia-1.4b,high,draw_1,23,0.8813260008468413,35.7652702331543
pythia-1.4b,high,draw_2,0,0.9987908635620661,2.0887677669525146
pythia-1.4b,high,draw_2,1,0.997565794303818,2.9838531017303467
pythia-1.4b,high,draw_2,2,0.995491457883154,4.109996795654297
pythia-1.4b,high,draw_2,3,0.9794532391783864,5.737886428833008
pythia-1.4b,high,draw_2,4,0.7920729895094152,7.396030426025391
pythia-1.4b,high,draw_2,5,0.7432771251572863,8.605060577392578
pythia-1.4b,high,draw_2,6,0.599307018716999,9.597302436828613
pythia-1.4b,high,draw_2,7,0.6617232072971483,11.368429183959961
pythia-1.4b,high,draw_2,8,0.6424851656846275,11.646525382995605
pythia-1.4b,high,draw_2,9,0.6323140666351353,12.399255752563477
pythia-1.4b,high,draw_2,10,0.8110210620465086,13.668147087097168
pythia-1.4b,high,draw_2,11,0.8095390202234173,13.741600036621094
pythia-1.4b,high,draw_2,12,0.8046867028099091,15.080714225769043
pythia-1.4b,high,draw_2,13,0.8252540517706548,16.056020736694336
pythia-1.4b,high,draw_2,14,0.8323968884301896,17.487625122070312
pythia-1.4b,high,draw_2,15,0.8681650297073216,19.06061363220215
pythia-1.4b,high,draw_2,16,0.8775720404542676,20.946142196655273
pythia-1.4b,high,draw_2,17,0.861961452687129,22.260225296020508
pythia-1.4b,high,draw_2,18,0.8384657747193053,24.553035736083984
pythia-1.4b,high,draw_2,19,0.8331553098465271,26.008068084716797
pythia-1.4b,high,draw_2,20,0.8341459219000986,27.148536682128906
pythia-1.4b,high,draw_2,21,0.835204490748093,28.352989196777344
pythia-1.4b,high,draw_2,22,0.8512090333906444,29.965381622314453
pythia-1.4b,high,draw_2,23,0.8609352871485619,34.950801849365234
pythia-1.4b,high,draw_3,0,0.9991092293710301,1.6960031986236572
pythia-1.4b,high,draw_3,1,0.9979020593320174,2.9077792167663574
pythia-1.4b,high,draw_3,2,0.9955158188387848,4.1367597579956055
pythia-1.4b,high,draw_3,3,0.9940983867342366,5.193449020385742
pythia-1.4b,high,draw_3,4,0.991314410066388,6.231390476226807
pythia-1.4b,high,draw_3,5,0.9861699181411856,7.170268535614014
pythia-1.4b,high,draw_3,6,0.9823516384207863,7.9928202629089355
pythia-1.4b,high,draw_3,7,0.9765477790682345,9.675469398498535
pythia-1.4b,high,draw_3,8,0.9762169823932523,10.400521278381348
pythia-1.4b,high,draw_3,9,0.9721436935241115,11.066038131713867
pythia-1.4b,high,draw_3,10,0.9748535791581334,12.854694366455078
pythia-1.4b,high,draw_3,11,0.9743464182417648,12.997660636901855
pythia-1.4b,high,draw_3,12,0.9460671435405292,14.073602676391602
pythia-1.4b,high,draw_3,13,0.9324159320528947,15.215599060058594
pythia-1.4b,high,draw_3,14,0.9212820972161277,16.36606788635254
pythia-1.4b,high,draw_3,15,0.9292919113436838,17.9573974609375
pythia-1.4b,high,draw_3,16,0.9205043178235778,20.54852867126465
pythia-1.4b,high,draw_3,17,0.8966259380161016,21.906156539916992
pythia-1.4b,high,draw_3,18,0.8758105233832931,23.553619384765625
pythia-1.4b,high,draw_3,19,0.8631506945432874,24.954530715942383
pythia-1.4b,high,draw_3,20,0.8633528222085312,26.091480255126953
pythia-1.4b,high,draw_3,21,0.8633011211503416,27.411579132080078
pythia-1.4b,high,draw_3,22,0.8700778901856189,29.14022445678711
pythia-1.4b,high,draw_3,23,0.8998005548035772,33.536434173583984
pythia-1.4b,very_high,draw_1,0,0.9993611038885298,1.3534661531448364
pythia-1.4b,very_high,draw_1,1,0.9986614134567905,2.285325050354004
pythia-1.4b,very_high,draw_1,2,0.9959758076334236,3.824568510055542
pythia-1.4b,very_high,draw_1,3,0.901864771943543,5.264470100402832
pythia-1.4b,very_high,draw_1,4,0.4120761174580827,7.2145514488220215
pythia-1.4b,very_high,draw_1,5,0.37128574829903677,8.356690406799316
pythia-1.4b,very_high,draw_1,6,0.2800661982314599,9.50153636932373
pythia-1.4b,very_high,draw_1,7,0.3088428764939266,11.130690574645996
pythia-1.4b,very_high,draw_1,8,0.2855501667075145,11.884238243103027
pythia-1.4b,very_high,draw_1,9,0.2785700399859188,12.723648071289062
pythia-1.4b,very_high,draw_1,10,0.4269347927095832,14.273033142089844
pythia-1.4b,very_high,draw_1,11,0.4175150961031755,14.451326370239258
pythia-1.4b,very_high,draw_1,12,0.47132667087727226,15.619897842407227
pythia-1.4b,very_high,draw_1,13,0.5426076072111089,17.082042694091797
pythia-1.4b,very_high,draw_1,14,0.5900663187177344,18.944719314575195
pythia-1.4b,very_high,draw_1,15,0.6584842822858945,20.796836853027344
pythia-1.4b,very_high,draw_1,16,0.7411828369836395,24.550230026245117
pythia-1.4b,very_high,draw_1,17,0.7688656209718617,26.21379852294922
pythia-1.4b,very_high,draw_1,18,0.7899635580046878,28.096874237060547
pythia-1.4b,very_high,draw_1,19,0.8156555132200966,29.70008659362793
pythia-1.4b,very_high,draw_1,20,0.8205787250508764,31.3686466217041
pythia-1.4b,very_high,draw_1,21,0.8252235531734091,32.642127990722656
pythia-1.4b,very_high,draw_1,22,0.8435171374327841,34.34101867675781
pythia-1.4b,very_high,draw_1,23,0.7831623341692351,40.13208770751953
pythia-1.4b,very_high,draw_2,0,0.9998972742213834,0.49077489972114563
pythia-1.4b,very_high,draw_2,1,0.9987413889258939,2.4105582237243652
pythia-1.4b,very_high,draw_2,2,0.9970193417656268,3.4324569702148438
pythia-1.4b,very_high,draw_2,3,0.9921163072370072,4.556746959686279
pythia-1.4b,very_high,draw_2,4,0.9725779930863864,5.842094898223877
pythia-1.4b,very_high,draw_2,5,0.9679311843459124,7.255653381347656
pythia-1.4b,very_high,draw_2,6,0.9597502704205598,8.321974754333496
pythia-1.4b,very_high,draw_2,7,0.9646180971053364,10.077762603759766
pythia-1.4b,very_high,draw_2,8,0.9665605295737221,10.70772647857666
pythia-1.4b,very_high,draw_2,9,0.9634060181464104,11.312339782714844
pythia-1.4b,very_high,draw_2,10,0.9728290807904771,12.630477905273438
pythia-1.4b,very_high,draw_2,11,0.9705084106689342,12.833084106445312
pythia-1.4b,very_high,draw_2,12,0.9101093122549752,14.15897274017334
pythia-1.4b,very_high,draw_2,13,0.8879852599541698,15.017200469970703
pythia-1.4b,very_high,draw_2,14,0.8736319705896373,16.663129806518555
pythia-1.4b,very_high,draw_2,15,0.8889966851927129,18.340768814086914
pythia-1.4b,very_high,draw_2,16,0.8755524868983003,21.743741989135742
pythia-1.4b,very_high,draw_2,17,0.845553029737227,23.717439651489258
pythia-1.4b,very_high,draw_2,18,0.8159325338812345,25.61737060546875
pythia-1.4b,very_high,draw_2,19,0.7996804629198303,27.343358993530273
pythia-1.4b,very_high,draw_2,20,0.8002007735843262,28.512990951538086
pythia-1.4b,very_high,draw_2,21,0.799864633931557,29.854534149169922
pythia-1.4b,very_high,draw_2,22,0.8074438292860874,31.783016204833984
pythia-1.4b,very_high,draw_2,23,0.8555761076187834,37.34781265258789
pythia-1.4b,very_high,draw_3,0,0.9997283751233677,0.8726404905319214
pythia-1.4b,very_high,draw_3,1,0.9989408054710088,2.1008596420288086
pythia-1.4b,very_high,draw_3,2,0.996593576862929,3.8662288188934326
pythia-1.4b,very_high,draw_3,3,0.9898498098528611,5.157087802886963
pythia-1.4b,very_high,draw_3,4,0.9742162188813484,6.582888603210449
pythia-1.4b,very_high,draw_3,5,0.9733122913671584,7.916232585906982
pythia-1.4b,very_high,draw_3,6,0.9712659059628604,9.222491264343262
pythia-1.4b,very_high,draw_3,7,0.9676739776922023,11.1340970993042
pythia-1.4b,very_high,draw_3,8,0.9671084042220388,11.662094116210938
pythia-1.4b,very_high,draw_3,9,0.9607142333755343,12.215629577636719
pythia-1.4b,very_high,draw_3,10,0.9662063839670383,14.065720558166504
pythia-1.4b,very_high,draw_3,11,0.962987197916012,14.336952209472656
pythia-1.4b,very_high,draw_3,12,0.9253251558162168,15.77795124053955
pythia-1.4b,very_high,draw_3,13,0.9162885802146558,16.59202766418457
pythia-1.4b,very_high,draw_3,14,0.9073471056726674,17.93038558959961
pythia-1.4b,very_high,draw_3,15,0.9167039893784464,19.08342170715332
pythia-1.4b,very_high,draw_3,16,0.9071112211486871,21.4243221282959
pythia-1.4b,very_high,draw_3,17,0.8822613447959506,22.675039291381836
pythia-1.4b,very_high,draw_3,18,0.8568338864313876,24.645132064819336
pythia-1.4b,very_high,draw_3,19,0.8362978477552953,26.599157333374023
pythia-1.4b,very_high,draw_3,20,0.8388109300659214,27.843982696533203
pythia-1.4b,very_high,draw_3,21,0.8375418042798984,29.253454208374023
pythia-1.4b,very_high,draw_3,22,0.8439240170150052,31.16461753845215
pythia-1.4b,very_high,draw_3,23,0.8526992584776442,37.262969970703125
pythia-1.4b,control,draw_1,0,1.0000002944331727,0.00766661437228322
pythia-1.4b,control,draw_1,1,1.0000000014396861,0.009390591643750668
pythia-1.4b,control,draw_1,2,0.9985820146149079,2.432116985321045
pythia-1.4b,control,draw_1,3,0.96483731572997,4.020465850830078
pythia-1.4b,control,draw_1,4,0.8716224924697689,5.322107315063477
pythia-1.4b,control,draw_1,5,0.8906304302942478,6.644819736480713
pythia-1.4b,control,draw_1,6,0.9382153517219182,7.795290946960449
pythia-1.4b,control,draw_1,7,0.927180860712418,9.569499015808105
pythia-1.4b,control,draw_1,8,0.9333500916680407,10.161307334899902
pythia-1.4b,control,draw_1,9,0.9339106022744712,10.750130653381348
pythia-1.4b,control,draw_1,10,0.8942442539351821,12.150775909423828
pythia-1.4b,control,draw_1,11,0.8891568443153005,12.433793067932129
pythia-1.4b,control,draw_1,12,0.8752961635487819,13.490252494812012
pythia-1.4b,control,draw_1,13,0.8661750618086038,14.513884544372559
pythia-1.4b,control,draw_1,14,0.8597343307516985,15.744708061218262
pythia-1.4b,control,draw_1,15,0.8664928472138925,17.34794044494629
pythia-1.4b,control,draw_1,16,0.8730775446725078,19.24612045288086
pythia-1.4b,control,draw_1,17,0.8704830417896121,20.542083740234375
pythia-1.4b,control,draw_1,18,0.8653962353620516,22.364593505859375
pythia-1.4b,control,draw_1,19,0.8617217085976493,23.94928741455078
pythia-1.4b,control,draw_1,20,0.8635231603431921,25.043195724487305
pythia-1.4b,control,draw_1,21,0.8655231968270696,26.291397094726562
pythia-1.4b,control,draw_1,22,0.8731372358420881,28.047191619873047
pythia-1.4b,control,draw_1,23,0.8942069225985853,32.95225524902344
pythia-1.4b,control,draw_2,0,0.9988491390619013,1.6264935731887817
pythia-1.4b,control,draw_2,1,0.9963508018521565,3.7339229583740234
pythia-1.4b,control,draw_2,2,0.9930081358225686,4.865550994873047
pythia-1.4b,control,draw_2,3,0.9782389413333198,6.090281009674072
pythia-1.4b,control,draw_2,4,0.7720849890973164,8.271363258361816
pythia-1.4b,control,draw_2,5,0.7149858825864643,9.52981948852539
pythia-1.4b,control,draw_2,6,0.5799858388977358,11.02021312713623
pythia-1.4b,control,draw_2,7,0.6399733164455749,13.00632095336914
pythia-1.4b,control,draw_2,8,0.6237571262784618,13.814681053161621
pythia-1.4b,control,draw_2,9,0.6144339796353713,14.179347038269043
pythia-1.4b,control,draw_2,10,0.7938443648261596,15.7994966506958
pythia-1.4b,control,draw_2,11,0.7807129828315662,15.79509449005127
pythia-1.4b,control,draw_2,12,0.7622172045230774,17.271299362182617
pythia-1.4b,control,draw_2,13,0.7774576852813065,18.25414276123047
pythia-1.4b,control,draw_2,14,0.7844720284828565,19.60833740234375
pythia-1.4b,control,draw_2,15,0.8237070722184577,20.911436080932617
pythia-1.4b,control,draw_2,16,0.8377525521715972,23.175508499145508
pythia-1.4b,control,draw_2,17,0.8196514467092846,24.731647491455078
pythia-1.4b,control,draw_2,18,0.7961025691958168,27.28957176208496
pythia-1.4b,control,draw_2,19,0.7847623767426196,29.410207748413086
pythia-1.4b,control,draw_2,20,0.7861800190390801,31.394386291503906
pythia-1.4b,control,draw_2,21,0.788681951625216,33.02529525756836
pythia-1.4b,control,draw_2,22,0.8017061736642894,35.66071701049805
pythia-1.4b,control,draw_2,23,0.8257419697820051,41.854522705078125
pythia-1.4b,control,draw_3,0,0.9984161784350182,2.133272886276245
pythia-1.4b,control,draw_3,1,0.9966909112198044,3.081272840499878
pythia-1.4b,control,draw_3,2,0.9939254489398072,4.1411871910095215
pythia-1.4b,control,draw_3,3,0.9866103828152215,5.897250652313232
pythia-1.4b,control,draw_3,4,0.9786279608747184,7.361464977264404
pythia-1.4b,control,draw_3,5,0.9752455610103348,8.376426696777344
pythia-1.4b,control,draw_3,6,0.9713852431435493,9.290943145751953
pythia-1.4b,control,draw_3,7,0.9666491051378948,10.969368934631348
pythia-1.4b,control,draw_3,8,0.9669122714198198,11.44044303894043
pythia-1.4b,control,draw_3,9,0.9624529878491328,11.812142372131348
pythia-1.4b,control,draw_3,10,0.9700327929709865,13.456464767456055
pythia-1.4b,control,draw_3,11,0.9670034916757305,13.478439331054688
pythia-1.4b,control,draw_3,12,0.9239592265824406,14.630751609802246
pythia-1.4b,control,draw_3,13,0.9116708364795911,15.688553810119629
