model,draw,band,layer,mean_kl,median_kl,std_kl
pythia-160m,draw_1,medium,6,11.060715675354004,10.957450866699219,3.1986024379730225
pythia-160m,draw_1,medium,7,10.02297592163086,9.945357322692871,2.9765548706054688
pythia-160m,draw_1,medium,8,7.477102756500244,7.800168991088867,2.7468185424804688
pythia-160m,draw_1,medium,9,5.717406272888184,5.859647750854492,2.6721787452697754
pythia-160m,draw_1,medium,10,5.876930236816406,5.853350639343262,2.9296023845672607
pythia-160m,draw_1,medium,11,0.0,0.0,0.0
pythia-160m,draw_1,high,0,16.691444396972656,16.569612503051758,2.9272351264953613
pythia-160m,draw_1,high,1,16.190250396728516,16.08406639099121,3.113823413848877
pythia-160m,draw_1,high,2,16.664714813232422,16.539276123046875,3.0533082485198975
pythia-160m,draw_1,high,3,17.005048751831055,17.12666130065918,3.025935649871826
pythia-160m,draw_1,high,4,14.652093887329102,14.347256660461426,3.525712728500366
pythia-160m,draw_1,high,5,9.433615684509277,9.950387001037598,3.397099256515503
pythia-160m,draw_1,high,6,9.71497631072998,10.0900239944458,3.659710645675659
pythia-160m,draw_1,high,7,8.75079345703125,9.12939453125,3.139422655105591
pythia-160m,draw_1,high,8,6.393299102783203,6.339157581329346,2.825636863708496
pythia-160m,draw_1,high,9,5.343000411987305,5.541604995727539,2.858623743057251
pythia-160m,draw_1,high,10,5.458148002624512,5.602484226226807,3.0159265995025635
pythia-160m,draw_1,high,11,0.0,0.0,0.0
pythia-160m,draw_1,very_high,0,17.321775436401367,17.583110809326172,2.8369762897491455
pythia-160m,draw_1,very_high,1,16.57047462463379,16.431596755981445,2.963789224624634
pythia-160m,draw_1,very_high,2,17.141904830932617,17.534833908081055,3.088628053665161
pythia-160m,draw_1,very_high,3,17.192943572998047,17.46255111694336,3.096327304840088
pythia-160m,draw_1,very_high,4,13.83742904663086,13.759918212890625,4.102309226989746
pythia-160m,draw_1,very_high,5,9.294123649597168,9.15629768371582,4.139494895935059
pythia-160m,draw_1,very_high,6,9.19605827331543,9.122661590576172,4.097923755645752
pythia-160m,draw_1,very_high,7,7.832333087921143,7.8509416580200195,3.5031845569610596
pythia-160m,draw_1,very_high,8,6.235279560089111,6.266398906707764,3.1317083835601807
pythia-160m,draw_1,very_high,9,4.64008092880249,4.236095428466797,2.712833881378174
pythia-160m,draw_1,very_high,10,4.8340678215026855,4.13330602645874,2.9152040481567383
pythia-160m,draw_1,very_high,11,0.0,0.0,0.0
pythia-160m,draw_1,control,0,17.056659698486328,17.00164222717285,2.84267520904541
pythia-160m,draw_1,control,1,16.377607345581055,16.43446922302246,3.011566162109375
pythia-160m,draw_1,control,2,16.913848876953125,17.080665588378906,2.896139144897461
pythia-160m,draw_1,control,3,17.226558685302734,17.586181640625,2.735149621963501
pythia-160m,draw_1,control,4,14.281972885131836,14.21984577178955,3.614746570587158
pythia-160m,draw_1,control,5,9.344264030456543,9.404278755187988,3.22039532661438
pythia-160m,draw_1,control,6,9.526453971862793,9.307146072387695,3.7622435092926025
pythia-160m,draw_1,control,7,8.59955883026123,8.661397933959961,3.4020960330963135
pythia-160m,draw_1,control,8,6.408304214477539,6.515655517578125,2.8825807571411133
pythia-160m,draw_1,control,9,5.122323513031006,5.142669677734375,2.8744120597839355
pythia-160m,draw_1,control,10,5.4226508140563965,5.147685527801514,2.958513021469116
pythia-160m,draw_1,control,11,0.0,0.0,0.0
pythia-160m,draw_2,low,0,16.49772834777832,16.328516006469727,2.484813928604126
