model,draw,band,layer,mean_rank,median_rank,frac_top1,frac_top5
pythia-410m,draw_1,high,4,19600.395555555555,18184.0,0.0,0.0
pythia-410m,draw_1,high,5,16693.02666666667,14002.0,0.0,0.0
pythia-410m,draw_1,high,6,15006.28,12139.0,0.0,0.0
pythia-410m,draw_1,high,7,13951.297777777778,10398.0,0.0,0.0
pythia-410m,draw_1,high,8,13777.128888888888,10526.0,0.0,0.0
pythia-410m,draw_1,high,9,11910.982222222223,9003.0,0.0,0.0
pythia-410m,draw_1,high,10,4248.013333333333,1696.0,0.008888888888888889,0.02666666666666667
pythia-410m,draw_1,high,11,647.3733333333333,87.0,0.057777777777777775,0.1511111111111111
pythia-410m,draw_1,high,12,928.8666666666667,162.0,0.05333333333333334,0.12
pythia-410m,draw_1,high,13,1011.8088888888889,158.0,0.04888888888888889,0.12444444444444444
pythia-410m,draw_1,high,14,578.7333333333333,91.0,0.044444444444444446,0.18222222222222223
pythia-410m,draw_1,high,15,170.36444444444444,21.0,0.1288888888888889,0.30666666666666664
pythia-410m,draw_1,high,16,37.644444444444446,0.0,0.5777777777777777,0.88
pythia-410m,draw_1,high,17,43.76888888888889,0.0,0.7288888888888889,0.9377777777777778
pythia-410m,draw_1,high,18,2.382222222222222,0.0,0.8177777777777778,0.9466666666666667
pythia-410m,draw_1,high,19,0.6533333333333333,0.0,0.8666666666666667,0.9777777777777777
pythia-410m,draw_1,high,20,0.27555555555555555,0.0,0.9066666666666666,0.9911111111111112
pythia-410m,draw_1,high,21,0.10222222222222223,0.0,0.9555555555555556,0.9955555555555555
pythia-410m,draw_1,high,22,0.008888888888888889,0.0,0.9955555555555555,1.0
pythia-410m,draw_1,high,23,0.008888888888888889,0.0,0.9911111111111112,1.0
pythia-410m,draw_1,very_high,0,21440.28888888889,19399.0,0.0,0.0
pythia-410m,draw_1,very_high,1,21127.613333333335,20386.0,0.0,0.0
pythia-410m,draw_1,very_high,2,21056.257777777777,20894.0,0.0,0.0
pythia-410m,draw_1,very_high,3,18887.27111111111,17050.0,0.0,0.0
pythia-410m,draw_1,very_high,4,18171.866666666665,15858.0,0.0,0.0044444444444444444
pythia-410m,draw_1,very_high,5,12911.435555555556,8727.0,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_1,very_high,6,11482.524444444445,7331.0,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_1,very_high,7,13577.333333333334,9872.0,0.0,0.0
pythia-410m,draw_1,very_high,8,13249.355555555556,8378.0,0.0,0.0044444444444444444
pythia-410m,draw_1,very_high,9,11177.626666666667,6924.0,0.0,0.008888888888888889
pythia-410m,draw_1,very_high,10,3599.4088888888887,725.0,0.022222222222222223,0.04
pythia-410m,draw_1,very_high,11,687.1244444444444,35.0,0.09777777777777778,0.26666666666666666
pythia-410m,draw_1,very_high,12,1148.44,85.0,0.07111111111111111,0.14666666666666667
pythia-410m,draw_1,very_high,13,1004.1955555555555,70.0,0.07555555555555556,0.17777777777777778
pythia-410m,draw_1,very_high,14,874.6,52.0,0.07555555555555556,0.2
pythia-410m,draw_1,very_high,15,250.81333333333333,4.0,0.27555555555555555,0.5066666666666667
pythia-410m,draw_1,very_high,16,4.582222222222223,0.0,0.7511111111111111,0.9111111111111111
pythia-410m,draw_1,very_high,17,3.8444444444444446,0.0,0.8133333333333334,0.96
pythia-410m,draw_1,very_high,18,1.4844444444444445,0.0,0.8844444444444445,0.9466666666666667
pythia-410m,draw_1,very_high,19,0.27111111111111114,0.0,0.9422222222222222,0.9911111111111112
pythia-410m,draw_1,very_high,20,0.2,0.0,0.96,0.9911111111111112
pythia-410m,draw_1,very_high,21,0.022222222222222223,0.0,0.9866666666666667,1.0
pythia-410m,draw_1,very_high,22,0.013333333333333334,0.0,0.9911111111111112,1.0
pythia-410m,draw_1,very_high,23,0.017777777777777778,0.0,0.9822222222222222,1.0
pythia-410m,draw_1,control,0,21247.066666666666,19476.0,0.0,0.0
pythia-410m,draw_1,control,1,21548.67111111111,20335.0,0.0,0.0
pythia-410m,draw_1,control,2,21445.04888888889,21667.0,0.0,0.0
pythia-410m,draw_1,control,3,19710.124444444446,18871.0,0.0,0.0
pythia-410m,draw_1,control,4,18950.933333333334,15341.0,0.0,0.0
pythia-410m,draw_1,control,5,14136.822222222223,11004.0,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_1,control,6,12149.96,8075.0,0.0044444444444444444,0.008888888888888889
pythia-410m,draw_1,control,7,13097.12,8840.0,0.0,0.0044444444444444444
pythia-410m,draw_1,control,8,12966.142222222223,9276.0,0.0,0.0
pythia-410m,draw_1,control,9,11545.506666666666,7878.0,0.0,0.0
pythia-410m,draw_1,control,10,3767.3333333333335,943.0,0.013333333333333334,0.05333333333333334
pythia-410m,draw_1,control,11,718.6622222222222,52.0,0.07111111111111111,0.21777777777777776
pythia-410m,draw_1,control,12,1066.888888888889,143.0,0.044444444444444446,0.16444444444444445
pythia-410m,draw_1,control,13,1151.2177777777779,105.0,0.05333333333333334,0.1511111111111111
pythia-410m,draw_1,control,14,910.5066666666667,53.0,0.06666666666666667,0.18222222222222223
pythia-410m,draw_1,control,15,346.6488888888889,7.0,0.19111111111111112,0.4266666666666667
pythia-410m,draw_1,control,16,70.86222222222223,0.0,0.6933333333333334,0.8666666666666667
pythia-410m,draw_1,control,17,9.608888888888888,0.0,0.8088888888888889,0.9466666666666667
pythia-410m,draw_1,control,18,1.448888888888889,0.0,0.8844444444444445,0.96
pythia-410m,draw_1,control,19,0.7422222222222222,0.0,0.9244444444444444,0.9955555555555555
pythia-410m,draw_1,control,20,0.3333333333333333,0.0,0.9466666666666667,0.9955555555555555
pythia-410m,draw_1,control,21,0.08888888888888889,0.0,0.9644444444444444,0.9955555555555555
pythia-410m,draw_1,control,22,0.03111111111111111,0.0,0.9777777777777777,1.0
pythia-410m,draw_1,control,23,0.013333333333333334,0.0,0.9911111111111112,1.0
pythia-410m,draw_2,low,0,25577.48888888889,25492.0,0.0,0.0
pythia-410m,draw_2,low,1,24968.057777777776,23835.0,0.0,0.0
pythia-410m,draw_2,low,2,24637.417777777777,24920.0,0.0,0.0
pythia-410m,draw_2,low,3,24228.737777777777,24627.0,0.0,0.0
pythia-410m,draw_2,low,4,23637.768888888888,23842.0,0.0,0.0
pythia-410m,draw_2,low,5,23525.34222222222,22872.0,0.0,0.0
pythia-410m,draw_2,low,6,23167.493333333332,22855.0,0.0,0.0
pythia-410m,draw_2,low,7,21848.67111111111,21327.0,0.0,0.0
pythia-410m,draw_2,low,8,19850.19111111111,17478.0,0.0,0.0
pythia-410m,draw_2,low,9,18992.706666666665,17158.0,0.0,0.0044444444444444444
pythia-410m,draw_2,low,10,7889.48,3927.0,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_2,low,11,1025.2755555555555,146.0,0.022222222222222223,0.08444444444444445
pythia-410m,draw_2,low,12,1124.5333333333333,142.0,0.017777777777777778,0.057777777777777775
pythia-410m,draw_2,low,13,1157.4133333333334,163.0,0.022222222222222223,0.07111111111111111
pythia-410m,draw_2,low,14,774.4977777777777,74.0,0.02666666666666667,0.13333333333333333
pythia-410m,draw_2,low,15,576.64,36.0,0.08444444444444445,0.21777777777777776
pythia-410m,draw_2,low,16,159.62222222222223,1.0,0.4311111111111111,0.6844444444444444
pythia-410m,draw_2,low,17,31.906666666666666,0.0,0.6844444444444444,0.8755555555555555
pythia-410m,draw_2,low,18,9.591111111111111,0.0,0.8044444444444444,0.9377777777777778
pythia-410m,draw_2,low,19,10.297777777777778,0.0,0.7422222222222222,0.9288888888888889
pythia-410m,draw_2,low,20,9.462222222222222,0.0,0.7422222222222222,0.9111111111111111
pythia-410m,draw_2,low,21,1.1155555555555556,0.0,0.8577777777777778,0.96
pythia-410m,draw_2,low,22,0.08444444444444445,0.0,0.9511111111111111,0.9955555555555555
pythia-410m,draw_2,low,23,0.035555555555555556,0.0,0.9822222222222222,1.0
pythia-410m,draw_2,medium,0,23833.928888888888,23513.0,0.0,0.0
pythia-410m,draw_2,medium,1,23481.102222222224,22051.0,0.0,0.0
pythia-410m,draw_2,medium,2,23313.52888888889,23257.0,0.0,0.0
pythia-410m,draw_2,medium,3,22943.36,21563.0,0.0,0.0
pythia-410m,draw_2,medium,4,22742.52,22533.0,0.0,0.0
pythia-410m,draw_2,medium,5,21705.28888888889,19986.0,0.0,0.0
pythia-410m,draw_2,medium,6,20186.293333333335,18918.0,0.0,0.0
pythia-410m,draw_2,medium,7,18953.751111111113,16464.0,0.0,0.0
pythia-410m,draw_2,medium,8,16572.124444444446,13598.0,0.0,0.0
pythia-410m,draw_2,medium,9,15692.444444444445,13169.0,0.0,0.0
pythia-410m,draw_2,medium,10,5985.444444444444,2011.0,0.0044444444444444444,0.008888888888888889
pythia-410m,draw_2,medium,11,624.2533333333333,91.0,0.03111111111111111,0.10666666666666667
pythia-410m,draw_2,medium,12,867.9644444444444,142.0,0.017777777777777778,0.09333333333333334
pythia-410m,draw_2,medium,13,846.7955555555556,162.0,0.035555555555555556,0.09333333333333334
pythia-410m,draw_2,medium,14,534.7911111111111,80.0,0.05333333333333334,0.13777777777777778
pythia-410m,draw_2,medium,15,299.16,28.0,0.09777777777777778,0.25333333333333335
pythia-410m,draw_2,medium,16,64.37777777777778,1.0,0.4577777777777778,0.6577777777777778
pythia-410m,draw_2,medium,17,4.493333333333333,0.0,0.6711111111111111,0.8888888888888888
pythia-410m,draw_2,medium,18,0.7155555555555555,0.0,0.8088888888888889,0.96
pythia-410m,draw_2,medium,19,0.8488888888888889,0.0,0.7866666666666666,0.9511111111111111
pythia-410m,draw_2,medium,20,1.6977777777777778,0.0,0.7777777777777778,0.9733333333333334
pythia-410m,draw_2,medium,21,0.17333333333333334,0.0,0.9244444444444444,0.9866666666666667
pythia-410m,draw_2,medium,22,0.03111111111111111,0.0,0.9688888888888889,1.0
pythia-410m,draw_2,medium,23,0.06666666666666667,0.0,0.9777777777777777,0.9955555555555555
pythia-410m,draw_2,high,0,21714.022222222222,19211.0,0.0,0.0
pythia-410m,draw_2,high,1,21759.173333333332,20805.0,0.0,0.0
pythia-410m,draw_2,high,2,21383.82222222222,20614.0,0.0,0.0
pythia-410m,draw_2,high,3,19856.404444444444,17040.0,0.0,0.0
pythia-410m,draw_2,high,4,19168.4,16854.0,0.0,0.0
pythia-410m,draw_2,high,5,15152.875555555556,12482.0,0.0,0.0
pythia-410m,draw_2,high,6,13817.484444444444,10209.0,0.0,0.0
pythia-410m,draw_2,high,7,14382.524444444445,11525.0,0.0,0.0
pythia-410m,draw_2,high,8,14071.737777777778,9920.0,0.0,0.0
pythia-410m,draw_2,high,9,13421.23111111111,8553.0,0.0,0.0
pythia-410m,draw_2,high,10,5033.395555555556,1276.0,0.0044444444444444444,0.022222222222222223
pythia-410m,draw_2,high,11,862.5911111111111,87.0,0.05333333333333334,0.16
pythia-410m,draw_2,high,12,1336.3377777777778,128.0,0.035555555555555556,0.08888888888888889
pythia-410m,draw_2,high,13,1237.8622222222223,143.0,0.04,0.12444444444444444
pythia-410m,draw_2,high,14,995.0177777777777,73.0,0.07555555555555556,0.18666666666666668
pythia-410m,draw_2,high,15,337.52,17.0,0.17333333333333334,0.37777777777777777
pythia-410m,draw_2,high,16,49.986666666666665,0.0,0.6311111111111111,0.8311111111111111
pythia-410m,draw_2,high,17,71.08,0.0,0.76,0.9111111111111111
pythia-410m,draw_2,high,18,74.47111111111111,0.0,0.8666666666666667,0.9688888888888889
pythia-410m,draw_2,high,19,1.6666666666666667,0.0,0.8933333333333333,0.9822222222222222
pythia-410m,draw_2,high,20,2.6933333333333334,0.0,0.9244444444444444,0.9955555555555555
pythia-410m,draw_2,high,21,1.3644444444444443,0.0,0.9733333333333334,0.9955555555555555
pythia-410m,draw_2,high,22,0.4311111111111111,0.0,0.9866666666666667,0.9955555555555555
pythia-410m,draw_2,high,23,0.11555555555555555,0.0,0.9911111111111112,0.9955555555555555
pythia-410m,draw_2,very_high,0,21636.346666666668,19434.0,0.0,0.0
pythia-410m,draw_2,very_high,1,21440.88,20008.0,0.0,0.0
pythia-410m,draw_2,very_high,2,21517.204444444444,19628.0,0.0,0.0
pythia-410m,draw_2,very_high,3,19403.67111111111,17361.0,0.0,0.0
pythia-410m,draw_2,very_high,4,18099.395555555555,16087.0,0.0,0.0
pythia-410m,draw_2,very_high,5,13221.391111111112,9362.0,0.0,0.0
pythia-410m,draw_2,very_high,6,11108.542222222222,6945.0,0.0,0.0
pythia-410m,draw_2,very_high,7,11956.044444444444,8482.0,0.0,0.0
pythia-410m,draw_2,very_high,8,12089.666666666666,8213.0,0.0,0.0
pythia-410m,draw_2,very_high,9,10617.475555555555,6561.0,0.0,0.0
pythia-410m,draw_2,very_high,10,3116.431111111111,733.0,0.022222222222222223,0.06666666666666667
pythia-410m,draw_2,very_high,11,398.61333333333334,33.0,0.10222222222222223,0.23555555555555555
pythia-410m,draw_2,very_high,12,946.9111111111112,68.0,0.04888888888888889,0.13777777777777778
pythia-410m,draw_2,very_high,13,993.9022222222222,96.0,0.044444444444444446,0.18222222222222223
pythia-410m,draw_2,very_high,14,755.0711111111111,54.0,0.08,0.19555555555555557
pythia-410m,draw_2,very_high,15,207.8488888888889,4.0,0.25333333333333335,0.5111111111111111
pythia-410m,draw_2,very_high,16,5.688888888888889,0.0,0.7288888888888889,0.8755555555555555
pythia-410m,draw_2,very_high,17,1.991111111111111,0.0,0.8044444444444444,0.9377777777777778
pythia-410m,draw_2,very_high,18,1.0577777777777777,0.0,0.8177777777777778,0.9555555555555556
pythia-410m,draw_2,very_high,19,0.5333333333333333,0.0,0.9066666666666666,0.9822222222222222
pythia-410m,draw_2,very_high,20,0.13777777777777778,0.0,0.9377777777777778,0.9955555555555555
pythia-410m,draw_2,very_high,21,0.05333333333333334,0.0,0.96,1.0
pythia-410m,draw_2,very_high,22,0.017777777777777778,0.0,0.9822222222222222,1.0
pythia-410m,draw_2,very_high,23,0.0044444444444444444,0.0,0.9955555555555555,1.0
pythia-410m,draw_2,control,0,22587.915555555555,19937.0,0.0,0.0
pythia-410m,draw_2,control,1,21685.764444444445,20878.0,0.0,0.0
pythia-410m,draw_2,control,2,21358.248888888887,21343.0,0.0,0.0
pythia-410m,draw_2,control,3,20115.64,19234.0,0.0,0.0
pythia-410m,draw_2,control,4,18735.204444444444,17269.0,0.0,0.0
pythia-410m,draw_2,control,5,15100.097777777777,11277.0,0.0,0.0
pythia-410m,draw_2,control,6,12766.084444444445,8597.0,0.0,0.0
pythia-410m,draw_2,control,7,14006.502222222221,10059.0,0.0,0.0
pythia-410m,draw_2,control,8,13177.666666666666,8800.0,0.0,0.0
pythia-410m,draw_2,control,9,12421.613333333333,7545.0,0.0,0.0044444444444444444
pythia-410m,draw_2,control,10,3780.4222222222224,1132.0,0.017777777777777778,0.04888888888888889
pythia-410m,draw_2,control,11,288.32444444444445,44.0,0.11555555555555555,0.24888888888888888
pythia-410m,draw_2,control,12,892.6844444444445,88.0,0.08444444444444445,0.2
pythia-410m,draw_2,control,13,808.8,81.0,0.08444444444444445,0.2
pythia-410m,draw_2,control,14,552.6133333333333,47.0,0.10666666666666667,0.2
pythia-410m,draw_2,control,15,132.70666666666668,7.0,0.19555555555555557,0.41333333333333333
pythia-410m,draw_2,control,16,18.444444444444443,0.0,0.7244444444444444,0.88
pythia-410m,draw_2,control,17,4.333333333333333,0.0,0.8222222222222222,0.9333333333333333
pythia-410m,draw_2,control,18,2.013333333333333,0.0,0.8355555555555556,0.9555555555555556
pythia-410m,draw_2,control,19,0.3111111111111111,0.0,0.9066666666666666,0.9866666666666667
pythia-410m,draw_2,control,20,0.22666666666666666,0.0,0.9377777777777778,0.9955555555555555
pythia-410m,draw_2,control,21,0.1288888888888889,0.0,0.96,0.9955555555555555
pythia-410m,draw_2,control,22,0.02666666666666667,0.0,0.9777777777777777,1.0
pythia-410m,draw_2,control,23,0.013333333333333334,0.0,0.9911111111111112,1.0
pythia-410m,draw_3,low,0,25378.044444444444,26017.0,0.0,0.0
pythia-410m,draw_3,low,1,25003.63111111111,24651.0,0.0,0.0
pythia-410m,draw_3,low,2,25199.591111111113,25226.0,0.0,0.0
pythia-410m,draw_3,low,3,25586.604444444445,26406.0,0.0,0.0
pythia-410m,draw_3,low,4,25053.804444444446,25133.0,0.0,0.0
pythia-410m,draw_3,low,5,25444.96,26398.0,0.0,0.0
pythia-410m,draw_3,low,6,24619.72888888889,25943.0,0.0,0.0
pythia-410m,draw_3,low,7,22436.92,21440.0,0.0,0.0
pythia-410m,draw_3,low,8,19839.01777777778,18818.0,0.0,0.0
pythia-410m,draw_3,low,9,19148.915555555555,17318.0,0.0,0.0
pythia-410m,draw_3,low,10,6897.293333333333,3730.0,0.0,0.0
pythia-410m,draw_3,low,11,1007.6488888888889,195.0,0.017777777777777778,0.04
pythia-410m,draw_3,low,12,1058.408888888889,224.0,0.017777777777777778,0.07111111111111111
pythia-410m,draw_3,low,13,1288.2222222222222,189.0,0.03111111111111111,0.09333333333333334
pythia-410m,draw_3,low,14,770.4755555555555,102.0,0.04,0.1288888888888889
pythia-410m,draw_3,low,15,539.9866666666667,48.0,0.07555555555555556,0.2
pythia-410m,draw_3,low,16,169.5288888888889,2.0,0.3466666666666667,0.6133333333333333
pythia-410m,draw_3,low,17,11.626666666666667,0.0,0.6088888888888889,0.8933333333333333
pythia-410m,draw_3,low,18,2.6977777777777776,0.0,0.7333333333333333,0.9333333333333333
pythia-410m,draw_3,low,19,2.7866666666666666,0.0,0.6355555555555555,0.92
pythia-410m,draw_3,low,20,2.951111111111111,0.0,0.6355555555555555,0.9066666666666666
pythia-410m,draw_3,low,21,1.0,0.0,0.8311111111111111,0.9733333333333334
pythia-410m,draw_3,low,22,0.23555555555555555,0.0,0.9422222222222222,0.9955555555555555
pythia-410m,draw_3,low,23,0.022222222222222223,0.0,0.9866666666666667,1.0
pythia-410m,draw_3,medium,0,23609.80888888889,22296.0,0.0,0.0
pythia-410m,draw_3,medium,1,23014.49777777778,20478.0,0.0,0.0
pythia-410m,draw_3,medium,2,22307.88888888889,20392.0,0.0,0.0
pythia-410m,draw_3,medium,3,22657.902222222223,21773.0,0.0,0.0
pythia-410m,draw_3,medium,4,22008.79111111111,19648.0,0.0,0.0
pythia-410m,draw_3,medium,5,20484.222222222223,19451.0,0.0,0.0
pythia-410m,draw_3,medium,6,19281.746666666666,17047.0,0.0,0.0
pythia-410m,draw_3,medium,7,19011.777777777777,16885.0,0.0,0.0
pythia-410m,draw_3,medium,8,18081.50222222222,14592.0,0.0,0.0
pythia-410m,draw_3,medium,9,16482.933333333334,13631.0,0.0,0.0
pythia-410m,draw_3,medium,10,7030.288888888889,2866.0,0.0,0.008888888888888889
pythia-410m,draw_3,medium,11,1074.0177777777778,167.0,0.017777777777777778,0.10222222222222223
pythia-410m,draw_3,medium,12,1408.8355555555556,245.0,0.035555555555555556,0.08444444444444445
pythia-410m,draw_3,medium,13,1699.368888888889,279.0,0.04,0.10222222222222223
pythia-410m,draw_3,medium,14,1059.5111111111112,140.0,0.05333333333333334,0.16
pythia-410m,draw_3,medium,15,521.1111111111111,45.0,0.09777777777777778,0.21333333333333335
pythia-410m,draw_3,medium,16,57.973333333333336,1.0,0.4666666666666667,0.7111111111111111
pythia-410m,draw_3,medium,17,20.968888888888888,0.0,0.68,0.8577777777777778
pythia-410m,draw_3,medium,18,6.4622222222222225,0.0,0.7555555555555555,0.9511111111111111
pythia-410m,draw_3,medium,19,7.257777777777778,0.0,0.76,0.9733333333333334
pythia-410m,draw_3,medium,20,2.7333333333333334,0.0,0.7777777777777778,0.9511111111111111
pythia-410m,draw_3,medium,21,0.2222222222222222,0.0,0.8977777777777778,0.9866666666666667
pythia-410m,draw_3,medium,22,0.017777777777777778,0.0,0.9822222222222222,1.0
pythia-410m,draw_3,medium,23,0.008888888888888889,0.0,0.9911111111111112,1.0
pythia-410m,draw_3,high,0,21865.106666666667,20124.0,0.0,0.0
pythia-410m,draw_3,high,1,22012.768888888888,21450.0,0.0,0.0
pythia-410m,draw_3,high,2,21997.546666666665,21857.0,0.0,0.0
pythia-410m,draw_3,high,3,20621.15111111111,20021.0,0.0,0.0
pythia-410m,draw_3,high,4,20329.408888888887,19848.0,0.0,0.0
pythia-410m,draw_3,high,5,16656.013333333332,14256.0,0.0,0.0
pythia-410m,draw_3,high,6,15189.004444444445,12009.0,0.0,0.0
pythia-410m,draw_3,high,7,13591.075555555555,10610.0,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_3,high,8,13366.324444444444,9506.0,0.0,0.008888888888888889
pythia-410m,draw_3,high,9,12097.56,8542.0,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_3,high,10,4503.737777777777,1222.0,0.008888888888888889,0.03111111111111111
pythia-410m,draw_3,high,11,500.9688888888889,65.0,0.04888888888888889,0.16444444444444445
pythia-410m,draw_3,high,12,836.6044444444444,123.0,0.035555555555555556,0.13777777777777778
pythia-410m,draw_3,high,13,913.8177777777778,94.0,0.04,0.12
pythia-410m,draw_3,high,14,672.4755555555555,56.0,0.057777777777777775,0.18222222222222223
pythia-410m,draw_3,high,15,226.94222222222223,13.0,0.15555555555555556,0.36
pythia-410m,draw_3,high,16,23.942222222222224,0.0,0.6711111111111111,0.8888888888888888
pythia-410m,draw_3,high,17,8.755555555555556,0.0,0.7733333333333333,0.9333333333333333
pythia-410m,draw_3,high,18,2.986666666666667,0.0,0.8444444444444444,0.9511111111111111
pythia-410m,draw_3,high,19,0.4266666666666667,0.0,0.8844444444444445,0.9911111111111112
pythia-410m,draw_3,high,20,0.08888888888888889,0.0,0.9422222222222222,1.0
pythia-410m,draw_3,high,21,0.04,0.0,0.9777777777777777,1.0
pythia-410m,draw_3,high,22,0.0044444444444444444,0.0,0.9955555555555555,1.0
pythia-410m,draw_3,high,23,0.0044444444444444444,0.0,0.9955555555555555,1.0
pythia-410m,draw_3,very_high,0,21243.00888888889,20593.0,0.0,0.0
pythia-410m,draw_3,very_high,1,20040.573333333334,19164.0,0.0,0.0
pythia-410m,draw_3,very_high,2,19967.24,17186.0,0.0,0.0
pythia-410m,draw_3,very_high,3,17807.644444444446,14685.0,0.0,0.0
pythia-410m,draw_3,very_high,4,17665.022222222222,14599.0,0.0,0.0
pythia-410m,draw_3,very_high,5,12011.208888888888,7397.0,0.0,0.0
pythia-410m,draw_3,very_high,6,10370.124444444444,5797.0,0.0,0.0
pythia-410m,draw_3,very_high,7,11502.475555555555,7793.0,0.0,0.0
pythia-410m,draw_3,very_high,8,12453.102222222222,9335.0,0.0,0.0
pythia-410m,draw_3,very_high,9,12119.835555555555,6608.0,0.0,0.008888888888888889
pythia-410m,draw_3,very_high,10,3782.3288888888887,802.0,0.04,0.08444444444444445
pythia-410m,draw_3,very_high,11,384.9288888888889,44.0,0.1111111111111111,0.2311111111111111
pythia-410m,draw_3,very_high,12,1062.5866666666666,141.0,0.06666666666666667,0.16444444444444445
pythia-410m,draw_3,very_high,13,1122.111111111111,153.0,0.06666666666666667,0.14222222222222222
pythia-410m,draw_3,very_high,14,836.8977777777778,62.0,0.07555555555555556,0.1688888888888889
pythia-410m,draw_3,very_high,15,270.1822222222222,8.0,0.25333333333333335,0.4444444444444444
pythia-410m,draw_3,very_high,16,15.488888888888889,0.0,0.7377777777777778,0.8933333333333333
pythia-410m,draw_3,very_high,17,82.63111111111111,0.0,0.8488888888888889,0.9466666666666667
pythia-410m,draw_3,very_high,18,0.56,0.0,0.8844444444444445,0.9733333333333334
pythia-410m,draw_3,very_high,19,0.38666666666666666,0.0,0.9288888888888889,0.9822222222222222
pythia-410m,draw_3,very_high,20,0.16444444444444445,0.0,0.9511111111111111,0.9822222222222222
pythia-410m,draw_3,very_high,21,0.03111111111111111,0.0,0.9777777777777777,1.0
pythia-410m,draw_3,very_high,22,0.008888888888888889,0.0,0.9911111111111112,1.0
pythia-410m,draw_3,very_high,23,0.0044444444444444444,0.0,0.9955555555555555,1.0
pythia-410m,draw_3,control,0,21003.18222222222,18962.0,0.0,0.0
pythia-410m,draw_3,control,1,20818.404444444444,17607.0,0.0,0.0
pythia-410m,draw_3,control,2,21026.133333333335,18318.0,0.0,0.0
pythia-410m,draw_3,control,3,19785.484444444446,17836.0,0.0,0.0
pythia-410m,draw_3,control,4,18754.386666666665,15603.0,0.0,0.0
pythia-410m,draw_3,control,5,14448.222222222223,10922.0,0.0,0.0
pythia-410m,draw_3,control,6,13063.75111111111,9666.0,0.0,0.0
pythia-410m,draw_3,control,7,13324.204444444444,9399.0,0.0,0.0044444444444444444
pythia-410m,draw_3,control,8,14510.293333333333,10201.0,0.0,0.0044444444444444444
pythia-410m,draw_3,control,9,12153.462222222222,7755.0,0.0,0.0044444444444444444
pythia-410m,draw_3,control,10,4090.4666666666667,936.0,0.008888888888888889,0.05333333333333334
pythia-410m,draw_3,control,11,575.4488888888889,34.0,0.09777777777777778,0.25333333333333335
pythia-410m,draw_3,control,12,936.4666666666667,62.0,0.06666666666666667,0.18222222222222223
pythia-410m,draw_3,control,13,1005.5644444444445,89.0,0.06666666666666667,0.19555555555555557
pythia-410m,draw_3,control,14,650.7822222222222,51.0,0.06222222222222222,0.24444444444444444
pythia-410m,draw_3,control,15,119.4088888888889,6.0,0.18222222222222223,0.4711111111111111
pythia-410m,draw_3,control,16,39.39111111111111,0.0,0.76,0.9111111111111111
pythia-410m,draw_3,control,17,1.88,0.0,0.8088888888888889,0.9555555555555556
pythia-410m,draw_3,control,18,1.1955555555555555,0.0,0.8711111111111111,0.9688888888888889
pythia-410m,draw_3,control,19,0.5644444444444444,0.0,0.9288888888888889,0.9866666666666667
pythia-410m,draw_3,control,20,0.2,0.0,0.9422222222222222,0.9866666666666667
pythia-410m,draw_3,control,21,0.08444444444444445,0.0,0.9511111111111111,1.0
pythia-410m,draw_3,control,22,0.035555555555555556,0.0,0.9777777777777777,1.0
pythia-410m,draw_3,control,23,0.013333333333333334,0.0,0.9866666666666667,1.0
pythia-1b,draw_1,low,0,26333.88888888889,26891.0,0.0,0.0
pythia-1b,draw_1,low,1,27313.542222222222,28426.0,0.0,0.0
pythia-1b,draw_1,low,2,25400.72888888889,25528.0,0.0,0.0
pythia-1b,draw_1,low,3,25433.02666666667,25913.0,0.0,0.0
pythia-1b,draw_1,low,4,18580.324444444443,16814.0,0.0,0.0
pythia-1b,draw_1,low,5,16455.11111111111,15135.0,0.0,0.0
pythia-1b,draw_1,low,6,17193.724444444444,14803.0,0.0,0.0
pythia-1b,draw_1,low,7,3570.128888888889,930.0,0.017777777777777778,0.044444444444444446
pythia-1b,draw_1,low,8,3141.6755555555555,659.0,0.035555555555555556,0.06666666666666667
pythia-1b,draw_1,low,9,3287.791111111111,751.0,0.022222222222222223,0.05333333333333334
pythia-1b,draw_1,low,10,154.01777777777778,2.0,0.3333333333333333,0.5822222222222222
pythia-1b,draw_1,low,11,1.711111111111111,0.0,0.8177777777777778,0.9688888888888889
pythia-1b,draw_1,low,12,0.44,0.0,0.8222222222222222,0.9866666666666667
pythia-1b,draw_1,low,13,0.8977777777777778,0.0,0.7022222222222222,0.9511111111111111
pythia-1b,draw_1,low,14,0.15555555555555556,0.0,0.9288888888888889,0.9911111111111112
pythia-1b,draw_1,low,15,0.08,0.0,0.9733333333333334,0.9911111111111112
pythia-1b,draw_1,medium,0,21553.50222222222,21226.0,0.0,0.0
pythia-1b,draw_1,medium,1,21809.72,21005.0,0.0,0.0
pythia-1b,draw_1,medium,2,21011.31111111111,18771.0,0.0,0.0
pythia-1b,draw_1,medium,3,21241.231111111112,20403.0,0.0,0.0
pythia-1b,draw_1,medium,4,14746.657777777778,11934.0,0.0,0.0
pythia-1b,draw_1,medium,5,13829.035555555556,10745.0,0.0,0.0
