model,draw,band,layer,mean_prob_correct,std_prob_correct,median_prob_correct
pythia-70m,draw_2,control,1,6.023172005598099e-08,4.261375465830497e-07,7.399928516086882e-14
pythia-70m,draw_2,control,2,2.3003035494184587e-06,2.411212153674569e-05,7.487599949784762e-13
pythia-70m,draw_2,control,3,0.11255809664726257,0.266318142414093,3.6490211641648784e-05
pythia-70m,draw_2,control,4,0.3465278744697571,0.42571958899497986,0.02459721826016903
pythia-70m,draw_2,control,5,0.24509689211845398,0.2694043815135956,0.1355849653482437
pythia-70m,draw_3,low,0,2.274316202033333e-08,2.4453223090858955e-07,8.903344626580222e-17
pythia-70m,draw_3,low,1,1.157034801302359e-09,1.3537415632924876e-08,2.2355399116725887e-16
pythia-70m,draw_3,low,2,4.0841666759661166e-07,4.83351641378249e-06,1.6930318366865926e-14
pythia-70m,draw_3,low,3,0.03854239732027054,0.16985821723937988,8.96389451554569e-09
pythia-70m,draw_3,low,4,0.09845716506242752,0.26852932572364807,1.1073008181483601e-06
pythia-70m,draw_3,low,5,0.09910333901643753,0.1967713087797165,0.00514457980170846
pythia-70m,draw_3,medium,0,2.8119937489634594e-09,2.6160950739040345e-08,2.5453636526523264e-16
pythia-70m,draw_3,medium,1,1.908911286818693e-07,2.853442538253148e-06,1.123707789145445e-15
pythia-70m,draw_3,medium,2,0.00038708510692231357,0.005792935844510794,4.289913219037052e-14
pythia-70m,draw_3,medium,3,0.06668538600206375,0.23000088334083557,8.537238471717501e-08
pythia-70m,draw_3,medium,4,0.181346595287323,0.3465577960014343,1.3679254152521025e-05
pythia-70m,draw_3,medium,5,0.15394116938114166,0.24157100915908813,0.022648543119430542
pythia-70m,draw_3,high,0,9.63588107083524e-08,1.28774252061703e-06,2.6402874586775637e-15
pythia-70m,draw_3,high,1,1.8349298613884457e-07,1.660096586419968e-06,6.9984449787804156e-15
pythia-70m,draw_3,high,2,7.673163509025471e-07,8.451462235825602e-06,3.2851436957033464e-13
pythia-70m,draw_3,high,3,0.08345977216959,0.2378118634223938,1.4733063835592475e-06
pythia-70m,draw_3,high,4,0.25912371277809143,0.38965901732444763,0.0032640353310853243
pythia-70m,draw_3,high,5,0.19548314809799194,0.24144677817821503,0.08043867349624634
pythia-70m,draw_3,very_high,0,4.595868858814356e-07,4.088415607839124e-06,8.247652642226141e-14
pythia-70m,draw_3,very_high,1,1.1697544550770544e-06,1.520999830972869e-05,6.189752215553929e-14
pythia-70m,draw_3,very_high,2,1.2660841093747877e-05,0.00018820278637576848,4.950052412237838e-13
pythia-70m,draw_3,very_high,3,0.14012911915779114,0.3042142689228058,9.847484034253284e-05
pythia-70m,draw_3,very_high,4,0.3996482193470001,0.42917895317077637,0.12491229921579361
pythia-70m,draw_3,very_high,5,0.30200958251953125,0.258868008852005,0.2531968355178833
pythia-70m,draw_3,control,0,9.076078555381173e-08,7.884623300924432e-07,1.6197799191882724e-14
pythia-70m,draw_3,control,1,7.581726549688028e-06,0.00010662540444172919,6.234744572833004e-14
pythia-70m,draw_3,control,2,5.628707640426001e-06,7.655817171325907e-05,3.6410986530531486e-13
pythia-70m,draw_3,control,3,0.12268631905317307,0.2843760848045349,0.00010487944382475689
pythia-70m,draw_3,control,4,0.3646426200866699,0.4209514260292053,0.08668366074562073
pythia-70m,draw_3,control,5,0.26059988141059875,0.25561100244522095,0.16996528208255768
pythia-160m,draw_1,low,0,0.00010315398685634136,0.001526607433333993,2.44305313826243e-12
pythia-160m,draw_1,low,1,8.16996816865867e-06,0.00012094285193597898,8.33950616896395e-12
pythia-160m,draw_1,low,2,0.001880705589428544,0.0281472560018301,3.0290060824139653e-12
pythia-160m,draw_1,low,3,9.031327863340266e-06,0.00011864130647154525,7.414379575793398e-14
pythia-160m,draw_1,low,4,0.00047669390914961696,0.006340193562209606,4.162287181586066e-10
pythia-160m,draw_1,low,5,0.0232289656996727,0.12441191077232361,4.396425993036246e-06
pythia-160m,draw_1,low,6,0.016330884769558907,0.10990526527166367,1.1945635378651787e-06
pythia-160m,draw_1,low,7,0.00413595512509346,0.02412208914756775,3.2955247206700733e-06
pythia-160m,draw_1,low,8,0.11477524042129517,0.2627801299095154,0.002291318029165268
pythia-160m,draw_1,low,9,0.3999936878681183,0.42244768142700195,0.2047550529241562
pythia-160m,draw_1,low,10,0.6382875442504883,0.41229119896888733,0.9037731289863586
pythia-160m,draw_1,low,11,0.4066371023654938,0.25392746925354004,0.4176599681377411
pythia-160m,draw_1,medium,0,0.0024030511267483234,0.03595734015107155,2.5207960718809375e-12
pythia-160m,draw_1,medium,1,1.7036703866324387e-05,0.00022806088963989168,7.649548529331529e-12
pythia-160m,draw_1,medium,2,4.637932579498738e-05,0.0006808785838074982,2.176961085356699e-12
pythia-160m,draw_1,medium,3,5.703187980543589e-06,5.032840635976754e-05,2.677289271356409e-13
pythia-160m,draw_1,medium,4,0.00211069593206048,0.0229643527418375,6.585889056331951e-10
pythia-160m,draw_1,medium,5,0.026887282729148865,0.11157701164484024,1.1983381227764767e-05
pythia-160m,draw_1,medium,6,0.0130147784948349,0.08732303977012634,4.019550488010282e-06
pythia-160m,draw_1,medium,7,0.021430080756545067,0.11494109779596329,1.2479996257752646e-05
pythia-160m,draw_1,medium,8,0.1816689670085907,0.3379749357700348,0.0030633038841187954
pythia-160m,draw_1,medium,9,0.46958380937576294,0.4182835519313812,0.4204575717449188
pythia-160m,draw_1,medium,10,0.7267032861709595,0.3691900670528412,0.9589765667915344
pythia-160m,draw_1,medium,11,0.4568287134170532,0.2562059760093689,0.4596686363220215
pythia-160m,draw_1,high,0,5.078232061350718e-05,0.0005044766585342586,2.3585996003494536e-11
pythia-160m,draw_1,high,1,0.000944079423788935,0.013761756010353565,1.3710690915935686e-10
pythia-160m,draw_1,high,2,0.0003067514335270971,0.00434144539758563,1.6468703137317853e-11
pythia-160m,draw_1,high,3,5.3686108003603294e-05,0.00045319294440560043,2.17559802638545e-12
pythia-160m,draw_1,high,4,0.00375388958491385,0.054867904633283615,3.1677680478736647e-09
pythia-160m,draw_1,high,5,0.05701500177383423,0.19205984473228455,5.87938520766329e-05
pythia-160m,draw_1,high,6,0.05777967348694801,0.18945945799350739,1.9023205823032185e-05
pythia-160m,draw_1,high,7,0.047587037086486816,0.15622839331626892,6.084916822146624e-05
pythia-160m,draw_1,high,8,0.26785707473754883,0.37833014130592346,0.038022398948669434
pythia-160m,draw_1,high,9,0.6086267232894897,0.41414645314216614,0.8310465812683105
pythia-160m,draw_1,high,10,0.8006683588027954,0.34653130173683167,0.9939289093017578
pythia-160m,draw_1,high,11,0.5052105188369751,0.26837998628616333,0.5120331048965454
pythia-160m,draw_1,very_high,0,3.281897079432383e-06,3.272054163971916e-05,4.695303867929823e-11
pythia-160m,draw_1,very_high,1,1.766239392964053e-06,1.62937976710964e-05,2.6762420057835357e-10
pythia-160m,draw_1,very_high,2,4.361343599157408e-06,2.6730798708740622e-05,3.51698982437032e-11
pythia-160m,draw_1,very_high,3,0.00013487045362126082,0.0014537179376929998,1.0458271401669883e-11
pythia-160m,draw_1,very_high,4,0.012292911298573017,0.08363161236047745,3.272117510277894e-08
pythia-160m,draw_1,very_high,5,0.0983128622174263,0.254980206489563,0.0001500753132859245
pythia-160m,draw_1,very_high,6,0.09363095462322235,0.24339377880096436,0.00015168126265052706
pythia-160m,draw_1,very_high,7,0.09592444449663162,0.23881597816944122,0.0005379326175898314
pythia-160m,draw_1,very_high,8,0.2953282594680786,0.3828774094581604,0.03602633252739906
pythia-160m,draw_1,very_high,9,0.6208929419517517,0.4057783782482147,0.8460385799407959
pythia-160m,draw_1,very_high,10,0.8375363945960999,0.3048734962940216,0.9943727254867554
pythia-160m,draw_1,very_high,11,0.5615376830101013,0.25428104400634766,0.6151562929153442
pythia-160m,draw_1,control,0,0.000548783631529659,0.005922993179410696,2.003838067698993e-11
pythia-160m,draw_1,control,1,2.377599957981147e-05,0.00024300596851389855,1.0580993026199081e-10
pythia-160m,draw_1,control,2,8.77213642525021e-06,6.770995241822675e-05,1.4018691589512411e-11
pythia-160m,draw_1,control,3,8.469132808386348e-06,8.186326886061579e-05,4.693928405685721e-12
pythia-160m,draw_1,control,4,0.00606702221557498,0.04601144790649414,1.0478850676065576e-08
pythia-160m,draw_1,control,5,0.06032395362854004,0.1946665346622467,8.006073767319322e-05
pythia-160m,draw_1,control,6,0.04563181474804878,0.14596830308437347,7.410093530779704e-05
pythia-160m,draw_1,control,7,0.07241512089967728,0.20026299357414246,0.0002047307789325714
pythia-160m,draw_1,control,8,0.2781677842140198,0.3716568350791931,0.03591609001159668
pythia-160m,draw_1,control,9,0.6371144652366638,0.411079466342926,0.8805485963821411
pythia-160m,draw_1,control,10,0.8156827688217163,0.32559123635292053,0.9961503744125366
pythia-160m,draw_1,control,11,0.5169765949249268,0.246442511677742,0.5368005633354187
pythia-160m,draw_2,low,0,8.176749588528764e-08,8.907572350835835e-07,4.018963547375298e-12
pythia-160m,draw_2,low,1,2.628435424867348e-07,3.3122457807621686e-06,1.2853910644206046e-11
pythia-160m,draw_2,low,2,6.417018028059829e-08,4.948533955939638e-07,9.660939583044925e-12
pythia-160m,draw_2,low,3,1.0797025424835738e-06,1.586500002304092e-05,2.0251988562709766e-13
pythia-160m,draw_2,low,4,0.0041482471860945225,0.06036043167114258,4.488754645759485e-10
pythia-160m,draw_2,low,5,0.022472884505987167,0.13069118559360504,7.662811185582541e-06
pythia-160m,draw_2,low,6,0.013291061855852604,0.10126171261072159,6.978654027989251e-07
pythia-160m,draw_2,low,7,0.01146753691136837,0.0676044225692749,1.7893376025313046e-06
pythia-160m,draw_2,low,8,0.11805245280265808,0.26816022396087646,0.0006204548990353942
pythia-160m,draw_2,low,9,0.37675008177757263,0.40560024976730347,0.13712027668952942
pythia-160m,draw_2,low,10,0.6241134405136108,0.3968404531478882,0.8201262354850769
pythia-160m,draw_2,low,11,0.41266924142837524,0.25889718532562256,0.39555010199546814
pythia-160m,draw_2,medium,0,1.3464229596138466e-05,0.00014517996169161052,6.6613203668353105e-12
pythia-160m,draw_2,medium,1,9.240979466085264e-07,6.766309979866492e-06,4.664026456713266e-11
pythia-160m,draw_2,medium,2,4.2637834667402785e-06,5.436777792056091e-05,5.435608994158736e-12
pythia-160m,draw_2,medium,3,7.291782253560086e-07,6.89058606440085e-06,5.515072448204761e-13
pythia-160m,draw_2,medium,4,0.0008888576994650066,0.008901544846594334,7.909297661257142e-10
pythia-160m,draw_2,medium,5,0.035388294607400894,0.1540951281785965,1.4085226212046109e-05
pythia-160m,draw_2,medium,6,0.029898488894104958,0.14162710309028625,4.951819391862955e-06
pythia-160m,draw_2,medium,7,0.028546029701828957,0.12422151863574982,1.1042666301364079e-05
pythia-160m,draw_2,medium,8,0.2217031568288803,0.34889161586761475,0.008439691737294197
pythia-160m,draw_2,medium,9,0.5368315577507019,0.41233623027801514,0.6650736331939697
pythia-160m,draw_2,medium,10,0.7500075101852417,0.3497752547264099,0.9682139754295349
pythia-160m,draw_2,medium,11,0.457634299993515,0.2606014311313629,0.438340961933136
pythia-160m,draw_2,high,0,1.2040595720463898e-06,1.1880095371452626e-05,2.07126833046134e-11
pythia-160m,draw_2,high,1,2.2084573174652178e-06,1.9885566871380433e-05,7.515975342098358e-11
pythia-160m,draw_2,high,2,1.7168518979815417e-06,1.78030149982078e-05,8.63498595543577e-12
pythia-160m,draw_2,high,3,1.1354932212270796e-06,1.2342656191322021e-05,1.6238720437766752e-12
pythia-160m,draw_2,high,4,0.0024602694902569056,0.031662676483392715,6.832296506331659e-09
pythia-160m,draw_2,high,5,0.06078091263771057,0.19912180304527283,3.213418312952854e-05
pythia-160m,draw_2,high,6,0.04865627363324165,0.174472376704216,1.4861136151012033e-05
pythia-160m,draw_2,high,7,0.057208526879549026,0.18215817213058472,6.52335729682818e-05
pythia-160m,draw_2,high,8,0.26917245984077454,0.381576806306839,0.017980169504880905
pythia-160m,draw_2,high,9,0.5998076796531677,0.412723571062088,0.7959767580032349
pythia-160m,draw_2,high,10,0.7929733395576477,0.34194910526275635,0.9911099672317505
pythia-160m,draw_2,high,11,0.5085474252700806,0.2530795633792877,0.5103578567504883
pythia-160m,draw_2,very_high,0,0.0019404570339247584,0.02853400632739067,5.351823151311663e-11
pythia-160m,draw_2,very_high,1,0.0005071121850050986,0.006827688310295343,3.0428912167757005e-10
pythia-160m,draw_2,very_high,2,2.5610825105104595e-05,0.00022851192625239491,5.3428022422918886e-11
pythia-160m,draw_2,very_high,3,5.932399744779104e-06,6.787924939999357e-05,1.0458157777282207e-11
pythia-160m,draw_2,very_high,4,0.005764903966337442,0.06505202502012253,8.089025271829087e-08
pythia-160m,draw_2,very_high,5,0.09027352929115295,0.24053972959518433,0.0002630380913615227
pythia-160m,draw_2,very_high,6,0.0826353132724762,0.227887362241745,0.0001972097234101966
pythia-160m,draw_2,very_high,7,0.10056152939796448,0.24895653128623962,0.00020040727395098656
pythia-160m,draw_2,very_high,8,0.2870813012123108,0.3920764923095703,0.02475300058722496
pythia-160m,draw_2,very_high,9,0.6114981174468994,0.4188040792942047,0.8423243761062622
pythia-160m,draw_2,very_high,10,0.7861283421516418,0.3429606258869171,0.9953829646110535
pythia-160m,draw_2,very_high,11,0.5468412041664124,0.2502972483634949,0.6047167778015137
pythia-160m,draw_2,control,0,0.00016823543410282582,0.002144566038623452,3.2873065380911726e-11
pythia-160m,draw_2,control,1,7.640822150278836e-05,0.0007585268467664719,2.3135439397581337e-10
pythia-160m,draw_2,control,2,1.5394929505418986e-05,0.000199333400814794,5.639700165205319e-11
pythia-160m,draw_2,control,3,7.866779924370348e-05,0.0011109807528555393,3.581204430225249e-11
pythia-160m,draw_2,control,4,0.004732817877084017,0.029652893543243408,5.812086811829431e-08
pythia-160m,draw_2,control,5,0.08150045573711395,0.2161054015159607,0.00022053919383324683
pythia-160m,draw_2,control,6,0.070335753262043,0.1950191706418991,0.000498950423207134
pythia-160m,draw_2,control,7,0.09386052936315536,0.23988422751426697,0.0003636397304944694
pythia-160m,draw_2,control,8,0.31453144550323486,0.3908312916755676,0.052883442491292953
pythia-160m,draw_2,control,9,0.6243414282798767,0.41051986813545227,0.8579877614974976
pythia-160m,draw_2,control,10,0.7896853089332581,0.3373737037181854,0.9902092218399048
pythia-160m,draw_2,control,11,0.5171926021575928,0.23755134642124176,0.5212998390197754
pythia-160m,draw_3,low,0,1.2338207966422488e-07,1.4423078482650453e-06,3.697274257585814e-12
pythia-160m,draw_3,low,1,3.422978238631913e-07,3.4271913591510383e-06,1.066955985368212e-11
pythia-160m,draw_3,low,2,7.823250598448794e-07,8.179312317224685e-06,1.6618848224653204e-12
pythia-160m,draw_3,low,3,3.81713078922985e-08,4.979111736247432e-07,9.550780983138066e-14
pythia-160m,draw_3,low,4,7.997575448825955e-05,0.0007609054446220398,1.6242558686929698e-10
pythia-160m,draw_3,low,5,0.021316755563020706,0.10180048644542694,2.902157575590536e-06
pythia-160m,draw_3,low,6,0.014502342790365219,0.09103336930274963,4.262469417426473e-07
pythia-160m,draw_3,low,7,0.00727812247350812,0.04587855935096741,1.1157629842273309e-06
pythia-160m,draw_3,low,8,0.16233910620212555,0.3029080927371979,0.0030419714748859406
pythia-160m,draw_3,low,9,0.3782218396663666,0.41623950004577637,0.13070397078990936
pythia-160m,draw_3,low,10,0.6119590997695923,0.41403886675834656,0.8225741386413574
pythia-160m,draw_3,low,11,0.4233699440956116,0.2654150724411011,0.39312419295310974
pythia-160m,draw_3,medium,0,0.00013231007324066013,0.0019748732447624207,3.014038237741934e-12
pythia-160m,draw_3,medium,1,2.051135197689291e-05,0.0002994054520968348,1.684478424801572e-11
pythia-160m,draw_3,medium,2,9.287305715588445e-07,1.2935088307131082e-05,3.704696271977781e-12
pythia-160m,draw_3,medium,3,3.463908626599732e-08,2.732744235345308e-07,3.673299186525425e-13
pythia-160m,draw_3,medium,4,0.0014113717479631305,0.02075524441897869,1.7711940802911386e-09
pythia-160m,draw_3,medium,5,0.04358677938580513,0.17366795241832733,1.1927430023206398e-05
pythia-160m,draw_3,medium,6,0.015552121214568615,0.08438289910554886,2.1508431018446572e-06
pythia-160m,draw_3,medium,7,0.010723340325057507,0.06773576140403748,4.737757990369573e-06
pythia-160m,draw_3,medium,8,0.19326885044574738,0.3269850015640259,0.008326848037540913
pythia-160m,draw_3,medium,9,0.49453315138816833,0.4241909980773926,0.4592950940132141
pythia-160m,draw_3,medium,10,0.7320606708526611,0.36703968048095703,0.96771639585495
pythia-160m,draw_3,medium,11,0.45835739374160767,0.25503838062286377,0.4570746123790741
pythia-160m,draw_3,high,0,4.5890915316704195e-06,4.2700146877905354e-05,2.3063729745476103e-11
pythia-160m,draw_3,high,1,1.4010613085702062e-05,0.00012099904415663332,1.0220850554798488e-10
pythia-160m,draw_3,high,2,1.8365650248597376e-05,0.00016624982526991516,1.6412329828519034e-11
pythia-160m,draw_3,high,3,0.00014788738917559385,0.0018731568707153201,1.5007812700917889e-12
pythia-160m,draw_3,high,4,0.008925865404307842,0.08288873732089996,4.037621348373932e-09
pythia-160m,draw_3,high,5,0.060808215290308,0.1978262960910797,3.2550924515817314e-05
pythia-160m,draw_3,high,6,0.04182179644703865,0.17088134586811066,1.702627014310565e-05
pythia-160m,draw_3,high,7,0.034825000911951065,0.14241304993629456,2.7249787308392115e-05
pythia-160m,draw_3,high,8,0.22901521623134613,0.35313141345977783,0.021376468241214752
pythia-160m,draw_3,high,9,0.6010762453079224,0.4169965982437134,0.7836640477180481
pythia-160m,draw_3,high,10,0.7968155145645142,0.3412323594093323,0.9922798871994019
pythia-160m,draw_3,high,11,0.5074169039726257,0.25833356380462646,0.5308040380477905
pythia-160m,draw_3,very_high,0,0.00011578424891922623,0.0009741886169649661,4.8482357017931577e-11
pythia-160m,draw_3,very_high,1,1.6385334674851038e-05,0.00011620351142482832,6.833081322987766e-10
pythia-160m,draw_3,very_high,2,0.0015189622063189745,0.01582188904285431,8.493098585526937e-11
pythia-160m,draw_3,very_high,3,0.0008520753472112119,0.010861379094421864,1.5358140106891405e-11
pythia-160m,draw_3,very_high,4,0.017841197550296783,0.11289668828248978,3.338898224569675e-08
pythia-160m,draw_3,very_high,5,0.11941105872392654,0.2749764025211334,0.00024694501189514995
pythia-160m,draw_3,very_high,6,0.11754864454269409,0.27378910779953003,0.00018463948799762875
pythia-160m,draw_3,very_high,7,0.09773313254117966,0.24891331791877747,0.00028368347557261586
pythia-160m,draw_3,very_high,8,0.33986958861351013,0.4066728949546814,0.08297255635261536
pythia-160m,draw_3,very_high,9,0.5778849720954895,0.42521318793296814,0.7077279090881348
pythia-160m,draw_3,very_high,10,0.8025493025779724,0.32211580872535706,0.9912591576576233
pythia-160m,draw_3,very_high,11,0.5325006246566772,0.2542172372341156,0.5647390484809875
pythia-160m,draw_3,control,0,0.00010516512702452019,0.0014961332781240344,5.790819213036258e-11
pythia-160m,draw_3,control,1,0.00022219165111891925,0.003135904436931014,3.067442411186505e-10
pythia-160m,draw_3,control,2,6.764633872080594e-05,0.0009811192285269499,4.008008161471288e-11
pythia-160m,draw_3,control,3,0.0002472965279594064,0.003683590330183506,1.1353576065409321e-11
pythia-160m,draw_3,control,4,0.01297034788876772,0.09320827573537827,4.2808192546317514e-08
pythia-160m,draw_3,control,5,0.1063922718167305,0.26533621549606323,0.0003811197530012578
pythia-160m,draw_3,control,6,0.10586383193731308,0.25560739636421204,0.0001776695717126131
pythia-160m,draw_3,control,7,0.12649667263031006,0.28009897470474243,0.000406472769100219
pythia-160m,draw_3,control,8,0.3413277864456177,0.39697936177253723,0.10476085543632507
pythia-160m,draw_3,control,9,0.6887504458427429,0.3888724446296692,0.9350209832191467
pythia-160m,draw_3,control,10,0.8371383547782898,0.3103587031364441,0.9949760437011719
pythia-160m,draw_3,control,11,0.5098681449890137,0.24915559589862823,0.5356225371360779
pythia-410m,draw_1,low,0,3.0835035431664437e-06,7.058240953483619e-06,4.4601785020859097e-07
pythia-410m,draw_1,low,1,3.926894805772463e-06,8.714083378436044e-06,5.493635626407922e-07
pythia-410m,draw_1,low,2,5.029793101130053e-06,1.3921078789280728e-05,6.246211228244647e-07
pythia-410m,draw_1,low,3,5.939662969467463e-06,1.7795213352655992e-05,6.146301529952325e-07
pythia-410m,draw_1,low,4,5.280378900351934e-06,1.5455745597137138e-05,5.467949790727289e-07
pythia-410m,draw_1,low,5,2.5672695755929453e-06,6.401211521733785e-06,2.773276150946913e-07
pythia-410m,draw_1,low,6,4.774861281475751e-06,2.44099173869472e-05,3.044791299089411e-07
pythia-410m,draw_1,low,7,7.870193257986102e-06,2.8566695618792437e-05,4.931685566589294e-07
pythia-410m,draw_1,low,8,1.6367604985134676e-05,7.243488653330132e-05,9.671035741121159e-07
pythia-410m,draw_1,low,9,3.8562204281333834e-05,0.00037035485729575157,1.2660793800023384e-06
pythia-410m,draw_1,low,10,0.00029831865685991943,0.0014918380184099078,1.8357504814048298e-05
pythia-410m,draw_1,low,11,0.005247629713267088,0.022199345752596855,0.0004190199251752347
pythia-410m,draw_1,low,12,0.0045655895955860615,0.021482957527041435,0.0004932685988023877
pythia-410m,draw_1,low,13,0.003385026240721345,0.009782209992408752,0.0004796343855559826
pythia-410m,draw_1,low,14,0.005108202807605267,0.012500699609518051,0.0007647212478332222
pythia-410m,draw_1,low,15,0.011467046104371548,0.02960752137005329,0.0015772240003570914
pythia-410m,draw_1,low,16,0.08624914288520813,0.16818904876708984,0.010817890986800194
pythia-410m,draw_1,low,17,0.2152351588010788,0.2578222453594208,0.1166435182094574
pythia-410m,draw_1,low,18,0.2975086569786072,0.2914263606071472,0.19402551651000977
pythia-410m,draw_1,low,19,0.10792377591133118,0.1676991730928421,0.04023308306932449
pythia-410m,draw_1,low,20,0.07907707989215851,0.14085952937602997,0.02973000332713127
pythia-410m,draw_1,low,21,0.25846391916275024,0.23677800595760345,0.19573286175727844
pythia-410m,draw_1,low,22,0.5714099407196045,0.2531347870826721,0.5995689034461975
pythia-410m,draw_1,low,23,0.5996444821357727,0.2438656985759735,0.6381155252456665
pythia-410m,draw_1,medium,0,6.012367884977721e-05,0.0007899958873167634,5.824867912451737e-07
pythia-410m,draw_1,medium,1,9.862254955805838e-06,4.2190567910438403e-05,7.054771913317381e-07
pythia-410m,draw_1,medium,2,1.0668610229913611e-05,3.425746035645716e-05,7.42048200663703e-07
pythia-410m,draw_1,medium,3,1.2136345503677148e-05,5.849748777109198e-05,8.544848810743133e-07
