model,draw,source_band,test_band,circuit_type,ablation,n_edges,accuracy,top5_accuracy
pythia-1.4b,draw_1,low,low,cross_band,resample,2507,0.8177777777777778,0.9555555555555556
pythia-1.4b,draw_1,low,medium,cross_band,resample,2507,0.9155555555555556,0.9688888888888889
pythia-1.4b,draw_1,low,high,cross_band,resample,2507,0.9377777777777778,0.9911111111111112
pythia-1.4b,draw_1,low,very_high,cross_band,resample,2507,0.8888888888888888,0.9644444444444444
pythia-1.4b,draw_1,low,control,cross_band,resample,2507,0.9022222222222223,0.9777777777777777
pythia-1.4b,draw_1,medium,low,cross_band,resample,2551,0.8,0.9333333333333333
pythia-1.4b,draw_1,medium,medium,cross_band,resample,2551,0.8444444444444444,0.9733333333333334
pythia-1.4b,draw_1,medium,high,cross_band,resample,2551,0.9288888888888889,0.9911111111111112
pythia-1.4b,draw_1,medium,very_high,cross_band,resample,2551,0.9066666666666666,0.9733333333333334
pythia-1.4b,draw_1,medium,control,cross_band,resample,2551,0.9111111111111111,0.9644444444444444
pythia-1.4b,draw_1,high,low,cross_band,resample,2162,0.6622222222222223,0.8888888888888888
pythia-1.4b,draw_1,high,medium,cross_band,resample,2162,0.7911111111111111,0.9422222222222222
pythia-1.4b,draw_1,high,high,cross_band,resample,2162,0.8844444444444445,0.9911111111111112
pythia-1.4b,draw_1,high,very_high,cross_band,resample,2162,0.9066666666666666,0.9688888888888889
pythia-1.4b,draw_1,high,control,cross_band,resample,2162,0.8577777777777778,0.96
pythia-1.4b,draw_1,very_high,low,cross_band,resample,1940,0.5555555555555556,0.8311111111111111
pythia-1.4b,draw_1,very_high,medium,cross_band,resample,1940,0.7288888888888889,0.9111111111111111
pythia-1.4b,draw_1,very_high,high,cross_band,resample,1940,0.8622222222222222,0.9733333333333334
pythia-1.4b,draw_1,very_high,very_high,cross_band,resample,1940,0.8977777777777778,0.9866666666666667
pythia-1.4b,draw_1,very_high,control,cross_band,resample,1940,0.8888888888888888,0.9644444444444444
pythia-1.4b,draw_1,control,low,cross_band,resample,2233,0.7866666666666666,0.92
pythia-1.4b,draw_1,control,medium,cross_band,resample,2233,0.8444444444444444,0.9555555555555556
pythia-1.4b,draw_1,control,high,cross_band,resample,2233,0.9155555555555556,0.9822222222222222
pythia-1.4b,draw_1,control,very_high,cross_band,resample,2233,0.9155555555555556,0.9955555555555555
pythia-1.4b,draw_1,control,control,cross_band,resample,2233,0.9111111111111111,0.9822222222222222
pythia-1.4b,draw_2,low,low,cross_band,resample,2589,0.8044444444444444,0.96
pythia-1.4b,draw_2,low,medium,cross_band,resample,2589,0.8755555555555555,0.9688888888888889
pythia-1.4b,draw_2,low,high,cross_band,resample,2589,0.9244444444444444,0.9955555555555555
