model,draw,source_band,test_band,circuit_type,ablation,n_edges,accuracy,top5_accuracy
pythia-1.4b,draw_2,low,very_high,cross_band,resample,2589,0.8977777777777778,0.9466666666666667
pythia-1.4b,draw_2,low,control,cross_band,resample,2589,0.9244444444444444,0.9822222222222222
pythia-1.4b,draw_2,medium,low,cross_band,resample,2451,0.8222222222222222,0.9644444444444444
pythia-1.4b,draw_2,medium,medium,cross_band,resample,2451,0.8622222222222222,0.9822222222222222
pythia-1.4b,draw_2,medium,high,cross_band,resample,2451,0.9511111111111111,0.9866666666666667
pythia-1.4b,draw_2,medium,very_high,cross_band,resample,2451,0.9155555555555556,0.9777777777777777
pythia-1.4b,draw_2,medium,control,cross_band,resample,2451,0.9377777777777778,0.9822222222222222
pythia-1.4b,draw_2,high,low,cross_band,resample,2182,0.76,0.9377777777777778
pythia-1.4b,draw_2,high,medium,cross_band,resample,2182,0.9066666666666666,0.9688888888888889
pythia-1.4b,draw_2,high,high,cross_band,resample,2182,0.9155555555555556,0.9911111111111112
pythia-1.4b,draw_2,high,very_high,cross_band,resample,2182,0.9244444444444444,0.9822222222222222
pythia-1.4b,draw_2,high,control,cross_band,resample,2182,0.92,0.9777777777777777
pythia-1.4b,draw_2,very_high,low,cross_band,resample,2025,0.64,0.9022222222222223
pythia-1.4b,draw_2,very_high,medium,cross_band,resample,2025,0.72,0.9288888888888889
pythia-1.4b,draw_2,very_high,high,cross_band,resample,2025,0.88,0.9866666666666667
pythia-1.4b,draw_2,very_high,very_high,cross_band,resample,2025,0.9244444444444444,0.9822222222222222
pythia-1.4b,draw_2,very_high,control,cross_band,resample,2025,0.9422222222222222,0.9955555555555555
pythia-1.4b,draw_2,control,low,cross_band,resample,2221,0.7244444444444444,0.8977777777777778
pythia-1.4b,draw_2,control,medium,cross_band,resample,2221,0.8177777777777778,0.9555555555555556
pythia-1.4b,draw_2,control,high,cross_band,resample,2221,0.9022222222222223,0.9822222222222222
pythia-1.4b,draw_2,control,very_high,cross_band,resample,2221,0.92,0.9688888888888889
pythia-1.4b,draw_2,control,control,cross_band,resample,2221,0.9288888888888889,0.9822222222222222
pythia-1.4b,draw_3,low,low,cross_band,resample,2604,0.7733333333333333,0.9333333333333333
pythia-1.4b,draw_3,low,medium,cross_band,resample,2604,0.8888888888888888,0.9822222222222222
pythia-1.4b,draw_3,low,high,cross_band,resample,2604,0.9155555555555556,0.9777777777777777
pythia-1.4b,draw_3,low,very_high,cross_band,resample,2604,0.9422222222222222,0.9955555555555555
pythia-1.4b,draw_3,low,control,cross_band,resample,2604,0.9422222222222222,0.9822222222222222
pythia-1.4b,draw_3,medium,low,cross_band,resample,2453,0.8044444444444444,0.9288888888888889
pythia-1.4b,draw_3,medium,medium,cross_band,resample,2453,0.8711111111111111,0.9688888888888889
pythia-1.4b,draw_3,medium,high,cross_band,resample,2453,0.9022222222222223,0.9688888888888889
pythia-1.4b,draw_3,medium,very_high,cross_band,resample,2453,0.9377777777777778,0.9822222222222222
pythia-1.4b,draw_3,medium,control,cross_band,resample,2453,0.88,0.9733333333333334
pythia-1.4b,draw_3,high,low,cross_band,resample,2121,0.7155555555555555,0.9111111111111111
pythia-1.4b,draw_3,high,medium,cross_band,resample,2121,0.8311111111111111,0.9422222222222222
pythia-1.4b,draw_3,high,high,cross_band,resample,2121,0.8844444444444445,0.9866666666666667
pythia-1.4b,draw_3,high,very_high,cross_band,resample,2121,0.9555555555555556,0.9911111111111112
pythia-1.4b,draw_3,high,control,cross_band,resample,2121,0.92,0.9866666666666667
pythia-1.4b,draw_3,very_high,low,cross_band,resample,2108,0.5333333333333333,0.8222222222222222
pythia-1.4b,draw_3,very_high,medium,cross_band,resample,2108,0.7555555555555555,0.9288888888888889
pythia-1.4b,draw_3,very_high,high,cross_band,resample,2108,0.88,0.9644444444444444
pythia-1.4b,draw_3,very_high,very_high,cross_band,resample,2108,0.9333333333333333,0.9822222222222222
pythia-1.4b,draw_3,very_high,control,cross_band,resample,2108,0.9155555555555556,0.9777777777777777
pythia-1.4b,draw_3,control,low,cross_band,resample,2006,0.7377777777777778,0.9155555555555556
pythia-1.4b,draw_3,control,medium,cross_band,resample,2006,0.8666666666666667,0.9555555555555556
pythia-1.4b,draw_3,control,high,cross_band,resample,2006,0.8977777777777778,0.9688888888888889
pythia-1.4b,draw_3,control,very_high,cross_band,resample,2006,0.9466666666666667,0.9955555555555555
pythia-1.4b,draw_3,control,control,cross_band,resample,2006,0.9333333333333333,0.9822222222222222
