model,draw,source_band,test_band,circuit_type,ablation,n_edges,accuracy,top5_accuracy
pythia-70m,draw_1,low,low,cross_band,resample,380,0.2088888888888889,0.36444444444444446
pythia-70m,draw_1,low,medium,cross_band,resample,380,0.3288888888888889,0.4622222222222222
pythia-70m,draw_1,low,high,cross_band,resample,380,0.3288888888888889,0.4666666666666667
pythia-70m,draw_1,low,very_high,cross_band,resample,380,0.4177777777777778,0.6088888888888889
pythia-70m,draw_1,low,control,cross_band,resample,380,0.4088888888888889,0.5777777777777777
pythia-70m,draw_1,medium,low,cross_band,resample,395,0.24,0.43555555555555553
pythia-70m,draw_1,medium,medium,cross_band,resample,395,0.38666666666666666,0.49333333333333335
pythia-70m,draw_1,medium,high,cross_band,resample,395,0.38666666666666666,0.5066666666666667
pythia-70m,draw_1,medium,very_high,cross_band,resample,395,0.5333333333333333,0.7111111111111111
pythia-70m,draw_1,medium,control,cross_band,resample,395,0.43555555555555553,0.6222222222222222
pythia-70m,draw_1,high,low,cross_band,resample,414,0.2577777777777778,0.4222222222222222
pythia-70m,draw_1,high,medium,cross_band,resample,414,0.35555555555555557,0.49333333333333335
pythia-70m,draw_1,high,high,cross_band,resample,414,0.37777777777777777,0.52
pythia-70m,draw_1,high,very_high,cross_band,resample,414,0.5022222222222222,0.68
pythia-70m,draw_1,high,control,cross_band,resample,414,0.4888888888888889,0.6755555555555556
pythia-70m,draw_1,very_high,low,cross_band,resample,424,0.21777777777777776,0.39555555555555555
pythia-70m,draw_1,very_high,medium,cross_band,resample,424,0.35555555555555557,0.49777777777777776
pythia-70m,draw_1,very_high,high,cross_band,resample,424,0.36444444444444446,0.5466666666666666
pythia-70m,draw_1,very_high,very_high,cross_band,resample,424,0.5377777777777778,0.7377777777777778
pythia-70m,draw_1,very_high,control,cross_band,resample,424,0.48,0.6888888888888889
pythia-70m,draw_1,control,low,cross_band,resample,435,0.26666666666666666,0.4222222222222222
pythia-70m,draw_1,control,medium,cross_band,resample,435,0.36444444444444446,0.49777777777777776
pythia-70m,draw_1,control,high,cross_band,resample,435,0.4,0.5288888888888889
pythia-70m,draw_1,control,very_high,cross_band,resample,435,0.5288888888888889,0.7377777777777778
pythia-70m,draw_1,control,control,cross_band,resample,435,0.5111111111111111,0.7022222222222222
pythia-70m,draw_2,low,low,cross_band,resample,396,0.3111111111111111,0.4577777777777778
pythia-70m,draw_2,low,medium,cross_band,resample,396,0.3288888888888889,0.4622222222222222
pythia-70m,draw_2,low,high,cross_band,resample,396,0.3466666666666667,0.5511111111111111
pythia-70m,draw_2,low,very_high,cross_band,resample,396,0.4577777777777778,0.5955555555555555
pythia-70m,draw_2,low,control,cross_band,resample,396,0.4222222222222222,0.5955555555555555
pythia-70m,draw_2,medium,low,cross_band,resample,392,0.30666666666666664,0.4711111111111111
pythia-70m,draw_2,medium,medium,cross_band,resample,392,0.3422222222222222,0.48
pythia-70m,draw_2,medium,high,cross_band,resample,392,0.3688888888888889,0.5955555555555555
pythia-70m,draw_2,medium,very_high,cross_band,resample,392,0.48,0.6355555555555555
pythia-70m,draw_2,medium,control,cross_band,resample,392,0.4222222222222222,0.5911111111111111
pythia-70m,draw_2,high,low,cross_band,resample,405,0.31555555555555553,0.4711111111111111
pythia-70m,draw_2,high,medium,cross_band,resample,405,0.3333333333333333,0.48
pythia-70m,draw_2,high,high,cross_band,resample,405,0.40444444444444444,0.6133333333333333
pythia-70m,draw_2,high,very_high,cross_band,resample,405,0.49333333333333335,0.68
pythia-70m,draw_2,high,control,cross_band,resample,405,0.4888888888888889,0.6666666666666666
pythia-70m,draw_2,very_high,low,cross_band,resample,417,0.26666666666666666,0.4444444444444444
pythia-70m,draw_2,very_high,medium,cross_band,resample,417,0.35555555555555557,0.5022222222222222
pythia-70m,draw_2,very_high,high,cross_band,resample,417,0.41333333333333333,0.6088888888888889
pythia-70m,draw_2,very_high,very_high,cross_band,resample,417,0.52,0.68
pythia-70m,draw_2,very_high,control,cross_band,resample,417,0.49333333333333335,0.6666666666666666
pythia-70m,draw_2,control,low,cross_band,resample,410,0.3244444444444444,0.47555555555555556
