model,ablation,same_band_boost_mean,cross_band_boost_mean,transfer_efficiency,cohens_d,p_value,n_pairs,own_band_accuracy_mean
pythia-410m,resample,0.5973333430786929,0.5771851989130179,0.9662698484872279,0.10616435657312699,0.1038818359375,15,0.8797037204106649
