method,model,band,draw,size_multiplier,n_edges,n_edges_acdc_ref,total_edges,size_fraction,n_edges_method,n_edges_acdc,n_intersection,n_union,jaccard,recall_in_acdc,recall_in_method,dice
eap,pythia-410m,medium,draw_2,0.3,1113,3709,80581,0.01381218897755054,1113,3709,761,4061,0.18739226791430683,0.20517659746562417,0.683737646001797,0.3156366652841145
eap,pythia-410m,medium,draw_2,0.5,1854,3709,80581,0.02300790508928904,1854,3709,1111,4452,0.2495507637017071,0.2995416554327312,0.5992448759439051,0.39942477080711847
eap,pythia-410m,medium,draw_2,0.75,2782,3709,80581,0.03452426750722875,2782,3709,1467,5024,0.2919984076433121,0.3955244001078458,0.5273184759166067,0.4520104760437529
eap,pythia-410m,medium,draw_2,1.0,3709,3709,80581,0.04602822005187327,3709,3709,1764,5654,0.3119915104350902,0.47559989215421944,0.47559989215421944,0.47559989215421944
eap,pythia-410m,medium,draw_2,1.5,5564,3709,80581,0.0690485350144575,5564,3709,2195,7078,0.310115851935575,0.5918037206794284,0.3945003594536305,0.4734174485064165
eap,pythia-410m,medium,draw_2,2.0,7418,3709,80581,0.09205644010374654,7418,3709,2495,8632,0.2890407784986098,0.6726880560798059,0.33634402803990293,0.4484587040532039
eap,pythia-410m,medium,draw_2,3.0,11127,3709,80581,0.13808466015561982,11127,3709,2897,11939,0.24265013820252954,0.7810730655163117,0.2603576885054372,0.39053653275815586
eap,pythia-410m,medium,draw_2,5.0,18545,3709,80581,0.23014110025936635,18545,3709,3339,18915,0.17652656621728788,0.9002426530062011,0.18004853060124024,0.30008088433540037
eap,pythia-410m,high,draw_2,0.1,348,3483,80581,0.004318635906727392,348,3483,285,3546,0.08037225042301184,0.0818260120585702,0.8189655172413793,0.14878621769772904
eap,pythia-410m,high,draw_2,0.2,697,3483,80581,0.00864968168674998,697,3483,504,3676,0.13710554951033732,0.14470284237726097,0.7230989956958394,0.24114832535885167
eap,pythia-410m,high,draw_2,0.3,1045,3483,80581,0.012968317593477371,1045,3483,707,3821,0.18503009683328972,0.20298593166810222,0.676555023923445,0.3122791519434629
eap,pythia-410m,high,draw_2,0.5,1742,3483,80581,0.02161799928022735,1742,3483,1045,4180,0.25,0.3000287108814241,0.5998851894374282,0.4
eap,pythia-410m,high,draw_2,0.75,2612,3483,80581,0.03241458904704583,2612,3483,1353,4742,0.28532264867144663,0.38845822566752797,0.5179938744257274,0.4439704675963905
eap,pythia-410m,high,draw_2,1.0,3483,3483,80581,0.0432235886871595,3483,3483,1632,5334,0.3059617547806524,0.46856158484065463,0.46856158484065463,0.46856158484065463
eap,pythia-410m,high,draw_2,1.5,5224,3483,80581,0.06482917809409167,5224,3483,2050,6657,0.3079465224575635,0.5885730691932243,0.39241960183767227,0.4708854944297691
eap,pythia-410m,high,draw_2,2.0,6966,3483,80581,0.086447177374319,6966,3483,2348,8101,0.2898407603999506,0.6741314958369222,0.3370657479184611,0.4494209972246148
eap,pythia-410m,high,draw_2,3.0,10449,3483,80581,0.1296707660614785,10449,3483,2752,11180,0.24615384615384617,0.7901234567901234,0.26337448559670784,0.3950617283950617
eap,pythia-410m,high,draw_2,5.0,17415,3483,80581,0.21611794343579752,17415,3483,3142,17756,0.1769542689794999,0.9020958943439563,0.18041917886879127,0.3006986314479855
eap,pythia-410m,very_high,draw_2,0.1,348,3476,80581,0.004318635906727392,348,3476,275,3549,0.07748661594815441,0.07911392405063292,0.7902298850574713,0.14382845188284518
eap,pythia-410m,very_high,draw_2,0.2,695,3476,80581,0.008624861940159592,695,3476,498,3673,0.13558399128777565,0.1432681242807825,0.7165467625899281,0.23879165667705587
eap,pythia-410m,very_high,draw_2,0.3,1043,3476,80581,0.012943497846886984,1043,3476,689,3830,0.17989556135770235,0.19821634062140392,0.660594439117929,0.3049347200708121
eap,pythia-410m,very_high,draw_2,0.5,1738,3476,80581,0.021568359787046576,1738,3476,1012,4202,0.24083769633507854,0.2911392405063291,0.5822784810126582,0.3881856540084388
eap,pythia-410m,very_high,draw_2,0.75,2607,3476,80581,0.032352539680569864,2607,3476,1302,4781,0.27232796486090777,0.37456846950517836,0.4994246260069045,0.428078250863061
eap,pythia-410m,very_high,draw_2,1.0,3476,3476,80581,0.04313671957409315,3476,3476,1572,5380,0.2921933085501859,0.4522439585730725,0.4522439585730725,0.4522439585730725
eap,pythia-410m,very_high,draw_2,1.5,5214,3476,80581,0.06470507936113973,5214,3476,1969,6721,0.29296235679214405,0.5664556962025317,0.37763713080168776,0.4531645569620253
eap,pythia-410m,very_high,draw_2,2.0,6952,3476,80581,0.0862734391481863,6952,3476,2255,8173,0.2759084791386272,0.6487341772151899,0.32436708860759494,0.43248945147679324
eap,pythia-410m,very_high,draw_2,3.0,10428,3476,80581,0.12941015872227946,10428,3476,2680,11224,0.23877405559515325,0.7710011507479861,0.2570003835826621,0.38550057537399307
eap,pythia-410m,very_high,draw_2,5.0,17380,3476,80581,0.21568359787046573,17380,3476,3092,17764,0.17405989641972527,0.8895281933256617,0.17790563866513234,0.29650939777522056
eap,pythia-410m,control,draw_2,0.1,332,3317,80581,0.004120077934004294,332,3317,266,3383,0.07862843629914278,0.08019294543261983,0.8012048192771084,0.14579336804604
eap,pythia-410m,control,draw_2,0.2,663,3317,80581,0.008227745994713395,663,3317,477,3503,0.1361689980017128,0.1438046427494724,0.7194570135746606,0.23969849246231156
eap,pythia-410m,control,draw_2,0.3,995,3317,80581,0.012347823928717689,995,3317,659,3653,0.18039967150287434,0.19867350015073862,0.6623115577889447,0.30565862708719854
eap,pythia-410m,control,draw_2,0.5,1658,3317,80581,0.020575569923431083,1658,3317,952,4023,0.23663932388764602,0.28700633102200784,0.5741857659831122,0.38271356783919597
eap,pythia-410m,control,draw_2,0.75,2488,3317,80581,0.030875764758441816,2488,3317,1242,4563,0.27218934911242604,0.37443473017787154,0.4991961414790997,0.42790697674418604
eap,pythia-410m,control,draw_2,1.0,3317,3317,80581,0.04116354972015736,3317,3317,1487,5147,0.2889061589275306,0.448296653602653,0.448296653602653,0.448296653602653
eap,pythia-410m,control,draw_2,1.5,4976,3317,80581,0.06175152951688363,4976,3317,1893,6400,0.29578125,0.5706964124208622,0.3804260450160772,0.4565296032798746
eap,pythia-410m,control,draw_2,2.0,6634,3317,80581,0.08232709944031472,6634,3317,2170,7781,0.2788844621513944,0.6542056074766355,0.32710280373831774,0.43613707165109034
eap,pythia-410m,control,draw_2,3.0,9951,3317,80581,0.12349064916047207,9951,3317,2555,10713,0.2384952861009988,0.7702743442870064,0.25675811476233545,0.3851371721435032
eap,pythia-410m,control,draw_2,5.0,16585,3317,80581,0.20581774860078678,16585,3317,2926,16976,0.17236098020735155,0.8821223997588182,0.17642447995176364,0.2940407999196061
eap,pythia-1b,low,draw_2,0.1,95,952,10009,0.009491457688080728,95,952,79,968,0.08161157024793389,0.08298319327731092,0.8315789473684211,0.15090735434574976
eap,pythia-1b,low,draw_2,0.2,190,952,10009,0.018982915376161456,190,952,146,996,0.1465863453815261,0.15336134453781514,0.7684210526315789,0.25569176882662
eap,pythia-1b,low,draw_2,0.3,286,952,10009,0.028574283145169348,286,952,195,1043,0.186960690316395,0.20483193277310924,0.6818181818181818,0.3150242326332795
eap,pythia-1b,low,draw_2,0.5,476,952,10009,0.0475571985213308,476,952,291,1137,0.2559366754617414,0.30567226890756305,0.6113445378151261,0.40756302521008403
eap,pythia-1b,low,draw_2,0.75,714,952,10009,0.07133579778199621,714,952,382,1284,0.29750778816199375,0.4012605042016807,0.5350140056022409,0.45858343337334934
eap,pythia-1b,low,draw_2,1.0,952,952,10009,0.0951143970426616,952,952,462,1442,0.32038834951456313,0.4852941176470588,0.4852941176470588,0.4852941176470588
eap,pythia-1b,low,draw_2,1.5,1428,952,10009,0.14267159556399242,1428,952,579,1801,0.3214880621876735,0.6081932773109243,0.4054621848739496,0.4865546218487395
eap,pythia-1b,low,draw_2,2.0,1904,952,10009,0.1902287940853232,1904,952,667,2189,0.30470534490634993,0.7006302521008403,0.35031512605042014,0.46708683473389356
eap,pythia-1b,low,draw_2,3.0,2856,952,10009,0.28534319112798484,2856,952,789,3019,0.26134481616429284,0.8287815126050421,0.2762605042016807,0.41439075630252103
eap,pythia-1b,low,draw_2,5.0,4760,952,10009,0.475571985213308,4760,952,895,4817,0.18580029063732614,0.9401260504201681,0.1880252100840336,0.313375350140056
eap,pythia-1b,medium,draw_2,0.1,101,1007,10009,0.01009091817364372,101,1007,85,1023,0.08308895405669599,0.08440913604766634,0.8415841584158416,0.15342960288808663
eap,pythia-1b,medium,draw_2,0.2,201,1007,10009,0.020081926266360274,201,1007,156,1052,0.1482889733840304,0.15491559086395235,0.7761194029850746,0.2582781456953642
eap,pythia-1b,medium,draw_2,0.3,302,1007,10009,0.030172844440003996,302,1007,224,1085,0.2064516129032258,0.2224428997020854,0.7417218543046358,0.3422459893048128
eap,pythia-1b,medium,draw_2,0.5,504,1007,10009,0.05035468078729144,504,1007,322,1189,0.2708158116063919,0.31976166832174774,0.6388888888888888,0.4262078093977498
eap,pythia-1b,medium,draw_2,0.75,755,1007,10009,0.07543211110001,755,1007,417,1345,0.3100371747211896,0.4141012909632572,0.552317880794702,0.4733257661748014
eap,pythia-1b,medium,draw_2,1.0,1007,1007,10009,0.10060945149365572,1007,1007,494,1520,0.325,0.49056603773584906,0.49056603773584906,0.49056603773584906
eap,pythia-1b,medium,draw_2,1.5,1510,1007,10009,0.15086422220002,1510,1007,610,1907,0.3198741478762454,0.605759682224429,0.40397350993377484,0.48470401271354785
eap,pythia-1b,medium,draw_2,2.0,2014,1007,10009,0.20121890298731143,2014,1007,700,2321,0.3015941404566997,0.6951340615690169,0.34756703078450846,0.4634227077126779
eap,pythia-1b,medium,draw_2,3.0,3021,1007,10009,0.3018283544809671,3021,1007,824,3204,0.2571785268414482,0.8182720953326713,0.27275736511089044,0.40913604766633566
eap,pythia-1b,medium,draw_2,5.0,5035,1007,10009,0.5030472574682785,5035,1007,932,5110,0.18238747553816048,0.9255213505461768,0.18510427010923536,0.30850711684872556
eap,pythia-1b,high,draw_2,0.1,90,902,10009,0.0089919072834449,90,902,71,921,0.07709011943539631,0.0787139689578714,0.7888888888888889,0.1431451612903226
eap,pythia-1b,high,draw_2,0.2,180,902,10009,0.0179838145668898,180,902,126,956,0.13179916317991633,0.13968957871396895,0.7,0.23290203327171904
eap,pythia-1b,high,draw_2,0.3,271,902,10009,0.027075631931261866,271,902,175,998,0.17535070140280562,0.19401330376940132,0.6457564575645757,0.29838022165387895
eap,pythia-1b,high,draw_2,0.5,451,902,10009,0.04505944649815166,451,902,261,1092,0.23901098901098902,0.2893569844789357,0.5787139689578714,0.3858093126385809
eap,pythia-1b,high,draw_2,0.75,676,902,10009,0.06753921470676391,676,902,359,1219,0.2945036915504512,0.39800443458980045,0.5310650887573964,0.4550063371356147
eap,pythia-1b,high,draw_2,1.0,902,902,10009,0.09011889299630332,902,902,419,1385,0.3025270758122744,0.46452328159645234,0.46452328159645234,0.46452328159645234
eap,pythia-1b,high,draw_2,1.5,1353,902,10009,0.13517833949445499,1353,902,527,1728,0.30497685185185186,0.5842572062084257,0.3895048041389505,0.4674057649667406
eap,pythia-1b,high,draw_2,2.0,1804,902,10009,0.18023778599260665,1804,902,616,2090,0.29473684210526313,0.6829268292682927,0.34146341463414637,0.45528455284552843
eap,pythia-1b,high,draw_2,3.0,2706,902,10009,0.27035667898890997,2706,902,725,2883,0.25147415886229624,0.8037694013303769,0.26792313377679233,0.40188470066518844
eap,pythia-1b,high,draw_2,5.0,4510,902,10009,0.4505944649815166,4510,902,832,4580,0.18165938864628822,0.9223946784922394,0.1844789356984479,0.3074648928307465
eap,pythia-1b,very_high,draw_2,0.1,91,911,10009,0.009091817364372066,91,911,74,928,0.07974137931034483,0.08122941822173436,0.8131868131868132,0.14770459081836326
eap,pythia-1b,very_high,draw_2,0.2,182,911,10009,0.01818363472874413,182,911,139,954,0.14570230607966456,0.1525795828759605,0.7637362637362637,0.25434583714547115
eap,pythia-1b,very_high,draw_2,0.3,273,911,10009,0.027275452093116194,273,911,192,992,0.1935483870967742,0.21075740944017562,0.7032967032967034,0.32432432432432434
eap,pythia-1b,very_high,draw_2,0.5,456,911,10009,0.04555899690278749,456,911,284,1083,0.26223453370267774,0.31174533479692645,0.6228070175438597,0.415508412582297
eap,pythia-1b,very_high,draw_2,0.75,683,911,10009,0.06823858527325408,683,911,366,1228,0.2980456026058632,0.40175631174533477,0.5358711566617862,0.4592220828105395
eap,pythia-1b,very_high,draw_2,1.0,911,911,10009,0.09101808372464781,911,911,433,1389,0.3117350611951044,0.47530186608122943,0.47530186608122943,0.47530186608122943
eap,pythia-1b,very_high,draw_2,1.5,1366,911,10009,0.13647717054650815,1366,911,540,1737,0.31088082901554404,0.5927552140504939,0.3953147877013177,0.4743083003952569
eap,pythia-1b,very_high,draw_2,2.0,1822,911,10009,0.18203616744929563,1822,911,641,2092,0.3064053537284895,0.703622392974753,0.3518111964873765,0.469081595316502
eap,pythia-1b,very_high,draw_2,3.0,2733,911,10009,0.27305425117394344,2733,911,749,2895,0.2587219343696028,0.8221734357848518,0.27405781192828393,0.4110867178924259
eap,pythia-1b,very_high,draw_2,5.0,4555,911,10009,0.45509041862323907,4555,911,854,4612,0.18516912402428448,0.9374313940724479,0.18748627881448957,0.3124771313574826
eap,pythia-1b,control,draw_2,0.1,82,823,10009,0.008192626636027576,82,823,70,835,0.08383233532934131,0.0850546780072904,0.8536585365853658,0.15469613259668508
eap,pythia-1b,control,draw_2,0.2,165,823,10009,0.016485163352982318,165,823,126,862,0.14617169373549885,0.15309842041312272,0.7636363636363637,0.2550607287449393
eap,pythia-1b,control,draw_2,0.3,247,823,10009,0.02467778998900989,247,823,175,895,0.19553072625698323,0.212636695018226,0.708502024291498,0.32710280373831774
eap,pythia-1b,control,draw_2,0.5,412,823,10009,0.04116295334199221,412,823,251,984,0.2550813008130081,0.30498177399756987,0.6092233009708737,0.4064777327935223
eap,pythia-1b,control,draw_2,0.75,617,823,10009,0.061644519932061145,617,823,329,1111,0.29612961296129614,0.3997569866342649,0.5332252836304701,0.45694444444444443
eap,pythia-1b,control,draw_2,1.0,823,823,10009,0.08222599660305725,823,823,386,1260,0.30634920634920637,0.4690157958687728,0.4690157958687728,0.4690157958687728
eap,pythia-1b,control,draw_2,1.5,1234,823,10009,0.12328903986412229,1234,823,479,1578,0.30354879594423323,0.5820170109356014,0.3881685575364668,0.4657267865824016
eap,pythia-1b,control,draw_2,2.0,1646,823,10009,0.1644519932061145,1646,823,555,1914,0.28996865203761757,0.6743620899149453,0.33718104495747264,0.44957472660996356
eap,pythia-1b,control,draw_2,3.0,2469,823,10009,0.24667798980917174,2469,823,652,2640,0.24696969696969698,0.7922235722964763,0.2640745240988254,0.39611178614823817
eap,pythia-1b,control,draw_2,5.0,4115,823,10009,0.41112998301528625,4115,823,757,4181,0.1810571633580483,0.9198055893074119,0.1839611178614824,0.3066018631024706
eap,pythia-1.4b,low,draw_2,0.1,259,2589,80581,0.003214157183455157,259,2589,220,2628,0.0837138508371385,0.08497489378138277,0.8494208494208494,0.1544943820224719
eap,pythia-1.4b,low,draw_2,0.2,518,2589,80581,0.006428314366910314,518,2589,386,2721,0.14185961043733922,0.14909231363460795,0.7451737451737451,0.24847119407788865
eap,pythia-1.4b,low,draw_2,0.3,777,2589,80581,0.009642471550365472,777,2589,532,2834,0.18772053634438957,0.20548474314407106,0.6846846846846847,0.31610219845513965
eap,pythia-1.4b,low,draw_2,0.5,1294,2589,80581,0.016058376043980593,1294,2589,749,3134,0.23899170389278876,0.2893008883738895,0.5788253477588872,0.3857841874839042
eap,pythia-1.4b,low,draw_2,0.75,1942,2589,80581,0.024099973939266082,1942,2589,967,3564,0.271324354657688,0.3735032831208961,0.4979402677651905,0.42683734274994484
eap,pythia-1.4b,low,draw_2,1.0,2589,2589,80581,0.032129161961256376,2589,2589,1129,4049,0.2788342800691529,0.43607570490536884,0.43607570490536884,0.43607570490536884
eap,pythia-1.4b,low,draw_2,1.5,3884,2589,80581,0.048199947878532164,3884,2589,1405,5068,0.27722967640094714,0.5426805716492854,0.361740473738414,0.4341109222926
eap,pythia-1.4b,low,draw_2,2.0,5178,2589,80581,0.06425832392251275,5178,2589,1581,6186,0.2555771096023278,0.6106604866743917,0.30533024333719583,0.4071069911162611
eap,pythia-1.4b,low,draw_2,3.0,7767,2589,80581,0.09638748588376912,7767,2589,1820,8536,0.21321462043111528,0.7029741212823484,0.23432470709411612,0.3514870606411742
eap,pythia-1.4b,low,draw_2,5.0,12945,2589,80581,0.16064580980628188,12945,2589,2142,13392,0.15994623655913978,0.8273464658169177,0.16546929316338355,0.27578215527230593
eap,pythia-1.4b,medium,draw_2,0.1,245,2451,80581,0.0030404189573224457,245,2451,200,2496,0.08012820512820513,0.08159934720522236,0.8163265306122449,0.14836795252225518
eap,pythia-1.4b,medium,draw_2,0.2,490,2451,80581,0.0060808379146448915,490,2451,346,2595,0.13333333333333333,0.14116687066503467,0.7061224489795919,0.23529411764705882
eap,pythia-1.4b,medium,draw_2,0.3,735,2451,80581,0.009121256871967338,735,2451,474,2712,0.1747787610619469,0.193390452876377,0.6448979591836734,0.2975517890772128
eap,pythia-1.4b,medium,draw_2,0.5,1226,2451,80581,0.015214504659907422,1226,2451,660,3017,0.21876035797149487,0.2692778457772338,0.5383360522022839,0.3589883056839815
eap,pythia-1.4b,medium,draw_2,0.75,1838,2451,80581,0.02280934711656594,1838,2451,848,3441,0.24643998837547224,0.3459812321501428,0.4613710554951034,0.3954301702028445
eap,pythia-1.4b,medium,draw_2,1.0,2451,2451,80581,0.03041659944651965,2451,2451,991,3911,0.2533878803375096,0.4043247654018768,0.4043247654018768,0.4043247654018768
eap,pythia-1.4b,medium,draw_2,1.5,3676,2451,80581,0.04561869423313188,3676,2451,1196,4931,0.24254715067937538,0.4879640962872297,0.3253536452665941,0.39040313367063817
eap,pythia-1.4b,medium,draw_2,2.0,4902,2451,80581,0.0608331988930393,4902,2451,1384,5969,0.23186463394203385,0.5646674826601387,0.28233374133006933,0.3764449884400925
eap,pythia-1.4b,medium,draw_2,3.0,7353,2451,80581,0.09124979833955896,7353,2451,1627,8177,0.1989727283844931,0.6638106895144839,0.2212702298381613,0.3319053447572419
eap,pythia-1.4b,medium,draw_2,5.0,12255,2451,80581,0.15208299723259824,12255,2451,1938,12768,0.15178571428571427,0.7906976744186046,0.15813953488372093,0.26356589147286824
eap,pythia-1.4b,high,draw_2,0.1,218,2182,80581,0.002705352378352217,218,2182,166,2234,0.07430617726051925,0.076076993583868,0.7614678899082569,0.13833333333333334
eap,pythia-1.4b,high,draw_2,0.2,436,2182,80581,0.005410704756704434,436,2182,304,2314,0.1313742437337943,0.13932172318973418,0.6972477064220184,0.2322383498854087
eap,pythia-1.4b,high,draw_2,0.3,655,2182,80581,0.008128467008351846,655,2182,413,2424,0.17037953795379537,0.18927589367552705,0.6305343511450382,0.2911526260133944
eap,pythia-1.4b,high,draw_2,0.5,1091,2182,80581,0.01353917176505628,1091,2182,569,2704,0.21042899408284024,0.26076993583868013,0.5215398716773603,0.3476932477849068
eap,pythia-1.4b,high,draw_2,0.75,1636,2182,80581,0.02030255271093682,1636,2182,730,3088,0.23639896373056996,0.33455545371219064,0.44621026894865523,0.38239916186485073
eap,pythia-1.4b,high,draw_2,1.0,2182,2182,80581,0.02707834353011256,2182,2182,844,3520,0.23977272727272728,0.386801099908341,0.386801099908341,0.386801099908341
eap,pythia-1.4b,high,draw_2,1.5,3273,2182,80581,0.040617515295168834,3273,2182,1018,4437,0.22943430245661484,0.4665444546287809,0.3110296364191873,0.37323556370302474
eap,pythia-1.4b,high,draw_2,2.0,4364,2182,80581,0.05415668706022512,4364,2182,1174,5372,0.21854058078927774,0.538038496791934,0.269019248395967,0.3586923311946227
eap,pythia-1.4b,high,draw_2,3.0,6546,2182,80581,0.08123503059033767,6546,2182,1377,7351,0.18732145286355598,0.6310724106324473,0.21035747021081577,0.3155362053162237
eap,pythia-1.4b,high,draw_2,5.0,10910,2182,80581,0.1353917176505628,10910,2182,1656,11436,0.14480587618048268,0.7589367552703942,0.15178735105407884,0.2529789184234647
eap,pythia-1.4b,very_high,draw_2,0.1,202,2025,80581,0.0025067944056291185,202,2025,162,2065,0.0784503631961259,0.08,0.801980198019802,0.14548720251459363
eap,pythia-1.4b,very_high,draw_2,0.2,405,2025,80581,0.005025998684553431,405,2025,278,2152,0.129182156133829,0.13728395061728396,0.6864197530864198,0.2288065843621399
eap,pythia-1.4b,very_high,draw_2,0.3,608,2025,80581,0.007545202963477743,608,2025,379,2254,0.1681455190771961,0.1871604938271605,0.6233552631578947,0.28788454234713257
eap,pythia-1.4b,very_high,draw_2,0.5,1012,2025,80581,0.01255879177473598,1012,2025,533,2504,0.2128594249201278,0.2632098765432099,0.5266798418972332,0.3510042805400066
eap,pythia-1.4b,very_high,draw_2,0.75,1519,2025,80581,0.018850597535399163,1519,2025,705,2839,0.2483268756604438,0.34814814814814815,0.4641211323238973,0.39785553047404065
eap,pythia-1.4b,very_high,draw_2,1.0,2025,2025,80581,0.025129993422767154,2025,2025,820,3230,0.25386996904024767,0.4049382716049383,0.4049382716049383,0.4049382716049383
eap,pythia-1.4b,very_high,draw_2,1.5,3038,2025,80581,0.037701195070798325,3038,2025,1003,4060,0.24704433497536946,0.49530864197530866,0.33015141540487164,0.396207781947462
eap,pythia-1.4b,very_high,draw_2,2.0,4050,2025,80581,0.05025998684553431,4050,2025,1134,4941,0.22950819672131148,0.56,0.28,0.37333333333333335
eap,pythia-1.4b,very_high,draw_2,3.0,6075,2025,80581,0.07538998026830146,6075,2025,1325,6775,0.19557195571955718,0.654320987654321,0.21810699588477367,0.3271604938271605
eap,pythia-1.4b,very_high,draw_2,5.0,10125,2025,80581,0.12564996711383578,10125,2025,1559,10591,0.14720045321499386,0.7698765432098765,0.1539753086419753,0.2566255144032922
eap,pythia-1.4b,control,draw_2,0.1,222,2221,80581,0.0027549918715329916,222,2221,179,2264,0.07906360424028269,0.08059432687978388,0.8063063063063063,0.14654113794514942
eap,pythia-1.4b,control,draw_2,0.2,444,2221,80581,0.005509983743065983,444,2221,322,2343,0.137430644472898,0.144979738856371,0.7252252252252253,0.24165103189493434
eap,pythia-1.4b,control,draw_2,0.3,666,2221,80581,0.008264975614598975,666,2221,436,2451,0.17788657690738474,0.19630796938316075,0.6546546546546547,0.3020436439210253
eap,pythia-1.4b,control,draw_2,0.5,1110,2221,80581,0.013774959357664958,1110,2221,615,2716,0.2264359351988218,0.2769022962629446,0.5540540540540541,0.36925848093665564
eap,pythia-1.4b,control,draw_2,0.75,1666,2221,80581,0.020674848909792633,1666,2221,789,3098,0.25468043899289866,0.35524538496172897,0.47358943577430973,0.4059686133264729
eap,pythia-1.4b,control,draw_2,1.0,2221,2221,80581,0.02756232858862511,2221,2221,912,3530,0.25835694050991503,0.41062584421431786,0.41062584421431786,0.41062584421431786
eap,pythia-1.4b,control,draw_2,1.5,3332,2221,80581,0.041349697819585265,3332,2221,1104,4449,0.24814565070802427,0.4970733903647006,0.33133253301320525,0.39762290653700705
eap,pythia-1.4b,control,draw_2,2.0,4442,2221,80581,0.05512465717725022,4442,2221,1273,5390,0.23617810760667904,0.5731652408824853,0.28658262044124266,0.3821101605883236
eap,pythia-1.4b,control,draw_2,3.0,6663,2221,80581,0.08268698576587533,6663,2221,1496,7388,0.20249052517596103,0.6735704637550652,0.2245234879183551,0.3367852318775326
eap,pythia-1.4b,control,draw_2,5.0,11105,2221,80581,0.13781164294312556,11105,2221,1764,11562,0.1525687597301505,0.7942368302566412,0.15884736605132824,0.26474561008554703
eap,pythia-70m,low,draw_3,0.1,39,391,1324,0.02945619335347432,39,391,38,392,0.09693877551020408,0.09718670076726342,0.9743589743589743,0.17674418604651163
eap,pythia-70m,low,draw_3,0.2,78,391,1324,0.05891238670694864,78,391,76,393,0.19338422391857507,0.19437340153452684,0.9743589743589743,0.32409381663113007
eap,pythia-70m,low,draw_3,0.3,117,391,1324,0.08836858006042296,117,391,112,396,0.2828282828282828,0.2864450127877238,0.9572649572649573,0.4409448818897638
eap,pythia-70m,low,draw_3,0.5,196,391,1324,0.14803625377643503,196,391,175,412,0.42475728155339804,0.4475703324808184,0.8928571428571429,0.596252129471891
eap,pythia-70m,low,draw_3,0.75,293,391,1324,0.2212990936555891,293,391,241,443,0.5440180586907449,0.6163682864450127,0.8225255972696246,0.7046783625730995
eap,pythia-70m,low,draw_3,1.0,391,391,1324,0.29531722054380666,391,391,292,490,0.5959183673469388,0.7468030690537084,0.7468030690537084,0.7468030690537084
eap,pythia-70m,low,draw_3,1.5,586,391,1324,0.4425981873111782,586,391,352,625,0.5632,0.9002557544757033,0.6006825938566553,0.7205731832139202
eap,pythia-70m,low,draw_3,2.0,782,391,1324,0.5906344410876133,782,391,368,805,0.45714285714285713,0.9411764705882353,0.47058823529411764,0.6274509803921569
eap,pythia-70m,low,draw_3,3.0,1173,391,1324,0.8859516616314199,1173,391,386,1178,0.32767402376910015,0.9872122762148338,0.3290707587382779,0.4936061381074169
eap,pythia-70m,low,draw_3,5.0,1324,391,1324,1.0,1324,391,391,1324,0.29531722054380666,1.0,0.29531722054380666,0.45597667638483963
eap,pythia-70m,medium,draw_3,0.1,41,406,1324,0.030966767371601207,41,406,40,407,0.09828009828009827,0.09852216748768473,0.975609756097561,0.1789709172259508
eap,pythia-70m,medium,draw_3,0.2,81,406,1324,0.06117824773413897,81,406,79,408,0.19362745098039216,0.19458128078817735,0.9753086419753086,0.324435318275154
eap,pythia-70m,medium,draw_3,0.3,122,406,1324,0.09214501510574018,122,406,115,413,0.2784503631961259,0.2832512315270936,0.9426229508196722,0.4356060606060606
eap,pythia-70m,medium,draw_3,0.5,203,406,1324,0.15332326283987915,203,406,182,427,0.4262295081967213,0.4482758620689655,0.896551724137931,0.5977011494252874
eap,pythia-70m,medium,draw_3,0.75,304,406,1324,0.229607250755287,304,406,253,457,0.5536105032822757,0.6231527093596059,0.8322368421052632,0.7126760563380282
eap,pythia-70m,medium,draw_3,1.0,406,406,1324,0.3066465256797583,406,406,299,513,0.5828460038986355,0.7364532019704434,0.7364532019704434,0.7364532019704434
eap,pythia-70m,medium,draw_3,1.5,609,406,1324,0.45996978851963743,609,406,356,659,0.5402124430955993,0.8768472906403941,0.5845648604269293,0.7014778325123153
eap,pythia-70m,medium,draw_3,2.0,812,406,1324,0.6132930513595166,812,406,383,835,0.45868263473053894,0.9433497536945813,0.47167487684729065,0.6288998357963875
eap,pythia-70m,medium,draw_3,3.0,1218,406,1324,0.9199395770392749,1218,406,403,1221,0.33005733005733007,0.9926108374384236,0.3308702791461412,0.4963054187192118
eap,pythia-70m,medium,draw_3,5.0,1324,406,1324,1.0,1324,406,406,1324,0.3066465256797583,1.0,0.3066465256797583,0.46936416184971097
eap,pythia-70m,high,draw_3,0.1,43,431,1324,0.0324773413897281,43,431,42,432,0.09722222222222222,0.09744779582366589,0.9767441860465116,0.17721518987341772
eap,pythia-70m,high,draw_3,0.2,86,431,1324,0.0649546827794562,86,431,84,433,0.19399538106235567,0.19489559164733178,0.9767441860465116,0.32495164410058025
eap,pythia-70m,high,draw_3,0.3,129,431,1324,0.09743202416918428,129,431,124,436,0.28440366972477066,0.2877030162412993,0.9612403100775194,0.44285714285714284
eap,pythia-70m,high,draw_3,0.5,216,431,1324,0.16314199395770393,216,431,198,449,0.44097995545657015,0.4593967517401392,0.9166666666666666,0.6120556414219475
eap,pythia-70m,high,draw_3,0.75,323,431,1324,0.24395770392749244,323,431,266,488,0.5450819672131147,0.617169373549884,0.8235294117647058,0.7055702917771883
