model,layer,head,is_candidate,max_kcomp_prev
pythia-1b,13,6,False,0.027997702360153198
pythia-1b,13,7,False,0.029238106682896614
pythia-1b,14,0,False,0.027965860441327095
pythia-1b,14,1,False,0.02764042653143406
pythia-1b,14,2,False,0.03198942542076111
pythia-1b,14,3,False,0.027822010219097137
pythia-1b,14,4,False,0.02587965875864029
pythia-1b,14,5,False,0.028868811205029488
pythia-1b,14,6,True,0.028779176995158195
pythia-1b,14,7,False,0.027856118977069855
pythia-1b,15,0,False,0.02702842839062214
pythia-1b,15,1,False,0.027177052572369576
pythia-1b,15,2,False,0.025841642171144485
pythia-1b,15,3,False,0.0282148364931345
pythia-1b,15,4,False,0.02604508586227894
pythia-1b,15,5,False,0.025483977049589157
pythia-1b,15,6,False,0.028612546622753143
pythia-1b,15,7,False,0.028759323060512543
pythia-1.4b,1,0,False,0.02220577374100685
pythia-1.4b,1,1,False,0.02244419790804386
pythia-1.4b,1,2,False,0.022610463201999664
pythia-1.4b,1,3,False,0.022412512451410294
pythia-1.4b,1,4,False,0.02226041816174984
pythia-1.4b,1,5,False,0.02250784821808338
pythia-1.4b,1,6,False,0.022422483190894127
pythia-1.4b,1,7,False,0.022204574197530746
pythia-1.4b,1,8,False,0.02239975705742836
pythia-1.4b,1,9,False,0.022345812991261482
pythia-1.4b,1,10,False,0.022342130541801453
pythia-1.4b,1,11,False,0.022558797150850296
pythia-1.4b,1,12,False,0.022448714822530746
pythia-1.4b,1,13,False,0.02210884355008602
pythia-1.4b,1,14,False,0.0223209448158741
pythia-1.4b,1,15,False,0.022317668423056602
pythia-1.4b,2,0,False,0.038164444267749786
pythia-1.4b,2,1,False,0.031138349324464798
pythia-1.4b,2,2,False,0.029658664017915726
pythia-1.4b,2,3,False,0.031238043680787086
pythia-1.4b,2,4,False,0.028685038909316063
pythia-1.4b,2,5,False,0.034732386469841
pythia-1.4b,2,6,False,0.029762256890535355
pythia-1.4b,2,7,True,0.027350546792149544
pythia-1.4b,2,8,False,0.030480217188596725
pythia-1.4b,2,9,False,0.03004608303308487
pythia-1.4b,2,10,False,0.03225429356098175
pythia-1.4b,2,11,False,0.034847456961870193
pythia-1.4b,2,12,False,0.03133543208241463
pythia-1.4b,2,13,False,0.032289233058691025
pythia-1.4b,2,14,False,0.029562994837760925
pythia-1.4b,2,15,False,0.03545454889535904
pythia-1.4b,3,0,False,0.02612653747200966
pythia-1.4b,3,1,False,0.02643713913857937
pythia-1.4b,3,2,False,0.02896561101078987
pythia-1.4b,3,3,False,0.029620280489325523
pythia-1.4b,3,4,False,0.03293314576148987
pythia-1.4b,3,5,False,0.031502243131399155
pythia-1.4b,3,6,False,0.027507072314620018
pythia-1.4b,3,7,False,0.025693805888295174
pythia-1.4b,3,8,False,0.027444988489151
pythia-1.4b,3,9,False,0.030153779312968254
pythia-1.4b,3,10,False,0.03002311848104
pythia-1.4b,3,11,False,0.0314713791012764
pythia-1.4b,3,12,False,0.030701614916324615
pythia-1.4b,3,13,True,0.02764447033405304
pythia-1.4b,3,14,False,0.025374671444296837
pythia-1.4b,3,15,False,0.03123190812766552
pythia-1.4b,4,0,False,0.02429293654859066
pythia-1.4b,4,1,True,0.028310425579547882
pythia-1.4b,4,2,False,0.02703656628727913
pythia-1.4b,4,3,False,0.025498926639556885
pythia-1.4b,4,4,False,0.029017750173807144
pythia-1.4b,4,5,False,0.028441809117794037
pythia-1.4b,4,6,False,0.03141989931464195
pythia-1.4b,4,7,False,0.046434711664915085
pythia-1.4b,4,8,False,0.02764836885035038
pythia-1.4b,4,9,False,0.024873031303286552
pythia-1.4b,4,10,False,0.025799212977290154
pythia-1.4b,4,11,False,0.02463412657380104
pythia-1.4b,4,12,False,0.03153692185878754
pythia-1.4b,4,13,False,0.026624394580721855
pythia-1.4b,4,14,False,0.030705222859978676
pythia-1.4b,4,15,False,0.030512938275933266
pythia-1.4b,5,0,False,0.03436528891324997
pythia-1.4b,5,1,False,0.026508256793022156
pythia-1.4b,5,2,False,0.027623353525996208
pythia-1.4b,5,3,False,0.03700001910328865
pythia-1.4b,5,4,True,0.032095834612846375
pythia-1.4b,5,5,False,0.029051991179585457
pythia-1.4b,5,6,False,0.03538369759917259
pythia-1.4b,5,7,False,0.02536218985915184
pythia-1.4b,5,8,True,0.03106420300900936
pythia-1.4b,5,9,False,0.031328506767749786
pythia-1.4b,5,10,False,0.02679325081408024
pythia-1.4b,5,11,False,0.03764422982931137
pythia-1.4b,5,12,False,0.037936579436063766
pythia-1.4b,5,13,False,0.030164919793605804
pythia-1.4b,5,14,False,0.028729276731610298
pythia-1.4b,5,15,False,0.03250882774591446
pythia-1.4b,6,0,False,0.025795957073569298
pythia-1.4b,6,1,False,0.026004290208220482
pythia-1.4b,6,2,False,0.037710148841142654
pythia-1.4b,6,3,False,0.02601742558181286
pythia-1.4b,6,4,False,0.02674226462841034
pythia-1.4b,6,5,False,0.025625508278608322
pythia-1.4b,6,6,False,0.026376141235232353
pythia-1.4b,6,7,False,0.030002009123563766
pythia-1.4b,6,8,False,0.03328776732087135
pythia-1.4b,6,9,False,0.027622457593679428
pythia-1.4b,6,10,False,0.03525138273835182
pythia-1.4b,6,11,False,0.03375031054019928
pythia-1.4b,6,12,False,0.028554601594805717
pythia-1.4b,6,13,False,0.02834652177989483
pythia-1.4b,6,14,False,0.03098575584590435
pythia-1.4b,6,15,False,0.032094258815050125
pythia-1.4b,7,0,False,0.027849670499563217
pythia-1.4b,7,1,False,0.028858989477157593
pythia-1.4b,7,2,False,0.029712924733757973
pythia-1.4b,7,3,True,0.03570430725812912
pythia-1.4b,7,4,False,0.024341262876987457
pythia-1.4b,7,5,False,0.036765679717063904
pythia-1.4b,7,6,False,0.03558569774031639
pythia-1.4b,7,7,False,0.030256377533078194
pythia-1.4b,7,8,False,0.043599605560302734
pythia-1.4b,7,9,False,0.02512621320784092
pythia-1.4b,7,10,True,0.03259186074137688
pythia-1.4b,7,11,False,0.03496050462126732
pythia-1.4b,7,12,False,0.029830003157258034
pythia-1.4b,7,13,False,0.028049960732460022
pythia-1.4b,7,14,False,0.03615126013755798
pythia-1.4b,7,15,False,0.04055001586675644
pythia-1.4b,8,0,False,0.04098307341337204
pythia-1.4b,8,1,False,0.02999439835548401
pythia-1.4b,8,2,False,0.03446312993764877
pythia-1.4b,8,3,False,0.030584517866373062
pythia-1.4b,8,4,False,0.03431759774684906
pythia-1.4b,8,5,False,0.0404406376183033
pythia-1.4b,8,6,True,0.05120702087879181
pythia-1.4b,8,7,False,0.03259200230240822
pythia-1.4b,8,8,False,0.042425237596035004
pythia-1.4b,8,9,False,0.0349319726228714
pythia-1.4b,8,10,False,0.044064611196517944
pythia-1.4b,8,11,False,0.033501919358968735
pythia-1.4b,8,12,False,0.033526767045259476
pythia-1.4b,8,13,False,0.026964908465743065
pythia-1.4b,8,14,False,0.03466903418302536
pythia-1.4b,8,15,False,0.0368378572165966
pythia-1.4b,9,0,False,0.03207892179489136
pythia-1.4b,9,1,False,0.043233588337898254
pythia-1.4b,9,2,False,0.026904359459877014
pythia-1.4b,9,3,False,0.031876180320978165
pythia-1.4b,9,4,False,0.033204756677150726
pythia-1.4b,9,5,False,0.03329341113567352
pythia-1.4b,9,6,False,0.028001761063933372
pythia-1.4b,9,7,False,0.03971083089709282
pythia-1.4b,9,8,False,0.034188542515039444
pythia-1.4b,9,9,False,0.029838362708687782
pythia-1.4b,9,10,False,0.032742708921432495
pythia-1.4b,9,11,False,0.03329521417617798
pythia-1.4b,9,12,False,0.0335550494492054
pythia-1.4b,9,13,False,0.028038673102855682
pythia-1.4b,9,14,False,0.03190290927886963
pythia-1.4b,9,15,False,0.035969093441963196
pythia-1.4b,10,0,True,0.056106727570295334
pythia-1.4b,10,1,False,0.03445044904947281
pythia-1.4b,10,2,False,0.039353933185338974
pythia-1.4b,10,3,False,0.02864648774266243
pythia-1.4b,10,4,True,0.04191873222589493
pythia-1.4b,10,5,False,0.042082779109478
pythia-1.4b,10,6,False,0.025817537680268288
pythia-1.4b,10,7,False,0.03682654723525047
pythia-1.4b,10,8,True,0.03688393905758858
pythia-1.4b,10,9,True,0.04622485116124153
pythia-1.4b,10,10,False,0.030280280858278275
pythia-1.4b,10,11,False,0.034133683890104294
pythia-1.4b,10,12,False,0.02914922684431076
pythia-1.4b,10,13,False,0.03418800234794617
pythia-1.4b,10,14,False,0.032921381294727325
pythia-1.4b,10,15,False,0.0259068813174963
pythia-1.4b,11,0,False,0.027957331389188766
pythia-1.4b,11,1,False,0.03383616730570793
pythia-1.4b,11,2,False,0.04003299027681351
pythia-1.4b,11,3,False,0.03564503788948059
pythia-1.4b,11,4,False,0.030785758048295975
pythia-1.4b,11,5,False,0.030252687633037567
pythia-1.4b,11,6,False,0.04935060441493988
pythia-1.4b,11,7,False,0.03162035718560219
pythia-1.4b,11,8,True,0.03842703253030777
pythia-1.4b,11,9,False,0.03691080957651138
pythia-1.4b,11,10,False,0.03128671273589134
pythia-1.4b,11,11,False,0.04042300954461098
pythia-1.4b,11,12,False,0.036275070160627365
pythia-1.4b,11,13,False,0.029467277228832245
pythia-1.4b,11,14,False,0.03396405652165413
pythia-1.4b,11,15,False,0.032643385231494904
pythia-1.4b,12,0,False,0.03509756177663803
pythia-1.4b,12,1,False,0.03705717623233795
pythia-1.4b,12,2,False,0.030957773327827454
pythia-1.4b,12,3,False,0.02908429130911827
pythia-1.4b,12,4,False,0.02906278520822525
pythia-1.4b,12,5,False,0.03943528234958649
pythia-1.4b,12,6,False,0.03410835564136505
pythia-1.4b,12,7,True,0.04036499187350273
pythia-1.4b,12,8,False,0.03699406608939171
pythia-1.4b,12,9,False,0.02986016869544983
pythia-1.4b,12,10,False,0.02339916117489338
pythia-1.4b,12,11,True,0.037261854857206345
pythia-1.4b,12,12,False,0.03117312118411064
pythia-1.4b,12,13,False,0.027211973443627357
pythia-1.4b,12,14,False,0.02891675941646099
pythia-1.4b,12,15,False,0.040940821170806885
pythia-1.4b,13,0,False,0.03974028304219246
pythia-1.4b,13,1,True,0.03624444827437401
pythia-1.4b,13,2,False,0.036206312477588654
pythia-1.4b,13,3,False,0.03512426093220711
pythia-1.4b,13,4,False,0.0417761467397213
pythia-1.4b,13,5,False,0.03119133971631527
pythia-1.4b,13,6,False,0.0392134003341198
pythia-1.4b,13,7,False,0.03301674872636795
pythia-1.4b,13,8,False,0.03293637931346893
pythia-1.4b,13,9,False,0.03284706547856331
pythia-1.4b,13,10,False,0.03428954631090164
pythia-1.4b,13,11,False,0.03197570517659187
pythia-1.4b,13,12,False,0.027487728744745255
pythia-1.4b,13,13,False,0.034336306154727936
pythia-1.4b,13,14,False,0.027692651376128197
pythia-1.4b,13,15,True,0.04221572354435921
pythia-1.4b,14,0,False,0.03792337700724602
pythia-1.4b,14,1,False,0.03536561131477356
pythia-1.4b,14,2,False,0.027504518628120422
pythia-1.4b,14,3,False,0.04307987168431282
pythia-1.4b,14,4,False,0.03374806046485901
pythia-1.4b,14,5,False,0.031844425946474075
pythia-1.4b,14,6,False,0.040145691484212875
pythia-1.4b,14,7,False,0.027131762355566025
pythia-1.4b,14,8,False,0.03692593425512314
pythia-1.4b,14,9,False,0.037278153002262115
pythia-1.4b,14,10,False,0.030585050582885742
pythia-1.4b,14,11,True,0.03928568586707115
pythia-1.4b,14,12,False,0.0364103689789772
pythia-1.4b,14,13,False,0.030574845150113106
pythia-1.4b,14,14,False,0.0313948392868042
pythia-1.4b,14,15,False,0.026371803134679794
pythia-1.4b,15,0,False,0.02702195569872856
pythia-1.4b,15,1,True,0.038550812751054764
pythia-1.4b,15,2,False,0.026390710845589638
pythia-1.4b,15,3,True,0.038686636835336685
pythia-1.4b,15,4,False,0.031307268887758255
pythia-1.4b,15,5,False,0.03764235973358154
pythia-1.4b,15,6,False,0.03443996608257294
pythia-1.4b,15,7,False,0.02938000299036503
pythia-1.4b,15,8,False,0.025845805183053017
pythia-1.4b,15,9,True,0.04062453657388687
pythia-1.4b,15,10,False,0.034173447638750076
pythia-1.4b,15,11,False,0.04147188737988472
pythia-1.4b,15,12,False,0.029454857110977173
pythia-1.4b,15,13,False,0.02955843135714531
pythia-1.4b,15,14,False,0.035069357603788376
pythia-1.4b,15,15,False,0.03881962224841118
pythia-1.4b,16,0,True,0.03391646221280098
pythia-1.4b,16,1,False,0.027371402829885483
pythia-1.4b,16,2,False,0.03062315471470356
pythia-1.4b,16,3,False,0.036143429577350616
pythia-1.4b,16,4,True,0.03226146474480629
pythia-1.4b,16,5,False,0.0345127247273922
pythia-1.4b,16,6,False,0.03148782625794411
pythia-1.4b,16,7,False,0.030423235148191452
pythia-1.4b,16,8,False,0.04539424553513527
pythia-1.4b,16,9,False,0.03436100482940674
pythia-1.4b,16,10,False,0.03135913982987404
pythia-1.4b,16,11,False,0.03324076160788536
pythia-1.4b,16,12,False,0.032510098069906235
pythia-1.4b,16,13,False,0.03349661827087402
pythia-1.4b,16,14,False,0.03044208511710167
pythia-1.4b,16,15,False,0.02976289950311184
pythia-1.4b,17,0,False,0.03380169719457626
pythia-1.4b,17,1,False,0.03312395513057709
pythia-1.4b,17,2,False,0.04135778546333313
pythia-1.4b,17,3,False,0.034590817987918854
pythia-1.4b,17,4,False,0.03336213901638985
pythia-1.4b,17,5,False,0.03397783264517784
pythia-1.4b,17,6,False,0.025842752307653427
pythia-1.4b,17,7,False,0.034586284309625626
pythia-1.4b,17,8,False,0.03286610171198845
pythia-1.4b,17,9,False,0.033981483429670334
pythia-1.4b,17,10,False,0.035263027995824814
pythia-1.4b,17,11,False,0.035901591181755066
pythia-1.4b,17,12,False,0.03537828475236893
pythia-1.4b,17,13,False,0.03392345830798149
pythia-1.4b,17,14,False,0.03205294907093048
pythia-1.4b,17,15,False,0.03291485458612442
pythia-1.4b,18,0,False,0.03405170515179634
pythia-1.4b,18,1,False,0.03695076331496239
pythia-1.4b,18,2,False,0.033741295337677
pythia-1.4b,18,3,False,0.03372165933251381
pythia-1.4b,18,4,False,0.03127874433994293
pythia-1.4b,18,5,False,0.036084726452827454
pythia-1.4b,18,6,False,0.03265799582004547
pythia-1.4b,18,7,False,0.036956846714019775
pythia-1.4b,18,8,False,0.03241250291466713
pythia-1.4b,18,9,False,0.03579138591885567
pythia-1.4b,18,10,False,0.03469652310013771
pythia-1.4b,18,11,False,0.03428323194384575
pythia-1.4b,18,12,False,0.03425652161240578
pythia-1.4b,18,13,False,0.03646368160843849
pythia-1.4b,18,14,False,0.03639369085431099
pythia-1.4b,18,15,False,0.03403051942586899
pythia-1.4b,19,0,False,0.0344967357814312
pythia-1.4b,19,1,False,0.030748026445508003
pythia-1.4b,19,2,False,0.03460795804858208
pythia-1.4b,19,3,False,0.035864509642124176
pythia-1.4b,19,4,False,0.035380564630031586
pythia-1.4b,19,5,False,0.032579489052295685
pythia-1.4b,19,6,False,0.036110181361436844
pythia-1.4b,19,7,False,0.03549235314130783
pythia-1.4b,19,8,False,0.03671782836318016
pythia-1.4b,19,9,False,0.035891614854335785
pythia-1.4b,19,10,False,0.03294191136956215
pythia-1.4b,19,11,False,0.0334230437874794
pythia-1.4b,19,12,False,0.036179378628730774
pythia-1.4b,19,13,False,0.03886513039469719
pythia-1.4b,19,14,False,0.03596888855099678
pythia-1.4b,19,15,False,0.03673696145415306
pythia-1.4b,20,0,False,0.0390525683760643
pythia-1.4b,20,1,True,0.03781924769282341
pythia-1.4b,20,2,False,0.0401456393301487
pythia-1.4b,20,3,False,0.038600772619247437
pythia-1.4b,20,4,False,0.03817339614033699
pythia-1.4b,20,5,False,0.039177559316158295
pythia-1.4b,20,6,False,0.03845185413956642
pythia-1.4b,20,7,False,0.03895285725593567
pythia-1.4b,20,8,False,0.0377047061920166
pythia-1.4b,20,9,False,0.03642166405916214
pythia-1.4b,20,10,False,0.039026159793138504
pythia-1.4b,20,11,False,0.03909704461693764
pythia-1.4b,20,12,False,0.03920561075210571
pythia-1.4b,20,13,False,0.03810947388410568
pythia-1.4b,20,14,False,0.03917993605136871
pythia-1.4b,20,15,True,0.038307059556245804
pythia-1.4b,21,0,False,0.03856906667351723
pythia-1.4b,21,1,False,0.03984028473496437
pythia-1.4b,21,2,False,0.0386023186147213
pythia-1.4b,21,3,False,0.038278646767139435
pythia-1.4b,21,4,False,0.03853016719222069
pythia-1.4b,21,5,False,0.0380256287753582
pythia-1.4b,21,6,False,0.03921087831258774
pythia-1.4b,21,7,False,0.03905551880598068
pythia-1.4b,21,8,False,0.03917180374264717
pythia-1.4b,21,9,False,0.03962364420294762
pythia-1.4b,21,10,False,0.039481569081544876
pythia-1.4b,21,11,False,0.038019631057977676
pythia-1.4b,21,12,False,0.03899236395955086
pythia-1.4b,21,13,False,0.03911499306559563
pythia-1.4b,21,14,False,0.038047973066568375
pythia-1.4b,21,15,False,0.03951483964920044
pythia-1.4b,22,0,False,0.03980836272239685
pythia-1.4b,22,1,False,0.039297424256801605
pythia-1.4b,22,2,False,0.03961813822388649
pythia-1.4b,22,3,False,0.03983622416853905
pythia-1.4b,22,4,False,0.039228979498147964
pythia-1.4b,22,5,False,0.039071984589099884
pythia-1.4b,22,6,False,0.039118338376283646
pythia-1.4b,22,7,False,0.039666809141635895
pythia-1.4b,22,8,False,0.039842572063207626
pythia-1.4b,22,9,False,0.03978273645043373
pythia-1.4b,22,10,False,0.038762167096138
pythia-1.4b,22,11,False,0.039189595729112625
pythia-1.4b,22,12,False,0.03955155238509178
pythia-1.4b,22,13,False,0.040233831852674484
pythia-1.4b,22,14,False,0.03957713022828102
pythia-1.4b,22,15,False,0.03972909599542618
pythia-1.4b,23,0,False,0.037590134888887405
pythia-1.4b,23,1,False,0.03941300883889198
pythia-1.4b,23,2,False,0.03867434710264206
pythia-1.4b,23,3,False,0.03768991306424141
pythia-1.4b,23,4,False,0.03840823844075203
pythia-1.4b,23,5,False,0.03797603026032448
pythia-1.4b,23,6,False,0.03925318270921707
pythia-1.4b,23,7,False,0.03926952928304672
pythia-1.4b,23,8,False,0.03944043442606926
pythia-1.4b,23,9,False,0.03780227527022362
pythia-1.4b,23,10,False,0.03855159133672714
pythia-1.4b,23,11,False,0.038731176406145096
pythia-1.4b,23,12,False,0.03952668607234955
pythia-1.4b,23,13,False,0.03912917524576187
pythia-1.4b,23,14,False,0.03810597583651543
pythia-1.4b,23,15,False,0.038256652653217316
