model,train_band,draw,test_band,same_band,base_accuracy,base_top5_accuracy,base_top10_accuracy,base_mean_correct_prob,circuit_accuracy,circuit_top5_accuracy,circuit_top10_accuracy,circuit_mean_correct_prob,circuit_kl_div,train_rank,test_rank,freq_distance,retention_ratio
pythia-160m,very_high,draw_1,low,False,0.9244444444444444,0.9911111111111112,1.0,0.40664153397911124,0.8488888888888889,0.9688888888888889,0.9822222222222222,0.26185583864610334,0.40102314949035645,4.0,1.0,3.0,0.9182692307692308
pythia-160m,very_high,draw_1,medium,False,0.9555555555555556,1.0,1.0,0.45685618015627066,0.8755555555555555,0.9911111111111112,0.9911111111111112,0.34390228304442844,0.3401217758655548,4.0,2.0,2.0,0.9162790697674418
pythia-160m,very_high,draw_1,high,False,0.9688888888888889,0.9911111111111112,1.0,0.5052217386807832,0.9244444444444444,0.9911111111111112,0.9911111111111112,0.4361992286104295,0.2811031937599182,4.0,3.0,1.0,0.9541284403669724
pythia-160m,very_high,draw_1,very_high,True,0.9733333333333334,1.0,1.0,0.561537106529706,0.9644444444444444,1.0,1.0,0.5285146881805526,0.2621532678604126,4.0,4.0,0.0,0.9908675799086757
pythia-160m,very_high,draw_1,control,False,0.9866666666666667,1.0,1.0,0.5169803247186873,0.9288888888888889,0.9822222222222222,0.9955555555555555,0.46124971647229457,0.27319157123565674,4.0,,,0.9414414414414414
pythia-160m,very_high,draw_2,low,False,0.9333333333333333,0.9955555555555555,0.9955555555555555,0.41268987488932907,0.7733333333333333,0.9466666666666667,0.96,0.20546768113763797,0.5598598122596741,4.0,1.0,3.0,0.8285714285714285
pythia-160m,very_high,draw_2,medium,False,0.96,1.0,1.0,0.45761598655747043,0.8755555555555555,0.9866666666666667,0.9866666666666667,0.2981256407369963,0.40172454714775085,4.0,2.0,2.0,0.9120370370370371
pythia-160m,very_high,draw_2,high,False,0.96,1.0,1.0,0.5085489235073328,0.9333333333333333,1.0,1.0,0.3939524366748002,0.31064778566360474,4.0,3.0,1.0,0.9722222222222223
pythia-160m,very_high,draw_2,very_high,True,0.9688888888888889,1.0,1.0,0.5468449862052996,0.9377777777777778,0.9866666666666667,0.9955555555555555,0.48257948000139245,0.2730286121368408,4.0,4.0,0.0,0.9678899082568807
pythia-160m,very_high,draw_2,control,False,0.9733333333333334,1.0,1.0,0.5172031994991833,0.9288888888888889,0.9911111111111112,1.0,0.451619488162299,0.3123107850551605,4.0,,,0.9543378995433789
pythia-160m,very_high,draw_3,low,False,0.9288888888888889,0.9866666666666667,0.9955555555555555,0.4233712222861747,0.8755555555555555,0.9644444444444444,0.9777777777777777,0.23467178093967958,0.5231618881225586,4.0,1.0,3.0,0.9425837320574163
pythia-160m,very_high,draw_3,medium,False,0.9555555555555556,0.9822222222222222,0.9955555555555555,0.4583518081924154,0.9111111111111111,0.9777777777777777,0.9911111111111112,0.3477125416649505,0.34555184841156006,4.0,2.0,2.0,0.9534883720930232
pythia-160m,very_high,draw_3,high,False,0.9511111111111111,0.9955555555555555,0.9955555555555555,0.5074280625830094,0.9288888888888889,0.9866666666666667,0.9866666666666667,0.439323157156145,0.2734927833080292,4.0,3.0,1.0,0.9766355140186915
pythia-160m,very_high,draw_3,very_high,True,0.9644444444444444,1.0,1.0,0.5325090324671732,0.9511111111111111,0.9911111111111112,1.0,0.4780094781642159,0.3031104803085327,4.0,4.0,0.0,0.9861751152073733
pythia-160m,very_high,draw_3,control,False,0.9733333333333334,0.9955555555555555,1.0,0.5098680631423163,0.9333333333333333,0.9911111111111112,0.9955555555555555,0.4673499355206473,0.3225492835044861,4.0,,,0.958904109589041
pythia-160m,control,draw_1,low,False,0.9244444444444444,0.9911111111111112,1.0,0.40664153397911124,0.8488888888888889,0.9511111111111111,0.9688888888888889,0.220727533136184,0.4711052179336548,,1.0,,0.9182692307692308
pythia-160m,control,draw_1,medium,False,0.9555555555555556,1.0,1.0,0.45685618015627066,0.9066666666666666,0.9866666666666667,0.9955555555555555,0.3091332727567189,0.3656299114227295,,2.0,,0.9488372093023255
pythia-160m,control,draw_1,high,False,0.9688888888888889,0.9911111111111112,1.0,0.5052217386807832,0.9244444444444444,0.9911111111111112,0.9955555555555555,0.4102176194700102,0.3008713126182556,,3.0,,0.9541284403669724
pythia-160m,control,draw_1,very_high,False,0.9733333333333334,1.0,1.0,0.561537106529706,0.9511111111111111,1.0,1.0,0.4825063630027904,0.25875404477119446,,4.0,,0.9771689497716894
pythia-160m,control,draw_1,control,True,0.9866666666666667,1.0,1.0,0.5169803247186873,0.9244444444444444,0.9777777777777777,0.9911111111111112,0.43776240545428463,0.3004647493362427,,,,0.9369369369369369
pythia-160m,control,draw_2,low,False,0.9333333333333333,0.9955555555555555,0.9955555555555555,0.41268987488932907,0.8577777777777778,0.9644444444444444,0.9777777777777777,0.2768739974995454,0.4246428608894348,,1.0,,0.919047619047619
pythia-160m,control,draw_2,medium,False,0.96,1.0,1.0,0.45761598655747043,0.9111111111111111,0.9911111111111112,0.9911111111111112,0.3735138256485677,0.3228423595428467,,2.0,,0.9490740740740741
pythia-160m,control,draw_2,high,False,0.96,1.0,1.0,0.5085489235073328,0.92,1.0,1.0,0.45435325994673703,0.27913060784339905,,3.0,,0.9583333333333334
pythia-160m,control,draw_2,very_high,False,0.9688888888888889,1.0,1.0,0.5468449862052996,0.9333333333333333,0.9822222222222222,0.9822222222222222,0.48252718947310413,0.29664501547813416,,4.0,,0.963302752293578
pythia-160m,control,draw_2,control,True,0.9733333333333334,1.0,1.0,0.5172031994991833,0.9377777777777778,0.9911111111111112,0.9911111111111112,0.44803173474139635,0.290813684463501,,,,0.9634703196347032
pythia-160m,control,draw_3,low,False,0.9288888888888889,0.9866666666666667,0.9955555555555555,0.4233712222861747,0.8044444444444444,0.9511111111111111,0.9866666666666667,0.23411151573217162,0.4845660924911499,,1.0,,0.8660287081339713
pythia-160m,control,draw_3,medium,False,0.9555555555555556,0.9822222222222222,0.9955555555555555,0.4583518081924154,0.88,0.9688888888888889,0.9822222222222222,0.33364847286630217,0.34469515085220337,,2.0,,0.9209302325581395
pythia-160m,control,draw_3,high,False,0.9511111111111111,0.9955555555555555,0.9955555555555555,0.5074280625830094,0.9155555555555556,0.9911111111111112,0.9955555555555555,0.4306942024578651,0.2853373885154724,,3.0,,0.9626168224299065
pythia-160m,control,draw_3,very_high,False,0.9644444444444444,1.0,1.0,0.5325090324671732,0.9377777777777778,0.9733333333333334,1.0,0.4684694758678476,0.30353137850761414,,4.0,,0.9723502304147466
pythia-160m,control,draw_3,control,True,0.9733333333333334,0.9955555555555555,1.0,0.5098680631423163,0.9466666666666667,0.9866666666666667,0.9911111111111112,0.48977300831530657,0.2788732349872589,,,,0.9726027397260273
pythia-410m,low,draw_1,low,True,0.9777777777777777,1.0,1.0,0.5996535450716813,0.9377777777777778,0.9911111111111112,0.9955555555555555,0.4721582602838882,0.3796885013580322,1.0,1.0,0.0,0.9590909090909092
pythia-410m,low,draw_1,medium,False,0.9911111111111112,1.0,1.0,0.5878088428742356,0.9866666666666667,1.0,1.0,0.5532778907981184,0.29237109422683716,1.0,2.0,1.0,0.9955156950672646
pythia-410m,low,draw_1,high,False,0.9911111111111112,1.0,1.0,0.5613615916338232,0.9733333333333334,0.9911111111111112,0.9955555555555555,0.5427010250862481,0.3093549907207489,1.0,3.0,2.0,0.9820627802690582
pythia-410m,low,draw_1,very_high,False,0.9822222222222222,1.0,1.0,0.534307011100981,0.9511111111111111,0.9866666666666667,0.9911111111111112,0.45260703021531096,0.30293506383895874,1.0,4.0,3.0,0.9683257918552036
pythia-410m,low,draw_1,control,False,0.9911111111111112,1.0,1.0,0.509243270204299,0.9644444444444444,0.9955555555555555,0.9955555555555555,0.4628179808085163,0.31706854701042175,1.0,,,0.9730941704035874
pythia-410m,low,draw_2,low,True,0.9822222222222222,1.0,1.0,0.6482912620405356,0.9422222222222222,0.9822222222222222,0.9911111111111112,0.4742647956073698,0.45597875118255615,1.0,1.0,0.0,0.9592760180995474
pythia-410m,low,draw_2,medium,False,0.9777777777777777,0.9955555555555555,0.9955555555555555,0.5542496593420704,0.9733333333333334,0.9911111111111112,0.9955555555555555,0.5043408322830994,0.310555636882782,1.0,2.0,1.0,0.9954545454545456
pythia-410m,low,draw_2,high,False,0.9911111111111112,0.9955555555555555,0.9955555555555555,0.5678719812124554,0.9688888888888889,0.9911111111111112,0.9955555555555555,0.4581632866539682,0.2825756371021271,1.0,3.0,2.0,0.9775784753363228
pythia-410m,low,draw_2,very_high,False,0.9955555555555555,1.0,1.0,0.5137960833973355,0.9377777777777778,0.9822222222222222,0.9911111111111112,0.3900020476679007,0.308825820684433,1.0,4.0,3.0,0.9419642857142858
pythia-410m,low,draw_2,control,False,0.9911111111111112,1.0,1.0,0.5203929616842005,0.9511111111111111,1.0,1.0,0.43978237772153483,0.2948155403137207,1.0,,,0.9596412556053812
pythia-410m,low,draw_3,low,True,0.9866666666666667,1.0,1.0,0.6203534630189339,0.96,0.9955555555555555,0.9955555555555555,0.5591009835505651,0.3227486312389374,1.0,1.0,0.0,0.9729729729729729
pythia-410m,low,draw_3,medium,False,0.9911111111111112,1.0,1.0,0.5758409050934844,0.9688888888888889,0.9955555555555555,1.0,0.5400427158756389,0.28566280007362366,1.0,2.0,1.0,0.9775784753363228
pythia-410m,low,draw_3,high,False,0.9955555555555555,1.0,1.0,0.5632475663390425,0.9911111111111112,1.0,1.0,0.5638616442680359,0.2660886347293854,1.0,3.0,2.0,0.9955357142857144
pythia-410m,low,draw_3,very_high,False,0.9955555555555555,1.0,1.0,0.5304606971641381,0.9644444444444444,0.9955555555555555,0.9955555555555555,0.4951124887075275,0.2864709496498108,1.0,4.0,3.0,0.96875
pythia-410m,low,draw_3,control,False,0.9866666666666667,1.0,1.0,0.5480385847058561,0.9777777777777777,0.9955555555555555,0.9955555555555555,0.5191860659782671,0.2727389931678772,1.0,,,0.990990990990991
pythia-410m,medium,draw_1,low,False,0.9777777777777777,1.0,1.0,0.5996535450716813,0.9155555555555556,0.9733333333333334,0.9911111111111112,0.38567934003247906,0.5126569867134094,2.0,1.0,1.0,0.9363636363636364
pythia-410m,medium,draw_1,medium,True,0.9911111111111112,1.0,1.0,0.5878088428742356,0.9777777777777777,1.0,1.0,0.5176801496909724,0.2956857681274414,2.0,2.0,0.0,0.9865470852017937
pythia-410m,medium,draw_1,high,False,0.9911111111111112,1.0,1.0,0.5613615916338232,0.9733333333333334,0.9866666666666667,0.9955555555555555,0.5327757043018937,0.29757604002952576,2.0,3.0,1.0,0.9820627802690582
pythia-410m,medium,draw_1,very_high,False,0.9822222222222222,1.0,1.0,0.534307011100981,0.9555555555555556,0.9866666666666667,0.9955555555555555,0.4514516501314938,0.2978214621543884,2.0,4.0,2.0,0.9728506787330318
pythia-410m,medium,draw_1,control,False,0.9911111111111112,1.0,1.0,0.509243270204299,0.9555555555555556,0.9866666666666667,0.9955555555555555,0.4478545239402188,0.32016271352767944,2.0,,,0.9641255605381166
pythia-410m,medium,draw_2,low,False,0.9822222222222222,1.0,1.0,0.6482912620405356,0.9288888888888889,0.9866666666666667,1.0,0.4166543944945766,0.5119218230247498,2.0,1.0,1.0,0.9457013574660633
pythia-410m,medium,draw_2,medium,True,0.9777777777777777,0.9955555555555555,0.9955555555555555,0.5542496593420704,0.9822222222222222,0.9955555555555555,0.9955555555555555,0.4671750341014316,0.32284730672836304,2.0,2.0,0.0,1.0045454545454546
pythia-410m,medium,draw_2,high,False,0.9911111111111112,0.9955555555555555,0.9955555555555555,0.5678719812124554,0.9777777777777777,0.9911111111111112,0.9955555555555555,0.4769042836336626,0.2621423006057739,2.0,3.0,1.0,0.9865470852017937
pythia-410m,medium,draw_2,very_high,False,0.9955555555555555,1.0,1.0,0.5137960833973355,0.9466666666666667,0.9911111111111112,0.9955555555555555,0.4135080356606179,0.32172220945358276,2.0,4.0,2.0,0.9508928571428572
pythia-410m,medium,draw_2,control,False,0.9911111111111112,1.0,1.0,0.5203929616842005,0.9644444444444444,0.9911111111111112,0.9955555555555555,0.4359350895219379,0.3132719099521637,2.0,,,0.9730941704035874
pythia-410m,medium,draw_3,low,False,0.9866666666666667,1.0,1.0,0.6203534630189339,0.9555555555555556,1.0,1.0,0.4676636129617691,0.3745094835758209,2.0,1.0,1.0,0.9684684684684685
pythia-410m,medium,draw_3,medium,True,0.9911111111111112,1.0,1.0,0.5758409050934844,0.9644444444444444,0.9955555555555555,0.9955555555555555,0.4764425334479246,0.29268622398376465,2.0,2.0,0.0,0.9730941704035874
pythia-410m,medium,draw_3,high,False,0.9955555555555555,1.0,1.0,0.5632475663390425,0.9911111111111112,1.0,1.0,0.49624845906264253,0.2759475111961365,2.0,3.0,1.0,0.9955357142857144
pythia-410m,medium,draw_3,very_high,False,0.9955555555555555,1.0,1.0,0.5304606971641381,0.9466666666666667,0.9822222222222222,0.9911111111111112,0.4528380627185106,0.30585595965385437,2.0,4.0,2.0,0.9508928571428572
pythia-410m,medium,draw_3,control,False,0.9866666666666667,1.0,1.0,0.5480385847058561,0.9555555555555556,0.9955555555555555,0.9955555555555555,0.492017738269642,0.3094072639942169,2.0,,,0.9684684684684685
pythia-410m,high,draw_1,low,False,0.9777777777777777,1.0,1.0,0.5996535450716813,0.8977777777777778,0.9733333333333334,0.9822222222222222,0.34523305029543633,0.6178781390190125,3.0,1.0,2.0,0.9181818181818182
pythia-410m,high,draw_1,medium,False,0.9911111111111112,1.0,1.0,0.5878088428742356,0.9688888888888889,1.0,1.0,0.4726665608088175,0.37565723061561584,3.0,2.0,1.0,0.9775784753363228
pythia-410m,high,draw_1,high,True,0.9911111111111112,1.0,1.0,0.5613615916338232,0.9688888888888889,0.9955555555555555,0.9955555555555555,0.5084006221380292,0.31803828477859497,3.0,3.0,0.0,0.9775784753363228
pythia-410m,high,draw_1,very_high,False,0.9822222222222222,1.0,1.0,0.534307011100981,0.9466666666666667,0.9911111111111112,0.9955555555555555,0.4446016683946881,0.31792116165161133,3.0,4.0,1.0,0.9638009049773756
pythia-410m,high,draw_1,control,False,0.9911111111111112,1.0,1.0,0.509243270204299,0.9511111111111111,0.9955555555555555,0.9955555555555555,0.4488961977304684,0.3294990658760071,3.0,,,0.9596412556053812
pythia-410m,high,draw_2,low,False,0.9822222222222222,1.0,1.0,0.6482912620405356,0.9244444444444444,0.9866666666666667,0.9911111111111112,0.3729064399060897,0.5873337388038635,3.0,1.0,2.0,0.9411764705882353
pythia-410m,high,draw_2,medium,False,0.9777777777777777,0.9955555555555555,0.9955555555555555,0.5542496593420704,0.9733333333333334,0.9955555555555555,1.0,0.4508155711486729,0.3147773742675781,3.0,2.0,1.0,0.9954545454545456
pythia-410m,high,draw_2,high,True,0.9911111111111112,0.9955555555555555,0.9955555555555555,0.5678719812124554,0.9555555555555556,0.9866666666666667,0.9955555555555555,0.48652564466077214,0.22802148759365082,3.0,3.0,0.0,0.9641255605381166
pythia-410m,high,draw_2,very_high,False,0.9955555555555555,1.0,1.0,0.5137960833973355,0.9644444444444444,0.9911111111111112,0.9911111111111112,0.4658134695266684,0.2632336914539337,3.0,4.0,1.0,0.96875
pythia-410m,high,draw_2,control,False,0.9911111111111112,1.0,1.0,0.5203929616842005,0.96,0.9955555555555555,1.0,0.49782326964040596,0.2748456299304962,3.0,,,0.9686098654708519
pythia-410m,high,draw_3,low,False,0.9866666666666667,1.0,1.0,0.6203534630189339,0.9111111111111111,0.9866666666666667,0.9911111111111112,0.3652975345123559,0.6026239991188049,3.0,1.0,2.0,0.9234234234234234
pythia-410m,high,draw_3,medium,False,0.9911111111111112,1.0,1.0,0.5758409050934844,0.9555555555555556,0.9777777777777777,0.9866666666666667,0.40960205152837764,0.427922785282135,3.0,2.0,1.0,0.9641255605381166
pythia-410m,high,draw_3,high,True,0.9955555555555555,1.0,1.0,0.5632475663390425,0.9777777777777777,0.9955555555555555,1.0,0.46394302123950587,0.27852538228034973,3.0,3.0,0.0,0.9821428571428571
pythia-410m,high,draw_3,very_high,False,0.9955555555555555,1.0,1.0,0.5304606971641381,0.9466666666666667,0.9822222222222222,0.9911111111111112,0.41853059931865166,0.319825142621994,3.0,4.0,1.0,0.9508928571428572
pythia-410m,high,draw_3,control,False,0.9866666666666667,1.0,1.0,0.5480385847058561,0.9333333333333333,0.9955555555555555,0.9955555555555555,0.45595398992403513,0.3512479066848755,3.0,,,0.9459459459459459
pythia-410m,very_high,draw_1,low,False,0.9777777777777777,1.0,1.0,0.5996535450716813,0.8622222222222222,0.9511111111111111,0.9644444444444444,0.19574134045914332,1.0010298490524292,4.0,1.0,3.0,0.8818181818181818
pythia-410m,very_high,draw_1,medium,False,0.9911111111111112,1.0,1.0,0.5878088428742356,0.9688888888888889,0.9955555555555555,1.0,0.31366041781173815,0.5255745053291321,4.0,2.0,2.0,0.9775784753363228
pythia-410m,very_high,draw_1,high,False,0.9911111111111112,1.0,1.0,0.5613615916338232,0.96,0.9955555555555555,0.9955555555555555,0.4184037890370625,0.36172547936439514,4.0,3.0,1.0,0.9686098654708519
pythia-410m,very_high,draw_1,very_high,True,0.9822222222222222,1.0,1.0,0.534307011100981,0.9555555555555556,0.9866666666666667,0.9955555555555555,0.4272918336672915,0.320374459028244,4.0,4.0,0.0,0.9728506787330318
pythia-410m,very_high,draw_1,control,False,0.9911111111111112,1.0,1.0,0.509243270204299,0.9466666666666667,0.9911111111111112,0.9955555555555555,0.3886103360660167,0.36120307445526123,4.0,,,0.9551569506726457
pythia-410m,very_high,draw_2,low,False,0.9822222222222222,1.0,1.0,0.6482912620405356,0.8933333333333333,0.9688888888888889,0.9733333333333334,0.20946084815879457,1.1044620275497437,4.0,1.0,3.0,0.9095022624434389
pythia-410m,very_high,draw_2,medium,False,0.9777777777777777,0.9955555555555555,0.9955555555555555,0.5542496593420704,0.9333333333333333,0.9911111111111112,1.0,0.29794288270485897,0.5907689332962036,4.0,2.0,2.0,0.9545454545454546
pythia-410m,very_high,draw_2,high,False,0.9911111111111112,0.9955555555555555,0.9955555555555555,0.5678719812124554,0.9644444444444444,0.9955555555555555,0.9955555555555555,0.41003724890049653,0.3552509546279907,4.0,3.0,1.0,0.9730941704035874
pythia-410m,very_high,draw_2,very_high,True,0.9955555555555555,1.0,1.0,0.5137960833973355,0.9555555555555556,0.9866666666666667,1.0,0.43864552484411334,0.31945592164993286,4.0,4.0,0.0,0.9598214285714286
pythia-410m,very_high,draw_2,control,False,0.9911111111111112,1.0,1.0,0.5203929616842005,0.9644444444444444,0.9911111111111112,1.0,0.43580050981914004,0.31845995783805847,4.0,,,0.9730941704035874
pythia-410m,very_high,draw_3,low,False,0.9866666666666667,1.0,1.0,0.6203534630189339,0.8355555555555556,0.9644444444444444,0.9822222222222222,0.2382485749466448,1.0008708238601685,4.0,1.0,3.0,0.8468468468468469
pythia-410m,very_high,draw_3,medium,False,0.9911111111111112,1.0,1.0,0.5758409050934844,0.8844444444444445,0.9644444444444444,0.9866666666666667,0.28028505795712894,0.7093549966812134,4.0,2.0,2.0,0.8923766816143498
pythia-410m,very_high,draw_3,high,False,0.9955555555555555,1.0,1.0,0.5632475663390425,0.9822222222222222,0.9955555555555555,0.9955555555555555,0.37528966932454044,0.3911881744861603,4.0,3.0,1.0,0.9866071428571429
pythia-410m,very_high,draw_3,very_high,True,0.9955555555555555,1.0,1.0,0.5304606971641381,0.9777777777777777,0.9911111111111112,0.9911111111111112,0.41891250318123235,0.31623929738998413,4.0,4.0,0.0,0.9821428571428571
pythia-410m,very_high,draw_3,control,False,0.9866666666666667,1.0,1.0,0.5480385847058561,0.9822222222222222,0.9955555555555555,0.9955555555555555,0.4261645578582668,0.36083853244781494,4.0,,,0.9954954954954954
pythia-410m,control,draw_1,low,False,0.9777777777777777,1.0,1.0,0.5996535450716813,0.8711111111111111,0.96,0.9688888888888889,0.23206069764306045,0.8693108558654785,,1.0,,0.8909090909090909
pythia-410m,control,draw_1,medium,False,0.9911111111111112,1.0,1.0,0.5878088428742356,0.9644444444444444,0.9955555555555555,1.0,0.3758049177709553,0.4344498813152313,,2.0,,0.9730941704035874
pythia-410m,control,draw_1,high,False,0.9911111111111112,1.0,1.0,0.5613615916338232,0.9688888888888889,0.9955555555555555,0.9955555555555555,0.47564909221242285,0.31278499960899353,,3.0,,0.9775784753363228
pythia-410m,control,draw_1,very_high,False,0.9822222222222222,1.0,1.0,0.534307011100981,0.9555555555555556,0.9822222222222222,0.9866666666666667,0.452118925351234,0.31436482071876526,,4.0,,0.9728506787330318
pythia-410m,control,draw_1,control,True,0.9911111111111112,1.0,1.0,0.509243270204299,0.9644444444444444,0.9955555555555555,1.0,0.40945577109232545,0.3211907148361206,,,,0.9730941704035874
pythia-410m,control,draw_2,low,False,0.9822222222222222,1.0,1.0,0.6482912620405356,0.8977777777777778,0.9777777777777777,0.9911111111111112,0.2583451132238325,0.9265515208244324,,1.0,,0.9140271493212669
pythia-410m,control,draw_2,medium,False,0.9777777777777777,0.9955555555555555,0.9955555555555555,0.5542496593420704,0.9511111111111111,0.9955555555555555,1.0,0.35437888236302467,0.45772233605384827,,2.0,,0.9727272727272728
pythia-410m,control,draw_2,high,False,0.9911111111111112,0.9955555555555555,0.9955555555555555,0.5678719812124554,0.9555555555555556,0.9866666666666667,0.9911111111111112,0.3978358585992828,0.3814183175563812,,3.0,,0.9641255605381166
pythia-410m,control,draw_2,very_high,False,0.9955555555555555,1.0,1.0,0.5137960833973355,0.9466666666666667,0.9866666666666667,0.9911111111111112,0.381336951268216,0.3295454680919647,,4.0,,0.9508928571428572
pythia-410m,control,draw_2,control,True,0.9911111111111112,1.0,1.0,0.5203929616842005,0.9644444444444444,0.9955555555555555,0.9955555555555555,0.4164749483940088,0.33078327775001526,,,,0.9730941704035874
pythia-410m,control,draw_3,low,False,0.9866666666666667,1.0,1.0,0.6203534630189339,0.9244444444444444,0.9733333333333334,0.9822222222222222,0.27434380158031774,0.8082091212272644,,1.0,,0.9369369369369369
pythia-410m,control,draw_3,medium,False,0.9911111111111112,1.0,1.0,0.5758409050934844,0.9377777777777778,0.9955555555555555,0.9955555555555555,0.3344440923931284,0.49360391497612,,2.0,,0.9461883408071748
pythia-410m,control,draw_3,high,False,0.9955555555555555,1.0,1.0,0.5632475663390425,0.9777777777777777,1.0,1.0,0.43013370431131787,0.3248836398124695,,3.0,,0.9821428571428571
pythia-410m,control,draw_3,very_high,False,0.9955555555555555,1.0,1.0,0.5304606971641381,0.9511111111111111,0.9955555555555555,0.9955555555555555,0.4330695729428488,0.28976449370384216,,4.0,,0.9553571428571429
pythia-410m,control,draw_3,control,True,0.9866666666666667,1.0,1.0,0.5480385847058561,0.9777777777777777,0.9911111111111112,0.9955555555555555,0.46962013725657015,0.2991999685764313,,,,0.990990990990991
pythia-1b,low,draw_1,low,True,0.9733333333333334,0.9911111111111112,1.0,0.6486520578339696,0.8577777777777778,0.9733333333333334,0.9733333333333334,0.4549414214315928,0.6977086067199707,1.0,1.0,0.0,0.8812785388127853
pythia-1b,low,draw_1,medium,False,0.9955555555555555,0.9955555555555555,0.9955555555555555,0.7119618662158609,0.9377777777777778,0.9822222222222222,0.9866666666666667,0.5959604147288742,0.5251172184944153,1.0,2.0,1.0,0.9419642857142858
pythia-1b,low,draw_1,high,False,0.9822222222222222,1.0,1.0,0.6321504560361306,0.9244444444444444,0.9866666666666667,0.9866666666666667,0.5915294886760724,0.5903612971305847,1.0,3.0,2.0,0.9411764705882353
pythia-1b,low,draw_1,very_high,False,0.9866666666666667,1.0,1.0,0.5815671476225058,0.9066666666666666,0.9777777777777777,0.9955555555555555,0.5191178572695289,0.5799968838691711,1.0,4.0,3.0,0.9189189189189189
pythia-1b,low,draw_1,control,False,0.9866666666666667,1.0,1.0,0.6104180916895469,0.9155555555555556,0.9866666666666667,0.9866666666666667,0.5014752966951993,0.6340110898017883,1.0,,,0.9279279279279279
pythia-1b,low,draw_2,low,True,0.9777777777777777,0.9911111111111112,0.9955555555555555,0.6964178396290582,0.9377777777777778,0.9911111111111112,0.9911111111111112,0.5660179208369098,0.5552815794944763,1.0,1.0,0.0,0.9590909090909092
pythia-1b,low,draw_2,medium,False,0.9777777777777777,1.0,1.0,0.6889884225403269,0.9511111111111111,0.9866666666666667,0.9955555555555555,0.6242852493561805,0.46412068605422974,1.0,2.0,1.0,0.9727272727272728
pythia-1b,low,draw_2,high,False,1.0,1.0,1.0,0.6756125281751156,0.9466666666666667,0.9866666666666667,0.9911111111111112,0.5766844930466161,0.486392617225647,1.0,3.0,2.0,0.9466666666666667
pythia-1b,low,draw_2,very_high,False,0.9911111111111112,1.0,1.0,0.6167628332641389,0.9066666666666666,0.9866666666666667,0.9911111111111112,0.448564174088339,0.5468037724494934,1.0,4.0,3.0,0.9147982062780268
pythia-1b,low,draw_2,control,False,0.9955555555555555,1.0,1.0,0.6253951636287901,0.92,0.9777777777777777,0.9866666666666667,0.5221434607835383,0.5219163298606873,1.0,,,0.9241071428571429
pythia-1b,low,draw_3,low,True,0.9777777777777777,0.9911111111111112,1.0,0.6642585176891751,0.92,0.9866666666666667,0.9911111111111112,0.5748797462160473,0.6099830865859985,1.0,1.0,0.0,0.940909090909091
pythia-1b,low,draw_3,medium,False,0.9955555555555555,1.0,1.0,0.6768700501653884,0.9333333333333333,0.9866666666666667,0.9911111111111112,0.6056122253473021,0.5534865260124207,1.0,2.0,1.0,0.9375
pythia-1b,low,draw_3,high,False,0.9866666666666667,0.9955555555555555,1.0,0.6723688594996929,0.96,0.9955555555555555,0.9955555555555555,0.6415773346606228,0.5076249241828918,1.0,3.0,2.0,0.9729729729729729
pythia-1b,low,draw_3,very_high,False,0.9955555555555555,1.0,1.0,0.5803758086305526,0.9111111111111111,0.9911111111111112,0.9955555555555555,0.49502087351762586,0.6271336674690247,1.0,4.0,3.0,0.9151785714285714
pythia-1b,low,draw_3,control,False,0.9866666666666667,1.0,1.0,0.6365445213350984,0.9511111111111111,0.9911111111111112,0.9911111111111112,0.560341221133454,0.5633398294448853,1.0,,,0.963963963963964
pythia-1b,medium,draw_1,low,False,0.9733333333333334,0.9911111111111112,1.0,0.6486520578339696,0.9111111111111111,0.9911111111111112,0.9911111111111112,0.45168538165899613,0.549806535243988,2.0,1.0,1.0,0.9360730593607305
pythia-1b,medium,draw_1,medium,True,0.9955555555555555,0.9955555555555555,0.9955555555555555,0.7119618662158609,0.9466666666666667,0.9866666666666667,0.9911111111111112,0.5310646339873266,0.5399011373519897,2.0,2.0,0.0,0.9508928571428572
pythia-1b,medium,draw_1,high,False,0.9822222222222222,1.0,1.0,0.6321504560361306,0.9288888888888889,0.9777777777777777,0.9866666666666667,0.5089251187024638,0.5128744840621948,2.0,3.0,1.0,0.9457013574660633
pythia-1b,medium,draw_1,very_high,False,0.9866666666666667,1.0,1.0,0.5815671476225058,0.9155555555555556,0.9688888888888889,0.9822222222222222,0.46334016537500755,0.5539860725402832,2.0,4.0,2.0,0.9279279279279279
pythia-1b,medium,draw_1,control,False,0.9866666666666667,1.0,1.0,0.6104180916895469,0.9288888888888889,0.9777777777777777,0.9866666666666667,0.4749448693046967,0.544260561466217,2.0,,,0.9414414414414414
pythia-1b,medium,draw_2,low,False,0.9777777777777777,0.9911111111111112,0.9955555555555555,0.6964178396290582,0.9066666666666666,0.9733333333333334,0.9777777777777777,0.4359035830330362,0.7336370348930359,2.0,1.0,1.0,0.9272727272727272
pythia-1b,medium,draw_2,medium,True,0.9777777777777777,1.0,1.0,0.6889884225403269,0.9288888888888889,0.9911111111111112,0.9955555555555555,0.5734435796209921,0.5246813893318176,2.0,2.0,0.0,0.9500000000000001
