node,node_type,layer,in_degree,out_degree,total_degree,model,band,draw
A18.3,attn,18,0,2,2,pythia-410m,low,draw_1
A18.5,attn,18,2,3,5,pythia-410m,low,draw_1
A18.11,attn,18,26,6,32,pythia-410m,low,draw_1
A18.13,attn,18,7,2,9,pythia-410m,low,draw_1
A18.15,attn,18,5,2,7,pythia-410m,low,draw_1
A19.2,attn,19,13,3,16,pythia-410m,low,draw_1
A19.3,attn,19,1,2,3,pythia-410m,low,draw_1
A19.4,attn,19,7,3,10,pythia-410m,low,draw_1
A19.5,attn,19,4,4,8,pythia-410m,low,draw_1
A19.6,attn,19,4,1,5,pythia-410m,low,draw_1
A19.7,attn,19,16,2,18,pythia-410m,low,draw_1
A19.8,attn,19,5,3,8,pythia-410m,low,draw_1
A19.9,attn,19,17,4,21,pythia-410m,low,draw_1
A19.10,attn,19,1,3,4,pythia-410m,low,draw_1
A19.11,attn,19,3,4,7,pythia-410m,low,draw_1
A19.12,attn,19,7,3,10,pythia-410m,low,draw_1
A19.15,attn,19,50,5,55,pythia-410m,low,draw_1
A20.1,attn,20,5,1,6,pythia-410m,low,draw_1
A20.2,attn,20,15,1,16,pythia-410m,low,draw_1
A20.4,attn,20,3,1,4,pythia-410m,low,draw_1
A20.6,attn,20,3,4,7,pythia-410m,low,draw_1
A20.7,attn,20,1,1,2,pythia-410m,low,draw_1
A20.13,attn,20,4,1,5,pythia-410m,low,draw_1
A20.14,attn,20,2,4,6,pythia-410m,low,draw_1
A20.15,attn,20,5,1,6,pythia-410m,low,draw_1
M20,mlp,20,74,11,85,pythia-410m,low,draw_1
A21.0,attn,21,0,1,1,pythia-410m,low,draw_1
A21.1,attn,21,4,1,5,pythia-410m,low,draw_1
A21.2,attn,21,3,3,6,pythia-410m,low,draw_1
A21.4,attn,21,9,2,11,pythia-410m,low,draw_1
A21.5,attn,21,0,1,1,pythia-410m,low,draw_1
A21.6,attn,21,1,2,3,pythia-410m,low,draw_1
A21.7,attn,21,24,1,25,pythia-410m,low,draw_1
A21.11,attn,21,0,2,2,pythia-410m,low,draw_1
A21.12,attn,21,5,3,8,pythia-410m,low,draw_1
A21.13,attn,21,2,2,4,pythia-410m,low,draw_1
A21.14,attn,21,6,1,7,pythia-410m,low,draw_1
M21,mlp,21,93,5,98,pythia-410m,low,draw_1
A22.2,attn,22,17,2,19,pythia-410m,low,draw_1
A22.3,attn,22,3,2,5,pythia-410m,low,draw_1
A22.6,attn,22,20,2,22,pythia-410m,low,draw_1
A22.8,attn,22,1,1,2,pythia-410m,low,draw_1
A22.10,attn,22,0,1,1,pythia-410m,low,draw_1
A22.11,attn,22,22,2,24,pythia-410m,low,draw_1
A22.15,attn,22,1,1,2,pythia-410m,low,draw_1
M22,mlp,22,132,3,135,pythia-410m,low,draw_1
A23.0,attn,23,0,1,1,pythia-410m,low,draw_1
A23.1,attn,23,0,1,1,pythia-410m,low,draw_1
A23.8,attn,23,0,1,1,pythia-410m,low,draw_1
A23.11,attn,23,1,1,2,pythia-410m,low,draw_1
A23.12,attn,23,5,1,6,pythia-410m,low,draw_1
A23.13,attn,23,1,1,2,pythia-410m,low,draw_1
A23.14,attn,23,0,1,1,pythia-410m,low,draw_1
A23.15,attn,23,0,1,1,pythia-410m,low,draw_1
M23,mlp,23,179,1,180,pythia-410m,low,draw_1
A9.2,attn,9,0,3,3,pythia-410m,low,draw_1
A0.4,attn,0,1,3,4,pythia-410m,low,draw_1
A0.10,attn,0,1,2,3,pythia-410m,low,draw_1
A0.12,attn,0,1,2,3,pythia-410m,low,draw_1
A17.0,attn,17,0,1,1,pythia-410m,low,draw_1
A2.8,attn,2,2,2,4,pythia-410m,low,draw_1
A2.11,attn,2,0,1,1,pythia-410m,low,draw_1
A1.4,attn,1,2,8,10,pythia-410m,low,draw_1
A2.15,attn,2,2,2,4,pythia-410m,low,draw_1
A19.1,attn,19,2,1,3,pythia-410m,low,draw_1
A19.14,attn,19,1,1,2,pythia-410m,low,draw_1
A3.4,attn,3,0,1,1,pythia-410m,low,draw_1
A4.15,attn,4,2,3,5,pythia-410m,low,draw_1
A5.6,attn,5,0,2,2,pythia-410m,low,draw_1
A6.2,attn,6,0,2,2,pythia-410m,low,draw_1
A7.11,attn,7,1,1,2,pythia-410m,low,draw_1
A5.14,attn,5,0,1,1,pythia-410m,low,draw_1
A6.1,attn,6,0,1,1,pythia-410m,low,draw_1
A6.10,attn,6,0,5,5,pythia-410m,low,draw_1
A4.0,attn,4,1,6,7,pythia-410m,low,draw_1
A7.15,attn,7,0,1,1,pythia-410m,low,draw_1
A12.15,attn,12,0,1,1,pythia-410m,low,draw_1
A1.5,attn,1,1,1,2,pythia-410m,low,draw_1
A1.9,attn,1,0,1,1,pythia-410m,low,draw_1
A4.8,attn,4,1,2,3,pythia-410m,low,draw_1
A4.13,attn,4,2,1,3,pythia-410m,low,draw_1
A1.7,attn,1,4,1,5,pythia-410m,low,draw_1
A2.4,attn,2,0,1,1,pythia-410m,low,draw_1
A4.11,attn,4,0,1,1,pythia-410m,low,draw_1
A4.10,attn,4,0,1,1,pythia-410m,low,draw_1
A3.6,attn,3,0,1,1,pythia-410m,low,draw_1
A13.10,attn,13,0,1,1,pythia-410m,low,draw_1
A21.10,attn,21,0,1,1,pythia-410m,low,draw_1
embed,embed,-1,0,12,12,pythia-410m,low,draw_2
M0,mlp,0,1,133,134,pythia-410m,low,draw_2
A0.0,attn,0,1,17,18,pythia-410m,low,draw_2
M16,mlp,16,94,19,113,pythia-410m,low,draw_2
A1.3,attn,1,0,5,5,pythia-410m,low,draw_2
A1.6,attn,1,0,5,5,pythia-410m,low,draw_2
A1.10,attn,1,1,8,9,pythia-410m,low,draw_2
M1,mlp,1,5,47,52,pythia-410m,low,draw_2
A2.7,attn,2,0,5,5,pythia-410m,low,draw_2
M2,mlp,2,13,62,75,pythia-410m,low,draw_2
A3.7,attn,3,1,9,10,pythia-410m,low,draw_2
A3.12,attn,3,2,5,7,pythia-410m,low,draw_2
M3,mlp,3,11,70,81,pythia-410m,low,draw_2
A4.9,attn,4,2,11,13,pythia-410m,low,draw_2
M4,mlp,4,13,81,94,pythia-410m,low,draw_2
A5.1,attn,5,0,9,9,pythia-410m,low,draw_2
A5.2,attn,5,7,45,52,pythia-410m,low,draw_2
A5.9,attn,5,2,30,32,pythia-410m,low,draw_2
M5,mlp,5,16,90,106,pythia-410m,low,draw_2
A6.0,attn,6,11,64,75,pythia-410m,low,draw_2
A6.3,attn,6,5,47,52,pythia-410m,low,draw_2
A6.10,attn,6,1,6,7,pythia-410m,low,draw_2
A6.12,attn,6,1,4,5,pythia-410m,low,draw_2
A6.13,attn,6,5,24,29,pythia-410m,low,draw_2
M6,mlp,6,22,52,74,pythia-410m,low,draw_2
A7.0,attn,7,11,24,35,pythia-410m,low,draw_2
A7.1,attn,7,15,97,112,pythia-410m,low,draw_2
A7.2,attn,7,4,32,36,pythia-410m,low,draw_2
A7.3,attn,7,0,7,7,pythia-410m,low,draw_2
A7.7,attn,7,8,16,24,pythia-410m,low,draw_2
A7.8,attn,7,29,88,117,pythia-410m,low,draw_2
A7.12,attn,7,0,2,2,pythia-410m,low,draw_2
A7.13,attn,7,2,10,12,pythia-410m,low,draw_2
M7,mlp,7,29,61,90,pythia-410m,low,draw_2
A8.2,attn,8,7,32,39,pythia-410m,low,draw_2
A8.4,attn,8,4,9,13,pythia-410m,low,draw_2
A8.9,attn,8,12,47,59,pythia-410m,low,draw_2
A8.10,attn,8,6,8,14,pythia-410m,low,draw_2
A8.11,attn,8,6,15,21,pythia-410m,low,draw_2
A8.12,attn,8,6,24,30,pythia-410m,low,draw_2
A8.13,attn,8,11,80,91,pythia-410m,low,draw_2
A8.14,attn,8,4,18,22,pythia-410m,low,draw_2
A8.15,attn,8,9,38,47,pythia-410m,low,draw_2
M8,mlp,8,29,63,92,pythia-410m,low,draw_2
A9.1,attn,9,24,45,69,pythia-410m,low,draw_2
A9.4,attn,9,30,50,80,pythia-410m,low,draw_2
A9.5,attn,9,16,37,53,pythia-410m,low,draw_2
A9.6,attn,9,8,19,27,pythia-410m,low,draw_2
A9.8,attn,9,2,19,21,pythia-410m,low,draw_2
A9.9,attn,9,14,31,45,pythia-410m,low,draw_2
A9.12,attn,9,3,4,7,pythia-410m,low,draw_2
A9.13,attn,9,13,32,45,pythia-410m,low,draw_2
A9.15,attn,9,1,7,8,pythia-410m,low,draw_2
M9,mlp,9,46,49,95,pythia-410m,low,draw_2
A10.0,attn,10,26,48,74,pythia-410m,low,draw_2
A10.1,attn,10,8,9,17,pythia-410m,low,draw_2
A10.3,attn,10,36,48,84,pythia-410m,low,draw_2
A10.4,attn,10,8,11,19,pythia-410m,low,draw_2
A10.5,attn,10,6,14,20,pythia-410m,low,draw_2
A10.7,attn,10,11,13,24,pythia-410m,low,draw_2
A10.8,attn,10,1,4,5,pythia-410m,low,draw_2
A10.9,attn,10,16,42,58,pythia-410m,low,draw_2
A10.10,attn,10,19,25,44,pythia-410m,low,draw_2
A10.12,attn,10,19,37,56,pythia-410m,low,draw_2
A10.13,attn,10,16,15,31,pythia-410m,low,draw_2
M10,mlp,10,50,49,99,pythia-410m,low,draw_2
A11.1,attn,11,45,37,82,pythia-410m,low,draw_2
A11.2,attn,11,26,49,75,pythia-410m,low,draw_2
A11.4,attn,11,13,8,21,pythia-410m,low,draw_2
A11.6,attn,11,38,47,85,pythia-410m,low,draw_2
A11.9,attn,11,2,5,7,pythia-410m,low,draw_2
A11.14,attn,11,45,67,112,pythia-410m,low,draw_2
A11.15,attn,11,23,13,36,pythia-410m,low,draw_2
M11,mlp,11,63,47,110,pythia-410m,low,draw_2
A12.0,attn,12,23,12,35,pythia-410m,low,draw_2
A12.1,attn,12,6,9,15,pythia-410m,low,draw_2
A12.4,attn,12,2,13,15,pythia-410m,low,draw_2
A12.5,attn,12,36,14,50,pythia-410m,low,draw_2
A12.7,attn,12,38,7,45,pythia-410m,low,draw_2
A12.10,attn,12,6,5,11,pythia-410m,low,draw_2
A12.13,attn,12,71,24,95,pythia-410m,low,draw_2
M12,mlp,12,64,39,103,pythia-410m,low,draw_2
A13.0,attn,13,61,46,107,pythia-410m,low,draw_2
A13.5,attn,13,5,14,19,pythia-410m,low,draw_2
A13.14,attn,13,6,9,15,pythia-410m,low,draw_2
M13,mlp,13,86,37,123,pythia-410m,low,draw_2
A14.0,attn,14,13,15,28,pythia-410m,low,draw_2
A14.2,attn,14,36,13,49,pythia-410m,low,draw_2
M14,mlp,14,55,37,92,pythia-410m,low,draw_2
A15.1,attn,15,1,3,4,pythia-410m,low,draw_2
A15.4,attn,15,15,9,24,pythia-410m,low,draw_2
A15.6,attn,15,21,9,30,pythia-410m,low,draw_2
A15.8,attn,15,5,6,11,pythia-410m,low,draw_2
A15.11,attn,15,22,21,43,pythia-410m,low,draw_2
A15.12,attn,15,4,2,6,pythia-410m,low,draw_2
M15,mlp,15,70,30,100,pythia-410m,low,draw_2
A0.5,attn,0,1,21,22,pythia-410m,low,draw_2
A0.11,attn,0,0,3,3,pythia-410m,low,draw_2
A1.11,attn,1,1,9,10,pythia-410m,low,draw_2
A2.10,attn,2,3,19,22,pythia-410m,low,draw_2
A5.3,attn,5,2,13,15,pythia-410m,low,draw_2
A5.4,attn,5,1,9,10,pythia-410m,low,draw_2
A6.9,attn,6,1,5,6,pythia-410m,low,draw_2
A6.15,attn,6,2,11,13,pythia-410m,low,draw_2
A4.0,attn,4,1,5,6,pythia-410m,low,draw_2
A4.6,attn,4,1,6,7,pythia-410m,low,draw_2
A4.14,attn,4,2,8,10,pythia-410m,low,draw_2
A4.15,attn,4,2,5,7,pythia-410m,low,draw_2
M18,mlp,18,90,20,110,pythia-410m,low,draw_2
A0.14,attn,0,1,20,21,pythia-410m,low,draw_2
A1.12,attn,1,1,2,3,pythia-410m,low,draw_2
A5.5,attn,5,2,12,14,pythia-410m,low,draw_2
A7.9,attn,7,3,14,17,pythia-410m,low,draw_2
A7.10,attn,7,4,11,15,pythia-410m,low,draw_2
A7.14,attn,7,0,6,6,pythia-410m,low,draw_2
A8.0,attn,8,4,43,47,pythia-410m,low,draw_2
A8.1,attn,8,9,11,20,pythia-410m,low,draw_2
A8.3,attn,8,2,9,11,pythia-410m,low,draw_2
A8.6,attn,8,10,47,57,pythia-410m,low,draw_2
A8.7,attn,8,9,24,33,pythia-410m,low,draw_2
A10.15,attn,10,4,8,12,pythia-410m,low,draw_2
A11.8,attn,11,4,4,8,pythia-410m,low,draw_2
A12.6,attn,12,3,3,6,pythia-410m,low,draw_2
A12.11,attn,12,21,30,51,pythia-410m,low,draw_2
A14.15,attn,14,2,6,8,pythia-410m,low,draw_2
A15.5,attn,15,15,3,18,pythia-410m,low,draw_2
A16.1,attn,16,27,8,35,pythia-410m,low,draw_2
A16.7,attn,16,18,11,29,pythia-410m,low,draw_2
A16.12,attn,16,34,7,41,pythia-410m,low,draw_2
A16.15,attn,16,15,8,23,pythia-410m,low,draw_2
A17.4,attn,17,16,7,23,pythia-410m,low,draw_2
A17.9,attn,17,28,5,33,pythia-410m,low,draw_2
A17.11,attn,17,5,4,9,pythia-410m,low,draw_2
M17,mlp,17,89,29,118,pythia-410m,low,draw_2
A1.8,attn,1,1,7,8,pythia-410m,low,draw_2
A2.13,attn,2,1,3,4,pythia-410m,low,draw_2
A3.1,attn,3,4,17,21,pythia-410m,low,draw_2
A4.5,attn,4,0,5,5,pythia-410m,low,draw_2
A5.8,attn,5,0,13,13,pythia-410m,low,draw_2
A5.12,attn,5,0,3,3,pythia-410m,low,draw_2
A6.5,attn,6,3,8,11,pythia-410m,low,draw_2
A6.6,attn,6,2,5,7,pythia-410m,low,draw_2
A7.4,attn,7,1,11,12,pythia-410m,low,draw_2
A7.6,attn,7,1,10,11,pythia-410m,low,draw_2
A8.5,attn,8,6,10,16,pythia-410m,low,draw_2
A9.3,attn,9,9,17,26,pythia-410m,low,draw_2
A9.7,attn,9,7,9,16,pythia-410m,low,draw_2
A9.14,attn,9,2,6,8,pythia-410m,low,draw_2
A10.11,attn,10,4,5,9,pythia-410m,low,draw_2
A11.7,attn,11,1,1,2,pythia-410m,low,draw_2
A11.13,attn,11,15,13,28,pythia-410m,low,draw_2
A12.12,attn,12,6,13,19,pythia-410m,low,draw_2
A17.1,attn,17,15,7,22,pythia-410m,low,draw_2
A13.12,attn,13,5,8,13,pythia-410m,low,draw_2
A14.5,attn,14,9,8,17,pythia-410m,low,draw_2
A16.11,attn,16,4,7,11,pythia-410m,low,draw_2
A16.14,attn,16,58,12,70,pythia-410m,low,draw_2
A17.2,attn,17,9,2,11,pythia-410m,low,draw_2
A17.5,attn,17,12,3,15,pythia-410m,low,draw_2
A17.6,attn,17,18,6,24,pythia-410m,low,draw_2
A17.7,attn,17,6,1,7,pythia-410m,low,draw_2
A16.0,attn,16,16,5,21,pythia-410m,low,draw_2
A17.10,attn,17,31,7,38,pythia-410m,low,draw_2
A14.11,attn,14,6,7,13,pythia-410m,low,draw_2
A17.14,attn,17,2,4,6,pythia-410m,low,draw_2
A17.15,attn,17,16,2,18,pythia-410m,low,draw_2
A0.3,attn,0,1,7,8,pythia-410m,low,draw_2
M20,mlp,20,69,10,79,pythia-410m,low,draw_2
A15.0,attn,15,7,7,14,pythia-410m,low,draw_2
A16.5,attn,16,26,9,35,pythia-410m,low,draw_2
A16.10,attn,16,6,4,10,pythia-410m,low,draw_2
A18.2,attn,18,17,5,22,pythia-410m,low,draw_2
A18.8,attn,18,28,9,37,pythia-410m,low,draw_2
A19.5,attn,19,4,4,8,pythia-410m,low,draw_2
A19.9,attn,19,21,4,25,pythia-410m,low,draw_2
A19.15,attn,19,89,6,95,pythia-410m,low,draw_2
M19,mlp,19,97,12,109,pythia-410m,low,draw_2
A0.4,attn,0,0,2,2,pythia-410m,low,draw_2
A8.8,attn,8,2,5,7,pythia-410m,low,draw_2
A9.0,attn,9,5,1,6,pythia-410m,low,draw_2
A1.4,attn,1,2,8,10,pythia-410m,low,draw_2
A6.4,attn,6,0,4,4,pythia-410m,low,draw_2
A9.2,attn,9,2,4,6,pythia-410m,low,draw_2
A1.15,attn,1,2,4,6,pythia-410m,low,draw_2
A10.14,attn,10,1,2,3,pythia-410m,low,draw_2
A16.3,attn,16,24,6,30,pythia-410m,low,draw_2
A16.4,attn,16,21,4,25,pythia-410m,low,draw_2
A16.13,attn,16,21,4,25,pythia-410m,low,draw_2
A18.0,attn,18,13,5,18,pythia-410m,low,draw_2
A18.3,attn,18,2,3,5,pythia-410m,low,draw_2
A18.11,attn,18,15,6,21,pythia-410m,low,draw_2
A18.14,attn,18,22,6,28,pythia-410m,low,draw_2
A20.1,attn,20,2,1,3,pythia-410m,low,draw_2
A20.2,attn,20,13,1,14,pythia-410m,low,draw_2
A20.13,attn,20,6,4,10,pythia-410m,low,draw_2
A20.14,attn,20,3,4,7,pythia-410m,low,draw_2
A20.15,attn,20,2,1,3,pythia-410m,low,draw_2
A0.6,attn,0,1,1,2,pythia-410m,low,draw_2
A0.15,attn,0,1,6,7,pythia-410m,low,draw_2
A1.7,attn,1,1,2,3,pythia-410m,low,draw_2
A5.15,attn,5,1,3,4,pythia-410m,low,draw_2
A6.2,attn,6,0,1,1,pythia-410m,low,draw_2
A7.11,attn,7,0,2,2,pythia-410m,low,draw_2
A10.2,attn,10,0,2,2,pythia-410m,low,draw_2
A10.6,attn,10,3,6,9,pythia-410m,low,draw_2
A2.0,attn,2,1,2,3,pythia-410m,low,draw_2
A4.11,attn,4,0,1,1,pythia-410m,low,draw_2
A4.12,attn,4,0,3,3,pythia-410m,low,draw_2
A5.0,attn,5,0,3,3,pythia-410m,low,draw_2
A6.1,attn,6,0,2,2,pythia-410m,low,draw_2
A7.15,attn,7,0,3,3,pythia-410m,low,draw_2
A14.1,attn,14,1,4,5,pythia-410m,low,draw_2
A14.8,attn,14,24,6,30,pythia-410m,low,draw_2
A1.5,attn,1,0,2,2,pythia-410m,low,draw_2
A7.5,attn,7,0,2,2,pythia-410m,low,draw_2
A0.7,attn,0,1,6,7,pythia-410m,low,draw_2
A1.14,attn,1,0,4,4,pythia-410m,low,draw_2
A2.15,attn,2,0,1,1,pythia-410m,low,draw_2
A4.4,attn,4,0,5,5,pythia-410m,low,draw_2
M23,mlp,23,159,1,160,pythia-410m,low,draw_2
A3.6,attn,3,0,1,1,pythia-410m,low,draw_2
A12.2,attn,12,0,1,1,pythia-410m,low,draw_2
A13.10,attn,13,0,1,1,pythia-410m,low,draw_2
A15.2,attn,15,8,3,11,pythia-410m,low,draw_2
A15.14,attn,15,5,3,8,pythia-410m,low,draw_2
A15.15,attn,15,6,4,10,pythia-410m,low,draw_2
A16.6,attn,16,2,3,5,pythia-410m,low,draw_2
A18.7,attn,18,5,4,9,pythia-410m,low,draw_2
A18.12,attn,18,16,5,21,pythia-410m,low,draw_2
A18.15,attn,18,3,2,5,pythia-410m,low,draw_2
A19.1,attn,19,2,1,3,pythia-410m,low,draw_2
A19.2,attn,19,31,3,34,pythia-410m,low,draw_2
A19.3,attn,19,3,2,5,pythia-410m,low,draw_2
A19.7,attn,19,18,4,22,pythia-410m,low,draw_2
A19.10,attn,19,1,2,3,pythia-410m,low,draw_2
A19.14,attn,19,0,1,1,pythia-410m,low,draw_2
A20.6,attn,20,0,4,4,pythia-410m,low,draw_2
A21.2,attn,21,4,2,6,pythia-410m,low,draw_2
A21.6,attn,21,0,1,1,pythia-410m,low,draw_2
A21.7,attn,21,8,2,10,pythia-410m,low,draw_2
A21.10,attn,21,0,1,1,pythia-410m,low,draw_2
A21.12,attn,21,4,3,7,pythia-410m,low,draw_2
M21,mlp,21,90,6,96,pythia-410m,low,draw_2
A22.2,attn,22,16,2,18,pythia-410m,low,draw_2
A22.3,attn,22,0,2,2,pythia-410m,low,draw_2
A22.6,attn,22,29,2,31,pythia-410m,low,draw_2
A22.11,attn,22,18,2,20,pythia-410m,low,draw_2
M22,mlp,22,111,3,114,pythia-410m,low,draw_2
A5.7,attn,5,0,3,3,pythia-410m,low,draw_2
A6.11,attn,6,2,4,6,pythia-410m,low,draw_2
A12.8,attn,12,3,3,6,pythia-410m,low,draw_2
A12.9,attn,12,4,2,6,pythia-410m,low,draw_2
A5.11,attn,5,0,5,5,pythia-410m,low,draw_2
A6.14,attn,6,1,2,3,pythia-410m,low,draw_2
A11.11,attn,11,1,2,3,pythia-410m,low,draw_2
A12.14,attn,12,1,2,3,pythia-410m,low,draw_2
A23.1,attn,23,3,1,4,pythia-410m,low,draw_2
A23.12,attn,23,4,1,5,pythia-410m,low,draw_2
A18.5,attn,18,3,2,5,pythia-410m,low,draw_2
A19.4,attn,19,6,1,7,pythia-410m,low,draw_2
A19.6,attn,19,2,1,3,pythia-410m,low,draw_2
A19.8,attn,19,5,1,6,pythia-410m,low,draw_2
A19.11,attn,19,1,1,2,pythia-410m,low,draw_2
A19.12,attn,19,8,2,10,pythia-410m,low,draw_2
A4.2,attn,4,0,3,3,pythia-410m,low,draw_2
A13.9,attn,13,3,2,5,pythia-410m,low,draw_2
A2.9,attn,2,0,1,1,pythia-410m,low,draw_2
R23,resid,23,266,0,266,pythia-410m,low,draw_2
A0.9,attn,0,0,2,2,pythia-410m,low,draw_2
A1.13,attn,1,0,1,1,pythia-410m,low,draw_2
A3.2,attn,3,0,1,1,pythia-410m,low,draw_2
A3.4,attn,3,0,1,1,pythia-410m,low,draw_2
A5.6,attn,5,0,1,1,pythia-410m,low,draw_2
A11.0,attn,11,0,1,1,pythia-410m,low,draw_2
A12.15,attn,12,0,1,1,pythia-410m,low,draw_2
A14.13,attn,14,0,1,1,pythia-410m,low,draw_2
A15.10,attn,15,3,1,4,pythia-410m,low,draw_2
A17.0,attn,17,0,1,1,pythia-410m,low,draw_2
A18.10,attn,18,4,1,5,pythia-410m,low,draw_2
A18.13,attn,18,24,1,25,pythia-410m,low,draw_2
A20.7,attn,20,0,1,1,pythia-410m,low,draw_2
A21.0,attn,21,1,1,2,pythia-410m,low,draw_2
A21.1,attn,21,6,1,7,pythia-410m,low,draw_2
A21.4,attn,21,9,1,10,pythia-410m,low,draw_2
A21.11,attn,21,0,1,1,pythia-410m,low,draw_2
A21.13,attn,21,2,1,3,pythia-410m,low,draw_2
A21.14,attn,21,7,1,8,pythia-410m,low,draw_2
A22.7,attn,22,0,1,1,pythia-410m,low,draw_2
A22.8,attn,22,0,1,1,pythia-410m,low,draw_2
A22.13,attn,22,0,1,1,pythia-410m,low,draw_2
A23.0,attn,23,0,1,1,pythia-410m,low,draw_2
A23.11,attn,23,0,1,1,pythia-410m,low,draw_2
A23.14,attn,23,0,1,1,pythia-410m,low,draw_2
A23.15,attn,23,0,1,1,pythia-410m,low,draw_2
A3.9,attn,3,0,2,2,pythia-410m,low,draw_2
A3.8,attn,3,0,1,1,pythia-410m,low,draw_2
A4.10,attn,4,0,1,1,pythia-410m,low,draw_2
A2.8,attn,2,0,1,1,pythia-410m,low,draw_2
M4,mlp,4,18,75,93,pythia-410m,low,draw_3
A20.1,attn,20,5,2,7,pythia-410m,low,draw_3
M7,mlp,7,18,65,83,pythia-410m,low,draw_3
M18,mlp,18,99,21,120,pythia-410m,low,draw_3
A19.15,attn,19,63,4,67,pythia-410m,low,draw_3
M19,mlp,19,91,12,103,pythia-410m,low,draw_3
M5,mlp,5,15,90,105,pythia-410m,low,draw_3
A20.2,attn,20,7,1,8,pythia-410m,low,draw_3
A9.4,attn,9,24,58,82,pythia-410m,low,draw_3
A10.9,attn,10,14,52,66,pythia-410m,low,draw_3
A11.2,attn,11,24,48,72,pythia-410m,low,draw_3
A11.14,attn,11,54,57,111,pythia-410m,low,draw_3
A12.11,attn,12,29,27,56,pythia-410m,low,draw_3
A15.11,attn,15,11,9,20,pythia-410m,low,draw_3
M9,mlp,9,49,69,118,pythia-410m,low,draw_3
A20.6,attn,20,2,3,5,pythia-410m,low,draw_3
M15,mlp,15,82,27,109,pythia-410m,low,draw_3
A20.13,attn,20,4,3,7,pythia-410m,low,draw_3
A12.12,attn,12,17,20,37,pythia-410m,low,draw_3
M12,mlp,12,65,54,119,pythia-410m,low,draw_3
M14,mlp,14,49,45,94,pythia-410m,low,draw_3
A20.14,attn,20,2,3,5,pythia-410m,low,draw_3
A16.14,attn,16,51,18,69,pythia-410m,low,draw_3
M0,mlp,0,1,150,151,pythia-410m,low,draw_3
A20.15,attn,20,2,1,3,pythia-410m,low,draw_3
embed,embed,-1,0,19,19,pythia-410m,low,draw_3
M8,mlp,8,40,74,114,pythia-410m,low,draw_3
A0.0,attn,0,1,13,14,pythia-410m,low,draw_3
A0.15,attn,0,1,8,9,pythia-410m,low,draw_3
A1.6,attn,1,0,7,7,pythia-410m,low,draw_3
M1,mlp,1,7,54,61,pythia-410m,low,draw_3
A2.0,attn,2,2,6,8,pythia-410m,low,draw_3
A2.3,attn,2,0,2,2,pythia-410m,low,draw_3
A2.10,attn,2,7,17,24,pythia-410m,low,draw_3
M2,mlp,2,16,78,94,pythia-410m,low,draw_3
A3.1,attn,3,2,26,28,pythia-410m,low,draw_3
A3.2,attn,3,1,3,4,pythia-410m,low,draw_3
A3.7,attn,3,1,15,16,pythia-410m,low,draw_3
A3.12,attn,3,4,7,11,pythia-410m,low,draw_3
M3,mlp,3,11,73,84,pythia-410m,low,draw_3
A4.4,attn,4,0,4,4,pythia-410m,low,draw_3
A4.12,attn,4,0,2,2,pythia-410m,low,draw_3
A5.0,attn,5,1,8,9,pythia-410m,low,draw_3
A5.1,attn,5,0,6,6,pythia-410m,low,draw_3
A5.2,attn,5,8,47,55,pythia-410m,low,draw_3
A5.3,attn,5,0,10,10,pythia-410m,low,draw_3
A5.4,attn,5,3,9,12,pythia-410m,low,draw_3
A5.15,attn,5,0,4,4,pythia-410m,low,draw_3
A6.0,attn,6,10,82,92,pythia-410m,low,draw_3
A6.4,attn,6,3,3,6,pythia-410m,low,draw_3
A6.5,attn,6,1,5,6,pythia-410m,low,draw_3
A6.6,attn,6,1,9,10,pythia-410m,low,draw_3
A6.9,attn,6,3,10,13,pythia-410m,low,draw_3
A6.13,attn,6,6,27,33,pythia-410m,low,draw_3
M6,mlp,6,22,55,77,pythia-410m,low,draw_3
A7.0,attn,7,7,37,44,pythia-410m,low,draw_3
A7.1,attn,7,17,81,98,pythia-410m,low,draw_3
A7.3,attn,7,2,10,12,pythia-410m,low,draw_3
A7.4,attn,7,4,18,22,pythia-410m,low,draw_3
A7.6,attn,7,2,7,9,pythia-410m,low,draw_3
A7.8,attn,7,34,92,126,pythia-410m,low,draw_3
A7.10,attn,7,5,9,14,pythia-410m,low,draw_3
M16,mlp,16,88,25,113,pythia-410m,low,draw_3
A0.14,attn,0,1,25,26,pythia-410m,low,draw_3
A1.11,attn,1,1,9,10,pythia-410m,low,draw_3
A2.7,attn,2,1,5,6,pythia-410m,low,draw_3
A3.10,attn,3,0,3,3,pythia-410m,low,draw_3
A5.9,attn,5,5,27,32,pythia-410m,low,draw_3
A6.3,attn,6,4,37,41,pythia-410m,low,draw_3
A6.10,attn,6,0,5,5,pythia-410m,low,draw_3
A7.2,attn,7,9,28,37,pythia-410m,low,draw_3
A7.9,attn,7,1,18,19,pythia-410m,low,draw_3
A7.12,attn,7,2,10,12,pythia-410m,low,draw_3
A7.14,attn,7,3,11,14,pythia-410m,low,draw_3
A8.0,attn,8,8,44,52,pythia-410m,low,draw_3
A8.2,attn,8,15,41,56,pythia-410m,low,draw_3
A8.5,attn,8,5,9,14,pythia-410m,low,draw_3
A8.6,attn,8,23,62,85,pythia-410m,low,draw_3
A8.7,attn,8,13,37,50,pythia-410m,low,draw_3
A8.9,attn,8,9,52,61,pythia-410m,low,draw_3
A8.10,attn,8,1,18,19,pythia-410m,low,draw_3
