model,model_capacity,edge_fraction_mean,edge_fraction_std,skip_fraction_mean,skip_fraction_std,head_participation_rate_mean,head_participation_rate_std,attn_fraction_mean,attn_fraction_std,mlp_fraction_mean,mlp_fraction_std,resid_fraction_mean,resid_fraction_std,local_fraction_mean,local_fraction_std,forward_fraction_mean,forward_fraction_std
pythia-70m,70,0.3091137965760323,0.01223027566078152,0.6223338496352449,0.007977918820192791,0.8500000000000001,0.026352313834736494,0.5720099393931548,0.01683973395672775,0.30245315901531433,0.014107189012468246,0.12553690159153097,0.003218197305814496,0.0184018582460116,0.0009390553672178186,0.3592642921187436,0.007782238532099581
pythia-160m,160,0.1226592250225284,0.005442156126334636,0.8017676904743827,0.009521279107273996,0.6819444444444444,0.021355880528720107,0.562150394872219,0.014469708502828738,0.34849247681826967,0.011297996868107259,0.08935712830951137,0.0038149256958146913,0.006773205762037977,0.0004253484897778959,0.19145910376357952,0.009598230705531242
pythia-410m,410,0.044442238244747516,0.0036135088945863907,0.8869096735714254,0.004765742369424697,0.5586805555555556,0.026426961231425163,0.555802621680029,0.016982892437192414,0.3697060478789505,0.012304845440372164,0.07449133044102041,0.005099467945459316,0.0016478591238834077,0.00026506650087438054,0.11144246730469118,0.004794007027243345
pythia-1b,1000,0.09140440270423286,0.006370658878648722,0.791940300115817,0.0094965798267246,0.6203125,0.034913597113343346,0.6108957468732102,0.014309770845287537,0.31495915920165596,0.010595758097183305,0.07414509392513376,0.005731692938934854,0.006316800634873126,0.0012533139262290432,0.2017428992493099,0.009357528733369867
pythia-1.4b,1400,0.02825562684338327,0.0028225568912187216,0.8437063875622818,0.00854282700355994,0.44201388888888893,0.028003946569703994,0.6168477550361415,0.011175194634544356,0.311299609549527,0.009434807122743983,0.07185263541433148,0.004367825256767434,0.0023547872705415107,0.0005040932072009158,0.1539388251671767,0.008638311267270785
