model,draw,head,layer,head_idx,entropy,max_entropy,normalized_entropy,dominant_band,total_edges
pythia-410m,draw_1,A12.9,12,9,2.2772925846688996,2.321928094887362,0.9807765320912628,very_high,24
pythia-410m,draw_1,A12.10,12,10,2.107735252622104,2.321928094887362,0.9077521639292414,control,18
pythia-410m,draw_1,A12.11,12,11,2.250297554839251,2.321928094887362,0.9691504055591412,low,62
pythia-410m,draw_1,A12.12,12,12,1.9826593516827626,2.321928094887362,0.8538849054147573,low,51
pythia-410m,draw_1,A12.13,12,13,2.2786372700347117,2.321928094887362,0.9813556565563024,low,247
pythia-410m,draw_1,A12.14,12,14,0.9182958340544896,2.321928094887362,0.3954884891037233,control,3
pythia-410m,draw_1,A12.15,12,15,-0.0,2.321928094887362,-0.0,medium,1
pythia-410m,draw_1,A13.0,13,0,2.2646063765897746,2.321928094887362,0.9753128796607423,low,189
pythia-410m,draw_1,A13.1,13,1,0.9182958340544896,2.321928094887362,0.3954884891037233,very_high,9
pythia-410m,draw_1,A13.2,13,2,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A13.3,13,3,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A13.4,13,4,-0.0,2.321928094887362,-0.0,medium,4
pythia-410m,draw_1,A13.5,13,5,2.284107451387086,2.321928094887362,0.9837115354331802,low,25
pythia-410m,draw_1,A13.6,13,6,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_1,A13.7,13,7,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A13.8,13,8,0.9182958340544896,2.321928094887362,0.3954884891037233,very_high,3
pythia-410m,draw_1,A13.9,13,9,1.3609640474436813,2.321928094887362,0.5861353116146787,low,10
pythia-410m,draw_1,A13.10,13,10,-0.0,2.321928094887362,-0.0,very_high,2
pythia-410m,draw_1,A13.11,13,11,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A13.12,13,12,2.2834516972954804,2.321928094887362,0.9834291175180649,control,40
pythia-410m,draw_1,A13.13,13,13,1.0,2.321928094887362,0.43067655807339306,low,2
pythia-410m,draw_1,A13.14,13,14,2.2815778290074666,2.321928094887362,0.9826220863735003,medium,34
pythia-410m,draw_1,A13.15,13,15,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A14.0,14,0,2.196642370342544,2.321928094887362,0.9460423753773065,medium,90
pythia-410m,draw_1,A14.1,14,1,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_1,A14.2,14,2,2.2919367894436604,2.321928094887362,0.9870834477993787,high,149
pythia-410m,draw_1,A14.3,14,3,0.9182958340544896,2.321928094887362,0.3954884891037233,control,21
pythia-410m,draw_1,A14.4,14,4,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A14.5,14,5,2.144263238890489,2.321928094887362,0.9234839113286617,low,44
pythia-410m,draw_1,A14.6,14,6,1.0,2.321928094887362,0.43067655807339306,low,4
pythia-410m,draw_1,A14.7,14,7,2.217021885879718,2.321928094887362,0.9548193549840598,control,14
pythia-410m,draw_1,A14.8,14,8,2.190081368476274,2.321928094887362,0.9432167056760282,low,68
pythia-410m,draw_1,A14.9,14,9,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A14.10,14,10,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A14.11,14,11,2.1698872102522317,2.321928094887362,0.9345195551189082,medium,21
pythia-410m,draw_1,A14.12,14,12,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_1,A14.13,14,13,1.561278124459133,2.321928094887362,0.672405888837342,medium,8
pythia-410m,draw_1,A14.14,14,14,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A14.15,14,15,1.9437545839367456,2.321928094887362,0.8371295339492578,control,28
pythia-410m,draw_1,A15.0,15,0,2.252847373691893,2.321928094887362,0.9702485527663076,control,29
pythia-410m,draw_1,A15.1,15,1,2.199687794731328,2.321928094887362,0.9473539682709406,medium,13
pythia-410m,draw_1,A15.2,15,2,2.0665779536136437,2.321928094887362,0.8900266800526803,low,26
pythia-410m,draw_1,A15.3,15,3,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A15.4,15,4,2.245098964779668,2.321928094887362,0.9669114946854455,low,60
pythia-410m,draw_1,A15.5,15,5,2.181073419886589,2.321928094887362,0.9393371933821206,control,73
pythia-410m,draw_1,A15.6,15,6,2.2536426298062224,2.321928094887362,0.9705910509324138,low,97
pythia-410m,draw_1,A15.7,15,7,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A15.8,15,8,2.1075170977223445,2.321928094887362,0.9076582097278861,low,43
pythia-410m,draw_1,A15.9,15,9,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A15.10,15,10,2.2394448409821734,2.321928094887362,0.9644763961094196,control,37
pythia-410m,draw_1,A15.11,15,11,2.2647175475005334,2.321928094887362,0.9753607583659458,medium,94
pythia-410m,draw_1,A15.12,15,12,-0.0,2.321928094887362,-0.0,low,12
pythia-410m,draw_1,A15.13,15,13,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A15.14,15,14,1.8050365325772657,2.321928094887362,0.7773869210471088,low,16
pythia-410m,draw_1,A15.15,15,15,1.7295739585136223,2.321928094887362,0.7448869593860205,low,12
pythia-410m,draw_1,A16.0,16,0,2.274156861823867,2.321928094887362,0.979426049769292,medium,35
pythia-410m,draw_1,A16.1,16,1,2.289418996046106,2.321928094887362,0.98599909320498,low,114
pythia-410m,draw_1,A16.2,16,2,-0.0,2.321928094887362,-0.0,control,1
pythia-410m,draw_1,A16.3,16,3,2.2834696276670785,2.321928094887362,0.9834368397087898,control,112
pythia-410m,draw_1,A16.4,16,4,2.2931911067339454,2.321928094887362,0.9876236528526906,high,135
pythia-410m,draw_1,A16.5,16,5,2.314474561815259,2.321928094887362,0.9967899380310203,low,137
pythia-410m,draw_1,A16.6,16,6,0.9709505944546686,2.321928094887362,0.4181656600790516,high,5
pythia-410m,draw_1,A16.7,16,7,2.1963425821246645,2.321928094887362,0.9459132636194791,low,61
pythia-410m,draw_1,A16.8,16,8,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A16.9,16,9,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A16.10,16,10,2.0620426920153516,2.321928094887362,0.8880734491975654,medium,25
pythia-410m,draw_1,A16.11,16,11,2.1796454815000015,2.321928094887362,0.9387222137926442,high,40
pythia-410m,draw_1,A16.12,16,12,2.286914373332146,2.321928094887362,0.9849204109152593,medium,121
pythia-410m,draw_1,A16.13,16,13,2.3080127721850343,2.321928094887362,0.9940069967140809,control,104
pythia-410m,draw_1,A16.14,16,14,2.319273141167293,2.321928094887362,0.9988565736699964,low,218
pythia-410m,draw_1,A16.15,16,15,2.170552680382995,2.321928094887362,0.934806157504326,low,58
pythia-410m,draw_1,A17.0,17,0,1.823067982273661,2.321928094887362,0.785152643739426,high,11
pythia-410m,draw_1,A17.1,17,1,2.282106291184361,2.321928094887362,0.9828496826449171,medium,88
pythia-410m,draw_1,A17.2,17,2,2.1209884529900824,2.321928094887362,0.9134600066471794,high,42
pythia-410m,draw_1,A17.3,17,3,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A17.4,17,4,2.1961709130409592,2.321928094887362,0.9458393297693813,medium,73
pythia-410m,draw_1,A17.5,17,5,2.2576293187329535,2.321928094887362,0.9723080243974876,high,53
pythia-410m,draw_1,A17.6,17,6,0.6219041416291193,2.321928094887362,0.2678395351684171,low,26
pythia-410m,draw_1,A17.7,17,7,1.9808259362290785,2.321928094887362,0.8530952963576459,medium,11
pythia-410m,draw_1,A17.8,17,8,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A17.9,17,9,2.2999181764245975,2.321928094887362,0.9905208440729805,high,142
pythia-410m,draw_1,A17.10,17,10,2.0808503515735124,2.321928094887362,0.8961734672814902,medium,111
pythia-410m,draw_1,A17.11,17,11,1.855388542207534,2.321928094887362,0.7990723512467511,low,12
pythia-410m,draw_1,A17.12,17,12,-0.0,2.321928094887362,-0.0,low,4
pythia-410m,draw_1,A17.13,17,13,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A17.14,17,14,1.5394847569315018,2.321928094887362,0.6630199963217134,low,11
pythia-410m,draw_1,A17.15,17,15,2.20580702616052,2.321928094887362,0.9499893778009197,control,105
pythia-410m,draw_1,A18.0,18,0,2.2790173897020076,2.321928094887362,0.9815193651862694,low,59
pythia-410m,draw_1,A18.1,18,1,0.8112781244591328,2.321928094887362,0.34939847028229715,control,4
pythia-410m,draw_1,A18.2,18,2,1.7682838124276892,2.321928094887362,0.7615583860332545,medium,39
pythia-410m,draw_1,A18.3,18,3,1.5545851693377997,2.321928094887362,0.6695233899623465,medium,12
pythia-410m,draw_1,A18.4,18,4,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A18.5,18,5,1.5219280948873621,2.321928094887362,0.6554587535412855,low,5
pythia-410m,draw_1,A18.6,18,6,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A18.7,18,7,2.063374009091355,2.321928094887362,0.8886468162535628,low,31
pythia-410m,draw_1,A18.8,18,8,2.2389368927028666,2.321928094887362,0.9642576346928083,low,136
pythia-410m,draw_1,A18.9,18,9,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A18.10,18,10,1.5466316153937778,2.321928094887362,0.6660979807252841,medium,18
pythia-410m,draw_1,A18.11,18,11,2.286803188204643,2.321928094887362,0.9848725260872373,low,89
pythia-410m,draw_1,A18.12,18,12,2.299902681596215,2.321928094887362,0.9905141708136247,medium,143
pythia-410m,draw_1,A18.13,18,13,2.2169911337417654,2.321928094887362,0.954806110759133,high,93
pythia-410m,draw_1,A18.14,18,14,2.1661465569785863,2.321928094887362,0.9329085434420686,medium,70
pythia-410m,draw_1,A18.15,18,15,1.6854752972273344,2.321928094887362,0.7258946997275976,low,10
pythia-410m,draw_1,A19.0,19,0,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A19.1,19,1,0.9182958340544896,2.321928094887362,0.3954884891037233,low,3
pythia-410m,draw_1,A19.2,19,2,2.281932786730063,2.321928094887362,0.9827749583437297,low,49
pythia-410m,draw_1,A19.3,19,3,1.3709505944546687,2.321928094887362,0.5904362833084089,high,5
pythia-410m,draw_1,A19.4,19,4,1.9806446448396473,2.321928094887362,0.8530172184060374,medium,32
pythia-410m,draw_1,A19.5,19,5,1.9591479170272448,2.321928094887362,0.8437590816619512,low,12
pythia-410m,draw_1,A19.6,19,6,2.149397470347699,2.321928094887362,0.925695104461005,medium,16
pythia-410m,draw_1,A19.7,19,7,2.2966750738541943,2.321928094887362,0.9891241158204803,very_high,105
pythia-410m,draw_1,A19.8,19,8,1.8350287858219632,2.321928094887362,0.7903038814434007,medium,28
pythia-410m,draw_1,A19.9,19,9,2.196402350074605,2.321928094887362,0.9459390042744426,medium,77
pythia-410m,draw_1,A19.10,19,10,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_1,A19.11,19,11,2.1396407499222305,2.321928094887362,0.9214931136900798,medium,43
pythia-410m,draw_1,A19.12,19,12,2.234802287948223,2.321928094887362,0.9624769573480847,control,53
pythia-410m,draw_1,A19.13,19,13,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A19.14,19,14,1.9219280948873623,2.321928094887362,0.8277293767706428,control,5
pythia-410m,draw_1,A19.15,19,15,2.2795339446025586,2.321928094887362,0.9817418332728947,medium,255
pythia-410m,draw_1,A20.0,20,0,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A20.1,20,1,2.129745427273617,2.321928094887362,0.9172314301907494,very_high,31
pythia-410m,draw_1,A20.2,20,2,2.3111192711932027,2.321928094887362,0.9953448930145773,low,67
pythia-410m,draw_1,A20.3,20,3,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A20.4,20,4,-0.0,2.321928094887362,-0.0,low,3
pythia-410m,draw_1,A20.5,20,5,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A20.6,20,6,2.1709505944546685,2.321928094887362,0.9349775297671233,low,10
pythia-410m,draw_1,A20.7,20,7,1.3520301017579528,2.321928094887362,0.5822876706367345,control,13
pythia-410m,draw_1,A20.8,20,8,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A20.9,20,9,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A20.10,20,10,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A20.11,20,11,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A20.12,20,12,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A20.13,20,13,2.2637146077525943,2.321928094887362,0.9749288157273484,control,38
pythia-410m,draw_1,A20.14,20,14,2.121928094887362,2.321928094887362,0.9138646883853213,very_high,10
pythia-410m,draw_1,A20.15,20,15,1.7416838940090769,2.321928094887362,0.7501024247236936,medium,22
pythia-410m,draw_1,A21.0,21,0,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A21.1,21,1,2.1393538721672005,2.321928094887362,0.9213695621659557,very_high,20
pythia-410m,draw_1,A21.2,21,2,2.063202513215852,2.321928094887362,0.8885729570001775,medium,19
pythia-410m,draw_1,A21.3,21,3,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A21.4,21,4,1.9026435035753766,2.321928094887362,0.8194239553605448,medium,37
pythia-410m,draw_1,A21.5,21,5,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A21.6,21,6,1.0,2.321928094887362,0.43067655807339306,low,2
pythia-410m,draw_1,A21.7,21,7,1.4536723994375542,2.321928094887362,0.6260626255560565,low,34
pythia-410m,draw_1,A21.8,21,8,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A21.9,21,9,-0.0,2.321928094887362,-0.0,medium,1
pythia-410m,draw_1,A21.10,21,10,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A21.11,21,11,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A21.12,21,12,2.1738845662071653,2.321928094887362,0.9362411226229732,high,30
pythia-410m,draw_1,A21.13,21,13,1.0,2.321928094887362,0.43067655807339306,low,4
pythia-410m,draw_1,A21.14,21,14,1.786080697230572,2.321928094887362,0.7692230871245889,control,24
pythia-410m,draw_1,A21.15,21,15,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.0,22,0,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.1,22,1,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.2,22,2,1.7952373789297227,2.321928094887362,0.7731666552821527,low,38
pythia-410m,draw_1,A22.3,22,3,1.7527152789797047,2.321928094887362,0.7548533836336262,high,9
pythia-410m,draw_1,A22.4,22,4,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.5,22,5,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.6,22,6,2.242324437944169,2.321928094887362,0.9657165710176504,medium,76
pythia-410m,draw_1,A22.7,22,7,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.8,22,8,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_1,A22.9,22,9,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.10,22,10,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.11,22,11,2.0926440765094907,2.321928094887362,0.9012527481437818,low,61
pythia-410m,draw_1,A22.12,22,12,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.13,22,13,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.14,22,14,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A22.15,22,15,1.5219280948873621,2.321928094887362,0.6554587535412855,medium,5
pythia-410m,draw_1,A23.0,23,0,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.1,23,1,0.9182958340544896,2.321928094887362,0.3954884891037233,medium,3
pythia-410m,draw_1,A23.2,23,2,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.3,23,3,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.4,23,4,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.5,23,5,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.6,23,6,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.7,23,7,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.8,23,8,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.9,23,9,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.10,23,10,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.11,23,11,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_1,A23.12,23,12,1.8879185026711327,2.321928094887362,0.8130822426534774,low,12
pythia-410m,draw_1,A23.13,23,13,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_1,A23.14,23,14,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_1,A23.15,23,15,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A0.0,0,0,2.0,2.321928094887362,0.8613531161467861,low,4
pythia-410m,draw_2,A0.1,0,1,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A0.2,0,2,-0.0,2.321928094887362,-0.0,control,1
pythia-410m,draw_2,A0.3,0,3,2.0,2.321928094887362,0.8613531161467861,low,4
pythia-410m,draw_2,A0.4,0,4,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A0.5,0,5,1.0,2.321928094887362,0.43067655807339306,low,2
pythia-410m,draw_2,A0.6,0,6,1.584962500721156,2.321928094887362,0.6826061944859853,low,3
pythia-410m,draw_2,A0.7,0,7,1.0,2.321928094887362,0.43067655807339306,low,2
pythia-410m,draw_2,A0.8,0,8,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A0.9,0,9,-0.0,2.321928094887362,-0.0,high,1
pythia-410m,draw_2,A0.10,0,10,-0.0,2.321928094887362,-0.0,very_high,1
pythia-410m,draw_2,A0.11,0,11,1.584962500721156,2.321928094887362,0.6826061944859853,medium,3
pythia-410m,draw_2,A0.12,0,12,2.0,2.321928094887362,0.8613531161467861,medium,4
pythia-410m,draw_2,A0.13,0,13,-0.0,2.321928094887362,-0.0,medium,1
pythia-410m,draw_2,A0.14,0,14,2.321928094887362,2.321928094887362,1.0,low,5
pythia-410m,draw_2,A0.15,0,15,1.584962500721156,2.321928094887362,0.6826061944859853,low,3
pythia-410m,draw_2,A1.0,1,0,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A1.1,1,1,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A1.2,1,2,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A1.3,1,3,1.584962500721156,2.321928094887362,0.6826061944859853,medium,3
pythia-410m,draw_2,A1.4,1,4,2.2359263506290326,2.321928094887362,0.9629610647945144,low,7
pythia-410m,draw_2,A1.5,1,5,-0.0,2.321928094887362,-0.0,high,1
pythia-410m,draw_2,A1.6,1,6,1.5,2.321928094887362,0.6460148371100897,very_high,4
pythia-410m,draw_2,A1.7,1,7,1.584962500721156,2.321928094887362,0.6826061944859853,low,3
pythia-410m,draw_2,A1.8,1,8,1.0,2.321928094887362,0.43067655807339306,low,2
pythia-410m,draw_2,A1.9,1,9,1.5,2.321928094887362,0.6460148371100897,very_high,4
pythia-410m,draw_2,A1.10,1,10,2.0,2.321928094887362,0.8613531161467861,low,4
pythia-410m,draw_2,A1.11,1,11,1.9219280948873623,2.321928094887362,0.8277293767706428,very_high,5
pythia-410m,draw_2,A1.12,1,12,1.0,2.321928094887362,0.43067655807339306,low,2
pythia-410m,draw_2,A1.13,1,13,1.584962500721156,2.321928094887362,0.6826061944859853,medium,3
pythia-410m,draw_2,A1.14,1,14,-0.0,2.321928094887362,-0.0,very_high,2
pythia-410m,draw_2,A1.15,1,15,2.2516291673878226,2.321928094887362,0.9697238998682473,low,6
pythia-410m,draw_2,A2.0,2,0,1.584962500721156,2.321928094887362,0.6826061944859853,low,3
pythia-410m,draw_2,A2.1,2,1,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A2.2,2,2,-0.0,2.321928094887362,-0.0,medium,1
pythia-410m,draw_2,A2.3,2,3,-0.0,2.321928094887362,-0.0,control,1
pythia-410m,draw_2,A2.4,2,4,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A2.5,2,5,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A2.6,2,6,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A2.7,2,7,-0.0,2.321928094887362,-0.0,control,1
pythia-410m,draw_2,A2.8,2,8,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A2.9,2,9,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A2.10,2,10,2.22442278300112,2.321928094887362,0.9580067478829606,very_high,21
pythia-410m,draw_2,A2.11,2,11,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A2.12,2,12,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A2.13,2,13,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_2,A2.14,2,14,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A2.15,2,15,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A3.0,3,0,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A3.1,3,1,2.256908989558354,2.321928094887362,0.9719977955078913,control,17
pythia-410m,draw_2,A3.2,3,2,-0.0,2.321928094887362,-0.0,medium,1
pythia-410m,draw_2,A3.3,3,3,1.0,2.321928094887362,0.43067655807339306,medium,2
pythia-410m,draw_2,A3.4,3,4,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A3.5,3,5,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A3.6,3,6,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A3.7,3,7,2.0,2.321928094887362,0.8613531161467861,low,4
pythia-410m,draw_2,A3.8,3,8,-0.0,2.321928094887362,-0.0,very_high,1
pythia-410m,draw_2,A3.9,3,9,-0.0,2.321928094887362,-0.0,very_high,2
pythia-410m,draw_2,A3.10,3,10,-0.0,2.321928094887362,-0.0,very_high,2
pythia-410m,draw_2,A3.11,3,11,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A3.12,3,12,1.5,2.321928094887362,0.6460148371100897,low,4
pythia-410m,draw_2,A3.13,3,13,-0.0,2.321928094887362,-0.0,medium,1
pythia-410m,draw_2,A3.14,3,14,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A3.15,3,15,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.0,4,0,2.2516291673878226,2.321928094887362,0.9697238998682473,control,6
pythia-410m,draw_2,A4.1,4,1,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.2,4,2,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.3,4,3,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.4,4,4,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.5,4,5,1.5219280948873621,2.321928094887362,0.6554587535412855,medium,5
pythia-410m,draw_2,A4.6,4,6,2.197159723424149,2.321928094887362,0.9462651872218009,control,9
pythia-410m,draw_2,A4.7,4,7,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.8,4,8,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.9,4,9,2.25,2.321928094887362,0.9690222556651344,low,8
pythia-410m,draw_2,A4.10,4,10,-0.0,2.321928094887362,-0.0,high,1
pythia-410m,draw_2,A4.11,4,11,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.12,4,12,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.13,4,13,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A4.14,4,14,1.5,2.321928094887362,0.6460148371100897,low,4
pythia-410m,draw_2,A4.15,4,15,2.1219280948873624,2.321928094887362,0.9138646883853215,very_high,10
pythia-410m,draw_2,A5.0,5,0,1.5,2.321928094887362,0.6460148371100897,medium,4
pythia-410m,draw_2,A5.1,5,1,1.0,2.321928094887362,0.43067655807339306,very_high,2
pythia-410m,draw_2,A5.2,5,2,2.2991814593727473,2.321928094887362,0.9902035573088157,control,40
pythia-410m,draw_2,A5.3,5,3,1.5219280948873621,2.321928094887362,0.6554587535412855,low,5
pythia-410m,draw_2,A5.4,5,4,1.2516291673878228,2.321928094887362,0.5390473417948543,control,6
pythia-410m,draw_2,A5.5,5,5,1.9749375012019272,2.321928094887362,0.8505592854277136,control,9
pythia-410m,draw_2,A5.6,5,6,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A5.7,5,7,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A5.8,5,8,1.3709505944546687,2.321928094887362,0.5904362833084089,control,5
pythia-410m,draw_2,A5.9,5,9,2.086772686707626,2.321928094887362,0.8987240781928074,control,27
pythia-410m,draw_2,A5.10,5,10,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A5.11,5,11,1.0,2.321928094887362,0.43067655807339306,very_high,4
pythia-410m,draw_2,A5.12,5,12,-0.0,2.321928094887362,-0.0,control,2
pythia-410m,draw_2,A5.13,5,13,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A5.14,5,14,1.584962500721156,2.321928094887362,0.6826061944859853,medium,3
pythia-410m,draw_2,A5.15,5,15,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_2,A6.0,6,0,2.3171522640689273,2.321928094887362,0.9979431616211756,medium,55
pythia-410m,draw_2,A6.1,6,1,-0.0,2.321928094887362,-0.0,very_high,1
pythia-410m,draw_2,A6.2,6,2,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A6.3,6,3,2.2777164229010016,2.321928094887362,0.9809590692822444,high,38
pythia-410m,draw_2,A6.4,6,4,1.9182958340544893,2.321928094887362,0.8261650471771163,medium,6
pythia-410m,draw_2,A6.5,6,5,1.4591479170272446,2.321928094887362,0.6284208026252547,low,6
pythia-410m,draw_2,A6.6,6,6,-0.0,2.321928094887362,-0.0,low,2
pythia-410m,draw_2,A6.7,6,7,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A6.8,6,8,0.0,2.321928094887362,0.0,,0
pythia-410m,draw_2,A6.9,6,9,2.197159723424149,2.321928094887362,0.9462651872218009,medium,9
pythia-410m,draw_2,A6.10,6,10,2.0,2.321928094887362,0.8613531161467861,low,4
pythia-410m,draw_2,A6.11,6,11,1.5,2.321928094887362,0.6460148371100897,low,4
pythia-410m,draw_2,A6.12,6,12,1.9182958340544896,2.321928094887362,0.8261650471771164,high,6
pythia-410m,draw_2,A6.13,6,13,2.1820114610912515,2.321928094887362,0.9397411857394757,control,36
pythia-410m,draw_2,A6.14,6,14,-0.0,2.321928094887362,-0.0,low,1
pythia-410m,draw_2,A6.15,6,15,2.2359263506290326,2.321928094887362,0.9629610647945144,low,7
pythia-410m,draw_2,A7.0,7,0,2.2389053922833737,2.321928094887362,0.9642440682005633,control,47
pythia-410m,draw_2,A7.1,7,1,2.306272171096108,2.321928094887362,0.9932573606281232,control,69
pythia-410m,draw_2,A7.2,7,2,2.260981181017224,2.321928094887362,0.9737515929092133,control,26
pythia-410m,draw_2,A7.3,7,3,0.7219280948873623,2.321928094887362,0.31091750708257115,control,5
pythia-410m,draw_2,A7.4,7,4,1.5219280948873621,2.321928094887362,0.6554587535412855,high,5
pythia-410m,draw_2,A7.5,7,5,0.9182958340544896,2.321928094887362,0.3954884891037233,medium,3
pythia-410m,draw_2,A7.6,7,6,2.1556390622295662,2.321928094887362,0.9283832117695864,high,8
