model,draw,head,layer,head_idx,entropy,max_entropy,normalized_entropy,dominant_band,total_edges
pythia-70m,draw_2,A2.5,2,5,2.1055872616982603,2.321928094887362,0.9068270745913876,low,15
pythia-70m,draw_2,A2.6,2,6,2.303990024745943,2.321928094887362,0.9922744936930145,very_high,45
pythia-70m,draw_2,A2.7,2,7,2.3106677999715277,2.321928094887362,0.9951504549427571,high,48
pythia-70m,draw_2,A3.0,3,0,2.3142187670144247,2.321928094887362,0.996679773206624,very_high,58
pythia-70m,draw_2,A3.1,3,1,2.3195401794781447,2.321928094887362,0.9989715808105878,high,110
pythia-70m,draw_2,A3.2,3,2,1.561278124459133,2.321928094887362,0.672405888837342,low,8
pythia-70m,draw_2,A3.3,3,3,2.3213317344544153,2.321928094887362,0.9997431615413673,high,110
pythia-70m,draw_2,A3.4,3,4,2.2761830067199815,2.321928094887362,0.9802986628793086,control,69
pythia-70m,draw_2,A3.5,3,5,2.3111192711932027,2.321928094887362,0.9953448930145773,very_high,67
pythia-70m,draw_2,A3.6,3,6,2.3161875070878604,2.321928094887362,0.9975276634051924,very_high,57
pythia-70m,draw_2,A3.7,3,7,2.1339375660949167,2.321928094887362,0.9190368861092725,control,13
pythia-70m,draw_2,A4.0,4,0,1.8464393446710154,2.321928094887362,0.7952181416542045,very_high,10
pythia-70m,draw_2,A4.1,4,1,1.0,2.321928094887362,0.43067655807339306,very_high,2
pythia-70m,draw_2,A4.2,4,2,1.9616751500478975,2.321928094887362,0.8448475016807354,control,31
pythia-70m,draw_2,A4.3,4,3,0.0,2.321928094887362,0.0,,0
pythia-70m,draw_2,A4.4,4,4,1.4932133643654213,2.321928094887362,0.6430919922340911,low,18
pythia-70m,draw_2,A4.5,4,5,1.8423709931771088,2.321928094887362,0.793465998035776,medium,7
pythia-70m,draw_2,A4.6,4,6,1.4854752972273344,2.321928094887362,0.6397593881129189,low,10
pythia-70m,draw_2,A4.7,4,7,2.2919529205066422,2.321928094887362,0.9870903950700618,control,64
pythia-70m,draw_2,A5.0,5,0,2.313875597547823,2.321928094887362,0.9965319781619122,high,30
pythia-70m,draw_2,A5.1,5,1,2.117492461184755,2.321928094887362,0.9119543649294083,low,12
pythia-70m,draw_2,A5.2,5,2,2.2907933211160745,2.321928094887362,0.986590982795788,very_high,36
pythia-70m,draw_2,A5.3,5,3,2.2163543593580317,2.321928094887362,0.9545318669592773,low,35
pythia-70m,draw_2,A5.4,5,4,0.0,2.321928094887362,0.0,,0
pythia-70m,draw_2,A5.5,5,5,1.3709505944546687,2.321928094887362,0.5904362833084089,very_high,5
pythia-70m,draw_2,A5.6,5,6,0.0,2.321928094887362,0.0,,0
pythia-70m,draw_2,A5.7,5,7,2.296590390453485,2.321928094887362,0.9890876446649367,control,43
pythia-70m,draw_3,A0.0,0,0,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A0.1,0,1,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A0.2,0,2,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A0.3,0,3,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A0.4,0,4,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A0.5,0,5,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A0.6,0,6,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A0.7,0,7,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A1.0,1,0,1.3709505944546687,2.321928094887362,0.5904362833084089,very_high,5
pythia-70m,draw_3,A1.1,1,1,2.259141984247902,2.321928094887362,0.972959493974982,control,22
pythia-70m,draw_3,A1.2,1,2,2.242572530766071,2.321928094887362,0.9658234187802699,very_high,22
pythia-70m,draw_3,A1.3,1,3,2.304552262405662,2.321928094887362,0.9925166362731214,high,31
pythia-70m,draw_3,A1.4,1,4,0.0,2.321928094887362,0.0,,0
pythia-70m,draw_3,A1.5,1,5,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A1.6,1,6,2.321928094887362,2.321928094887362,1.0,low,5
pythia-70m,draw_3,A1.7,1,7,2.0,2.321928094887362,0.8613531161467861,low,4
pythia-70m,draw_3,A2.0,2,0,1.9527241956246546,2.321928094887362,0.8409925354382614,medium,20
pythia-70m,draw_3,A2.1,2,1,2.242572530766071,2.321928094887362,0.9658234187802699,very_high,22
pythia-70m,draw_3,A2.2,2,2,2.303701696057348,2.321928094887362,0.9921503172858166,control,20
pythia-70m,draw_3,A2.3,2,3,2.140532262662708,2.321928094887362,0.9218770673286272,high,28
pythia-70m,draw_3,A2.4,2,4,2.303248349330148,2.321928094887362,0.9919550714777322,high,36
pythia-70m,draw_3,A2.5,2,5,2.1492553971685,2.321928094887362,0.925633916873193,medium,15
pythia-70m,draw_3,A2.6,2,6,2.294004413982136,2.321928094887362,0.9879739252189974,high,42
pythia-70m,draw_3,A2.7,2,7,2.3183585188226514,2.321928094887362,0.9984626672666692,very_high,45
pythia-70m,draw_3,A3.0,3,0,2.2952142913196862,2.321928094887362,0.9884949910264246,very_high,57
pythia-70m,draw_3,A3.1,3,1,2.3204523121116054,2.321928094887362,0.9993644149536731,very_high,113
pythia-70m,draw_3,A3.2,3,2,1.3709505944546687,2.321928094887362,0.5904362833084089,medium,5
pythia-70m,draw_3,A3.3,3,3,2.317408598350907,2.321928094887362,0.9980535587874548,medium,103
pythia-70m,draw_3,A3.4,3,4,2.3104695004915214,2.321928094887362,0.9950650520052402,very_high,69
pythia-70m,draw_3,A3.5,3,5,2.3138238536701974,2.321928094887362,0.996509693286795,control,69
pythia-70m,draw_3,A3.6,3,6,2.3079988312917323,2.321928094887362,0.9940009926981371,control,63
pythia-70m,draw_3,A3.7,3,7,2.2062389286533897,2.321928094887362,0.9501753880799721,very_high,15
pythia-70m,draw_3,A4.0,4,0,1.9056390622295665,2.321928094887362,0.8207140722512383,control,8
pythia-70m,draw_3,A4.1,4,1,1.9219280948873623,2.321928094887362,0.8277293767706428,very_high,5
pythia-70m,draw_3,A4.2,4,2,2.194555180656724,2.321928094887362,0.9451434717073712,very_high,31
pythia-70m,draw_3,A4.3,4,3,-0.0,2.321928094887362,-0.0,control,1
pythia-70m,draw_3,A4.4,4,4,2.1473169397204104,2.321928094887362,0.924799068691478,low,24
pythia-70m,draw_3,A4.5,4,5,1.5,2.321928094887362,0.6460148371100897,low,4
pythia-70m,draw_3,A4.6,4,6,1.6402239289418519,2.321928094887362,0.7064059961862944,low,15
pythia-70m,draw_3,A4.7,4,7,2.3183275974482167,2.321928094887362,0.9984493501555568,control,72
pythia-70m,draw_3,A5.0,5,0,2.3052961878146676,2.321928094887362,0.9928370275077354,low,27
pythia-70m,draw_3,A5.1,5,1,2.1556390622295662,2.321928094887362,0.9283832117695864,low,8
pythia-70m,draw_3,A5.2,5,2,2.285770835910962,2.321928094887362,0.9844279161546757,high,36
pythia-70m,draw_3,A5.3,5,3,2.111160916358643,2.321928094887362,0.9092275169964109,medium,37
pythia-70m,draw_3,A5.4,5,4,0.0,2.321928094887362,0.0,,0
pythia-70m,draw_3,A5.5,5,5,1.5545851693377997,2.321928094887362,0.6695233899623465,control,12
pythia-70m,draw_3,A5.6,5,6,0.0,2.321928094887362,0.0,,0
pythia-70m,draw_3,A5.7,5,7,2.3104673089512584,2.321928094887362,0.9950641081602228,medium,46
pythia-160m,draw_1,A0.0,0,0,2.321928094887362,2.321928094887362,1.0,low,5
pythia-160m,draw_1,A0.1,0,1,1.0,2.321928094887362,0.43067655807339306,low,2
pythia-160m,draw_1,A0.2,0,2,2.321928094887362,2.321928094887362,1.0,low,5
pythia-160m,draw_1,A0.3,0,3,2.321928094887362,2.321928094887362,1.0,low,5
pythia-160m,draw_1,A0.4,0,4,2.321928094887362,2.321928094887362,1.0,low,5
pythia-160m,draw_1,A0.5,0,5,-0.0,2.321928094887362,-0.0,control,1
pythia-160m,draw_1,A0.6,0,6,2.0,2.321928094887362,0.8613531161467861,medium,4
pythia-160m,draw_1,A0.7,0,7,2.321928094887362,2.321928094887362,1.0,low,5
pythia-160m,draw_1,A0.8,0,8,2.321928094887362,2.321928094887362,1.0,low,5
pythia-160m,draw_1,A0.9,0,9,-0.0,2.321928094887362,-0.0,control,1
pythia-160m,draw_1,A0.10,0,10,1.0,2.321928094887362,0.43067655807339306,medium,2
pythia-160m,draw_1,A0.11,0,11,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A1.0,1,0,1.584962500721156,2.321928094887362,0.6826061944859853,low,3
pythia-160m,draw_1,A1.1,1,1,2.2464393446710154,2.321928094887362,0.9674887648835616,very_high,10
pythia-160m,draw_1,A1.2,1,2,2.197159723424149,2.321928094887362,0.9462651872218009,very_high,9
pythia-160m,draw_1,A1.3,1,3,1.0,2.321928094887362,0.43067655807339306,medium,2
pythia-160m,draw_1,A1.4,1,4,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A1.5,1,5,1.5,2.321928094887362,0.6460148371100897,high,4
pythia-160m,draw_1,A1.6,1,6,2.2516291673878226,2.321928094887362,0.9697238998682473,control,6
pythia-160m,draw_1,A1.7,1,7,-0.0,2.321928094887362,-0.0,control,1
pythia-160m,draw_1,A1.8,1,8,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A1.9,1,9,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A1.10,1,10,2.2844763510411217,2.321928094887362,0.9838704118664547,medium,21
pythia-160m,draw_1,A1.11,1,11,1.0,2.321928094887362,0.43067655807339306,medium,2
pythia-160m,draw_1,A2.0,2,0,1.0,2.321928094887362,0.43067655807339306,low,2
pythia-160m,draw_1,A2.1,2,1,-0.0,2.321928094887362,-0.0,very_high,1
pythia-160m,draw_1,A2.2,2,2,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A2.3,2,3,1.950212064914747,2.321928094887362,0.8399106196306879,low,7
pythia-160m,draw_1,A2.4,2,4,2.0,2.321928094887362,0.8613531161467861,low,4
pythia-160m,draw_1,A2.5,2,5,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A2.6,2,6,2.2724994555866935,2.321928094887362,0.9787122437557367,medium,23
pythia-160m,draw_1,A2.7,2,7,1.584962500721156,2.321928094887362,0.6826061944859853,low,3
pythia-160m,draw_1,A2.8,2,8,2.20237633194961,2.321928094887362,0.9485118582263627,very_high,30
pythia-160m,draw_1,A2.9,2,9,1.5,2.321928094887362,0.6460148371100897,very_high,4
pythia-160m,draw_1,A2.10,2,10,1.0,2.321928094887362,0.43067655807339306,medium,2
pythia-160m,draw_1,A2.11,2,11,2.197159723424149,2.321928094887362,0.9462651872218009,control,9
pythia-160m,draw_1,A3.0,3,0,2.2890255736436504,2.321928094887362,0.9858296553988215,control,25
pythia-160m,draw_1,A3.1,3,1,2.2322628970242686,2.321928094887362,0.9613833012053531,control,15
pythia-160m,draw_1,A3.2,3,2,2.31019159868833,2.321928094887362,0.9949453662131594,medium,32
pythia-160m,draw_1,A3.3,3,3,2.297330817147107,2.321928094887362,0.9894065290848516,control,28
pythia-160m,draw_1,A3.4,3,4,2.2670922798659787,2.321928094887362,0.9763834999274413,very_high,31
pythia-160m,draw_1,A3.5,3,5,-0.0,2.321928094887362,-0.0,very_high,2
pythia-160m,draw_1,A3.6,3,6,2.2359263506290326,2.321928094887362,0.9629610647945144,medium,7
pythia-160m,draw_1,A3.7,3,7,2.0,2.321928094887362,0.8613531161467861,low,4
pythia-160m,draw_1,A3.8,3,8,2.31122342677729,2.321928094887362,0.9953897503830361,low,31
pythia-160m,draw_1,A3.9,3,9,2.121928094887362,2.321928094887362,0.9138646883853213,very_high,10
pythia-160m,draw_1,A3.10,3,10,2.2516291673878226,2.321928094887362,0.9697238998682473,low,6
pythia-160m,draw_1,A3.11,3,11,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A4.0,4,0,1.974937501201927,2.321928094887362,0.8505592854277135,low,9
pythia-160m,draw_1,A4.1,4,1,2.2464393446710154,2.321928094887362,0.9674887648835616,low,10
pythia-160m,draw_1,A4.2,4,2,2.197159723424149,2.321928094887362,0.9462651872218009,low,9
pythia-160m,draw_1,A4.3,4,3,-0.0,2.321928094887362,-0.0,very_high,1
pythia-160m,draw_1,A4.4,4,4,2.2998963911678914,2.321928094887362,0.9905114616736055,control,11
pythia-160m,draw_1,A4.5,4,5,2.2416778774908437,2.321928094887362,0.9654381125870258,low,24
pythia-160m,draw_1,A4.6,4,6,2.3129350396193686,2.321928094887362,0.9961269019106167,low,50
pythia-160m,draw_1,A4.7,4,7,1.7273966735744795,2.321928094887362,0.7439492538024853,low,14
pythia-160m,draw_1,A4.8,4,8,2.2412789003170333,2.321928094887362,0.9652662824710594,very_high,41
pythia-160m,draw_1,A4.9,4,9,1.9735561123277503,2.321928094887362,0.8499643536220223,low,21
pythia-160m,draw_1,A4.10,4,10,2.31706941905823,2.321928094887362,0.9979074822171149,very_high,130
pythia-160m,draw_1,A4.11,4,11,2.3026163999817846,2.321928094887362,0.9916829057075024,low,49
pythia-160m,draw_1,A5.0,5,0,2.3189981496199885,2.321928094887362,0.9987381412569041,control,207
pythia-160m,draw_1,A5.1,5,1,2.315491661601367,2.321928094887362,0.9972279790661187,very_high,100
pythia-160m,draw_1,A5.2,5,2,2.057924310831006,2.321928094887362,0.8862997589642573,low,18
pythia-160m,draw_1,A5.3,5,3,1.5219280948873621,2.321928094887362,0.6554587535412855,low,5
pythia-160m,draw_1,A5.4,5,4,1.9709505944546688,2.321928094887362,0.8488422181524448,low,10
pythia-160m,draw_1,A5.5,5,5,2.3071885761626683,2.321928094887362,0.9936520348079905,medium,17
pythia-160m,draw_1,A5.6,5,6,2.3115999190010483,2.321928094887362,0.9955518967581057,low,169
pythia-160m,draw_1,A5.7,5,7,2.2541399442422336,2.321928094887362,0.9708052326019954,control,79
pythia-160m,draw_1,A5.8,5,8,2.230139059170444,2.321928094887362,0.9604686140285619,very_high,36
pythia-160m,draw_1,A5.9,5,9,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A5.10,5,10,2.3005930253749987,2.321928094887362,0.9908114856961587,low,102
pythia-160m,draw_1,A5.11,5,11,2.1799926534086667,2.321928094887362,0.9388717325953279,low,37
pythia-160m,draw_1,A6.0,6,0,0.6500224216483541,2.321928094887362,0.279949419226045,very_high,6
pythia-160m,draw_1,A6.1,6,1,2.2335169794023564,2.321928094887362,0.9619234050874884,high,23
pythia-160m,draw_1,A6.2,6,2,2.2405330040422813,2.321928094887362,0.9649450424307694,high,18
pythia-160m,draw_1,A6.3,6,3,2.307985545300162,2.321928094887362,0.993995270733017,high,92
pythia-160m,draw_1,A6.4,6,4,2.0464393446710156,2.321928094887362,0.8813534532688831,control,10
pythia-160m,draw_1,A6.5,6,5,2.1858797349817602,2.321928094887362,0.9414071606243252,low,40
pythia-160m,draw_1,A6.6,6,6,2.308976066956565,2.321928094887362,0.9944218651906939,low,76
pythia-160m,draw_1,A6.7,6,7,2.2536434973575568,2.321928094887362,0.9705914245664364,low,29
pythia-160m,draw_1,A6.8,6,8,2.2444745298554536,2.321928094887362,0.9666425652015439,high,22
pythia-160m,draw_1,A6.9,6,9,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A6.10,6,10,2.199687794731328,2.321928094887362,0.9473539682709406,very_high,13
pythia-160m,draw_1,A6.11,6,11,2.310295088399304,2.321928094887362,0.9949899368056776,medium,141
pythia-160m,draw_1,A7.0,7,0,1.0,2.321928094887362,0.43067655807339306,high,2
pythia-160m,draw_1,A7.1,7,1,-0.0,2.321928094887362,-0.0,high,2
pythia-160m,draw_1,A7.2,7,2,1.8910611120726526,2.321928094887362,0.8144356908538931,medium,9
pythia-160m,draw_1,A7.3,7,3,2.280260717316012,2.321928094887362,0.9820548372436264,medium,47
pythia-160m,draw_1,A7.4,7,4,2.184159712925868,2.321928094887362,0.9406663874454831,medium,49
pythia-160m,draw_1,A7.5,7,5,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A7.6,7,6,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A7.7,7,7,2.3140710026761364,2.321928094887362,0.996616134570004,high,104
pythia-160m,draw_1,A7.8,7,8,2.312372388768826,2.321928094887362,0.9958845813789079,medium,89
pythia-160m,draw_1,A7.9,7,9,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A7.10,7,10,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A7.11,7,11,2.2628357227172264,2.321928094887362,0.974550300545374,very_high,72
pythia-160m,draw_1,A8.0,8,0,2.1820058147602133,2.321928094887362,0.9397387539970584,medium,14
pythia-160m,draw_1,A8.1,8,1,1.5394910703001345,2.321928094887362,0.663022715341586,low,20
pythia-160m,draw_1,A8.2,8,2,2.2891254154774563,2.321928094887362,0.9858726549361567,low,137
pythia-160m,draw_1,A8.3,8,3,1.9709505944546686,2.321928094887362,0.8488422181524446,medium,10
pythia-160m,draw_1,A8.4,8,4,2.294765505940015,2.321928094887362,0.9883017096837942,medium,34
pythia-160m,draw_1,A8.5,8,5,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A8.6,8,6,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A8.7,8,7,2.3003555444884385,2.321928094887362,0.9907092082453267,high,47
pythia-160m,draw_1,A8.8,8,8,2.1897825905652786,2.321928094887362,0.9430880290336924,low,65
pythia-160m,draw_1,A8.9,8,9,-0.0,2.321928094887362,-0.0,very_high,2
pythia-160m,draw_1,A8.10,8,10,2.007744813788436,2.321928094887362,0.8646886258921092,low,74
pythia-160m,draw_1,A8.11,8,11,2.3154656757394356,2.321928094887362,0.9972167875645433,very_high,167
pythia-160m,draw_1,A9.0,9,0,1.4056390622295665,2.321928094887362,0.6053757932145417,high,8
pythia-160m,draw_1,A9.1,9,1,1.6691803368667308,2.321928094887362,0.7188768422855504,low,13
pythia-160m,draw_1,A9.2,9,2,2.241429344856353,2.321928094887362,0.9653310754074345,very_high,104
pythia-160m,draw_1,A9.3,9,3,2.243735757336199,2.321928094887362,0.9663243931957521,very_high,26
pythia-160m,draw_1,A9.4,9,4,1.1238561897747246,2.321928094887362,0.4840185155816564,low,25
pythia-160m,draw_1,A9.5,9,5,2.3071885761626687,2.321928094887362,0.9936520348079907,high,17
pythia-160m,draw_1,A9.6,9,6,2.3009718719343017,2.321928094887362,0.9909746460283573,low,77
pythia-160m,draw_1,A9.7,9,7,2.3094015337801608,2.321928094887362,0.9946051037778545,low,115
pythia-160m,draw_1,A9.8,9,8,2.2666261141651316,2.321928094887362,0.9761827332879086,medium,123
pythia-160m,draw_1,A9.9,9,9,2.3091237894880163,2.321928094887362,0.9944854858220892,medium,122
pythia-160m,draw_1,A9.10,9,10,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A9.11,9,11,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A10.0,10,0,1.5,2.321928094887362,0.6460148371100897,control,4
pythia-160m,draw_1,A10.1,10,1,1.8066963127247566,2.321928094887362,0.7781017494481888,medium,65
pythia-160m,draw_1,A10.2,10,2,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A10.3,10,3,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A10.4,10,4,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A10.5,10,5,2.1556390622295662,2.321928094887362,0.9283832117695864,medium,16
pythia-160m,draw_1,A10.6,10,6,2.2737566305744563,2.321928094887362,0.9792536795523624,control,104
pythia-160m,draw_1,A10.7,10,7,1.5546097612655667,2.321928094887362,0.6695339811291536,medium,15
pythia-160m,draw_1,A10.8,10,8,1.9141701112307734,2.321928094887362,0.8243881950718335,control,23
pythia-160m,draw_1,A10.9,10,9,2.1492799881316267,2.321928094887362,0.9256445076245521,very_high,19
pythia-160m,draw_1,A10.10,10,10,1.3143204867061788,2.321928094887362,0.5660470234199639,low,13
pythia-160m,draw_1,A10.11,10,11,1.5229571181374095,2.321928094887362,0.6559019297327934,medium,19
pythia-160m,draw_1,A11.0,11,0,2.2810361125534238,2.321928094887362,0.9823887817956214,low,9
pythia-160m,draw_1,A11.1,11,1,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A11.2,11,2,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A11.3,11,3,0.0,2.321928094887362,0.0,,0
pythia-160m,draw_1,A11.4,11,4,-0.0,2.321928094887362,-0.0,high,1
pythia-160m,draw_1,A11.5,11,5,1.0,2.321928094887362,0.43067655807339306,low,2
pythia-160m,draw_1,A11.6,11,6,1.5219280948873621,2.321928094887362,0.6554587535412855,medium,5
pythia-160m,draw_1,A11.7,11,7,1.9219280948873623,2.321928094887362,0.8277293767706428,very_high,5
pythia-160m,draw_1,A11.8,11,8,2.256908989558354,2.321928094887362,0.9719977955078913,high,17
pythia-160m,draw_1,A11.9,11,9,0.9182958340544896,2.321928094887362,0.3954884891037233,medium,3
