model,band,layer,edges_mean,edges_std,edge_fraction_mean
pythia-1.4b,high,5,70.0,2.6457513110645907,0.032486975549774144
pythia-1.4b,high,6,65.66666666666667,2.081665999466134,0.030467756844502005
pythia-1.4b,high,7,85.66666666666667,5.131601439446882,0.039769089092801004
pythia-1.4b,high,8,108.33333333333333,10.11599393699568,0.05032000810126658
pythia-1.4b,high,9,99.66666666666667,9.291573243177568,0.04628347319039944
pythia-1.4b,high,10,211.66666666666666,11.930353445448851,0.09818723924844901
pythia-1.4b,high,11,142.66666666666666,9.073771725877467,0.06620406125746575
pythia-1.4b,high,12,141.0,27.184554438136374,0.06550161878623129
pythia-1.4b,high,13,111.0,5.291502622129181,0.05150086561143475
pythia-1.4b,high,14,97.66666666666667,11.846237095944575,0.04527618602804309
pythia-1.4b,high,15,140.33333333333334,8.020806277010648,0.06509328907966372
pythia-1.4b,high,16,140.66666666666666,6.806859285554042,0.06525751356604766
pythia-1.4b,high,17,52.0,10.392304845413264,0.024142699182081433
pythia-1.4b,high,18,77.0,18.520259177452136,0.03580724411786474
pythia-1.4b,high,19,56.0,18.35755975068582,0.025921282327136558
pythia-1.4b,high,20,64.33333333333333,5.033222956847167,0.02985261108465581
pythia-1.4b,high,21,46.0,6.244997998398398,0.021324996351879913
pythia-1.4b,high,22,69.33333333333333,17.502380790433435,0.032101102788421924
pythia-1.4b,high,23,236.0,2.6457513110645907,0.10952788271472015
pythia-1.4b,low,0,9.333333333333334,0.5773502691896258,0.0036362215050770585
pythia-1.4b,low,1,17.666666666666668,1.1547005383792517,0.006891146342856265
pythia-1.4b,low,2,23.666666666666668,2.5166114784235836,0.009226732876590723
pythia-1.4b,low,3,25.666666666666668,5.131601439446884,0.009977937218329168
pythia-1.4b,low,4,56.333333333333336,3.0550504633038926,0.02195500424688877
pythia-1.4b,low,5,79.66666666666667,6.658328118479392,0.031012119868096433
pythia-1.4b,low,6,89.33333333333333,5.0332229568471645,0.03483851167465594
pythia-1.4b,low,7,105.66666666666667,2.081665999466134,0.041178744094831285
pythia-1.4b,low,8,136.33333333333334,15.044378795195673,0.053114466355313715
pythia-1.4b,low,9,128.66666666666666,2.0816659994661366,0.050139316210714456
pythia-1.4b,low,10,242.66666666666666,20.5993527406405,0.09447885537650702
pythia-1.4b,low,11,170.0,22.9128784747792,0.06617172674592565
pythia-1.4b,low,12,167.66666666666666,14.011899704655805,0.06526851722765319
pythia-1.4b,low,13,142.0,11.135528725660043,0.05528809077492731
pythia-1.4b,low,14,155.0,4.358898943540674,0.060422798312994776
pythia-1.4b,low,15,188.0,24.06241883103193,0.07337394928917344
pythia-1.4b,low,16,146.0,13.0,0.05694379912912357
pythia-1.4b,low,17,84.66666666666667,6.806859285554047,0.03302436064013929
pythia-1.4b,low,18,71.66666666666667,8.326663997864529,0.02789487024674364
pythia-1.4b,low,19,52.333333333333336,9.073771725877467,0.020361193706869063
pythia-1.4b,low,20,67.0,14.177446878757825,0.026035640592554764
pythia-1.4b,low,21,46.0,21.0,0.01795385353616453
pythia-1.4b,low,22,92.66666666666667,5.859465277082314,0.03612057986363588
pythia-1.4b,low,23,268.6666666666667,2.5166114784235765,0.10469156416423404
pythia-1.4b,medium,0,10.333333333333334,4.041451884327381,0.004140109751081111
pythia-1.4b,medium,1,34.0,29.444863728670914,0.0135074824012167
pythia-1.4b,medium,2,69.0,72.74613391789285,0.02733310732466167
pythia-1.4b,medium,3,38.0,18.24828759089466,0.01518611954039629
pythia-1.4b,medium,4,48.333333333333336,13.79613472438325,0.01948350408163178
pythia-1.4b,medium,5,60.666666666666664,5.507570547286103,0.024435163174716723
pythia-1.4b,medium,6,74.33333333333333,3.2145502536643202,0.029935262045884873
pythia-1.4b,medium,7,95.0,7.211102550927978,0.03828467626430754
pythia-1.4b,medium,8,118.0,10.816653826391969,0.047518440522946605
pythia-1.4b,medium,9,125.66666666666667,10.598742063723098,0.05063942104298654
pythia-1.4b,medium,10,240.0,25.942243542145693,0.09665809470625297
pythia-1.4b,medium,11,166.33333333333334,26.501572280401273,0.06709568852970464
pythia-1.4b,medium,12,166.33333333333334,10.692676621563628,0.06700827375827467
pythia-1.4b,medium,13,136.66666666666666,12.220201853215578,0.05507119016192651
pythia-1.4b,medium,14,122.0,11.269427669584644,0.049078904192166734
pythia-1.4b,medium,15,183.33333333333334,9.609023536933048,0.07385659051208923
pythia-1.4b,medium,16,152.0,26.0,0.061106334459144394
pythia-1.4b,medium,17,65.33333333333333,5.507570547286103,0.026333705859094243
pythia-1.4b,medium,18,68.0,5.291502622129181,0.027405481787674865
pythia-1.4b,medium,19,50.333333333333336,0.5773502691896263,0.02026373152609753
pythia-1.4b,medium,20,69.66666666666667,12.220201853215572,0.028100028459047483
pythia-1.4b,medium,21,44.333333333333336,8.386497083606084,0.017795535147379436
pythia-1.4b,medium,22,89.0,11.532562594670797,0.035768609969330366
pythia-1.4b,medium,23,258.3333333333333,4.509249752822901,0.1039945447819871
pythia-1.4b,very_high,0,10.666666666666666,0.5773502691896258,0.0052755303388357854
pythia-1.4b,very_high,1,20.0,2.6457513110645907,0.00986450642038584
pythia-1.4b,very_high,2,34.0,4.358898943540674,0.016760933115234952
pythia-1.4b,very_high,3,31.0,2.0,0.015345726428537558
pythia-1.4b,very_high,4,51.0,13.45362404707371,0.025096396152059303
pythia-1.4b,very_high,5,84.0,7.0,0.041452778182304716
pythia-1.4b,very_high,6,69.0,9.16515138991168,0.0340394256377659
pythia-1.4b,very_high,7,94.33333333333333,15.044378795195678,0.046478614371678696
pythia-1.4b,very_high,8,109.33333333333333,5.859465277082317,0.053997226837049384
pythia-1.4b,very_high,9,105.33333333333333,17.21433511156714,0.05205203431966258
pythia-1.4b,very_high,10,197.33333333333334,11.846237095944575,0.09759465547869946
pythia-1.4b,very_high,11,153.66666666666666,10.50396750439249,0.07585319480077028
pythia-1.4b,very_high,12,139.0,7.810249675906654,0.06864626289162937
pythia-1.4b,very_high,13,97.66666666666667,11.930353445448853,0.048327378938371586
pythia-1.4b,very_high,14,76.33333333333333,5.507570547286102,0.03779430018732213
pythia-1.4b,very_high,15,123.66666666666667,19.347695814575268,0.06093867556835229
pythia-1.4b,very_high,16,103.66666666666667,5.773502691896256,0.05127162900863047
pythia-1.4b,very_high,17,52.666666666666664,11.015141094572206,0.02589634273035313
pythia-1.4b,very_high,18,44.666666666666664,7.234178138070236,0.022002595090596724
pythia-1.4b,very_high,19,46.333333333333336,8.32666399786453,0.02280400360105449
pythia-1.4b,very_high,20,53.0,5.291502622129181,0.026280779367629004
pythia-1.4b,very_high,21,42.0,7.0,0.020683529764367287
pythia-1.4b,very_high,22,45.333333333333336,15.695009822658072,0.0225819517229104
pythia-1.4b,very_high,23,240.33333333333334,18.03699901129158,0.11896152904579865
pythia-160m,control,0,10.333333333333334,0.5773502691896258,0.0075299555922162835
pythia-160m,control,1,21.0,5.291502622129181,0.015284682627707213
pythia-160m,control,2,30.666666666666668,5.507570547286103,0.022314810686354467
pythia-160m,control,3,58.333333333333336,2.5166114784235822,0.04253317888763177
pythia-160m,control,4,102.0,7.0,0.07433333364296786
pythia-160m,control,5,191.33333333333334,15.373136743466944,0.13934983406685753
pythia-160m,control,6,130.66666666666666,8.621678104251705,0.09519050109393878
pythia-160m,control,7,112.33333333333333,7.571877794400364,0.0818341371445628
pythia-160m,control,8,164.0,13.45362404707371,0.11963253193725316
pythia-160m,control,9,201.0,6.0,0.14654724217816742
pythia-160m,control,10,124.0,13.856406460551018,0.09025905262981893
pythia-160m,control,11,226.66666666666666,4.04145188432738,0.1651907395125238
pythia-160m,high,0,8.666666666666666,1.5275252316519465,0.006183125925177275
pythia-160m,high,1,21.333333333333332,3.511884584284246,0.015197232240564055
pythia-160m,high,2,30.666666666666668,3.0550504633038935,0.021877551342318242
pythia-160m,high,3,48.666666666666664,5.033222956847165,0.03473399927110417
pythia-160m,high,4,96.66666666666667,9.018499505645789,0.0689741000507384
pythia-160m,high,5,172.0,4.358898943540674,0.12291827019368123
pythia-160m,high,6,152.66666666666666,19.75685535031659,0.1088386031742508
pythia-160m,high,7,124.0,3.605551275463989,0.08863392789072289
pythia-160m,high,8,175.66666666666666,9.451631252505212,0.12553697281752121
pythia-160m,high,9,205.66666666666666,1.1547005383792557,0.14706138308714356
pythia-160m,high,10,136.66666666666666,7.767453465154032,0.0976550313042552
pythia-160m,high,11,227.0,5.0,0.16238980270252298
pythia-160m,low,0,8.333333333333334,0.5773502691896255,0.005751577372214329
pythia-160m,low,1,20.666666666666668,2.081665999466133,0.014233553870269986
pythia-160m,low,2,26.666666666666668,4.041451884327381,0.01839638035465971
pythia-160m,low,3,50.0,1.7320508075688772,0.034446845520593614
pythia-160m,low,4,100.0,6.557438524302,0.06888510902478412
pythia-160m,low,5,182.0,18.0,0.12530229342589602
pythia-160m,low,6,144.0,9.539392014169456,0.09924827465701892
pythia-160m,low,7,124.0,7.937253933193772,0.08542558692254144
pythia-160m,low,8,199.33333333333334,11.846237095944575,0.13736549735768958
pythia-160m,low,9,210.66666666666666,4.041451884327376,0.14517528352005496
pythia-160m,low,10,150.33333333333334,9.018499505645789,0.10361224320110335
pythia-160m,low,11,235.33333333333334,5.686240703077331,0.16215735477317397
pythia-160m,medium,0,9.0,1.0,0.006095934976758588
pythia-160m,medium,1,18.666666666666668,3.0550504633038935,0.012652911908335064
pythia-160m,medium,2,29.0,2.6457513110645907,0.019652801687353543
pythia-160m,medium,3,48.666666666666664,4.163331998932264,0.03294623586206481
pythia-160m,medium,4,102.33333333333333,10.785793124908958,0.06917911936250552
pythia-160m,medium,5,182.0,14.177446878757825,0.1230682239572795
pythia-160m,medium,6,140.66666666666666,15.567059238447493,0.09514935449142341
pythia-160m,medium,7,134.33333333333334,7.767453465154032,0.09086005941644815
pythia-160m,medium,8,186.33333333333334,4.9328828623162435,0.12611273271425408
pythia-160m,medium,9,222.66666666666666,16.62327685305558,0.15053871492479118
pythia-160m,medium,10,168.33333333333334,7.505553499465137,0.11399566634920483
pythia-160m,medium,11,236.0,4.0,0.15974824434958138
pythia-160m,very_high,0,10.0,1.7320508075688772,0.007528119172277484
pythia-160m,very_high,1,23.333333333333332,2.3094010767585034,0.017531498660292768
pythia-160m,very_high,2,32.333333333333336,3.214550253664319,0.024262915700074137
pythia-160m,very_high,3,68.0,4.0,0.05111028308840651
pythia-160m,very_high,4,108.66666666666667,2.516611478423583,0.08161886536964125
pythia-160m,very_high,5,173.33333333333334,8.32666399786453,0.1301509880541172
pythia-160m,very_high,6,129.0,6.082762530298219,0.0969170807538573
pythia-160m,very_high,7,116.33333333333333,7.571877794400364,0.08733395905893308
pythia-160m,very_high,8,149.66666666666666,16.92138686199607,0.11239312581828738
pythia-160m,very_high,9,183.0,4.358898943540674,0.13745263286094492
pythia-160m,very_high,10,115.0,5.291502622129181,0.08641300999613859
pythia-160m,very_high,11,222.66666666666666,3.2145502536643145,0.16728752146702938
pythia-1b,control,0,5.0,1.0,0.005760743565034008
pythia-1b,control,1,7.666666666666667,1.5275252316519468,0.008771787405203837
pythia-1b,control,2,11.333333333333334,4.041451884327381,0.012930190686349818
pythia-1b,control,3,22.666666666666668,4.725815626252609,0.025842632551686895
pythia-1b,control,4,33.666666666666664,6.027713773341709,0.03851974250825175
pythia-1b,control,5,50.333333333333336,6.658328118479393,0.05749390138871432
pythia-1b,control,6,43.0,6.244997998398398,0.049063560564796584
pythia-1b,control,7,87.0,2.6457513110645907,0.09972655177069223
pythia-1b,control,8,67.0,8.888194417315589,0.07648665288659842
pythia-1b,control,9,71.66666666666667,20.008331597945226,0.08131020050930388
pythia-1b,control,10,78.66666666666667,8.326663997864532,0.08988957323687286
pythia-1b,control,11,126.33333333333333,10.408329997330666,0.14484722629572214
pythia-1b,control,12,55.666666666666664,6.658328118479393,0.0641480798685307
pythia-1b,control,13,46.666666666666664,9.712534856222309,0.05339494210974707
pythia-1b,control,14,49.666666666666664,1.5275252316519468,0.057054603520435
pythia-1b,control,15,117.33333333333333,3.2145502536643176,0.13475961113206056
pythia-1b,high,0,4.666666666666667,1.1547005383792517,0.004885139328447834
pythia-1b,high,1,7.666666666666667,1.5275252316519465,0.00803317636480579
pythia-1b,high,2,15.333333333333334,4.041451884327381,0.016224192354857853
pythia-1b,high,3,27.0,3.605551275463989,0.028440290900735864
pythia-1b,high,4,44.0,5.291502622129181,0.04646446849844932
pythia-1b,high,5,46.666666666666664,5.507570547286103,0.04922289069604196
pythia-1b,high,6,50.0,1.0,0.05271066051943322
pythia-1b,high,7,86.66666666666667,8.08290376865476,0.09125658395898405
pythia-1b,high,8,68.0,12.288205727444508,0.07130439785617236
pythia-1b,high,9,70.33333333333333,11.150485789118486,0.07449815581357376
pythia-1b,high,10,84.66666666666667,11.590225767142474,0.08904366796387632
pythia-1b,high,11,130.66666666666666,15.27525231651947,0.13749976554124357
pythia-1b,high,12,75.66666666666667,4.041451884327382,0.0797264514366895
pythia-1b,high,13,57.333333333333336,15.695009822658072,0.05992196322754718
pythia-1b,high,14,60.666666666666664,9.29157324317757,0.06373403429535068
pythia-1b,high,15,120.33333333333333,3.214550253664317,0.12703416124379077
pythia-1b,low,0,4.666666666666667,0.5773502691896258,0.0048287044374163614
pythia-1b,low,1,8.0,1.0,0.008273361605492004
pythia-1b,low,2,14.666666666666666,4.041451884327381,0.01516688373953434
pythia-1b,low,3,25.0,1.7320508075688772,0.02586419328770666
pythia-1b,low,4,40.0,4.58257569495584,0.041395626139066805
pythia-1b,low,5,51.666666666666664,5.507570547286102,0.053377012397021216
pythia-1b,low,6,45.333333333333336,4.0414518843273814,0.046905993834833536
pythia-1b,low,7,92.66666666666667,9.291573243177568,0.09572276990778134
pythia-1b,low,8,84.0,6.928203230275509,0.08680255661556703
pythia-1b,low,9,79.66666666666667,0.5773502691896247,0.08236964153734407
pythia-1b,low,10,86.66666666666667,6.110100926607785,0.08960367706374629
pythia-1b,low,11,124.66666666666667,12.858201014657272,0.12876846312763282
pythia-1b,low,12,70.0,2.6457513110645907,0.07238702115701995
pythia-1b,low,13,61.666666666666664,8.9628864398325,0.0638439803703046
pythia-1b,low,14,63.333333333333336,7.505553499465134,0.06546225877561002
pythia-1b,low,15,115.33333333333333,2.516611478423583,0.11922785600392294
pythia-1b,medium,0,6.0,0.0,0.006420708921521815
pythia-1b,medium,1,8.333333333333334,1.5275252316519465,0.008932954406014666
pythia-1b,medium,2,16.333333333333332,2.081665999466132,0.017411913719662137
pythia-1b,medium,3,25.333333333333332,1.1547005383792517,0.027161039553671662
pythia-1b,medium,4,45.666666666666664,3.785938897200182,0.04870256451317343
pythia-1b,medium,5,51.0,12.0,0.054595691516317935
pythia-1b,medium,6,44.333333333333336,3.214550253664319,0.047301430139791704
pythia-1b,medium,7,83.66666666666667,3.055050463303895,0.08940313088615677
pythia-1b,medium,8,77.33333333333333,18.14754345175493,0.08195450268311917
pythia-1b,medium,9,64.33333333333333,4.041451884327379,0.06881202282156663
pythia-1b,medium,10,81.66666666666667,10.016652800877813,0.08700216478749051
pythia-1b,medium,11,120.66666666666667,10.408329997330666,0.12879417658820247
pythia-1b,medium,12,66.33333333333333,7.094598884597586,0.07068497410945408
pythia-1b,medium,13,67.66666666666667,3.055050463303895,0.07243210180327352
pythia-1b,medium,14,64.66666666666667,7.637626158259735,0.06887575402207491
pythia-1b,medium,15,113.66666666666667,4.932882862316246,0.12151486952850858
pythia-1b,very_high,0,4.0,0.0,0.004737616190011523
pythia-1b,very_high,1,8.0,2.0,0.009480256970368197
pythia-1b,very_high,2,17.333333333333332,1.5275252316519465,0.020584963999323115
pythia-1b,very_high,3,25.0,3.0,0.029483805820327936
pythia-1b,very_high,4,44.333333333333336,9.018499505645789,0.05212027806786743
pythia-1b,very_high,5,50.666666666666664,5.131601439446884,0.05983072815880127
pythia-1b,very_high,6,44.0,6.082762530298219,0.051811552014372826
pythia-1b,very_high,7,85.66666666666667,6.658328118479393,0.10169831749336466
pythia-1b,very_high,8,59.666666666666664,2.5166114784235822,0.07064870922862902
pythia-1b,very_high,9,61.333333333333336,9.60902353693305,0.07228278212231475
pythia-1b,very_high,10,79.33333333333333,13.868429375143146,0.09343305059218872
pythia-1b,very_high,11,107.66666666666667,4.618802153517007,0.12728961123002716
pythia-1b,very_high,12,59.666666666666664,14.224392195567912,0.06996508475597026
pythia-1b,very_high,13,39.666666666666664,4.509249752822895,0.047188706623519566
pythia-1b,very_high,14,48.333333333333336,3.0550504633038944,0.057125558763402584
pythia-1b,very_high,15,112.0,8.54400374531753,0.132318977969511
pythia-410m,control,0,8.0,1.0,0.002372947588044519
pythia-410m,control,1,21.333333333333332,0.5773502691896255,0.0063212410852500935
pythia-410m,control,2,22.333333333333332,3.214550253664319,0.006616230117777701
pythia-410m,control,3,20.333333333333332,0.5773502691896255,0.006024864062189291
pythia-410m,control,4,25.0,3.605551275463989,0.007418388599043956
pythia-410m,control,5,45.666666666666664,6.027713773341707,0.013547607881172272
pythia-410m,control,6,54.333333333333336,2.0816659994661335,0.016105545653372782
pythia-410m,control,7,104.33333333333333,17.7857620959388,0.030976184622056254
pythia-410m,control,8,133.66666666666666,6.350852961085882,0.03963442953895551
pythia-410m,control,9,170.33333333333334,10.263202878893772,0.05049632533674958
pythia-410m,control,10,187.66666666666666,4.041451884327384,0.05562333755577408
pythia-410m,control,11,239.0,18.24828759089466,0.07083664224405674
pythia-410m,control,12,218.33333333333334,5.686240703077326,0.06472583350405921
pythia-410m,control,13,126.66666666666667,14.50287327853806,0.03751234986608576
pythia-410m,control,14,126.0,24.269322199023193,0.037283749227243916
pythia-410m,control,15,166.66666666666666,2.309401076758505,0.049389370222923536
pythia-410m,control,16,317.6666666666667,26.764404221527766,0.09406362382188976
pythia-410m,control,17,199.33333333333334,20.502032419575702,0.0590711920587234
pythia-410m,control,18,231.33333333333334,9.291573243177567,0.06857982162989945
pythia-410m,control,19,201.0,3.605551275463989,0.059562818612697466
pythia-410m,control,20,103.66666666666667,12.662279942148386,0.0306880116373968
pythia-410m,control,21,96.33333333333333,15.143755588800731,0.02850925950457366
pythia-410m,control,22,122.33333333333333,10.06644591369433,0.036241014927918085
pythia-410m,control,23,433.3333333333333,10.692676621563631,0.1283992107021462
pythia-410m,high,0,7.666666666666667,3.0550504633038935,0.0022226941445231993
pythia-410m,high,1,17.333333333333332,4.932882862316247,0.005022633997320066
pythia-410m,high,2,17.0,3.0,0.0049411639303411255
pythia-410m,high,3,18.666666666666668,5.686240703077327,0.005402665177446873
pythia-410m,high,4,21.666666666666668,2.081665999466133,0.006284528158453352
pythia-410m,high,5,35.0,9.848857801796104,0.010178603416833095
pythia-410m,high,6,51.666666666666664,3.511884584284247,0.015000252283418378
pythia-410m,high,7,102.66666666666667,7.023769168568493,0.029784874052336572
pythia-410m,high,8,133.0,20.0,0.038530945411861965
pythia-410m,high,9,172.33333333333334,26.50157228040128,0.049924891271403815
pythia-410m,high,10,205.0,6.244997998398398,0.059463170385415466
pythia-410m,high,11,234.0,3.4641016151377544,0.06788597704415344
pythia-410m,high,12,232.66666666666666,14.468356276140465,0.06745669607594094
pythia-410m,high,13,145.66666666666666,19.502136635080095,0.04220537204555513
pythia-410m,high,14,144.66666666666666,19.85782801147531,0.0420160447986126
pythia-410m,high,15,163.0,12.165525060596439,0.04731472331000799
pythia-410m,high,16,332.3333333333333,4.509249752822901,0.09643554963322636
pythia-410m,high,17,205.33333333333334,16.772994167212172,0.059518707774787405
pythia-410m,high,18,225.66666666666666,14.189197769195175,0.06546532584868793
pythia-410m,high,19,226.66666666666666,15.534906930308063,0.06581437428791391
pythia-410m,high,20,88.66666666666667,5.507570547286103,0.02571519333702142
pythia-410m,high,21,110.66666666666667,4.509249752822894,0.03210907978692643
pythia-410m,high,22,134.33333333333334,10.214368964029712,0.038953097687562756
pythia-410m,high,23,421.6666666666667,4.509249752822887,0.1223534361402498
pythia-410m,low,0,10.666666666666666,2.5166114784235836,0.0026776422368557473
pythia-410m,low,1,18.0,4.0,0.004508123088263529
pythia-410m,low,2,21.333333333333332,4.932882862316248,0.005343196801758435
pythia-410m,low,3,18.666666666666668,0.5773502691896255,0.004696261657006697
pythia-410m,low,4,24.666666666666668,3.511884584284246,0.006199488389168277
pythia-410m,low,5,37.666666666666664,6.110100926607787,0.009461459281605548
pythia-410m,low,6,56.0,4.0,0.014110417383374601
pythia-410m,low,7,106.0,1.7320508075688772,0.026682487588510082
pythia-410m,low,8,146.33333333333334,10.016652800877809,0.03677936562780513
pythia-410m,low,9,195.66666666666666,14.571661996262932,0.04917102710438936
pythia-410m,low,10,232.0,4.58257569495584,0.058375159666001285
pythia-410m,low,11,289.6666666666667,15.821925715074416,0.07282698592444298
pythia-410m,low,12,285.6666666666667,19.553345834749944,0.07183858059537995
pythia-410m,low,13,163.33333333333334,5.507570547286099,0.04111004306583861
pythia-410m,low,14,145.33333333333334,16.01041327803044,0.03664155500186502
pythia-410m,low,15,204.66666666666666,20.84066537645412,0.05140501334438782
pythia-410m,low,16,357.0,7.810249675906654,0.08990626031208582
pythia-410m,low,17,251.33333333333334,22.810816147900827,0.06317484514254264
pythia-410m,low,18,276.6666666666667,41.741266551619304,0.0694065863366743
pythia-410m,low,19,258.6666666666667,29.501412395567325,0.06518325870852432
pythia-410m,low,20,101.0,9.539392014169456,0.025427361937173196
pythia-410m,low,21,135.0,10.583005244258363,0.03400110029495464
pythia-410m,low,22,188.33333333333334,12.423096769056148,0.04735263392493463
pythia-410m,low,23,452.0,18.33030277982336,0.11372114658645742
pythia-410m,medium,0,7.666666666666667,0.5773502691896258,0.0020143062286998676
pythia-410m,medium,1,15.666666666666666,5.686240703077327,0.0041043272359358954
pythia-410m,medium,2,16.0,4.58257569495584,0.004191720700415011
pythia-410m,medium,3,20.666666666666668,1.5275252316519463,0.005416059182100486
pythia-410m,medium,4,27.666666666666668,9.504384952922168,0.007236584306427332
pythia-410m,medium,5,40.0,1.0,0.010499060662400223
pythia-410m,medium,6,59.333333333333336,9.451631252505216,0.01553580975499526
pythia-410m,medium,7,104.0,7.0,0.027257560858759744
pythia-410m,medium,8,149.0,7.937253933193772,0.03906375313400262
pythia-410m,medium,9,196.33333333333334,6.658328118479392,0.051499875774670745
pythia-410m,medium,10,215.0,20.663978319771825,0.05632266390322387
pythia-410m,medium,11,272.6666666666667,14.977761292440642,0.07148262683932276
pythia-410m,medium,12,253.33333333333334,36.90979996333403,0.06636586971860463
pythia-410m,medium,13,138.0,7.937253933193772,0.03618423865345383
pythia-410m,medium,14,143.0,10.44030650891055,0.03748417334525006
pythia-410m,medium,15,180.0,11.532562594670797,0.04727680750625223
pythia-410m,medium,16,351.3333333333333,13.05118130030127,0.09215901344298917
pythia-410m,medium,17,251.66666666666666,19.629909152447272,0.06612465400320203
pythia-410m,medium,18,258.6666666666667,18.770544300401447,0.06780194019951825
pythia-410m,medium,19,277.0,12.489995996796797,0.07267597345828096
pythia-410m,medium,20,110.0,4.0,0.028885278212389034
pythia-410m,medium,21,129.33333333333334,6.506407098647712,0.033955889596193355
pythia-410m,medium,22,165.33333333333334,1.1547005383792557,0.043391242000624296
pythia-410m,medium,23,431.0,6.557438524302,0.11307057128228837
pythia-410m,very_high,0,8.0,2.6457513110645907,0.002411632447890588
pythia-410m,very_high,1,23.0,4.358898943540674,0.006950258374242448
pythia-410m,very_high,2,21.666666666666668,4.041451884327381,0.006550378767821309
pythia-410m,very_high,3,19.666666666666668,5.131601439446884,0.0059433049938861365
pythia-410m,very_high,4,23.666666666666668,5.686240703077327,0.007135425246654774
pythia-410m,very_high,5,46.666666666666664,12.50333288900737,0.014176475124929857
pythia-410m,very_high,6,54.333333333333336,5.033222956847167,0.0164929433142898
pythia-410m,very_high,7,106.0,9.643650760992955,0.032243065219687124
pythia-410m,very_high,8,120.66666666666667,9.018499505645789,0.03658533149075247
pythia-410m,very_high,9,162.66666666666666,5.507570547286099,0.04949396486073729
pythia-410m,very_high,10,184.0,12.489995996796797,0.0558044577874513
pythia-410m,very_high,11,246.33333333333334,9.291573243177572,0.0747992966492817
pythia-410m,very_high,12,221.33333333333334,18.17507450695411,0.0671509699944688
pythia-410m,very_high,13,128.33333333333334,8.621678104251712,0.03903879969359164
pythia-410m,very_high,14,137.33333333333334,16.502525059315417,0.04157263007171954
pythia-410m,very_high,15,162.66666666666666,29.143323992525858,0.04915636226949688
pythia-410m,very_high,16,301.3333333333333,26.727015047201455,0.09136511644123212
pythia-410m,very_high,17,198.33333333333334,8.962886439832499,0.060213432133082744
pythia-410m,very_high,18,209.66666666666666,31.005375877955956,0.0634715681404908
pythia-410m,very_high,19,191.0,27.622454633866266,0.05783976565400467
pythia-410m,very_high,20,92.0,6.244997998398398,0.02802902801708429
pythia-410m,very_high,21,93.66666666666667,6.110100926607786,0.028410358975026462
pythia-410m,very_high,22,115.0,7.810249675906654,0.0349568933927324
pythia-410m,very_high,23,428.3333333333333,4.0414518843273886,0.13020854093944487
pythia-70m,control,0,9.0,0.0,0.0212558784159964
pythia-70m,control,1,28.333333333333332,1.1547005383792517,0.06686514752471469
pythia-70m,control,2,65.33333333333333,7.571877794400364,0.1539987706822187
pythia-70m,control,3,128.66666666666666,2.5166114784235836,0.30399475631473166
pythia-70m,control,4,67.0,5.291502622129181,0.1580226147089057
pythia-70m,control,5,125.33333333333333,3.0550504633038935,0.2958628323534328
pythia-70m,high,0,9.0,0.0,0.021614341063549175
pythia-70m,high,1,29.666666666666668,2.516611478423583,0.07127843514294527
pythia-70m,high,2,59.0,6.082762530298219,0.14141803235473724
pythia-70m,high,3,125.0,2.0,0.300099881313103
