model,band,draw,layer,head,js_divergence
pythia-1b,control,draw_1,10,0,0.02478767857519111
pythia-1b,control,draw_1,10,1,0.018319375770631693
pythia-1b,control,draw_1,10,2,0.02165206575774384
pythia-1b,control,draw_1,10,3,0.024322045488126387
pythia-1b,control,draw_1,10,4,0.012639436267462277
pythia-1b,control,draw_1,10,5,0.013816369026250956
pythia-1b,control,draw_1,10,6,0.023148551121019937
pythia-1b,control,draw_1,10,7,0.015111117092915691
pythia-1b,control,draw_1,11,0,0.007214333341374165
pythia-1b,control,draw_1,11,1,0.0074357364486083415
pythia-1b,control,draw_1,11,2,0.014490713916326937
pythia-1b,control,draw_1,11,3,0.015457891388243283
pythia-1b,control,draw_1,11,4,0.013661550983527329
pythia-1b,control,draw_1,11,5,0.017586283975765532
pythia-1b,control,draw_1,11,6,0.01697429181867281
pythia-1b,control,draw_1,11,7,0.016301615015642038
pythia-1b,control,draw_1,12,0,0.010913253522605991
pythia-1b,control,draw_1,12,1,0.026209412173645866
pythia-1b,control,draw_1,12,2,0.028672679644917307
pythia-1b,control,draw_1,12,3,0.027220172156086048
pythia-1b,control,draw_1,12,4,0.013483609640965368
pythia-1b,control,draw_1,12,5,0.01673211975265724
pythia-1b,control,draw_1,12,6,0.013336578817149081
pythia-1b,control,draw_1,12,7,0.0110176560323169
pythia-1b,control,draw_1,13,0,0.010896773382177469
pythia-1b,control,draw_1,13,1,0.04879814419621152
pythia-1b,control,draw_1,13,2,0.006364979854895863
pythia-1b,control,draw_1,13,3,0.012212879448947646
pythia-1b,control,draw_1,13,4,0.018166387829578273
pythia-1b,control,draw_1,13,5,0.00782363440887879
pythia-1b,control,draw_1,13,6,0.013866655434387849
pythia-1b,control,draw_1,13,7,0.013287643601173363
pythia-1b,control,draw_1,14,0,0.01997391370647515
pythia-1b,control,draw_1,14,1,0.016861966478620392
pythia-1b,control,draw_1,14,2,0.013778771012597413
pythia-1b,control,draw_1,14,3,0.016374938929979453
pythia-1b,control,draw_1,14,4,0.024966489229691958
pythia-1b,control,draw_1,14,5,0.013757958351014177
pythia-1b,control,draw_1,14,6,0.022610184066139537
pythia-1b,control,draw_1,14,7,0.013879521100113834
pythia-1b,control,draw_1,15,0,0.0141824842222322
pythia-1b,control,draw_1,15,1,0.013123230584260065
pythia-1b,control,draw_1,15,2,0.02657292377129326
pythia-1b,control,draw_1,15,3,0.016477370125517178
pythia-1b,control,draw_1,15,4,0.015346739025771957
pythia-1b,control,draw_1,15,5,0.02618382860607938
pythia-1b,control,draw_1,15,6,0.016728978973191498
pythia-1b,control,draw_1,15,7,0.023711372666866917
pythia-1b,control,draw_2,0,0,0.0
pythia-1b,control,draw_2,0,1,0.0
pythia-1b,control,draw_2,0,2,0.0
pythia-1b,control,draw_2,0,3,0.0
pythia-1b,control,draw_2,0,4,0.0
pythia-1b,control,draw_2,0,5,0.0
pythia-1b,control,draw_2,0,6,0.0
pythia-1b,control,draw_2,0,7,0.0
pythia-1b,control,draw_2,1,0,0.009072790520782357
pythia-1b,control,draw_2,1,1,0.002857850859410755
pythia-1b,control,draw_2,1,2,0.03296853562879698
pythia-1b,control,draw_2,1,3,0.004787531696158942
pythia-1b,control,draw_2,1,4,0.005026491549391053
pythia-1b,control,draw_2,1,5,0.021050785325457514
pythia-1b,control,draw_2,1,6,0.0031124072677409615
pythia-1b,control,draw_2,1,7,0.012244187074281982
pythia-1b,control,draw_2,2,0,0.01420086935345701
pythia-1b,control,draw_2,2,1,0.013370374061190427
pythia-1b,control,draw_2,2,2,0.010072915982148082
pythia-1b,control,draw_2,2,3,0.0070563589070717974
pythia-1b,control,draw_2,2,4,0.014192496972230923
pythia-1b,control,draw_2,2,5,0.004604540285605614
pythia-1b,control,draw_2,2,6,0.009471179660271231
pythia-1b,control,draw_2,2,7,0.015352556133388163
pythia-1b,control,draw_2,3,0,0.009227559504353609
pythia-1b,control,draw_2,3,1,0.016412905991952872
pythia-1b,control,draw_2,3,2,0.013339358721693983
pythia-1b,control,draw_2,3,3,0.00997087436457991
pythia-1b,control,draw_2,3,4,0.009020764576337508
pythia-1b,control,draw_2,3,5,0.010836077827462556
pythia-1b,control,draw_2,3,6,0.01673177882700233
pythia-1b,control,draw_2,3,7,0.008377589364592607
pythia-1b,control,draw_2,4,0,0.042385587293791285
pythia-1b,control,draw_2,4,1,0.017318831456066653
pythia-1b,control,draw_2,4,2,0.023363004947821394
pythia-1b,control,draw_2,4,3,0.018988779802061383
pythia-1b,control,draw_2,4,4,0.017756361474228877
pythia-1b,control,draw_2,4,5,0.01762235477811941
pythia-1b,control,draw_2,4,6,0.006975461585164633
pythia-1b,control,draw_2,4,7,0.00807112598139049
pythia-1b,control,draw_2,5,0,0.011748940599523803
pythia-1b,control,draw_2,5,1,0.012740849018694685
pythia-1b,control,draw_2,5,2,0.014183012114308979
pythia-1b,control,draw_2,5,3,0.00519622961577386
pythia-1b,control,draw_2,5,4,0.011831924203430636
pythia-1b,control,draw_2,5,5,0.0060098276364459295
pythia-1b,control,draw_2,5,6,0.010368173133225977
pythia-1b,control,draw_2,5,7,0.011776278151634173
pythia-1b,control,draw_2,6,0,0.026124628856922436
pythia-1b,control,draw_2,6,1,0.011818675836024545
pythia-1b,control,draw_2,6,2,0.020055438468380562
pythia-1b,control,draw_2,6,3,0.004664980169095807
pythia-1b,control,draw_2,6,4,0.020189890629446365
pythia-1b,control,draw_2,6,5,0.01663861977333628
pythia-1b,control,draw_2,6,6,0.04301899713866869
pythia-1b,control,draw_2,6,7,0.023039205131593743
pythia-1b,control,draw_2,7,0,0.01837645827179628
pythia-1b,control,draw_2,7,1,0.01844098204478549
pythia-1b,control,draw_2,7,2,0.02828261727774168
pythia-1b,control,draw_2,7,3,0.011756126457774872
pythia-1b,control,draw_2,7,4,0.032079222564668795
pythia-1b,control,draw_2,7,5,0.017700109810458223
pythia-1b,control,draw_2,7,6,0.02716772758622295
pythia-1b,control,draw_2,7,7,0.013886636645407003
pythia-1b,control,draw_2,8,0,0.028996190175010858
pythia-1b,control,draw_2,8,1,0.027858463292827502
pythia-1b,control,draw_2,8,2,0.017987920095295366
pythia-1b,control,draw_2,8,3,0.009784566867233137
pythia-1b,control,draw_2,8,4,0.007904022816929111
pythia-1b,control,draw_2,8,5,0.02020835795454282
pythia-1b,control,draw_2,8,6,0.028337473438285826
pythia-1b,control,draw_2,8,7,0.010208791303660853
pythia-1b,control,draw_2,9,0,0.020934818088495722
pythia-1b,control,draw_2,9,1,0.01886762687613783
pythia-1b,control,draw_2,9,2,0.011428163251618533
pythia-1b,control,draw_2,9,3,0.008051049394771593
pythia-1b,control,draw_2,9,4,0.0215421314824695
pythia-1b,control,draw_2,9,5,0.020560763890159418
pythia-1b,control,draw_2,9,6,0.018402243529811867
pythia-1b,control,draw_2,9,7,0.007929667461950137
pythia-1b,control,draw_2,10,0,0.027530169868971305
pythia-1b,control,draw_2,10,1,0.013841929569795223
pythia-1b,control,draw_2,10,2,0.02129513124707468
pythia-1b,control,draw_2,10,3,0.03071197582695834
pythia-1b,control,draw_2,10,4,0.01284849953783451
pythia-1b,control,draw_2,10,5,0.02277397142867277
pythia-1b,control,draw_2,10,6,0.03611731519084475
pythia-1b,control,draw_2,10,7,0.037012189419252384
pythia-1b,control,draw_2,11,0,0.014012454308972147
pythia-1b,control,draw_2,11,1,0.01694365028439423
pythia-1b,control,draw_2,11,2,0.037488430381729484
pythia-1b,control,draw_2,11,3,0.028592297847410207
pythia-1b,control,draw_2,11,4,0.038754149179242255
pythia-1b,control,draw_2,11,5,0.038621419385241565
pythia-1b,control,draw_2,11,6,0.040728397787947436
pythia-1b,control,draw_2,11,7,0.09476693266479769
pythia-1b,control,draw_2,12,0,0.04728918325883644
pythia-1b,control,draw_2,12,1,0.10845086402196037
pythia-1b,control,draw_2,12,2,0.030570783012307104
pythia-1b,control,draw_2,12,3,0.05803657903786805
pythia-1b,control,draw_2,12,4,0.017688711321409176
pythia-1b,control,draw_2,12,5,0.08975773819853837
pythia-1b,control,draw_2,12,6,0.06493931960575447
pythia-1b,control,draw_2,12,7,0.035093400327795135
pythia-1b,control,draw_2,13,0,0.010142151625275507
pythia-1b,control,draw_2,13,1,0.0210498285769064
pythia-1b,control,draw_2,13,2,0.019161860390704735
pythia-1b,control,draw_2,13,3,0.023961178470941546
pythia-1b,control,draw_2,13,4,0.024887758546434182
pythia-1b,control,draw_2,13,5,0.007664965676126354
pythia-1b,control,draw_2,13,6,0.023245112501542264
pythia-1b,control,draw_2,13,7,0.027242396045649084
pythia-1b,control,draw_2,14,0,0.007985538230898408
pythia-1b,control,draw_2,14,1,0.033681157875417284
pythia-1b,control,draw_2,14,2,0.03205997223096519
pythia-1b,control,draw_2,14,3,0.02556111108616731
pythia-1b,control,draw_2,14,4,0.018318641780608776
pythia-1b,control,draw_2,14,5,0.038379506720390595
pythia-1b,control,draw_2,14,6,0.02940260563968545
pythia-1b,control,draw_2,14,7,0.017668946404220655
pythia-1b,control,draw_2,15,0,0.010197769632617312
pythia-1b,control,draw_2,15,1,0.035202838241811994
pythia-1b,control,draw_2,15,2,0.026047445689164048
pythia-1b,control,draw_2,15,3,0.02736809617373565
pythia-1b,control,draw_2,15,4,0.020460795820793673
pythia-1b,control,draw_2,15,5,0.02850828905163336
pythia-1b,control,draw_2,15,6,0.019591346314179553
pythia-1b,control,draw_2,15,7,0.018498182528758324
pythia-1b,control,draw_3,0,0,0.0
pythia-1b,control,draw_3,0,1,0.0
pythia-1b,control,draw_3,0,2,0.0
pythia-1b,control,draw_3,0,3,0.0
pythia-1b,control,draw_3,0,4,0.0
pythia-1b,control,draw_3,0,5,0.0
pythia-1b,control,draw_3,0,6,0.0
pythia-1b,control,draw_3,0,7,0.0
pythia-1b,control,draw_3,1,0,0.0080352647739967
pythia-1b,control,draw_3,1,1,0.001688125304232363
pythia-1b,control,draw_3,1,2,0.021145095080707686
pythia-1b,control,draw_3,1,3,0.004318082287705244
pythia-1b,control,draw_3,1,4,0.007561093734474882
pythia-1b,control,draw_3,1,5,0.009699292206457256
pythia-1b,control,draw_3,1,6,0.0036670929060614336
pythia-1b,control,draw_3,1,7,0.007416936994727722
pythia-1b,control,draw_3,2,0,0.010343337615153856
pythia-1b,control,draw_3,2,1,0.012096035102666216
pythia-1b,control,draw_3,2,2,0.010664944613350867
pythia-1b,control,draw_3,2,3,0.00917837645294336
pythia-1b,control,draw_3,2,4,0.015425966929380572
pythia-1b,control,draw_3,2,5,0.006829036908175737
pythia-1b,control,draw_3,2,6,0.003990632827589801
pythia-1b,control,draw_3,2,7,0.01554372256512976
pythia-1b,control,draw_3,3,0,0.010323792954052674
pythia-1b,control,draw_3,3,1,0.014981154944608067
pythia-1b,control,draw_3,3,2,0.007805208066504236
pythia-1b,control,draw_3,3,3,0.01223841090982913
pythia-1b,control,draw_3,3,4,0.014718545592740355
pythia-1b,control,draw_3,3,5,0.006926487123233386
pythia-1b,control,draw_3,3,6,0.003912756388805515
pythia-1b,control,draw_3,3,7,0.010301321393788476
pythia-1b,control,draw_3,4,0,0.02662366616043259
pythia-1b,control,draw_3,4,1,0.013319406499563187
pythia-1b,control,draw_3,4,2,0.01646270426666089
pythia-1b,control,draw_3,4,3,0.0481013836870499
pythia-1b,control,draw_3,4,4,0.034181266135135925
pythia-1b,control,draw_3,4,5,0.05053618333493304
pythia-1b,control,draw_3,4,6,0.01570234026448582
pythia-1b,control,draw_3,4,7,0.02550915985616321
pythia-1b,control,draw_3,5,0,0.011915923631807258
pythia-1b,control,draw_3,5,1,0.01853864377718815
pythia-1b,control,draw_3,5,2,0.08214511518612333
pythia-1b,control,draw_3,5,3,0.010912096055471452
pythia-1b,control,draw_3,5,4,0.042843271049264685
pythia-1b,control,draw_3,5,5,0.005564865413527474
pythia-1b,control,draw_3,5,6,0.09523446296644021
pythia-1b,control,draw_3,5,7,0.02403700772861653
pythia-1b,control,draw_3,6,0,0.04400671801364937
pythia-1b,control,draw_3,6,1,0.04500629691846739
pythia-1b,control,draw_3,6,2,0.022660965007529746
pythia-1b,control,draw_3,6,3,0.007779720389026463
pythia-1b,control,draw_3,6,4,0.014734528795425193
pythia-1b,control,draw_3,6,5,0.024403712939984713
pythia-1b,control,draw_3,6,6,0.02770451353531187
pythia-1b,control,draw_3,6,7,0.029407609837190797
pythia-1b,control,draw_3,7,0,0.02827081588916702
pythia-1b,control,draw_3,7,1,0.02636582097291767
pythia-1b,control,draw_3,7,2,0.027606447274837742
pythia-1b,control,draw_3,7,3,0.0237972788801504
pythia-1b,control,draw_3,7,4,0.027229216092614382
pythia-1b,control,draw_3,7,5,0.07479851550344618
pythia-1b,control,draw_3,7,6,0.07322556624960377
pythia-1b,control,draw_3,7,7,0.0357273231146348
pythia-1b,control,draw_3,8,0,0.07359887689400536
pythia-1b,control,draw_3,8,1,0.03326264824187322
pythia-1b,control,draw_3,8,2,0.057299000052160896
pythia-1b,control,draw_3,8,3,0.05136030879940163
pythia-1b,control,draw_3,8,4,0.039522686445874707
pythia-1b,control,draw_3,8,5,0.03541438056484025
pythia-1b,control,draw_3,8,6,0.026364255671510434
pythia-1b,control,draw_3,8,7,0.040035195280188736
pythia-1b,control,draw_3,9,0,0.03098002619157295
pythia-1b,control,draw_3,9,1,0.04284520160266581
pythia-1b,control,draw_3,9,2,0.025663028758638646
pythia-1b,control,draw_3,9,3,0.025223348326106856
pythia-1b,control,draw_3,9,4,0.03247927430686932
pythia-1b,control,draw_3,9,5,0.044774627887049105
pythia-1b,control,draw_3,9,6,0.018998044159572246
pythia-1b,control,draw_3,9,7,0.021596064201949275
pythia-1b,control,draw_3,10,0,0.017135391675423356
pythia-1b,control,draw_3,10,1,0.02370900117141502
pythia-1b,control,draw_3,10,2,0.01711901321135227
pythia-1b,control,draw_3,10,3,0.03663966184999306
pythia-1b,control,draw_3,10,4,0.010771687192079568
pythia-1b,control,draw_3,10,5,0.020571726871995457
pythia-1b,control,draw_3,10,6,0.038723602042090834
pythia-1b,control,draw_3,10,7,0.030801924664325537
pythia-1b,control,draw_3,11,0,0.02543545396821967
pythia-1b,control,draw_3,11,1,0.021281745100397712
pythia-1b,control,draw_3,11,2,0.04767630801833836
pythia-1b,control,draw_3,11,3,0.021529670131395895
pythia-1b,control,draw_3,11,4,0.0496320349837904
pythia-1b,control,draw_3,11,5,0.035059511018617213
pythia-1b,control,draw_3,11,6,0.0367283537789359
pythia-1b,control,draw_3,11,7,0.11080114806686246
pythia-1b,control,draw_3,12,0,0.03805454195014719
pythia-1b,control,draw_3,12,1,0.12525057264918535
pythia-1b,control,draw_3,12,2,0.041459399089121905
pythia-1b,control,draw_3,12,3,0.06703900308498573
pythia-1b,control,draw_3,12,4,0.03258219557998427
pythia-1b,control,draw_3,12,5,0.09803253160100425
pythia-1b,control,draw_3,12,6,0.059983276033184214
pythia-1b,control,draw_3,12,7,0.026491288138074002
pythia-1b,control,draw_3,13,0,0.029267847065012936
pythia-1b,control,draw_3,13,1,0.08522985912321594
pythia-1b,control,draw_3,13,2,0.018357429883264994
pythia-1b,control,draw_3,13,3,0.01653188307128879
pythia-1b,control,draw_3,13,4,0.019373735417351247
pythia-1b,control,draw_3,13,5,0.029674264975552134
pythia-1b,control,draw_3,13,6,0.035255728486959154
pythia-1b,control,draw_3,13,7,0.012967843273936297
pythia-1b,control,draw_3,14,0,0.03835529815827423
pythia-1b,control,draw_3,14,1,0.018169075904670068
pythia-1b,control,draw_3,14,2,0.020737925163832653
pythia-1b,control,draw_3,14,3,0.015060121886850662
pythia-1b,control,draw_3,14,4,0.021870188737442633
pythia-1b,control,draw_3,14,5,0.017433300059535254
pythia-1b,control,draw_3,14,6,0.027104487925085723
pythia-1b,control,draw_3,14,7,0.028865352176735876
pythia-1b,control,draw_3,15,0,0.007515778472090798
pythia-1b,control,draw_3,15,1,0.02754129635766718
pythia-1b,control,draw_3,15,2,0.03624783874565839
pythia-1b,control,draw_3,15,3,0.024754609597465234
pythia-1b,control,draw_3,15,4,0.021314859836955264
pythia-1b,control,draw_3,15,5,0.032607125397757016
pythia-1b,control,draw_3,15,6,0.022198056082322774
pythia-1b,control,draw_3,15,7,0.03887560360331048
pythia-1.4b,low,draw_1,0,0,0.0
pythia-1.4b,low,draw_1,0,1,0.0
pythia-1.4b,low,draw_1,0,2,0.0
pythia-1.4b,low,draw_1,0,3,0.0
pythia-1.4b,low,draw_1,0,4,0.0
pythia-1.4b,low,draw_1,0,5,0.0
pythia-1.4b,low,draw_1,0,6,0.0
pythia-1.4b,low,draw_1,0,7,0.0
pythia-1.4b,low,draw_1,0,8,0.0
pythia-1.4b,low,draw_1,0,9,0.0
pythia-1.4b,low,draw_1,0,10,0.0
pythia-1.4b,low,draw_1,0,11,0.0
pythia-1.4b,low,draw_1,0,12,0.0
pythia-1.4b,low,draw_1,0,13,0.0
pythia-1.4b,low,draw_1,0,14,0.0
pythia-1.4b,low,draw_1,0,15,0.0
pythia-1.4b,low,draw_1,1,0,0.004879684489395756
pythia-1.4b,low,draw_1,1,1,0.010710815384733521
pythia-1.4b,low,draw_1,1,2,0.008743166298569327
pythia-1.4b,low,draw_1,1,3,0.01662570236136789
pythia-1.4b,low,draw_1,1,4,0.007280671280237871
pythia-1.4b,low,draw_1,1,5,0.006225605805683222
pythia-1.4b,low,draw_1,1,6,0.007233688024752577
pythia-1.4b,low,draw_1,1,7,0.004426873381767827
pythia-1.4b,low,draw_1,1,8,0.0037907132535948
pythia-1.4b,low,draw_1,1,9,0.011604931054134682
pythia-1.4b,low,draw_1,1,10,0.01042250690553365
pythia-1.4b,low,draw_1,1,11,0.0021563206865487226
pythia-1.4b,low,draw_1,1,12,0.0032611489726274653
pythia-1.4b,low,draw_1,1,13,0.010591506786267434
pythia-1.4b,low,draw_1,1,14,0.010443571048422768
pythia-1.4b,low,draw_1,1,15,0.0076571930850649296
pythia-1.4b,low,draw_1,2,0,0.01691136658318542
pythia-1.4b,low,draw_1,2,1,0.005222841080833156
pythia-1.4b,low,draw_1,2,2,0.02486607303662795
pythia-1.4b,low,draw_1,2,3,0.007138441270607776
pythia-1.4b,low,draw_1,2,4,0.015423127217807298
pythia-1.4b,low,draw_1,2,5,0.00856582265275822
pythia-1.4b,low,draw_1,2,6,0.02080150186606795
pythia-1.4b,low,draw_1,2,7,0.02779658888443896
pythia-1.4b,low,draw_1,2,8,0.006958061142767264
pythia-1.4b,low,draw_1,2,9,0.007880179425808929
pythia-1.4b,low,draw_1,2,10,0.012501160467192863
pythia-1.4b,low,draw_1,2,11,0.010848335052646178
pythia-1.4b,low,draw_1,2,12,0.011195145389290628
pythia-1.4b,low,draw_1,2,13,0.011317590273068941
pythia-1.4b,low,draw_1,2,14,0.004787505859961702
pythia-1.4b,low,draw_1,2,15,0.008661792431078685
pythia-1.4b,low,draw_1,3,0,0.0165623155366549
pythia-1.4b,low,draw_1,3,1,0.020732219513576212
pythia-1.4b,low,draw_1,3,2,0.0071772391122459245
pythia-1.4b,low,draw_1,3,3,0.011446873644639439
pythia-1.4b,low,draw_1,3,4,0.00574844121584859
pythia-1.4b,low,draw_1,3,5,0.01367457397251056
pythia-1.4b,low,draw_1,3,6,0.022831720006598152
pythia-1.4b,low,draw_1,3,7,0.03706689335457469
pythia-1.4b,low,draw_1,3,8,0.008424085029180012
pythia-1.4b,low,draw_1,3,9,0.011588947328332355
pythia-1.4b,low,draw_1,3,10,0.00825248810343167
pythia-1.4b,low,draw_1,3,11,0.036235540862694794
pythia-1.4b,low,draw_1,3,12,0.016549555753221288
pythia-1.4b,low,draw_1,3,13,0.012944745609861636
pythia-1.4b,low,draw_1,3,14,0.018554798866238918
pythia-1.4b,low,draw_1,3,15,0.013778880847730785
pythia-1.4b,low,draw_1,4,0,0.011814730206155666
pythia-1.4b,low,draw_1,4,1,0.009810280031284707
pythia-1.4b,low,draw_1,4,2,0.019472427003327932
pythia-1.4b,low,draw_1,4,3,0.030394586679373514
pythia-1.4b,low,draw_1,4,4,0.010135178991104192
pythia-1.4b,low,draw_1,4,5,0.01993331136808101
pythia-1.4b,low,draw_1,4,6,0.017224393541004843
pythia-1.4b,low,draw_1,4,7,0.01826943232065217
pythia-1.4b,low,draw_1,4,8,0.013472053150898737
pythia-1.4b,low,draw_1,4,9,0.00951806337081273
pythia-1.4b,low,draw_1,4,10,0.012243961261872204
pythia-1.4b,low,draw_1,4,11,0.0292628915701551
pythia-1.4b,low,draw_1,4,12,0.019428308225831224
pythia-1.4b,low,draw_1,4,13,0.029159977069822908
pythia-1.4b,low,draw_1,4,14,0.016233795492992337
pythia-1.4b,low,draw_1,4,15,0.0035082524534545603
pythia-1.4b,low,draw_1,5,0,0.035390674967867373
pythia-1.4b,low,draw_1,5,1,0.035446198192883215
pythia-1.4b,low,draw_1,5,2,0.02990568799323636
pythia-1.4b,low,draw_1,5,3,0.024293889877342573
pythia-1.4b,low,draw_1,5,4,0.018630422979009416
pythia-1.4b,low,draw_1,5,5,0.03301425820115304
pythia-1.4b,low,draw_1,5,6,0.011625838012542643
pythia-1.4b,low,draw_1,5,7,0.015723326991564878
pythia-1.4b,low,draw_1,5,8,0.01196544483709954
pythia-1.4b,low,draw_1,5,9,0.016976609776484162
pythia-1.4b,low,draw_1,5,10,0.03120328346832066
pythia-1.4b,low,draw_1,5,11,0.013643025716540245
pythia-1.4b,low,draw_1,5,12,0.0296891494342958
pythia-1.4b,low,draw_1,5,13,0.032063661291003735
pythia-1.4b,low,draw_1,5,14,0.028973493380987186
pythia-1.4b,low,draw_1,5,15,0.0099860687161548
pythia-1.4b,low,draw_1,6,0,0.009882961128836115
pythia-1.4b,low,draw_1,6,1,0.02371945753631692
pythia-1.4b,low,draw_1,6,2,0.017659258364638386
pythia-1.4b,low,draw_1,6,3,0.01301969756696301
pythia-1.4b,low,draw_1,6,4,0.04059240278217546
pythia-1.4b,low,draw_1,6,5,0.02893635335745255
pythia-1.4b,low,draw_1,6,6,0.03342316448324327
pythia-1.4b,low,draw_1,6,7,0.013937444250301087
pythia-1.4b,low,draw_1,6,8,0.03422651489113442
pythia-1.4b,low,draw_1,6,9,0.015680633163944364
pythia-1.4b,low,draw_1,6,10,0.012462399366707467
pythia-1.4b,low,draw_1,6,11,0.013445235897734836
pythia-1.4b,low,draw_1,6,12,0.024235941088455275
pythia-1.4b,low,draw_1,6,13,0.017802924445775574
pythia-1.4b,low,draw_1,6,14,0.007318503911957063
pythia-1.4b,low,draw_1,6,15,0.01802250321847591
pythia-1.4b,low,draw_1,7,0,0.016214798703012772
pythia-1.4b,low,draw_1,7,1,0.028166515700496594
pythia-1.4b,low,draw_1,7,2,0.04272843343787256
pythia-1.4b,low,draw_1,7,3,0.02598362330151123
pythia-1.4b,low,draw_1,7,4,0.03314608695583349
pythia-1.4b,low,draw_1,7,5,0.016071474865485304
pythia-1.4b,low,draw_1,7,6,0.035216240561610664
pythia-1.4b,low,draw_1,7,7,0.025217578441943035
pythia-1.4b,low,draw_1,7,8,0.01765292201706277
pythia-1.4b,low,draw_1,7,9,0.04803271210892248
pythia-1.4b,low,draw_1,7,10,0.031011239283437728
pythia-1.4b,low,draw_1,7,11,0.018965526984937812
pythia-1.4b,low,draw_1,7,12,0.025976537806635426
pythia-1.4b,low,draw_1,7,13,0.011499989371822852
pythia-1.4b,low,draw_1,7,14,0.022206504502251912
pythia-1.4b,low,draw_1,7,15,0.01890608376757983
pythia-1.4b,low,draw_1,8,0,0.01952474008788926
pythia-1.4b,low,draw_1,8,1,0.022027152087011462
pythia-1.4b,low,draw_1,8,2,0.029154980280598118
pythia-1.4b,low,draw_1,8,3,0.034937724140148584
pythia-1.4b,low,draw_1,8,4,0.009410309978550073
pythia-1.4b,low,draw_1,8,5,0.03350877327229775
pythia-1.4b,low,draw_1,8,6,0.03333191576814423
pythia-1.4b,low,draw_1,8,7,0.024214270392797665
pythia-1.4b,low,draw_1,8,8,0.023721023139663837
pythia-1.4b,low,draw_1,8,9,0.05925338502888921
pythia-1.4b,low,draw_1,8,10,0.009560002763478863
pythia-1.4b,low,draw_1,8,11,0.017413093145438627
pythia-1.4b,low,draw_1,8,12,0.02662456799916981
pythia-1.4b,low,draw_1,8,13,0.02111251705941061
pythia-1.4b,low,draw_1,8,14,0.014624160278775453
pythia-1.4b,low,draw_1,8,15,0.0120651837076472
pythia-1.4b,low,draw_1,9,0,0.010449449478703729
pythia-1.4b,low,draw_1,9,1,0.045109824719283244
pythia-1.4b,low,draw_1,9,2,0.03954626575642745
pythia-1.4b,low,draw_1,9,3,0.015298857532547469
pythia-1.4b,low,draw_1,9,4,0.013187473000127601
pythia-1.4b,low,draw_1,9,5,0.0409090496712354
pythia-1.4b,low,draw_1,9,6,0.036227848749975713
pythia-1.4b,low,draw_1,9,7,0.014360895882634298
pythia-1.4b,low,draw_1,9,8,0.028760848243556434
pythia-1.4b,low,draw_1,9,9,0.023915164401979775
pythia-1.4b,low,draw_1,9,10,0.07733265093918193
pythia-1.4b,low,draw_1,9,11,0.02957440688083857
pythia-1.4b,low,draw_1,9,12,0.04467187645035882
pythia-1.4b,low,draw_1,9,13,0.02410384499671257
pythia-1.4b,low,draw_1,9,14,0.011832912990274834
pythia-1.4b,low,draw_1,9,15,0.02512108691508598
pythia-1.4b,low,draw_1,10,0,0.009578170822249418
pythia-1.4b,low,draw_1,10,1,0.03187133154083145
pythia-1.4b,low,draw_1,10,2,0.030555453638592567
pythia-1.4b,low,draw_1,10,3,0.023500306198954587
pythia-1.4b,low,draw_1,10,4,0.04096808687254633
pythia-1.4b,low,draw_1,10,5,0.01828082533489845
pythia-1.4b,low,draw_1,10,6,0.022185214094488304
pythia-1.4b,low,draw_1,10,7,0.030988910127454715
pythia-1.4b,low,draw_1,10,8,0.01910074498712868
pythia-1.4b,low,draw_1,10,9,0.0456495180535833
pythia-1.4b,low,draw_1,10,10,0.04411714127472134
pythia-1.4b,low,draw_1,10,11,0.01923990206498751
pythia-1.4b,low,draw_1,10,12,0.010572223396285644
pythia-1.4b,low,draw_1,10,13,0.0382932558987716
pythia-1.4b,low,draw_1,10,14,0.02472830712007785
pythia-1.4b,low,draw_1,10,15,0.0333862548772245
pythia-1.4b,low,draw_1,11,0,0.03226575491188627
pythia-1.4b,low,draw_1,11,1,0.02212588473740939
pythia-1.4b,low,draw_1,11,2,0.04682893526119616
pythia-1.4b,low,draw_1,11,3,0.020217267872407158
pythia-1.4b,low,draw_1,11,4,0.024079824386733846
pythia-1.4b,low,draw_1,11,5,0.051545101900759484
pythia-1.4b,low,draw_1,11,6,0.035439785051512705
pythia-1.4b,low,draw_1,11,7,0.009066022715454208
pythia-1.4b,low,draw_1,11,8,0.05360483830926366
pythia-1.4b,low,draw_1,11,9,0.01803935448512255
pythia-1.4b,low,draw_1,11,10,0.01874196444124656
pythia-1.4b,low,draw_1,11,11,0.030157490158769625
pythia-1.4b,low,draw_1,11,12,0.02781955330529732
pythia-1.4b,low,draw_1,11,13,0.008711211387723754
pythia-1.4b,low,draw_1,11,14,0.01863237168032539
pythia-1.4b,low,draw_1,11,15,0.018570855274380765
pythia-1.4b,low,draw_1,12,0,0.01850238914714914
pythia-1.4b,low,draw_1,12,1,0.026227275195251903
pythia-1.4b,low,draw_1,12,2,0.013455402522427167
pythia-1.4b,low,draw_1,12,3,0.008874009156197253
pythia-1.4b,low,draw_1,12,4,0.0089054015750474
pythia-1.4b,low,draw_1,12,5,0.01605482769647351
pythia-1.4b,low,draw_1,12,6,0.014031071569042595
pythia-1.4b,low,draw_1,12,7,0.07189982208498866
pythia-1.4b,low,draw_1,12,8,0.024342398367551882
pythia-1.4b,low,draw_1,12,9,0.01859223259541396
pythia-1.4b,low,draw_1,12,10,0.023019824074216693
pythia-1.4b,low,draw_1,12,11,0.031799426234196584
