model,band,draw,layer,head,js_divergence
pythia-160m,high,draw_2,9,8,0.015195562020768487
pythia-160m,high,draw_2,9,9,0.014740456204522502
pythia-160m,high,draw_2,9,10,0.006729148412740591
pythia-160m,high,draw_2,9,11,0.007190378267701322
pythia-160m,high,draw_2,10,0,0.017764625355955754
pythia-160m,high,draw_2,10,1,0.018630854913155345
pythia-160m,high,draw_2,10,2,0.019030529477144197
pythia-160m,high,draw_2,10,3,0.007929439903431647
pythia-160m,high,draw_2,10,4,0.022760023524719317
pythia-160m,high,draw_2,10,5,0.009160803078627032
pythia-160m,high,draw_2,10,6,0.015567664099491717
pythia-160m,high,draw_2,10,7,0.015721246333316133
pythia-160m,high,draw_2,10,8,0.019125487584516748
pythia-160m,high,draw_2,10,9,0.019983701509665153
pythia-160m,high,draw_2,10,10,0.014574120672024257
pythia-160m,high,draw_2,10,11,0.021288896180518133
pythia-160m,high,draw_2,11,0,0.011799331616092526
pythia-160m,high,draw_2,11,1,0.03110557763407447
pythia-160m,high,draw_2,11,2,0.01251043679344997
pythia-160m,high,draw_2,11,3,0.008952368734076703
pythia-160m,high,draw_2,11,4,0.02197567998425827
pythia-160m,high,draw_2,11,5,0.0376297176195992
pythia-160m,high,draw_2,11,6,0.015838896835401007
pythia-160m,high,draw_2,11,7,0.023898720034556276
pythia-160m,high,draw_2,11,8,0.014036862693233709
pythia-160m,high,draw_2,11,9,0.009425900038813669
pythia-160m,high,draw_2,11,10,0.031835635964890516
pythia-160m,high,draw_2,11,11,0.01746179246302781
pythia-160m,high,draw_3,0,0,0.0
pythia-160m,high,draw_3,0,1,0.0
pythia-160m,high,draw_3,0,2,0.0
pythia-160m,high,draw_3,0,3,0.0
pythia-160m,high,draw_3,0,4,0.0
pythia-160m,high,draw_3,0,5,0.0
pythia-160m,high,draw_3,0,6,0.0
pythia-160m,high,draw_3,0,7,0.0
pythia-160m,high,draw_3,0,8,0.0
pythia-160m,high,draw_3,0,9,0.0
pythia-160m,high,draw_3,0,10,0.0
pythia-160m,high,draw_3,0,11,0.0
pythia-160m,high,draw_3,1,0,0.0011349990517645395
pythia-160m,high,draw_3,1,1,0.001717139269608789
pythia-160m,high,draw_3,1,2,0.0007764619268636762
pythia-160m,high,draw_3,1,3,0.003281364527173169
pythia-160m,high,draw_3,1,4,0.006997136470431335
pythia-160m,high,draw_3,1,5,0.002903979478114937
pythia-160m,high,draw_3,1,6,0.0015018466041570473
pythia-160m,high,draw_3,1,7,0.001261471417782753
pythia-160m,high,draw_3,1,8,0.00465863568468858
pythia-160m,high,draw_3,1,9,0.0031303920365077635
pythia-160m,high,draw_3,1,10,0.006531722564069521
pythia-160m,high,draw_3,1,11,0.0012716852767720734
pythia-160m,high,draw_3,2,0,0.004450389634074894
pythia-160m,high,draw_3,2,1,0.002292488652154781
pythia-160m,high,draw_3,2,2,0.002193314921267447
pythia-160m,high,draw_3,2,3,0.003355311955728777
pythia-160m,high,draw_3,2,4,0.005376707199748362
pythia-160m,high,draw_3,2,5,0.002224089552135397
pythia-160m,high,draw_3,2,6,0.0027663368175177934
pythia-160m,high,draw_3,2,7,0.00715290628218003
pythia-160m,high,draw_3,2,8,0.0012672347379171856
pythia-160m,high,draw_3,2,9,0.0018051180613786399
pythia-160m,high,draw_3,2,10,0.00946704265573711
pythia-160m,high,draw_3,2,11,0.002258806558624535
pythia-160m,high,draw_3,3,0,0.0017068202075960228
pythia-160m,high,draw_3,3,1,0.0016520370010975635
pythia-160m,high,draw_3,3,2,0.0011089358413378105
pythia-160m,high,draw_3,3,3,0.004384738554584227
pythia-160m,high,draw_3,3,4,0.001079526469401253
pythia-160m,high,draw_3,3,5,0.004886755245535194
pythia-160m,high,draw_3,3,6,0.005685796996796572
pythia-160m,high,draw_3,3,7,0.005492798475179885
pythia-160m,high,draw_3,3,8,0.002585803452072204
pythia-160m,high,draw_3,3,9,0.00234875095807833
pythia-160m,high,draw_3,3,10,0.005014519311399461
pythia-160m,high,draw_3,3,11,0.006032719096881227
pythia-160m,high,draw_3,4,0,0.003422721045396007
pythia-160m,high,draw_3,4,1,0.003714367661911208
pythia-160m,high,draw_3,4,2,0.003928427493069652
pythia-160m,high,draw_3,4,3,0.005557186507595279
pythia-160m,high,draw_3,4,4,0.004609024205740121
pythia-160m,high,draw_3,4,5,0.004444726403564056
pythia-160m,high,draw_3,4,6,0.002173326263316206
pythia-160m,high,draw_3,4,7,0.004132393074295873
pythia-160m,high,draw_3,4,8,0.004304362515812783
pythia-160m,high,draw_3,4,9,0.003902282413534265
pythia-160m,high,draw_3,4,10,0.012890928302794648
pythia-160m,high,draw_3,4,11,0.005072486379298415
pythia-160m,high,draw_3,5,0,0.0028134706434173877
pythia-160m,high,draw_3,5,1,0.004035992522995095
pythia-160m,high,draw_3,5,2,0.006338591878016024
pythia-160m,high,draw_3,5,3,0.0043248039871148156
pythia-160m,high,draw_3,5,4,0.007917514681705422
pythia-160m,high,draw_3,5,5,0.006130905682564198
pythia-160m,high,draw_3,5,6,0.008206867920924371
pythia-160m,high,draw_3,5,7,0.0049980312208019574
pythia-160m,high,draw_3,5,8,0.0022868783994613186
pythia-160m,high,draw_3,5,9,0.002436304722833036
pythia-160m,high,draw_3,5,10,0.007274311620910457
pythia-160m,high,draw_3,5,11,0.003575054976592856
pythia-160m,high,draw_3,6,0,0.007632533381414011
pythia-160m,high,draw_3,6,1,0.006729998499556854
pythia-160m,high,draw_3,6,2,0.009460035438102471
pythia-160m,high,draw_3,6,3,0.005656495054084308
pythia-160m,high,draw_3,6,4,0.004523478247569344
pythia-160m,high,draw_3,6,5,0.004906431087385428
pythia-160m,high,draw_3,6,6,0.004502372300685326
pythia-160m,high,draw_3,6,7,0.007033676980297439
pythia-160m,high,draw_3,6,8,0.005973489491787495
pythia-160m,high,draw_3,6,9,0.013112752044676376
pythia-160m,high,draw_3,6,10,0.008575805133611433
pythia-160m,high,draw_3,6,11,0.008349116628730321
pythia-160m,high,draw_3,7,0,0.004603190622400945
pythia-160m,high,draw_3,7,1,0.008685733116997642
pythia-160m,high,draw_3,7,2,0.014334647655929407
pythia-160m,high,draw_3,7,3,0.0063687898880871825
pythia-160m,high,draw_3,7,4,0.007585137750365541
pythia-160m,high,draw_3,7,5,0.011431854062667978
pythia-160m,high,draw_3,7,6,0.013310944861026764
pythia-160m,high,draw_3,7,7,0.006161761124786108
pythia-160m,high,draw_3,7,8,0.005987123305106108
pythia-160m,high,draw_3,7,9,0.012593642831945688
pythia-160m,high,draw_3,7,10,0.021916598761422212
pythia-160m,high,draw_3,7,11,0.010710730470721441
pythia-160m,high,draw_3,8,0,0.010114427916475823
pythia-160m,high,draw_3,8,1,0.0388034186010796
pythia-160m,high,draw_3,8,2,0.02582418869496023
pythia-160m,high,draw_3,8,3,0.028652237633220643
pythia-160m,high,draw_3,8,4,0.03740986612684833
pythia-160m,high,draw_3,8,5,0.011075608753460555
pythia-160m,high,draw_3,8,6,0.005881292112079471
pythia-160m,high,draw_3,8,7,0.026856903558029097
pythia-160m,high,draw_3,8,8,0.03444877694388738
pythia-160m,high,draw_3,8,9,0.013518311872246447
pythia-160m,high,draw_3,8,10,0.0060256352328600955
pythia-160m,high,draw_3,8,11,0.025148903165613967
pythia-160m,high,draw_3,9,0,0.011825728876714008
pythia-160m,high,draw_3,9,1,0.03129614276941188
pythia-160m,high,draw_3,9,2,0.037574722367467055
pythia-160m,high,draw_3,9,3,0.02569968314301364
pythia-160m,high,draw_3,9,4,0.030879920408073348
pythia-160m,high,draw_3,9,5,0.026730633074422448
pythia-160m,high,draw_3,9,6,0.034101133677046605
pythia-160m,high,draw_3,9,7,0.030639756723037804
pythia-160m,high,draw_3,9,8,0.027309422786715908
pythia-160m,high,draw_3,9,9,0.024503004664255857
pythia-160m,high,draw_3,9,10,0.011277018095992332
pythia-160m,high,draw_3,9,11,0.021362680704349737
pythia-160m,high,draw_3,10,0,0.046005373016747036
pythia-160m,high,draw_3,10,1,0.047340021124276994
pythia-160m,high,draw_3,10,2,0.05443105644154318
pythia-160m,high,draw_3,10,3,0.04133498935715159
pythia-160m,high,draw_3,10,4,0.03889170501177979
pythia-160m,high,draw_3,10,5,0.01367337780594941
pythia-160m,high,draw_3,10,6,0.039370715593182885
pythia-160m,high,draw_3,10,7,0.03273292653809932
pythia-160m,high,draw_3,10,8,0.01877168299451134
pythia-160m,high,draw_3,10,9,0.018872870740411073
pythia-160m,high,draw_3,10,10,0.023202885378056246
pythia-160m,high,draw_3,10,11,0.024532638130123473
pythia-160m,high,draw_3,11,0,0.015852178164483935
pythia-160m,high,draw_3,11,1,0.06174044710564147
pythia-160m,high,draw_3,11,2,0.018700097342016428
pythia-160m,high,draw_3,11,3,0.023830291383788133
pythia-160m,high,draw_3,11,4,0.043396013530829634
pythia-160m,high,draw_3,11,5,0.05694867501972974
pythia-160m,high,draw_3,11,6,0.021889244810216934
pythia-160m,high,draw_3,11,7,0.044428756995575
pythia-160m,high,draw_3,11,8,0.015724375546379583
pythia-160m,high,draw_3,11,9,0.03506635889377564
pythia-160m,high,draw_3,11,10,0.023881000583353185
pythia-160m,high,draw_3,11,11,0.021480654806214746
pythia-160m,very_high,draw_1,0,0,0.0
pythia-160m,very_high,draw_1,0,1,0.0
pythia-160m,very_high,draw_1,0,2,0.0
pythia-160m,very_high,draw_1,0,3,0.0
pythia-160m,very_high,draw_1,0,4,0.0
pythia-160m,very_high,draw_1,0,5,0.0
pythia-160m,very_high,draw_1,0,6,0.0
pythia-160m,very_high,draw_1,0,7,0.0
pythia-160m,very_high,draw_1,0,8,0.0
pythia-160m,very_high,draw_1,0,9,0.0
pythia-160m,very_high,draw_1,0,10,0.0
pythia-160m,very_high,draw_1,0,11,0.0
pythia-160m,very_high,draw_1,1,0,0.003744058807605406
pythia-160m,very_high,draw_1,1,1,0.0023792524796617093
pythia-160m,very_high,draw_1,1,2,0.0056635447380587196
pythia-160m,very_high,draw_1,1,3,0.00471654575382334
pythia-160m,very_high,draw_1,1,4,0.004367770481975382
pythia-160m,very_high,draw_1,1,5,0.006256382633588701
pythia-160m,very_high,draw_1,1,6,0.007026361713314508
pythia-160m,very_high,draw_1,1,7,0.0030992883497680404
pythia-160m,very_high,draw_1,1,8,0.009888735763532535
pythia-160m,very_high,draw_1,1,9,0.005750951237484307
pythia-160m,very_high,draw_1,1,10,0.008091413979600537
pythia-160m,very_high,draw_1,1,11,0.004018158449891182
pythia-160m,very_high,draw_1,2,0,0.0074024433881651535
pythia-160m,very_high,draw_1,2,1,0.006871590283546868
pythia-160m,very_high,draw_1,2,2,0.012499413113302165
pythia-160m,very_high,draw_1,2,3,0.016010460297039147
pythia-160m,very_high,draw_1,2,4,0.004367137837692725
pythia-160m,very_high,draw_1,2,5,0.006784228615744295
pythia-160m,very_high,draw_1,2,6,0.004694245000688126
pythia-160m,very_high,draw_1,2,7,0.00549059118840294
pythia-160m,very_high,draw_1,2,8,0.0046113173889817186
pythia-160m,very_high,draw_1,2,9,0.00464295985897634
pythia-160m,very_high,draw_1,2,10,0.01663721162919501
pythia-160m,very_high,draw_1,2,11,0.01569400391979036
pythia-160m,very_high,draw_1,3,0,0.0032846603594777314
pythia-160m,very_high,draw_1,3,1,0.004944612891230957
pythia-160m,very_high,draw_1,3,2,0.0009633394665627722
pythia-160m,very_high,draw_1,3,3,0.006391720781605963
pythia-160m,very_high,draw_1,3,4,0.003370068601989273
pythia-160m,very_high,draw_1,3,5,0.0075915753471110115
pythia-160m,very_high,draw_1,3,6,0.005505775174623306
pythia-160m,very_high,draw_1,3,7,0.003264893958966388
pythia-160m,very_high,draw_1,3,8,0.003647774590265622
pythia-160m,very_high,draw_1,3,9,0.004847163960376511
pythia-160m,very_high,draw_1,3,10,0.011056308918080836
pythia-160m,very_high,draw_1,3,11,0.005196476051799483
pythia-160m,very_high,draw_1,4,0,0.005628099423744361
pythia-160m,very_high,draw_1,4,1,0.0031505589104691475
pythia-160m,very_high,draw_1,4,2,0.006558676136733656
pythia-160m,very_high,draw_1,4,3,0.005902683496440546
pythia-160m,very_high,draw_1,4,4,0.005028205123473986
pythia-160m,very_high,draw_1,4,5,0.004464584525785793
pythia-160m,very_high,draw_1,4,6,0.002001858027891917
pythia-160m,very_high,draw_1,4,7,0.003467346831139699
pythia-160m,very_high,draw_1,4,8,0.0077239829718499485
pythia-160m,very_high,draw_1,4,9,0.006222767519165581
pythia-160m,very_high,draw_1,4,10,0.015580333255478399
pythia-160m,very_high,draw_1,4,11,0.006359644376278615
pythia-160m,very_high,draw_1,5,0,0.00625041726515074
pythia-160m,very_high,draw_1,5,1,0.003213191311833379
pythia-160m,very_high,draw_1,5,2,0.005352848122180232
pythia-160m,very_high,draw_1,5,3,0.008708648074743277
pythia-160m,very_high,draw_1,5,4,0.00693532132441918
pythia-160m,very_high,draw_1,5,5,0.005661614789379404
pythia-160m,very_high,draw_1,5,6,0.016947016609870986
pythia-160m,very_high,draw_1,5,7,0.003815941607657717
pythia-160m,very_high,draw_1,5,8,0.006625521889521995
pythia-160m,very_high,draw_1,5,9,0.005358663990979569
pythia-160m,very_high,draw_1,5,10,0.0079847673677357
pythia-160m,very_high,draw_1,5,11,0.008766521666096745
pythia-160m,very_high,draw_1,6,0,0.021844514743922776
pythia-160m,very_high,draw_1,6,1,0.006808139274823488
pythia-160m,very_high,draw_1,6,2,0.013546104398441403
pythia-160m,very_high,draw_1,6,3,0.016070956939799964
pythia-160m,very_high,draw_1,6,4,0.005494389132481221
pythia-160m,very_high,draw_1,6,5,0.00543755892127001
pythia-160m,very_high,draw_1,6,6,0.007610981656803778
pythia-160m,very_high,draw_1,6,7,0.004805801731729533
pythia-160m,very_high,draw_1,6,8,0.005300286772718634
pythia-160m,very_high,draw_1,6,9,0.016576776514389664
pythia-160m,very_high,draw_1,6,10,0.007512862016094509
pythia-160m,very_high,draw_1,6,11,0.012218546204684518
pythia-160m,very_high,draw_1,7,0,0.011316718481610075
pythia-160m,very_high,draw_1,7,1,0.007233088517222275
pythia-160m,very_high,draw_1,7,2,0.013234094746267149
pythia-160m,very_high,draw_1,7,3,0.013429314346993392
pythia-160m,very_high,draw_1,7,4,0.007306552482502627
pythia-160m,very_high,draw_1,7,5,0.014002752411165338
pythia-160m,very_high,draw_1,7,6,0.02112959954557228
pythia-160m,very_high,draw_1,7,7,0.012338726611255554
pythia-160m,very_high,draw_1,7,8,0.004508342795815082
pythia-160m,very_high,draw_1,7,9,0.019947022456083232
pythia-160m,very_high,draw_1,7,10,0.01992066323578
pythia-160m,very_high,draw_1,7,11,0.005014619427887712
pythia-160m,very_high,draw_1,8,0,0.018314385806423014
pythia-160m,very_high,draw_1,8,1,0.051624937257197495
pythia-160m,very_high,draw_1,8,2,0.043435198410724275
pythia-160m,very_high,draw_1,8,3,0.03330571789660967
pythia-160m,very_high,draw_1,8,4,0.04855059430000982
pythia-160m,very_high,draw_1,8,5,0.03360763965444568
pythia-160m,very_high,draw_1,8,6,0.0031590874507294573
pythia-160m,very_high,draw_1,8,7,0.02695304742746662
pythia-160m,very_high,draw_1,8,8,0.02269156884719453
pythia-160m,very_high,draw_1,8,9,0.008182469169937617
pythia-160m,very_high,draw_1,8,10,0.015816550042894773
pythia-160m,very_high,draw_1,8,11,0.02992922110369662
pythia-160m,very_high,draw_1,9,0,0.014337445155130715
pythia-160m,very_high,draw_1,9,1,0.0435429698423579
pythia-160m,very_high,draw_1,9,2,0.04552859580774309
pythia-160m,very_high,draw_1,9,3,0.03341354633478473
pythia-160m,very_high,draw_1,9,4,0.04980649664341836
pythia-160m,very_high,draw_1,9,5,0.02728957851531157
pythia-160m,very_high,draw_1,9,6,0.039961349852476964
pythia-160m,very_high,draw_1,9,7,0.02960043342340617
pythia-160m,very_high,draw_1,9,8,0.0369606583045908
pythia-160m,very_high,draw_1,9,9,0.04941342036768626
pythia-160m,very_high,draw_1,9,10,0.010637666874223057
pythia-160m,very_high,draw_1,9,11,0.004783075169615483
pythia-160m,very_high,draw_1,10,0,0.045332003067086735
pythia-160m,very_high,draw_1,10,1,0.06788031083237822
pythia-160m,very_high,draw_1,10,2,0.03794756382883883
pythia-160m,very_high,draw_1,10,3,0.013124838342692874
pythia-160m,very_high,draw_1,10,4,0.038832742797338664
pythia-160m,very_high,draw_1,10,5,0.01637771045682977
pythia-160m,very_high,draw_1,10,6,0.04153789222692744
pythia-160m,very_high,draw_1,10,7,0.040975255627151874
pythia-160m,very_high,draw_1,10,8,0.04268550581963912
pythia-160m,very_high,draw_1,10,9,0.037154722113352356
pythia-160m,very_high,draw_1,10,10,0.03034140279346388
pythia-160m,very_high,draw_1,10,11,0.02307824882607761
pythia-160m,very_high,draw_1,11,0,0.029670871293787777
pythia-160m,very_high,draw_1,11,1,0.047812382559226915
pythia-160m,very_high,draw_1,11,2,0.036644570454929366
pythia-160m,very_high,draw_1,11,3,0.015916687088838012
pythia-160m,very_high,draw_1,11,4,0.053601969375033545
pythia-160m,very_high,draw_1,11,5,0.06645841162713341
pythia-160m,very_high,draw_1,11,6,0.05492595431248534
pythia-160m,very_high,draw_1,11,7,0.04771297198202811
pythia-160m,very_high,draw_1,11,8,0.042582520861707066
pythia-160m,very_high,draw_1,11,9,0.03412487539680844
pythia-160m,very_high,draw_1,11,10,0.03134338945543216
pythia-160m,very_high,draw_1,11,11,0.03652223117131549
pythia-160m,very_high,draw_2,0,0,0.0
pythia-160m,very_high,draw_2,0,1,0.0
pythia-160m,very_high,draw_2,0,2,0.0
pythia-160m,very_high,draw_2,0,3,0.0
pythia-160m,very_high,draw_2,0,4,0.0
pythia-160m,very_high,draw_2,0,5,0.0
pythia-160m,very_high,draw_2,0,6,0.0
pythia-160m,very_high,draw_2,0,7,0.0
pythia-160m,very_high,draw_2,0,8,0.0
pythia-160m,very_high,draw_2,0,9,0.0
pythia-160m,very_high,draw_2,0,10,0.0
pythia-160m,very_high,draw_2,0,11,0.0
pythia-160m,very_high,draw_2,1,0,0.0037522274470091206
pythia-160m,very_high,draw_2,1,1,0.002881793602096319
pythia-160m,very_high,draw_2,1,2,0.003196718584665294
pythia-160m,very_high,draw_2,1,3,0.007276478788425951
pythia-160m,very_high,draw_2,1,4,0.0034399807262660833
pythia-160m,very_high,draw_2,1,5,0.008364661282719607
pythia-160m,very_high,draw_2,1,6,0.0019270905194384818
pythia-160m,very_high,draw_2,1,7,0.0039558875063723875
pythia-160m,very_high,draw_2,1,8,0.006460322436989491
pythia-160m,very_high,draw_2,1,9,0.0014379375349434732
pythia-160m,very_high,draw_2,1,10,0.003768102512619781
pythia-160m,very_high,draw_2,1,11,0.002236502710340805
pythia-160m,very_high,draw_2,2,0,0.005994175603560361
pythia-160m,very_high,draw_2,2,1,0.0053773594202885435
pythia-160m,very_high,draw_2,2,2,0.01108331783323919
pythia-160m,very_high,draw_2,2,3,0.009721151426309643
pythia-160m,very_high,draw_2,2,4,0.005943829631441213
pythia-160m,very_high,draw_2,2,5,0.0038761041117581284
pythia-160m,very_high,draw_2,2,6,0.004968077541377307
pythia-160m,very_high,draw_2,2,7,0.008252608891112404
pythia-160m,very_high,draw_2,2,8,0.003660432113563937
pythia-160m,very_high,draw_2,2,9,0.005948976049964321
pythia-160m,very_high,draw_2,2,10,0.01219934579193421
pythia-160m,very_high,draw_2,2,11,0.01870844527751279
pythia-160m,very_high,draw_2,3,0,0.002128801028796744
pythia-160m,very_high,draw_2,3,1,0.00264443897040706
pythia-160m,very_high,draw_2,3,2,0.0008537212368041268
pythia-160m,very_high,draw_2,3,3,0.019702423547575364
pythia-160m,very_high,draw_2,3,4,0.003919667802606223
pythia-160m,very_high,draw_2,3,5,0.004860769000823261
pythia-160m,very_high,draw_2,3,6,0.005057163602491358
pythia-160m,very_high,draw_2,3,7,0.0036008519572832765
pythia-160m,very_high,draw_2,3,8,0.002768421762797455
pythia-160m,very_high,draw_2,3,9,0.0024161281871709754
pythia-160m,very_high,draw_2,3,10,0.0038366871269646208
pythia-160m,very_high,draw_2,3,11,0.003967595088296584
pythia-160m,very_high,draw_2,4,0,0.0069919212494737705
pythia-160m,very_high,draw_2,4,1,0.006375357813879556
pythia-160m,very_high,draw_2,4,2,0.004622985014282007
pythia-160m,very_high,draw_2,4,3,0.005324772886186459
pythia-160m,very_high,draw_2,4,4,0.005468442708135366
pythia-160m,very_high,draw_2,4,5,0.003845841114572458
pythia-160m,very_high,draw_2,4,6,0.007534862906535102
pythia-160m,very_high,draw_2,4,7,0.0032429593816239127
pythia-160m,very_high,draw_2,4,8,0.0036078926217534856
pythia-160m,very_high,draw_2,4,9,0.006985462237874174
pythia-160m,very_high,draw_2,4,10,0.015665823349654384
pythia-160m,very_high,draw_2,4,11,0.001926258819098385
pythia-160m,very_high,draw_2,5,0,0.008292040623225869
pythia-160m,very_high,draw_2,5,1,0.002793238975217056
pythia-160m,very_high,draw_2,5,2,0.004559367599707625
pythia-160m,very_high,draw_2,5,3,0.0033274417135764536
pythia-160m,very_high,draw_2,5,4,0.003507802635633138
pythia-160m,very_high,draw_2,5,5,0.003922052382854715
pythia-160m,very_high,draw_2,5,6,0.016073515619981067
pythia-160m,very_high,draw_2,5,7,0.01069649003852767
pythia-160m,very_high,draw_2,5,8,0.0036935814892693737
pythia-160m,very_high,draw_2,5,9,0.001680015802873879
pythia-160m,very_high,draw_2,5,10,0.00641860365654793
pythia-160m,very_high,draw_2,5,11,0.005726753841211554
pythia-160m,very_high,draw_2,6,0,0.011075463569822556
pythia-160m,very_high,draw_2,6,1,0.003728196749807146
pythia-160m,very_high,draw_2,6,2,0.008427297413969933
pythia-160m,very_high,draw_2,6,3,0.015051177025330494
pythia-160m,very_high,draw_2,6,4,0.0043617172468011335
pythia-160m,very_high,draw_2,6,5,0.0038221629520772127
pythia-160m,very_high,draw_2,6,6,0.0060554278982367015
pythia-160m,very_high,draw_2,6,7,0.004411581526907652
pythia-160m,very_high,draw_2,6,8,0.0046578812637935
pythia-160m,very_high,draw_2,6,9,0.011544394580526833
pythia-160m,very_high,draw_2,6,10,0.006548852019148371
pythia-160m,very_high,draw_2,6,11,0.010381270909159145
pythia-160m,very_high,draw_2,7,0,0.0068639623567799
pythia-160m,very_high,draw_2,7,1,0.005953994596492471
pythia-160m,very_high,draw_2,7,2,0.014684561057473764
pythia-160m,very_high,draw_2,7,3,0.009043849168158705
pythia-160m,very_high,draw_2,7,4,0.011098254466289613
pythia-160m,very_high,draw_2,7,5,0.01310038134201503
pythia-160m,very_high,draw_2,7,6,0.015591712601166454
pythia-160m,very_high,draw_2,7,7,0.01128153489768868
pythia-160m,very_high,draw_2,7,8,0.004605229188303726
pythia-160m,very_high,draw_2,7,9,0.02325891090449565
pythia-160m,very_high,draw_2,7,10,0.01969890165934219
pythia-160m,very_high,draw_2,7,11,0.0049830409319723485
pythia-160m,very_high,draw_2,8,0,0.02238184801573473
pythia-160m,very_high,draw_2,8,1,0.020860374740152683
pythia-160m,very_high,draw_2,8,2,0.023721792406895814
pythia-160m,very_high,draw_2,8,3,0.03215859209897548
pythia-160m,very_high,draw_2,8,4,0.05981539122176719
pythia-160m,very_high,draw_2,8,5,0.015127762906112655
pythia-160m,very_high,draw_2,8,6,0.003955861986375328
pythia-160m,very_high,draw_2,8,7,0.025508459323594745
pythia-160m,very_high,draw_2,8,8,0.01902028866748528
pythia-160m,very_high,draw_2,8,9,0.006552399959092997
pythia-160m,very_high,draw_2,8,10,0.013942192996619954
pythia-160m,very_high,draw_2,8,11,0.02118862255772437
pythia-160m,very_high,draw_2,9,0,0.014338725975846586
pythia-160m,very_high,draw_2,9,1,0.021874313684323774
pythia-160m,very_high,draw_2,9,2,0.03259892709196456
pythia-160m,very_high,draw_2,9,3,0.028206618621318992
pythia-160m,very_high,draw_2,9,4,0.026548530257016242
pythia-160m,very_high,draw_2,9,5,0.035479618074281405
pythia-160m,very_high,draw_2,9,6,0.038736226504624424
pythia-160m,very_high,draw_2,9,7,0.03121566562682882
pythia-160m,very_high,draw_2,9,8,0.033516085611526115
pythia-160m,very_high,draw_2,9,9,0.02587869931983988
pythia-160m,very_high,draw_2,9,10,0.008912101539448068
pythia-160m,very_high,draw_2,9,11,0.01637527306645017
pythia-160m,very_high,draw_2,10,0,0.04084588874034509
pythia-160m,very_high,draw_2,10,1,0.025815499199026346
pythia-160m,very_high,draw_2,10,2,0.046009624013801445
pythia-160m,very_high,draw_2,10,3,0.004184855039139478
pythia-160m,very_high,draw_2,10,4,0.0618841593939771
pythia-160m,very_high,draw_2,10,5,0.01223996250388745
pythia-160m,very_high,draw_2,10,6,0.0270609386426746
pythia-160m,very_high,draw_2,10,7,0.02735197207608105
pythia-160m,very_high,draw_2,10,8,0.023130936442595233
pythia-160m,very_high,draw_2,10,9,0.031591298808397596
pythia-160m,very_high,draw_2,10,10,0.025016411222722638
pythia-160m,very_high,draw_2,10,11,0.04449357187195541
pythia-160m,very_high,draw_2,11,0,0.02376581746022823
pythia-160m,very_high,draw_2,11,1,0.05484618002923049
pythia-160m,very_high,draw_2,11,2,0.03026813895248785
pythia-160m,very_high,draw_2,11,3,0.044247370642969436
pythia-160m,very_high,draw_2,11,4,0.022421735263016863
pythia-160m,very_high,draw_2,11,5,0.047220669205943686
pythia-160m,very_high,draw_2,11,6,0.028716278876833635
pythia-160m,very_high,draw_2,11,7,0.03753593413181811
pythia-160m,very_high,draw_2,11,8,0.05090717602953611
pythia-160m,very_high,draw_2,11,9,0.039031242739399584
pythia-160m,very_high,draw_2,11,10,0.04550013293191858
pythia-160m,very_high,draw_2,11,11,0.0376704304357644
pythia-160m,very_high,draw_3,0,0,0.0
pythia-160m,very_high,draw_3,0,1,0.0
pythia-160m,very_high,draw_3,0,2,0.0
pythia-160m,very_high,draw_3,0,3,0.0
pythia-160m,very_high,draw_3,0,4,0.0
pythia-160m,very_high,draw_3,0,5,0.0
pythia-160m,very_high,draw_3,0,6,0.0
pythia-160m,very_high,draw_3,0,7,0.0
pythia-160m,very_high,draw_3,0,8,0.0
pythia-160m,very_high,draw_3,0,9,0.0
pythia-160m,very_high,draw_3,0,10,0.0
pythia-160m,very_high,draw_3,0,11,0.0
pythia-160m,very_high,draw_3,1,0,0.004520150671774201
pythia-160m,very_high,draw_3,1,1,0.003181070994949396
pythia-160m,very_high,draw_3,1,2,0.0035753136922352354
pythia-160m,very_high,draw_3,1,3,0.008079979067207447
pythia-160m,very_high,draw_3,1,4,0.0048054792400707485
pythia-160m,very_high,draw_3,1,5,0.009213819072812048
pythia-160m,very_high,draw_3,1,6,0.0023372734509230684
pythia-160m,very_high,draw_3,1,7,0.004226929006841751
pythia-160m,very_high,draw_3,1,8,0.00648907027895691
pythia-160m,very_high,draw_3,1,9,0.0020999908447265625
pythia-160m,very_high,draw_3,1,10,0.0037915903254753984
pythia-160m,very_high,draw_3,1,11,0.0033891100301334603
pythia-160m,very_high,draw_3,2,0,0.003660177675039959
pythia-160m,very_high,draw_3,2,1,0.0030599959759524085
pythia-160m,very_high,draw_3,2,2,0.0091348579392694
pythia-160m,very_high,draw_3,2,3,0.00763271831590512
pythia-160m,very_high,draw_3,2,4,0.0031766076937848374
pythia-160m,very_high,draw_3,2,5,0.0037640045316687304
pythia-160m,very_high,draw_3,2,6,0.003943223612707571
pythia-160m,very_high,draw_3,2,7,0.004945860558916014
pythia-160m,very_high,draw_3,2,8,0.002653784843907071
pythia-160m,very_high,draw_3,2,9,0.0026676764659738974
pythia-160m,very_high,draw_3,2,10,0.007701887949778882
pythia-160m,very_high,draw_3,2,11,0.014215541912606697
pythia-160m,very_high,draw_3,3,0,0.0017069097255795122
pythia-160m,very_high,draw_3,3,1,0.003878734957474981
pythia-160m,very_high,draw_3,3,2,0.001962868408058415
pythia-160m,very_high,draw_3,3,3,0.008682599588645989
