model,draw,band,layer,head,entropy_base,entropy_circuit,delta_entropy
pythia-410m,draw_3,low,7,9,2.900456190109253,2.9270496368408203,0.026593446731567383
pythia-410m,draw_3,low,7,10,2.21255111694336,2.229862928390503,0.01731181144714311
pythia-410m,draw_3,low,7,11,3.3469481468200684,3.395064353942871,0.048116207122802734
pythia-410m,draw_3,low,7,12,3.845154047012329,3.876250743865967,0.031096696853637695
pythia-410m,draw_3,low,7,13,1.5815268754959106,1.5652055740356445,-0.016321301460266113
pythia-410m,draw_3,low,7,14,2.76186466217041,2.84572434425354,0.08385968208312988
pythia-410m,draw_3,low,7,15,1.3082839250564575,1.3584027290344238,0.05011880397796631
pythia-410m,draw_3,low,8,0,2.9845259189605717,3.032620668411255,0.04809474945068315
pythia-410m,draw_3,low,8,1,1.736327052116394,1.7708905935287476,0.034563541412353516
pythia-410m,draw_3,low,8,2,2.401172399520874,2.4139506816864014,0.012778282165527344
pythia-410m,draw_3,low,8,3,2.827547311782837,2.9612793922424316,0.13373208045959473
pythia-410m,draw_3,low,8,4,3.3718924522399902,3.4505343437194824,0.07864189147949219
pythia-410m,draw_3,low,8,5,2.7885091304779053,2.887958526611328,0.09944939613342285
pythia-410m,draw_3,low,8,6,0.5674718022346497,0.5306431651115417,-0.03682863712310791
pythia-410m,draw_3,low,8,7,1.7907871007919312,1.7897204160690308,-0.0010666847229003906
pythia-410m,draw_3,low,8,8,2.839451551437378,2.93798565864563,0.09853410720825195
pythia-410m,draw_3,low,8,9,0.7572938203811646,0.7367144823074341,-0.02057933807373047
pythia-410m,draw_3,low,8,10,3.614551782608032,3.6003103256225586,-0.014241456985473189
pythia-410m,draw_3,low,8,11,3.4491703510284424,3.4577183723449707,0.00854802131652832
pythia-410m,draw_3,low,8,12,2.4612271785736084,2.4699337482452393,0.00870656967163086
pythia-410m,draw_3,low,8,13,3.860166072845459,3.909865379333496,0.04969930648803711
pythia-410m,draw_3,low,8,14,3.5098555088043213,3.5276784896850586,0.017822980880737305
pythia-410m,draw_3,low,8,15,3.583927869796753,3.6267757415771484,0.04284787178039551
pythia-410m,draw_3,low,9,0,0.8865793347358704,0.901642382144928,0.015063047409057617
pythia-410m,draw_3,low,9,1,2.8823556900024414,2.8951120376586914,0.01275634765625
pythia-410m,draw_3,low,9,2,3.3388540744781494,3.35591197013855,0.01705789566040039
pythia-410m,draw_3,low,9,3,3.7116987705230713,3.7725443840026855,0.06084561347961426
pythia-410m,draw_3,low,9,4,2.774958610534668,2.846287965774536,0.07132935523986816
pythia-410m,draw_3,low,9,5,1.156700849533081,1.1286969184875488,-0.028003931045532227
pythia-410m,draw_3,low,9,6,3.088710308074951,3.111646890640259,0.022936582565307617
pythia-410m,draw_3,low,9,7,1.8779397010803225,1.9100922346115112,0.03215253353118874
pythia-410m,draw_3,low,9,8,1.5106927156448364,1.5531195402145386,0.04242682456970215
pythia-410m,draw_3,low,9,9,1.3118314743041992,1.3279519081115723,0.016120433807373047
pythia-410m,draw_3,low,9,10,2.194031000137329,2.2161448001861572,0.022113800048828125
pythia-410m,draw_3,low,9,11,0.6737964153289795,0.6735879778862,-0.00020843744277954102
pythia-410m,draw_3,low,9,12,2.207504987716675,2.2686197757720947,0.06111478805541992
pythia-410m,draw_3,low,9,13,2.571423292160034,2.5097668170928955,-0.06165647506713867
pythia-410m,draw_3,low,9,14,1.5598008632659912,1.5645147562026978,0.004713892936706543
pythia-410m,draw_3,low,9,15,3.1690711975097656,3.1707677841186523,0.0016965866088867188
pythia-410m,draw_3,low,10,0,1.3223395347595217,1.328743815422058,0.006404280662536399
pythia-410m,draw_3,low,10,1,2.7347137928009038,2.7460997104644775,0.011385917663573775
pythia-410m,draw_3,low,10,2,2.122790575027466,2.179697036743164,0.05690646171569824
pythia-410m,draw_3,low,10,3,2.418834686279297,2.4179458618164062,-0.000888824462890625
pythia-410m,draw_3,low,10,4,2.022170066833496,2.0514001846313477,0.029230117797851562
pythia-410m,draw_3,low,10,5,2.7077109813690186,2.682410955429077,-0.025300025939941406
pythia-410m,draw_3,low,10,6,3.7380878925323486,3.781867504119873,0.043779611587524414
pythia-410m,draw_3,low,10,7,2.9612843990325928,2.9959053993225098,0.03462100028991699
pythia-410m,draw_3,low,10,8,0.4786502718925476,0.5122696757316589,0.03361940383911133
pythia-410m,draw_3,low,10,9,0.3447188436985016,0.3599039614200592,0.015185117721557617
pythia-410m,draw_3,low,10,10,3.876534938812256,3.8742339611053467,-0.0023009777069091797
pythia-410m,draw_3,low,10,11,2.5127077102661133,2.387979507446289,-0.12472820281982422
pythia-410m,draw_3,low,10,12,3.2291412353515625,3.2427682876586914,0.013627052307128906
pythia-410m,draw_3,low,10,13,2.663778781890869,2.717015504837036,0.05323672294616699
pythia-410m,draw_3,low,10,14,1.531635880470276,1.4958224296569824,-0.03581345081329368
pythia-410m,draw_3,low,10,15,2.166390895843506,2.222583770751953,0.056192874908447266
pythia-410m,draw_3,low,11,0,1.995983600616455,1.9648246765136719,-0.031158924102783203
pythia-410m,draw_3,low,11,1,2.2186851501464844,2.217393398284912,-0.0012917518615722656
pythia-410m,draw_3,low,11,2,0.8672332167625427,0.8616429567337036,-0.005590260028839111
pythia-410m,draw_3,low,11,3,2.073735475540161,2.0240073204040527,-0.0497281551361084
pythia-410m,draw_3,low,11,4,2.5573079586029053,2.5355286598205566,-0.021779298782348633
pythia-410m,draw_3,low,11,5,0.5759978294372559,0.5896188616752625,0.013621032238006592
pythia-410m,draw_3,low,11,6,1.919186234474182,1.905724048614502,-0.013462185859679954
pythia-410m,draw_3,low,11,7,1.7296663522720337,1.6762770414352417,-0.05338931083679199
pythia-410m,draw_3,low,11,8,2.420005321502685,2.408337116241455,-0.011668205261230025
pythia-410m,draw_3,low,11,9,2.4662728309631348,2.451327085494995,-0.014945745468139648
pythia-410m,draw_3,low,11,10,0.8591441512107849,0.8197255730628967,-0.039418578147888184
pythia-410m,draw_3,low,11,11,0.5239096879959106,0.5221280455589294,-0.0017816424369812012
pythia-410m,draw_3,low,11,12,1.3402540683746338,1.3117133378982544,-0.028540730476379395
pythia-410m,draw_3,low,11,13,2.730959415435791,2.720346689224243,-0.010612726211547852
pythia-410m,draw_3,low,11,14,0.4333672523498535,0.42897483706474304,-0.004392415285110474
pythia-410m,draw_3,low,11,15,3.212935447692871,3.205317735671997,-0.0076177120208740234
pythia-410m,draw_3,low,12,0,2.536165475845337,2.511721134185791,-0.0244443416595459
pythia-410m,draw_3,low,12,1,3.273531675338745,3.2790896892547607,0.005558013916015625
pythia-410m,draw_3,low,12,2,2.247058153152466,2.2274868488311768,-0.019571304321289062
pythia-410m,draw_3,low,12,3,2.1492769718170166,2.180928945541382,0.031651973724365234
pythia-410m,draw_3,low,12,4,2.851538181304932,2.8373632431030273,-0.014174938201904741
pythia-410m,draw_3,low,12,5,3.302018880844116,3.283268928527832,-0.01874995231628418
pythia-410m,draw_3,low,12,6,2.210091352462769,2.2270731925964355,0.016981840133666548
pythia-410m,draw_3,low,12,7,3.0548737049102783,2.997101306915283,-0.05777239799499512
pythia-410m,draw_3,low,12,8,1.0230302810668943,0.9388955235481262,-0.08413475751876809
pythia-410m,draw_3,low,12,9,2.316662311553955,2.356752395629883,0.040090084075927734
pythia-410m,draw_3,low,12,10,3.022957324981689,2.965846300125122,-0.05711102485656694
pythia-410m,draw_3,low,12,11,3.0066606998443604,2.9712541103363037,-0.03540658950805664
pythia-410m,draw_3,low,12,12,3.605407476425171,3.5741758346557617,-0.03123164176940918
pythia-410m,draw_3,low,12,13,3.483337879180908,3.460035800933838,-0.023302078247070312
pythia-410m,draw_3,low,12,14,2.055367946624756,2.016937494277954,-0.03843045234680176
pythia-410m,draw_3,low,12,15,2.24206280708313,2.206547260284424,-0.035515546798706055
pythia-410m,draw_3,low,13,0,1.9663126468658447,1.9356210231781006,-0.03069162368774414
pythia-410m,draw_3,low,13,1,1.0144821405410769,0.9495123028755188,-0.06496983766555808
pythia-410m,draw_3,low,13,2,1.775732159614563,1.7781182527542114,0.0023860931396484375
pythia-410m,draw_3,low,13,3,0.8845018148422241,0.805872917175293,-0.07862889766693115
pythia-410m,draw_3,low,13,4,1.2185953855514526,1.1984808444976807,-0.020114541053771973
pythia-410m,draw_3,low,13,5,1.4607560634613037,1.4046686887741089,-0.056087374687194824
pythia-410m,draw_3,low,13,6,1.2715684175491333,1.2248694896697998,-0.046698927879333496
pythia-410m,draw_3,low,13,7,1.03320574760437,1.0204201936721802,-0.01278555393218972
pythia-410m,draw_3,low,13,8,1.9937201738357544,1.887486219406128,-0.10623395442962646
pythia-410m,draw_3,low,13,9,2.470168113708496,2.4373741149902344,-0.03279399871826172
pythia-410m,draw_3,low,13,10,1.013724446296692,0.9170655012130737,-0.09665894508361816
pythia-410m,draw_3,low,13,11,1.237768530845642,1.1508694887161255,-0.0868990421295166
pythia-410m,draw_3,low,13,12,3.1009929180145264,3.028404712677002,-0.07258820533752441
pythia-410m,draw_3,low,13,13,1.1957969665527344,1.1824904680252075,-0.013306498527526855
pythia-410m,draw_3,low,13,14,2.054404258728028,2.0341556072235107,-0.020248651504517046
pythia-410m,draw_3,low,13,15,0.8864043354988098,0.8316196203231812,-0.05478471517562866
pythia-410m,draw_3,low,14,0,1.5129578113555908,1.512681484222412,-0.00027632713317871094
pythia-410m,draw_3,low,14,1,1.7302494049072266,1.681937336921692,-0.04831206798553467
pythia-410m,draw_3,low,14,2,2.873051166534424,2.8817672729492188,0.008716106414794922
pythia-410m,draw_3,low,14,3,0.1907323598861694,0.18955405056476593,-0.0011783093214034757
pythia-410m,draw_3,low,14,4,0.3665184080600738,0.34999802708625793,-0.016520380973815862
pythia-410m,draw_3,low,14,5,3.076254367828369,3.076387882232666,0.000133514404296875
pythia-410m,draw_3,low,14,6,1.548606514930725,1.5144363641738892,-0.03417015075683594
pythia-410m,draw_3,low,14,7,1.6647096872329712,1.4973329305648804,-0.16737675666809082
pythia-410m,draw_3,low,14,8,2.924837827682495,2.8877196311950684,-0.03711819648742676
pythia-410m,draw_3,low,14,9,1.367107629776001,1.2688184976577759,-0.0982891321182251
pythia-410m,draw_3,low,14,10,1.0821796655654907,0.9923874139785767,-0.08979225158691406
pythia-410m,draw_3,low,14,11,2.562523603439331,2.5022759437561035,-0.06024765968322754
pythia-410m,draw_3,low,14,12,1.9558087587356567,1.9105110168457031,-0.04529774188995361
pythia-410m,draw_3,low,14,13,1.5965124368667605,1.4826302528381348,-0.11388218402862571
pythia-410m,draw_3,low,14,14,1.4230748414993286,1.3770709037780762,-0.04600393772125244
pythia-410m,draw_3,low,14,15,0.635697603225708,0.5827640891075134,-0.05293351411819458
pythia-410m,draw_3,low,15,0,1.7925708293914795,1.7303781509399414,-0.062192678451538086
pythia-410m,draw_3,low,15,1,1.1145600080490112,1.1310569047927856,0.016496896743774414
pythia-410m,draw_3,low,15,2,2.330541610717773,2.2582647800445557,-0.07227683067321733
pythia-410m,draw_3,low,15,3,1.246164321899414,1.1839081048965454,-0.06225621700286865
pythia-410m,draw_3,low,15,4,2.02139663696289,2.0034053325653076,-0.017991304397582564
pythia-410m,draw_3,low,15,5,0.8239443898200989,0.7837474346160889,-0.04019695520401001
pythia-410m,draw_3,low,15,6,2.923145055770874,2.9683265686035156,0.0451815128326416
pythia-410m,draw_3,low,15,7,0.4650718867778778,0.4546326994895935,-0.010439187288284302
pythia-410m,draw_3,low,15,8,1.2025582790374756,1.2833154201507568,0.08075714111328125
pythia-410m,draw_3,low,15,9,0.5295501947402954,0.4895108640193939,-0.04003933072090149
pythia-410m,draw_3,low,15,10,2.2850255966186523,2.2170584201812744,-0.06796717643737793
pythia-410m,draw_3,low,15,11,2.8215010166168213,2.78600811958313,-0.035492897033691406
pythia-410m,draw_3,low,15,12,1.561282992362976,1.4470038414001465,-0.11427915096282959
pythia-410m,draw_3,low,15,13,1.245786428451538,1.2139431238174438,-0.03184330463409424
pythia-410m,draw_3,low,15,14,2.105689287185669,2.0244531631469727,-0.08123612403869629
pythia-410m,draw_3,low,15,15,1.6823797225952148,1.628782868385315,-0.0535968542098999
pythia-410m,draw_3,low,16,0,1.808416724205017,1.7852942943572998,-0.023122429847717285
pythia-410m,draw_3,low,16,1,2.068593978881836,2.0554399490356445,-0.013154029846191406
pythia-410m,draw_3,low,16,2,0.9460537433624268,0.8910766839981079,-0.05497705936431885
pythia-410m,draw_3,low,16,3,1.768216848373413,1.754272699356079,-0.013944149017333984
pythia-410m,draw_3,low,16,4,1.4421616792678833,1.4235038757324219,-0.018657803535461426
pythia-410m,draw_3,low,16,5,2.088519811630249,2.070784091949463,-0.017735719680786133
pythia-410m,draw_3,low,16,6,1.2235374450683594,1.2044775485992432,-0.01905989646911621
pythia-410m,draw_3,low,16,7,1.9482804536819456,1.874990463256836,-0.07328999042510964
pythia-410m,draw_3,low,16,8,0.4682442247867584,0.4308176040649414,-0.03742662072181702
pythia-410m,draw_3,low,16,9,0.5212836861610413,0.5010977387428284,-0.02018594741821289
pythia-410m,draw_3,low,16,10,2.989199161529541,2.985419988632202,-0.003779172897338867
pythia-410m,draw_3,low,16,11,1.2225306034088137,1.2042262554168701,-0.01830434799194358
pythia-410m,draw_3,low,16,12,2.3816027641296387,2.357449769973755,-0.02415299415588379
pythia-410m,draw_3,low,16,13,1.2762385606765747,1.242969036102295,-0.033269524574279785
pythia-410m,draw_3,low,16,14,2.025330781936645,1.909153699874878,-0.11617708206176713
pythia-410m,draw_3,low,16,15,2.200770854949951,2.14259934425354,-0.05817151069641113
pythia-410m,draw_3,low,17,0,1.7830060720443726,1.6972230672836304,-0.08578300476074219
pythia-410m,draw_3,low,17,1,2.159046173095703,2.1310689449310303,-0.02797722816467285
pythia-410m,draw_3,low,17,2,2.8453352451324463,2.8211801052093506,-0.024155139923095703
pythia-410m,draw_3,low,17,3,0.311088353395462,0.28529128432273865,-0.025797069072723333
pythia-410m,draw_3,low,17,4,3.189628839492798,3.154249668121338,-0.03537917137145996
pythia-410m,draw_3,low,17,5,2.3295581340789795,2.2926042079925537,-0.03695392608642578
pythia-410m,draw_3,low,17,6,1.5655183792114258,1.5724772214889526,0.0069588422775268555
pythia-410m,draw_3,low,17,7,1.9572529792785645,1.8195897340774536,-0.13766324520111084
pythia-410m,draw_3,low,17,8,0.6307722926139832,0.6258912682533264,-0.004881024360656738
pythia-410m,draw_3,low,17,9,2.1069142818450928,2.0708394050598145,-0.03607487678527832
pythia-410m,draw_3,low,17,10,1.9994680881500244,1.9816124439239502,-0.01785564422607422
pythia-410m,draw_3,low,17,11,1.280076503753662,1.1936073303222656,-0.08646917343139648
pythia-410m,draw_3,low,17,12,1.5554901361465454,1.569474697113037,0.0139845609664917
pythia-410m,draw_3,low,17,13,0.956626832485199,0.9466454982757568,-0.009981334209442139
pythia-410m,draw_3,low,17,14,0.5730015635490417,0.5887579321861267,0.01575636863708496
pythia-410m,draw_3,low,17,15,1.0285152196884155,1.0071629285812378,-0.021352291107177734
pythia-410m,draw_3,low,18,0,1.717703938484192,1.7548667192459106,0.03716278076171875
pythia-410m,draw_3,low,18,1,0.3505250513553619,0.3675089478492737,0.0169838964939118
pythia-410m,draw_3,low,18,2,1.940004110336304,2.0089921951293945,0.0689880847930906
pythia-410m,draw_3,low,18,3,0.0663831755518913,0.0775897353887558,0.0112065598368645
pythia-410m,draw_3,low,18,4,0.9775941371917723,1.0208485126495361,0.04325437545776378
pythia-410m,draw_3,low,18,5,0.3595329821109772,0.3756791949272156,0.016146212816238403
pythia-410m,draw_3,low,18,6,0.2205082327127456,0.24065309762954712,0.020144864916801508
pythia-410m,draw_3,low,18,7,1.286401867866516,1.3653042316436768,0.07890236377716087
pythia-410m,draw_3,low,18,8,1.9118069410324097,1.8750404119491577,-0.03676652908325195
pythia-410m,draw_3,low,18,9,0.920702874660492,0.9127476811408997,-0.007955193519592396
pythia-410m,draw_3,low,18,10,2.176243543624878,2.192849636077881,0.01660609245300293
pythia-410m,draw_3,low,18,11,2.714615821838379,2.728404998779297,0.013789176940917969
pythia-410m,draw_3,low,18,12,1.9638315439224243,2.0140295028686523,0.05019795894622803
pythia-410m,draw_3,low,18,13,1.6608965396881104,1.7243157625198364,0.06341922283172607
pythia-410m,draw_3,low,18,14,2.58074164390564,2.5887656211853027,0.008023977279662642
pythia-410m,draw_3,low,18,15,1.2350553274154663,1.266054391860962,0.030999064445495605
pythia-410m,draw_3,low,19,0,0.2311653643846511,0.257597953081131,0.02643258869647988
pythia-410m,draw_3,low,19,1,0.546508252620697,0.5322286486625671,-0.014279603958129883
pythia-410m,draw_3,low,19,2,3.3465521335601807,3.3767247200012207,0.03017258644104004
pythia-410m,draw_3,low,19,3,3.1843738555908203,3.138923168182373,-0.045450687408447266
pythia-410m,draw_3,low,19,4,1.9519338607788088,1.9623055458068848,0.01037168502807595
pythia-410m,draw_3,low,19,5,0.5383707880973816,0.5346509218215942,-0.0037198662757873535
pythia-410m,draw_3,low,19,6,0.995924949645996,1.0041826963424683,0.008257746696472279
pythia-410m,draw_3,low,19,7,2.611029148101806,2.632368803024292,0.021339654922485796
pythia-410m,draw_3,low,19,8,2.3094797134399414,2.3508148193359375,0.041335105895996094
pythia-410m,draw_3,low,19,9,3.0223090648651123,3.027872085571289,0.005563020706176758
pythia-410m,draw_3,low,19,10,1.836829423904419,1.7919549942016602,-0.04487442970275879
pythia-410m,draw_3,low,19,11,2.4058046340942383,2.3984780311584473,-0.007326602935791016
pythia-410m,draw_3,low,19,12,2.6262152194976807,2.6102404594421387,-0.015974760055541992
pythia-410m,draw_3,low,19,13,0.382045716047287,0.38571661710739136,0.00367090106010437
pythia-410m,draw_3,low,19,14,0.615759551525116,0.6059216856956482,-0.009837865829467773
pythia-410m,draw_3,low,19,15,1.2330756187438965,1.1777915954589844,-0.05528402328491211
pythia-410m,draw_3,low,20,0,0.0137066775932908,0.018070893362164497,0.004364215768873697
pythia-410m,draw_3,low,20,1,3.27599573135376,3.236704111099243,-0.039291620254517046
pythia-410m,draw_3,low,20,2,2.885214328765869,2.8728370666503906,-0.012377262115478516
pythia-410m,draw_3,low,20,3,0.00437443703413,0.005565166939049959,0.001190729904919959
pythia-410m,draw_3,low,20,4,0.7418298721313477,0.7319393157958984,-0.009890556335449219
pythia-410m,draw_3,low,20,5,0.0041798618622124,0.006138496566563845,0.0019586347043514443
pythia-410m,draw_3,low,20,6,3.902630090713501,3.9513144493103027,0.04868435859680176
pythia-410m,draw_3,low,20,7,1.338467359542847,1.342127799987793,0.003660440444946067
pythia-410m,draw_3,low,20,8,2.5276032829424366e-05,0.0010545235127210617,0.0010292474798916373
pythia-410m,draw_3,low,20,9,0.0004018455801997,0.0030900833662599325,0.0026882377860602325
pythia-410m,draw_3,low,20,10,0.0023275481071323,0.0042810202576220036,0.0019534721504897035
pythia-410m,draw_3,low,20,11,0.6968600153923035,0.7369241714477539,0.04006415605545044
pythia-410m,draw_3,low,20,12,0.0176155529916286,0.013690981082618237,-0.003924571909010362
pythia-410m,draw_3,low,20,13,2.753378629684448,2.779158592224121,0.025779962539673296
pythia-410m,draw_3,low,20,14,0.2653782963752746,0.27108585834503174,0.005707561969757136
pythia-410m,draw_3,low,20,15,3.0612635612487797,3.066490411758423,0.005226850509643111
pythia-410m,draw_3,low,21,0,0.0720122456550598,0.06761966645717621,-0.004392579197883592
pythia-410m,draw_3,low,21,1,2.879316091537476,2.8772201538085938,-0.00209593772888228
pythia-410m,draw_3,low,21,2,2.1298253536224365,2.1217005252838135,-0.008124828338623047
pythia-410m,draw_3,low,21,3,0.0686583146452903,0.0652482733130455,-0.0034100413322448037
pythia-410m,draw_3,low,21,4,3.14924693107605,3.1374027729034424,-0.011844158172607422
pythia-410m,draw_3,low,21,5,1.6774834394454956,1.6929115056991577,0.01542806625366211
pythia-410m,draw_3,low,21,6,3.069160223007202,3.1149349212646484,0.04577469825744629
pythia-410m,draw_3,low,21,7,3.830082416534424,3.8084070682525635,-0.02167534828186035
pythia-410m,draw_3,low,21,8,1.0835593938827517,1.0982003211975098,0.014640927314758079
pythia-410m,draw_3,low,21,9,1.211572289466858,1.238417387008667,0.026845097541809082
pythia-410m,draw_3,low,21,10,2.834438800811768,2.8215298652648926,-0.012908935546875444
pythia-410m,draw_3,low,21,11,0.7611558437347412,0.7261823415756226,-0.03497350215911865
pythia-410m,draw_3,low,21,12,1.1805135011672974,1.176405429840088,-0.004108071327209473
pythia-410m,draw_3,low,21,13,0.9855799674987792,0.9972639679908752,0.011684000492096058
pythia-410m,draw_3,low,21,14,2.502082347869873,2.481243371963501,-0.02083897590637207
pythia-410m,draw_3,low,21,15,0.0400357022881507,0.0410638265311718,0.0010281242430211016
pythia-410m,draw_3,low,22,0,1.0601580142974854,1.0641200542449951,0.003962039947509766
pythia-410m,draw_3,low,22,1,1.0280556678771973,1.0454493761062622,0.01739370822906494
pythia-410m,draw_3,low,22,2,0.2278788238763809,0.20505556464195251,-0.022823259234428378
pythia-410m,draw_3,low,22,3,3.9206972122192383,3.969815492630005,0.0491182804107666
pythia-410m,draw_3,low,22,4,0.0119048813357949,0.013765176758170128,0.0018602954223752282
pythia-410m,draw_3,low,22,5,0.7797344326972961,0.8119537830352783,0.03221935033798218
pythia-410m,draw_3,low,22,6,0.0225419253110885,0.027688318863511086,0.005146393552422586
pythia-410m,draw_3,low,22,7,1.478840708732605,1.5550535917282104,0.07621288299560547
pythia-410m,draw_3,low,22,8,0.9206508994102478,0.8640263676643372,-0.056624531745910645
pythia-410m,draw_3,low,22,9,0.7224730849266052,0.7129417657852173,-0.00953131914138794
pythia-410m,draw_3,low,22,10,1.2980748414993286,1.325329065322876,0.027254223823547363
pythia-410m,draw_3,low,22,11,3.456085681915283,3.452763557434082,-0.003322124481201172
pythia-410m,draw_3,low,22,12,0.1461470127105713,0.1413903683423996,-0.004756644368171692
pythia-410m,draw_3,low,22,13,1.075170874595642,1.0643112659454346,-0.01085960865020752
pythia-410m,draw_3,low,22,14,1.0443992614746094,0.9427206516265869,-0.10167860984802246
pythia-410m,draw_3,low,22,15,0.927271842956543,0.9021848440170288,-0.02508699893951416
pythia-410m,draw_3,low,23,0,2.045386791229248,2.0416994094848633,-0.0036873817443847656
pythia-410m,draw_3,low,23,1,1.2209603786468506,1.2174084186553955,-0.003551959991455078
pythia-410m,draw_3,low,23,2,0.0182008780539035,0.01915634423494339,0.00095546618103989
pythia-410m,draw_3,low,23,3,0.7742832899093628,0.8064215779304504,0.032138288021087646
pythia-410m,draw_3,low,23,4,0.1102622300386428,0.10024932026863098,-0.010012909770011819
pythia-410m,draw_3,low,23,5,1.3866275548934937,1.3004107475280762,-0.08621680736541748
pythia-410m,draw_3,low,23,6,1.315393090248108,1.2382413148880005,-0.07715177536010742
pythia-410m,draw_3,low,23,7,1.6861999034881592,1.720129370689392,0.03392946720123291
pythia-410m,draw_3,low,23,8,1.4080946445465088,1.4154216051101685,0.007326960563659668
pythia-410m,draw_3,low,23,9,0.0035700986627489,0.0035968536976724863,2.6755034923586427e-05
pythia-410m,draw_3,low,23,10,0.951384663581848,0.9859766960144043,0.03459203243255626
pythia-410m,draw_3,low,23,11,1.9603910446166992,1.9390904903411865,-0.021300554275512695
pythia-410m,draw_3,low,23,12,1.6888121366500854,1.7649706602096558,0.07615852355957031
pythia-410m,draw_3,low,23,13,1.570589303970337,1.5842570066452026,0.013667702674865723
pythia-410m,draw_3,low,23,14,1.551000475883484,1.5525152683258057,0.0015147924423215553
pythia-410m,draw_3,low,23,15,1.3263086080551147,1.3222118616104126,-0.0040967464447021484
pythia-410m,draw_3,medium,0,0,2.586820125579834,2.586820125579834,0.0
pythia-410m,draw_3,medium,0,1,0.0075330804102122,0.007533080410212278,7.806255641895632e-17
pythia-410m,draw_3,medium,0,2,2.934656143188477,2.9346561431884766,-4.440892098500626e-16
pythia-410m,draw_3,medium,0,3,3.506157159805298,3.506157159805298,0.0
pythia-410m,draw_3,medium,0,4,3.8967909812927246,3.8967909812927246,0.0
pythia-410m,draw_3,medium,0,5,1.4291409254074097,1.4291409254074097,0.0
pythia-410m,draw_3,medium,0,6,3.992381811141968,3.9923818111419678,-4.440892098500626e-16
pythia-410m,draw_3,medium,0,7,3.4566378593444824,3.4566378593444824,0.0
pythia-410m,draw_3,medium,0,8,2.408878326416016,2.4088783264160156,-4.440892098500626e-16
pythia-410m,draw_3,medium,0,9,3.620103120803833,3.620103120803833,0.0
pythia-410m,draw_3,medium,0,10,4.0493011474609375,4.0493011474609375,0.0
pythia-410m,draw_3,medium,0,11,3.4997379779815674,3.4997379779815674,0.0
pythia-410m,draw_3,medium,0,12,3.329197645187378,3.329197645187378,0.0
pythia-410m,draw_3,medium,0,13,2.6427407264709477,2.6427407264709473,-4.440892098500626e-16
pythia-410m,draw_3,medium,0,14,2.797670841217041,2.797670841217041,0.0
pythia-410m,draw_3,medium,0,15,3.0514307022094727,3.0514307022094727,0.0
pythia-410m,draw_3,medium,1,0,0.6851811408996582,0.6548280119895935,-0.030353128910064697
pythia-410m,draw_3,medium,1,1,1.115242600440979,1.096331000328064,-0.01891160011291504
pythia-410m,draw_3,medium,1,2,3.9491426944732666,3.937450647354126,-0.011692047119140625
pythia-410m,draw_3,medium,1,3,3.016814708709717,3.0072920322418213,-0.009522676467895508
pythia-410m,draw_3,medium,1,4,2.1481733322143555,2.136136531829834,-0.012036800384521484
pythia-410m,draw_3,medium,1,5,3.884444952011109,3.8863086700439453,0.00186371803283647
pythia-410m,draw_3,medium,1,6,2.7921817302703857,2.7872681617736816,-0.0049135684967041016
pythia-410m,draw_3,medium,1,7,2.006388664245605,1.9644404649734497,-0.04194819927215532
pythia-410m,draw_3,medium,1,8,3.605857133865357,3.6989214420318604,0.09306430816650346
pythia-410m,draw_3,medium,1,9,0.8813609480857849,0.8841876983642578,0.0028267502784729004
pythia-410m,draw_3,medium,1,10,3.0977017879486084,3.1078577041625977,0.010155916213989258
pythia-410m,draw_3,medium,1,11,3.023752212524414,3.0241684913635254,0.0004162788391113281
pythia-410m,draw_3,medium,1,12,2.9259493350982666,2.93167781829834,0.005728483200073242
pythia-410m,draw_3,medium,1,13,3.727731227874756,3.7190358638763428,-0.008695363998413086
pythia-410m,draw_3,medium,1,14,2.6169097423553467,2.6078221797943115,-0.009087562561035156
pythia-410m,draw_3,medium,1,15,0.5942391157150269,0.5812033414840698,-0.013035774230957031
pythia-410m,draw_3,medium,2,0,3.786877870559693,3.78729248046875,0.0004146099090571731
pythia-410m,draw_3,medium,2,1,2.3951518535614014,2.3443400859832764,-0.050811767578125
pythia-410m,draw_3,medium,2,2,1.015565276145935,1.0062458515167236,-0.009319424629211426
pythia-410m,draw_3,medium,2,3,3.532892227172852,3.518481969833374,-0.014410257339477983
pythia-410m,draw_3,medium,2,4,3.831491470336914,3.816103458404541,-0.015388011932373047
pythia-410m,draw_3,medium,2,5,2.692779779434204,2.6832101345062256,-0.009569644927978516
pythia-410m,draw_3,medium,2,6,1.8926432132720947,1.8203097581863403,-0.0723334550857544
pythia-410m,draw_3,medium,2,7,3.001874685287476,3.0095882415771484,0.0077135562896724075
pythia-410m,draw_3,medium,2,8,3.393061637878418,3.3422257900238037,-0.05083584785461426
pythia-410m,draw_3,medium,2,9,2.5961055755615234,2.560657024383545,-0.035448551177978516
pythia-410m,draw_3,medium,2,10,1.805547952651977,1.7609994411468506,-0.04454851150512651
pythia-410m,draw_3,medium,2,11,3.4587831497192383,3.441411018371582,-0.01737213134765625
pythia-410m,draw_3,medium,2,12,1.1610864400863647,1.1431541442871094,-0.01793229579925537
pythia-410m,draw_3,medium,2,13,3.8499679565429688,3.860671043395996,0.010703086853027344
pythia-410m,draw_3,medium,2,14,3.9141552448272714,3.9181323051452637,0.003977060317992276
