model,model_capacity,n_edges_mean,n_edges_std,total_edges_mean,total_edges_std,size_fraction_mean,size_fraction_std,base_accuracy_mean,base_accuracy_std,circuit_accuracy_mean,circuit_accuracy_std,circuit_kl_div_mean,circuit_kl_div_std,retention_ratio_mean,retention_ratio_std,completeness_mean,completeness_std,edge_fraction_mean,edge_fraction_std,skip_fraction_mean,skip_fraction_std,attn_fraction_mean,attn_fraction_std,mlp_fraction_mean,mlp_fraction_std,resid_fraction_mean,resid_fraction_std,head_participation_rate_mean,head_participation_rate_std,active_heads_mean,active_heads_std,mean_edges_per_head_mean,mean_edges_per_head_std,n_universal_mean,n_universal_std,universal_fraction_mean,universal_fraction_std,convergence_layer_mean,convergence_layer_std,frac_converged_mean,frac_converged_std,final_prob_correct_mean,final_prob_correct_std,peak_probe_accuracy_mean,peak_probe_accuracy_std,peak_probe_layer_mean,peak_probe_layer_std,peak_separation_ratio_mean,peak_separation_ratio_std,peak_mi_probe_mean,peak_mi_probe_std,peak_mi_probe_layer_mean,peak_mi_probe_layer_std,peak_efficiency_mean,peak_efficiency_std,universal_fraction,n_universal,mean_full_edges,universal_retention,full_circuit_acc,universal_acc,base_acc,same_band_boost,cross_band_boost,transfer_efficiency,random_boost,critical_k_mean,k3_recovery,cross_draw_transfer,frac_draw_exclusive,jaccard_within,jaccard_between,jaccard_gap
pythia-1.4b,1400,2307.75,240.14659348747045,80581.0,0.0,0.0286388850969831,0.0029801887974518874,0.9781481481481481,0.01678632689630637,0.8677777777777779,0.04978517261089627,0.5657047852873802,0.07028500029618646,0.8867315475293859,0.039213943148883636,0.9996296296296295,0.0012830005981991485,0.0286388850969831,0.0029801887974518874,0.8439048432008454,0.009495872388758049,0.6184969707465497,0.011072012612202713,0.3103044005358559,0.009348967062466174,0.07119862871759426,0.004683476903555272,0.4453125,0.028721061687717903,171.0,11.028887688083676,8.334080787048055,0.5095058757919864,620.0,3.9080336836735836,0.27231750098607876,0.002766545377999549,18.085925925925924,2.7452994755808997,1.0,0.0,0.5536730388800303,0.01574107473856802,0.7357037037037036,0.008349994567541033,23.0,0.0,19.644941223664105,0.27112369051977786,1.3714276273814143,0.01817477002504951,21.0,0.852802865422442,0.0005527940421018,1.061262090637722e-05,,,,,,,,,,,,,,,,,,
pythia-160m,160,1415.0833333333333,66.70349361619706,11467.0,0.0,0.12340484288247432,0.005816996042225253,0.9537037037037037,0.016352825127087706,0.918888888888889,0.02564542826745781,0.2929242725173632,0.01862544686834858,0.9634164964354334,0.016768804502499603,0.9996296296296295,0.0012830005981991424,0.12340484288247432,0.005816996042225253,0.8010163048524269,0.010163506786629212,0.5653271530223297,0.013505952109194736,0.34593649853626435,0.0099159077022661,0.08873634844140589,0.003938333211641873,0.6788194444444445,0.020541943691318145,97.75,2.9580398915498067,8.191253252141633,0.5082007418858941,713.3333333333334,14.278612953602595,0.5072090131998236,0.011222028678886019,9.097777777777777,0.3525937243566139,1.0,0.0,0.4814625879128774,0.052809299131052985,0.6477037037037037,0.016086559721279457,6.666666666666667,0.4923659639173309,12.815713520042822,0.3299011104415379,1.1017882119831912,0.035578543526713614,7.333333333333333,0.49236596391733084,0.0011871709175967002,4.618153336728539e-06,0.5072090131998236,713.3333333333334,1406.5333333333335,0.6689700932566651,0.9223703703703704,0.6183703703703703,0.9585185185185184,0.3039999999999999,0.2816296296296295,0.9264132553606238,0.0340148148148147,3.0,1.00027786671725,0.9983612888151456,0.3278908598331619,0.589079605873371,0.5568117737333164,0.0322678321400546
pythia-1b,1000,925.1666666666666,63.97703186347901,10009.0,0.0,0.09243347653778262,0.006391950430960042,0.9866666666666667,0.00888888888888896,0.9281481481481482,0.0246971934742983,0.5280349304278692,0.07421632918213496,0.9406348654478508,0.021224081248177557,0.9996296296296295,0.001283000598199143,0.09243347653778262,0.006391950430960042,0.7890046186842005,0.007882802559642297,0.6144956606495615,0.01219484343217568,0.3119623839866837,0.008892130029059446,0.0735419553637548,0.005657771349442292,0.6282552083333334,0.03469286361412252,80.41666666666667,4.440686542607683,7.073837943303608,0.4247856723492115,356.0,6.822422923379536,0.389250706503633,0.011856732426488822,11.704814814814815,0.5846443820802033,1.0,0.0,0.6538216322660446,0.043039001932807026,0.6906666666666667,0.00694761543764197,15.0,0.0,16.24046085768464,0.163080353368509,1.2538439421867158,0.0320141403080737,13.666666666666666,0.9847319278346618,0.0005652683303444,3.957297613023978e-06,0.389250706503633,356.0,914.8666666666668,0.44723311181215,0.9306666666666666,0.4174814814814814,0.9872592592592592,0.5131851851851852,0.4845925925925927,0.9442840646651272,0.0347259259259259,3.0,1.0277406645616574,1.0035406423364903,0.4213168512275881,0.4779286832295373,0.4651304720897454,0.0127982111397919
pythia-410m,410,3632.8333333333335,304.68011043875134,80581.0,0.0,0.04508300136922264,0.003781041566110513,0.9881481481481482,0.006655433858912294,0.9629629629629629,0.014474198828420609,0.3208575012783209,0.055264338935996686,0.97451570564824,0.013394333169533732,0.9996296296296295,0.0012830005981991524,0.04508300136922264,0.003781041566110513,0.8859406483802611,0.004067819703304285,0.5593211632883973,0.01717239544410491,0.367145134864809,0.012293230724987145,0.07353370184679357,0.00529181624492628,0.5596788194444444,0.028035824476877316,214.91666666666666,10.765756599120897,9.461706330460155,0.7911382836582066,1302.6666666666667,17.52573864781495,0.3637385467293485,0.0025628003595765804,19.39,1.365460911810917,1.0,0.0,0.5714283237854639,0.03842397194330948,0.6882962962962963,0.005378039340273514,22.666666666666668,0.4923659639173311,13.71233790893782,1.123815443022486,1.194718640040173,0.02879662461376402,22.666666666666668,0.4923659639173311,0.0009647094631421334,1.951589688822237e-05,0.3637385467293486,1302.6666666666667,3581.2000000000003,0.5326105603158307,0.964148148148148,0.5140740740740741,0.9884444444444443,0.450074074074074,0.434074074074074,0.9644502962475312,0.016711111111111,3.6,1.002384753887514,0.9989520489856564,0.4601906469804153,0.4462775557113465,0.4303861645751884,0.015891391136158
pythia-70m,70,405.6666666666667,15.293096085449378,1324.0,0.0,0.3063947633434038,0.011550676801698972,0.46814814814814815,0.14626002192744347,0.38925925925925925,0.12250228091358567,0.2496202724675337,0.026834273244402542,0.8304853617696132,0.05245654617331608,1.0,0.0,0.3063947633434038,0.011550676801698972,0.6227171267250586,0.008692728960376931,0.5689076110806358,0.016510834866968676,0.3048665635405674,0.014073497391913421,0.12622582537879673,0.003026579222600669,0.8454861111111112,0.018757013278719134,40.583333333333336,0.9003366373785192,5.6905292370231395,0.3230128587688671,301.6666666666667,6.893123494842626,0.7370303911719259,0.011066330671827143,4.550370370370371,0.15626198420184148,1.0,0.0,0.1901727976898352,0.06610943451702046,0.5934814814814815,0.013049274941765839,3.0,0.8528028654224418,12.057628282028974,1.8389551737187206,0.9368550488372643,0.025445950279250125,3.0,0.8528028654224418,0.0014162390867739332,5.914320149110324e-05,0.7370303911719259,301.6666666666667,409.26666666666665,0.7140986257933128,0.4165925925925925,0.2945185185185184,0.4936296296296296,0.1220740740740741,0.0994814814814814,0.8149271844660191,0.0107851851851852,2.8,0.9620398545213688,0.9869293253610176,0.1617556105257064,0.7949890848737298,0.7625797165426553,0.0324093683310744
