model,draw,source_band,test_band,n_edges,ablation,accuracy,top5_accuracy,source_variant,test_variant
pythia-70m,draw_1,very_high,very_high,424,tokenwise_mean_corrupt,0.6444444444444445,0.7866666666666666,matched,matched
pythia-70m,draw_1,very_high,control,424,tokenwise_mean_corrupt,0.6,0.7866666666666666,matched,matched
pythia-70m,draw_1,control,very_low,435,tokenwise_mean_corrupt,0.2488888888888888,0.4355555555555555,matched,unmatched
pythia-70m,draw_1,control,low,435,tokenwise_mean_corrupt,0.2666666666666666,0.4666666666666667,matched,matched
pythia-70m,draw_1,control,medium,435,tokenwise_mean_corrupt,0.3866666666666666,0.5377777777777778,matched,matched
pythia-70m,draw_1,control,high,435,tokenwise_mean_corrupt,0.4711111111111111,0.5777777777777777,matched,matched
pythia-70m,draw_1,control,very_high,435,tokenwise_mean_corrupt,0.6266666666666667,0.8177777777777778,matched,matched
pythia-70m,draw_1,control,control,435,tokenwise_mean_corrupt,0.6,0.7644444444444445,matched,matched
pythia-70m,draw_2,very_low,very_low,385,tokenwise_mean_corrupt,0.2755555555555555,0.4088888888888889,unmatched,unmatched
pythia-70m,draw_2,very_low,low,385,tokenwise_mean_corrupt,0.28,0.4488888888888889,unmatched,matched
pythia-70m,draw_2,very_low,medium,385,tokenwise_mean_corrupt,0.3688888888888889,0.5511111111111111,unmatched,matched
pythia-70m,draw_2,very_low,high,385,tokenwise_mean_corrupt,0.4133333333333333,0.6577777777777778,unmatched,matched
pythia-70m,draw_2,very_low,very_high,385,tokenwise_mean_corrupt,0.5422222222222223,0.7333333333333333,unmatched,matched
pythia-70m,draw_2,very_low,control,385,tokenwise_mean_corrupt,0.44,0.6666666666666666,unmatched,matched
pythia-70m,draw_2,low,very_low,396,tokenwise_mean_corrupt,0.2222222222222222,0.3777777777777777,matched,unmatched
pythia-70m,draw_2,low,low,396,tokenwise_mean_corrupt,0.3111111111111111,0.4533333333333333,matched,matched
pythia-70m,draw_2,low,medium,396,tokenwise_mean_corrupt,0.3911111111111111,0.4977777777777777,matched,matched
pythia-70m,draw_2,low,high,396,tokenwise_mean_corrupt,0.4444444444444444,0.6088888888888889,matched,matched
pythia-70m,draw_2,low,very_high,396,tokenwise_mean_corrupt,0.5777777777777777,0.72,matched,matched
pythia-70m,draw_2,low,control,396,tokenwise_mean_corrupt,0.5155555555555555,0.6711111111111111,matched,matched
pythia-70m,draw_2,medium,very_low,392,tokenwise_mean_corrupt,0.2444444444444444,0.4222222222222222,matched,unmatched
pythia-70m,draw_2,medium,low,392,tokenwise_mean_corrupt,0.3155555555555555,0.48,matched,matched
pythia-70m,draw_2,medium,medium,392,tokenwise_mean_corrupt,0.3733333333333333,0.5822222222222222,matched,matched
pythia-70m,draw_2,medium,high,392,tokenwise_mean_corrupt,0.4666666666666667,0.6977777777777778,matched,matched
pythia-70m,draw_2,medium,very_high,392,tokenwise_mean_corrupt,0.5911111111111111,0.7688888888888888,matched,matched
pythia-70m,draw_2,medium,control,392,tokenwise_mean_corrupt,0.5155555555555555,0.72,matched,matched
pythia-70m,draw_2,high,very_low,405,tokenwise_mean_corrupt,0.1555555555555555,0.3111111111111111,matched,unmatched
pythia-70m,draw_2,high,low,405,tokenwise_mean_corrupt,0.2488888888888888,0.4044444444444444,matched,matched
pythia-70m,draw_2,high,medium,405,tokenwise_mean_corrupt,0.3022222222222222,0.4533333333333333,matched,matched
pythia-70m,draw_2,high,high,405,tokenwise_mean_corrupt,0.32,0.56,matched,matched
pythia-70m,draw_2,high,very_high,405,tokenwise_mean_corrupt,0.5244444444444445,0.6933333333333334,matched,matched
pythia-70m,draw_2,high,control,405,tokenwise_mean_corrupt,0.4933333333333333,0.6444444444444445,matched,matched
pythia-70m,draw_2,very_high,very_low,417,tokenwise_mean_corrupt,0.1466666666666666,0.3688888888888889,matched,unmatched
pythia-70m,draw_2,very_high,low,417,tokenwise_mean_corrupt,0.2311111111111111,0.4311111111111111,matched,matched
pythia-70m,draw_2,very_high,medium,417,tokenwise_mean_corrupt,0.2888888888888888,0.5155555555555555,matched,matched
pythia-70m,draw_2,very_high,high,417,tokenwise_mean_corrupt,0.3733333333333333,0.64,matched,matched
pythia-70m,draw_2,very_high,very_high,417,tokenwise_mean_corrupt,0.6177777777777778,0.7777777777777778,matched,matched
pythia-70m,draw_2,very_high,control,417,tokenwise_mean_corrupt,0.5155555555555555,0.7111111111111111,matched,matched
pythia-70m,draw_2,control,very_low,410,tokenwise_mean_corrupt,0.2133333333333333,0.4,matched,unmatched
pythia-70m,draw_2,control,low,410,tokenwise_mean_corrupt,0.3155555555555555,0.5066666666666667,matched,matched
pythia-70m,draw_2,control,medium,410,tokenwise_mean_corrupt,0.3644444444444444,0.5333333333333333,matched,matched
pythia-70m,draw_2,control,high,410,tokenwise_mean_corrupt,0.5244444444444445,0.6666666666666666,matched,matched
pythia-70m,draw_2,control,very_high,410,tokenwise_mean_corrupt,0.6577777777777778,0.8088888888888889,matched,matched
pythia-70m,draw_2,control,control,410,tokenwise_mean_corrupt,0.5733333333333334,0.7422222222222222,matched,matched
pythia-70m,draw_3,very_low,very_low,378,tokenwise_mean_corrupt,0.2133333333333333,0.3866666666666666,unmatched,unmatched
pythia-70m,draw_3,very_low,low,378,tokenwise_mean_corrupt,0.1866666666666666,0.3466666666666667,unmatched,matched
pythia-70m,draw_3,very_low,medium,378,tokenwise_mean_corrupt,0.32,0.4444444444444444,unmatched,matched
pythia-70m,draw_3,very_low,high,378,tokenwise_mean_corrupt,0.3955555555555555,0.5777777777777777,unmatched,matched
pythia-70m,draw_3,very_low,very_high,378,tokenwise_mean_corrupt,0.5244444444444445,0.7333333333333333,unmatched,matched
pythia-70m,draw_3,very_low,control,378,tokenwise_mean_corrupt,0.44,0.6844444444444444,unmatched,matched
pythia-70m,draw_3,low,very_low,391,tokenwise_mean_corrupt,0.2488888888888888,0.4533333333333333,matched,unmatched
pythia-70m,draw_3,low,low,391,tokenwise_mean_corrupt,0.2044444444444444,0.3822222222222222,matched,matched
pythia-70m,draw_3,low,medium,391,tokenwise_mean_corrupt,0.3155555555555555,0.48,matched,matched
pythia-70m,draw_3,low,high,391,tokenwise_mean_corrupt,0.4666666666666667,0.6355555555555555,matched,matched
pythia-70m,draw_3,low,very_high,391,tokenwise_mean_corrupt,0.6,0.7822222222222223,matched,matched
pythia-70m,draw_3,low,control,391,tokenwise_mean_corrupt,0.5866666666666667,0.7466666666666667,matched,matched
pythia-70m,draw_3,medium,very_low,406,tokenwise_mean_corrupt,0.32,0.4488888888888889,matched,unmatched
pythia-70m,draw_3,medium,low,406,tokenwise_mean_corrupt,0.2488888888888888,0.4044444444444444,matched,matched
pythia-70m,draw_3,medium,medium,406,tokenwise_mean_corrupt,0.3555555555555555,0.5111111111111111,matched,matched
pythia-70m,draw_3,medium,high,406,tokenwise_mean_corrupt,0.48,0.6888888888888889,matched,matched
pythia-70m,draw_3,medium,very_high,406,tokenwise_mean_corrupt,0.5333333333333333,0.76,matched,matched
pythia-70m,draw_3,medium,control,406,tokenwise_mean_corrupt,0.5111111111111111,0.7377777777777778,matched,matched
pythia-70m,draw_3,high,very_low,431,tokenwise_mean_corrupt,0.2311111111111111,0.4222222222222222,matched,unmatched
pythia-70m,draw_3,high,low,431,tokenwise_mean_corrupt,0.2088888888888889,0.3422222222222222,matched,matched
pythia-70m,draw_3,high,medium,431,tokenwise_mean_corrupt,0.3333333333333333,0.4888888888888889,matched,matched
pythia-70m,draw_3,high,high,431,tokenwise_mean_corrupt,0.4888888888888889,0.6266666666666667,matched,matched
pythia-70m,draw_3,high,very_high,431,tokenwise_mean_corrupt,0.6177777777777778,0.7911111111111111,matched,matched
pythia-70m,draw_3,high,control,431,tokenwise_mean_corrupt,0.56,0.7555555555555555,matched,matched
pythia-70m,draw_3,very_high,very_low,417,tokenwise_mean_corrupt,0.1333333333333333,0.3466666666666667,matched,unmatched
pythia-70m,draw_3,very_high,low,417,tokenwise_mean_corrupt,0.1422222222222222,0.2844444444444444,matched,matched
pythia-70m,draw_3,very_high,medium,417,tokenwise_mean_corrupt,0.2355555555555555,0.3911111111111111,matched,matched
pythia-70m,draw_3,very_high,high,417,tokenwise_mean_corrupt,0.3377777777777778,0.5466666666666666,matched,matched
pythia-70m,draw_3,very_high,very_high,417,tokenwise_mean_corrupt,0.5333333333333333,0.6933333333333334,matched,matched
pythia-70m,draw_3,very_high,control,417,tokenwise_mean_corrupt,0.4844444444444444,0.6577777777777778,matched,matched
pythia-70m,draw_3,control,very_low,426,tokenwise_mean_corrupt,0.1822222222222222,0.4133333333333333,matched,unmatched
pythia-70m,draw_3,control,low,426,tokenwise_mean_corrupt,0.1955555555555555,0.3555555555555555,matched,matched
pythia-70m,draw_3,control,medium,426,tokenwise_mean_corrupt,0.3066666666666666,0.4755555555555555,matched,matched
pythia-70m,draw_3,control,high,426,tokenwise_mean_corrupt,0.4577777777777778,0.6311111111111111,matched,matched
pythia-70m,draw_3,control,very_high,426,tokenwise_mean_corrupt,0.6666666666666666,0.8222222222222222,matched,matched
pythia-70m,draw_3,control,control,426,tokenwise_mean_corrupt,0.5911111111111111,0.8133333333333334,matched,matched
