model,draw,source_band,test_band,n_edges,ablation,accuracy,top5_accuracy,source_variant,test_variant
pythia-70m,draw_1,very_low,very_low,385,tokenwise_mean_corrupt,0.24,0.4266666666666667,unmatched,unmatched
pythia-70m,draw_1,very_low,low,385,tokenwise_mean_corrupt,0.2755555555555555,0.4755555555555555,unmatched,matched
pythia-70m,draw_1,very_low,medium,385,tokenwise_mean_corrupt,0.3911111111111111,0.5555555555555556,unmatched,matched
pythia-70m,draw_1,very_low,high,385,tokenwise_mean_corrupt,0.4222222222222222,0.5733333333333334,unmatched,matched
pythia-70m,draw_1,very_low,very_high,385,tokenwise_mean_corrupt,0.5422222222222223,0.7511111111111111,unmatched,matched
pythia-70m,draw_1,very_low,control,385,tokenwise_mean_corrupt,0.4755555555555555,0.7155555555555555,unmatched,matched
pythia-70m,draw_1,low,very_low,380,tokenwise_mean_corrupt,0.2,0.36,matched,unmatched
pythia-70m,draw_1,low,low,380,tokenwise_mean_corrupt,0.2488888888888888,0.4222222222222222,matched,matched
pythia-70m,draw_1,low,medium,380,tokenwise_mean_corrupt,0.3377777777777778,0.4755555555555555,matched,matched
pythia-70m,draw_1,low,high,380,tokenwise_mean_corrupt,0.3733333333333333,0.5377777777777778,matched,matched
pythia-70m,draw_1,low,very_high,380,tokenwise_mean_corrupt,0.5955555555555555,0.7644444444444445,matched,matched
pythia-70m,draw_1,low,control,380,tokenwise_mean_corrupt,0.4977777777777777,0.7066666666666667,matched,matched
pythia-70m,draw_1,medium,very_low,395,tokenwise_mean_corrupt,0.2044444444444444,0.3822222222222222,matched,unmatched
pythia-70m,draw_1,medium,low,395,tokenwise_mean_corrupt,0.2577777777777778,0.4577777777777778,matched,matched
pythia-70m,draw_1,medium,medium,395,tokenwise_mean_corrupt,0.3377777777777778,0.5022222222222222,matched,matched
pythia-70m,draw_1,medium,high,395,tokenwise_mean_corrupt,0.3822222222222222,0.5244444444444445,matched,matched
pythia-70m,draw_1,medium,very_high,395,tokenwise_mean_corrupt,0.5377777777777778,0.7733333333333333,matched,matched
pythia-70m,draw_1,medium,control,395,tokenwise_mean_corrupt,0.4844444444444444,0.6844444444444444,matched,matched
pythia-70m,draw_1,high,very_low,414,tokenwise_mean_corrupt,0.2088888888888889,0.3555555555555555,matched,unmatched
pythia-70m,draw_1,high,low,414,tokenwise_mean_corrupt,0.2177777777777777,0.4,matched,matched
pythia-70m,draw_1,high,medium,414,tokenwise_mean_corrupt,0.3466666666666667,0.4933333333333333,matched,matched
pythia-70m,draw_1,high,high,414,tokenwise_mean_corrupt,0.3733333333333333,0.5155555555555555,matched,matched
pythia-70m,draw_1,high,very_high,414,tokenwise_mean_corrupt,0.5555555555555556,0.7555555555555555,matched,matched
pythia-70m,draw_1,high,control,414,tokenwise_mean_corrupt,0.4844444444444444,0.6844444444444444,matched,matched
pythia-70m,draw_1,very_high,very_low,424,tokenwise_mean_corrupt,0.2044444444444444,0.3777777777777777,matched,unmatched
pythia-70m,draw_1,very_high,low,424,tokenwise_mean_corrupt,0.2222222222222222,0.4044444444444444,matched,matched
pythia-70m,draw_1,very_high,medium,424,tokenwise_mean_corrupt,0.3733333333333333,0.5111111111111111,matched,matched
pythia-70m,draw_1,very_high,high,424,tokenwise_mean_corrupt,0.4088888888888889,0.5955555555555555,matched,matched
