model,draw,source_band,test_band,n_edges,ablation,accuracy,top5_accuracy,source_variant,test_variant
pythia-160m,draw_1,very_low,very_low,1278,tokenwise_mean_corrupt,0.4355555555555555,0.7022222222222222,unmatched,unmatched
pythia-160m,draw_1,very_low,low,1278,tokenwise_mean_corrupt,0.0177777777777777,0.08,unmatched,matched
pythia-160m,draw_1,very_low,medium,1278,tokenwise_mean_corrupt,0.0666666666666666,0.1955555555555555,unmatched,matched
pythia-160m,draw_1,very_low,high,1278,tokenwise_mean_corrupt,0.1422222222222222,0.32,unmatched,matched
pythia-160m,draw_1,very_low,very_high,1278,tokenwise_mean_corrupt,0.4133333333333333,0.6266666666666667,unmatched,matched
pythia-160m,draw_1,very_low,control,1278,tokenwise_mean_corrupt,0.1688888888888889,0.2888888888888888,unmatched,matched
pythia-160m,draw_1,low,very_low,1463,tokenwise_mean_corrupt,0.3288888888888889,0.5822222222222222,matched,unmatched
pythia-160m,draw_1,low,low,1463,tokenwise_mean_corrupt,0.0133333333333333,0.2,matched,matched
pythia-160m,draw_1,low,medium,1463,tokenwise_mean_corrupt,0.0577777777777777,0.3066666666666666,matched,matched
pythia-160m,draw_1,low,high,1463,tokenwise_mean_corrupt,0.1422222222222222,0.3911111111111111,matched,matched
pythia-160m,draw_1,low,very_high,1463,tokenwise_mean_corrupt,0.4311111111111111,0.8222222222222222,matched,matched
pythia-160m,draw_1,low,control,1463,tokenwise_mean_corrupt,0.2311111111111111,0.5955555555555555,matched,matched
pythia-160m,draw_1,medium,very_low,1446,tokenwise_mean_corrupt,0.7155555555555555,0.8977777777777778,matched,unmatched
pythia-160m,draw_1,medium,low,1446,tokenwise_mean_corrupt,0.7866666666666666,0.9288888888888888,matched,matched
pythia-160m,draw_1,medium,medium,1446,tokenwise_mean_corrupt,0.8488888888888889,0.9777777777777776,matched,matched
pythia-160m,draw_1,medium,high,1446,tokenwise_mean_corrupt,0.8444444444444444,0.9777777777777776,matched,matched
pythia-160m,draw_1,medium,very_high,1446,tokenwise_mean_corrupt,0.8933333333333333,0.9866666666666668,matched,matched
pythia-160m,draw_1,medium,control,1446,tokenwise_mean_corrupt,0.8311111111111111,0.9777777777777776,matched,matched
pythia-160m,draw_1,high,very_low,1360,tokenwise_mean_corrupt,0.4933333333333333,0.8044444444444444,matched,unmatched
pythia-160m,draw_1,high,low,1360,tokenwise_mean_corrupt,0.64,0.8933333333333333,matched,matched
pythia-160m,draw_1,high,medium,1360,tokenwise_mean_corrupt,0.6711111111111111,0.9511111111111112,matched,matched
pythia-160m,draw_1,high,high,1360,tokenwise_mean_corrupt,0.7777777777777778,0.9733333333333334,matched,matched
pythia-160m,draw_1,high,very_high,1360,tokenwise_mean_corrupt,0.9022222222222224,0.9866666666666668,matched,matched
pythia-160m,draw_1,high,control,1360,tokenwise_mean_corrupt,0.8177777777777778,0.9822222222222222,matched,matched
pythia-160m,draw_1,very_high,very_low,1358,tokenwise_mean_corrupt,0.5422222222222223,0.7866666666666666,matched,unmatched
pythia-160m,draw_1,very_high,low,1358,tokenwise_mean_corrupt,0.64,0.8622222222222222,matched,matched
pythia-160m,draw_1,very_high,medium,1358,tokenwise_mean_corrupt,0.6133333333333333,0.88,matched,matched
pythia-160m,draw_1,very_high,high,1358,tokenwise_mean_corrupt,0.7777777777777778,0.9422222222222222,matched,matched
pythia-160m,draw_1,very_high,very_high,1358,tokenwise_mean_corrupt,0.8444444444444444,0.9822222222222222,matched,matched
pythia-160m,draw_1,very_high,control,1358,tokenwise_mean_corrupt,0.8177777777777778,0.9644444444444444,matched,matched
pythia-160m,draw_1,control,very_low,1392,tokenwise_mean_corrupt,0.6711111111111111,0.8533333333333334,matched,unmatched
pythia-160m,draw_1,control,low,1392,tokenwise_mean_corrupt,0.7688888888888888,0.9244444444444444,matched,matched
pythia-160m,draw_1,control,medium,1392,tokenwise_mean_corrupt,0.8622222222222222,0.9777777777777776,matched,matched
pythia-160m,draw_1,control,high,1392,tokenwise_mean_corrupt,0.8355555555555556,0.9955555555555556,matched,matched
