model,draw,layer,h_y,h_y_given_x,info_fraction
pythia-70m,draw_1,0,2.321928094887362,1.5632047444333428,0.32676436110344986
pythia-70m,draw_1,1,2.321928094887362,1.7728833768683616,0.2364606893847998
pythia-70m,draw_1,2,2.321928094887362,1.7348118716969771,0.25285719419268504
pythia-70m,draw_1,3,2.321928094887362,1.7837666737704612,0.23177350853451273
pythia-70m,draw_1,4,2.321928094887362,1.694438058009974,0.2702452493077
pythia-70m,draw_1,5,2.321928094887362,1.6564596849795787,0.28660164428565804
pythia-70m,draw_2,0,2.321928094887362,1.5932798351031257,0.3138117245700426
pythia-70m,draw_2,1,2.321928094887362,1.685785609009885,0.27397165626196396
pythia-70m,draw_2,2,2.321928094887362,1.766396968384444,0.23925423346491148
pythia-70m,draw_2,3,2.321928094887362,1.7918838617737238,0.228277625944033
pythia-70m,draw_2,4,2.321928094887362,1.7055488955796754,0.2654600720258685
pythia-70m,draw_2,5,2.321928094887362,1.7031912621859624,0.2664754494610717
pythia-70m,draw_3,0,2.321928094887362,1.633956467840782,0.2962932523885732
pythia-70m,draw_3,1,2.321928094887362,1.7349416007756657,0.25280132291959345
pythia-70m,draw_3,2,2.321928094887362,1.7214149368764375,0.2586269399699287
pythia-70m,draw_3,3,2.321928094887362,1.8203688347667515,0.21600981581858225
pythia-70m,draw_3,4,2.321928094887362,1.7329060805965402,0.2536779737442282
pythia-70m,draw_3,5,2.321928094887362,1.697959713735044,0.2687285547413074
pythia-160m,draw_1,0,2.321928094887362,1.4758419503399054,0.36438946856728605
pythia-160m,draw_1,1,2.321928094887362,1.4554853270795145,0.37315658900706794
pythia-160m,draw_1,2,2.321928094887362,1.5192756910043905,0.3456835746336532
pythia-160m,draw_1,3,2.321928094887362,1.552939485281632,0.33118536758264006
pythia-160m,draw_1,4,2.321928094887362,1.5380346357866346,0.3376045368617475
pythia-160m,draw_1,5,2.321928094887362,1.4897495909322562,0.3583997737860506
pythia-160m,draw_1,6,2.321928094887362,1.422791367162482,0.387237111133925
pythia-160m,draw_1,7,2.321928094887362,1.4353972216622197,0.38180806510640397
pythia-160m,draw_1,8,2.321928094887362,1.6120314789631927,0.3057358311341708
pythia-160m,draw_1,9,2.321928094887362,1.6441100853835633,0.29192032733325457
pythia-160m,draw_1,10,2.321928094887362,1.5730297787637668,0.3225329491350699
pythia-160m,draw_1,11,2.321928094887362,1.6303586112445276,0.2978427648838897
pythia-160m,draw_2,0,2.321928094887362,1.4713708855942098,0.36631505134288544
pythia-160m,draw_2,1,2.321928094887362,1.4467695550567161,0.3769102677027991
pythia-160m,draw_2,2,2.321928094887362,1.456749632497543,0.37261208230127785
pythia-160m,draw_2,3,2.321928094887362,1.56564191315171,0.32571472966837933
pythia-160m,draw_2,4,2.321928094887362,1.4816881603510237,0.3618716429619234
pythia-160m,draw_2,5,2.321928094887362,1.447642070909101,0.3765344955786296
pythia-160m,draw_2,6,2.321928094887362,1.4002569422064097,0.3969421597121694
pythia-160m,draw_2,7,2.321928094887362,1.4222765653286797,0.3874588242157968
pythia-160m,draw_2,8,2.321928094887362,1.5331391418093085,0.3397129113579713
pythia-160m,draw_2,9,2.321928094887362,1.589952197273449,0.31524486017704256
pythia-160m,draw_2,10,2.321928094887362,1.5416061918955362,0.3360663513697998
pythia-160m,draw_2,11,2.321928094887362,1.6152045833807733,0.3043692494451997
pythia-160m,draw_3,0,2.321928094887362,1.439250588656316,0.38014851027239294
pythia-160m,draw_3,1,2.321928094887362,1.4769069662281742,0.36393079119023297
pythia-160m,draw_3,2,2.321928094887362,1.5222437072586459,0.3444053196089646
pythia-160m,draw_3,3,2.321928094887362,1.5295812035364293,0.3412452319671725
pythia-160m,draw_3,4,2.321928094887362,1.4722500474362121,0.3659364169467825
pythia-160m,draw_3,5,2.321928094887362,1.4619152572296013,0.37038736882137624
pythia-160m,draw_3,6,2.321928094887362,1.4253295055588802,0.38614399442545033
pythia-160m,draw_3,7,2.321928094887362,1.4888781746234605,0.3587750723625718
pythia-160m,draw_3,8,2.321928094887362,1.601391487533445,0.31031822602106496
pythia-160m,draw_3,9,2.321928094887362,1.6333515682503976,0.29655376846214
pythia-160m,draw_3,10,2.321928094887362,1.570098422705147,0.3237954154728838
pythia-160m,draw_3,11,2.321928094887362,1.6354277646859416,0.2956595993273956
pythia-410m,draw_1,0,2.321928094887362,1.4607689661254493,0.37088104952866263
pythia-410m,draw_1,1,2.321928094887362,1.3802479068282916,0.4055595821991861
pythia-410m,draw_1,2,2.321928094887362,1.387522667688354,0.4024265132311673
pythia-410m,draw_1,3,2.321928094887362,1.3509256527276219,0.41818798967021586
pythia-410m,draw_1,4,2.321928094887362,1.4409662014438887,0.37940963606205447
pythia-410m,draw_1,5,2.321928094887362,1.469729144577165,0.3670221107133542
pythia-410m,draw_1,6,2.321928094887362,1.4489304550208826,0.37597961874389096
pythia-410m,draw_1,7,2.321928094887362,1.484773960828301,0.3605426610334683
pythia-410m,draw_1,8,2.321928094887362,1.5206382434386851,0.34509675524105665
pythia-410m,draw_1,9,2.321928094887362,1.54527569120873,0.3344859840357408
pythia-410m,draw_1,10,2.321928094887362,1.5006307020942338,0.35371353428279606
pythia-410m,draw_1,11,2.321928094887362,1.4449082006571974,0.3777119094089386
pythia-410m,draw_1,12,2.321928094887362,1.469504967325033,0.3671186586007008
pythia-410m,draw_1,13,2.321928094887362,1.4867644487879756,0.3596854045301091
pythia-410m,draw_1,14,2.321928094887362,1.442217212447419,0.378870854948942
pythia-410m,draw_1,15,2.321928094887362,1.4170727280993556,0.3896999949224963
pythia-410m,draw_1,16,2.321928094887362,1.3720075906269398,0.4091084932182206
pythia-410m,draw_1,17,2.321928094887362,1.447893764325641,0.3764260971243043
pythia-410m,draw_1,18,2.321928094887362,1.5342075069390444,0.3392527915411311
pythia-410m,draw_1,19,2.321928094887362,1.511757831685991,0.3489213404089815
pythia-410m,draw_1,20,2.321928094887362,1.564320829540976,0.32628368941077734
pythia-410m,draw_1,21,2.321928094887362,1.5447553778488226,0.3347100708027053
pythia-410m,draw_1,22,2.321928094887362,1.4575649556292523,0.37226094174119573
pythia-410m,draw_1,23,2.321928094887362,1.3440399004479846,0.42115352176175613
pythia-410m,draw_2,0,2.321928094887362,1.4285547311752969,0.38475496535796183
pythia-410m,draw_2,1,2.321928094887362,1.349251926543353,0.41890882430241416
