model,draw,layer,attn_mi,mlp_mi,mlp_advantage
pythia-410m,draw_1,13,0.8972644705895644,0.6214263775388038,-0.27583809305076057
pythia-410m,draw_1,14,0.8645316921272219,0.7555175963761609,-0.10901409575106102
pythia-410m,draw_1,15,0.9685946738480065,0.6428926749626985,-0.32570199888530793
pythia-410m,draw_1,16,0.9411231482581455,0.7783882120213552,-0.16273493623679025
pythia-410m,draw_1,17,1.0052629773194044,0.6011767079621846,-0.4040862693572198
pythia-410m,draw_1,18,0.8881509629203146,0.4234142628289762,-0.4647367000913384
pythia-410m,draw_1,19,1.0563188443614175,0.35257677064577475,-0.7037420737156428
pythia-410m,draw_1,20,1.0759183665767855,0.41795015375469213,-0.6579682128220934
pythia-410m,draw_1,21,0.725904810958565,0.5798726038558812,-0.14603220710268372
pythia-410m,draw_1,22,0.7190742596829548,0.5521920016793596,-0.16688225800359524
pythia-410m,draw_1,23,1.3017738740419094,0.6758866178320363,-0.6258872562098731
pythia-410m,draw_2,0,1.0002110372960145,0.8316647477973894,-0.16854628949862505
pythia-410m,draw_2,1,1.0562688239533036,0.6008220927162826,-0.45544673123702095
pythia-410m,draw_2,2,1.3053375782386225,0.5057810969070488,-0.7995564813315738
pythia-410m,draw_2,3,0.8053554889623722,0.627740793810277,-0.17761469515209516
pythia-410m,draw_2,4,1.1782820630090602,0.533281020395847,-0.6450010426132132
pythia-410m,draw_2,5,0.26413350601850594,0.7523363279865384,0.48820282196803244
pythia-410m,draw_2,6,0.9146210826301551,0.5323523872716697,-0.3822686953584854
pythia-410m,draw_2,7,0.819733974865791,0.6145532658361322,-0.2051807090296588
pythia-410m,draw_2,8,0.8695204407253684,0.7047237542010965,-0.16479668652427193
pythia-410m,draw_2,9,0.6592520047664966,0.5435178554843552,-0.11573414928214143
pythia-410m,draw_2,10,0.9214804172424998,0.6411927548215364,-0.2802876624209635
pythia-410m,draw_2,11,0.6031053426701563,0.6638174909754215,0.06071214830526528
pythia-410m,draw_2,12,1.1074212711854912,0.7615970063628288,-0.3458242648226624
pythia-410m,draw_2,13,0.9437434875130831,0.680647072651121,-0.2630964148619621
pythia-410m,draw_2,14,0.9022137777517417,0.7795584865839801,-0.12265529116776164
pythia-410m,draw_2,15,1.0386384051282445,0.7037488176155101,-0.33488958751273434
pythia-410m,draw_2,16,1.0060422064892887,0.8468587482400541,-0.15918345824923452
pythia-410m,draw_2,17,1.1155738522868008,0.653065840973991,-0.46250801131280983
pythia-410m,draw_2,18,0.9417251977516065,0.4743949084519902,-0.46733028929961623
pythia-410m,draw_2,19,1.137300630777366,0.41920736780609624,-0.7180932629712699
pythia-410m,draw_2,20,1.1025747366034055,0.4876927948516165,-0.614881941751789
pythia-410m,draw_2,21,0.7807153245876379,0.622149153635095,-0.15856617095254288
pythia-410m,draw_2,22,0.7519046783801611,0.5949083866697855,-0.15699629171037555
pythia-410m,draw_2,23,1.2636608651823928,0.76938974092163,-0.4942711242607628
pythia-410m,draw_3,0,0.9871239068620796,0.7745268863238197,-0.2125970205382599
pythia-410m,draw_3,1,1.0895550781746783,0.5947043400475035,-0.49485073812717484
pythia-410m,draw_3,2,1.2017262772147803,0.5659153011479937,-0.6358109760667866
pythia-410m,draw_3,3,0.829198680368017,0.5747553855932338,-0.2544432947747832
pythia-410m,draw_3,4,1.3087407558771613,0.5090876557633677,-0.7996531001137936
pythia-410m,draw_3,5,0.3345622802063792,0.6965670665664481,0.3620047863600689
pythia-410m,draw_3,6,0.882173008368333,0.5345715435775241,-0.3476014647908089
