r2_base,r2_full,delta_r2,adj_r2_base,adj_r2_full,cv_r2_base,cv_r2_full,delta_r2_cv,f_stat,f_p_value,n,p_base,p_full
0.859950048473834,0.9903240587533139,0.1303740102794798,0.853584141586281,0.9860908344578887,0.8356037056289801,0.9780513102849642,0.14244760465598405,35.93077082097991,2.0581036319633483e-08,24,1,7
