metric,pearson_r,pearson_p,spearman_rho,spearman_p,n
resid_cka_early,0.8949972712260503,1.8902684682098525e-18,0.4113819215627034,0.002997780076065034,50
resid_cka_middle,0.8062642141383562,1.598844105257524e-12,0.44658422701512723,0.0011502633825139373,50
resid_cka_final,0.6804932586390918,5.428395896112703e-08,0.3136030758585634,0.026575563987507978,50
