model,metric,same_band_boost_mean,cross_band_boost_mean,transfer_efficiency,cohens_d,wilcoxon_p,n_pairs,mean_universal_edges,mean_circuit_edges
pythia-70m,acc_2way,0.40681481957435606,0.39503704806168877,0.9710488139911172,0.11755792182887838,0.18169559624608644,15,24.0,29.733333333333334
