model,draw,test_band,n_edges,universal_2way,universal_top1
pythia-1.4b,draw_1,low,225,0.2133333384990692,0.035555556416511536
pythia-1.4b,draw_1,medium,225,0.20888888835906982,0.04888889193534851
pythia-1.4b,draw_1,high,225,0.19111111760139465,0.03999999910593033
pythia-1.4b,draw_2,low,226,0.5200000405311584,0.1111111119389534
pythia-1.4b,draw_2,medium,226,0.3733333349227905,0.08888889104127884
pythia-1.4b,draw_2,high,226,0.36888888478279114,0.1066666692495346
pythia-1.4b,draw_3,low,238,0.324444442987442,0.06222222372889519
pythia-1.4b,draw_3,medium,238,0.18222223222255707,0.02666666731238365
pythia-1.4b,draw_3,high,238,0.324444442987442,0.06222222372889519
