model,metric,same_band_boost_mean,cross_band_boost_mean,transfer_efficiency,cohens_d,wilcoxon_p,n_pairs,mean_universal_edges,mean_circuit_edges
pythia-1.4b,acc_2way,0.8420740926017364,0.8215555711338918,0.9756333538246629,0.4227087073387452,0.02042373433134172,15,186.33333333333334,400.93333333333334
