model,metric,same_band_boost_mean,cross_band_boost_mean,transfer_efficiency,cohens_d,wilcoxon_p,n_pairs,mean_universal_edges,mean_circuit_edges
pythia-410m,acc_2way,0.5973333430786928,0.5771851989130179,0.9662698484872281,0.10616435657312642,0.1038818359375,15,85.33333333333333,137.0
