model,metric,same_band_boost_mean,cross_band_boost_mean,transfer_efficiency,cohens_d,wilcoxon_p,n_pairs,mean_universal_edges,mean_circuit_edges
pythia-1b,acc_2way,0.4121481577555339,0.3945185273885727,0.957225017180792,0.2798453078724979,0.023956298828125,15,107.66666666666667,154.8
