model,metric,same_band_boost_mean,cross_band_boost_mean,transfer_efficiency,cohens_d,wilcoxon_p,n_pairs,mean_universal_edges,mean_circuit_edges
pythia-160m,acc_2way,0.3597037136554718,0.3520740846792857,0.9787891292568253,0.11955707241187863,0.1947021484375,15,67.33333333333333,102.33333333333333
