source_band,low,medium,high,very_high,control
low,0.814814825852712,0.7925926248232523,0.8488889137903849,0.8340740998586019,0.8281481862068176
medium,0.8385185400644938,0.8370370467503866,0.8770370483398438,0.893333355585734,0.8577777942021688
high,0.8281481663386027,0.8237037261327108,0.9051852226257324,0.8651852011680603,0.8666666944821676
very_high,0.878518541653951,0.8562963406244913,0.9155555764834086,0.9081481695175171,0.893333355585734
control,0.8400000333786011,0.8266666928927103,0.8962963223457336,0.8844444751739502,0.8800000150998434
