model,draw,test_band,n_edges,universal_2way,universal_top1
pythia-1b,draw_1,low,114,0.6088889241218567,0.1733333319425583
pythia-1b,draw_1,medium,114,0.644444465637207,0.2266666740179062
pythia-1b,draw_1,high,114,0.6666666865348816,0.2800000011920929
pythia-1b,draw_2,low,118,0.7200000286102295,0.20000000298023224
pythia-1b,draw_2,medium,118,0.7866666913032532,0.2755555510520935
pythia-1b,draw_2,high,118,0.7777777910232544,0.29777777194976807
pythia-1b,draw_3,low,120,0.648888885974884,0.1599999964237213
pythia-1b,draw_3,medium,120,0.6711111068725586,0.20444445312023163
pythia-1b,draw_3,high,120,0.6399999856948853,0.2266666740179062
