draw,source,test_band,ablation,n_edges,acc_2way,acc_top1
draw_1,low,low,zero,88,0.20888888835906982,0.0
draw_1,low,medium,zero,88,0.12000000476837158,0.0
draw_1,low,high,zero,88,0.13777777552604675,0.0
draw_1,medium,low,zero,85,0.35555556416511536,0.0
draw_1,medium,medium,zero,85,0.36888888478279114,0.0
draw_1,medium,high,zero,85,0.2844444513320923,0.0
draw_1,high,low,zero,113,0.35555556416511536,0.0
draw_1,high,medium,zero,113,0.47111111879348755,0.0
draw_1,high,high,zero,113,0.324444442987442,0.004444444552063942
draw_1,core,low,zero,70,0.3199999928474426,0.0
draw_1,core,medium,zero,70,0.36888888478279114,0.0
draw_1,core,high,zero,70,0.4000000059604645,0.0
draw_1,low,low,tokenwise_mean_corrupt,88,1.0,0.12444444745779037
draw_1,low,medium,tokenwise_mean_corrupt,88,0.9822222590446472,0.24000000953674316
draw_1,low,high,tokenwise_mean_corrupt,88,0.9866666793823242,0.09777778387069702
draw_1,medium,low,tokenwise_mean_corrupt,85,1.0,0.12888889014720917
draw_1,medium,medium,tokenwise_mean_corrupt,85,0.991111159324646,0.20444445312023163
draw_1,medium,high,tokenwise_mean_corrupt,85,0.9866666793823242,0.057777777314186096
draw_1,high,low,tokenwise_mean_corrupt,113,0.995555579662323,0.11555555462837219
draw_1,high,medium,tokenwise_mean_corrupt,113,0.991111159324646,0.17777778208255768
draw_1,high,high,tokenwise_mean_corrupt,113,0.9644444584846497,0.07999999821186066
draw_1,core,low,tokenwise_mean_corrupt,70,1.0,0.08444444835186005
draw_1,core,medium,tokenwise_mean_corrupt,70,0.991111159324646,0.2177777886390686
draw_1,core,high,tokenwise_mean_corrupt,70,0.9822222590446472,0.03999999910593033
draw_2,low,low,zero,98,0.30222222208976746,0.0
draw_2,low,medium,zero,98,0.3199999928474426,0.004444444552063942
draw_2,low,high,zero,98,0.4000000059604645,0.0
draw_2,medium,low,zero,95,0.2622222304344177,0.008888889104127884
draw_2,medium,medium,zero,95,0.36000001430511475,0.0
draw_2,medium,high,zero,95,0.30666667222976685,0.0
draw_2,high,low,zero,113,0.23555555939674377,0.0
draw_2,high,medium,zero,113,0.35111111402511597,0.0
draw_2,high,high,zero,113,0.25777778029441833,0.0
draw_2,core,low,zero,76,0.24444444477558136,0.0
draw_2,core,medium,zero,76,0.3155555725097656,0.0
draw_2,core,high,zero,76,0.2266666740179062,0.0
draw_2,low,low,tokenwise_mean_corrupt,98,0.9866666793823242,0.3955555558204651
draw_2,low,medium,tokenwise_mean_corrupt,98,0.991111159324646,0.2888889014720917
draw_2,low,high,tokenwise_mean_corrupt,98,0.9555555582046509,0.31111112236976624
draw_2,medium,low,tokenwise_mean_corrupt,95,0.995555579662323,0.324444442987442
draw_2,medium,medium,tokenwise_mean_corrupt,95,0.995555579662323,0.2133333384990692
draw_2,medium,high,tokenwise_mean_corrupt,95,0.9644444584846497,0.17777778208255768
draw_2,high,low,tokenwise_mean_corrupt,113,0.9600000381469727,0.24000000953674316
draw_2,high,medium,tokenwise_mean_corrupt,113,0.9555555582046509,0.1644444465637207
draw_2,high,high,tokenwise_mean_corrupt,113,0.893333375453949,0.1688888967037201
draw_2,core,low,tokenwise_mean_corrupt,76,0.9733333587646484,0.30666667222976685
draw_2,core,medium,tokenwise_mean_corrupt,76,0.9733333587646484,0.2177777886390686
draw_2,core,high,tokenwise_mean_corrupt,76,0.9066666960716248,0.15555556118488312
draw_3,low,low,zero,91,0.648888885974884,0.0
draw_3,low,medium,zero,91,0.6844444870948792,0.008888889104127884
draw_3,low,high,zero,91,0.6755555868148804,0.017777778208255768
draw_3,medium,low,zero,103,0.5555555820465088,0.0
draw_3,medium,medium,zero,103,0.7066667079925537,0.0
draw_3,medium,high,zero,103,0.551111102104187,0.0
draw_3,high,low,zero,102,0.3288888931274414,0.0
draw_3,high,medium,zero,102,0.42222222685813904,0.0
draw_3,high,high,zero,102,0.3777777850627899,0.0
draw_3,core,low,zero,76,0.41777777671813965,0.0
draw_3,core,medium,zero,76,0.5288888812065125,0.0
draw_3,core,high,zero,76,0.48000001907348633,0.0
draw_3,low,low,tokenwise_mean_corrupt,91,0.995555579662323,0.24888889491558075
draw_3,low,medium,tokenwise_mean_corrupt,91,0.995555579662323,0.11555555462837219
draw_3,low,high,tokenwise_mean_corrupt,91,0.995555579662323,0.14666667580604553
draw_3,medium,low,tokenwise_mean_corrupt,103,0.995555579662323,0.29777777194976807
draw_3,medium,medium,tokenwise_mean_corrupt,103,1.0,0.2222222238779068
draw_3,medium,high,tokenwise_mean_corrupt,103,0.9866666793823242,0.25333333015441895
draw_3,high,low,tokenwise_mean_corrupt,102,0.995555579662323,0.2222222238779068
draw_3,high,medium,tokenwise_mean_corrupt,102,0.991111159324646,0.15111111104488373
draw_3,high,high,tokenwise_mean_corrupt,102,0.995555579662323,0.17777778208255768
draw_3,core,low,tokenwise_mean_corrupt,76,0.995555579662323,0.31111112236976624
draw_3,core,medium,tokenwise_mean_corrupt,76,1.0,0.13777777552604675
draw_3,core,high,tokenwise_mean_corrupt,76,0.995555579662323,0.12444444745779037
