model,draw,test_band,n_edges,universal_2way,universal_top1
pythia-410m,draw_1,low,100,0.5600000023841858,0.0533333346247673
pythia-410m,draw_1,medium,100,0.6000000238418579,0.07999999821186066
pythia-410m,draw_1,high,100,0.5200000405311584,0.04888889193534851
pythia-410m,draw_2,low,94,0.4311111271381378,0.04444444552063942
pythia-410m,draw_2,medium,94,0.36888888478279114,0.07111111283302307
pythia-410m,draw_2,high,94,0.35111111402511597,0.03999999910593033
pythia-410m,draw_3,low,102,0.7200000286102295,0.1111111119389534
pythia-410m,draw_3,medium,102,0.7022222280502319,0.1644444465637207
pythia-410m,draw_3,high,102,0.5955555438995361,0.10222222656011581
